11417
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Dix-neuvième extrait>,<>,<>
femmes,femme,22
",",",",p
et,et,82
l',l',94
on,on,51
s',se,51
est,être,17
étonné,étonner,12
de,de,81
la,le,71
quantité,quantité,22
de,de,81
larmes,larme,22
que,que,52
contiennent,contenir,17
les,le,71
yeux,oeil,21
des,de,81
des,le,71
rois,roi,21
/!,/!,P
est,être,17
ce,ce,52
votre,votre,73
amour,amour,21
que,que,52
vous,vous,51
regrettez,regretter,17
/?,/?,P
ma,mon,73
fille,fille,22
",",",",p
il,il,51
faudrait,falloir,16
autant,autant,60
pleurer,pleurer,14
un,un,71
songe,songe,21
/.,/.,P
connaissez,connaître,17
vous,vous,51
le,le,71
coeur,coeur,21
de,de,81
l',le,71
homme,homme,21
",",",",p
et,et,82
pourriez,pouvoir,16
vous,vous,51
compter,compter,14
les,le,71
inconstances,inconstance,22
de,de,81
son,son,73
désir,désir,21
/?,/?,P
vous,vous,51
calculeriez,calculer,16
plutôt,plutôt,60
le,le,71
nombre,nombre,21
des,de,81
des,le,71
vagues,vague,22
que,que,52
la,le,71
mer,mer,22
roule,rouler,17
dans,dans,81
une,un,71
tempête,tempête,22
/.,/.,P
Atala,Atala,20
",",",",p
les,le,71
sacrifices,sacrifice,21
",",",",p
les,le,71
bienfaits,bienfait,21
ne,ne,60
sont,être,17
pas,pas,60
des,de,81
des,le,71
liens,lien,21
éternels,éternel,30
:,:,p
un,un,71
jour,jour,21
",",",",p
peut-être,peut-être,60
",",",",p
le,le,71
dégoût,dégoût,21
fût,être,19
venu,venir,12
avec,avec,81
la,le,71
satiété,satiété,22
",",",",p
le,le,71
passé,passé,21
eût,avoir,19
été,être,12
compté,compter,12
pour,pour,81
rien,rien,52
",",",",p
et,et,82
l',l',94
on,on,51
n',ne,60
eût,avoir,19
plus,plus,60
aperçu,apercevoir,12
que,que,83
les,le,71
inconvénients,inconvénient,21
d',de,81
une,un,71
union,union,22
pauvre,pauvre,30
et,et,82
méprisée,méprisé,31
/.,/.,P
sans,sans,81
doute,doute,21
",",",",p
ma,mon,73
fille,fille,22
",",",",p
les,le,71
plus,plus,60
belles,beau,30
amours,amour,21
furent,être,19
celles,celui,52
de,de,81
cet,ce,74
homme,homme,21
et,et,82
de,de,81
cette,ce,74
femme,femme,22
",",",",p
sortis,sorti,31
de,de,81
la,le,71
main,main,22
du,de,81
du,le,71
créateur,créateur,21
/.,/.,P
un,un,71
paradis,paradis,21
avait,avoir,18
été,être,12
formé,former,12
pour,pour,81
eux,ils,51
",",",",p
ils,ils,51
étaient,être,18
innocents,innocent,30
et,et,82
immortels,immortel,30
/.,/.,P
parfaits,parfait,31
de,de,81
l',le,71
âme,âme,22
et,et,82
du,de,81
du,le,71
corps,corps,21
",",",",p
ils,ils,51
se,se,51
convenaient,convenir,18
en,en,81
tout,tout,52
:,:,p
Eve,Eve,20
avait,avoir,18
été,être,12
créée,créer,12
pour,pour,81
Adam,Adam,20
",",",",p
et,et,82
Adam,Adam,20
pour,pour,81
Eve,Eve,20
/.,/.,P
s',si,83
ils,ils,51
n',ne,60
ont,avoir,17
pu,pouvoir,12
toutefois,toutefois,60
se,se,51
maintenir,maintenir,14
dans,dans,81
cet,ce,74
état,état,21
de,de,81
bonheur,bonheur,21
",",",",p
quels,quel,75
couples,couple,21
le,le,52
pourront,pouvoir,15
après,après,81
eux,ils,51
/?,/?,P
je,je,51
ne,ne,60
vous,vous,51
parlerai,parler,15
point,point,60
des,de,81
des,le,71
mariages,mariage,21
des,de,81
des,le,71
premiers-nés,premier-né,21
des,de,81
des,le,71
hommes,homme,21
",",",",p
de,de,81
ces,ce,74
unions,union,22
ineffables,ineffable,30
",",",",p
alors,alors,60
que,que,83
la,le,71
soeur,soeur,22
était,être,18
l',le,71
épouse,épouse,22
du,de,81
du,le,71
frère,frère,21
",",",",p
que,que,83
l',le,71
amour,amour,21
et,et,82
l',le,71
amitié,amitié,22
fraternelle,fraternel,30
se,se,51
confondaient,confondre,18
dans,dans,81
le,le,71
même,même,75
coeur,coeur,21
",",",",p
et,et,82
que,que,83
la,le,71
pureté,pureté,22
de,de,81
l',le,71
une,un,52
augmentait,augmenter,18
les,le,71
délices,délice,21
de,de,81
l',le,71
autre,autre,52
/.,/.,P
toutes,tout,75
ces,ce,74
unions,union,22
ont,avoir,17
été,être,12
troublées,troubler,12
;,;,p
la,le,71
jalousie,jalousie,22
s',se,51
est,être,17
glissée,glisser,12
à,à,81
l',le,71
autel,autel,21
de,de,81
gazon,gazon,21
où,où,60
l',l',94
on,on,51
immolait,immoler,18
le,le,71
chevreau,chevreau,21
",",",",p
elle,il,51
a,avoir,17
régné,régner,12
sous,sous,81
la,le,71
tente,tente,22
d',de,81
Abraham,Abraham,20
",",",",p
et,et,82
dans,dans,81
ces,ce,74
couches,couche,22
mêmes,même,30
où,où,60
les,le,71
patriarches,patriarche,21
goûtaient,goûter,18
tant,tant,60
de,de,81
joie,joie,22
",",",",p
qu',que,83
ils,ils,51
oubliaient,oublier,18
la,le,71
mort,mort,22
de,de,81
leurs,leur,73
mères,mère,22
/.,/.,P
vous,vous,51
seriez,être,16
vous,vous,51
donc,donc,82
flattée,flatter,12
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
d',de,81
être,être,14
plus,plus,60
innocente,innocent,30
et,et,82
plus,plus,60
heureuse,heureux,30
dans,dans,81
vos,votre,73
liens,lien,21
",",",",p
que,que,83
ces,ce,74
saintes,saint,30
familles,famille,22
dont,dont,52
Jésus-Christ,Jésus-Christ,20
a,avoir,17
voulu,vouloir,12
descendre,descendre,14
/?,/?,P
je,je,51
vous,vous,51
épargne,épargner,17
les,le,71
détails,détail,21
des,de,81
des,le,71
soucis,souci,21
du,de,81
du,le,71
ménage,ménage,21
",",",",p
les,le,71
disputes,dispute,22
",",",",p
les,le,71
reproches,reproche,21
mutuels,mutuel,30
",",",",p
les,le,71
inquiétudes,inquiétude,22
et,et,82
toutes,tout,75
ces,ce,74
peines,peine,22
secrètes,secret,30
qui,qui,52
veillent,veiller,17
sur,sur,81
l',le,71
oreiller,oreiller,21
du,de,81
du,le,71
lit,lit,21
conjugal,conjugal,30
/.,/.,P
la,le,71
femme,femme,22
renouvelle,renouveler,17
ses,son,73
douleurs,douleur,22
chaque,chaque,75
fois,fois,22
qu',que,83
elle,il,51
est,être,17
mère,mère,22
",",",",p
et,et,82
elle,il,51
se,se,51
marie,marier,17
en,en,81
pleurant,pleurer,13
/.,/.,P
que,que,52
de,de,81
maux,mal,21
dans,dans,81
la,le,71
seule,seul,30
perte,perte,22
d',de,81
un,un,71
nouveau-né,nouveau-né,21
à,à,81
qui,qui,52
l',l',94
on,on,51
donnait,donner,18
le,le,71
lait,lait,21
",",",",p
et,et,82
qui,qui,52
meurt,mourir,17
sur,sur,81
votre,votre,73
sein,sein,21
/!,/!,P
la,le,71
montagne,montagne,22
a,avoir,17
été,être,12
pleine,plein,30
de,de,81
gémissements,gémissement,21
;,;,p
rien,rien,52
ne,ne,60
pouvait,pouvoir,18
consoler,consoler,14
Rachel,Rachel,20
",",",",p
parce que,parce que,83
ses,son,73
fils,fils,21
n',ne,60
étaient,être,18
plus,plus,60
/.,/.,P
ces,ce,74
amertumes,amertume,22
attachées,attaché,31
aux,à,81
aux,le,71
tendresses,tendresse,22
humaines,humain,30
sont,être,17
si,si,60
fortes,fort,30
",",",",p
que,que,83
j',je,51
ai,avoir,17
vu,voir,12
dans,dans,81
ma,mon,73
patrie,patrie,22
de,de,81
grandes,grand,30
dames,dame,22
",",",",p
aimées,aimé,31
par,par,81
des,de,81
des,le,71
rois,roi,21
",",",",p
quitter,quitter,14
la,le,71
cour,cour,22
pour,pour,81
s',se,51
ensevelir,ensevelir,14
dans,dans,81
des,de,81
des,le,71
cloîtres,cloître,21
",",",",p
et,et,82
mutiler,mutiler,14
cette,ce,74
chair,chair,22
révoltée,révolté,31
",",",",p
dont,dont,52
les,le,71
plaisirs,plaisir,21
ne,ne,60
sont,être,17
que,que,83
des,de,81
des,le,71
douleurs,douleur,22
/.,/.,P
mais,mais,82
peut-être,peut-être,60
direz,dire,15
vous,vous,51
que,que,83
ces,ce,74
derniers,dernier,30
exemples,exemple,21
ne,ne,60
vous,vous,51
regardent,regarder,17
pas,pas,60
;,;,p
que,que,83
toute,tout,75
votre,votre,73
ambition,ambition,22
se,se,51
réduisait,réduire,18
à,à,81
vivre,vivre,14
dans,dans,81
une,un,71
obscure,obscur,30
cabane,cabane,22
avec,avec,81
l',le,71
homme,homme,21
de,de,81
votre,votre,73
choix,choix,21
;,;,p
que,que,52
vous,vous,51
cherchiez,chercher,18
moins,moins,60
les,le,71
douceurs,douceur,22
du,de,81
du,le,71
mariage,mariage,21
",",",",p
que,que,52
les,le,71
charmes,charme,21
de,de,81
cette,ce,74
folie,folie,22
que,que,52
la,le,71
jeunesse,jeunesse,22
appelle,appeler,17
amour,amour,21
/?,/?,P
illusion,illusion,22
",",",",p
chimère,chimère,22
",",",",p
vanité,vanité,22
",",",",p
rêve,rêve,21
d',de,81
une,un,71
imagination,imagination,22
blessée,blessé,31
/!,/!,P
et,et,82
moi,moi,51
aussi,aussi,60
",",",",p
ma,mon,73
fille,fille,22
",",",",p
j',je,51
ai,avoir,17
connu,connaître,12
les,le,71
troubles,trouble,21
du,de,81
du,le,71
coeur,coeur,21
:,:,p
cette,ce,74
tête,tête,22
n',ne,60
a,avoir,17
pas,pas,60
toujours,toujours,60
été,être,12
chauve,chauve,30
",",",",p
ni,ni,82
ce,ce,74
sein,sein,21
aussi,aussi,60
tranquille,tranquille,30
qu',que,83
il,il,51
vous,vous,51
le,le,52
paraît,paraître,17
aujourd'hui,aujourd'hui,60
/.,/.,P
croyez,croire,17
en,en,81
mon,mon,73
expérience,expérience,22
:,:,p
si,si,83
l',le,71
homme,homme,21
",",",",p
constant,constant,30
dans,dans,81
ses,son,73
affections,affection,22
",",",",p
pouvait,pouvoir,18
sans,sans,81
cesse,cesse,22
fournir,fournir,14
à,à,81
un,un,71
sentiment,sentiment,21
renouvelé,renouvelé,31
sans,sans,81
cesse,cesse,22
",",",",p
sans,sans,81
doute,doute,21
",",",",p
la,le,71
solitude,solitude,22
et,et,82
l',le,71
amour,amour,21
l',le,52
égaleraient,égaler,16
à,à,81
dieu,dieu,21
même,même,30
;,;,p
car,car,82
ce,ce,52
sont,être,17
là,là,60
les,le,71
deux,deux,72
éternels,éternel,30
plaisirs,plaisir,21
du,de,81
du,le,71
grand,grand,30
être,être,21
/.,/.,P
mais,mais,82
l',le,71
âme,âme,22
de,de,81
l',le,71
homme,homme,21
se,se,51
fatigue,fatiguer,17
",",",",p
et,et,82
jamais,jamais,60
elle,il,51
n',ne,60
aime,aimer,17
longtemps,longtemps,60
le,le,71
même,même,75
objet,objet,21
avec,avec,81
plénitude,plénitude,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
toujours,toujours,60
quelques,quelque,75
points,point,21
par,par,81
où,où,60
deux,deux,72
coeurs,coeur,21
ne,ne,60
se,se,51
touchent,toucher,17
pas,pas,60
",",",",p
et,et,82
ces,ce,74
points,point,21
suffisent,suffire,17
à,à,81
la,le,71
longue,longue,22
pour,pour,81
rendre,rendre,14
la,le,71
vie,vie,22
insupportable,insupportable,30
/.,/.,P
enfin,enfin,60
",",",",p
ma,mon,73
chère,cher,30
fille,fille,22
",",",",p
le,le,71
grand,grand,30
tort,tort,21
des,de,81
des,le,71
hommes,homme,21
",",",",p
dans,dans,81
leur,leur,73
songe,songe,21
de,de,81
bonheur,bonheur,21
",",",",p
est,être,17
d',de,81
oublier,oublier,14
cette,ce,74
infirmité,infirmité,22
de,de,81
la,le,71
mort,mort,22
attachée,attaché,31
à,à,81
leur,leur,73
nature,nature,22
:,:,p
il,il,51
faut,falloir,17
finir,finir,14
/.,/.,P
tôt,tôt,60
ou,ou,82
tard,tard,60
",",",",p
quelle,quel,52
qu',que,52
eût,avoir,19
été,être,12
votre,votre,73
félicité,félicité,22
",",",",p
ce,ce,74
beau,beau,30
visage,visage,21
se,se,51
fût,être,19
changé,changer,12
en,en,81
cette,ce,74
figure,figure,22
uniforme,uniforme,30
que,que,52
le,le,71
sépulcre,sépulcre,21
donne,donner,17
à,à,81
la,le,71
famille,famille,22
d',de,81
Adam,Adam,20
;,;,p
l',le,71
oeil,oeil,21
même,même,30
de,de,81
Chactas,Chactas,20
n',ne,60
aurait,avoir,16
pu,pouvoir,12
vous,vous,51
reconnaître,reconnaître,14
entre,entre,81
vos,votre,73
soeurs,soeur,22
de,de,81
la,le,71
tombe,tombe,22
/.,/.,P
l',le,71
amour,amour,21
n',ne,60
étend,étendre,17
point,point,60
son,son,73
empire,empire,21
sur,sur,81
les,le,71
vers,ver,21
du,de,81
du,le,71
cercueil,cercueil,21
/.,/.,P
que,que,52
dis,dire,17
je,je,51
?,?,p
(,(,p
ô,oh,93
vanité,vanité,22
des,de,81
des,le,71
vanités,vanité,22
!,!,p
),),p
que,que,52
parlé,parlé,31
je,je,51
de,de,81
la,le,71
puissance,puissance,22
des,de,81
des,le,71
amitiés,amitié,22
de,de,81
la,le,71
terre,terre,22
/?,/?,P
voulez,vouloir,17
vous,vous,51
",",",",p
ma,mon,73
chère,cher,30
fille,fille,22
",",",",p
en,en,52
connaître,connaître,14
l',le,71
étendue,étendue,22
/?,/?,P
si,si,83
un,un,71
homme,homme,21
revenait,revenir,18
à,à,81
la,le,71
lumière,lumière,22
",",",",p
quelques,quelque,75
années,année,22
après,après,81
sa,son,73
mort,mort,22
",",",",p
je,je,51
doute,douter,17
qu',que,83
il,il,51
fût,être,19
revu,revoir,12
avec,avec,81
joie,joie,22
",",",",p
par,par,81
ceux-là,celui-là,52
même,même,60
qui,qui,52
ont,avoir,17
donné,donner,12
le,le,71
plus,plus,60
de,de,81
larmes,larme,22
à,à,81
sa,son,73
mémoire,mémoire,22
:,:,p
tant,tant,60
on,on,51
forme,former,17
vite,vite,60
d',de,81
autres,autre,75
liaisons,liaison,22
",",",",p
tant,tant,60
on,on,51
prend,prendre,17
facilement,facilement,60
d',de,81
autres,autre,75
habitudes,habitude,22
",",",",p
tant,tant,60
l',le,71
inconstance,inconstance,22
est,être,17
naturelle,naturel,30
à,à,81
l',le,71
homme,homme,21
",",",",p
tant,tant,60
notre,notre,73
vie,vie,22
est,être,17
peu,peu,60
de,de,81
chose,chose,22
même,même,30
dans,dans,81
le,le,71
coeur,coeur,21
de,de,81
nos,notre,73
amis,ami,21
/!,/!,P
remerciez,remercier,17
donc,donc,82
la,le,71
bonté,bonté,22
divine,divin,30
",",",",p
ma,mon,73
chère,cher,30
fille,fille,22
",",",",p
qui,qui,52
vous,vous,51
retire,retirer,17
si,si,60
vite,vite,60
de,de,81
cette,ce,74
vallée,vallée,22
de,de,81
misère,misère,22
/.,/.,P
déjà,déjà,60
le,le,71
vêtement,vêtement,21
blanc,blanc,30
et,et,82
la,le,71
couronne,couronne,22
éclatante,éclatant,30
des,de,81
des,le,71
vierges,vierge,22
se,se,51
préparent,préparer,17
pour,pour,81
vous,vous,51
sur,sur,81
les,le,71
nuées,nuée,22
;,;,p
déjà,déjà,60
j',je,51
entends,entendre,17
la,le,71
reine,reine,22
des,de,81
des,le,71
anges,ange,21
qui,qui,52
vous,vous,51
crie,crier,17
:,:,p
venez,venir,17
",",",",p
ma,mon,73
digne,digne,30
servante,servante,22
",",",",p
venez,venir,17
",",",",p
ma,mon,73
colombe,colombe,22
",",",",p
venez,venir,17
vous,vous,51
asseoir,asseoir,14
sur,sur,81
un,un,71
trône,trône,21
de,de,81
candeur,candeur,22
",",",",p
parmi,parmi,81
toutes,tout,75
ces,ce,74
filles,fille,22
qui,qui,52
ont,avoir,17
sacrifié,sacrifier,12
leur,leur,73
beauté,beauté,22
et,et,82
leur,leur,73
jeunesse,jeunesse,22
au,à,81
au,le,71
service,service,21
l',le,71
humanité,humanité,22
",",",",p
à,à,81
l',le,71
éducation,éducation,22
des,de,81
des,le,71
enfants,enfant,21
et,et,82
aux,à,81
aux,le,71
chefs-d'oeuvre,chef-d'oeuvre,21
de,de,81
la,le,71
pénitence,pénitence,22
/.,/.,P
venez,venir,17
",",",",p
rose,rose,22
mystique,mystique,30
",",",",p
vous,vous,51
reposer,reposer,14
sur,sur,81
le,le,71
sein,sein,21
de,de,81
Jésus-Christ,Jésus-Christ,20
/.,/.,P
ce,ce,74
cercueil,cercueil,21
",",",",p
lit,lit,21
nuptial,nuptial,30
que,que,52
vous,vous,51
vous,vous,51
êtes,être,17
choisi,choisir,12
",",",",p
ne,ne,60
sera,être,15
point,point,60
trompé,tromper,12
;,;,p
et,et,82
les,le,71
embrassements,embrassement,21
de,de,81
votre,votre,73
céleste,céleste,30
époux,époux,21
ne,ne,60
finiront,finir,15
jamais,jamais,60
/!,/!,P
comme,comme,83
le,le,71
dernier,dernier,30
rayon,rayon,21
du,de,81
du,le,71
jour,jour,21
abat,abattre,17
les,le,71
vents,vent,21
et,et,82
répand,répandre,17
le,le,71
calme,calme,21
dans,dans,81
le,le,71
ciel,ciel,21
",",",",p
ainsi,ainsi,60
la,le,71
parole,parole,22
tranquille,tranquille,30
du,de,81
du,le,71
vieillard,vieillard,21
apaisa,apaiser,19
les,le,71
passions,passion,22
dans,dans,81
le,le,71
sein,sein,21
de,de,81
mon,mon,73
amante,amante,22
/.,/.,P
elle,il,51
ne,ne,60
parut,paraître,19
plus,plus,60
occupée,occupé,31
que,que,83
de,de,81
ma,mon,73
douleur,douleur,22
",",",",p
et,et,82
des,de,81
des,le,71
moyens,moyen,21
de,de,81
me,je,51
faire,faire,14
supporter,supporter,14
sa,son,73
perte,perte,22
/.,/.,P
tantôt,tantôt,60
elle,il,51
me,je,51
disait,dire,18
qu',que,83
elle,il,51
mourrait,mourir,16
heureuse,heureux,30
",",",",p
si,si,83
je,je,51
lui,lui,51
promettais,promettre,18
de,de,81
sécher,sécher,14
mes,mon,73
pleurs,pleur,21
;,;,p
tantôt,tantôt,60
elle,il,51
me,je,51
parlait,parler,18
de,de,81
ma,mon,73
mère,mère,22
",",",",p
de,de,81
ma,mon,73
patrie,patrie,22
;,;,p
elle,il,51
cherchait,chercher,18
à,à,81
me,je,51
distraire,distraire,14
de,de,81
la,le,71
douleur,douleur,22
présente,présent,30
",",",",p
en,en,81
réveillant,réveiller,13
en,en,81
moi,moi,51
une,un,71
douleur,douleur,22
passée,passé,31
/.,/.,P
elle,il,51
m',je,51
exhortait,exhorter,18
à,à,81
la,le,71
patience,patience,22
",",",",p
à,à,81
la,le,71
vertu,vertu,22
/.,/.,P
tu,tu,51
ne,ne,60
seras,être,15
pas,pas,60
toujours,toujours,60
malheureux,malheureux,30
",",",",p
disait,dire,18
elle,il,51
:,:,p
si,si,83
le,le,71
ciel,ciel,21
t',tu,51
éprouve,éprouver,17
aujourd'hui,aujourd'hui,60
",",",",p
c',ce,52
est,être,17
seulement,seulement,60
pour,pour,81
te,tu,51
rendre,rendre,14
plus,plus,60
compatissant,compatissant,30
aux,à,81
aux,le,71
maux,mal,21
des,de,81
des,le,71
autres,autre,52
/.,/.,P
le,le,71
coeur,coeur,21
",",",",p
ô,oh,93
Chactas,Chactas,20
",",",",p
est,être,17
comme,comme,83
ces,ce,74
sortes,sorte,22
d',de,81
arbres,arbre,21
qui,qui,52
ne,ne,60
donnent,donner,17
leur,leur,73
baume,baume,21
pour,pour,81
les,le,71
blessures,blessure,22
des,de,81
des,le,71
hommes,homme,21
",",",",p
que,que,83
lorsque,lorsque,83
le,le,71
fer,fer,21
les,le,52
a,avoir,17
blessés,blesser,12
eux-mêmes,eux-mêmes,51
/.,/.,P
quand,quand,83
elle,il,51
avait,avoir,18
ainsi,ainsi,60
parlé,parler,12
",",",",p
elle,il,51
se,se,51
tournait,tourner,18
vers,vers,81
le,le,71
missionnaire,missionnaire,21
",",",",p
cherchait,chercher,18
auprès,auprès,60
de,de,81
lui,lui,51
le,le,71
soulagement,soulagement,21
qu',que,52
elle,il,51
m',je,51
avait,avoir,18
fait,faire,12
éprouver,éprouver,14
",",",",p
et,et,82
",",",",p
tour,tour,21
à,à,81
tour,tour,21
consolante,consolant,30
et,et,82
consolée,consolé,31
",",",",p
elle,il,51
donnait,donner,18
et,et,82
recevait,recevoir,18
la,le,71
parole,parole,22
de,de,81
vie,vie,22
sur,sur,81
la,le,71
couche,couche,22
de,de,81
la,le,71
mort,mort,22
/.,/.,P
cependant,cependant,82
l',le,71
ermite,ermite,21
redoublait,redoubler,18
de,de,81
zèle,zèle,21
/.,/.,P
ses,son,73
vieux,vieux,30
os,os,21
s',se,51
étaient,être,18
ranimés,ranimer,12
par,par,81
l',le,71
ardeur,ardeur,22
de,de,81
la,le,71
charité,charité,22
",",",",p
et,et,82
toujours,toujours,60
préparant,préparer,13
des,de,81
des,le,71
remèdes,remède,21
",",",",p
rallumant,rallumer,13
le,le,71
feu,feu,21
",",",",p
rafraîchissant,rafraîchir,13
la,le,71
couche,couche,22
",",",",p
il,il,51
faisait,faire,18
d',de,81
admirables,admirable,30
discours,discours,21
sur,sur,81
dieu,dieu,21
et,et,82
sur,sur,81
le,le,71
bonheur,bonheur,21
des,de,81
des,le,71
justes,juste,21
/.,/.,P
le,le,71
flambeau,flambeau,21
de,de,81
la,le,71
religion,religion,22
à,à,81
la,le,71
main,main,22
",",",",p
il,il,51
semblait,sembler,18
précéder,précéder,14
Atala,Atala,20
dans,dans,81
la,le,71
tombe,tombe,22
",",",",p
pour,pour,81
lui,lui,51
en,en,52
montrer,montrer,14
les,le,71
secrètes,secret,30
merveilles,merveille,22
/.,/.,P
l',le,71
humble,humble,30
grotte,grotte,22
était,être,18
remplie,remplir,12
de,de,81
la,le,71
grandeur,grandeur,22
de,de,81
ce,ce,74
trépas,trépas,21
chrétien,chrétien,30
",",",",p
et,et,82
les,le,71
esprits,esprit,21
célestes,céleste,30
étaient,être,18
",",",",p
sans,sans,81
doute,doute,21
",",",",p
attentifs,attentif,30
à,à,81
cette,ce,74
scène,scène,22
où,où,60
la,le,71
religion,religion,22
luttait,lutter,18
seule,seul,30
contre,contre,81
l',le,71
amour,amour,21
",",",",p
la,le,71
jeunesse,jeunesse,22
et,et,82
la,le,71
mort,mort,22
/.,/.,P
elle,il,51
triomphait,triompher,18
cette,ce,74
religion,religion,22
divine,divin,30
",",",",p
et,et,82
l',l',94
on,on,51
s',se,51
apercevait,apercevoir,18
de,de,81
sa,son,73
victoire,victoire,22
à,à,81
une,un,71
sainte,saint,30
tristesse,tristesse,22
qui,qui,52
succédait,succéder,18
dans,dans,81
nos,notre,73
coeurs,coeur,21
aux,à,81
aux,le,71
premiers,premier,72
transports,transport,21
des,de,81
des,le,71
passions,passion,22
/.,/.,P
vers,vers,81
le,le,71
milieu,milieu,21
de,de,81
la,le,71
nuit,nuit,22
",",",",p
Atala,Atala,20
sembla,sembler,19
se,se,51
ranimer,ranimer,14
pour,pour,81
répéter,répéter,14
des,de,81
des,le,71
prières,prière,22
que,que,52
le,le,71
religieux,religieux,21
prononçait,prononcer,18
au,à,81
au,le,71
bord,bord,21
de,de,81
sa,son,73
couche,couche,22
/.,/.,P
peu,peu,60
de,de,81
temps,temps,21
après,après,81
",",",",p
elle,il,51
me,je,51
tendit,tendre,19
la,le,71
main,main,22
",",",",p
et,et,82
avec,avec,81
une,un,71
voix,voix,22
qu',que,52
on,on,51
entendait,entendre,18
à,à,81
peine,peine,22
",",",",p
elle,il,51
me,je,51
dit,dire,19
:,:,p
fils,fils,21
d',de,81
Outalissi,Outalissi,20
",",",",p
te,tu,51
rappelles,rappeler,17
tu,tu,51
cette,ce,74
première,premier,72
nuit,nuit,22
où,où,60
tu,tu,51
me,je,51
pris,prendre,19
pour,pour,81
la,le,71
Vierge,Vierge,20
des,de,81
des,le,71
dernières,dernier,30
amours,amour,21
/?,/?,P
singulier,singulier,30
présage,présage,21
de,de,81
notre,notre,73
destinée,destinée,22
/!,/!,P
elle,il,51
s',se,51
arrêta,arrêter,19
;,;,p
puis,puis,60
elle,il,51
reprit,reprendre,19
:,:,p
quand,quand,83
je,je,51
songe,songer,17
que,que,83
je,je,51
te,tu,51
quitte,quitter,17
pour,pour,81
toujours,toujours,60
",",",",p
mon,mon,73
coeur,coeur,21
fait,faire,17
un,un,71
tel,tel,75
effort,effort,21
pour,pour,81
revivre,revivre,14
",",",",p
que,que,83
je,je,51
me,je,51
sens,sentir,17
presque,presque,60
le,le,71
pouvoir,pouvoir,21
de,de,81
me,je,51
rendre,rendre,14
immortelle,immortel,30
à,à,81
force,force,22
d',de,81
aimer,aimer,14
/.,/.,P
mais,mais,82
",",",",p
ô,oh,93
mon,mon,73
dieu,dieu,21
",",",",p
que,que,52
votre,votre,73
volonté,volonté,22
soit,être,17
faite,faire,12
/!,/!,P
Atala,Atala,20
se,se,51
tut,taire,19
pendant,pendant,81
quelques,quelque,75
instants,instant,21
;,;,p
elle,il,51
ajouta,ajouter,19
:,:,p
il,il,51
ne,ne,60
me,je,51
reste,rester,17
plus,plus,60
qu',que,83
à,à,81
vous,vous,51
demander,demander,14
pardon,pardon,21
des,de,81
des,le,71
maux,mal,21
que,que,52
je,je,51
vous,vous,51
ai,avoir,17
causés,causer,12
/.,/.,P
je,je,51
vous,vous,51
ai,avoir,17
beaucoup,beaucoup,60
tourmenté,tourmenter,12
par,par,81
mon,mon,73
orgueil,orgueil,21
et,et,82
mes,mon,73
caprices,caprice,21
/.,/.,P
Chactas,Chactas,20
",",",",p
un,un,71
peu,peu,60
de,de,81
terre,terre,22
jetée,jeté,31
sur,sur,81
mon,mon,73
corps,corps,21
va,aller,17
mettre,mettre,14
tout,tout,75
un,un,71
monde,monde,21
entre,entre,81
vous,vous,51
et,et,82
moi,moi,51
",",",",p
et,et,82
vous,vous,51
délivrer,délivrer,14
pour,pour,81
toujours,toujours,60
du,de,81
du,le,71
poids,poids,21
de,de,81
mes,mon,73
infortunes,infortune,22
/.,/.,P
vous,vous,51
pardonner,pardonner,14
",",",",p
répondis,répondre,19
je,je,51
noyé,noyé,31
de,de,81
larmes,larme,22
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
moi,moi,51
qui,qui,52
ai,avoir,17
causé,causer,12
tous,tout,75
vos,votre,73
malheurs,malheur,21
/?,/?,P
mon,mon,73
ami,ami,21
",",",",p
dit,dire,19
elle,il,51
en,en,81
m',je,51
interrompant,interrompre,13
",",",",p
vous,vous,51
m',je,51
avez,avoir,17
rendue,rendre,12
très,très,60
heureuse,heureux,30
",",",",p
et,et,82
si,si,83
j',je,51
étais,être,18
à,à,81
recommencer,recommencer,14
la,le,71
vie,vie,22
",",",",p
je,je,51
préférerais,préférer,16
encore,encore,60
le,le,71
bonheur,bonheur,21
de,de,81
vous,vous,51
avoir,avoir,14
aimé,aimer,12
quelques,quelque,75
instants,instant,21
dans,dans,81
un,un,71
exil,exil,21
infortuné,infortuné,30
",",",",p
à,à,81
toute,tout,75
une,un,71
vie,vie,22
de,de,81
repos,repos,21
dans,dans,81
ma,mon,73
patrie,patrie,22
/.,/.,P
ici,ici,60
la,le,71
voix,voix,22
d',de,81
Atala,Atala,20
s',se,51
éteignit,éteindre,19
;,;,p
les,le,71
ombres,ombre,22
de,de,81
la,le,71
mort,mort,22
se,se,51
répandirent,répandre,19
autour,autour,60
de,de,81
ses,son,73
yeux,oeil,21
et,et,82
de,de,81
sa,son,73
bouche,bouche,22
;,;,p
ses,son,73
doigts,doigt,21
errants,errant,30
cherchaient,chercher,18
à,à,81
toucher,toucher,14
quelque,quelque,75
chose,chose,22
;,;,p
elle,il,51
conversait,converser,18
tout,tout,60
bas,bas,60
avec,avec,81
des,de,81
des,le,71
esprits,esprit,21
