11942
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-huitième extrait>,<>,<>
des,le,71
colères,colère,22
qu',que,52
il,il,51
avait,avoir,18
peu,peu,60
à,à,81
peu,peu,60
soufflées,souffler,12
au,à,81
au,le,71
coeur,coeur,21
de,de,81
ses,son,73
anciens,ancien,30
camarades,camarade,21
/.,/.,P
-,-,p
c',ce,52
est,être,17
ce,ce,74
garçon,garçon,21
que,que,52
j',je,51
ai,avoir,17
embauché,embaucher,12
ce,ce,74
matin,matin,21
",",",",p
expliqua,expliquer,19
Maheu,Maheu,20
tout,tout,60
de,de,81
suite,suite,22
/.,/.,P
as,avoir,17
tu,tu,51
une,un,52
de,de,81
tes,ton,73
deux,deux,72
chambres,chambre,22
libre,libre,30
",",",",p
et,et,82
veux,vouloir,17
tu,tu,51
lui,lui,51
faire,faire,14
crédit,crédit,21
d',de,81
une,un,71
quinzaine,quinzaine,22
/?,/?,P
la,le,71
face,face,22
large,large,30
de,de,81
Rasseneur,Rasseneur,20
exprima,exprimer,19
subitement,subitement,60
une,un,71
grande,grand,30
défiance,défiance,22
/.,/.,P
il,il,51
examina,examiner,19
d',de,81
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
Etienne,Etienne,20
et,et,82
répondit,répondre,19
",",",",p
sans,sans,81
se,se,51
donner,donner,14
la,le,71
peine,peine,22
de,de,81
témoigner,témoigner,14
un,un,71
regret,regret,21
:,:,p
-,-,p
mes,mon,73
deux,deux,72
chambres,chambre,22
sont,être,17
prises,prendre,12
/.,/.,P
pas,pas,60
possible,possible,30
/.,/.,P
le,le,71
jeune,jeune,30
homme,homme,21
s',se,51
attendait,attendre,18
à,à,81
ce,ce,74
refus,refus,21
;,;,p
et,et,82
il,il,51
en,en,52
souffrit,souffrir,19
pourtant,pourtant,60
",",",",p
il,il,51
s',se,51
étonna,étonner,19
du,de,81
du,le,71
brusque,brusque,30
ennui,ennui,21
qu',que,52
il,il,51
éprouvait,éprouver,18
à,à,81
s',se,51
éloigner,éloigner,14
/.,/.,P
n',ne,60
importe,importer,17
",",",",p
il,il,51
s',se,51
en,en,52
irait,aller,16
",",",",p
quand,quand,83
il,il,51
aurait,avoir,16
ses,son,73
trente,trente,72
sous,sou,21
/.,/.,P
le,le,71
mineur,mineur,21
qui,qui,52
buvait,boire,18
à,à,81
une,un,71
table,table,22
était,être,18
parti,partir,12
/.,/.,P
d',de,81
autres,autre,52
",",",",p
un,un,52
à,à,81
un,un,52
",",",",p
entraient,entrer,18
toujours,toujours,60
se,se,51
décrasser,décrasser,14
la,le,71
gorge,gorge,22
",",",",p
puis,puis,60
se,se,51
remettaient,remettre,18
en,en,81
marche,marche,22
du,de,81
du,le,71
même,même,75
pas,pas,21
déhanché,déhanché,31
/.,/.,P
c',ce,52
était,être,18
un,un,71
simple,simple,30
lavage,lavage,21
",",",",p
sans,sans,81
joie,joie,22
ni,ni,82
passion,passion,22
",",",",p
le,le,71
muet,muet,30
contentement,contentement,21
d',de,81
un,un,71
besoin,besoin,21
/.,/.,P
-,-,p
alors,alors,60
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
rien,rien,52
?,?,p
demanda,demander,19
d',de,81
un,un,71
ton,ton,21
particulier,particulier,30
Rasseneur,Rasseneur,20
à,à,81
Maheu,Maheu,20
",",",",p
qui,qui,52
achevait,achever,18
sa,son,73
bière,bière,22
à,à,81
petits,petit,30
coups,coup,21
/.,/.,P
celui-ci,celui-ci,52
tourna,tourner,19
la,le,71
tête,tête,22
et,et,82
vit,voir,19
qu',que,83
Etienne,Etienne,20
seul,seul,30
était,être,18
là,là,60
/.,/.,P
-,-,p
il,il,51
y,y,52
a,avoir,17
qu',que,83
on,on,51
s',se,51
est,être,17
chamaillé,chamailler,12
encore,encore,60
/…,/…,P
oui,oui,60
",",",",p
pour,pour,81
le,le,71
boisage,boisage,21
/.,/.,P
il,il,51
conta,conter,19
l',le,71
affaire,affaire,22
/.,/.,P
la,le,71
face,face,22
du,de,81
du,le,71
cabaretier,cabaretier,21
avait,avoir,18
rougi,rougir,12
",",",",p
une,un,71
émotion,émotion,22
sanguine,sanguin,30
la,le,52
gonflait,gonfler,18
",",",",p
lui,lui,51
sortait,sortir,18
en,en,81
flammes,flamme,22
de,de,81
la,le,71
peau,peau,22
et,et,82
des,de,81
des,le,71
yeux,oeil,21
/.,/.,P
enfin,enfin,60
",",",",p
il,il,51
éclata,éclater,19
/.,/.,P
-,-,p
ah,ah,93
bien,bien,60
!,!,p
s',si,83
ils,ils,51
s',se,51
avisent,aviser,17
de,de,81
baisser,baisser,14
les,le,71
prix,prix,21
",",",",p
ils,ils,51
sont,être,17
fichus,ficher,12
/.,/.,P
Etienne,Etienne,20
le,le,52
gênait,gêner,18
/.,/.,P
cependant,cependant,82
",",",",p
il,il,51
continua,continuer,19
",",",",p
en,en,81
lui,lui,51
lançant,lancer,13
des,de,81
des,le,71
regards,regard,21
obliques,oblique,30
/.,/.,P
et,et,82
il,il,51
avait,avoir,18
des,de,81
des,le,71
réticences,réticence,22
",",",",p
des,de,81
des,le,71
sous-entendus,sous-entendu,21
",",",",p
il,il,51
parlait,parler,18
du,de,81
du,le,71
directeur,directeur,21
",",",",p
monsieur,monsieur,21
Hennebeau,Hennebeau,20
",",",",p
de,de,81
sa,son,73
femme,femme,22
",",",",p
de,de,81
son,son,73
neveu,neveu,21
le,le,71
petit,petit,30
Négrel,Négrel,20
",",",",p
sans,sans,81
les,le,52
nommer,nommer,14
",",",",p
répétant,répéter,13
que,que,83
ça,ça,52
ne,ne,60
pouvait,pouvoir,18
pas,pas,60
continuer,continuer,14
ainsi,ainsi,60
",",",",p
que,que,83
ça,ça,52
devait,devoir,18
casser,casser,14
un,un,52
de,de,81
ces,ce,74
quatre,quatre,72
matins,matin,21
/.,/.,P
la,le,71
misère,misère,22
était,être,18
trop,trop,60
grande,grand,30
",",",",p
il,il,51
cita,citer,19
les,le,71
usines,usine,22
qui,qui,52
fermaient,fermer,18
",",",",p
les,le,71
ouvriers,ouvrier,21
qui,qui,52
s',se,51
en,en,52
allaient,aller,18
/.,/.,P
depuis,depuis,81
un,un,71
mois,mois,21
",",",",p
il,il,51
donnait,donner,18
plus,plus,60
de,de,81
six,six,72
livres,livre,22
de,de,81
pain,pain,21
par,par,81
jour,jour,21
/.,/.,P
on,on,51
lui,lui,51
avait,avoir,18
dit,dire,12
",",",",p
la,le,71
veille,veille,22
",",",",p
que,que,83
monsieur,monsieur,21
Deneulin,Deneulin,20
",",",",p
le,le,71
propriétaire,propriétaire,21
d',de,81
une,un,71
fosse,fosse,22
voisine,voisin,30
",",",",p
ne,ne,60
savait,savoir,18
comment,comment,60
tenir,tenir,14
le,le,71
coup,coup,21
/.,/.,P
du,de,81
du,le,71
reste,reste,21
",",",",p
il,il,51
venait,venir,18
de,de,81
recevoir,recevoir,14
une,un,71
lettre,lettre,22
de,de,81
Lille,Lille,20
",",",",p
pleine,plein,30
de,de,81
détails,détail,21
inquiétants,inquiétant,30
/.,/.,P
-,-,p
tu,tu,51
sais,savoir,17
",",",",p
murmura,murmurer,19
t,t,94
il,il,51
",",",",p
ça,ça,52
vient,venir,17
de,de,81
cette,ce,74
personne,personne,22
que,que,52
tu,tu,51
as,avoir,17
vue,voir,12
ici,ici,60
un,un,71
soir,soir,21
/.,/.,P
mais,mais,82
il,il,51
fut,être,19
interrompu,interrompre,12
/.,/.,P
sa,son,73
femme,femme,22
entrait,entrer,18
à,à,81
son,son,73
tour,tour,21
",",",",p
une,un,71
grande,grand,30
femme,femme,22
maigre,maigre,30
et,et,82
ardente,ardent,30
",",",",p
le,le,71
nez,nez,21
long,long,30
",",",",p
les,le,71
pommettes,pommette,22
violacées,violacé,31
/.,/.,P
elle,il,51
était,être,18
en,en,81
politique,politique,22
beaucoup,beaucoup,60
plus,plus,60
radicale,radical,30
que,que,83
son,son,73
mari,mari,21
/.,/.,P
-,-,p
la,le,71
lettre,lettre,22
de,de,81
Pluchart,Pluchart,20
",",",",p
dit,dire,19
elle,il,51
/.,/.,P
ah,ah,93
!,!,p
s',si,83
il,il,51
était,être,18
le,le,71
maître,maître,21
",",",",p
celui-là,celui-là,52
",",",",p
ça,ça,52
ne,ne,60
tarderait,tarder,16
pas,pas,60
à,à,81
mieux,mieux,60
aller,aller,14
/!,/!,P
Etienne,Etienne,20
écoutait,écouter,18
depuis,depuis,81
un,un,71
instant,instant,21
",",",",p
comprenait,comprendre,18
",",",",p
se,se,51
passionnait,passionner,18
",",",",p
à,à,81
ces,ce,74
idées,idée,22
de,de,81
misère,misère,22
et,et,82
de,de,81
revanche,revanche,22
/.,/.,P
ce,ce,74
nom,nom,21
",",",",p
jeté,jeté,31
brusquement,brusquement,60
",",",",p
le,le,52
fit,faire,19
tressaillir,tressaillir,14
/.,/.,P
il,il,51
dit,dire,19
tout,tout,60
haut,haut,60
",",",",p
comme,comme,83
malgré,malgré,81
lui,lui,51
:,:,p
-,-,p
je,je,51
le,le,52
connais,connaître,17
",",",",p
Pluchart,Pluchart,20
/.,/.,P
on,on,51
le,le,52
regardait,regarder,18
",",",",p
il,il,51
dut,devoir,19
ajouter,ajouter,14
:,:,p
-,-,p
oui,oui,60
",",",",p
je,je,51
suis,être,17
machineur,machineur,21
",",",",p
il,il,51
a,avoir,17
été,être,12
mon,mon,73
contremaître,contremaître,21
",",",",p
à,à,81
Lille,Lille,20
/…,/…,P
un,un,71
homme,homme,21
capable,capable,30
",",",",p
j',je,51
ai,avoir,17
causé,causer,12
souvent,souvent,60
avec,avec,81
lui,lui,51
/.,/.,P
Rasseneur,Rasseneur,20
l',le,52
examinait,examiner,18
de,de,81
nouveau,nouveau,21
;,;,p
et,et,82
il,il,51
y,y,52
eut,avoir,19
",",",",p
sur,sur,81
son,son,73
visage,visage,21
",",",",p
un,un,71
changement,changement,21
rapide,rapide,30
",",",",p
une,un,71
sympathie,sympathie,22
soudaine,soudain,30
/.,/.,P
enfin,enfin,60
",",",",p
il,il,51
dit,dire,19
à,à,81
sa,son,73
femme,femme,22
:,:,p
-,-,p
c',ce,52
est,être,17
Maheu,Maheu,20
qui,qui,52
m',je,51
amène,amener,17
monsieur,monsieur,21
",",",",p
un,un,71
herscheur,herscheur,21
à,à,81
lui,lui,51
",",",",p
pour,pour,81
voir,voir,14
s',si,83
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
une,un,71
chambre,chambre,22
en,en,81
haut,haut,21
",",",",p
et,et,82
si,si,83
nous,nous,51
ne,ne,60
pourrions,pouvoir,16
pas,pas,60
faire,faire,14
crédit,crédit,21
d',de,81
une,un,71
quinzaine,quinzaine,22
/.,/.,P
alors,alors,60
",",",",p
l',le,71
affaire,affaire,22
fut,être,19
conclue,conclure,12
en,en,81
quatre,quatre,72
paroles,parole,22
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
une,un,71
chambre,chambre,22
",",",",p
le,le,71
locataire,locataire,21
était,être,18
parti,partir,12
le,le,71
matin,matin,21
/.,/.,P
et,et,82
le,le,71
cabaretier,cabaretier,21
",",",",p
très,très,60
excité,excité,31
",",",",p
se,se,51
livra,livrer,19
davantage,davantage,60
",",",",p
tout,tout,60
en,en,81
répétant,répéter,13
qu',que,83
il,il,51
demandait,demander,18
seulement,seulement,60
le,le,71
possible,possible,21
aux,à,81
aux,le,71
patrons,patron,21
",",",",p
sans,sans,81
exiger,exiger,14
",",",",p
comme,comme,83
tant,tant,60
d',de,81
autres,autre,52
",",",",p
des,de,81
des,le,71
choses,chose,22
trop,trop,60
dures,dur,30
à,à,81
obtenir,obtenir,14
/.,/.,P
sa,son,73
femme,femme,22
haussait,hausser,18
les,le,71
épaules,épaule,22
",",",",p
voulait,vouloir,18
son,son,73
droit,droit,21
",",",",p
absolument,absolument,60
/.,/.,P
-,-,p
bonsoir,bonsoir,21
",",",",p
interrompit,interrompre,19
Maheu,Maheu,20
/.,/.,P
tout,tout,75
ça,ça,52
n',ne,60
empêchera,empêcher,15
pas,pas,60
qu',que,83
on,on,51
descende,descendre,17
",",",",p
et,et,82
tant,tant,60
qu',que,83
on,on,51
descendra,descendre,15
",",",",p
il,il,51
y,y,52
aura,avoir,15
du,de,81
du,le,71
monde,monde,21
qui,qui,52
en,en,52
crèvera,crever,15
/…,/…,P
regarde,regarder,17
",",",",p
te,tu,51
voilà,voilà,81
gaillard,gaillard,21
",",",",p
depuis,depuis,81
trois,trois,72
ans,an,21
que,que,83
tu,tu,51
en,en,52
es,être,17
sorti,sortir,12
/.,/.,P
-,-,p
oui,oui,60
",",",",p
je,je,51
me,je,51
suis,être,17
beaucoup,beaucoup,60
refait,refaire,12
",",",",p
déclara,déclarer,19
Rasseneur,Rasseneur,20
complaisamment,complaisamment,60
/.,/.,P
Etienne,Etienne,20
alla,aller,19
jusqu',jusque,81
à,à,81
la,le,71
porte,porte,22
",",",",p
remerciant,remercier,13
le,le,71
mineur,mineur,21
qui,qui,52
partait,partir,18
;,;,p
mais,mais,82
celui-ci,celui-ci,52
hochait,hocher,18
la,le,71
tête,tête,22
",",",",p
sans,sans,81
ajouter,ajouter,14
un,un,71
mot,mot,21
",",",",p
et,et,82
le,le,71
jeune,jeune,30
homme,homme,21
le,le,52
regarda,regarder,19
monter,monter,14
péniblement,péniblement,60
le,le,71
chemin,chemin,21
du,de,81
du,le,71
coron,coron,21
/.,/.,P
madame,madame,22
Rasseneur,Rasseneur,20
",",",",p
en,en,81
train,train,21
de,de,81
servir,servir,14
des,de,81
des,le,71
clients,client,21
",",",",p
venait,venir,18
de,de,81
le,le,52
prier,prier,14
d',de,81
attendre,attendre,14
une,un,71
minute,minute,22
",",",",p
pour,pour,81
qu',que,83
elle,il,51
le,le,52
conduisît,conduire,18
à,à,81
sa,son,73
chambre,chambre,22
",",",",p
où,où,60
il,il,51
se,se,51
débarbouillerait,débarbouiller,16
/.,/.,P
devait,devoir,18
il,il,51
rester,rester,14
/?,/?,P
une,un,71
hésitation,hésitation,22
l',le,52
avait,avoir,18
repris,reprendre,12
",",",",p
un,un,71
malaise,malaise,21
qui,qui,52
lui,lui,51
faisait,faire,18
regretter,regretter,14
la,le,71
liberté,liberté,22
des,de,81
des,le,71
grandes,grand,30
routes,route,22
",",",",p
la,le,71
faim,faim,22
au,à,81
au,le,71
soleil,soleil,21
",",",",p
soufferte,souffert,31
avec,avec,81
la,le,71
joie,joie,22
d',de,81
être,être,14
son,son,73
maître,maître,21
/.,/.,P
il,il,51
lui,lui,51
semblait,sembler,18
qu',que,83
il,il,51
avait,avoir,18
vécu,vivre,12
là,là,60
des,de,81
des,le,71
années,année,22
",",",",p
depuis,depuis,81
son,son,73
arrivée,arrivée,22
sur,sur,81
le,le,71
terri,terril,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
bourrasques,bourrasque,22
",",",",p
jusqu',jusque,81
aux,à,81
aux,le,71
heures,heure,22
passées,passé,31
sous,sous,81
la,le,71
terre,terre,22
",",",",p
à,à,81
plat,plat,30
ventre,ventre,21
dans,dans,81
les,le,71
galeries,galerie,22
noires,noir,30
/.,/.,P
et,et,82
il,il,51
lui,lui,51
répugnait,répugner,18
de,de,81
recommencer,recommencer,14
",",",",p
c',ce,52
était,être,18
injuste,injuste,30
et,et,82
trop,trop,60
dur,dur,30
",",",",p
son,son,73
orgueil,orgueil,21
d',de,81
homme,homme,21
se,se,51
révoltait,révolter,18
",",",",p
à,à,81
l',le,71
idée,idée,22
d',de,81
être,être,14
une,un,71
bête,bête,22
qu',que,52
on,on,51
aveugle,aveugler,17
et,et,82
qu',que,52
on,on,51
écrase,écraser,17
/.,/.,P
pendant,pendant,81
qu',que,83
Etienne,Etienne,20
se,se,51
débattait,débattre,18
ainsi,ainsi,60
",",",",p
ses,son,73
yeux,oeil,21
",",",",p
qui,qui,52
erraient,errer,18
sur,sur,81
la,le,71
plaine,plaine,22
immense,immense,30
",",",",p
peu,peu,60
à,à,81
peu,peu,60
l',le,52
aperçurent,apercevoir,19
/.,/.,P
il,il,51
s',se,51
étonna,étonner,19
",",",",p
il,il,51
ne,ne,60
s',se,51
était,être,18
pas,pas,60
figuré,figurer,12
l',le,71
horizon,horizon,21
de,de,81
la,le,71
sorte,sorte,22
",",",",p
lorsque,lorsque,83
le,le,71
vieux,vieux,30
Bonnemort,Bonnemort,20
le,le,52
lui,lui,51
avait,avoir,18
indiqué,indiquer,12
du,de,81
du,le,71
geste,geste,21
",",",",p
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
ténèbres,ténèbre,22
/.,/.,P
devant,devant,81
lui,lui,51
",",",",p
il,il,51
retrouvait,retrouver,18
bien,bien,60
le,le,71
Voreux,Voreux,20
",",",",p
dans,dans,81
un,un,71
pli,pli,21
de,de,81
terrain,terrain,21
",",",",p
avec,avec,81
ses,son,73
bâtiments,bâtiment,21
de,de,81
bois,bois,21
et,et,82
de,de,81
briques,brique,22
",",",",p
le,le,71
criblage,criblage,21
goudronné,goudronné,31
",",",",p
le,le,71
beffroi,beffroi,21
couvert,couvert,31
d',de,81
ardoises,ardoise,22
",",",",p
la,le,71
salle,salle,22
de,de,81
la,le,71
machine,machine,22
et,et,82
la,le,71
haute,haut,30
cheminée,cheminée,22
d',de,81
un,un,71
rouge,rouge,21
pâle,pâle,30
",",",",p
tout,tout,75
cela,cela,52
tassé,tassé,31
",",",",p
l',le,71
air,air,21
mauvais,mauvais,30
/.,/.,P
mais,mais,82
",",",",p
autour,autour,60
des,de,81
des,le,71
bâtiments,bâtiment,21
",",",",p
le,le,71
carreau,carreau,21
s',se,51
étendait,étendre,18
",",",",p
et,et,82
il,il,51
ne,ne,60
se,se,51
l',le,52
imaginait,imaginer,18
pas,pas,60
si,si,60
large,large,30
",",",",p
changé,changé,31
en,en,81
un,un,71
lac,lac,21
d',de,81
encre,encre,22
par,par,81
les,le,71
vagues,vague,22
montantes,montant,30
du,de,81
du,le,71
stock,stock,21
de,de,81
charbon,charbon,21
",",",",p
hérissé,hérissé,31
des,de,81
des,le,71
hauts,haut,30
chevalets,chevalet,21
qui,qui,52
portaient,porter,18
les,le,71
rails,rail,21
des,de,81
des,le,71
passerelles,passerelle,22
",",",",p
encombré,encombré,31
dans,dans,81
un,un,71
coin,coin,21
de,de,81
la,le,71
provision,provision,22
des,de,81
des,le,71
bois,bois,21
",",",",p
pareille,pareil,30
à,à,81
la,le,71
moisson,moisson,22
d',de,81
une,un,71
forêt,forêt,22
fauchée,fauché,31
/.,/.,P
vers,vers,81
la,le,71
droite,droite,22
",",",",p
le,le,71
terri,terril,21
barrait,barrer,18
la,le,71
vue,vue,22
",",",",p
colossal,colossal,30
comme,comme,83
une,un,71
barricade,barricade,22
de,de,81
géants,géant,21
",",",",p
déjà,déjà,60
couvert,couvert,31
d',de,81
herbe,herbe,22
dans,dans,81
sa,son,73
partie,partie,22
ancienne,ancien,30
",",",",p
consumé,consumé,31
à,à,81
l',le,71
autre,autre,75
bout,bout,21
par,par,81
un,un,71
feu,feu,21
intérieur,intérieur,30
qui,qui,52
brûlait,brûler,18
depuis,depuis,81
un,un,71
an,an,21
",",",",p
avec,avec,81
une,un,71
fumée,fumée,22
épaisse,épais,30
",",",",p
en,en,81
laissant,laisser,13
à,à,81
la,le,71
surface,surface,22
",",",",p
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
gris,gris,21
blafard,blafard,30
des,de,81
des,le,71
schistes,schiste,21
et,et,82
des,de,81
des,le,71
grès,grès,21
",",",",p
de,de,81
longues,long,30
traînées,traînée,22
de,de,81
rouille,rouille,22
sanglante,sanglant,30
/.,/.,P
puis,puis,60
",",",",p
les,le,71
champs,champ,21
se,se,51
déroulaient,dérouler,18
",",",",p
des,de,81
des,le,71
champs,champ,21
sans,sans,81
fin,fin,22
de,de,81
blé,blé,21
et,et,82
de,de,81
betteraves,betterave,22
",",",",p
nus,nu,30
à,à,81
cette,ce,74
époque,époque,22
de,de,81
l',le,71
année,année,22
",",",",p
des,de,81
des,le,71
marais,marais,21
aux,à,81
aux,le,71
végétations,végétation,22
dures,dur,30
",",",",p
coupés,coupé,31
de,de,81
quelques,quelque,75
saules,saule,21
rabougris,rabougri,31
",",",",p
des,de,81
des,le,71
prairies,prairie,22
lointaines,lointain,30
",",",",p
que,que,52
séparaient,séparer,18
des,de,81
des,le,71
files,file,22
maigres,maigre,30
de,de,81
peupliers,peuplier,21
/.,/.,P
très,très,60
loin,loin,60
",",",",p
de,de,81
petites,petit,30
taches,tache,22
blanches,blanc,30
indiquaient,indiquer,18
des,de,81
des,le,71
villes,ville,22
",",",",p
Marchiennes,Marchiennes,20
au,à,81
au,le,71
nord,nord,21
",",",",p
Montsou,Montsou,20
au,à,81
au,le,71
midi,midi,21
;,;,p
tandis que,tandis que,83
la,le,71
forêt,forêt,22
de,de,81
Vandame,Vandame,20
",",",",p
à,à,81
l',le,71
est,est,21
",",",",p
bordait,border,18
l',le,71
horizon,horizon,21
de,de,81
la,le,71
ligne,ligne,22
violâtre,violâtre,30
de,de,81
ses,son,73
arbres,arbre,21
dépouillés,dépouillé,31
/.,/.,P
et,et,82
",",",",p
sous,sous,81
le,le,71
ciel,ciel,21
livide,livide,30
",",",",p
dans,dans,81
le,le,71
jour,jour,21
bas,bas,30
de,de,81
cet,ce,74
après-midi,après-midi,21
d',de,81
hiver,hiver,21
",",",",p
il,il,51
semblait,sembler,18
que,que,83
tout,tout,75
le,le,71
noir,noir,21
du,de,81
du,le,71
Voreux,Voreux,20
",",",",p
toute,tout,75
la,le,71
poussière,poussière,22
volante,volant,30
de,de,81
la,le,71
houille,houille,22
se,se,51
fût,être,19
abattue,abattre,12
sur,sur,81
la,le,71
plaine,plaine,22
",",",",p
poudrant,poudrer,13
les,le,71
arbres,arbre,21
",",",",p
sablant,sabler,13
les,le,71
routes,route,22
",",",",p
ensemençant,ensemencer,13
la,le,71
terre,terre,22
/.,/.,P
Etienne,Etienne,20
regardait,regarder,18
",",",",p
et,et,82
ce,ce,52
qui,qui,52
le,le,52
surprenait,surprendre,18
surtout,surtout,60
",",",",p
c',ce,52
était,être,18
un,un,71
canal,canal,21
",",",",p
la,le,71
rivière,rivière,22
de,de,81
la,le,71
Scarpe,Scarpe,20
canalisée,canalisé,31
",",",",p
qu',que,52
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
vu,voir,12
dans,dans,81
la,le,71
nuit,nuit,22
/.,/.,P
du,de,81
du,le,71
Voreux,Voreux,20
à,à,81
Marchiennes,Marchiennes,20
",",",",p
ce,ce,74
canal,canal,21
allait,aller,18
droit,droit,60
",",",",p
un,un,71
ruban,ruban,21
d',de,81
argent,argent,21
mat,mat,30
de,de,81
deux,deux,72
lieues,lieue,22
",",",",p
une,un,71
avenue,avenue,22
bordée,bordé,31
de,de,81
grands,grand,30
arbres,arbre,21
",",",",p
élevée,élevé,31
au,à,81
au,le,71
-,-,p
dessus,dessus,60
des,de,81
des,le,71
bas,bas,30
terrains,terrain,21
",",",",p
filant,filer,13
à,à,81
l',le,71
infini,infini,21
avec,avec,81
la,le,71
perspective,perspective,22
de,de,81
ses,son,73
berges,berge,22
vertes,vert,30
",",",",p
de,de,81
son,son,73
eau,eau,22
pâle,pâle,30
où,où,60
glissait,glisser,18
l',le,71
arrière,arrière,21
vermillonné,vermillonné,30
des,de,81
des,le,71
péniches,péniche,22
/.,/.,P
près,près,81
de,de,81
la,le,71
fosse,fosse,22
",",",",p
il,il,51
y,y,52
avait,avoir,18
un,un,71
embarcadère,embarcadère,21
",",",",p
des,de,81
des,le,71
bateaux,bateau,21
amarrés,amarré,31
",",",",p
que,que,52
les,le,71
berlines,berline,22
des,de,81
des,le,71
passerelles,passerelle,22
emplissaient,emplir,18
directement,directement,60
/.,/.,P
ensuite,ensuite,60
",",",",p
le,le,71
canal,canal,21
faisait,faire,18
un,un,71
coude,coude,21
",",",",p
coupait,couper,18
de,de,81
biais,biais,21
les,le,71
marais,marais,21
;,;,p
et,et,82
toute,tout,75
l',le,71
âme,âme,22
de,de,81
cette,ce,74
plaine,plaine,22
rase,ras,30
paraissait,paraître,18
être,être,14
là,là,60
",",",",p
dans,dans,81
cette,ce,74
eau,eau,22
géométrique,géométrique,30
qui,qui,52
la,le,52
traversait,traverser,18
comme,comme,83
une,un,71
grande,grand,30
route,route,22
",",",",p
charriant,charrier,13
la,le,71
houille,houille,22
et,et,82
le,le,71
fer,fer,21
/.,/.,P
les,le,71
regards,regard,21
d',de,81
Etienne,Etienne,20
remontaient,remonter,18
du,de,81
du,le,71
canal,canal,21
au,à,81
au,le,71
coron,coron,21
",",",",p
bâti,bâti,31
sur,sur,81
le,le,71
plateau,plateau,21
",",",",p
et,et,82
dont,dont,52
il,il,51
distinguait,distinguer,18
seulement,seulement,60
les,le,71
tuiles,tuile,22
rouges,rouge,30
/.,/.,P
puis,puis,60
",",",",p
ils,ils,51
revenaient,revenir,18
vers,vers,81
le,le,71
Voreux,Voreux,20
",",",",p
s',se,51
arrêtaient,arrêter,18
",",",",p
en,en,81
bas,bas,21
de,de,81
la,le,71
pente,pente,22
argileuse,argileux,30
",",",",p
à,à,81
deux,deux,72
énormes,énorme,30
tas,tas,21
de,de,81
briques,brique,22
",",",",p
fabriquées,fabriqué,31
et,et,82
cuites,cuit,31
sur,sur,81
place,place,22
/.,/.,P
un,un,71
embranchement,embranchement,21
du,de,81
du,le,71
chemin,chemin,21
de,de,81
fer,fer,21
de,de,81
la,le,71
compagnie,compagnie,22
passait,passer,18
derrière,derrière,81
une,un,71
palissade,palissade,22
",",",",p
desservant,desservir,13
la,le,71
fosse,fosse,22
/.,/.,P
on,on,51
devait,devoir,18
descendre,descendre,14
les,le,71
derniers,dernier,30
mineurs,mineur,21
de,de,81
la,le,71
coupe,coupe,22
à,à,81
terre,terre,22
/.,/.,P
seul,seul,30
",",",",p
un,un,71
wagon,wagon,21
que,que,52
poussaient,pousser,18
des,de,81
des,le,71
hommes,homme,21
jetait,jeter,18
un,un,71
cri,cri,21
aigu,aigu,30
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
plus,plus,60
l',le,71
inconnu,inconnu,21
des,de,81
des,le,71
ténèbres,ténèbre,22
",",",",p
les,le,71
tonnerres,tonnerre,21
inexplicables,inexplicable,30
",",",",p
les,le,71
flamboiements,flamboiement,21
d',de,81
astres,astre,21
ignorés,ignoré,31
/.,/.,P
au,à,81
au,le,71
loin,loin,60
",",",",p
les,le,71
hauts,haut,30
fourneaux,fourneau,21
et,et,82
les,le,71
fours,four,21
à,à,81
coke,coke,21
avaient,avoir,18
pâli,pâlir,12
avec,avec,81
l',le,71
aube,aube,22
/.,/.,P
il,il,51
ne,ne,60
restait,rester,18
là,là,60
",",",",p
sans,sans,81
un,un,71
arrêt,arrêt,21
",",",",p
que,que,83
l',le,71
échappement,échappement,21
de,de,81
la,le,71
pompe,pompe,22
",",",",p
soufflant,souffler,13
toujours,toujours,60
de,de,81
la,le,71
même,même,75
haleine,haleine,22
grosse,gros,30
et,et,82
longue,long,30
",",",",p
l',le,71
haleine,haleine,22
d',de,81
un,un,71
ogre,ogre,21
dont,dont,52
il,il,51
distinguait,distinguer,18
la,le,71
buée,buée,22
grise,gris,30
maintenant,maintenant,60
",",",",p
et,et,82
que,que,52
rien,rien,52
ne,ne,60
pouvait,pouvoir,18
repaître,repaître,14
/.,/.,P
alors,alors,60
",",",",p
Etienne,Etienne,20
",",",",p
brusquement,brusquement,60
",",",",p
se,se,51
décida,décider,19
/.,/.,P
peut-être,peut-être,60
avait,avoir,18
il,il,51
cru,croire,12
revoir,revoir,14
les,le,71
yeux,oeil,21
clairs,clair,30
de,de,81
Catherine,Catherine,20
",",",",p
