11140
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Neuvième extrait>,<>,<>
nous,nous,51
voyions,voir,18
avec,avec,81
peine,peine,22
avancer,avancer,14
la,le,71
fin,fin,22
de,de,81
l',le,71
été,été,21
et,et,82
approcher,approcher,14
ces,ce,74
jours,jour,21
d',de,81
automne,automne,21
et,et,82
d',de,81
hiver,hiver,21
après,après,81
lesquels,lequel,52
il,il,51
faudrait,falloir,16
rentrer,rentrer,14
dans,dans,81
notre,notre,73
patrie,patrie,22
/.,/.,P
nos,notre,73
familles,famille,22
",",",",p
inquiètes,inquiet,30
",",",",p
commençaient,commencer,18
à,à,81
nous,nous,51
rappeler,rappeler,14
/.,/.,P
nous,nous,51
éloignions,éloigner,18
autant,autant,60
que,que,83
nous,nous,51
le,le,52
pouvions,pouvoir,17
cette,ce,74
idée,idée,22
de,de,81
départ,départ,21
",",",",p
et,et,82
nous,nous,51
aimions,aimer,17
à,à,81
nous,nous,51
figurer,figurer,14
que,que,83
cette,ce,74
vie,vie,22
n',ne,60
aurait,avoir,16
point,point,60
de,de,81
terme,terme,21
/.,/.,P
<VII>,<>,<>
cependant,cependant,82
septembre,septembre,21
commençait,commencer,18
avec,avec,81
ses,son,73
pluies,pluie,22
et,et,82
ses,son,73
tonnerres,tonnerre,21
/.,/.,P
la,le,71
mer,mer,22
était,être,18
moins,moins,60
douce,doux,30
/.,/.,P
notre,notre,73
métier,métier,21
",",",",p
plus,plus,60
pénible,pénible,30
",",",",p
devenait,devenir,18
quelquefois,quelquefois,60
dangereux,dangereux,30
/.,/.,P
les,le,71
brises,brise,22
fraîchissaient,fraîchir,18
",",",",p
la,le,71
vague,vague,22
écumait,écumer,18
et,et,82
nous,nous,51
trempait,tremper,18
souvent,souvent,60
de,de,81
ses,son,73
jaillissements,jaillissement,21
/.,/.,P
nous,nous,51
avions,avoir,18
acheté,acheter,12
sur,sur,81
le,le,71
môle,môle,21
deux,deux,72
de,de,81
ces,ce,74
capotes,capote,22
de,de,81
grosse,gros,30
laine,laine,22
brune,brun,30
que,que,52
les,le,71
matelots,matelot,21
et,et,82
les,le,71
lazzaroni,lazzaroni,92
de,de,81
Naples,Naples,20
jettent,jeter,17
pendant,pendant,81
l',le,71
hiver,hiver,21
sur,sur,81
leurs,leur,73
épaules,épaule,22
/.,/.,P
les,le,71
manches,manche,22
larges,large,30
de,de,81
ces,ce,74
capotes,capote,22
pendent,pendre,17
à,à,81
côté,côté,21
des,de,81
des,le,71
bras,bras,21
nus,nu,30
/.,/.,P
le,le,71
capuchon,capuchon,21
flottant,flottant,30
en,en,81
arrière,arrière,21
ou,ou,82
ramené,ramené,31
sur,sur,81
le,le,71
front,front,21
",",",",p
selon,selon,81
le,le,71
temps,temps,21
",",",",p
abrite,abriter,17
la,le,71
tête,tête,22
du,de,81
du,le,71
marin,marin,21
de,de,81
la,le,71
pluie,pluie,22
ou,ou,82
du,de,81
du,le,71
froid,froid,21
",",",",p
ou,ou,82
laisse,laisser,17
la,le,71
brise,brise,22
et,et,82
les,le,71
rayons,rayon,21
du,de,81
du,le,71
soleil,soleil,21
se,se,51
jouer,jouer,14
dans,dans,81
ses,son,73
cheveux,cheveu,21
mouillés,mouillé,31
/.,/.,P
un,un,71
jour,jour,21
nous,nous,51
partîmes,partir,19
de,de,81
la,le,71
Margellina,Margellina,20
par,par,81
une,un,71
mer,mer,22
d',de,81
huile,huile,22
",",",",p
que,que,52
ne,ne,60
ridait,rider,18
aucun,aucun,75
souffle,souffle,21
",",",",p
pour,pour,81
aller,aller,14
pêcher,pêcher,14
des,de,81
des,le,71
rougets,rouget,21
et,et,82
les,le,71
premiers,premier,72
thons,thon,21
sur,sur,81
la,le,71
côte,côte,22
de,de,81
Cumes,Cumes,20
",",",",p
où,où,60
les,le,71
courants,courant,21
les,le,52
jettent,jeter,17
dans,dans,81
cette,ce,74
saison,saison,22
/.,/.,P
les,le,71
brouillards,brouillard,21
roux,roux,30
du,de,81
du,le,71
matin,matin,21
flottaient,flotter,18
à,à,81
mi-côte,mi-côte,22
et,et,82
annonçaient,annoncer,18
un,un,71
coup,coup,21
de,de,81
vent,vent,21
pour,pour,81
le,le,71
soir,soir,21
/.,/.,P
nous,nous,51
espérions,espérer,18
le,le,52
prévenir,prévenir,14
et,et,82
avoir,avoir,14
le,le,71
temps,temps,21
de,de,81
doubler,doubler,14
le,le,71
cap,cap,21
Misène,Misène,20
avant,avant,81
que,que,83
la,le,71
mer,mer,22
lourde,lourd,30
et,et,82
dormante,dormant,30
fût,être,19
soulevée,soulever,12
/.,/.,P
la,le,71
pêche,pêche,22
était,être,18
abondante,abondant,30
/.,/.,P
nous,nous,51
voulûmes,vouloir,19
jeter,jeter,14
quelques,quelque,75
filets,filet,21
de,de,81
plus,plus,60
/.,/.,P
le,le,71
vent,vent,21
nous,nous,51
surprit,surprendre,19
;,;,p
il,il,51
tomba,tomber,19
du,de,81
du,le,71
sommet,sommet,21
de,de,81
l',le,71
Epomeo,Epomeo,20
",",",",p
immense,immense,30
montagne,montagne,22
qui,qui,52
domine,dominer,17
Ischia,Ischia,20
",",",",p
avec,avec,81
le,le,71
bruit,bruit,21
et,et,82
le,le,71
poids,poids,21
de,de,81
la,le,71
montagne,montagne,22
elle-même,lui-même,51
qui,qui,52
s',se,51
écroulerait,écrouler,16
dans,dans,81
la,le,71
mer,mer,22
/.,/.,P
il,il,51
aplanit,aplanir,17
d'abord,d'abord,60
tout,tout,75
l',le,71
espace,espace,21
liquide,liquide,30
autour,autour,60
de,de,81
nous,nous,51
",",",",p
comme,comme,83
la,le,71
herse,herse,22
de,de,81
fer,fer,21
aplanit,aplanir,17
la,le,71
glèbe,glèbe,22
et,et,82
nivelle,niveler,17
les,le,71
sillons,sillon,21
/.,/.,P
puis,puis,60
la,le,71
vague,vague,22
",",",",p
revenue,revenu,31
de,de,81
sa,son,73
surprise,surprise,22
",",",",p
se,se,51
gonfla,gonfler,19
murmurante,murmurant,30
et,et,82
creuse,creux,30
",",",",p
et,et,82
s',se,51
éleva,élever,19
",",",",p
en,en,81
peu,peu,60
de,de,81
minutes,minute,22
",",",",p
à,à,81
une,un,71
telle,tel,75
hauteur,hauteur,22
",",",",p
qu',que,83
elle,il,51
nous,nous,51
cachait,cacher,18
de,de,81
temps,temps,21
à,à,81
autre,autre,52
la,le,71
côte,côte,22
et,et,82
les,le,71
îles,île,22
/.,/.,P
nous,nous,51
étions,être,18
également,également,60
loin,loin,60
de,de,81
la,le,71
terre,terre,22
ferme,ferme,30
et,et,82
d',de,81
Ischia,Ischia,20
",",",",p
et,et,82
déjà,déjà,60
à,à,81
demi,demi,30
engagés,engager,12
dans,dans,81
le,le,71
canal,canal,21
qui,qui,52
sépare,séparer,17
le,le,71
cap,cap,21
Misène,Misène,20
de,de,81
l',le,71
île,île,22
grecque,grec,30
de,de,81
Procida,Procida,20
/.,/.,P
nous,nous,51
n',ne,60
avions,avoir,18
qu',que,83
un,un,71
parti,parti,21
à,à,81
prendre,prendre,14
:,:,p
nous,nous,51
engager,engager,14
résolument,résolument,60
dans,dans,81
le,le,71
canal,canal,21
",",",",p
et,et,82
",",",",p
si,si,83
nous,nous,51
réussissions,réussir,18
à,à,81
le,le,52
franchir,franchir,14
",",",",p
nous,nous,51
jeter,jeter,14
à,à,81
gauche,gauche,22
dans,dans,81
le,le,71
golfe,golfe,21
de,de,81
Baïa,Baïa,20
et,et,82
nous,nous,51
abriter,abriter,14
dans,dans,81
ses,son,73
eaux,eau,22
tranquilles,tranquille,30
/.,/.,P
le,le,71
vieux,vieux,30
pêcheur,pêcheur,21
n',ne,60
hésita,hésiter,19
pas,pas,60
/.,/.,P
du,de,81
du,le,71
sommet,sommet,21
d',de,81
une,un,71
lame,lame,22
où,où,60
l',le,71
équilibre,équilibre,21
de,de,81
la,le,71
barque,barque,22
nous,nous,51
suspendit,suspendre,19
un,un,71
moment,moment,21
dans,dans,81
un,un,71
tourbillon,tourbillon,21
d',de,81
écume,écume,22
",",",",p
il,il,51
jeta,jeter,19
un,un,71
regard,regard,21
rapide,rapide,30
autour,autour,60
de,de,81
lui,lui,51
",",",",p
comme,comme,83
un,un,71
homme,homme,21
égaré,égaré,31
qui,qui,52
monte,monter,17
sur,sur,81
un,un,71
arbre,arbre,21
pour,pour,81
chercher,chercher,14
sa,son,73
route,route,22
",",",",p
puis,puis,60
se,se,51
précipitant,précipiter,13
au,à,81
au,le,71
gouvernail,gouvernail,21
:,:,p
“,“,p
à,à,81
vos,votre,73
rames,rame,22
",",",",p
enfants,enfant,21
!,!,p
s',se,51
écria,écrier,19
t,t,94
il,il,51
;,;,p
il,il,51
faut,falloir,17
que,que,83
nous,nous,51
voguions,voguer,17
au,à,81
au,le,71
cap,cap,21
plus,plus,60
vite,vite,60
que,que,83
le,le,71
vent,vent,21
;,;,p
s',si,83
il,il,51
nous,nous,51
y,y,52
devance,devancer,17
",",",",p
nous,nous,51
sommes,être,17
perdus,perdre,12
/!,/!,P
“,“,p
nous,nous,51
obéîmes,obéir,19
comme,comme,83
le,le,71
corps,corps,21
obéit,obéir,19
à,à,81
l',le,71
instinct,instinct,21
/.,/.,P
les,le,71
yeux,oeil,21
fixés,fixé,31
sur,sur,81
ses,son,73
yeux,oeil,21
pour,pour,81
y,y,52
chercher,chercher,14
le,le,71
rapide,rapide,30
indice,indice,21
de,de,81
sa,son,73
direction,direction,22
",",",",p
nous,nous,51
nous,nous,51
penchâmes,pencher,19
sur,sur,81
nos,notre,73
avirons,aviron,21
",",",",p
et,et,82
tantôt,tantôt,60
gravissant,gravir,13
péniblement,péniblement,60
le,le,71
flanc,flanc,21
des,de,81
des,le,71
lames,lame,22
montantes,montant,30
",",",",p
tantôt,tantôt,60
nous,nous,51
précipitant,précipiter,13
avec,avec,81
leur,leur,73
écume,écume,22
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
lames,lame,22
descendantes,descendant,30
",",",",p
nous,nous,51
cherchions,chercher,18
à,à,81
activer,activer,14
notre,notre,73
ascension,ascension,22
ou,ou,82
à,à,81
ralentir,ralentir,14
notre,notre,73
chute,chute,22
par,par,81
la,le,71
résistance,résistance,22
de,de,81
nos,notre,73
rames,rame,22
dans,dans,81
l',le,71
eau,eau,22
/.,/.,P
huit,huit,72
ou,ou,82
dix,dix,72
vagues,vague,22
de,de,81
plus,plus,60
en,en,81
plus,plus,60
énormes,énorme,30
nous,nous,51
jetèrent,jeter,19
dans,dans,81
le,le,71
plus,plus,60
étroit,étroit,30
du,de,81
du,le,71
canal,canal,21
/.,/.,P
mais,mais,82
le,le,71
vent,vent,21
nous,nous,51
avait,avoir,18
devancés,devancer,12
",",",",p
comme,comme,83
l',le,52
avait,avoir,18
dit,dire,12
le,le,71
pilote,pilote,21
",",",",p
et,et,82
",",",",p
en,en,81
s',se,51
engouffrant,engouffrer,13
entre,entre,81
le,le,71
cap,cap,21
et,et,82
la,le,71
pointe,pointe,22
de,de,81
l',le,71
île,île,22
",",",",p
il,il,51
avait,avoir,18
acquis,acquérir,12
une,un,71
telle,tel,75
force,force,22
",",",",p
qu',que,83
il,il,51
soulevait,soulever,18
la,le,71
mer,mer,22
avec,avec,81
les,le,71
bouillonnements,bouillonnement,21
d',de,81
une,un,71
lave,lave,22
furieuse,furieux,30
",",",",p
et,et,82
que,que,83
la,le,71
vague,vague,22
",",",",p
ne,ne,60
trouvant,trouver,13
pas,pas,60
d',de,81
espace,espace,21
pour,pour,81
fuir,fuir,14
assez,assez,60
vite,vite,60
devant,devant,81
l',le,71
ouragan,ouragan,21
qui,qui,52
la,le,52
poussait,pousser,18
",",",",p
s',se,51
amoncelait,amonceler,18
sur,sur,81
elle-même,lui-même,51
",",",",p
retombait,retomber,18
",",",",p
ruisselait,ruisseler,18
",",",",p
s',se,51
éparpillait,éparpiller,18
dans,dans,81
tous,tout,75
les,le,71
sens,sens,21
comme,comme,83
une,un,71
mer,mer,22
folle,fou,30
",",",",p
et,et,82
",",",",p
cherchant,chercher,13
à,à,81
fuir,fuir,14
sans,sans,81
pouvoir,pouvoir,14
s',se,51
échapper,échapper,14
du,de,81
du,le,71
canal,canal,21
",",",",p
se,se,51
heurtait,heurter,18
avec,avec,81
des,de,81
des,le,71
coups,coup,21
terribles,terrible,30
contre,contre,81
les,le,71
rochers,rocher,21
à,à,81
pic,pic,21
du,de,81
du,le,71
cap,cap,21
Misène,Misène,20
et,et,82
y,y,52
élevait,élever,18
une,un,71
colonne,colonne,22
d',de,81
écume,écume,22
dont,dont,52
la,le,71
poussière,poussière,22
était,être,18
renvoyée,renvoyer,12
jusque,jusque,81
sur,sur,81
nous,nous,51
/.,/.,P
<VIII>,<>,<>
tenter,tenter,14
de,de,81
franchir,franchir,14
ce,ce,74
passage,passage,21
avec,avec,81
une,un,71
barque,barque,22
aussi,aussi,60
fragile,fragile,30
",",",",p
et,et,82
qu',que,52
un,un,71
seul,seul,30
jet,jet,21
d',de,81
écume,écume,22
pouvait,pouvoir,18
remplir,remplir,14
et,et,82
engloutir,engloutir,14
",",",",p
c',ce,52
était,être,18
insensé,insensé,30
/.,/.,P
le,le,71
pêcheur,pêcheur,21
jeta,jeter,19
sur,sur,81
le,le,71
cap,cap,21
éclairé,éclairé,31
par,par,81
sa,son,73
colonne,colonne,22
d',de,81
écume,écume,22
un,un,71
regard,regard,21
que,que,52
je,je,51
n',ne,60
oublierai,oublier,15
jamais,jamais,60
",",",",p
puis,puis,60
faisant,faire,13
le,le,71
signe,signe,21
de,de,81
la,le,71
croix,croix,22
:,:,p
“,“,p
passer,passer,14
est,être,17
impossible,impossible,30
",",",",p
s',se,51
écria,écrier,19
t,t,94
il,il,51
;,;,p
reculer,reculer,14
dans,dans,81
la,le,71
grande,grand,30
mer,mer,22
encore,encore,60
plus,plus,60
/.,/.,P
il,il,51
ne,ne,60
nous,nous,51
reste,rester,17
qu',que,83
un,un,71
parti,parti,21
:,:,p
aborder,aborder,14
à,à,81
Procida,Procida,20
ou,ou,82
périr,périr,14
/.,/.,P
“,“,p
tout,tout,60
novices,novice,30
que,que,83
nous,nous,51
fussions,être,18
dans,dans,81
la,le,71
pratique,pratique,22
de,de,81
la,le,71
mer,mer,22
nous,nous,51
sentions,sentir,18
la,le,71
difficulté,difficulté,22
d',de,81
une,un,71
pareille,pareil,30
manoeuvre,manoeuvre,22
par,par,81
un,un,71
coup,coup,21
de,de,81
vent,vent,21
/.,/.,P
en,en,81
nous,nous,51
dirigeant,diriger,13
vers,vers,81
le,le,71
cap,cap,21
",",",",p
le,le,71
vent,vent,21
nous,nous,51
prenait,prendre,18
en,en,81
poupe,poupe,22
",",",",p
nous,nous,51
chassait,chasser,18
devant,devant,81
lui,lui,51
;,;,p
nous,nous,51
suivions,suivre,18
la,le,71
mer,mer,22
qui,qui,52
fuyait,fuir,18
avec,avec,81
nous,nous,51
",",",",p
et,et,82
les,le,71
vagues,vague,22
",",",",p
en,en,81
nous,nous,51
élevant,élever,13
sur,sur,81
leur,leur,73
sommet,sommet,21
",",",",p
nous,nous,51
relevaient,relever,18
avec,avec,81
elles,ils,51
/.,/.,P
elles,ils,51
avaient,avoir,18
donc,donc,82
moins,moins,60
de,de,81
chance,chance,22
de,de,81
nous,nous,51
ensevelir,ensevelir,14
dans,dans,81
les,le,71
abîmes,abîme,21
qu',que,52
elles,ils,51
creusaient,creuser,18
/.,/.,P
mais,mais,82
pour,pour,81
aborder,aborder,14
à,à,81
Procida,Procida,20
",",",",p
dont,dont,52
nous,nous,51
apercevions,apercevoir,18
les,le,71
feux,feu,21
du,de,81
du,le,71
soir,soir,21
briller,briller,14
à,à,81
notre,notre,73
droite,droite,22
",",",",p
il,il,51
fallait,falloir,18
prendre,prendre,14
obliquement,obliquement,60
les,le,71
lames,lame,22
et,et,82
nous,nous,51
glisser,glisser,14
",",",",p
pour,pour,81
ainsi,ainsi,60
dire,dire,14
",",",",p
dans,dans,81
leurs,leur,73
vallées,vallée,22
vers,vers,81
la,le,71
côte,côte,22
",",",",p
en,en,81
présentant,présenter,13
le,le,71
flanc,flanc,21
à,à,81
la,le,71
vague,vague,22
et,et,82
les,le,71
minces,mince,30
bords,bord,21
de,de,81
la,le,71
barque,barque,22
au,à,81
au,le,71
vent,vent,21
/.,/.,P
cependant,cependant,82
",",",",p
la,le,71
nécessité,nécessité,22
ne,ne,60
nous,nous,51
permettait,permettre,18
pas,pas,60
d',de,81
hésiter,hésiter,14
/.,/.,P
le,le,71
pêcheur,pêcheur,21
nous,nous,51
faisant,faire,13
signe,signe,21
de,de,81
relever,relever,14
nos,notre,73
rames,rame,22
",",",",p
profita,profiter,19
de,de,81
l',le,71
intervalle,intervalle,21
d',de,81
une,un,71
lame,lame,22
à,à,81
une,un,71
autre,autre,52
pour,pour,81
virer,virer,14
de,de,81
bord,bord,21
/.,/.,P
nous,nous,51
mîmes,mettre,19
le,le,71
cap,cap,21
sur,sur,81
Procida,Procida,20
",",",",p
et,et,82
nous,nous,51
voguâmes,voguer,19
comme,comme,83
un,un,71
brin,brin,21
d',de,81
herbe,herbe,22
marine,marin,30
qu',que,52
une,un,71
vague,vague,22
jette,jeter,17
à,à,81
l',le,71
autre,autre,75
vague,vague,22
et,et,82
que,que,52
le,le,71
flot,flot,21
reprend,reprendre,17
au,à,81
au,le,71
flot,flot,21
/.,/.,P
<IX>,<>,<>
nous,nous,51
avancions,avancer,18
peu,peu,60
;,;,p
la,le,71
nuit,nuit,22
était,être,18
tombée,tomber,12
/.,/.,P
la,le,71
poussière,poussière,22
",",",",p
l',le,71
écume,écume,22
",",",",p
les,le,71
nuages,nuage,21
que,que,52
le,le,71
vent,vent,21
roulait,rouler,18
en,en,81
lambeaux,lambeau,21
déchirés,déchiré,31
sur,sur,81
le,le,71
canal,canal,21
en,en,52
redoublaient,redoubler,18
l',le,71
obscurité,obscurité,22
/.,/.,P
le,le,71
vieillard,vieillard,21
avait,avoir,18
ordonné,ordonner,12
à,à,81
l',le,71
enfant,enfant,21
d',de,81
allumer,allumer,14
une,un,52
de,de,81
ses,son,73
torches,torche,22
de,de,81
résine,résine,22
",",",",p
soit,soit,82
pour,pour,81
éclairer,éclairer,14
un,un,71
peu,peu,60
sa,son,73
manoeuvre,manoeuvre,22
dans,dans,81
les,le,71
profondeurs,profondeur,22
de,de,81
la,le,71
mer,mer,22
",",",",p
soit,soit,82
pour,pour,81
indiquer,indiquer,14
aux,à,81
aux,le,71
marins,marin,21
de,de,81
Procida,Procida,20
qu',que,52
une,un,71
barque,barque,22
était,être,18
en,en,81
perdition,perdition,22
dans,dans,81
le,le,71
canal,canal,21
",",",",p
et,et,82
pour,pour,81
leur,leur,52
demander,demander,14
non,non,60
leur,leur,73
secours,secours,21
",",",",p
mais,mais,82
leurs,leur,73
prières,prière,22
/.,/.,P
c',ce,52
était,être,18
un,un,71
spectacle,spectacle,21
sublime,sublime,30
et,et,82
sinistre,sinistre,30
que,que,83
celui,celui,52
de,de,81
ce,ce,74
pauvre,pauvre,30
enfant,enfant,21
accroché,accroché,31
d',de,81
une,un,71
main,main,22
au,à,81
au,le,71
petit,petit,30
mât,mât,21
qui,qui,52
surmontait,surmonter,18
la,le,71
proue,proue,22
",",",",p
et,et,82
de,de,81
l',le,71
autre,autre,52
élevant,élever,13
au-dessus,au-dessus,60
de,de,81
sa,son,73
tête,tête,22
cette,ce,74
torche,torche,22
de,de,81
feu,feu,21
rouge,rouge,30
",",",",p
dont,dont,52
la,le,71
flamme,flamme,22
et,et,82
la,le,71
fumée,fumée,22
se,se,51
tordaient,tordre,18
sous,sous,81
le,le,71
vent,vent,21
et,et,82
lui,lui,51
brûlaient,brûler,18
les,le,71
doigts,doigt,21
et,et,82
les,le,71
cheveux,cheveu,21
/.,/.,P
cette,ce,74
étincelle,étincelle,22
flottante,flottant,30
",",",",p
apparaissant,apparaître,13
au,à,81
au,le,71
sommet,sommet,21
des,de,81
des,le,71
lames,lame,22
et,et,82
disparaissant,disparaître,13
dans,dans,81
leur,leur,73
profondeur,profondeur,22
toujours,toujours,60
prête,prêt,30
à,à,81
s',se,51
éteindre,éteindre,14
et,et,82
toujours,toujours,60
rallumée,rallumé,31
",",",",p
était,être,18
comme,comme,83
le,le,71
symbole,symbole,21
de,de,81
ces,ce,74
quatre,quatre,72
vies,vie,22
d',de,81
hommes,homme,21
qui,qui,52
luttaient,lutter,18
entre,entre,81
le,le,71
salut,salut,21
et,et,82
la,le,71
mort,mort,22
dans,dans,81
les,le,71
ombres,ombre,22
et,et,82
dans,dans,81
les,le,71
angoisses,angoisse,22
de,de,81
cette,ce,74
nuit,nuit,22
/.,/.,P
<X>,<>,<>
trois,trois,72
heures,heure,22
",",",",p
dont,dont,52
les,le,71
minutes,minute,22
ont,avoir,17
la,le,71
durée,durée,22
des,de,81
des,le,71
pensées,pensée,22
qui,qui,52
les,le,52
mesurent,mesurer,17
",",",",p
s',se,51
écoulèrent,écouler,19
ainsi,ainsi,60
/.,/.,P
la,le,71
lune,lune,22
se,se,51
leva,lever,19
",",",",p
et,et,82
",",",",p
comme,comme,83
c',ce,52
est,être,17
l',le,71
habitude,habitude,22
",",",",p
le,le,71
vent,vent,21
plus,plus,60
furieux,furieux,30
se,se,51
leva,lever,19
avec,avec,81
elle,il,51
/.,/.,P
si,si,83
nous,nous,51
avions,avoir,18
eu,avoir,12
la,le,71
moindre,moindre,30
voile,voile,22
",",",",p
il,il,51
nous,nous,51
eût,avoir,19
chavirés,chavirer,12
vingt,vingt,72
fois,fois,22
/.,/.,P
quoique,quoique,83
les,le,71
bords,bord,21
très,très,60
bas,bas,30
de,de,81
la,le,71
barque,barque,22
donnassent,donner,18
peu,peu,60
de,de,81
prise,prise,22
à,à,81
l',le,71
ouragan,ouragan,21
",",",",p
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
moments,moment,21
où,où,60
il,il,51
semblait,sembler,18
déraciner,déraciner,14
notre,notre,73
quille,quille,22
des,de,81
des,le,71
flots,flot,21
",",",",p
et,et,82
où,où,60
il,il,51
nous,nous,51
faisait,faire,18
tournoyer,tournoyer,14
comme,comme,83
une,un,71
feuille,feuille,22
sèche,sec,30
arrachée,arraché,31
à,à,81
l',le,71
arbre,arbre,21
/.,/.,P
nous,nous,51
embarquions,embarquer,18
beaucoup,beaucoup,60
d',de,81
eau,eau,22
:,:,p
nous,nous,51
ne,ne,60
pouvions,pouvoir,18
suffire,suffire,14
à,à,81
la,le,52
vider,vider,14
aussi,aussi,60
vite,vite,60
qu',que,83
elle,il,51
nous,nous,51
envahissait,envahir,18
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
moments,moment,21
où,où,60
nous,nous,51
sentions,sentir,18
les,le,71
planches,planche,22
s',se,51
affaisser,affaisser,14
sous,sous,81
nous,nous,51
comme,comme,83
un,un,71
cercueil,cercueil,21
qui,qui,52
descend,descendre,17
dans,dans,81
la,le,71
fosse,fosse,22
/.,/.,P
le,le,71
poids,poids,21
de,de,81
l',le,71
eau,eau,22
rendait,rendre,18
la,le,71
barque,barque,22
moins,moins,60
obéissante,obéissant,30
et,et,82
pouvait,pouvoir,18
la,le,52
rendre,rendre,14
plus,plus,60
lente,lent,30
à,à,81
se,se,51
relever,relever,14
une,un,71
fois,fois,22
entre,entre,81
deux,deux,72
lames,lame,22
/.,/.,P
une,un,71
seule,seul,30
seconde,seconde,22
de,de,81
retard,retard,21
",",",",p
et,et,82
tout,tout,52
était,être,18
fini,finir,12
/.,/.,P
le,le,71
vieillard,vieillard,21
",",",",p
sans,sans,81
pouvoir,pouvoir,14
parler,parler,14
",",",",p
nous,nous,51
fit,faire,19
signe,signe,21
",",",",p
les,le,71
larmes,larme,22
aux,à,81
aux,le,71
yeux,oeil,21
",",",",p
de,de,81
jeter,jeter,14
à,à,81
la,le,71
mer,mer,22
tout,tout,52
ce,ce,52
qui,qui,52
encombrait,encombrer,18
le,le,71
fond,fond,21
de,de,81
la,le,71
barque,barque,22
/.,/.,P
les,le,71
jarres,jarre,22
d',de,81
eau,eau,22
",",",",p
les,le,71
paniers,panier,21
de,de,81
poissons,poisson,21
",",",",p
les,le,71
deux,deux,72
grosses,gros,30
voiles,voile,22
",",",",p
l',le,71
ancre,ancre,22
de,de,81
fer,fer,21
",",",",p
les,le,71
cordages,cordage,21
",",",",p
jusqu',jusque,81
à,à,81
ses,son,73
paquets,paquet,21
de,de,81
lourdes,lourd,30
hardes,harde,22
",",",",p
nos,notre,73
capotes,capote,22
mêmes,même,30
de,de,81
grosse,gros,30
laine,laine,22
trempée,trempé,31
d',de,81
eau,eau,22
",",",",p
tout,tout,52
passa,passer,19
par-dessus,par-dessus,60
le,le,71
bord,bord,21
/.,/.,P
le,le,71
pauvre,pauvre,30
nautonier,nautonier,21
regarda,regarder,19
un,un,71
moment,moment,21
surnager,surnager,14
toute,tout,75
sa,son,73
richesse,richesse,22
/.,/.,P
la,le,71
barque,barque,22
se,se,51
releva,relever,19
et,et,82
courut,courir,19
légèrement,légèrement,60
sur,sur,81
la,le,71
crête,crête,22
des,de,81
des,le,71
vagues,vague,22
",",",",p
comme,comme,83
un,un,71
coursier,coursier,21
qu',que,52
on,on,51
a,avoir,17
déchargé,décharger,12
/.,/.,P
nous,nous,51
entrâmes,entrer,19
insensiblement,insensiblement,60
dans,dans,81
une,un,71
mer,mer,22
plus,plus,60
douce,doux,30
",",",",p
un,un,71
peu,peu,60
abritée,abrité,31
par,par,81
la,le,71
pointe,pointe,22
occidentale,occidental,30
de,de,81
Procida,Procida,20
/.,/.,P
le,le,71
vent,vent,21
faiblit,faiblir,19
",",",",p
la,le,71
flamme,flamme,22
de,de,81
la,le,71
torche,torche,22
se,se,51
redressa,redresser,19
",",",",p
la,le,71
lune,lune,22
ouvrit,ouvrir,19
une,un,71
grande,grand,30
percée,percée,22
bleue,bleu,30
entre,entre,81
les,le,71
nuages,nuage,21
;,;,p
les,le,71
lames,lame,22
",",",",p
en,en,81
s',se,51
allongeant,allonger,13
",",",",p
s',se,51
aplanirent,aplanir,19
et,et,82
cessèrent,cesser,19
d',de,81
écumer,écumer,14
sur,sur,81
nos,notre,73
têtes,tête,22
/.,/.,P
peu,peu,60
à,à,81
peu,peu,60
la,le,71
mer,mer,22
fut,être,19
courte,court,30
et,et,82
clapoteuse,clapoteux,30
comme,comme,83
dans,dans,81
une,un,71
anse,anse,22
presque,presque,60
tranquille,tranquille,30
",",",",p
et,et,82
l',le,71
ombre,ombre,22
noire,noir,30
de,de,81
la,le,71
falaise,falaise,22
de,de,81
Procida,Procida,20
nous,nous,51
coupa,couper,19
la,le,71
ligne,ligne,22
de,de,81
l',le,71
horizon,horizon,21
/.,/.,P
nous,nous,51
étions,être,18
dans,dans,81
les,le,71
eaux,eau,22
du,de,81
du,le,71
milieu,milieu,21
de,de,81
l',le,71
île,île,22
/.,/.,P
<XI>,<>,<>
la,le,71
mer,mer,22
était,être,18
trop,trop,60
grosse,gros,30
à,à,81
la,le,71
pointe,pointe,22
pour,pour,81
en,en,52
chercher,chercher,14
le,le,71
port,port,21
/.,/.,P
il,il,51
fallut,falloir,19
nous,nous,51
résoudre,résoudre,14
à,à,81
aborder,aborder,14
l',le,71
île,île,22
par,par,81
ses,son,73
flancs,flanc,21
et,et,82
au,à,81
au,le,71
milieu,milieu,21
de,de,81
ses,son,73
écueils,écueil,21
/.,/.,P
“,“,p
n',ne,60
ayons,avoir,17
plus,plus,60
d',de,81
inquiétude,inquiétude,22
",",",",p
enfants,enfant,21
",",",",p
nous,nous,51
dit,dire,19
le,le,71
pêcheur,pêcheur,21
en,en,81
reconnaissant,reconnaître,13
le,le,71
rivage,rivage,21
à,à,81
la,le,71
clarté,clarté,22
de,de,81
la,le,71
