11875
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-quinzième extrait>,<>,<>
et,et,82
les,le,71
cris,cri,21
du,de,81
du,le,71
vieillard,vieillard,21
",",",",p
et,et,82
ramenez,ramener,17
moi,moi,51
un,un,71
cabriolet,cabriolet,21
/.,/.,P
-,-,p
je,je,51
vais,aller,17
aller,aller,14
chercher,chercher,14
vos,votre,73
filles,fille,22
",",",",p
mon,mon,73
bon,bon,30
père,père,21
Goriot,Goriot,20
",",",",p
je,je,51
vous,vous,51
les,le,52
ramènerai,ramener,15
/.,/.,P
-,-,p
de,de,81
force,force,22
",",",",p
de,de,81
force,force,22
/!,/!,P
demandez,demander,17
la,le,71
garde,garde,22
",",",",p
la,le,71
ligne,ligne,22
",",",",p
tout,tout,52
!,!,p
tout,tout,52
",",",",p
dit,dire,19
il,il,51
en,en,81
jetant,jeter,13
à,à,81
Eugène,Eugène,20
un,un,71
dernier,dernier,30
regard,regard,21
où,où,60
brilla,briller,19
la,le,71
raison,raison,22
/.,/.,P
dites,dire,17
au,à,81
au,le,71
gouvernement,gouvernement,21
",",",",p
au,à,81
au,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
",",",",p
qu',que,83
on,on,51
me,je,51
les,le,52
amène,amener,17
",",",",p
je,je,51
le,le,52
veux,vouloir,17
/!,/!,P
mais,mais,82
vous,vous,51
les,le,52
avez,avoir,17
maudites,maudire,12
/.,/.,P
-,-,p
qui,qui,52
est,être,17
ce,ce,52
qui,qui,52
a,avoir,17
dit,dire,12
cela,cela,52
?,?,p
répondit,répondre,19
le,le,71
vieillard,vieillard,21
stupéfait,stupéfait,30
/.,/.,P
vous,vous,51
savez,savoir,17
bien,bien,60
que,que,83
je,je,51
les,le,52
aime,aimer,17
",",",",p
je,je,51
les,le,52
adore,adorer,17
!,!,p
je,je,51
suis,être,17
guéri,guérir,12
si,si,83
je,je,51
les,le,52
vois,voir,17
/…,/…,P
allez,aller,17
",",",",p
mon,mon,73
bon,bon,30
voisin,voisin,21
",",",",p
mon,mon,73
cher,cher,30
enfant,enfant,21
",",",",p
allez,aller,17
",",",",p
vous,vous,51
êtes,être,17
bon,bon,30
",",",",p
vous,vous,51
;,;,p
je,je,51
voudrais,vouloir,16
vous,vous,51
remercier,remercier,14
",",",",p
mais,mais,82
je,je,51
n',ne,60
ai,avoir,17
rien,rien,52
à,à,81
vous,vous,51
donner,donner,14
que,que,83
les,le,71
bénédictions,bénédiction,22
d',de,81
un,un,71
mourant,mourant,21
/.,/.,P
ah,ah,93
!,!,p
je,je,51
voudrais,vouloir,16
au,à,81
au,le,71
moins,moins,60
voir,voir,14
Delphine,Delphine,20
pour,pour,81
lui,lui,51
dire,dire,14
de,de,81
m',je,51
acquitter,acquitter,14
envers,envers,81
vous,vous,51
/.,/.,P
si,si,83
l',le,71
autre,autre,52
ne,ne,60
peut,pouvoir,17
pas,pas,60
",",",",p
amenez,amener,17
moi,moi,51
celle-là,celui-là,52
/.,/.,P
dites,dire,17
lui,lui,51
que,que,83
vous,vous,51
ne,ne,60
l',le,52
aimerez,aimer,15
plus,plus,60
si,si,83
elle,il,51
ne,ne,60
veut,vouloir,17
pas,pas,60
venir,venir,14
/.,/.,P
elle,il,51
vous,vous,51
aime,aimer,17
tant,tant,60
qu',que,83
elle,il,51
viendra,venir,15
/.,/.,P
à,à,81
boire,boire,14
",",",",p
les,le,71
entrailles,entraille,22
me,je,51
brûlent,brûler,17
/!,/!,P
mettez,mettre,17
moi,moi,51
quelque,quelque,75
chose,chose,22
sur,sur,81
la,le,71
tête,tête,22
/.,/.,P
la,le,71
main,main,22
de,de,81
mes,mon,73
filles,fille,22
",",",",p
ça,ça,52
me,je,51
sauverait,sauver,16
",",",",p
je,je,51
le,le,52
sens,sentir,17
/…,/…,P
mon,mon,73
dieu,dieu,21
!,!,p
qui,qui,52
refera,refaire,15
leurs,leur,73
fortunes,fortune,22
si,si,83
je,je,51
m',je,51
en,en,52
vais,aller,17
?,?,p
je,je,51
veux,vouloir,17
aller,aller,14
à,à,81
Odessa,Odessa,20
pour,pour,81
elles,ils,51
",",",",p
à,à,81
Odessa,Odessa,20
",",",",p
y,y,52
faire,faire,14
des,de,81
des,le,71
pâtes,pâte,22
/.,/.,P
-,-,p
buvez,boire,17
ceci,ceci,52
",",",",p
dit,dire,19
Eugène,Eugène,20
en,en,81
soulevant,soulever,13
le,le,71
moribond,moribond,21
et,et,82
le,le,52
prenant,prendre,13
dans,dans,81
son,son,73
bras,bras,21
gauche,gauche,30
tandis que,tandis que,83
de,de,81
l',le,71
autre,autre,52
il,il,51
tenait,tenir,18
une,un,71
tasse,tasse,22
pleine,plein,30
de,de,81
tisane,tisane,22
/.,/.,P
-,-,p
vous,vous,51
devez,devoir,17
aimer,aimer,14
votre,votre,73
père,père,21
et,et,82
votre,votre,73
mère,mère,22
",",",",p
vous,vous,51
!,!,p
dit,dire,19
le,le,71
vieillard,vieillard,21
en,en,81
serrant,serrer,13
de,de,81
ses,son,73
mains,main,22
défaillantes,défaillant,30
la,le,71
main,main,22
d',de,81
Eugène,Eugène,20
/.,/.,P
comprenez,comprendre,17
vous,vous,51
que,que,83
je,je,51
vais,aller,17
mourir,mourir,14
sans,sans,81
les,le,52
voir,voir,14
",",",",p
mes,mon,73
filles,fille,22
/?,/?,P
avoir,avoir,14
soif,soif,22
toujours,toujours,60
",",",",p
et,et,82
ne,ne,60
jamais,jamais,60
boire,boire,14
",",",",p
voilà,voilà,81
comment,comment,60
j',je,51
ai,avoir,17
vécu,vivre,12
depuis,depuis,81
dix,dix,72
ans,an,21
/…,/…,P
mes,mon,73
deux,deux,72
gendres,gendre,21
ont,avoir,17
tué,tuer,12
mes,mon,73
filles,fille,22
/.,/.,P
oui,oui,60
",",",",p
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
eu,avoir,12
de,de,81
filles,fille,22
après,après,81
qu',que,83
elles,ils,51
ont,avoir,17
été,être,12
mariées,marier,12
/.,/.,P
pères,père,21
",",",",p
dites,dire,17
aux,à,81
aux,le,71
chambres,chambre,22
de,de,81
faire,faire,14
une,un,71
loi,loi,22
sur,sur,81
le,le,71
mariage,mariage,21
/!,/!,P
enfin,enfin,60
",",",",p
ne,ne,60
mariez,marier,17
pas,pas,60
vos,votre,73
filles,fille,22
si,si,83
vous,vous,51
les,le,52
aimez,aimer,17
/.,/.,P
le,le,71
gendre,gendre,21
est,être,17
un,un,71
scélérat,scélérat,21
qui,qui,52
gâte,gâter,17
tout,tout,52
chez,chez,81
une,un,71
fille,fille,22
",",",",p
il,il,51
souille,souiller,17
tout,tout,52
/.,/.,P
plus,plus,60
de,de,81
mariages,mariage,21
/!,/!,P
c',ce,52
est,être,17
ce,ce,52
qui,qui,52
nous,nous,51
enlève,enlever,17
nos,notre,73
filles,fille,22
",",",",p
et,et,82
nous,nous,51
ne,ne,60
les,le,52
avons,avoir,17
plus,plus,60
quand,quand,83
nous,nous,51
mourons,mourir,17
/.,/.,P
faites,faire,17
une,un,71
loi,loi,22
sur,sur,81
la,le,71
mort,mort,22
des,de,81
des,le,71
pères,père,21
/.,/.,P
c',ce,52
est,être,17
épouvantable,épouvantable,30
",",",",p
ceci,ceci,52
/!,/!,P
vengeance,vengeance,22
/!,/!,P
ce,ce,52
sont,être,17
mes,mon,73
gendres,gendre,21
qui,qui,52
les,le,52
empêchent,empêcher,17
de,de,81
venir,venir,14
/.,/.,P
tuez,tuer,17
les,le,52
/!,/!,P
à,à,81
mort,mort,22
le,le,71
Restaud,Restaud,20
",",",",p
à,à,81
mort,mort,22
l',le,71
Alsacien,Alsacien,20
",",",",p
ils,ils,51
sont,être,17
mes,mon,73
assassins,assassin,21
/!,/!,P
la,le,71
mort,mort,22
ou,ou,82
mes,mon,73
filles,fille,22
/!,/!,P
ah,ah,93
!,!,p
c',ce,52
est,être,17
fini,finir,12
",",",",p
je,je,51
meurs,mourir,17
sans,sans,81
elles,ils,51
/!,/!,P
elles,ils,51
/!,/!,P
Nasie,Nasie,20
",",",",p
Fifine,Fifine,20
",",",",p
allons,aller,17
",",",",p
venez,venir,17
donc,donc,82
/!,/!,P
votre,votre,73
papa,papa,21
sort,sortir,17
/…,/…,P
-,-,p
mon,mon,73
bon,bon,30
père,père,21
Goriot,Goriot,20
",",",",p
calmez,calmer,17
vous,vous,51
",",",",p
voyons,voir,17
",",",",p
restez,rester,17
tranquille,tranquille,30
",",",",p
ne,ne,60
vous,vous,51
agitez,agiter,17
pas,pas,60
",",",",p
ne,ne,60
pensez,penser,17
pas,pas,60
/.,/.,P
-,-,p
ne,ne,60
pas,pas,60
les,le,52
voir,voir,14
",",",",p
voilà,voilà,81
l',le,71
agonie,agonie,22
/!,/!,P
vous,vous,51
allez,aller,17
les,le,52
voir,voir,14
/.,/.,P
-,-,p
vrai,vrai,60
!,!,p
cria,crier,19
le,le,71
vieillard,vieillard,21
égaré,égaré,31
/.,/.,P
oh,oh,93
!,!,p
les,le,52
voir,voir,14
!,!,p
je,je,51
vais,aller,17
les,le,52
voir,voir,14
",",",",p
entendre,entendre,14
leur,leur,73
voix,voix,22
/.,/.,P
je,je,51
mourrai,mourir,15
heureux,heureux,30
/.,/.,P
eh,eh,93
bien,bien,60
!,!,p
oui,oui,60
",",",",p
je,je,51
ne,ne,60
demande,demander,17
plus,plus,60
à,à,81
vivre,vivre,14
",",",",p
je,je,51
n',ne,60
y,y,52
tenais,tenir,18
plus,plus,60
",",",",p
les,le,71
peines,peine,22
allaient,aller,18
croissant,croître,13
/.,/.,P
mais,mais,82
les,le,52
voir,voir,14
",",",",p
toucher,toucher,14
leurs,leur,73
robes,robe,22
",",",",p
ah,ah,93
!,!,p
rien,rien,52
que,que,83
leurs,leur,73
robes,robe,22
",",",",p
c',ce,52
est,être,17
bien,bien,60
peu,peu,60
;,;,p
mais,mais,82
que,que,83
je,je,51
sente,sentir,17
quelque,quelque,75
chose,chose,22
d',de,81
elles,ils,51
/!,/!,P
faites,faire,17
moi,moi,51
prendre,prendre,14
les,le,71
cheveux,cheveu,21
…,…,p
veux,vouloir,17
/…,/…,P
il,il,51
tomba,tomber,19
la,le,71
tête,tête,22
sur,sur,81
l',le,71
oreiller,oreiller,21
comme,comme,83
s',si,83
il,il,51
recevait,recevoir,18
un,un,71
coup,coup,21
de,de,81
massue,massue,22
/.,/.,P
ses,son,73
mains,main,22
s',se,51
agitèrent,agiter,19
sur,sur,81
la,le,71
couverture,couverture,22
comme,comme,83
pour,pour,81
prendre,prendre,14
les,le,71
cheveux,cheveu,21
de,de,81
ses,son,73
filles,fille,22
/.,/.,P
-,-,p
je,je,51
les,le,52
bénis,bénir,17
",",",",p
dit,dire,19
il,il,51
en,en,81
faisant,faire,13
un,un,71
effort,effort,21
",",",",p
bénis,bénir,17
/.,/.,P
il,il,51
s',se,51
affaissa,affaisser,19
tout,tout,60
à,à,81
coup,coup,21
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
Bianchon,Bianchon,20
entra,entrer,19
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
rencontré,rencontrer,12
Christophe,Christophe,20
",",",",p
dit,dire,19
il,il,51
",",",",p
il,il,51
va,aller,17
t',tu,51
amener,amener,14
une,un,71
voiture,voiture,22
/.,/.,P
puis,puis,60
il,il,51
regarda,regarder,19
le,le,71
malade,malade,21
",",",",p
lui,lui,51
souleva,soulever,19
de,de,81
force,force,22
les,le,71
paupières,paupière,22
",",",",p
et,et,82
les,le,71
deux,deux,72
étudiants,étudiant,21
lui,lui,51
virent,voir,19
un,un,71
oeil,oeil,21
sans,sans,81
chaleur,chaleur,22
et,et,82
terne,terne,30
/.,/.,P
-,-,p
il,il,51
n',ne,60
en,en,52
reviendra,revenir,15
pas,pas,60
",",",",p
dit,dire,19
Bianchon,Bianchon,20
",",",",p
je,je,51
ne,ne,60
crois,croire,17
pas,pas,60
/.,/.,P
il,il,51
prit,prendre,19
le,le,71
pouls,pouls,21
",",",",p
le,le,52
tâta,tâter,19
",",",",p
mit,mettre,19
la,le,71
main,main,22
sur,sur,81
le,le,71
coeur,coeur,21
du,de,81
du,le,71
bonhomme,bonhomme,21
/.,/.,P
-,-,p
la,le,71
machine,machine,22
va,aller,17
toujours,toujours,60
mais,mais,82
",",",",p
dans,dans,81
sa,son,73
position,position,22
",",",",p
c',ce,52
est,être,17
un,un,71
malheur,malheur,21
",",",",p
il,il,51
vaudrait,valoir,16
mieux,mieux,60
qu',que,83
il,il,51
mourût,mourir,18
/!,/!,P
ma,mon,73
foi,foi,22
",",",",p
oui,oui,60
",",",",p
dit,dire,19
Rastignac,Rastignac,20
/.,/.,P
-,-,p
qu',que,52
as,avoir,17
tu,tu,51
donc,donc,82
?,?,p
tu,tu,51
es,être,17
pâle,pâle,30
comme,comme,83
la,le,71
mort,mort,22
/.,/.,P
-,-,p
mon,mon,73
ami,ami,21
",",",",p
je,je,51
viens,venir,17
d',de,81
entendre,entendre,14
des,de,81
des,le,71
cris,cri,21
et,et,82
des,de,81
des,le,71
plaintes,plainte,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
un,un,71
dieu,dieu,21
/!,/!,P
oh,oh,93
!,!,p
oui,oui,60
!,!,p
il,il,51
y,y,52
a,avoir,17
un,un,71
dieu,dieu,21
",",",",p
et,et,82
il,il,51
nous,nous,51
a,avoir,17
fait,faire,12
un,un,71
monde,monde,21
meilleur,meilleur,30
",",",",p
ou,ou,82
notre,notre,73
terre,terre,22
est,être,17
un,un,71
non-sens,non-sens,21
/.,/.,P
si,si,83
ce,ce,52
n',ne,60
avait,avoir,18
pas,pas,60
été,être,12
si,si,60
tragique,tragique,30
",",",",p
je,je,51
fondrais,fondre,16
en,en,81
larmes,larme,22
",",",",p
mais,mais,82
j',je,51
ai,avoir,17
le,le,71
coeur,coeur,21
et,et,82
l',le,71
estomac,estomac,21
horriblement,horriblement,60
serrés,serré,31
/.,/.,P
-,-,p
dis,dire,17
donc,donc,82
",",",",p
il,il,51
va,aller,17
falloir,falloir,14
bien,bien,60
des,de,81
des,le,71
choses,chose,22
;,;,p
où,où,60
prendre,prendre,14
de,de,81
l',le,71
argent,argent,21
/?,/?,P
Rastignac,Rastignac,20
tira,tirer,19
sa,son,73
montre,montre,22
/.,/.,P
-,-,p
tiens,tenir,17
",",",",p
mets,mettre,17
la,le,52
vite,vite,60
en,en,81
gage,gage,21
/.,/.,P
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
m',je,51
arrêter,arrêter,14
en,en,81
route,route,22
",",",",p
car,car,82
j',je,51
ai,avoir,17
peur,peur,22
de,de,81
perdre,perdre,14
une,un,71
minute,minute,22
",",",",p
et,et,82
j',je,51
attends,attendre,17
Christophe,Christophe,20
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
un,un,71
liard,liard,21
",",",",p
il,il,51
faudra,falloir,15
payer,payer,14
mon,mon,73
cocher,cocher,21
au,à,81
au,le,71
retour,retour,21
/.,/.,P
Rastignac,Rastignac,20
se,se,51
précipita,précipiter,19
dans,dans,81
l',le,71
escalier,escalier,21
",",",",p
et,et,82
partit,partir,19
pour,pour,81
aller,aller,14
rue,rue,22
du,de,81
du,le,71
Helder,Helder,20
chez,chez,81
madame,madame,22
de,de,81
Restaud,Restaud,20
/.,/.,P
pendant,pendant,81
le,le,71
chemin,chemin,21
",",",",p
son,son,73
imagination,imagination,22
",",",",p
frappée,frappé,31
de,de,81
l',le,71
horrible,horrible,30
spectacle,spectacle,21
dont,dont,52
il,il,51
avait,avoir,18
été,être,12
témoin,témoin,21
",",",",p
échauffa,échauffer,19
son,son,73
indignation,indignation,22
/.,/.,P
quand,quand,83
il,il,51
arriva,arriver,19
dans,dans,81
l',le,71
antichambre,antichambre,22
et,et,82
qu',que,83
il,il,51
demanda,demander,19
madame,madame,22
de,de,81
Restaud,Restaud,20
",",",",p
on,on,51
lui,lui,51
répondit,répondre,19
qu',que,83
elle,il,51
n',ne,60
était,être,18
pas,pas,60
visible,visible,30
/.,/.,P
-,-,p
mais,mais,82
",",",",p
dit,dire,19
il,il,51
au,à,81
au,le,71
valet,valet,21
de,de,81
chambre,chambre,22
",",",",p
le,le,52
viens,venir,17
de,de,81
la,le,71
part,part,22
de,de,81
son,son,73
père,père,21
qui,qui,52
se,se,51
meurt,mourir,17
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
nous,nous,51
avons,avoir,17
de,de,81
monsieur,monsieur,21
le,le,71
comte,comte,21
les,le,71
ordres,ordre,21
les,le,71
plus,plus,60
sévères,sévère,30
/.,/.,P
-,-,p
si,si,83
monsieur,monsieur,21
de,de,81
Restaud,Restaud,20
y,y,52
est,être,17
",",",",p
dites,dire,12
lui,lui,51
dans,dans,81
quelle,quel,75
circonstance,circonstance,22
se,se,51
trouve,trouver,17
son,son,73
beau-père,beau-père,21
et,et,82
prévenez,prévenir,17
le,le,52
qu',que,83
il,il,51
faut,falloir,17
que,que,83
je,je,51
lui,lui,51
parle,parler,17
à,à,81
l',le,71
instant,instant,21
même,même,30
/.,/.,P
Eugène,Eugène,20
attendit,attendre,19
pendant,pendant,81
longtemps,longtemps,60
/.,/.,P
-,-,p
il,il,51
se,se,51
meurt,mourir,17
peut-être,peut-être,60
en,en,81
ce,ce,74
moment,moment,21
",",",",p
pensait,penser,18
il,il,51
/.,/.,P
le,le,71
valet,valet,21
de,de,81
chambre,chambre,22
l',le,52
introduisit,introduire,19
dans,dans,81
le,le,71
premier,premier,72
salon,salon,21
où,où,60
monsieur,monsieur,21
de,de,81
Restaud,Restaud,20
reçut,recevoir,19
l',le,71
étudiant,étudiant,21
debout,debout,60
",",",",p
sans,sans,81
le,le,52
faire,faire,14
asseoir,asseoir,14
",",",",p
devant,devant,81
une,un,71
cheminée,cheminée,22
où,où,60
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
de,de,81
feu,feu,21
/.,/.,P
-,-,p
monsieur,monsieur,21
le,le,71
comte,comte,21
",",",",p
lui,lui,51
dit,dire,19
Rastignac,Rastignac,20
",",",",p
monsieur,monsieur,21
votre,votre,73
beau-père,beau-père,21
expire,expirer,17
en,en,81
ce,ce,74
moment,moment,21
dans,dans,81
un,un,71
bouge,bouge,21
infâme,infâme,30
",",",",p
sans,sans,81
un,un,71
liard,liard,21
pour,pour,81
avoir,avoir,14
du,de,81
du,le,71
bois,bois,21
;,;,p
il,il,51
est,être,17
exactement,exactement,60
à,à,81
la,le,71
mort,mort,22
et,et,82
demande,demander,17
à,à,81
voir,voir,14
sa,son,73
fille,fille,22
/…,/…,P
-,-,p
monsieur,monsieur,21
",",",",p
lui,lui,51
répondit,répondre,19
avec,avec,81
froideur,froideur,22
le,le,71
comte,comte,21
de,de,81
Restaud,Restaud,20
",",",",p
vous,vous,51
avez,avoir,17
pu,pouvoir,12
vous,vous,51
apercevoir,apercevoir,14
que,que,83
j',je,51
ai,avoir,17
fort,fort,60
peu,peu,60
de,de,81
tendresse,tendresse,22
pour,pour,81
monsieur,monsieur,21
Goriot,Goriot,20
/.,/.,P
il,il,51
a,avoir,17
compromis,compromettre,12
son,son,73
caractère,caractère,21
avec,avec,81
madame,madame,22
de,de,81
Restaud,Restaud,20
",",",",p
il,il,51
a,avoir,17
fait,faire,12
le,le,71
malheur,malheur,21
de,de,81
ma,mon,73
vie,vie,22
",",",",p
je,je,51
vois,voir,17
en,en,81
lui,lui,51
l',le,71
ennemi,ennemi,21
de,de,81
mon,mon,73
repos,repos,21
/.,/.,P
qu',que,52
il,il,51
meure,mourir,17
",",",",p
qu',que,52
il,il,51
vive,vivre,17
",",",",p
tout,tout,52
m',je,51
est,être,17
parfaitement,parfaitement,60
indifférent,indifférent,30
/.,/.,P
voilà,voilà,81
quels,quel,52
sont,être,17
mes,mon,73
sentiments,sentiment,21
à,à,81
son,son,73
égard,égard,21
/.,/.,P
le,le,71
monde,monde,21
pourra,pouvoir,15
me,je,51
blâmer,blâmer,14
",",",",p
je,je,51
méprise,mépriser,17
l',le,71
opinion,opinion,22
/.,/.,P
j',je,51
ai,avoir,17
maintenant,maintenant,60
des,de,81
des,le,71
choses,chose,22
plus,plus,60
importantes,important,30
à,à,81
accomplir,accomplir,14
qu',que,83
à,à,81
m',je,51
occuper,occuper,14
de,de,81
ce,ce,52
que,que,52
penseront,penser,15
de,de,81
moi,moi,51
des,de,81
des,le,71
sots,sot,30
ou,ou,82
des,de,81
des,le,71
indifférents,indifférent,30
/.,/.,P
quant,quand,83
à,à,81
madame,madame,22
de,de,81
Restaud,Restaud,20
",",",",p
elle,il,51
est,être,17
hors,hors,81
d',de,81
état,état,21
de,de,81
sortir,sortir,14
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
qu',que,83
elle,il,51
quitte,quitter,17
sa,son,73
maison,maison,22
/.,/.,P
dites,dire,17
à,à,81
son,son,73
père,père,21
qu',que,83
aussitôt,aussitôt,60
qu',que,83
elle,il,51
aura,avoir,15
rempli,remplir,12
ses,son,73
devoirs,devoir,21
envers,envers,81
moi,moi,51
",",",",p
envers,envers,81
mon,mon,73
enfant,enfant,21
",",",",p
elle,il,51
ira,aller,15
le,le,52
voir,voir,14
/.,/.,P
si,si,83
elle,il,51
aime,aimer,17
son,son,73
père,père,21
",",",",p
elle,il,51
peut,pouvoir,17
être,être,14
libre,libre,30
dans,dans,81
quelques,quelque,75
instants,instant,21
/…,/…,P
-,-,p
monsieur,monsieur,21
le,le,71
comte,comte,21
",",",",p
il,il,51
ne,ne,60
m',je,51
appartient,appartenir,17
pas,pas,60
de,de,81
juger,juger,14
de,de,81
votre,votre,73
conduite,conduite,22
",",",",p
vous,vous,51
êtes,être,17
le,le,71
maître,maître,21
de,de,81
votre,votre,73
femme,femme,22
;,;,p
mais,mais,82
je,je,51
puis,pouvoir,17
compter,compter,14
sur,sur,81
votre,votre,73
loyauté,loyauté,22
?,?,p
eh,eh,93
bien,bien,60
!,!,p
promettez,promettre,17
moi,moi,51
seulement,seulement,60
de,de,81
lui,lui,51
dire,dire,14
que,que,83
son,son,73
père,père,21
n',ne,60
a,avoir,17
pas,pas,60
un,un,71
jour,jour,21
à,à,81
vivre,vivre,14
",",",",p
et,et,82
l',le,52
a,avoir,17
déjà,déjà,60
maudite,maudire,12
en,en,81
ne,ne,60
la,le,52
voyant,voir,13
pas,pas,60
à,à,81
son,son,73
chevet,chevet,21
/!,/!,P
dites,dire,17
le,le,52
lui,lui,51
vous-même,vous-même,51
",",",",p
répondit,répondre,19
monsieur,monsieur,21
de,de,81
Restaud,Restaud,20
frappé,frappé,31
des,de,81
des,le,71
sentiments,sentiment,21
d',de,81
indignation,indignation,22
que,que,52
trahissait,trahir,18
l',le,71
accent,accent,21
d',de,81
Eugène,Eugène,20
/.,/.,P
Rastignac,Rastignac,20
entra,entrer,19
",",",",p
conduit,conduit,31
par,par,81
le,le,71
comte,comte,21
",",",",p
dans,dans,81
le,le,71
salon,salon,21
où,où,60
se,se,51
tenait,tenir,18
habituellement,habituellement,60
la,le,71
comtesse,comtesse,22
:,:,p
il,il,51
la,le,52
trouva,trouver,19
noyée,noyé,31
de,de,81
larmes,larme,22
",",",",p
et,et,82
plongée,plongé,31
dans,dans,81
une,un,71
bergère,bergère,22
comme,comme,83
une,un,71
femme,femme,22
qui,qui,52
voulait,vouloir,18
mourir,mourir,14
/.,/.,P
elle,il,51
lui,lui,51
fit,faire,19
pitié,pitié,22
/.,/.,P
avant,avant,81
de,de,81
regarder,regarder,14
Rastignac,Rastignac,20
",",",",p
elle,il,51
jeta,jeter,19
sur,sur,81
son,son,73
mari,mari,21
de,de,81
craintifs,craintif,30
regards,regard,21
qui,qui,52
annonçaient,annoncer,18
une,un,71
prostration,prostration,22
complète,complet,30
de,de,81
ses,son,73
forces,force,22
écrasées,écrasé,31
par,par,81
une,un,71
tyrannie,tyrannie,22
morale,moral,30
et,et,82
physique,physique,30
/.,/.,P
le,le,71
comte,comte,21
hocha,hocher,19
la,le,71
tête,tête,22
",",",",p
elle,il,51
se,se,51
crut,croire,19
encouragée,encouragé,31
à,à,81
parler,parler,14
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
j',je,51
ai,avoir,17
tout,tout,52
entendu,entendre,12
/.,/.,P
dites,dire,17
à,à,81
mon,mon,73
père,père,21
que,que,83
s',si,83
il,il,51
connaissait,connaître,18
la,le,71
situation,situation,22
dans,dans,81
laquelle,lequel,52
je,je,51
suis,être,17
",",",",p
il,il,51
me,je,51
pardonnerait,pardonner,16
/.,/.,P
je,je,51
ne,ne,60
comptais,compter,18
pas,pas,60
sur,sur,81
ce,ce,74
supplice,supplice,21
",",",",p
il,il,51
est,être,17
au-dessus,au-dessus,60
de,de,81
mes,mon,73
forces,force,22
",",",",p
monsieur,monsieur,21
",",",",p
mais,mais,82
je,je,51
résisterai,résister,15
jusqu',jusque,81
au,à,81
au,le,71
bout,bout,21
",",",",p
dit,dire,19
elle,il,51
à,à,81
son,son,73
mari,mari,21
/.,/.,P
je,je,51
suis,être,17
mère,mère,22
/.,/.,P
dites,dire,17
à,à,81
mon,mon,73
père,père,21
que,que,52
je,je,51
suis,être,17
irréprochable,irréprochable,30
envers,envers,81
lui,lui,51
",",",",p
malgré,malgré,81
les,le,71
apparences,apparence,22
",",",",p
cria,crier,19
t,t,94
elle,il,51
avec,avec,81
désespoir,désespoir,21
à,à,81
l',le,71
étudiant,étudiant,21
/.,/.,P
Eugène,Eugène,20
salua,saluer,19
les,le,71
deux,deux,72
époux,époux,21
",",",",p
en,en,81
devinant,deviner,13
l',le,71
horrible,horrible,30
crise,crise,22
dans,dans,81
laquelle,lequel,52
était,être,18
la,le,71
femme,femme,22
",",",",p
et,et,82
se,se,51
retira,retirer,19
stupéfait,stupéfait,30
/.,/.,P
le,le,71
ton,ton,21
de,de,81
monsieur,monsieur,21
de,de,81
Restaud,Restaud,20
lui,lui,51
avait,avoir,18
démontré,démontrer,12
l',le,71
inutilité,inutilité,22
de,de,81
sa,son,73
démarche,démarche,22
",",",",p
et,et,82
il,il,51
comprit,comprendre,19
qu',que,83
Anastasie,Anastasie,20
n',ne,60
était,être,18
plus,plus,60
libre,libre,30
/.,/.,P
il,il,51
courut,courir,19
chez,chez,81
madame,madame,22
de,de,81
Nucingen,Nucingen,20
",",",",p
et,et,82
la,le,52
trouva,trouver,19
dans,dans,81
son,son,73
lit,lit,21
/.,/.,P
-,-,p
je,je,51
suis,être,17
souffrante,souffrant,30
",",",",p
mon,mon,73
pauvre,pauvre,30
ami,ami,21
",",",",p
lui,lui,51
dit,dire,19
elle,il,51
/.,/.,P
j',je,51
ai,avoir,17
pris,prendre,12
froid,froid,21
en,en,81
sortant,sortir,13
du,de,81
du,le,71
bal,bal,21
",",",",p
j',je,51
ai,avoir,17
peur,peur,22
d',de,81
avoir,avoir,14
une,un,71
fluxion,fluxion,22
de,de,81
poitrine,poitrine,22
",",",",p
j',je,51
attends,attendre,17
le,le,71
médecin,médecin,21
/…,/…,P
-,-,p
eussiez,avoir,18
vous,vous,51
la,le,71
mort,mort,22
sur,sur,81
les,le,71
lèvres,lèvre,22
",",",",p
lui,lui,51
dit,dire,19
Eugène,Eugène,20
en,en,81
l',le,52
interrompant,interrompre,13
",",",",p
il,il,51
faut,falloir,17
vous,vous,51
traîner,traîner,14
auprès,auprès,60
de,de,81
votre,votre,73
père,père,21
/.,/.,P
il,il,51
vous,vous,51
appelle,appeler,17
!,!,p
si,si,83
vous,vous,51
pouviez,pouvoir,17
entendre,entendre,14
le,le,71
plus,plus,60
léger,léger,30
de,de,81
ses,son,73
cris,cri,21
",",",",p
vous,vous,51
