11581
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-troisième extrait>,<>,<>
d',de,81
une,un,71
rêverie,rêverie,22
que,que,83
le,le,71
Napolitain,Napolitain,20
respecta,respecter,19
/.,/.,P
-,-,p
sur,sur,81
l',le,71
honneur,honneur,21
",",",",p
je,je,51
le,le,52
pense,penser,17
/.,/.,P
-,-,p
oh,oh,93
!,!,p
alors,alors,60
ce,ce,52
serait,être,16
donc,donc,82
vrai,vrai,30
!,!,p
dit,dire,17
Paul,Paul,20
à,à,81
demi-voix,demi-voix,22
:,:,p
je,je,51
suis,être,17
donc,donc,82
un,un,71
assassin,assassin,21
",",",",p
un,un,71
démon,démon,21
",",",",p
un,un,71
vampire,vampire,21
!,!,p
je,je,51
tue,tuer,17
cet,ce,74
être,être,21
céleste,céleste,30
",",",",p
je,je,51
désespère,désespérer,17
ce,ce,74
vieillard,vieillard,21
/!,/!,P
“,“,p
et,et,82
il,il,51
fut,être,19
sur,sur,81
le,le,71
point,point,21
de,de,81
promettre,promettre,14
au,à,81
au,le,71
comte,comte,21
de,de,81
ne,ne,60
pas,pas,60
revoir,revoir,14
Alicia,Alicia,20
;,;,p
mais,mais,82
le,le,71
respect,respect,21
humain,humain,30
et,et,82
la,le,71
jalousie,jalousie,22
qui,qui,52
s',se,51
éveillaient,éveiller,18
dans,dans,81
son,son,73
coeur,coeur,21
retinrent,retenir,19
ses,son,73
paroles,parole,22
sur,sur,81
ses,son,73
lèvres,lèvre,22
/.,/.,P
“,“,p
comte,comte,21
",",",",p
je,je,51
ne,ne,60
vous,vous,51
cache,cacher,17
point,point,60
que,que,83
je,je,51
vais,aller,17
de,de,81
ce,ce,74
pas,pas,21
chez,chez,81
miss,miss,22
Ward,Ward,20
/.,/.,P
-,-,p
je,je,51
ne,ne,60
vous,vous,51
prendrai,prendre,15
pas,pas,60
au,à,81
au,le,71
collet,collet,21
pour,pour,81
vous,vous,51
en,en,52
empêcher,empêcher,14
;,;,p
vous,vous,51
m',je,51
avez,avoir,17
tout,tout,60
à,à,81
l',le,71
heure,heure,22
épargné,épargner,12
les,le,71
voies,voie,22
de,de,81
fait,fait,21
",",",",p
j',je,51
en,en,52
suis,être,17
reconnaissant,reconnaissant,30
;,;,p
mais,mais,82
je,je,51
serai,être,16
charmé,charmer,12
de,de,81
vous,vous,51
voir,voir,14
demain,demain,60
",",",",p
à,à,81
six,six,72
heures,heure,22
",",",",p
dans,dans,81
les,le,71
ruines,ruine,22
de,de,81
Pompeï,Pompeï,20
",",",",p
à,à,81
la,le,71
salle,salle,22
des,de,81
des,le,71
thermes,thermes,21
",",",",p
par,par,81
exemple,exemple,21
;,;,p
on,on,51
y,y,52
est,être,17
fort,fort,60
bien,bien,60
/.,/.,P
quelle,quel,75
arme,arme,22
préférez,préférer,17
vous,vous,51
/?,/?,P
vous,vous,51
êtes,être,17
l',le,71
offensé,offensé,21
:,:,p
épée,épée,22
",",",",p
sabre,sabre,21
ou,ou,82
pistolet,pistolet,21
/?,/?,P
-,-,p
nous,nous,51
nous,nous,51
battrons,battre,15
au,à,81
au,le,71
couteau,couteau,21
et,et,82
les,le,71
yeux,oeil,21
bandés,bandé,31
",",",",p
séparés,séparé,31
par,par,81
un,un,71
mouchoir,mouchoir,21
dont,dont,52
nous,nous,51
tiendrons,tenir,15
chacun,chacun,52
un,un,71
bout,bout,21
/.,/.,P
il,il,51
faut,falloir,17
égaliser,égaliser,14
les,le,71
chances,chance,22
:,:,p
je,je,51
suis,être,17
jettatore,jettatore,92
;,;,p
je,je,51
n',ne,60
aurais,avoir,16
qu',que,83
à,à,81
vous,vous,51
tuer,tuer,14
en,en,81
vous,vous,51
regardant,regarder,13
",",",",p
monsieur,monsieur,21
le,le,71
comte,comte,21
/!,/!,P
“,“,p
Paul,Paul,20
d',de,81
Aspremont,Aspremont,20
partit,partir,19
d',de,81
un,un,71
éclat,éclat,21
de,de,81
rire,rire,21
strident,strident,30
",",",",p
poussa,pousser,19
une,un,71
porte,porte,22
et,et,82
disparut,disparaître,19
/.,/.,P
<XII>,<>,<>
Alicia,Alicia,20
s',se,51
était,être,18
établie,établir,12
dans,dans,81
une,un,71
salle,salle,22
basse,bas,30
de,de,81
la,le,71
maison,maison,22
",",",",p
dont,dont,52
les,le,71
murs,mur,21
étaient,être,18
ornés,orner,12
de,de,81
ces,ce,74
paysages,paysage,21
à,à,81
fresques,fresque,22
qui,qui,52
",",",",p
en,en,81
Italie,Italie,20
",",",",p
remplacent,remplacer,17
les,le,71
papiers,papier,21
/.,/.,P
des,de,81
des,le,71
nattes,natte,22
de,de,81
paille,paille,22
de,de,81
Manille,Manille,20
couvraient,couvrir,18
le,le,71
plancher,plancher,21
/.,/.,P
une,un,71
table,table,22
sur,sur,81
laquelle,lequel,52
était,être,18
jeté,jeter,12
un,un,71
bout,bout,21
de,de,81
tapis,tapis,21
turc,turc,30
et,et,82
que,que,83
jonchaient,joncher,18
les,le,71
poésies,poésie,22
de,de,81
Coleridge,Coleridge,20
",",",",p
de,de,81
Shelley,Shelley,20
",",",",p
de,de,81
Tennyson,Tennyson,20
et,et,82
de,de,81
Longfellow,Longfellow,20
",",",",p
un,un,71
miroir,miroir,21
à,à,81
cadre,cadre,21
antique,antique,30
et,et,82
quelques,quelque,75
chaises,chaise,22
de,de,81
canne,canne,22
composaient,composer,18
tout,tout,75
l',le,71
ameublement,ameublement,21
;,;,p
des,de,81
des,le,71
stores,store,21
de,de,81
jonc,jonc,21
de,de,81
la,le,71
Chine,Chine,20
historiés,historié,31
de,de,81
pagodes,pagode,22
",",",",p
de,de,81
rochers,rocher,21
",",",",p
de,de,81
saules,saule,21
",",",",p
de,de,81
grues,grue,22
et,et,82
de,de,81
dragons,dragon,21
",",",",p
ajustés,ajusté,31
aux,à,81
aux,le,71
ouvertures,ouverture,22
et,et,82
relevés,relevé,21
à,à,81
demi,demi,30
",",",",p
tamisaient,tamiser,18
une,un,71
lumière,lumière,22
douce,doux,30
;,;,p
une,un,71
branche,branche,22
d',de,81
oranger,oranger,21
",",",",p
toute,tout,60
chargée,chargé,31
de,de,81
fleurs,fleur,22
que,que,52
les,le,71
fruits,fruit,21
",",",",p
en,en,81
se,se,51
nouant,nouer,13
",",",",p
faisaient,faire,18
tomber,tomber,14
",",",",p
pénétrait,pénétrer,18
familièrement,familièrement,60
dans,dans,81
la,le,71
chambre,chambre,22
et,et,82
s',se,51
étendait,étendre,18
comme,comme,83
une,un,71
guirlande,guirlande,22
au-dessus,au-dessus,60
de,de,81
la,le,71
tête,tête,22
d',de,81
Alicia,Alicia,20
",",",",p
en,en,81
secouant,secouer,13
sur,sur,81
elle,il,51
sa,son,73
neige,neige,22
parfumée,parfumé,31
/.,/.,P
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
toujours,toujours,60
un,un,71
peu,peu,60
souffrante,souffrant,30
",",",",p
était,être,18
couchée,coucher,12
sur,sur,81
un,un,71
étroit,étroit,30
canapé,canapé,21
près,près,81
de,de,81
la,le,71
fenêtre,fenêtre,22
;,;,p
deux,deux,72
ou,ou,82
trois,trois,72
coussins,coussin,21
du,de,81
du,le,71
Maroc,Maroc,20
la,le,52
soulevaient,soulever,18
à,à,81
demi,demi,30
;,;,p
la,le,71
couverture,couverture,22
vénitienne,vénitien,30
enveloppait,envelopper,18
chastement,chastement,60
ses,son,73
pieds,pied,21
;,;,p
arrangée,arranger,12
ainsi,ainsi,60
",",",",p
elle,il,51
pouvait,pouvoir,18
recevoir,recevoir,14
Paul,Paul,20
sans,sans,81
enfreindre,enfreindre,14
les,le,71
lois,loi,22
de,de,81
la,le,71
pudeur,pudeur,22
anglaise,anglais,30
/.,/.,P
le,le,71
livre,livre,21
commencé,commencé,31
avait,avoir,18
glissé,glisser,12
à,à,81
terre,terre,22
de,de,81
la,le,71
main,main,22
distraite,distrait,31
d',de,81
Alicia,Alicia,20
;,;,p
ses,son,73
prunelles,prunelle,22
nageaient,nager,18
vaguement,vaguement,60
sous,sous,81
leurs,leur,73
longs,long,30
cils,cil,21
et,et,82
semblaient,sembler,18
regarder,regarder,14
au-delà,au-delà,60
du,de,81
du,le,71
monde,monde,21
;,;,p
elle,il,51
éprouvait,éprouver,18
cette,ce,74
lassitude,lassitude,22
presque,presque,60
voluptueuse,voluptueux,30
qui,qui,52
suit,suivre,17
les,le,71
accès,accès,21
de,de,81
fièvre,fièvre,22
",",",",p
et,et,82
toute,tout,75
son,son,73
occupation,occupation,22
était,être,18
de,de,81
mâcher,mâcher,14
les,le,71
fleurs,fleur,22
de,de,81
l',le,71
oranger,oranger,21
qu',que,52
elle,il,51
ramassait,ramasser,18
sur,sur,81
sa,son,73
couverture,couverture,22
et,et,82
dont,dont,52
le,le,71
parfum,parfum,21
amer,amer,30
lui,lui,51
plaisait,plaire,18
/.,/.,P
n',ne,60
y,y,52
a,avoir,17
t,t,94
il,il,51
pas,pas,60
une,un,71
Vénus,Vénus,20
mâchant,mâcher,13
des,de,81
des,le,71
roses,rose,21
",",",",p
du,de,81
du,le,71
Schiavone,Schiavone,20
/?,/?,P
quel,quel,75
gracieux,gracieux,30
pendant,pendant,81
un,un,71
artiste,artiste,21
moderne,moderne,30
eût,avoir,19
pu,pouvoir,12
faire,faire,14
au,à,81
au,le,71
tableau,tableau,21
du,de,81
du,le,71
vieux,vieux,30
Vénitien,Vénitien,20
en,en,81
représentant,représenter,13
Alicia,Alicia,20
mordillant,mordiller,13
des,de,81
des,le,71
fleurs,fleur,22
d',de,81
oranger,oranger,21
/!,/!,P
elle,il,51
pensait,penser,18
à,à,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
et,et,82
se,se,51
demandait,demander,18
si,si,83
vraiment,vraiment,60
elle,il,51
vivrait,vivre,16
assez,assez,60
pour,pour,81
être,être,14
sa,son,73
femme,femme,22
;,;,p
non,non,60
qu',que,83
elle,il,51
ajoutât,ajouter,18
foi,foi,22
à,à,81
l',le,71
influence,influence,22
de,de,81
la,le,71
jettature,jettature,92
",",",",p
mais,mais,82
elle,il,51
se,se,51
sentait,sentir,18
envahie,envahi,31
malgré,malgré,81
elle,il,51
de,de,81
pressentiments,pressentiment,21
funèbres,funèbre,30
:,:,p
la,le,71
nuit,nuit,22
même,même,30
",",",",p
elle,il,51
avait,avoir,18
fait,faire,12
un,un,71
rêve,rêve,21
dont,dont,52
l',le,71
impression,impression,22
ne,ne,60
s',se,51
était,être,18
pas,pas,60
dissipée,dissiper,12
au,à,81
au,le,71
réveil,réveil,21
/.,/.,P
dans,dans,81
son,son,73
rêve,rêve,21
",",",",p
elle,il,51
était,être,18
couchée,coucher,12
",",",",p
mais,mais,82
éveillée,éveiller,12
",",",",p
et,et,82
dirigeait,diriger,18
ses,son,73
yeux,oeil,21
vers,vers,81
la,le,71
porte,porte,22
de,de,81
sa,son,73
chambre,chambre,22
",",",",p
pressentant,pressentir,13
que,que,83
quelqu'un,quelqu'un,52
allait,aller,18
apparaître,apparaître,14
/.,/.,P
-,-,p
après,après,81
deux,deux,72
ou,ou,82
trois,trois,72
minutes,minute,22
d',de,81
attente,attente,22
anxieuse,anxieux,30
",",",",p
elle,il,51
avait,avoir,18
vu,voir,12
se,se,51
dessiner,dessiner,14
sur,sur,81
le,le,71
fond,fond,21
sombre,sombre,30
qu',que,52
encadrait,encadrer,18
le,le,71
chambranle,chambranle,21
de,de,81
la,le,71
porte,porte,22
une,un,71
forme,forme,22
svelte,svelte,30
et,et,82
blanche,blanc,30
",",",",p
qui,qui,52
",",",",p
d'abord,d'abord,60
transparente,transparent,30
et,et,82
laissant,laisser,13
",",",",p
comme,comme,83
un,un,71
léger,léger,30
brouillard,brouillard,21
",",",",p
apercevoir,apercevoir,14
les,le,71
objets,objet,21
à,à,81
travers,travers,21
elle,il,51
",",",",p
avait,avoir,18
pris,prendre,12
plus,plus,60
de,de,81
consistance,consistance,22
en,en,81
avançant,avancer,13
vers,vers,81
le,le,71
lit,lit,21
/.,/.,P
l',le,71
ombre,ombre,22
était,être,18
vêtue,vêtir,12
d',de,81
une,un,71
robe,robe,22
de,de,81
mousseline,mousseline,22
dont,dont,52
les,le,71
plis,pli,21
traînaient,traîner,18
à,à,81
terre,terre,22
;,;,p
de,de,81
longues,long,30
spirales,spirale,22
de,de,81
cheveux,cheveu,21
noirs,noir,30
",",",",p
à,à,81
moitié,moitié,22
détordues,détordu,31
",",",",p
pleuraient,pleurer,18
le,le,71
long,long,21
de,de,81
son,son,73
visage,visage,21
pâle,pâle,30
",",",",p
marqué,marqué,31
de,de,81
deux,deux,72
petites,petit,30
taches,tache,22
roses,rose,30
aux,à,81
aux,le,71
pommettes,pommette,22
;,;,p
la,le,71
chair,chair,22
du,de,81
du,le,71
col,col,21
et,et,82
de,de,81
la,le,71
poitrine,poitrine,22
était,être,18
si,si,60
blanche,blanc,30
qu',que,83
elle,il,51
se,se,51
confondait,confondre,18
avec,avec,81
la,le,71
robe,robe,22
",",",",p
et,et,82
qu',que,52
on,on,51
n',ne,60
eût,avoir,19
pu,pouvoir,12
dire,dire,14
où,où,60
finissait,finir,18
la,le,71
peau,peau,22
et,et,82
où,où,60
commençait,commencer,18
l',le,71
étoffe,étoffe,22
;,;,p
un,un,71
imperceptible,imperceptible,30
jaseron,jaseron,21
de,de,81
Venise,Venise,20
cerclait,cercler,18
le,le,71
col,col,21
mince,mince,30
d',de,81
une,un,71
étroite,étroit,30
ligne,ligne,22
d',de,81
or,or,21
;,;,p
la,le,71
main,main,22
fluette,fluet,30
et,et,82
veinée,veiné,31
de,de,81
bleu,bleu,21
tenait,tenir,18
une,un,71
fleur,fleur,22
-,-,p
une,un,71
rose,rose,30
thé,thé,21
-,-,p
dont,dont,52
les,le,71
pétales,pétale,21
se,se,51
détachaient,détacher,18
et,et,82
tombaient,tomber,18
à,à,81
terre,terre,22
comme,comme,83
des,de,81
des,le,71
larmes,larme,22
/.,/.,P
Alicia,Alicia,20
ne,ne,60
connaissait,connaître,18
pas,pas,60
sa,son,73
mère,mère,22
",",",",p
morte,morte,22
un,un,71
an,an,21
après,après,81
lui,lui,51
avoir,avoir,14
donné,donner,12
le,le,71
jour,jour,21
;,;,p
mais,mais,82
bien,bien,60
souvent,souvent,60
elle,il,51
s',se,51
était,être,18
tenue,tenir,12
en,en,81
contemplation,contemplation,22
devant,devant,81
une,un,71
miniature,miniature,22
dont,dont,52
les,le,71
couleurs,couleur,22
presque,presque,60
évanouies,évanoui,31
",",",",p
montrant,montrer,13
le,le,71
ton,ton,21
jaune,jaune,30
d',de,81
ivoire,ivoire,21
",",",",p
et,et,82
pâles,pâle,30
comme,comme,83
le,le,71
souvenir,souvenir,21
des,de,81
des,le,71
morts,mort,21
",",",",p
faisaient,faire,18
songer,songer,14
au,à,81
au,le,71
portrait,portrait,21
d',de,81
une,un,71
ombre,ombre,22
plutôt,plutôt,60
qu',que,83
à,à,81
celui,celui,52
d',de,81
une,un,71
vivante,vivant,30
",",",",p
et,et,82
elle,il,51
comprit,comprendre,19
que,que,83
cette,ce,74
femme,femme,22
qui,qui,52
entrait,entrer,18
ainsi,ainsi,60
dans,dans,81
la,le,71
chambre,chambre,22
était,être,18
Nancy,Nancy,20
Ward,Ward,20
",",",",p
-,-,p
sa,son,73
mère,mère,22
/.,/.,P
-,-,p
la,le,71
robe,robe,22
blanche,blanc,30
",",",",p
le,le,71
jaseron,jaseron,21
",",",",p
la,le,71
fleur,fleur,22
à,à,81
la,le,71
main,main,22
",",",",p
les,le,71
cheveux,cheveu,21
noirs,noir,30
",",",",p
les,le,71
joues,joue,22
marbrées,marbré,31
de,de,81
rose,rose,21
",",",",p
rien,rien,52
n',ne,60
y,y,52
manquait,manquer,18
",",",",p
-,-,p
c',ce,52
est,être,17
bien,bien,60
la,le,71
miniature,miniature,22
agrandie,agrandi,31
",",",",p
développée,développé,31
",",",",p
se,se,51
mouvant,mouvoir,13
avec,avec,81
toute,tout,75
la,le,71
réalité,réalité,22
du,de,81
du,le,71
rêve,rêve,21
/.,/.,P
une,un,71
tendresse,tendresse,22
mêlée,mêlé,31
de,de,81
terreur,terreur,22
faisait,faire,18
palpiter,palpiter,14
le,le,71
sein,sein,21
d',de,81
Alicia,Alicia,20
/.,/.,P
elle,il,51
voulait,vouloir,18
tendre,tendre,14
ses,son,73
bras,bras,21
à,à,81
l',le,71
ombre,ombre,22
",",",",p
mais,mais,82
ses,son,73
bras,bras,21
",",",",p
lourds,lourd,30
comme,comme,83
du,de,81
du,le,71
marbre,marbre,21
",",",",p
ne,ne,60
pouvaient,pouvoir,18
se,se,51
détacher,détacher,14
de,de,81
la,le,71
couche,couche,22
sur,sur,81
laquelle,lequel,52
ils,ils,51
reposaient,reposer,18
/.,/.,P
elle,il,51
essayait,essayer,18
de,de,81
parler,parler,14
",",",",p
mais,mais,82
sa,son,73
langue,langue,22
ne,ne,60
bégayait,bégayer,18
que,que,83
des,de,81
des,le,71
syllabes,syllabe,22
confuses,confus,30
/.,/.,P
Nancy,Nancy,20
",",",",p
après,après,81
avoir,avoir,14
posé,poser,12
la,le,71
rose,rose,30
thé,thé,21
sur,sur,81
le,le,71
guéridon,guéridon,21
",",",",p
s',se,51
agenouilla,agenouiller,19
près,près,81
du,de,81
du,le,71
lit,lit,21
et,et,82
mit,mettre,19
sa,son,73
tête,tête,22
contre,contre,81
la,le,71
poitrine,poitrine,22
d',de,81
Alicia,Alicia,20
",",",",p
écoutant,écouter,13
le,le,71
souffle,souffle,21
des,de,81
des,le,71
poumons,poumon,21
",",",",p
comptant,compter,13
les,le,71
battements,battement,21
du,de,81
du,le,71
coeur,coeur,21
;,;,p
la,le,71
joue,joue,22
froide,froid,30
de,de,81
l',le,71
ombre,ombre,22
causait,causer,18
à,à,81
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
épouvantée,épouvanté,31
de,de,81
cette,ce,74
auscultation,auscultation,22
silencieuse,silencieux,30
",",",",p
la,le,71
sensation,sensation,22
d',de,81
un,un,71
morceau,morceau,21
de,de,81
glace,glace,22
/.,/.,P
l',le,71
apparition,apparition,22
se,se,51
releva,relever,19
",",",",p
jeta,jeter,19
un,un,71
regard,regard,21
douloureux,douloureux,30
sur,sur,81
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
et,et,82
",",",",p
comptant,compter,13
les,le,71
feuilles,feuille,22
de,de,81
la,le,71
rose,rose,22
dont,dont,52
quelques,quelque,75
pétales,pétale,21
encore,encore,60
s',se,51
étaient,être,18
séparés,séparer,12
",",",",p
elle,il,51
dit,dire,17
:,:,p
“,“,p
il,il,51
n',ne,60
y,y,52
en,en,52
a,avoir,17
plus,plus,60
qu',que,83
une,un,52
/.,/.,P
“,“,p
puis,puis,60
le,le,71
sommeil,sommeil,21
avait,avoir,18
interposé,interposer,12
sa,son,73
gaze,gaze,22
noire,noir,30
entre,entre,81
l',le,71
ombre,ombre,22
et,et,82
la,le,71
dormeuse,dormeuse,22
",",",",p
et,et,82
tout,tout,52
s',se,51
était,être,18
confondu,confondre,12
dans,dans,81
la,le,71
nuit,nuit,22
/.,/.,P
l',le,71
âme,âme,22
de,de,81
sa,son,73
mère,mère,22
venait,venir,18
elle,il,51
l',le,52
avertir,avertir,14
et,et,82
la,le,52
chercher,chercher,14
/?,/?,P
que,que,52
signifiait,signifier,18
cette,ce,74
phrase,phrase,22
mystérieuse,mystérieux,30
tombée,tombé,31
de,de,81
la,le,71
bouche,bouche,22
de,de,81
l',le,71
ombre,ombre,22
:,:,p
-,-,p
“,“,p
il,il,51
n',ne,60
y,y,52
en,en,52
a,avoir,17
plus,plus,60
qu',que,83
une,un,52
/?,/?,P
“,“,p
cette,ce,74
pâle,pâle,30
rose,rose,22
effeuillée,effeuillé,31
était,être,18
elle,il,51
le,le,71
symbole,symbole,21
de,de,81
sa,son,73
vie,vie,22
/?,/?,P
ce,ce,74
rêve,rêve,21
étrange,étrange,30
avec,avec,81
ses,son,73
terreurs,terreur,22
gracieuses,gracieux,30
et,et,82
son,son,73
charme,charme,21
effrayant,effrayant,30
",",",",p
ce,ce,74
spectre,spectre,21
charmant,charmant,30
drapé,drapé,31
de,de,81
mousseline,mousseline,22
et,et,82
comptant,compter,13
des,de,81
des,le,71
pétales,pétale,21
de,de,81
fleurs,fleur,22
préoccupaient,préoccuper,18
l',le,71
imagination,imagination,22
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
un,un,71
nuage,nuage,21
de,de,81
mélancolie,mélancolie,22
flottait,flotter,18
sur,sur,81
son,son,73
beau,beau,30
front,front,21
",",",",p
et,et,82
d',de,81
indéfinissables,indéfinissable,30
pressentiments,pressentiment,21
l',le,52
effleuraient,effleurer,18
de,de,81
leurs,leur,73
ailes,aile,22
noires,noir,30
/.,/.,P
cette,ce,74
branche,branche,22
d',de,81
oranger,oranger,21
qui,qui,52
secouait,secouer,18
sur,sur,81
elle,il,51
ses,son,73
fleurs,fleur,22
n',ne,60
avait,avoir,18
elle,il,51
pas,pas,60
aussi,aussi,60
un,un,71
sens,sens,21
funèbre,funèbre,30
?,?,p
les,le,71
petites,petit,30
étoiles,étoile,22
virginales,virginal,30
ne,ne,60
devaient,devoir,18
donc,donc,82
pas,pas,60
s',se,51
épanouir,épanouir,14
sous,sous,81
son,son,73
voile,voile,21
de,de,81
mariée,mariée,22
/?,/?,P
attristée,attristé,31
et,et,82
pensive,pensif,30
",",",",p
Alicia,Alicia,20
retira,retirer,19
de,de,81
ses,son,73
lèvres,lèvre,22
la,le,71
fleur,fleur,22
qu',que,52
elle,il,51
mordait,mordre,18
;,;,p
la,le,71
fleur,fleur,22
était,être,18
jaune,jaune,30
et,et,82
flétrie,flétrir,12
déjà,déjà,60
/…,/…,P
l',le,71
heure,heure,22
de,de,81
la,le,71
visite,visite,22
de,de,81
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
approchait,approcher,18
/.,/.,P
miss,miss,22
Ward,Ward,20
fit,faire,19
un,un,71
effort,effort,21
sur,sur,81
elle-même,lui-même,51
",",",",p
rasséréna,rasséréner,19
son,son,73
visage,visage,21
",",",",p
tourna,tourner,19
du,de,81
du,le,71
doigt,doigt,21
les,le,71
boucles,boucle,22
de,de,81
ses,son,73
cheveux,cheveu,21
",",",",p
rajusta,rajuster,19
les,le,71
plis,pli,21
froissés,froissé,31
de,de,81
son,son,73
écharpe,écharpe,22
de,de,81
gaze,gaze,22
",",",",p
et,et,82
reprit,reprendre,19
en,en,81
main,main,22
son,son,73
livre,livre,21
pour,pour,81
se,se,51
donner,donner,14
une,un,71
contenance,contenance,22
/.,/.,P
Paul,Paul,20
entra,entrer,19
",",",",p
et,et,82
miss,miss,22
Ward,Ward,20
le,le,52
reçut,recevoir,19
d',de,81
un,un,71
air,air,21
enjoué,enjoué,30
",",",",p
ne,ne,60
voulant,vouloir,13
pas,pas,60
qu',que,83
il,il,51
s',se,51
alarmât,alarmer,18
de,de,81
la,le,52
trouver,trouver,14
couchée,couché,31
",",",",p
car,car,82
il,il,51
n',ne,60
eût,avoir,19
pas,pas,60
manqué,manquer,12
de,de,81
se,se,51
croire,croire,14
la,le,71
cause,cause,22
de,de,81
sa,son,73
maladie,maladie,22
/.,/.,P
la,le,71
scène,scène,22
qu',que,52
il,il,51
venait,venir,18
d',de,81
avoir,avoir,14
avec,avec,81
le,le,71
comte,comte,21
Altavilla,Altavilla,20
donnait,donner,18
à,à,81
Paul,Paul,20
une,un,71
physionomie,physionomie,22
irritée,irrité,31
et,et,82
farouche,farouche,30
qui,qui,52
fit,faire,19
faire,faire,14
à,à,81
Vicè,Vicè,20
le,le,71
signe,signe,21
conjurateur,conjurateur,30
",",",",p
mais,mais,82
le,le,71
sourire,sourire,21
affectueux,affectueux,30
d',de,81
Alicia,Alicia,20
eut,avoir,19
bientôt,bientôt,60
dissipé,dissiper,12
le,le,71
nuage,nuage,21
/.,/.,P
“,“,p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
malade,malade,30
sérieusement,sérieusement,60
",",",",p
je,je,51
l',le,52
espère,espérer,17
",",",",p
dit,dire,19
il,il,51
à,à,81
miss,miss,22
Ward,Ward,20
en,en,81
s',se,51
asseyant,asseoir,13
près,près,81
d',de,81
elle,il,51
/.,/.,P
-,-,p
oh,oh,93
!,!,p
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
",",",",p
un,un,71
peu,peu,60
de,de,81
fatigue,fatigue,22
seulement,seulement,60
:,:,p
il,il,51
a,avoir,17
fait,faire,12
siroco,siroco,92
hier,hier,60
",",",",p
et,et,82
ce,ce,74
vent,vent,21
d',de,81
Afrique,Afrique,20
m',je,51
accable,accabler,17
:,:,p
mais,mais,82
vous,vous,51
verrez,voir,15
comme,comme,83
je,je,51
me,je,51
porterai,porter,15
bien,bien,60
dans,dans,81
notre,notre,73
cottage,cottage,21
du,de,81
du,le,71
Lincolnshire,Lincolnshire,20
/!,/!,P
maintenant,maintenant,60
que,que,83
je,je,51
suis,être,17
forte,fort,30
",",",",p
nous,nous,51
ramerons,ramer,15
chacun,chacun,52
notre,notre,73
tour,tour,21
sur,sur,81
l',le,71
étang,étang,21
/!,/!,P
“,“,p
en,en,81
disant,dire,13
ces,ce,74
mots,mot,21
",",",",p
elle,il,51
ne,ne,60
put,pouvoir,19
comprimer,comprimer,14
tout,tout,60
à,à,81
fait,fait,21
une,un,71
petite,petit,30
toux,toux,22
convulsive,convulsif,30
/.,/.,P
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
pâlit,pâlir,19
et,et,82
détourna,détourner,19
les,le,71
yeux,oeil,21
/.,/.,P
le,le,71
silence,silence,21
régna,régner,19
quelques,quelque,75
minutes,minute,22
dans,dans,81
la,le,71
chambre,chambre,22
/.,/.,P
“,“,p
Paul,Paul,20
",",",",p
je,je,51
ne,ne,60
vous,vous,51
ai,avoir,17
jamais,jamais,60
rien,rien,52
donné,donner,12
",",",",p
reprit,reprendre,19
Alicia,Alicia,20
en,en,81
ôtant,ôter,13
de,de,81
son,son,73
doigt,doigt,21
déjà,déjà,60
maigri,maigri,31
une,un,71
bague,bague,22
d',de,81
or,or,21
toute,tout,60
simple,simple,30
;,;,p
prenez,prendre,17
cet,ce,74
anneau,anneau,21
",",",",p
et,et,82
portez,porter,17
le,le,52
en,en,81
souvenir,souvenir,21
de,de,81
moi,moi,51
;,;,p
vous,vous,51
pourrez,pouvoir,15
peut-être,peut-être,60
le,le,52
mettre,mettre,14
",",",",p
car,car,82
vous,vous,51
avez,avoir,17
une,un,71
main,main,22
de,de,81
femme,femme,22
;,;,p
-,-,p
adieu,adieu,21
!,!,p
je,je,51
me,je,51
sens,sentir,17
lasse,las,30
et,et,82
je,je,51
voudrais,vouloir,16
essayer,essayer,14
de,de,81
dormir,dormir,14
;,;,p
venez,venir,17
me,je,51
voir,voir,14
demain,demain,60
/.,/.,P
“,“,p
Paul,Paul,20
se,se,51
retira,retirer,19
navré,navré,31
;,;,p
les,le,71
efforts,effort,21
d',de,81
Alicia,Alicia,20
pour,pour,81
cacher,cacher,14
sa,son,73
souffrance,souffrance,22
avaient,avoir,18
été,être,12
inutiles,inutile,30
;,;,p
il,il,51
aimait,aimer,18
éperdument,éperdument,60
miss,miss,21
Ward,Ward,20
",",",",p
et,et,82
il,il,51
la,le,52
tuait,tuer,18
!,!,p
cette,ce,74
bague,bague,22
qu',que,52
elle,il,51
venait,venir,18
de,de,81
lui,lui,51
donner,donner,14
",",",",p
n',ne,60
était,être,18
ce,ce,52
pas,pas,60
un,un,71
anneau,anneau,21
de,de,81
fiançailles,fiançaille,22
pour,pour,81
l',le,71
autre,autre,75
vie,vie,22
/?,/?,P
il,il,51
errait,errer,18
sur,sur,81
le,le,71
rivage,rivage,21
