11697
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-septième extrait>,<>,<>
vite,vite,60
d',de,81
ailleurs,ailleurs,60
",",",",p
et,et,82
",",",",p
raisonnant,raisonner,13
avec,avec,81
candeur,candeur,22
",",",",p
jugeait,juger,18
tout,tout,60
simple,simple,30
de,de,81
prendre,prendre,14
pour,pour,81
mari,mari,21
ce,ce,74
beau,beau,30
garçon,garçon,21
qui,qui,52
lui,lui,51
donnerait,donner,16
",",",",p
entre,entre,81
autres,autre,75
satisfactions,satisfaction,22
",",",",p
celle,celui,52
qu',que,52
elle,il,51
préférait,préférer,18
à,à,81
toutes,tout,52
de,de,81
galoper,galoper,14
chaque,chaque,75
matin,matin,21
à,à,81
côté,côté,21
de,de,81
lui,lui,51
",",",",p
sur,sur,81
un,un,71
pur-sang,pur-sang,21
/.,/.,P
ils,ils,51
se,se,51
trouvèrent,trouver,19
fiancés,fiancé,31
un,un,71
jour,jour,21
",",",",p
tout,tout,60
naturellement,naturellement,60
",",",",p
après,après,81
une,un,71
poignée,poignée,22
de,de,81
main,main,22
et,et,82
un,un,71
sourire,sourire,21
",",",",p
et,et,82
on,on,51
parla,parler,19
de,de,81
ce,ce,74
mariage,mariage,21
comme,comme,83
d',de,81
une,un,71
chose,chose,22
depuis,depuis,81
longtemps,longtemps,60
décidée,décidé,31
/.,/.,P
alors,alors,60
le,le,71
marquis,marquis,21
commença,commencer,19
à,à,81
apporter,apporter,14
des,de,81
des,le,71
cadeaux,cadeau,21
/.,/.,P
la,le,71
duchesse,duchesse,22
traitait,traiter,18
Annette,Annette,20
comme,comme,83
sa,son,73
propre,propre,30
fille,fille,22
/.,/.,P
donc,donc,82
toute,tout,75
cette,ce,74
affaire,affaire,22
avait,avoir,18
été,être,12
chauffée,chauffer,12
par,par,81
un,un,71
accord,accord,21
commun,commun,30
sur,sur,81
un,un,71
petit,petit,30
feu,feu,21
d',de,81
intimité,intimité,22
",",",",p
pendant,pendant,81
les,le,71
heures,heure,22
calmes,calme,30
du,de,81
du,le,71
jour,jour,21
",",",",p
et,et,82
le,le,71
marquis,marquis,21
",",",",p
ayant,avoir,13
en,en,81
outre,outre,81
beaucoup,beaucoup,60
d',de,81
autres,autre,75
occupations,occupation,22
",",",",p
de,de,81
relations,relation,22
",",",",p
de,de,81
servitudes,servitude,22
et,et,82
de,de,81
devoirs,devoir,21
",",",",p
venait,venir,18
rarement,rarement,60
dans,dans,81
la,le,71
soirée,soirée,22
/.,/.,P
c',ce,52
était,être,18
le,le,71
tour,tour,21
d',de,81
Olivier,Olivier,20
/.,/.,P
il,il,51
dînait,dîner,18
régulièrement,régulièrement,60
chaque,chaque,75
semaine,semaine,22
chez,chez,81
ses,son,73
amis,ami,21
",",",",p
et,et,82
continuait,continuer,18
aussi,aussi,60
à,à,81
apparaître,apparaître,14
à l'improviste,à l'improviste,60
pour,pour,81
leur,leur,52
demander,demander,14
une,un,71
tasse,tasse,22
de,de,81
thé,thé,21
entre,entre,81
dix,dix,72
heures,heure,22
et,et,82
minuit,minuit,21
/.,/.,P
dès,dès,81
son,son,73
entrée,entrée,22
",",",",p
la,le,71
comtesse,comtesse,22
l',le,52
épiait,épier,18
",",",",p
mordue,mordu,22
par,par,81
le,le,71
désir,désir,21
de,de,81
savoir,savoir,14
ce,ce,52
qui,qui,52
se,se,51
passait,passer,18
dans,dans,81
son,son,73
coeur,coeur,21
/.,/.,P
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
un,un,71
regard,regard,21
",",",",p
pas,pas,60
un,un,71
geste,geste,21
qu',que,52
elle,il,51
n',ne,60
interprétât,interpréter,18
aussitôt,aussitôt,60
",",",",p
et,et,82
elle,il,51
était,être,18
torturée,torturer,12
par,par,81
cette,ce,74
pensée,pensée,22
:,:,p
“,“,p
il,il,51
est,être,17
impossible,impossible,30
qu',que,83
il,il,51
ne,ne,60
l',le,52
aime,aimer,17
pas,pas,60
en,en,81
nous,nous,51
voyant,voir,13
l',le,71
une,un,52
auprès,auprès,60
de,de,81
l',le,71
autre,autre,52
/.,/.,P
“,“,p
lui,lui,51
aussi,aussi,60
",",",",p
il,il,51
apportait,apporter,18
des,de,81
des,le,71
cadeaux,cadeau,21
/.,/.,P
il,il,51
ne,ne,60
se,se,51
passait,passer,18
point,point,60
de,de,81
semaine,semaine,22
sans,sans,81
qu',que,83
il,il,51
apparût,apparaître,18
portant,porter,13
à,à,81
la,le,71
main,main,22
deux,deux,72
petits,petit,30
paquets,paquet,21
",",",",p
dont,dont,52
il,il,51
offrait,offrir,18
l',le,71
un,un,52
à,à,81
la,le,71
mère,mère,22
",",",",p
l',le,71
autre,autre,52
à,à,81
la,le,71
fille,fille,22
;,;,p
et,et,82
la,le,71
comtesse,comtesse,22
",",",",p
ouvrant,ouvrir,13
les,le,71
boîtes,boîte,22
qui,qui,52
contenaient,contenir,18
souvent,souvent,60
des,de,81
des,le,71
objets,objet,21
précieux,précieux,30
",",",",p
avait,avoir,18
des,de,81
des,le,71
serrements,serrement,21
de,de,81
coeur,coeur,21
/.,/.,P
elle,il,51
la,le,52
connaissait,connaître,18
bien,bien,60
",",",",p
cette,ce,74
envie,envie,22
de,de,81
donner,donner,14
que,que,83
",",",",p
femme,femme,22
",",",",p
elle,il,51
n',ne,60
avait,avoir,18
jamais,jamais,60
pu,pouvoir,12
satisfaire,satisfaire,14
",",",",p
cette,ce,74
envie,envie,22
d',de,81
apporter,apporter,14
quelque,quelque,75
chose,chose,22
",",",",p
de,de,81
faire,faire,14
plaisir,plaisir,21
",",",",p
d',de,81
acheter,acheter,14
pour,pour,81
quelqu'un,quelqu'un,52
",",",",p
de,de,81
trouver,trouver,14
chez,chez,81
les,le,71
marchands,marchand,21
le,le,71
bibelot,bibelot,21
qui,qui,52
plaira,plaire,15
/.,/.,P
jadis,jadis,60
déjà,déjà,60
le,le,71
peintre,peintre,21
avait,avoir,18
traversé,traverser,12
cette,ce,74
crise,crise,22
et,et,82
elle,il,51
l',le,52
avait,avoir,18
vu,voir,12
bien,bien,60
des,de,81
des,le,71
fois,fois,22
entrer,entrer,14
",",",",p
avec,avec,81
ce,ce,74
même,même,75
sourire,sourire,21
",",",",p
ce,ce,74
même,même,75
geste,geste,21
",",",",p
un,un,71
petit,petit,30
paquet,paquet,21
dans,dans,81
la,le,71
main,main,22
/.,/.,P
puis,puis,60
cela,cela,52
s',se,51
était,être,18
calmé,calmer,12
",",",",p
et,et,82
maintenant,maintenant,60
cela,cela,52
recommençait,recommencer,18
/.,/.,P
pour,pour,81
qui,qui,52
/?,/?,P
elle,il,51
n',ne,60
avait,avoir,18
point,point,60
de,de,81
doute,doute,21
/!,/!,P
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
pour,pour,81
elle,il,51
/!,/!,P
il,il,51
semblait,sembler,18
fatigué,fatigué,31
",",",",p
maigri,maigri,31
/.,/.,P
elle,il,51
en,en,52
conclut,conclure,19
qu',que,83
il,il,51
souffrait,souffrir,18
/.,/.,P
elle,il,51
comparait,comparer,18
ses,son,73
entrées,entrée,22
",",",",p
ses,son,73
airs,air,21
",",",",p
ses,son,73
allures,allure,22
avec,avec,81
l',le,71
attitude,attitude,22
du,de,81
du,le,71
marquis,marquis,21
que,que,52
la,le,71
grâce,grâce,22
d',de,81
Annette,Annette,20
commençait,commencer,18
à,à,81
émouvoir,émouvoir,14
aussi,aussi,60
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
point,point,60
la,le,71
même,même,75
chose,chose,22
:,:,p
monsieur,monsieur,21
de,de,81
Farandal,Farandal,20
était,être,18
épris,éprendre,12
",",",",p
Olivier,Olivier,20
Bertin,Bertin,20
aimait,aimer,18
/!,/!,P
elle,il,51
le,le,52
croyait,croire,18
du,de,81
du,le,71
moins,moins,60
pendant,pendant,81
ses,son,73
heures,heure,22
de,de,81
torture,torture,22
",",",",p
puis,puis,60
",",",",p
pendant,pendant,81
ses,son,73
minutes,minute,22
d',de,81
apaisement,apaisement,21
",",",",p
elle,il,51
espérait,espérer,18
encore,encore,60
s',se,51
être,être,14
trompée,tromper,12
/.,/.,P
oh,oh,93
!,!,p
souvent,souvent,60
elle,il,51
faillit,faillir,19
l',le,52
interroger,interroger,14
quand,quand,83
elle,il,51
se,se,51
trouvait,trouver,18
seule,seul,30
avec,avec,81
lui,lui,51
",",",",p
le,le,52
prier,prier,14
",",",",p
le,le,52
supplier,supplier,14
de,de,81
lui,lui,51
parler,parler,14
",",",",p
d',de,81
avouer,avouer,14
tout,tout,52
",",",",p
de,de,81
ne,ne,60
lui,lui,51
rien,rien,52
cacher,cacher,14
/.,/.,P
elle,il,51
préférait,préférer,18
savoir,savoir,14
et,et,82
pleurer,pleurer,14
sous,sous,81
la,le,71
certitude,certitude,22
",",",",p
plutôt,plutôt,60
que,que,83
de,de,81
souffrir,souffrir,14
ainsi,ainsi,60
sous,sous,81
le,le,71
doute,doute,21
",",",",p
et,et,82
de,de,81
ne,ne,60
pouvoir,pouvoir,14
lire,lire,14
en,en,81
ce,ce,74
coeur,coeur,21
fermé,fermé,31
où,où,60
elle,il,51
sentait,sentir,18
grandir,grandir,14
un,un,71
autre,autre,75
amour,amour,21
/.,/.,P
ce,ce,74
coeur,coeur,21
auquel,à,81
auquel,lequel,52
elle,il,51
tenait,tenir,18
plus,plus,60
qu',que,83
à,à,81
sa,son,73
vie,vie,22
",",",",p
qu',que,52
elle,il,51
avait,avoir,18
surveillé,surveiller,12
",",",",p
réchauffé,réchauffer,12
",",",",p
animé,animer,12
de,de,81
sa,son,73
tendresse,tendresse,22
depuis,depuis,81
douze,douze,72
ans,an,21
",",",",p
dont,dont,52
elle,il,51
se,se,51
croyait,croire,18
sûre,sûr,30
",",",",p
qu',que,52
elle,il,51
avait,avoir,18
espéré,espérer,12
définitivement,définitivement,60
acquis,acquis,31
",",",",p
conquis,conquis,31
",",",",p
soumis,soumis,31
",",",",p
passionnément,passionnément,60
dévoué,dévoué,31
pour,pour,81
jusqu',jusque,81
à,à,81
la,le,71
fin,fin,22
de,de,81
leurs,leur,73
jours,jour,21
",",",",p
voilà,voilà,81
qu',que,83
il,il,51
lui,lui,51
échappait,échapper,18
par,par,81
une,un,71
inconcevable,inconcevable,30
",",",",p
horrible,horrible,30
et,et,82
monstrueuse,monstrueux,30
fatalité,fatalité,22
/.,/.,P
oui,oui,60
",",",",p
il,il,51
s',se,51
était,être,18
refermé,refermer,12
tout,tout,60
d',de,81
un,un,71
coup,coup,21
",",",",p
avec,avec,81
un,un,71
secret,secret,30
dedans,dedans,21
/.,/.,P
elle,il,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
y,y,52
pénétrer,pénétrer,14
par,par,81
un,un,71
mot,mot,21
familier,familier,30
",",",",p
y,y,52
pelotonner,pelotonner,14
son,son,73
affection,affection,22
comme,comme,83
en,en,81
une,un,71
retraite,retraite,22
fidèle,fidèle,30
",",",",p
ouverte,ouvert,31
pour,pour,81
elle,il,51
seule,seul,30
/.,/.,P
à,à,81
quoi,quoi,52
sert,servir,17
d',de,81
aimer,aimer,14
",",",",p
de,de,81
se,se,51
donner,donner,14
sans,sans,81
réserve,réserve,22
si,si,83
",",",",p
brusquement,brusquement,60
",",",",p
celui,celui,52
à,à,81
qui,qui,52
on,on,51
a,avoir,17
offert,offrir,12
son,son,73
être,être,21
entier,entier,30
et,et,82
son,son,73
existence,existence,22
entière,entier,30
",",",",p
tout,tout,52
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
on,on,51
avait,avoir,18
en,en,81
ce,ce,74
monde,monde,21
",",",",p
vous,vous,51
échappe,échapper,17
ainsi,ainsi,60
parce qu',parce que,83
un,un,71
autre,autre,75
visage,visage,21
lui,lui,51
a,avoir,17
plu,plaire,12
",",",",p
et,et,82
devient,devenir,17
alors,alors,60
",",",",p
en,en,81
quelques,quelque,75
jours,jour,21
",",",",p
presque,presque,60
un,un,71
étranger,étranger,21
/!,/!,P
un,un,71
étranger,étranger,21
/!,/!,P
lui,lui,51
",",",",p
Olivier,Olivier,20
/?,/?,P
il,il,51
lui,lui,51
parlait,parler,18
comme,comme,83
auparavant,auparavant,60
avec,avec,81
les,le,71
mêmes,même,75
mots,mot,21
",",",",p
la,le,71
même,même,75
voix,voix,22
",",",",p
le,le,71
même,même,75
ton,ton,21
/.,/.,P
et,et,82
pourtant,pourtant,60
il,il,51
y,y,52
avait,avoir,18
quelque,quelque,75
chose,chose,22
entre,entre,81
eux,ils,51
",",",",p
quelque,quelque,75
chose,chose,22
d',de,81
inexplicable,inexplicable,30
",",",",p
d',de,81
insaisissable,insaisissable,30
",",",",p
d',de,81
invincible,invincible,30
",",",",p
presque,presque,60
rien,rien,52
",",",",p
ce,ce,74
presque,presque,60
rien,rien,52
qui,qui,52
fait,faire,17
s',se,51
éloigner,éloigner,14
une,un,71
voile,voile,22
quand,quand,83
le,le,71
vent,vent,21
tourne,tourner,17
/.,/.,P
il,il,51
s',se,51
éloignait,éloigner,18
",",",",p
en,en,81
effet,effet,21
",",",",p
il,il,51
s',se,51
éloignait,éloigner,18
d',de,81
elle,il,51
",",",",p
un,un,71
peu,peu,60
plus,plus,60
chaque,chaque,75
jour,jour,21
",",",",p
par,par,81
tous,tout,75
les,le,71
regards,regard,21
qu',que,52
il,il,51
jetait,jeter,18
sur,sur,81
Annette,Annette,20
/.,/.,P
lui-même,lui-même,51
ne,ne,60
cherchait,chercher,18
pas,pas,60
à,à,81
voir,voir,14
clair,clair,60
en,en,81
son,son,73
coeur,coeur,21
/.,/.,P
il,il,51
sentait,sentir,18
bien,bien,60
cette,ce,74
fermentation,fermentation,22
d',de,81
amour,amour,21
",",",",p
cette,ce,74
irrésistible,irrésistible,30
attraction,attraction,22
",",",",p
mais,mais,82
il,il,51
ne,ne,60
voulait,vouloir,18
pas,pas,60
comprendre,comprendre,14
",",",",p
il,il,51
se,se,51
confiait,confier,18
aux,à,81
aux,le,71
événements,événement,21
",",",",p
aux,à,81
aux,le,71
hasards,hasard,21
imprévus,imprévu,30
de,de,81
la,le,71
vie,vie,22
/.,/.,P
il,il,51
n',ne,60
avait,avoir,18
plus,plus,60
d',de,81
autre,autre,75
souci,souci,21
que,que,83
celui,celui,52
des,de,81
des,le,71
dîners,dîner,21
et,et,82
des,de,81
des,le,71
soirs,soir,21
entre,entre,81
ces,ce,74
deux,deux,72
femmes,femme,22
séparées,séparé,31
par,par,81
leur,leur,73
deuil,deuil,21
de,de,81
tout,tout,75
mouvement,mouvement,21
mondain,mondain,30
/.,/.,P
ne,ne,60
rencontrant,rencontrer,13
chez,chez,81
elles,ils,51
que,que,83
des,de,81
des,le,71
figures,figure,22
indifférentes,indifférent,30
",",",",p
celles,celui,52
des,de,81
des,le,71
Corbelle,Corbelle,20
et,et,82
de,de,81
Musadieu,Musadieu,20
le,le,71
plus,plus,60
souvent,souvent,60
",",",",p
il,il,51
se,se,51
croyait,croire,18
presque,presque,60
seul,seul,30
avec,avec,81
elles,ils,51
dans,dans,81
le,le,71
monde,monde,21
",",",",p
et,et,82
",",",",p
comme,comme,83
il,il,51
ne,ne,60
voyait,voir,18
plus,plus,60
guère,guère,60
la,le,71
duchesse,duchesse,22
et,et,82
le,le,71
marquis,marquis,21
à,à,81
qui,qui,52
on,on,51
réservait,réserver,18
les,le,71
matins,matin,21
et,et,82
le,le,71
milieu,milieu,21
des,de,81
des,le,71
jours,jour,21
",",",",p
il,il,51
les,le,52
voulait,vouloir,18
oublier,oublier,14
",",",",p
soupçonnant,soupçonner,13
le,le,71
mariage,mariage,21
remis,remis,31
à,à,81
une,un,71
époque,époque,22
indéterminée,indéterminé,30
/.,/.,P
Annette,Annette,20
d',de,81
ailleurs,ailleurs,60
ne,ne,60
parlait,parler,18
jamais,jamais,60
devant,devant,81
lui,lui,51
de,de,81
monsieur,monsieur,21
de,de,81
Farandal,Farandal,20
/.,/.,P
était,être,18
ce,ce,52
par,par,81
une,un,71
sorte,sorte,22
de,de,81
pudeur,pudeur,22
instinctive,instinctif,30
",",",",p
ou,ou,82
peut-être,peut-être,60
par,par,81
une,un,52
de,de,81
ces,ce,74
secrètes,secret,30
intuitions,intuition,22
des,de,81
des,le,71
coeurs,coeur,21
féminins,féminin,30
qui,qui,52
leur,leur,52
fait,faire,17
pressentir,pressentir,14
ce,ce,52
qu',que,52
ils,ils,51
ignorent,ignorer,17
/?,/?,P
les,le,71
semaines,semaine,22
suivaient,suivre,18
les,le,71
semaines,semaine,22
sans,sans,81
rien,rien,52
changer,changer,14
à,à,81
cette,ce,74
vie,vie,22
",",",",p
et,et,82
l',le,71
automne,automne,21
était,être,18
venu,venir,12
",",",",p
amenant,amener,13
la,le,71
rentrée,rentrée,22
des,de,81
des,le,71
chambres,chambre,22
plus,plus,60
tôt,tôt,60
que,que,83
de,de,81
coutume,coutume,22
en,en,81
raison,raison,22
des,de,81
des,le,71
dangers,danger,21
de,de,81
la,le,71
politique,politique,22
/.,/.,P
le,le,71
jour,jour,21
de,de,81
la,le,71
réouverture,réouverture,22
",",",",p
le,le,71
comte,comte,21
de,de,81
Guilleroy,Guilleroy,20
devait,devoir,18
emmener,emmener,14
à,à,81
la,le,71
séance,séance,22
du,de,81
du,le,71
Parlement,parlement,21
madame,madame,22
de,de,81
Mortemain,Mortemain,20
",",",",p
le,le,71
marquis,marquis,21
et,et,82
Annette,Annette,20
après,après,81
un,un,71
déjeuner,déjeuner,21
chez,chez,81
lui,lui,51
/.,/.,P
seule,seul,30
la,le,71
comtesse,comtesse,22
",",",",p
isolée,isolé,31
dans,dans,81
son,son,73
chagrin,chagrin,21
toujours,toujours,60
grandissant,grandissant,30
",",",",p
avait,avoir,18
déclaré,déclarer,12
qu',que,83
elle,il,51
resterait,rester,16
au,à,81
au,le,71
logis,logis,21
/.,/.,P
on,on,51
était,être,18
sorti,sortir,12
de,de,81
table,table,22
",",",",p
on,on,51
buvait,boire,18
le,le,71
café,café,21
dans,dans,81
le,le,71
grand,grand,30
salon,salon,21
",",",",p
on,on,51
était,être,18
gai,gai,30
/.,/.,P
le,le,71
comte,comte,21
",",",",p
heureux,heureux,30
de,de,81
cette,ce,74
reprise,reprise,22
des,de,81
des,le,71
travaux,travail,21
parlementaires,parlementaire,30
",",",",p
son,son,73
seul,seul,30
plaisir,plaisir,21
",",",",p
parlait,parler,18
presque,presque,60
avec,avec,81
esprit,esprit,21
de,de,81
la,le,71
situation,situation,22
présente,présent,30
et,et,82
des,de,81
des,le,71
embarras,embarras,21
de,de,81
la,le,71
république,république,22
;,;,p
le,le,71
marquis,marquis,21
",",",",p
décidément,décidément,60
amoureux,amoureux,30
",",",",p
lui,lui,51
répondait,répondre,18
avec,avec,81
entrain,entrain,21
",",",",p
en,en,81
regardant,regarder,13
Annette,Annette,20
;,;,p
et,et,82
la,le,71
duchesse,duchesse,22
était,être,18
contente,content,30
presque,presque,60
également,également,60
de,de,81
l',le,71
émotion,émotion,22
de,de,81
son,son,73
neveu,neveu,21
et,et,82
de,de,81
la,le,71
détresse,détresse,22
du,de,81
du,le,71
gouvernement,gouvernement,21
/.,/.,P
l',le,71
air,air,21
du,de,81
du,le,71
salon,salon,21
était,être,18
chaud,chaud,30
de,de,81
cette,ce,74
première,premier,72
chaleur,chaleur,22
concentrée,concentré,31
des,de,81
des,le,71
calorifères,calorifère,21
rallumés,rallumé,31
",",",",p
chaleur,chaleur,22
d',de,81
étoffes,étoffe,22
",",",",p
de,de,81
tapis,tapis,21
",",",",p
de,de,81
murs,mur,21
",",",",p
où,où,60
s',se,51
évapore,évaporer,17
hâtivement,hâtivement,60
le,le,71
parfum,parfum,21
des,de,81
des,le,71
fleurs,fleur,22
asphyxiées,asphyxié,31
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
",",",",p
dans,dans,81
cette,ce,74
pièce,pièce,22
close,clos,31
où,où,60
le,le,71
café,café,21
aussi,aussi,60
répandait,répandre,18
son,son,73
arôme,arôme,21
",",",",p
quelque,quelque,75
chose,chose,22
d',de,81
intime,intime,30
",",",",p
de,de,81
familial,familial,30
et,et,82
de,de,81
satisfait,satisfait,31
",",",",p
quand,quand,83
la,le,71
porte,porte,22
en,en,52
fut,être,19
ouverte,ouvrir,12
devant,devant,81
Olivier,Olivier,20
Bertin,Bertin,20
/.,/.,P
il,il,51
s',se,51
arrêta,arrêter,19
sur,sur,81
le,le,71
seuil,seuil,21
tellement,tellement,60
surpris,surpris,31
qu',que,83
il,il,51
hésitait,hésiter,18
à,à,81
entrer,entrer,14
",",",",p
surpris,surpris,31
comme,comme,83
un,un,71
mari,mari,21
trompé,trompé,31
qui,qui,52
voit,voir,17
le,le,71
crime,crime,21
de,de,81
sa,son,73
femme,femme,22
/.,/.,P
une,un,71
colère,colère,22
confuse,confus,30
et,et,82
une,un,71
telle,tel,75
émotion,émotion,22
le,le,52
suffoquaient,suffoquer,18
qu',que,83
il,il,51
reconnut,reconnaître,19
son,son,73
coeur,coeur,21
vermoulu,vermoulu,30
d',de,81
amour,amour,21
/.,/.,P
tout,tout,52
ce,ce,52
qu',que,52
on,on,51
lui,lui,51
avait,avoir,18
caché,cacher,12
et,et,82
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
s',se,51
était,être,18
caché,cacher,12
lui-même,lui-même,51
lui,lui,51
apparut,apparaître,19
en,en,81
apercevant,apercevoir,13
le,le,71
marquis,marquis,21
installé,installé,31
dans,dans,81
la,le,71
maison,maison,22
",",",",p
comme,comme,83
un,un,71
fiancé,fiancé,21
/!,/!,P
il,il,51
pénétra,pénétrer,19
",",",",p
dans,dans,81
un,un,71
sursaut,sursaut,21
d',de,81
exaspération,exaspération,22
",",",",p
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
ne,ne,60
voulait,vouloir,18
pas,pas,60
savoir,savoir,14
et,et,82
tout,tout,52
ce,ce,52
qu',que,52
on,on,51
n',ne,60
osait,oser,18
point,point,60
lui,lui,51
dire,dire,14
/.,/.,P
il,il,51
ne,ne,60
se,se,51
demanda,demander,19
point,point,60
pourquoi,pourquoi,60
on,on,51
lui,lui,51
avait,avoir,18
dissimulé,dissimuler,12
tous,tout,75
ces,ce,74
apprêts,apprêt,21
du,de,81
du,le,71
mariage,mariage,21
/?,/?,P
il,il,51
le,le,52
devina,deviner,19
;,;,p
et,et,82
ses,son,73
yeux,oeil,21
",",",",p
devenus,devenu,31
durs,dur,30
",",",",p
rencontrèrent,rencontrer,19
ceux,celui,52
de,de,81
la,le,71
comtesse,comtesse,22
qui,qui,52
rougissait,rougir,18
/.,/.,P
ils,ils,51
se,se,51
comprirent,comprendre,19
/.,/.,P
quand,quand,83
il,il,51
se,se,51
fut,être,19
assis,asseoir,12
",",",",p
on,on,51
se,se,51
tut,taire,19
quelques,quelque,75
instants,instant,21
",",",",p
sa,son,73
présence,présence,22
inattendue,inattendu,30
ayant,avoir,13
paralysé,paralyser,12
l',le,71
essor,essor,21
des,de,81
des,le,71
esprits,esprit,21
",",",",p
puis,puis,60
la,le,71
duchesse,duchesse,22
se,se,51
mit,mettre,19
à,à,81
lui,lui,51
parler,parler,14
;,;,p
et,et,82
il,il,51
répondit,répondre,19
d',de,81
une,un,71
voix,voix,22
brève,bref,30
",",",",p
d',de,81
un,un,71
timbre,timbre,21
étrange,étrange,30
",",",",p
changé,changé,31
subitement,subitement,60
/.,/.,P
il,il,51
regardait,regarder,18
autour,autour,60
de,de,81
lui,lui,51
ces,ce,74
gens,gens,21
qui,qui,52
se,se,51
remettaient,remettre,18
à,à,81
causer,causer,14
et,et,82
il,il,51
se,se,51
disait,dire,18
:,:,p
“,“,p
ils,ils,51
m',je,51
ont,avoir,17
joué,jouer,12
/.,/.,P
ils,ils,51
me,je,51
le,le,52
paieront,payer,15
/.,/.,P
“,“,p
il,il,51
en,en,52
voulait,vouloir,18
surtout,surtout,60
à,à,81
la,le,71
comtesse,comtesse,22
et,et,82
à,à,81
Annette,Annette,20
",",",",p
dont,dont,52
il,il,51
pénétrait,pénétrer,18
soudain,soudain,60
l',le,71
innocente,innocent,30
dissimulation,dissimulation,22
/.,/.,P
le,le,71
comte,comte,21
",",",",p
regardant,regarder,13
alors,alors,60
la,le,71
pendule,pendule,22
",",",",p
s',se,51
écria,écrier,19
:,:,p
“,“,p
oh,oh,93
!,!,p
oh,oh,93
!,!,p
il,il,51
est,être,17
temps,temps,21
de,de,81
partir,partir,14
/.,/.,P
“,“,p
puis,puis,60
se,se,51
tournant,tourner,13
vers,vers,81
le,le,71
peintre,peintre,21
:,:,p
“,“,p
nous,nous,51
allons,aller,17
à,à,81
l',le,71
ouverture,ouverture,22
de,de,81
la,le,71
session,session,22
parlementaire,parlementaire,30
/.,/.,P
ma,mon,73
femme,femme,22
seule,seul,30
reste,rester,17
ici,ici,60
/.,/.,P
voulez,vouloir,17
vous,vous,51
nous,nous,51
accompagner,accompagner,14
;,;,p
vous,vous,51
me,je,51
feriez,faire,16
grand,grand,30
plaisir,plaisir,21
/?,/?,P
Olivier,Olivier,20
répondit,répondre,19
sèchement,sèchement,60
:,:,p
“,“,p
non,non,60
",",",",p
merci,merci,21
/.,/.,P
votre,votre,73
chambre,chambre,22
ne,ne,60
me,je,51
tente,tenter,17
pas,pas,60
/.,/.,P
“,“,p
Annette,Annette,20
alors,alors,60
s',se,51
approcha,approcher,19
de,de,81
lui,lui,51
",",",",p
et,et,82
prenant,prendre,13
son,son,73
air,air,21
enjoué,enjoué,30
:,:,p
“,“,p
oh,oh,93
!,!,p
venez,venir,17
donc,donc,82
",",",",p
cher,cher,30
maître,maître,21
/.,/.,P
je,je,51
suis,être,17
sûre,sûr,30
que,que,83
vous,vous,51
nous,nous,51
amuserez,amuser,15
beaucoup,beaucoup,60
plus,plus,60
que,que,83
les,le,71
députés,député,21
/.,/.,P
-,-,p
non,non,60
",",",",p
vraiment,vraiment,60
/.,/.,P
vous,vous,51
vous,vous,51
amuserez,amuser,15
bien,bien,60
sans,sans,81
moi,moi,51
/.,/.,P
“,“,p
le,le,52
devinant,deviner,13
mécontent,mécontent,30
et,et,82
chagrin,chagrin,30
",",",",p
elle,il,51
insista,insister,19
",",",",p
pour,pour,81
se,se,51
montrer,montrer,14
gentille,gentil,30
/.,/.,P
“,“,p
si,si,83
",",",",p
venez,venir,17
",",",",p
monsieur,monsieur,21
le,le,71
peintre,peintre,21
/.,/.,P
je,je,51
vous,vous,51
assure,assurer,17
que,que,83
",",",",p
moi,moi,51
",",",",p
je,je,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
me,je,51
passer,passer,14
de,de,81
vous,vous,51
/.,/.,P
“,“,p
quelques,quelque,75
mots,mot,21
lui,lui,51
échappèrent,échapper,19
si,si,60
vivement,vivement,60
qu',que,83
il,il,51
ne,ne,60
put,pouvoir,19
ni,ni,82
les,le,52
arrêter,arrêter,14
dans,dans,81
sa,son,73
bouche,bouche,22
ni,ni,82
modifier,modifier,14
leur,leur,73
accent,accent,21
/.,/.,P
“,“,p
bah,bah,93
/!,/!,P
vous,vous,51
vous,vous,51
passez,passer,17
de,de,81
moi,moi,51
comme,comme,83
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
“,“,p
elle,il,51
s',se,51
exclama,exclamer,19
",",",",p
un,un,71
peu,peu,60
surprise,surpris,31
du,de,81
du,le,71
ton,ton,21
:,:,p
“,“,p
allons,aller,17
",",",",p
bon,bon,60
/!,/!,P
voilà,voilà,81
qu',que,83
il,il,51
recommence,recommencer,17
à,à,81
ne,ne,60
plus,plus,60
me,je,51
tutoyer,tutoyer,14
/.,/.,P
“,“,p
il,il,51
eut,avoir,19
sur,sur,81
les,le,71
lèvres,lèvre,22
un,un,52
de,de,81
ces,ce,74
sourires,sourire,21
crispés,crispé,31
qui,qui,52
