11516
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-unième extrait>,<>,<>
fibres,fibre,22
",",",",p
nerfs,nerf,21
",",",",p
physionomie,physionomie,22
",",",",p
âme,âme,22
et,et,82
corps,corps,21
",",",",p
tout,tout,52
",",",",p
chaque,chaque,75
pore,pore,21
même,même,30
tressaille,tressaillir,17
/.,/.,P
la,le,71
vie,vie,22
semble,sembler,17
ne,ne,60
plus,plus,60
être,être,14
en,en,81
nous,nous,51
;,;,p
elle,il,51
en,en,52
sort,sortir,17
et,et,82
jaillit,jaillir,17
",",",",p
elle,il,51
se,se,51
communique,communiquer,17
comme,comme,83
une,un,71
contagion,contagion,22
",",",",p
se,se,51
transmet,transmettre,17
par,par,81
le,le,71
regard,regard,21
",",",",p
par,par,81
l',le,71
accent,accent,21
de,de,81
la,le,71
voix,voix,22
",",",",p
par,par,81
le,le,71
geste,geste,21
",",",",p
en,en,81
imposant,imposer,13
notre,notre,73
vouloir,vouloir,21
aux,à,81
aux,le,71
autres,autre,52
/.,/.,P
le,le,71
vieux,vieux,30
soldat,soldat,21
tressaillit,tressaillir,19
en,en,81
entendant,entendre,13
ce,ce,74
seul,seul,30
mot,mot,21
",",",",p
ce,ce,74
premier,premier,72
",",",",p
ce,ce,74
terrible,terrible,30
:,:,p
monsieur,monsieur,21
/!,/!,P
mais,mais,82
aussi,aussi,60
était,être,18
ce,ce,52
tout,tout,60
à,à,81
la,le,71
fois,fois,22
un,un,71
reproche,reproche,21
",",",",p
une,un,71
prière,prière,22
",",",",p
un,un,71
pardon,pardon,21
",",",",p
une,un,71
espérance,espérance,22
",",",",p
un,un,71
désespoir,désespoir,21
",",",",p
une,un,71
interrogation,interrogation,22
",",",",p
une,un,71
réponse,réponse,22
/.,/.,P
ce,ce,74
mot,mot,21
comprenait,comprendre,18
tout,tout,52
/.,/.,P
il,il,51
fallait,falloir,18
être,être,14
comédienne,comédienne,22
pour,pour,81
jeter,jeter,14
tant,tant,60
d',de,81
éloquence,éloquence,22
",",",",p
tant,tant,60
de,de,81
sentiments,sentiment,21
dans,dans,81
un,un,71
mot,mot,21
/.,/.,P
le,le,71
vrai,vrai,30
n',ne,60
est,être,17
pas,pas,60
si,si,60
complet,complet,30
dans,dans,81
son,son,73
expression,expression,22
",",",",p
il,il,51
ne,ne,60
met,mettre,17
pas,pas,60
tout,tout,52
en,en,81
dehors,dehors,21
",",",",p
il,il,51
laisse,laisser,17
voir,voir,14
tout,tout,52
ce,ce,52
qui,qui,52
est,être,17
au-dedans,au-dedans,60
/.,/.,P
le,le,71
colonel,colonel,21
eut,avoir,19
mille,mille,72
remords,remords,21
de,de,81
ses,son,73
soupçons,soupçon,21
",",",",p
de,de,81
ses,son,73
demandes,demande,22
",",",",p
de,de,81
sa,son,73
colère,colère,22
",",",",p
et,et,82
baissa,baisser,19
les,le,71
yeux,oeil,21
pour,pour,81
ne,ne,60
pas,pas,60
laisser,laisser,14
deviner,deviner,14
son,son,73
trouble,trouble,21
/.,/.,P
monsieur,monsieur,21
;,;,p
reprit,reprendre,19
la,le,71
comtesse,comtesse,22
après,après,81
une,un,71
pause,pause,22
imperceptible,imperceptible,30
",",",",p
je,je,51
vous,vous,51
ai,avoir,17
bien,bien,60
reconnu,reconnaître,12
/!,/!,P
-,-,p
Rosine,Rosine,20
",",",",p
dit,dire,19
le,le,71
vieux,vieux,30
soldat,soldat,21
",",",",p
ce,ce,74
mot,mot,21
contient,contenir,17
le,le,71
seul,seul,30
baume,baume,21
qui,qui,52
fit,faire,19
me,je,51
faire,faire,14
oublier,oublier,14
mes,mon,73
malheurs,malheur,21
/.,/.,P
deux,deux,72
grosses,gros,30
larmes,larme,22
roulèrent,rouler,19
toutes,tout,52
chaudes,chaud,30
sur,sur,81
les,le,71
mains,main,22
de,de,81
sa,son,73
femme,femme,22
",",",",p
qu',que,52
il,il,51
pressa,presser,19
pour,pour,81
exprimer,exprimer,14
une,un,71
tendresse,tendresse,22
paternelle,paternel,30
/.,/.,P
monsieur,monsieur,21
",",",",p
reprit,reprendre,19
elle,il,51
",",",",p
comment,comment,60
n',ne,60
avez,avoir,17
vous,vous,51
pas,pas,60
deviné,deviner,12
qu',que,83
il,il,51
me,je,51
coûtait,coûter,18
horriblement,horriblement,60
de,de,81
paraître,paraître,14
devant,devant,81
un,un,71
étranger,étranger,21
dans,dans,81
une,un,71
position,position,22
aussi,aussi,60
fausse,faux,30
que,que,83
l',le,52
est,être,17
la,le,71
mienne,mien,52
/!,/!,P
si,si,83
j',je,51
ai,avoir,17
à,à,81
rougir,rougir,14
de,de,81
ma,mon,73
situation,situation,22
",",",",p
que,que,52
ce,ce,52
ne,ne,60
soit,être,17
au,à,81
au,le,71
moins,moins,60
qu',que,83
en,en,81
famille,famille,22
/.,/.,P
ce,ce,74
secret,secret,21
ne,ne,60
devait,devoir,18
il,il,51
pas,pas,60
rester,rester,14
enseveli,enseveli,31
dans,dans,81
nos,notre,73
coeurs,coeur,21
/?,/?,P
vous,vous,51
m',je,51
absoudrez,absoudre,15
",",",",p
j',je,51
espère,espérer,17
",",",",p
de,de,81
mon,mon,73
indifférence,indifférence,22
apparente,apparent,30
pour,pour,81
les,le,71
malheurs,malheur,21
d',de,81
un,un,71
Chabert,Chabert,20
à,à,81
l',le,71
existence,existence,22
duquel,de,81
duquel,lequel,52
je,je,51
ne,ne,60
devais,devoir,18
pas,pas,60
croire,croire,14
/.,/.,P
j',je,51
ai,avoir,17
reçu,recevoir,12
vos,votre,73
lettres,lettre,22
",",",",p
dit,dire,19
elle,il,51
vivement,vivement,60
",",",",p
en,en,81
lisant,lire,13
sur,sur,81
les,le,71
traits,trait,21
de,de,81
son,son,73
mari,mari,21
l',le,71
objection,objection,22
qui,qui,52
s',se,51
y,y,52
exprimait,exprimer,18
",",",",p
mais,mais,82
elles,ils,51
me,je,51
parvinrent,parvenir,19
treize,treize,72
mois,mois,21
après,après,81
la,le,71
bataille,bataille,22
d',de,81
Eylau,Eylau,20
;,;,p
elles,ils,51
étaient,être,18
ouvertes,ouvrir,12
",",",",p
salies,salir,12
",",",",p
l',le,71
écriture,écriture,22
en,en,52
était,être,18
méconnaissable,méconnaissable,30
",",",",p
et,et,82
j',je,51
ai,avoir,17
dû,devoir,12
croire,croire,14
",",",",p
après,après,81
avoir,avoir,14
obtenu,obtenir,12
la,le,71
signature,signature,22
de,de,81
Napoléon,Napoléon,20
sur,sur,81
mon,mon,73
nouveau,nouveau,30
contrat,contrat,21
de,de,81
mariage,mariage,21
",",",",p
qu',que,83
un,un,71
adroit,adroit,30
intrigant,intrigant,21
voulait,vouloir,18
se,se,51
jouer,jouer,14
de,de,81
moi,moi,51
/.,/.,P
pour,pour,81
ne,ne,60
pas,pas,60
troubler,troubler,14
le,le,71
repos,repos,21
de,de,81
monsieur,monsieur,21
le,le,71
comte,comte,21
Ferraud,Ferraud,20
",",",",p
et,et,82
ne,ne,60
pas,pas,60
altérer,altérer,14
les,le,71
liens,lien,21
de,de,81
la,le,71
famille,famille,22
",",",",p
j',je,51
ai,avoir,17
donc,donc,82
dû,devoir,12
prendre,prendre,14
des,de,81
des,le,71
précautions,précaution,22
contre,contre,81
un,un,71
faux,faux,30
Chabert,Chabert,20
/.,/.,P
n',ne,60
avais,avoir,18
je,je,51
pas,pas,60
raison,raison,22
",",",",p
dites,dire,17
/?,/?,P
-,-,p
oui,oui,60
",",",",p
tu,tu,51
as,avoir,17
eu,avoir,12
raison,raison,22
",",",",p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
suis,être,17
un,un,71
sot,sot,21
",",",",p
un,un,71
animal,animal,21
",",",",p
une,un,71
bête,bête,22
",",",",p
de,de,81
n',ne,60
avoir,avoir,14
pas,pas,60
su,savoir,12
mieux,mieux,60
calculer,calculer,14
les,le,71
conséquences,conséquence,22
d',de,81
une,un,71
situation,situation,22
semblable,semblable,30
/.,/.,P
mais,mais,82
où,où,60
allons,aller,17
nous,nous,51
?,?,p
dit,dire,19
le,le,71
colonel,colonel,21
en,en,81
se,se,51
voyant,voir,13
à,à,81
la,le,71
barrière,barrière,22
de,de,81
la,le,71
Chapelle,Chapelle,20
/.,/.,P
-,-,p
à,à,81
ma,mon,73
campagne,campagne,22
",",",",p
près,près,81
de,de,81
Groslay,Groslay,20
",",",",p
dans,dans,81
la,le,71
vallée,vallée,22
de,de,81
Montmorency,Montmorency,20
/.,/.,P
là,là,60
",",",",p
monsieur,monsieur,21
",",",",p
nous,nous,51
réfléchirons,réfléchir,15
ensemble,ensemble,60
au,à,81
au,le,71
parti,parti,21
que,que,52
nous,nous,51
devons,devoir,17
prendre,prendre,14
/.,/.,P
je,je,51
connais,connaître,17
mes,mon,73
devoirs,devoir,21
/.,/.,P
si,si,83
je,je,51
suis,être,17
à,à,81
vous,vous,51
en,en,81
droit,droit,21
",",",",p
je,je,51
ne,ne,60
vous,vous,51
appartiens,appartenir,17
plus,plus,60
en,en,81
fait,fait,21
/.,/.,P
pouvez,pouvoir,17
vous,vous,51
désirer,désirer,14
que,que,83
nous,nous,51
devenions,devenir,17
la,le,71
fable,fable,22
de,de,81
tout,tout,75
Paris,Paris,20
/?,/?,P
n',ne,60
instruisons,instruire,17
pas,pas,60
le,le,71
public,public,21
de,de,81
cette,ce,74
situation,situation,22
qui,qui,52
pour,pour,81
moi,moi,51
présente,présenter,17
un,un,71
côté,côté,21
ridicule,ridicule,30
",",",",p
et,et,82
sachons,savoir,17
garder,garder,14
notre,notre,73
dignité,dignité,22
/.,/.,P
vous,vous,51
m',je,51
aimez,aimer,17
encore,encore,60
",",",",p
reprit,reprendre,19
elle,il,51
en,en,81
jetant,jeter,13
sur,sur,81
le,le,71
colonel,colonel,21
un,un,71
regard,regard,21
triste,triste,30
et,et,82
doux,doux,30
;,;,p
mais,mais,82
moi,moi,51
",",",",p
n',ne,60
ai,avoir,17
je,je,51
pas,pas,60
été,être,12
autorisée,autoriser,12
à,à,81
former,former,14
d',de,81
autres,autre,75
liens,lien,21
/?,/?,P
en,en,81
cette,ce,74
singulière,singulier,30
position,position,22
",",",",p
une,un,71
voix,voix,22
secrète,secret,30
me,je,51
dit,dire,17
d',de,81
espérer,espérer,14
en,en,81
votre,votre,73
bonté,bonté,22
qui,qui,52
m',je,51
est,être,17
si,si,60
connue,connaître,12
/.,/.,P
aurais,avoir,16
je,je,51
donc,donc,82
tort,tort,21
en,en,81
vous,vous,51
prenant,prendre,13
pour,pour,81
seul,seul,30
et,et,82
unique,unique,30
arbitre,arbitre,21
de,de,81
mon,mon,73
sort,sort,21
/?,/?,P
soyez,être,17
juge,juge,21
et,et,82
partie,partie,22
/.,/.,P
je,je,51
me,je,51
confie,confier,17
à,à,81
la,le,71
noblesse,noblesse,22
de,de,81
votre,votre,73
caractère,caractère,21
/.,/.,P
vous,vous,51
aurez,avoir,15
la,le,71
générosité,générosité,22
de,de,81
me,je,51
pardonner,pardonner,14
les,le,71
résultats,résultat,21
de,de,81
fautes,faute,22
innocentes,innocent,30
/.,/.,P
je,je,51
vous,vous,51
l',le,52
avouerai,avouer,15
donc,donc,82
",",",",p
j',je,51
aime,aimer,17
monsieur,monsieur,21
Ferraud,Ferraud,20
/.,/.,P
je,je,51
me,je,51
suis,être,17
crue,croire,12
en,en,81
droit,droit,21
de,de,81
l',le,52
aimer,aimer,14
/.,/.,P
je,je,51
ne,ne,60
rougis,rougir,17
pas,pas,60
de,de,81
cet,ce,74
aveu,aveu,21
devant,devant,81
vous,vous,51
;,;,p
s',si,83
il,il,51
vous,vous,51
offense,offenser,17
",",",",p
il,il,51
ne,ne,60
nous,nous,51
déshonore,déshonorer,17
point,point,60
/.,/.,P
je,je,51
ne,ne,60
puis,pouvoir,17
vous,vous,51
cacher,cacher,14
les,le,71
faits,fait,21
/.,/.,P
quand,quand,83
le,le,71
hasard,hasard,21
m',je,51
a,avoir,17
laissée,laisser,12
veuve,veuve,22
",",",",p
je,je,51
n',ne,60
étais,être,18
pas,pas,60
mère,mère,22
/.,/.,P
le,le,71
colonel,colonel,21
fit,faire,19
un,un,71
signe,signe,21
de,de,81
main,main,22
à,à,81
sa,son,73
femme,femme,22
",",",",p
pour,pour,81
lui,lui,51
imposer,imposer,14
silence,silence,21
",",",",p
et,et,82
ils,ils,51
restèrent,rester,19
sans,sans,81
proférer,proférer,14
un,un,71
seul,seul,30
mot,mot,21
pendant,pendant,81
une,un,71
demi-lieue,demi-lieue,22
/.,/.,P
Chabert,Chabert,20
croyait,croire,18
voir,voir,14
les,le,71
deux,deux,72
petits,petit,30
enfants,enfant,21
devant,devant,81
lui,lui,51
/.,/.,P
Rosine,Rosine,20
/!,/!,P
-,-,p
monsieur,monsieur,21
/?,/?,P
-,-,p
les,le,71
morts,mort,21
ont,avoir,17
donc,donc,82
bien,bien,60
tort,tort,21
de,de,81
revenir,revenir,14
/?,/?,P
-,-,p
oh,oh,93
!,!,p
monsieur,monsieur,21
",",",",p
non,non,60
",",",",p
non,non,60
/!,/!,P
ne,ne,60
me,je,51
croyez,croire,17
pas,pas,60
ingrate,ingrat,30
/.,/.,P
seulement,seulement,60
",",",",p
vous,vous,51
trouvez,trouver,17
une,un,71
amante,amante,22
",",",",p
une,un,71
mère,mère,22
",",",",p
là,là,60
où,où,60
vous,vous,51
aviez,avoir,18
laissé,laisser,12
une,un,71
épouse,épouse,22
/.,/.,P
s',si,83
il,il,51
n',ne,60
est,être,17
plus,plus,60
en,en,81
mon,mon,73
pouvoir,pouvoir,21
de,de,81
vous,vous,51
aimer,aimer,14
",",",",p
je,je,51
sais,savoir,17
tout,tout,52
ce,ce,52
que,que,52
je,je,51
vous,vous,51
dois,devoir,17
et,et,82
puis,pouvoir,17
vous,vous,51
offrir,offrir,14
encore,encore,60
toutes,tout,75
les,le,71
affections,affection,22
d',de,81
une,un,71
fille,fille,22
/.,/.,P
-,-,p
Rosine,Rosine,20
",",",",p
reprit,reprendre,19
le,le,71
vieillard,vieillard,21
d',de,81
une,un,71
voix,voix,22
douce,doux,30
",",",",p
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
aucun,aucun,75
ressentiment,ressentiment,21
contre,contre,81
toi,toi,51
/.,/.,P
nous,nous,51
oublierons,oublier,15
tout,tout,52
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
avec,avec,81
un,un,52
de,de,81
ces,ce,74
sourires,sourire,21
dont,dont,52
la,le,71
grâce,grâce,22
est,être,17
toujours,toujours,60
le,le,71
reflet,reflet,21
d',de,81
une,un,71
belle,beau,30
âme,âme,22
/.,/.,P
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
assez,assez,60
peu,peu,60
délicat,délicat,30
pour,pour,81
exiger,exiger,14
les,le,71
semblants,semblant,21
de,de,81
l',le,71
amour,amour,21
chez,chez,81
une,un,71
femme,femme,22
qui,qui,52
n',ne,60
aime,aimer,17
plus,plus,60
/.,/.,P
la,le,71
comtesse,comtesse,22
lui,lui,51
lança,lancer,19
un,un,71
regard,regard,21
empreint,empreint,31
d',de,81
une,un,71
telle,tel,75
reconnaissance,reconnaissance,22
",",",",p
que,que,83
le,le,71
pauvre,pauvre,30
Chabert,Chabert,20
aurait,avoir,16
voulu,vouloir,12
rentrer,rentrer,14
dans,dans,81
sa,son,73
fosse,fosse,22
d',de,81
Eylau,Eylau,20
/.,/.,P
certains,certain,75
hommes,homme,21
ont,avoir,17
une,un,71
âme,âme,22
assez,assez,60
forte,fort,30
pour,pour,81
de,de,81
tels,tel,75
dévouements,dévouement,21
",",",",p
dont,dont,52
la,le,71
récompense,récompense,22
se,se,51
trouve,trouver,17
pour,pour,81
eux,ils,51
dans,dans,81
la,le,71
certitude,certitude,22
d',de,81
avoir,avoir,14
fait,faire,12
le,le,71
bonheur,bonheur,21
d',de,81
une,un,71
personne,personne,22
aimée,aimé,31
/.,/.,P
mon,mon,73
ami,ami,21
",",",",p
nous,nous,51
parlerons,parler,15
de,de,81
tout,tout,75
ceci,ceci,52
plus,plus,60
tard,tard,60
et,et,82
à,à,81
coeur,coeur,21
reposé,reposé,31
",",",",p
dit,dire,19
la,le,71
comtesse,comtesse,22
/.,/.,P
la,le,71
conversation,conversation,22
prit,prendre,19
un,un,71
autre,autre,75
cours,cours,21
",",",",p
car,car,82
il,il,51
était,être,18
impossible,impossible,30
de,de,81
la,le,52
continuer,continuer,14
longtemps,longtemps,60
sur,sur,81
ce,ce,74
sujet,sujet,21
/.,/.,P
quoique,quoique,83
les,le,71
deux,deux,72
époux,époux,21
revinssent,revenir,18
souvent,souvent,60
à,à,81
leur,leur,73
situation,situation,22
bizarre,bizarre,30
",",",",p
soit,soit,82
par,par,81
des,de,81
des,le,71
allusions,allusion,22
",",",",p
soit,soit,82
sérieusement,sérieusement,60
",",",",p
ils,ils,51
firent,faire,19
un,un,71
charmant,charmant,30
voyage,voyage,21
",",",",p
se,se,51
rappelant,rappeler,13
les,le,71
événements,événement,21
de,de,81
leur,leur,73
union,union,22
passée,passé,31
et,et,82
les,le,71
choses,chose,22
de,de,81
l',le,71
Empire,empire,21
/.,/.,P
la,le,71
comtesse,comtesse,22
sut,savoir,19
imprimer,imprimer,14
un,un,71
charme,charme,21
doux,doux,30
à,à,81
ces,ce,74
souvenirs,souvenir,21
",",",",p
et,et,82
répandit,répandre,19
dans,dans,81
la,le,71
conversation,conversation,22
une,un,71
teinte,teinte,22
de,de,81
mélancolie,mélancolie,22
nécessaire,nécessaire,30
pour,pour,81
y,y,52
maintenir,maintenir,14
la,le,71
gravité,gravité,22
/.,/.,P
elle,il,51
faisait,faire,18
revivre,revivre,14
l',le,71
amour,amour,21
sans,sans,81
exciter,exciter,14
aucun,aucun,75
désir,désir,21
",",",",p
et,et,82
laissait,laisser,18
entrevoir,entrevoir,14
à,à,81
son,son,73
premier,premier,72
époux,époux,21
toutes,tout,75
les,le,71
richesses,richesse,22
morales,moral,30
qu',que,52
elle,il,51
avait,avoir,18
acquises,acquérir,12
",",",",p
en,en,81
tachant,tacher,13
de,de,81
l',le,52
accoutumer,accoutumer,14
à,à,81
l',le,71
idée,idée,22
de,de,81
restreindre,restreindre,14
son,son,73
bonheur,bonheur,21
aux,à,81
aux,le,71
seules,seul,30
jouissances,jouissance,22
que,que,52
goûte,goûter,17
un,un,71
père,père,21
près,près,81
d',de,81
une,un,71
fille,fille,22
chérie,chéri,31
/.,/.,P
le,le,71
colonel,colonel,21
avait,avoir,18
connu,connaître,12
la,le,71
comtesse,comtesse,22
de,de,81
l',le,71
Empire,empire,21
",",",",p
il,il,51
revoyait,revoir,18
une,un,71
comtesse,comtesse,22
de,de,81
la,le,71
restauration,restauration,22
/.,/.,P
enfin,enfin,60
les,le,52
deux,deux,72
époux,époux,21
arrivèrent,arriver,19
par,par,81
un,un,71
chemin,chemin,21
de,de,81
traverse,traverse,22
à,à,81
un,un,71
grand,grand,30
parc,parc,21
situé,situé,31
dans,dans,81
la,le,71
petite,petit,30
vallée,vallée,22
qui,qui,52
sépare,séparer,17
les,le,71
hauteurs,hauteur,22
de,de,81
Margency,Margency,20
du,de,81
du,le,71
joli,joli,30
village,village,21
de,de,81
Groslay,Groslay,20
/.,/.,P
la,le,71
comtesse,comtesse,22
possédait,posséder,18
là,là,60
une,un,71
délicieuse,délicieux,30
maison,maison,22
où,où,60
le,le,71
colonel,colonel,21
vit,voir,19
",",",",p
en,en,81
arrivant,arriver,13
",",",",p
tous,tout,75
les,le,71
apprêts,apprêt,21
que,que,52
nécessitaient,nécessiter,18
son,son,73
séjour,séjour,21
et,et,82
celui,celui,52
de,de,81
sa,son,73
femme,femme,22
/.,/.,P
le,le,71
malheur,malheur,21
est,être,17
une,un,71
espèce,espèce,22
de,de,81
talisman,talisman,21
dont,dont,52
la,le,71
vertu,vertu,22
consiste,consister,17
à,à,81
corroborer,corroborer,14
notre,notre,73
constitution,constitution,22
primitive,primitif,30
:,:,p
il,il,51
augmente,augmenter,17
la,le,71
défiance,défiance,22
et,et,82
la,le,71
méchanceté,méchanceté,22
chez,chez,81
certains,certain,75
hommes,homme,21
",",",",p
comme,comme,83
il,il,51
accroît,accroître,17
la,le,71
bonté,bonté,22
de,de,81
ceux,celui,52
qui,qui,52
ont,avoir,17
un,un,71
coeur,coeur,21
excellent,excellent,30
/.,/.,P
l',le,71
infortune,infortune,22
avait,avoir,18
rendu,rendre,12
le,le,71
colonel,colonel,21
encore,encore,60
plus,plus,60
secourable,secourable,30
et,et,82
meilleur,meilleur,30
qu',que,83
il,il,51
ne,ne,60
l',le,52
avait,avoir,18
été,être,12
",",",",p
il,il,51
pouvait,pouvoir,18
donc,donc,82
s',se,51
initier,initier,14
au,à,81
au,le,71
secret,secret,21
des,de,81
des,le,71
souffrances,souffrance,22
féminines,féminin,30
qui,qui,52
sont,être,17
inconnues,inconnu,30
à,à,81
la,le,71
plupart,plupart,22
des,de,81
des,le,71
hommes,homme,21
/.,/.,P
néanmoins,néanmoins,60
",",",",p
malgré,malgré,81
son,son,73
peu,peu,60
de,de,81
défiance,défiance,22
",",",",p
il,il,51
ne,ne,60
put,pouvoir,19
s',se,51
empêcher,empêcher,14
de,de,81
dire,dire,14
à,à,81
sa,son,73
femme,femme,22
:,:,p
vous,vous,51
étiez,être,18
donc,donc,82
bien,bien,60
sure,sur,30
de,de,81
m',je,51
emmener,emmener,14
ici,ici,60
/?,/?,P
-,-,p
oui,oui,60
",",",",p
répondit,répondre,19
elle,il,51
",",",",p
si,si,83
je,je,51
trouvais,trouver,18
le,le,71
colonel,colonel,21
Chabert,Chabert,20
dans,dans,81
le,le,71
plaideur,plaideur,21
/.,/.,P
l',le,71
air,air,21
de,de,81
vérité,vérité,22
qu',que,52
elle,il,51
sut,savoir,19
mettre,mettre,14
dans,dans,81
cette,ce,74
réponse,réponse,22
dissipa,dissiper,19
les,le,71
légers,léger,30
soupçons,soupçon,21
que,que,52
le,le,71
colonel,colonel,21
eut,avoir,19
honte,honte,22
d',de,81
avoir,avoir,14
conçus,concevoir,12
/.,/.,P
pendant,pendant,81
trois,trois,72
jours,jour,21
la,le,71
comtesse,comtesse,22
fut,être,19
admirable,admirable,30
près,près,81
de,de,81
son,son,73
premier,premier,72
mari,mari,21
/.,/.,P
par,par,81
de,de,81
tendres,tendre,30
soins,soin,21
et,et,82
par,par,81
sa,son,73
constante,constant,30
douceur,douceur,22
elle,il,51
semblait,sembler,18
vouloir,vouloir,14
effacer,effacer,14
le,le,71
souvenir,souvenir,21
des,de,81
des,le,71
souffrances,souffrance,22
qu',que,52
il,il,51
avait,avoir,18
endurées,endurer,12
",",",",p
se,se,51
faire,faire,14
pardonner,pardonner,14
les,le,71
malheurs,malheur,21
que,que,52
",",",",p
suivant,suivant,81
ses,son,73
aveux,aveu,21
",",",",p
elle,il,51
avait,avoir,18
innocemment,innocemment,60
causés,causer,12
;,;,p
elle,il,51
se,se,51
plaisait,plaire,18
à,à,81
déployer,déployer,14
pour,pour,81
lui,lui,51
",",",",p
tout,tout,60
en,en,81
lui,lui,51
faisant,faire,13
apercevoir,apercevoir,14
une,un,71
sorte,sorte,22
de,de,81
mélancolie,mélancolie,22
",",",",p
les,le,71
charmes,charme,21
auxquels,à,81
auxquels,lequel,52
elle,il,51
le,le,52
savait,savoir,18
faible,faible,30
;,;,p
car,car,82
nous,nous,51
sommes,être,17
plus,plus,60
particulièrement,particulièrement,60
accessibles,accessible,30
à,à,81
certaines,certain,75
façons,façon,22
",",",",p
à,à,81
des,de,81
des,le,71
grâces,grâce,22
de,de,81
coeur,coeur,21
ou,ou,82
d',de,81
esprit,esprit,21
auxquelles,à,81
auxquelles,lequel,52
nous,nous,51
ne,ne,60
résistons,résister,17
pas,pas,60
;,;,p
elle,il,51
voulait,vouloir,18
l',le,52
intéresser,intéresser,14
à,à,81
sa,son,73
situation,situation,22
",",",",p
et,et,82
l',le,52
attendrir,attendrir,14
assez,assez,60
pour,pour,81
s',se,51
emparer,emparer,14
de,de,81
son,son,73
esprit,esprit,21
et,et,82
disposer,disposer,14
souverainement,souverainement,60
de,de,81
lui,lui,51
/.,/.,P
décidée,décidé,31
à,à,81
tout,tout,52
pour,pour,81
arriver,arriver,14
à,à,81
ses,son,73
fins,fin,22
",",",",p
elle,il,51
ne,ne,60
savait,savoir,18
pas,pas,60
encore,encore,60
ce,ce,52
qu',que,52
elle,il,51
devait,devoir,18
faire,faire,14
de,de,81
cet,ce,74
homme,homme,21
",",",",p
mais,mais,82
certes,certes,60
elle,il,51
voulait,vouloir,18
l',le,52
anéantir,anéantir,14
socialement,socialement,60
/.,/.,P
le,le,71
soir,soir,21
du,de,81
du,le,71
troisième,troisième,72
jour,jour,21
elle,il,51
sentit,sentir,19
que,que,83
",",",",p
malgré,malgré,81
ses,son,73
efforts,effort,21
",",",",p
elle,il,51
ne,ne,60
pouvait,pouvoir,18
cacher,cacher,14
les,le,71
inquiétudes,inquiétude,22
que,que,52
lui,lui,51
causait,causer,18
le,le,71
résultat,résultat,21
de,de,81
ses,son,73
manoeuvres,manoeuvre,22
/.,/.,P
pour,pour,81
se,se,51
trouver,trouver,14
un,un,71
moment,moment,21
à,à,81
l',le,71
aise,aise,22
",",",",p
elle,il,51
monta,monter,19
chez,chez,81
elle,il,51
",",",",p
s',se,51
assit,asseoir,19
à,à,81
son,son,73
secrétaire,secrétaire,21
",",",",p
déposa,déposer,19
le,le,71
masque,masque,21
de,de,81
tranquillité,tranquillité,22
qu',que,52
elle,il,51
conservait,conserver,18
devant,devant,81
le,le,71
comte,comte,21
Chabert,Chabert,20
",",",",p
comme,comme,83
une,un,71
actrice,actrice,22
qui,qui,52
",",",",p
rentrant,rentrer,13
fatiguée,fatigué,31
dans,dans,81
sa,son,73
loge,loge,22
après,après,81
un,un,71
cinquième,cinquième,72
acte,acte,21
pénible,pénible,30
",",",",p
tombe,tomber,17
demi-morte,demi-mort,31
et,et,82
laisse,laisser,17
dans,dans,81
la,le,71
salle,salle,22
une,un,71
image,image,22
d',de,81
elle-même,lui-même,51
à,à,81
laquelle,lequel,52
elle,il,51
ne,ne,60
ressemble,ressembler,17
plus,plus,60
/.,/.,P
elle,il,51
se,se,51
mit,mettre,19
à,à,81
finir,finir,14
une,un,71
lettre,lettre,22
commencée,commencé,31
qu',que,52
elle,il,51
écrivait,écrire,18
à,à,81
Delbecq,Delbecq,20
",",",",p
à,à,81
qui,qui,52
elle,il,51
disait,dire,18
d',de,81
aller,aller,14
",",",",p
en,en,81
son,son,73
nom,nom,21
",",",",p
demander,demander,14
chez,chez,81
Derville,Derville,20
communication,communication,22
des,de,81
des,le,71
actes,acte,21
qui,qui,52
concernaient,concerner,18
le,le,71
colonel,colonel,21
Chabert,Chabert,20
",",",",p
de,de,81
les,le,52
copier,copier,14
et,et,82
de,de,81
venir,venir,14
aussitôt,aussitôt,60
la,le,52
trouver,trouver,14
à,à,81
Groslay,Groslay,20
/.,/.,P
à,à,81
peine,peine,22
avait,avoir,18
elle,il,51
achevé,achever,12
",",",",p
qu',que,83
elle,il,51
entendit,entendre,19
dans,dans,81
le,le,71
corridor,corridor,21
le,le,71
bruit,bruit,21
des,de,81
des,le,71
pas,pas,21
du,de,81
du,le,71
colonel,colonel,21
",",",",p
qui,qui,52
",",",",p
tout,tout,60
inquiet,inquiet,30
",",",",p
venait,venir,18
la,le,52
retrouver,retrouver,14
/.,/.,P
hélas,hélas,60
!,!,p
dit,dire,19
elle,il,51
à,à,81
haute,haut,30
voix,voix,22
",",",",p
je,je,51
voudrais,vouloir,16
être,être,14
morte,mourir,12
/!,/!,P
ma,mon,73
situation,situation,22
est,être,17
intolérable,intolérable,30
/…,/…,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
qu',que,52
avez,avoir,17
