11738
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-dix-septième extrait>,<>,<>
haineuse,haineux,30
",",",",p
il,il,51
poursuivait,poursuivre,18
jusque,jusque,81
dans,dans,81
sa,son,73
loge,loge,22
où,où,60
il,il,51
le,le,52
voyait,voir,18
remettre,remettre,14
du,de,81
du,le,71
blanc,blanc,21
sur,sur,81
ses,son,73
joues,joue,22
",",",",p
l',le,71
odieux,odieux,30
chanteur,chanteur,21
qui,qui,52
surexcitait,surexciter,18
ainsi,ainsi,60
cette,ce,74
enfant,enfant,21
/.,/.,P
puis,puis,60
",",",",p
la,le,71
toile,toile,22
se,se,51
leva,lever,19
sur,sur,81
l',le,71
acte,acte,21
du,de,81
du,le,71
“,“,p
jardin,jardin,21
“,“,p
/.,/.,P
ce,ce,52
fut,être,19
tout,tout,60
de,de,81
suite,suite,22
une,un,71
sorte,sorte,22
de,de,81
fièvre,fièvre,22
d',de,81
amour,amour,21
qui,qui,52
se,se,51
répandit,répandre,19
dans,dans,81
la,le,71
salle,salle,22
",",",",p
car,car,82
jamais,jamais,60
cette,ce,74
musique,musique,22
",",",",p
qui,qui,52
semble,sembler,17
n',ne,60
être,être,14
qu',que,83
un,un,71
souffle,souffle,21
de,de,81
baisers,baiser,21
",",",",p
n',ne,60
avait,avoir,18
rencontré,rencontrer,12
deux,deux,72
pareils,pareil,30
interprètes,interprète,21
/.,/.,P
ce,ce,52
n',ne,60
étaient,être,18
plus,plus,60
deux,deux,72
acteurs,acteur,21
illustres,illustre,30
",",",",p
Montrosé,Montrosé,20
et,et,82
la,le,71
Helsson,Helsson,20
",",",",p
c',ce,52
étaient,être,18
deux,deux,72
êtres,être,21
du,de,81
du,le,71
monde,monde,21
idéal,idéal,30
",",",",p
à,à,81
peine,peine,22
deux,deux,72
êtres,être,21
",",",",p
mais,mais,82
deux,deux,72
voix,voix,22
:,:,p
la,le,71
voix,voix,22
éternelle,éternel,30
de,de,81
l',le,71
homme,homme,21
qui,qui,52
aime,aimer,17
",",",",p
la,le,71
voix,voix,22
éternelle,éternel,30
de,de,81
la,le,71
femme,femme,22
qui,qui,52
cède,céder,17
;,;,p
et,et,82
elles,ils,51
soupiraient,soupirer,18
ensemble,ensemble,60
toute,tout,75
la,le,71
poésie,poésie,22
de,de,81
la,le,71
tendresse,tendresse,22
humaine,humain,30
/.,/.,P
quand,quand,83
Faust,Faust,20
chanta,chanter,19
:,:,p
laisse,laisser,17
moi,moi,51
",",",",p
laisse,laisser,17
moi,moi,51
contempler,contempler,14
ton,ton,73
visage,visage,21
",",",",p
il,il,51
y,y,52
eut,avoir,19
dans,dans,81
les,le,71
notes,note,22
envolées,envolé,31
de,de,81
sa,son,73
bouche,bouche,22
un,un,71
tel,tel,75
accent,accent,21
d',de,81
adoration,adoration,22
",",",",p
de,de,81
transport,transport,21
et,et,82
de,de,81
supplication,supplication,22
que,que,52
",",",",p
vraiment,vraiment,60
",",",",p
le,le,71
désir,désir,21
d',de,81
aimer,aimer,14
souleva,soulever,19
un,un,71
instant,instant,21
tous,tout,75
les,le,71
coeurs,coeur,21
/.,/.,P
Olivier,Olivier,20
se,se,51
rappela,rappeler,19
qu',que,83
il,il,51
l',le,52
avait,avoir,18
murmurée,murmurer,12
lui-même,lui-même,51
",",",",p
cette,ce,74
phrase,phrase,22
",",",",p
dans,dans,81
le,le,71
parc,parc,21
de,de,81
Roncières,Roncières,20
",",",",p
sous,sous,81
les,le,71
fenêtres,fenêtre,22
du,de,81
du,le,71
château,château,21
/.,/.,P
jusqu',jusque,81
alors,alors,60
",",",",p
il,il,51
l',le,52
avait,avoir,18
jugée,juger,12
un,un,71
peu,peu,60
banale,banal,30
",",",",p
et,et,82
maintenant,maintenant,60
elle,il,51
lui,lui,51
venait,venir,18
à,à,81
la,le,71
bouche,bouche,22
comme,comme,83
un,un,71
dernier,dernier,30
cri,cri,21
de,de,81
passion,passion,22
",",",",p
une,un,71
dernière,dernier,30
prière,prière,22
",",",",p
le,le,71
dernier,dernier,30
espoir,espoir,21
et,et,82
la,le,71
dernière,dernier,30
faveur,faveur,22
qu',que,52
il,il,51
pût,pouvoir,18
attendre,attendre,14
en,en,81
cette,ce,74
vie,vie,22
/.,/.,P
puis,puis,60
il,il,51
n',ne,60
écouta,écouter,19
plus,plus,60
rien,rien,52
",",",",p
il,il,51
n',ne,60
entendit,entendre,19
plus,plus,60
rien,rien,52
/.,/.,P
une,un,71
crise,crise,22
de,de,81
jalousie,jalousie,22
suraiguë,suraigu,30
le,le,52
déchira,déchirer,19
",",",",p
car,car,82
il,il,51
venait,venir,18
de,de,81
voir,voir,14
Annette,Annette,20
porter,porter,14
son,son,73
mouchoir,mouchoir,21
à,à,81
ses,son,73
yeux,oeil,21
/.,/.,P
elle,il,51
pleurait,pleurer,18
/!,/!,P
donc,donc,82
son,son,73
coeur,coeur,21
s',se,51
éveillait,éveiller,18
",",",",p
s',se,51
animait,animer,18
",",",",p
s',se,51
agitait,agiter,18
",",",",p
son,son,73
petit,petit,30
coeur,coeur,21
de,de,81
femme,femme,22
qui,qui,52
ne,ne,60
savait,savoir,18
rien,rien,52
encore,encore,60
/.,/.,P
là,là,60
",",",",p
tout,tout,60
près,près,81
de,de,81
lui,lui,51
",",",",p
sans,sans,81
qu',que,83
elle,il,51
songeât,songer,18
à,à,81
lui,lui,51
",",",",p
elle,il,51
avait,avoir,18
la,le,71
révélation,révélation,22
de,de,81
la,le,71
façon,façon,22
dont,dont,52
l',le,71
amour,amour,21
peut,pouvoir,17
bouleverser,bouleverser,14
l',le,71
être,être,21
humain,humain,30
",",",",p
et,et,82
cette,ce,74
révélation,révélation,22
",",",",p
cette,ce,74
initiation,initiation,22
lui,lui,51
étaient,être,18
venues,venir,12
de,de,81
ce,ce,74
misérable,misérable,30
cabotin,cabotin,21
chantant,chanter,13
/.,/.,P
ah,ah,93
!,!,p
il,il,51
n',ne,60
en,en,52
voulait,vouloir,18
plus,plus,60
guère,guère,60
au,à,81
au,le,71
marquis,marquis,21
de,de,81
Farandal,Farandal,20
",",",",p
à,à,81
ce,ce,74
sot,sot,21
qui,qui,52
ne,ne,60
voyait,voir,18
rien,rien,52
",",",",p
qui,qui,52
ne,ne,60
savait,savoir,18
pas,pas,60
",",",",p
qui,qui,52
ne,ne,60
comprenait,comprendre,18
pas,pas,60
/!,/!,P
mais,mais,82
comme,comme,83
il,il,51
exécrait,exécrer,18
l',le,71
homme,homme,21
au,à,81
au,le,71
maillot,maillot,21
collant,collant,30
qui,qui,52
illuminait,illuminer,18
cette,ce,74
âme,âme,22
de,de,81
jeune,jeune,30
fille,fille,22
/!,/!,P
il,il,51
avait,avoir,18
envie,envie,22
de,de,81
se,se,51
jeter,jeter,14
sur,sur,81
elle,il,51
comme,comme,83
on,on,51
se,se,51
jette,jeter,17
sur,sur,81
quelqu'un,quelqu'un,52
que,que,52
va,aller,17
écraser,écraser,14
un,un,71
cheval,cheval,21
emporté,emporté,31
",",",",p
de,de,81
la,le,52
saisir,saisir,14
par,par,81
le,le,71
bras,bras,21
",",",",p
de,de,81
l',le,52
emmener,emmener,14
",",",",p
de,de,81
l',le,52
entraîner,entraîner,14
",",",",p
de,de,81
lui,lui,51
dire,dire,14
:,:,p
“,“,p
allons,aller,17
nous,nous,51
en,en,52
!,!,p
allons,aller,17
nous,nous,51
en,en,52
",",",",p
je,je,51
vous,vous,51
en,en,52
supplie,supplier,17
/!,/!,P
comme,comme,83
elle,il,51
écoutait,écouter,18
",",",",p
comme,comme,83
elle,il,51
palpitait,palpiter,18
!,!,p
et,et,82
comme,comme,83
il,il,51
souffrait,souffrir,18
",",",",p
lui,lui,51
/!,/!,P
il,il,51
avait,avoir,18
déjà,déjà,60
souffert,souffrir,12
ainsi,ainsi,60
",",",",p
mais,mais,82
moins,moins,60
cruellement,cruellement,60
/!,/!,P
il,il,51
se,se,51
le,le,52
rappela,rappeler,19
",",",",p
car,car,82
toutes,tout,75
les,le,71
douleurs,douleur,22
jalouses,jaloux,30
renaissent,renaître,17
ainsi,ainsi,60
que,que,83
des,de,81
des,le,71
blessures,blessure,22
rouvertes,rouvert,31
/.,/.,P
c',ce,52
était,être,18
d'abord,d'abord,60
à,à,81
Roncières,Roncières,20
",",",",p
en,en,81
revenant,revenir,13
du,de,81
du,le,71
cimetière,cimetière,21
",",",",p
quand,quand,83
il,il,51
sentit,sentir,19
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
qu',que,83
elle,il,51
lui,lui,51
échappait,échapper,18
",",",",p
qu',que,83
il,il,51
ne,ne,60
pouvait,pouvoir,18
rien,rien,52
sur,sur,81
elle,il,51
",",",",p
sur,sur,81
cette,ce,74
fillette,fillette,22
indépendante,indépendant,30
comme,comme,83
un,un,71
jeune,jeune,30
animal,animal,21
/.,/.,P
mais,mais,82
là-bas,là-bas,60
",",",",p
quand,quand,83
elle,il,51
l',le,52
irritait,irriter,18
en,en,81
le,le,52
quittant,quitter,13
pour,pour,81
cueillir,cueillir,14
des,de,81
des,le,71
fleurs,fleur,22
",",",",p
il,il,51
éprouvait,éprouver,18
surtout,surtout,60
l',le,71
envie,envie,22
brutale,brutal,30
d',de,81
arrêter,arrêter,14
ses,son,73
élans,élan,21
",",",",p
de,de,81
retenir,retenir,14
son,son,73
corps,corps,21
près,près,81
de,de,81
lui,lui,51
;,;,p
aujourd'hui,aujourd'hui,60
",",",",p
c',ce,52
était,être,18
son,son,73
âme,âme,22
elle-même,lui-même,51
qui,qui,52
fuyait,fuir,18
",",",",p
insaisissable,insaisissable,30
/.,/.,P
ah,ah,93
!,!,p
cette,ce,74
irritation,irritation,22
rongeuse,rongeur,30
qu',que,52
il,il,51
venait,venir,18
de,de,81
reconnaître,reconnaître,14
",",",",p
il,il,51
l',le,52
avait,avoir,18
éprouvée,éprouver,12
bien,bien,60
souvent,souvent,60
encore,encore,60
par,par,81
toutes,tout,75
les,le,71
petites,petit,30
meurtrissures,meurtrissure,22
inavouables,inavouable,30
qui,qui,52
semblent,sembler,17
faire,faire,14
des,de,81
des,le,71
bleus,bleu,21
incessants,incessant,30
aux,à,81
aux,le,71
coeurs,coeur,21
amoureux,amoureux,30
/.,/.,P
il,il,51
se,se,51
rappelait,rappeler,18
t,t,94
out,out,92
es,être,17
les,le,71
impressions,impression,22
pénibles,pénible,30
de,de,81
menue,menu,30
jalousie,jalousie,22
tombant,tomber,13
sur,sur,81
lui,lui,51
",",",",p
à,à,81
petits,petit,30
coups,coup,21
",",",",p
le,le,71
long,long,21
des,de,81
des,le,71
jours,jour,21
/.,/.,P
chaque,chaque,75
fois,fois,22
qu',que,83
elle,il,51
avait,avoir,18
remarqué,remarquer,12
",",",",p
admiré,admirer,12
",",",",p
aimé,aimer,12
",",",",p
désiré,désirer,12
quelque,quelque,75
chose,chose,22
",",",",p
il,il,51
en,en,52
avait,avoir,18
été,être,12
jaloux,jaloux,30
:,:,p
jaloux,jaloux,30
de,de,81
tout,tout,52
d',de,81
une,un,71
façon,façon,22
imperceptible,imperceptible,30
et,et,82
continue,continu,30
",",",",p
de,de,81
tout,tout,52
ce,ce,52
qui,qui,52
absorbait,absorber,18
le,le,71
temps,temps,21
",",",",p
les,le,71
regards,regard,21
",",",",p
l',le,71
attention,attention,22
",",",",p
la,le,71
gaieté,gaieté,22
",",",",p
l',le,71
étonnement,étonnement,21
",",",",p
l',le,71
affection,affection,22
d',de,81
Annette,Annette,20
",",",",p
car,car,82
tout,tout,75
cela,cela,52
la,le,52
lui,lui,51
prenait,prendre,18
un,un,71
peu,peu,60
/.,/.,P
il,il,51
avait,avoir,18
été,être,12
jaloux,jaloux,30
de,de,81
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
faisait,faire,18
sans,sans,81
lui,lui,51
",",",",p
de,de,81
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
ne,ne,60
savait,savoir,18
pas,pas,60
",",",",p
de,de,81
ses,son,73
sorties,sortie,22
",",",",p
de,de,81
ses,son,73
lectures,lecture,22
",",",",p
de,de,81
tout,tout,52
ce,ce,52
qui,qui,52
semblait,sembler,18
lui,lui,51
plaire,plaire,14
jaloux,jaloux,30
d',de,81
un,un,71
officier,officier,21
blessé,blessé,31
héroïquement,héroïquement,60
en,en,81
Afrique,Afrique,20
et,et,82
dont,dont,52
Paris,Paris,20
s',se,51
occupa,occuper,19
huit,huit,72
jours,jour,21
durant,durant,81
",",",",p
de,de,81
l',le,71
auteur,auteur,21
d',de,81
un,un,71
roman,roman,21
très,très,60
louangé,louangé,31
",",",",p
d',de,81
un,un,71
jeune,jeune,30
poète,poète,21
inconnu,inconnu,30
qu',que,52
elle,il,51
n',ne,60
avait,avoir,18
point,point,60
vu,voir,12
mais,mais,82
dont,dont,52
Musadieu,Musadieu,20
récitait,réciter,18
les,le,71
vers,vers,21
",",",",p
de,de,81
tous,tout,75
les,le,71
hommes,homme,21
enfin,enfin,60
qu',que,52
on,on,51
vantait,vanter,18
devant,devant,81
elle,il,51
même,même,60
banalement,banalement,60
",",",",p
car,car,82
",",",",p
lorsqu',lorsque,83
on,on,51
aime,aimer,17
une,un,71
femme,femme,22
",",",",p
on,on,51
ne,ne,60
peut,pouvoir,17
tolérer,tolérer,14
sans,sans,81
angoisse,angoisse,22
qu',que,83
elle,il,51
songe,songer,17
même,même,60
à,à,81
quelqu'un,quelqu'un,52
avec,avec,81
une,un,71
apparence,apparence,22
d',de,81
intérêt,intérêt,21
/.,/.,P
on,on,51
a,avoir,17
au,à,81
au,le,71
coeur,coeur,21
l',le,71
impérieux,impérieux,30
besoin,besoin,21
d',de,81
être,être,14
seul,seul,30
au,à,81
au,le,71
monde,monde,21
devant,devant,81
ses,son,73
yeux,oeil,21
/.,/.,P
on,on,51
veut,vouloir,17
qu',que,83
elle,il,51
ne,ne,60
voie,voir,17
",",",",p
qu',que,83
elle,il,51
ne,ne,60
connaisse,connaître,17
",",",",p
qu',que,83
elle,il,51
n',ne,60
apprécie,apprécier,17
personne,personne,52
autre,autre,30
/.,/.,P
sitôt,sitôt,60
qu',que,83
elle,il,51
a,avoir,17
l',le,71
air,air,21
de,de,81
se,se,51
retourner,retourner,14
pour,pour,81
considérer,considérer,14
ou,ou,82
reconnaître,reconnaître,14
quelqu'un,quelqu'un,52
",",",",p
on,on,51
se,se,51
jette,jeter,17
devant,devant,81
son,son,73
regard,regard,21
",",",",p
et,et,82
si,si,83
on,on,51
ne,ne,60
peut,pouvoir,17
le,le,52
détourner,détourner,14
ou,ou,82
l',le,52
absorber,absorber,14
tout,tout,52
entier,entier,30
",",",",p
on,on,51
souffre,souffrir,17
jusqu',jusque,81
au,à,81
au,le,71
fond,fond,21
de,de,81
l',le,71
âme,âme,22
/.,/.,P
Olivier,Olivier,20
souffrait,souffrir,18
ainsi,ainsi,60
en,en,81
face,face,22
de,de,81
ce,ce,74
chanteur,chanteur,21
qui,qui,52
semblait,sembler,18
répandre,répandre,14
et,et,82
cueillir,cueillir,14
de,de,81
l',le,71
amour,amour,21
dans,dans,81
cette,ce,74
salle,salle,22
d',de,81
opéra,opéra,21
",",",",p
et,et,82
il,il,51
en,en,52
voulait,vouloir,18
à,à,81
tout,tout,75
le,le,71
monde,monde,21
du,de,81
du,le,71
triomphe,triomphe,21
de,de,81
ce,ce,74
ténor,ténor,21
",",",",p
aux,à,81
aux,le,71
femmes,femme,22
qu',que,52
il,il,51
voyait,voir,18
exaltées,exalté,31
dans,dans,81
les,le,71
loges,loge,22
",",",",p
aux,à,81
aux,le,71
hommes,homme,21
",",",",p
ces,ce,74
niais,niais,21
faisant,faire,13
une,un,71
apothéose,apothéose,22
à,à,81
ce,ce,74
fat,fat,21
/.,/.,P
un,un,71
artiste,artiste,21
/!,/!,P
ils,ils,51
l',le,52
appelaient,appeler,18
un,un,71
artiste,artiste,21
",",",",p
un,un,71
grand,grand,30
artiste,artiste,21
/!,/!,P
et,et,82
il,il,51
avait,avoir,18
des,de,81
des,le,71
succès,succès,21
",",",",p
ce,ce,74
pitre,pitre,21
",",",",p
interprète,interprète,21
d',de,81
une,un,71
pensée,pensée,22
étrangère,étranger,30
",",",",p
comme,comme,83
jamais,jamais,60
créateur,créateur,21
n',ne,60
en,en,52
avait,avoir,18
connu,connaître,12
/!,/!,P
ah,ah,93
!,!,p
c',ce,52
était,être,18
bien,bien,60
cela,cela,52
la,le,71
justice,justice,22
et,et,82
l',le,71
intelligence,intelligence,22
des,de,81
des,le,71
gens,gens,21
du,de,81
du,le,71
monde,monde,21
",",",",p
de,de,81
ces,ce,74
amateurs,amateur,21
ignorants,ignorant,30
et,et,82
prétentieux,prétentieux,30
pour,pour,81
qui,qui,52
travaillent,travailler,17
jusqu',jusque,81
à,à,81
la,le,71
mort,mort,22
les,le,71
maîtres,maître,21
de,de,81
l',le,71
art,art,21
humain,humain,30
/.,/.,P
il,il,51
les,le,52
regardait,regarder,18
applaudir,applaudir,14
",",",",p
crier,crier,14
",",",",p
s',se,51
extasier,extasier,14
;,;,p
et,et,82
cette,ce,74
hostilité,hostilité,22
ancienne,ancien,30
qui,qui,52
avait,avoir,18
toujours,toujours,60
fermenté,fermenter,12
au,à,81
au,le,71
fond,fond,21
de,de,81
son,son,73
coeur,coeur,21
orgueilleux,orgueilleux,30
et,et,82
fier,fier,30
de,de,81
parvenu,parvenu,21
s',se,51
exaspérait,exaspérer,18
",",",",p
devenait,devenir,18
une,un,71
rage,rage,22
furieuse,furieux,30
contre,contre,81
ces,ce,74
imbéciles,imbécile,21
tout,tout,60
puissants,puissant,30
de,de,81
par,par,81
le,le,71
seul,seul,30
droit,droit,21
de,de,81
la,le,71
naissance,naissance,22
et,et,82
de,de,81
l',le,71
argent,argent,21
/.,/.,P
jusqu',jusque,81
à,à,81
la,le,71
fin,fin,22
de,de,81
la,le,71
représentation,représentation,22
",",",",p
il,il,51
demeura,demeurer,19
silencieux,silencieux,30
",",",",p
dévoré,dévoré,31
par,par,81
ses,son,73
idées,idée,22
",",",",p
puis,puis,60
",",",",p
quand,quand,83
l',le,71
ouragan,ouragan,21
de,de,81
l',le,71
enthousiasme,enthousiasme,21
final,final,30
fut,être,19
apaisé,apaiser,12
",",",",p
il,il,51
offrit,offrir,19
son,son,73
bras,bras,21
à,à,81
la,le,71
duchesse,duchesse,22
pendant,pendant,81
que,que,83
le,le,71
marquis,marquis,21
prenait,prendre,18
celui,celui,52
d',de,81
Annette,Annette,20
/.,/.,P
ils,ils,51
redescendirent,redescendre,19
le,le,71
grand,grand,30
escalier,escalier,21
au,à,81
au,le,71
milieu,milieu,21
d',de,81
un,un,71
flot,flot,21
de,de,81
femmes,femme,22
et,et,82
d',de,81
hommes,homme,21
",",",",p
dans,dans,81
une,un,71
sorte,sorte,22
de,de,81
cascade,cascade,22
magnifique,magnifique,30
et,et,82
lente,lent,30
d',de,81
épaules,épaule,22
nues,nu,30
",",",",p
de,de,81
robes,robe,22
somptueuses,somptueux,30
et,et,82
d',de,81
habits,habit,21
noirs,noir,30
/.,/.,P
puis,puis,60
la,le,71
duchesse,duchesse,22
",",",",p
la,le,71
jeune,jeune,30
fille,fille,22
",",",",p
son,son,73
père,père,21
et,et,82
le,le,71
marquis,marquis,21
montèrent,monter,19
dans,dans,81
le,le,71
même,même,75
landau,landau,21
",",",",p
et,et,82
Olivier,Olivier,20
Bertin,Bertin,20
resta,rester,19
seul,seul,30
avec,avec,81
Musadieu,Musadieu,20
sur,sur,81
la,le,71
place,place,22
de,de,81
l',le,71
Opéra,Opéra,20
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
il,il,51
eut,avoir,19
au,à,81
au,le,71
coeur,coeur,21
une,un,71
sorte,sorte,22
d',de,81
affection,affection,22
pour,pour,81
cet,ce,74
homme,homme,21
ou,ou,82
plutôt,plutôt,60
cette,ce,74
attraction,attraction,22
naturelle,naturel,30
qu',que,52
on,on,51
éprouve,éprouver,17
pour,pour,81
un,un,71
compatriote,compatriote,21
rencontré,rencontré,31
dans,dans,81
un,un,71
pays,pays,21
lointain,lointain,30
",",",",p
car,car,82
il,il,51
se,se,51
sentait,sentir,18
maintenant,maintenant,60
perdu,perdu,31
dans,dans,81
cette,ce,74
cohue,cohue,22
étrangère,étranger,30
",",",",p
indifférente,indifférent,30
",",",",p
tandis qu',tandis que,83
avec,avec,81
Musadieu,Musadieu,20
il,il,51
pouvait,pouvoir,18
encore,encore,60
parler,parler,14
d',de,81
elle,il,51
/.,/.,P
il,il,51
lui,lui,51
prit,prendre,19
donc,donc,82
le,le,71
bras,bras,21
/.,/.,P
“,“,p
vous,vous,51
ne,ne,60
rentrez,rentrer,17
pas,pas,60
tout,tout,60
de,de,81
suite,suite,22
",",",",p
dit,dire,19
il,il,51
/.,/.,P
le,le,71
temps,temps,21
est,être,17
beau,beau,30
",",",",p
faisons,faire,17
un,un,71
tour,tour,21
/.,/.,P
-,-,p
volontiers,volontiers,60
/.,/.,P
“,“,p
ils,ils,51
s',se,51
en,en,52
allèrent,aller,19
vers,vers,81
la,le,71
Madeleine,Madeleine,20
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
foule,foule,22
noctambule,noctambule,21
",",",",p
dans,dans,81
cette,ce,74
agitation,agitation,22
courte,court,30
et,et,82
violente,violent,30
de,de,81
minuit,minuit,21
qui,qui,52
secoue,secouer,17
les,le,71
boulevards,boulevard,21
à,à,81
la,le,71
sortie,sortie,22
des,de,81
des,le,71
théâtres,théâtre,21
/.,/.,P
Musadieu,Musadieu,20
avait,avoir,18
dans,dans,81
la,le,71
tête,tête,22
mille,mille,72
choses,chose,22
",",",",p
tous,tout,75
ses,son,73
sujets,sujet,21
de,de,81
conversation,conversation,22
du,de,81
du,le,71
moment,moment,21
que,que,83
Bertin,Bertin,20
nommait,nommer,18
son,son,73
“,“,p
menu,menu,21
du,de,81
du,le,71
jour,jour,21
“,“,p
",",",",p
et,et,82
il,il,51
fit,faire,19
couler,couler,14
sa,son,73
faconde,faconde,22
sur,sur,81
les,le,71
deux,deux,72
ou,ou,82
trois,trois,72
motifs,motif,21
qui,qui,52
l',le,52
intéressaient,intéresser,18
le,le,71
plus,plus,60
/.,/.,P
le,le,71
peintre,peintre,21
le,le,52
laissait,laisser,18
aller,aller,14
sans,sans,81
l',le,52
écouter,écouter,14
",",",",p
en,en,81
le,le,52
tenant,tenir,13
par,par,81
le,le,71
bras,bras,21
",",",",p
sûr,sûr,30
de,de,81
l',le,52
amener,amener,14
tout,tout,60
à,à,81
l',le,71
heure,heure,22
à,à,81
parler,parler,14
d',de,81
elle,il,51
et,et,82
il,il,51
marchait,marcher,18
sans,sans,81
rien,rien,52
voir,voir,14
autour,autour,60
de,de,81
lui,lui,51
",",",",p
emprisonné,emprisonné,31
dans,dans,81
son,son,73
amour,amour,21
/.,/.,P
il,il,51
marchait,marcher,18
",",",",p
épuisé,épuisé,31
par,par,81
cette,ce,74
crise,crise,22
jalouse,jaloux,30
qui,qui,52
l',le,52
avait,avoir,18
meurtri,meurtrir,12
comme,comme,83
une,un,71
chute,chute,22
",",",",p
accablé,accablé,31
par,par,81
la,le,71
certitude,certitude,22
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
plus,plus,60
rien,rien,52
à,à,81
faire,faire,14
au,à,81
au,le,71
monde,monde,21
/.,/.,P
il,il,51
souffrirait,souffrir,16
ainsi,ainsi,60
",",",",p
de,de,81
plus,plus,60
en,en,81
plus,plus,60
",",",",p
sans,sans,81
rien,rien,52
attendre,attendre,14
/.,/.,P
il,il,51
traverserait,traverser,16
des,de,81
des,le,71
jours,jour,21
vides,vide,30
",",",",p
l',le,71
un,un,52
après,après,81
l',le,71
autre,autre,52
",",",",p
en,en,81
la,le,52
regardant,regarder,13
de,de,81
loin,loin,60
vivre,vivre,14
",",",",p
être,être,14
heureuse,heureux,30
",",",",p
être,être,14
aimée,aimer,12
",",",",p
aimer,aimer,14
aussi,aussi,60
sans,sans,81
doute,doute,21
/.,/.,P
un,un,71
amant,amant,21
/!,/!,P
elle,il,51
aurait,avoir,16
un,un,71
amant,amant,21
peut-être,peut-être,60
",",",",p
comme,comme,83
sa,son,73
mère,mère,22
en,en,52
avait,avoir,18
eu,avoir,12
un,un,52
/.,/.,P
il,il,51
sentait,sentir,18
en,en,81
lui,lui,51
des,de,81
des,le,71
sources,source,22
de,de,81
souffrances,souffrance,22
si,si,60
nombreuses,nombreux,30
",",",",p
diverses,divers,30
et,et,82
compliquées,compliqué,31
",",",",p
un,un,71
tel,tel,75
afflux,afflux,21
de,de,81
malheurs,malheur,21
",",",",p
tant,tant,60
de,de,81
déchirements,déchirement,21
inévitables,inévitable,30
",",",",p
il,il,51
se,se,51
sentait,sentir,18
tellement,tellement,60
perdu,perdu,31
",",",",p
tellement,tellement,60
entré,entré,31
",",",",p
dès,dès,81
maintenant,maintenant,60
",",",",p
dans,dans,81
une,un,71
agonie,agonie,22
inimaginable,inimaginable,30
",",",",p
qu',que,83
il,il,51
ne,ne,60
pouvait,pouvoir,18
supposer,supposer,14
que,que,83
personne,personne,52
eût,avoir,19
souffert,souffrir,12
comme,comme,83
lui,lui,51
/.,/.,P
et,et,82
il,il,51
songea,songer,19
soudain,soudain,60
à,à,81
la,le,71
puérilité,puérilité,22
des,de,81
des,le,71
poètes,poète,21
qui,qui,52
ont,avoir,17
inventé,inventer,12
l',le,71
inutile,inutile,30
labeur,labeur,21
de,de,81
Sisyphe,Sisyphe,20
",",",",p
la,le,71
soif,soif,22
matérielle,matériel,30
de,de,81
Tantale,Tantale,20
",",",",p
le,le,71
coeur,coeur,21
dévoré,dévoré,31
de,de,81
Prométhée,Prométhée,20
/!,/!,P
oh,oh,93
!,!,p
s',si,83
ils,ils,51
avaient,avoir,18
prévu,prévoir,12
",",",",p
s',si,83
ils,ils,51
avaient,avoir,18
fouillé,fouiller,12
l',le,71
amour,amour,21
éperdu,éperdu,30
d',de,81
un,un,71
vieil,vieux,30
homme,homme,21
pour,pour,81
une,un,71
jeune,jeune,30
fille,fille,22
",",",",p
comment,comment,60
auraient,avoir,16
ils,ils,51
exprimé,exprimer,12
l',le,71
effort,effort,21
abominable,abominable,30
et,et,82
secret,secret,30
d',de,81
un,un,71
être,être,21
qu',que,52
on,on,51
ne,ne,60
peut,pouvoir,17
plus,plus,60
aimer,aimer,14
",",",",p
les,le,71
tortures,torture,22
du,de,81
du,le,71
désir,désir,21
stérile,stérile,30
",",",",p
et,et,82
",",",",p
plus,plus,60
terrible,terrible,30
que,que,83
le,le,71
bec,bec,21
d',de,81
un,un,71
vautour,vautour,21
",",",",p
une,un,71
petite,petit,30
figure,figure,22
blonde,blond,30
dépeçant,dépecer,13
un,un,71
vieux,vieux,30
coeur,coeur,21
/.,/.,P
Musadieu,Musadieu,20
parlait,parler,18
toujours,toujours,60
et,et,82
Bertin,Bertin,20
l',le,52
interrompit,interrompre,19
en,en,81
murmurant,murmurer,13
presque,presque,60
malgré,malgré,81
lui,lui,51
",",",",p
sous,sous,81
la,le,71
puissance,puissance,22
de,de,81
l',le,71
idée,idée,22
fixe,fixe,30
:,:,p
“,“,p
Annette,Annette,20
était,être,18
charmante,charmant,30
",",",",p
ce,ce,74
soir,soir,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
délicieuse,délicieux,30
/…,/…,P
“,“,p
le,le,71
peintre,peintre,21
ajouta,ajouter,19
",",",",p
pour,pour,81
empêcher,empêcher,14
Musadieu,Musadieu,20
de,de,81
reprendre,reprendre,14
le,le,71
fil,fil,21
coupé,coupé,31
de,de,81
ses,son,73
idées,idée,22
:,:,p
“,“,p
elle,il,51
est,être,17
plus,plus,60
jolie,joli,30
que,que,83
n',ne,60
a,avoir,17
été,être,12
sa,son,73
mère,mère,22
