12011
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-onzième extrait>,<>,<>
persuadée,persuader,12
aussi,aussi,60
",",",",p
en,en,81
certains,certain,75
jours,jour,21
",",",",p
qu',que,83
il,il,51
cachait,cacher,18
une,un,71
liaison,liaison,22
dans,dans,81
le,le,71
pays,pays,21
",",",",p
qu',que,83
il,il,51
avait,avoir,18
fait,faire,12
venir,venir,14
une,un,71
maîtresse,maîtresse,22
",",",",p
son,son,73
actrice,actrice,22
",",",",p
peut-être,peut-être,60
/.,/.,P
et,et,82
elle,il,51
interrogeait,interroger,18
tout,tout,75
le,le,71
monde,monde,21
",",",",p
son,son,73
père,père,21
",",",",p
son,son,73
frère,frère,21
et,et,82
son,son,73
mari,mari,21
",",",",p
sur,sur,81
toutes,tout,75
les,le,71
femmes,femme,22
jeunes,jeune,30
et,et,82
désirables,désirable,30
qu',que,52
on,on,51
connaissait,connaître,18
dans,dans,81
Enval,Enval,20
/.,/.,P
si,si,83
au,à,81
au,le,71
moins,moins,60
elle,il,51
avait,avoir,18
pu,pouvoir,12
marcher,marcher,14
",",",",p
chercher,chercher,14
elle-même,lui-même,51
",",",",p
le,le,52
suivre,suivre,14
",",",",p
elle,il,51
se,se,51
serait,être,16
un,un,71
peu,peu,60
rassurée,rassurer,12
",",",",p
mais,mais,82
l',le,71
immobilité,immobilité,22
presque,presque,60
absolue,absolu,30
qu',que,52
il,il,51
lui,lui,51
fallait,falloir,18
garder,garder,14
maintenant,maintenant,60
lui,lui,51
faisait,faire,18
endurer,endurer,14
un,un,71
intolérable,intolérable,30
martyre,martyre,21
/.,/.,P
et,et,82
quand,quand,83
elle,il,51
parlait,parler,18
à,à,81
Paul,Paul,20
",",",",p
le,le,71
ton,ton,21
seul,seul,30
de,de,81
sa,son,73
voix,voix,22
révélait,révéler,18
sa,son,73
douleur,douleur,22
et,et,82
avivait,aviver,18
chez,chez,81
lui,lui,51
les,le,71
impatiences,impatience,22
nerveuses,nerveux,30
de,de,81
cet,ce,74
amour,amour,21
fini,fini,31
/.,/.,P
il,il,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
causer,causer,14
tranquillement,tranquillement,60
avec,avec,81
elle,il,51
que,que,52
d',de,81
une,un,71
chose,chose,22
",",",",p
du,de,81
du,le,71
prochain,prochain,30
mariage,mariage,21
de,de,81
Gontran,Gontran,20
",",",",p
ce,ce,52
qui,qui,52
lui,lui,51
permettait,permettre,18
de,de,81
prononcer,prononcer,14
le,le,71
nom,nom,21
de,de,81
Charlotte,Charlotte,20
et,et,82
de,de,81
penser,penser,21
tout,tout,60
haut,haut,60
à,à,81
la,le,71
jeune,jeune,30
fille,fille,22
/.,/.,P
et,et,82
c',ce,52
était,être,18
même,même,60
pour,pour,81
lui,lui,51
un,un,71
plaisir,plaisir,21
mystérieux,mystérieux,30
",",",",p
confus,confus,30
",",",",p
inexplicable,inexplicable,30
",",",",p
d',de,81
entendre,entendre,14
Christiane,Christiane,20
articuler,articuler,14
ce,ce,74
mot,mot,21
",",",",p
vanter,vanter,14
la,le,71
grâce,grâce,22
et,et,82
toutes,tout,75
les,le,71
qualités,qualité,22
de,de,81
cette,ce,74
petite,petite,22
",",",",p
la,le,52
plaindre,plaindre,14
",",",",p
regretter,regretter,14
que,que,83
son,son,73
frère,frère,21
l',le,52
eût,avoir,19
sacrifiée,sacrifier,12
",",",",p
et,et,82
désirer,désirer,14
qu',que,83
un,un,71
homme,homme,21
",",",",p
un,un,71
brave,brave,30
coeur,coeur,21
",",",",p
la,le,52
comprît,comprendre,18
",",",",p
l',le,52
aimât,aimer,18
et,et,82
l',le,52
épousât,épouser,18
/.,/.,P
il,il,51
disait,dire,18
:,:,p
“,“,p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
Gontran,Gontran,20
a,avoir,17
fait,faire,12
là,là,60
une,un,71
sottise,sottise,22
/.,/.,P
elle,il,51
est,être,17
tout,tout,60
à,à,81
fait,fait,21
charmante,charmant,30
",",",",p
cette,ce,74
enfant,enfant,21
/.,/.,P
“,“,p
Christiane,Christiane,20
",",",",p
sans,sans,81
défiance,défiance,22
",",",",p
répétait,répéter,18
:,:,p
“,“,p
tout,tout,60
à,à,81
fait,fait,21
charmante,charmant,30
/.,/.,P
c',ce,52
est,être,17
une,un,71
perle,perle,22
!,!,p
une,un,71
perfection,perfection,22
/!,/!,P
jamais,jamais,60
elle,il,51
n',ne,60
eût,avoir,19
songé,songer,12
qu',que,83
un,un,71
homme,homme,21
comme,comme,83
Paul,Paul,20
pouvait,pouvoir,18
aimer,aimer,14
une,un,71
fillette,fillette,22
et,et,82
pourrait,pouvoir,16
se,se,51
marier,marier,14
un,un,71
jour,jour,21
/.,/.,P
elle,il,51
ne,ne,60
redoutait,redouter,18
que,que,83
ses,son,73
maîtresses,maîtresse,22
/.,/.,P
et,et,82
",",",",p
par,par,81
un,un,71
bizarre,bizarre,30
phénomène,phénomène,21
du,de,81
du,le,71
coeur,coeur,21
",",",",p
l',le,71
éloge,éloge,21
de,de,81
Charlotte,Charlotte,20
",",",",p
dans,dans,81
la,le,71
bouche,bouche,22
de,de,81
Christiane,Christiane,20
",",",",p
prenait,prendre,18
pour,pour,81
lui,lui,51
une,un,71
valeur,valeur,22
extrême,extrême,30
",",",",p
excitait,exciter,18
son,son,73
amour,amour,21
",",",",p
fouettait,fouetter,18
son,son,73
désir,désir,21
",",",",p
enveloppait,envelopper,18
la,le,71
jeune,jeune,30
fille,fille,22
d',de,81
un,un,71
irrésistible,irrésistible,30
attrait,attrait,21
/.,/.,P
or,or,82
",",",",p
un,un,71
jour,jour,21
",",",",p
comme,comme,83
il,il,51
entrait,entrer,18
avec,avec,81
Gontran,Gontran,20
chez,chez,81
madame,madame,22
Honorat,Honorat,20
pour,pour,81
y,y,52
rencontrer,rencontrer,14
les,le,71
petites,petit,30
Oriol,Oriol,20
",",",",p
ils,ils,51
trouvèrent,trouver,19
le,le,71
docteur,docteur,21
Mazelli,Mazelli,20
",",",",p
installé,installé,31
là,là,60
",",",",p
comme,comme,83
chez,chez,81
lui,lui,51
/.,/.,P
il,il,51
tendit,tendre,19
ses,son,73
deux,deux,72
mains,main,22
aux,à,81
aux,le,71
deux,deux,72
hommes,homme,21
",",",",p
avec,avec,81
son,son,73
sourire,sourire,21
italien,italien,30
qui,qui,52
semblait,sembler,18
donner,donner,14
tout,tout,75
son,son,73
coeur,coeur,21
avec,avec,81
chaque,chaque,75
parole,parole,22
et,et,82
chaque,chaque,75
geste,geste,21
/.,/.,P
Gontran,Gontran,20
et,et,82
lui,lui,51
s',se,51
étaient,être,18
liés,lier,12
d',de,81
une,un,71
amitié,amitié,22
familière,familier,30
et,et,82
futile,futile,30
",",",",p
faite,fait,31
d',de,81
affinités,affinité,22
secrètes,secret,30
",",",",p
de,de,81
similitudes,similitude,22
cachées,caché,31
",",",",p
d',de,81
une,un,71
sorte,sorte,22
de,de,81
complicité,complicité,22
d',de,81
instincts,instinct,21
",",",",p
bien,bien,60
plus,plus,60
que,que,83
d',de,81
affection,affection,22
vraie,vrai,30
et,et,82
de,de,81
confiance,confiance,22
/.,/.,P
le,le,71
comte,comte,21
demanda,demander,19
:,:,p
“,“,p
et,et,82
votre,votre,73
jolie,joli,30
blonde,blonde,22
du,de,81
du,le,71
bois,bois,21
sans,sans,81
souci,souci,21
/?,/?,P
l',le,71
Italien,Italien,20
sourit,sourire,17
:,:,p
“,“,p
bah,bah,93
!,!,p
nous,nous,51
sommes,être,17
en,en,81
froid,froid,21
/.,/.,P
c',ce,52
est,être,17
une,un,52
de,de,81
ces,ce,74
femmes,femme,22
qui,qui,52
offrent,offrir,17
tout,tout,52
et,et,82
ne,ne,60
donnent,donner,17
rien,rien,52
/.,/.,P
“,“,p
et,et,82
on,on,51
se,se,51
mit,mettre,19
à,à,81
causer,causer,14
/.,/.,P
le,le,71
beau,beau,30
médecin,médecin,21
faisait,faire,18
des,de,81
des,le,71
frais,frais,21
pour,pour,81
les,le,71
jeunes,jeune,30
filles,fille,22
",",",",p
pour,pour,81
Charlotte,Charlotte,20
surtout,surtout,60
/.,/.,P
il,il,51
montrait,montrer,18
",",",",p
en,en,81
parlant,parler,13
aux,à,81
aux,le,71
femmes,femme,22
",",",",p
une,un,71
adoration,adoration,22
perpétuelle,perpétuel,30
dans,dans,81
la,le,71
voix,voix,22
",",",",p
le,le,71
geste,geste,21
et,et,82
le,le,71
regard,regard,21
/.,/.,P
toute,tout,75
sa,son,73
personne,personne,22
",",",",p
des,de,81
des,le,71
pieds,pied,21
à,à,81
la,le,71
tête,tête,22
",",",",p
leur,leur,52
disait,dire,18
:,:,p
“,“,p
je,je,51
vous,vous,51
aime,aimer,17
!,!,p
avec,avec,81
une,un,71
éloquence,éloquence,22
d',de,81
attitude,attitude,22
qui,qui,52
les,le,52
lui,lui,51
gagnait,gagner,18
infailliblement,infailliblement,60
/.,/.,P
il,il,51
avait,avoir,18
des,de,81
des,le,71
grâces,grâce,22
d',de,81
actrice,actrice,22
",",",",p
des,de,81
des,le,71
pirouettes,pirouette,22
légères,léger,30
de,de,81
danseuse,danseuse,22
",",",",p
des,de,81
des,le,71
mouvements,mouvement,21
souples,souple,30
d',de,81
escamoteur,escamoteur,21
",",",",p
toute,tout,75
une,un,71
science,science,22
de,de,81
séduction,séduction,22
naturelle,naturel,30
et,et,82
voulue,voulu,31
dont,dont,52
il,il,51
usait,user,18
d',de,81
une,un,71
façon,façon,22
continue,continu,30
/.,/.,P
Paul,Paul,20
",",",",p
revenant,revenir,13
à,à,81
l',le,71
hôtel,hôtel,21
avec,avec,81
Gontran,Gontran,20
",",",",p
s',se,51
écria,écrier,19
",",",",p
d',de,81
un,un,71
ton,ton,21
d',de,81
humeur,humeur,22
maussade,maussade,30
:,:,p
“,“,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
ce,ce,74
charlatan,charlatan,21
venait,venir,18
faire,faire,14
dans,dans,81
cette,ce,74
maison,maison,22
/?,/?,P
le,le,71
comte,comte,21
répondit,répondre,19
doucement,doucement,60
:,:,p
“,“,p
sait,savoir,17
on,on,51
jamais,jamais,60
",",",",p
avec,avec,81
ces,ce,74
aventuriers,aventurier,21
/?,/?,P
ce,ce,52
sont,être,17
des,de,81
des,le,71
gens,gens,21
qui,qui,52
se,se,51
glissent,glisser,17
partout,partout,60
/.,/.,P
celui-là,celui-là,52
doit,devoir,17
être,être,14
las,las,30
de,de,81
sa,son,73
vie,vie,22
vagabonde,vagabonder,17
",",",",p
d',de,81
obéir,obéir,14
aux,à,81
aux,le,71
caprices,caprice,21
de,de,81
son,son,73
Espagnole,Espagnol,20
dont,dont,52
il,il,51
est,être,17
plutôt,plutôt,60
le,le,71
valet,valet,21
que,que,83
le,le,71
médecin,médecin,21
et,et,82
peut-être,peut-être,60
plus,plus,60
encore,encore,60
/.,/.,P
il,il,51
cherche,chercher,17
/.,/.,P
la,le,71
fille,fille,22
du,de,81
du,le,71
professeur,professeur,21
Cloche,Cloche,20
était,être,18
bonne,bon,30
à,à,81
prendre,prendre,14
;,;,p
il,il,51
l',le,52
a,avoir,17
ratée,rater,12
",",",",p
dit,dire,19
il,il,51
/.,/.,P
la,le,71
seconde,second,72
fille,fille,22
des,de,81
des,le,71
Oriol,Oriol,20
ne,ne,60
serait,être,16
pas,pas,60
moins,moins,60
précieuse,précieux,30
pour,pour,81
lui,lui,51
/.,/.,P
il,il,51
essaye,essayer,17
",",",",p
il,il,51
tâte,tâter,17
",",",",p
il,il,51
flaire,flairer,17
",",",",p
il,il,51
sonde,sonder,17
/.,/.,P
il,il,51
deviendrait,devenir,16
copropriétaire,copropriétaire,21
des,de,81
des,le,71
eaux,eau,22
",",",",p
tâcherait,tâcher,16
de,de,81
culbuter,culbuter,14
cet,ce,74
imbécile,imbécile,21
de,de,81
Latonne,Latonne,20
",",",",p
se,se,51
ferait,faire,16
en,en,81
tout,tout,75
cas,cas,21
ici,ici,60
",",",",p
chaque,chaque,75
été,été,21
",",",",p
une,un,71
excellente,excellent,30
clientèle,clientèle,22
pour,pour,81
l',le,71
hiver,hiver,21
/…,/…,P
parbleu,parbleu,93
!,!,p
c',ce,52
est,être,17
son,son,73
plan,plan,21
",",",",p
va,aller,17
…,…,p
n',ne,60
en,en,52
doutons,douter,17
pas,pas,60
/.,/.,P
“,“,p
une,un,71
colère,colère,22
sourde,sourd,30
",",",",p
une,un,71
inimitié,inimitié,22
jalouse,jaloux,30
s',se,51
éveillait,éveiller,18
dans,dans,81
le,le,71
coeur,coeur,21
de,de,81
Paul,Paul,20
/.,/.,P
une,un,71
voix,voix,22
criait,crier,18
:,:,p
“,“,p
hé,hé,93
!,!,p
hé,hé,93
/!,/!,P
c',ce,52
était,être,18
Mazelli,Mazelli,20
qui,qui,52
les,le,52
rejoignait,rejoindre,18
/.,/.,P
Brétigny,Brétigny,20
lui,lui,51
dit,dire,17
",",",",p
avec,avec,81
une,un,71
ironie,ironie,22
agressive,agressif,30
:,:,p
“,“,p
où,où,60
courez,courir,17
vous,vous,51
si,si,60
vite,vite,60
",",",",p
docteur,docteur,21
",",",",p
on,on,51
dirait,dire,16
que,que,83
vous,vous,51
poursuivez,poursuivre,17
la,le,71
fortune,fortune,22
/?,/?,P
l',le,71
Italien,Italien,20
sourit,sourire,19
",",",",p
et,et,82
sans,sans,81
s',se,51
arrêter,arrêter,14
",",",",p
mais,mais,82
sautillant,sautiller,13
à reculons,à reculons,60
",",",",p
il,il,51
enfonça,enfoncer,19
",",",",p
d',de,81
un,un,71
geste,geste,21
gracieux,gracieux,30
de,de,81
mime,mime,21
",",",",p
ses,son,73
deux,deux,72
mains,main,22
dans,dans,81
ses,son,73
deux,deux,72
poches,poche,22
",",",",p
les,le,52
retourna,retourner,19
vivement,vivement,60
et,et,82
les,le,52
montra,montrer,19
",",",",p
vides,vide,30
l',le,71
une,un,52
et,et,82
l',le,71
autre,autre,52
",",",",p
en,en,81
les,le,52
écartant,écarter,13
entre,entre,81
deux,deux,72
doigts,doigt,21
par,par,81
l',le,71
extrémité,extrémité,22
des,de,81
des,le,71
coutures,couture,22
/.,/.,P
puis,puis,60
il,il,51
dit,dire,17
:,:,p
“,“,p
je,je,51
ne,ne,60
la,le,52
tiens,tenir,17
pas,pas,60
encore,encore,60
/.,/.,P
“,“,p
et,et,82
pivotant,pivoter,13
sur,sur,81
ses,son,73
pointes,pointe,22
avec,avec,81
élégance,élégance,22
il,il,51
se,se,51
sauva,sauver,19
comme,comme,83
un,un,71
homme,homme,21
très,très,60
pressé,pressé,31
/.,/.,P
les,le,71
jours,jour,21
suivants,suivant,30
ils,ils,51
le,le,52
trouvèrent,trouver,19
plusieurs,plusieurs,75
fois,fois,22
chez,chez,81
le,le,71
docteur,docteur,21
Honorat,Honorat,20
",",",",p
où,où,60
il,il,51
se,se,51
rendait,rendre,18
utile,utile,30
aux,à,81
aux,le,71
trois,trois,72
femmes,femme,22
par,par,81
mille,mille,72
services,service,21
menus,menu,30
et,et,82
gentils,gentil,30
",",",",p
par,par,81
les,le,71
mêmes,même,75
qualités,qualité,22
d',de,81
adresse,adresse,22
dont,dont,52
il,il,51
s',se,51
était,être,18
servi,servir,12
",",",",p
sans,sans,81
doute,doute,21
",",",",p
auprès,auprès,60
de,de,81
la,le,71
duchesse,duchesse,22
/.,/.,P
il,il,51
savait,savoir,18
tout,tout,52
faire,faire,14
en,en,81
perfection,perfection,22
",",",",p
depuis,depuis,81
les,le,71
compliments,compliment,21
jusqu',jusque,81
au,à,81
au,le,71
macaroni,macaroni,21
/.,/.,P
il,il,51
était,être,18
d',de,81
ailleurs,ailleurs,60
excellent,excellent,30
cuisinier,cuisinier,21
et,et,82
",",",",p
préservé,préservé,31
des,de,81
des,le,71
taches,tache,22
par,par,81
un,un,71
tablier,tablier,21
bleu,bleu,30
de,de,81
servante,servante,22
",",",",p
coiffé,coiffé,31
d',de,81
un,un,71
bonnet,bonnet,21
de,de,81
chef,chef,21
en,en,81
papier,papier,21
",",",",p
chantant,chanter,13
en,en,81
italien,italien,21
des,de,81
des,le,71
chansons,chanson,22
napolitaines,napolitain,30
",",",",p
il,il,51
marmitonnait,marmitonner,18
avec,avec,81
esprit,esprit,21
sans,sans,81
être,être,14
ridicule,ridicule,30
en,en,81
rien,rien,52
",",",",p
amusant,amuser,13
et,et,82
séduisant,séduire,13
tout,tout,75
le,le,71
monde,monde,21
",",",",p
jusqu',jusque,81
à,à,81
la,le,71
bonne,bon,30
imbécile,imbécile,21
qui,qui,52
disait,dire,18
de,de,81
lui,lui,51
:,:,p
“,“,p
c',ce,52
est,être,17
un,un,71
Jésus,Jésus,20
/!,/!,P
ses,son,73
projets,projet,21
bientôt,bientôt,60
furent,être,19
apparents,apparent,30
et,et,82
Paul,Paul,20
ne,ne,60
douta,douter,19
plus,plus,60
qu',que,83
il,il,51
ne,ne,60
cherchât,chercher,18
à,à,81
se,se,51
faire,faire,14
aimer,aimer,14
de,de,81
Charlotte,Charlotte,20
/.,/.,P
il,il,51
semblait,sembler,18
y,y,52
réussir,réussir,14
/.,/.,P
il,il,51
était,être,18
si,si,60
flatteur,flatteur,30
",",",",p
si,si,60
empressé,empresser,12
",",",",p
si,si,60
rusé,ruser,12
pour,pour,81
plaire,plaire,14
",",",",p
que,que,83
le,le,71
visage,visage,21
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
avait,avoir,18
",",",",p
en,en,81
l',le,52
apercevant,apercevoir,13
",",",",p
cet,ce,74
air,air,21
de,de,81
contentement,contentement,21
qui,qui,52
dit,dire,17
le,le,71
plaisir,plaisir,21
de,de,81
l',le,71
âme,âme,22
/.,/.,P
Paul,Paul,20
",",",",p
à,à,81
son,son,73
tour,tour,21
",",",",p
sans,sans,81
se,se,51
rendre,rendre,14
même,même,60
bien,bien,60
compte,compte,21
de,de,81
son,son,73
allure,allure,22
",",",",p
prit,prendre,19
l',le,71
attitude,attitude,22
d',de,81
un,un,71
amoureux,amoureux,21
et,et,82
se,se,51
posa,poser,19
en,en,81
concurrent,concurrent,21
/.,/.,P
dès,dès,81
qu',que,83
il,il,51
voyait,voir,18
le,le,71
docteur,docteur,21
près,près,81
de,de,81
Charlotte,Charlotte,20
",",",",p
il,il,51
arrivait,arriver,18
",",",",p
et,et,82
",",",",p
avec,avec,81
sa,son,73
manière,manière,22
plus,plus,60
directe,direct,30
",",",",p
s',se,51
efforçait,efforcer,18
de,de,81
gagner,gagner,14
l',le,71
affection,affection,22
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
/.,/.,P
il,il,51
se,se,51
montrait,montrer,18
tendre,tendre,14
avec,avec,81
brusquerie,brusquerie,22
",",",",p
fraternel,fraternel,30
",",",",p
dévoué,dévoué,31
",",",",p
lui,lui,51
répétant,répéter,13
",",",",p
avec,avec,81
une,un,71
sincérité,sincérité,22
familière,familier,30
",",",",p
d',de,81
un,un,71
ton,ton,21
si,si,60
franc,franc,30
qu',que,83
on,on,51
n',ne,60
y,y,52
pouvait,pouvoir,18
guère,guère,60
trouver,trouver,14
un,un,71
aveu,aveu,21
d',de,81
amour,amour,21
:,:,p
“,“,p
je,je,51
vous,vous,51
aime,aimer,17
bien,bien,60
",",",",p
allez,aller,17
/!,/!,P
Mazelli,Mazelli,20
",",",",p
surpris,surpris,31
de,de,81
cette,ce,74
rivalité,rivalité,22
inattendue,inattendu,30
",",",",p
déployait,déployer,18
tous,tout,75
ses,son,73
moyens,moyen,21
",",",",p
et,et,82
quand,quand,83
Brétigny,Brétigny,20
mordu,mordu,31
par,par,81
la,le,71
jalousie,jalousie,22
",",",",p
par,par,81
cette,ce,74
jalousie,jalousie,22
naïve,naïf,30
qui,qui,52
étreint,étreindre,17
l',le,71
homme,homme,21
auprès,auprès,60
de,de,81
toute,tout,75
femme,femme,22
",",",",p
même,même,60
sans,sans,81
qu',que,83
il,il,51
l',le,52
aime,aimer,17
encore,encore,60
;,;,p
si,si,83
seulement,seulement,60
elle,il,51
lui,lui,51
plaît,plaire,17
",",",",p
quand,quand,83
Brétigny,Brétigny,20
",",",",p
plein,plein,21
de,de,81
violence,violence,22
naturelle,naturel,30
",",",",p
devenait,devenir,18
agressif,agressif,30
et,et,82
hautain,hautain,30
",",",",p
l',le,71
autre,autre,52
",",",",p
plus,plus,60
souple,souple,30
",",",",p
maître,maître,21
de,de,81
lui,lui,51
toujours,toujours,60
",",",",p
répondait,répondre,18
par,par,81
des,de,81
des,le,71
finesses,finesse,22
",",",",p
par,par,81
des,de,81
des,le,71
pointes,pointe,22
",",",",p
par,par,81
des,de,81
des,le,71
compliments,compliment,21
adroits,adroit,30
et,et,82
moqueurs,moqueur,30
/.,/.,P
ce,ce,52
fut,être,19
une,un,71
lutte,lutte,22
de,de,81
tous,tout,75
les,le,71
jours,jour,21
où,où,60
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
s',se,51
acharnèrent,acharner,19
",",",",p
sans,sans,81
que,que,83
l',le,71
un,un,52
ou,ou,82
l',le,71
autre,autre,52
",",",",p
peut-être,peut-être,60
",",",",p
eût,avoir,19
de,de,81
projet,projet,21
bien,bien,60
arrêté,arrêter,12
/.,/.,P
ils,ils,51
ne,ne,60
voulaient,vouloir,18
point,point,60
céder,céder,14
",",",",p
comme,comme,83
deux,deux,72
chiens,chien,21
qui,qui,52
tiennent,tenir,17
la,le,71
même,même,75
proie,proie,22
/.,/.,P
Charlotte,Charlotte,20
avait,avoir,18
repris,reprendre,12
sa,son,73
bonne,bon,30
humeur,humeur,22
",",",",p
mais,mais,82
avec,avec,81
une,un,71
malice,malice,22
plus,plus,60
pénétrante,pénétrant,30
",",",",p
avec,avec,81
quelque,quelque,75
chose,chose,22
d',de,81
inexpliqué,inexpliqué,30
",",",",p
de,de,81
moins,moins,60
sincère,sincère,30
dans,dans,81
le,le,71
sourire,sourire,21
et,et,82
dans,dans,81
le,le,71
regard,regard,21
/.,/.,P
on,on,51
eût,avoir,19
dit,dire,12
que,que,83
la,le,71
désertion,désertion,22
de,de,81
Gontran,Gontran,20
l',le,52
avait,avoir,18
instruite,instruire,12
",",",",p
préparée,préparer,12
aux,à,81
aux,le,71
déceptions,déception,22
possibles,possible,30
",",",",p
assouplie,assouplir,12
et,et,82
armée,armer,12
/.,/.,P
elle,il,51
manoeuvrait,manoeuvrer,18
entre,entre,81
ses,son,73
deux,deux,72
amoureux,amoureux,21
d',de,81
une,un,71
façon,façon,22
déliée,délié,31
et,et,82
adroite,adroit,30
",",",",p
disant,dire,13
à,à,81
chacun,chacun,52
ce,ce,52
qu',que,52
il,il,51
fallait,falloir,18
lui,lui,51
dire,dire,14
",",",",p
sans,sans,81
heurter,heurter,14
jamais,jamais,60
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
",",",",p
sans,sans,81
laisser,laisser,14
jamais,jamais,60
supposer,supposer,14
à,à,81
l',le,71
un,un,52
qu',que,52
elle,il,51
le,le,52
préférait,préférer,18
à,à,81
l',le,71
autre,autre,52
",",",",p
se,se,51
moquant,moquer,13
un,un,71
peu,peu,60
de,de,81
celui-ci,celui-ci,52
devant,devant,81
celui-là,celui-là,52
",",",",p
et,et,82
de,de,81
celui-là,celui-là,52
devant,devant,81
celui-ci,celui-ci,52
",",",",p
leur,leur,52
laissant,laisser,13
la,le,71
partie,partie,22
égale,égaler,17
sans,sans,81
paraître,paraître,14
même,même,60
les,le,52
prendre,prendre,14
au,à,81
au,le,71
sérieux,sérieux,21
l',le,71
un,un,52
et,et,82
l',le,71
autre,autre,52
/.,/.,P
mais,mais,82
tout,tout,75
cela,cela,52
était,être,18
fait,faire,12
simplement,simplement,60
",",",",p
en,en,81
pensionnaire,pensionnaire,21
et,et,82
non,non,60
point,point,60
en,en,81
coquette,coquette,22
",",",",p
avec,avec,81
cet,ce,74
air,air,21
gamin,gamin,30
des,de,81
des,le,71
jeunes,jeune,30
filles,fille,22
",",",",p
qui,qui,52
les,le,52
rend,rendre,17
parfois,parfois,60
irrésistibles,irrésistible,30
/.,/.,P
Mazelli,Mazelli,20
cependant,cependant,82
eut,avoir,19
l',le,71
air,air,21
tout,tout,60
à,à,81
coup,coup,21
de,de,81
prendre,prendre,14
de,de,81
l',le,71
avantage,avantage,21
/.,/.,P
il,il,51
semblait,sembler,18
devenu,devenu,31
plus,plus,60
intime,intime,30
avec,avec,81
elle,il,51
",",",",p
comme,comme,83
si,si,83
un,un,71
accord,accord,21
secret,secret,30
se,se,51
fût,être,19
établi,établir,12
entre,entre,81
eux,ils,51
/.,/.,P
en,en,81
lui,lui,51
parlant,parler,13
",",",",p
il,il,51
jouait,jouer,18
légèrement,légèrement,60
avec,avec,81
son,son,73
ombrelle,ombrelle,22
et,et,82
avec,avec,81
un,un,71
ruban,ruban,21
de,de,81
sa,son,73
robe,robe,22
",",",",p
ce,ce,52
qui,qui,52
semblait,sembler,18
à,à,81
Paul,Paul,20
une,un,71
sorte,sorte,22
d',de,81
acte,acte,21
de,de,81
possession,possession,22
morale,moral,30
",",",",p
et,et,82
l',le,52
exaspérait,exaspérer,18
à,à,81
lui,lui,51
donner,donner,14
envie,envie,22
de,de,81
souffleter,souffleter,14
l',le,71
Italien,Italien,20
/.,/.,P
mais,mais,82
un,un,71
jour,jour,21
",",",",p
dans,dans,81
la,le,71
maison,maison,22
du,de,81
du,le,71
père,père,21
Oriol,Oriol,20
",",",",p
alors,alors,60
que,que,83
Brétigny,Brétigny,20
causait,causer,18
avec,avec,81
Louise,Louise,20
et,et,82
Gontran,Gontran,20
",",",",p
tout,tout,60
en,en,81
surveillant,surveiller,13
du,de,81
du,le,71
regard,regard,21
Mazelli,Mazelli,20
contant,conter,13
",",",",p
à,à,81
voix,voix,22
basse,bas,30
",",",",p
à,à,81
Charlotte,Charlotte,20
des,de,81
des,le,71
choses,chose,22
qui,qui,52
la,le,52
faisaient,faire,18
sourire,sourire,14
",",",",p
il,il,51
la,le,52
vit,voir,19
soudain,soudain,60
rougir,rougir,14
avec,avec,81
un,un,71
air,air,21
si,si,60
troublé,troublé,31
qu',que,83
il,il,51
ne,ne,60
put,pouvoir,19
douter,douter,14
une,un,71
seconde,seconde,22
que,que,83
l',le,71
autre,autre,52
n',ne,60
eût,avoir,19
parlé,parler,12
d',de,81
amour,amour,21
/.,/.,P
elle,il,51
avait,avoir,18
baissé,baisser,12
les,le,71
yeux,oeil,21
",",",",p
ne,ne,60
souriait,sourire,18
plus,plus,60
",",",",p
mais,mais,82
écoutait,écouter,18
toujours,toujours,60
;,;,p
et,et,82
Paul,Paul,20
",",",",p
se,se,51
sentant,sentir,13
prêt,prêt,30
à,à,81
faire,faire,14
un,un,71
éclat,éclat,21
",",",",p
dit,dit,31
à,à,81
Gontran,Gontran,20
:,:,p
“,“,p
tu,tu,51
serais,être,16
bien,bien,60
gentil,gentil,30
de,de,81
sortir,sortir,14
cinq,cinq,72
minutes,minute,22
avec,avec,81
moi,moi,51
/.,/.,P
“,“,p
le,le,71
comte,comte,21
s',se,51
excusa,excuser,19
près,près,81
de,de,81
sa,son,73
fiancée,fiancée,22
et,et,82
suivit,suivre,19
son,son,73
ami,ami,21
/.,/.,P
dès,dès,81
qu',que,83
ils,ils,51
furent,être,19
dans,dans,81
la,le,71
rue,rue,22
",",",",p
Paul,Paul,20
s',se,51
écria,écrier,19
:,:,p
“,“,p
mon,mon,73
cher,cher,30
",",",",p
il,il,51
faut,falloir,17
à,à,81
tout,tout,75
prix,prix,21
empêcher,empêcher,14
ce,ce,74
misérable,misérable,30
Italien,Italien,20
de,de,81
séduire,séduire,14
cette,ce,74
enfant,enfant,21
qui,qui,52
est,être,17
sans,sans,81
défense,défense,22
contre,contre,81
lui,lui,51
/.,/.,P
-,-,p
