11862
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-septième extrait>,<>,<>
devenu,devenu,31
fou,fou,30
;,;,p
elle,il,51
avait,avoir,18
dit,dire,12
",",",",p
à,à,81
haute,haut,30
voix,voix,22
:,:,p
-,-,p
bonjour,bonjour,21
",",",",p
bel,beau,30
ami,ami,21
",",",",p
vous,vous,51
ne,ne,60
me,je,51
reconnaissez,reconnaître,17
donc,donc,82
plus,plus,60
/?,/?,P
il,il,51
pivota,pivoter,19
sur,sur,81
ses,son,73
talons,talon,21
avec,avec,81
rapidité,rapidité,22
/.,/.,P
elle,il,51
se,se,51
tenait,tenir,18
debout,debout,60
devant,devant,81
lui,lui,51
",",",",p
souriante,souriant,30
",",",",p
l',le,71
oeil,oeil,21
plein,plein,30
de,de,81
gaîté,gaieté,22
et,et,82
d',de,81
affection,affection,22
/.,/.,P
et,et,82
elle,il,51
lui,lui,51
tendit,tendre,19
la,le,71
main,main,22
/.,/.,P
il,il,51
la,le,52
prit,prendre,19
en,en,81
tremblant,trembler,13
",",",",p
craignant,craindre,13
encore,encore,60
quelque,quelque,75
ruse,ruse,22
et,et,82
quelque,quelque,75
perfidie,perfidie,22
/.,/.,P
elle,il,51
ajouta,ajouter,19
",",",",p
avec,avec,81
sérénité,sérénité,22
:,:,p
-,-,p
que,que,52
devenez,devenir,17
vous,vous,51
/?,/?,P
on,on,51
ne,ne,60
vous,vous,51
voit,voir,17
plus,plus,60
/.,/.,P
il,il,51
bégayait,bégayer,18
",",",",p
sans,sans,81
parvenir,parvenir,14
à,à,81
reprendre,reprendre,14
son,son,73
sang-froid,sang-froid,21
:,:,p
-,-,p
mais,mais,82
j',je,51
ai,avoir,17
eu,avoir,12
beaucoup,beaucoup,60
à,à,81
faire,faire,14
",",",",p
madame,madame,22
",",",",p
beaucoup,beaucoup,60
à,à,81
faire,faire,14
/.,/.,P
monsieur,monsieur,21
Walter,Walter,20
m',je,51
a,avoir,17
confié,confier,12
un,un,71
nouveau,nouveau,30
service,service,21
qui,qui,52
me,je,51
donne,donner,17
énormément,énormément,60
d',de,81
occupation,occupation,22
/.,/.,P
elle,il,51
répondit,répondre,19
",",",",p
en,en,81
le,le,52
regardant,regarder,13
toujours,toujours,60
en,en,81
face,face,22
",",",",p
sans,sans,81
qu',que,83
il,il,51
pût,pouvoir,18
découvrir,découvrir,14
dans,dans,81
son,son,73
oeil,oeil,21
autre,autre,75
chose,chose,22
que,que,83
de,de,81
la,le,71
bienveillance,bienveillance,22
:,:,p
-,-,p
je,je,51
le,le,52
sais,savoir,17
/.,/.,P
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
une,un,71
raison,raison,22
pour,pour,81
oublier,oublier,14
vos,votre,73
amis,ami,21
/.,/.,P
ils,ils,51
furent,être,19
séparés,séparer,12
par,par,81
une,un,71
grosse,gros,30
dame,dame,22
qui,qui,52
entrait,entrer,18
",",",",p
une,un,71
grosse,gros,30
dame,dame,22
décolletée,décolleté,31
",",",",p
aux,à,81
aux,le,71
bras,bras,21
rouges,rouge,30
",",",",p
aux,à,81
aux,le,71
joues,joue,22
rouges,rouge,30
",",",",p
vêtue,vêtu,31
et,et,82
coiffée,coiffé,31
avec,avec,81
prétention,prétention,22
",",",",p
et,et,82
marchant,marcher,13
si,si,60
lourdement,lourdement,60
qu',que,83
on,on,51
sentait,sentir,18
",",",",p
à,à,81
la,le,52
voir,voir,14
aller,aller,14
",",",",p
le,le,71
poids,poids,21
et,et,82
l',le,71
épaisseur,épaisseur,22
de,de,81
ses,son,73
cuisses,cuisse,22
/.,/.,P
comme,comme,83
on,on,51
paraissait,paraître,18
la,le,52
traiter,traiter,14
avec,avec,81
beaucoup,beaucoup,60
d',de,81
égards,égard,21
",",",",p
Duroy,Duroy,20
demanda,demander,19
a,avoir,17
madame,madame,22
Forestier,Forestier,20
:,:,p
-,-,p
quelle,quel,52
est,être,17
cette,ce,74
personne,personne,22
/?,/?,P
la,le,71
vicomtesse,vicomtesse,22
de,de,81
Percemur,Percemur,20
",",",",p
celle,celui,52
qui,qui,52
signe,signer,17
:,:,p
“,“,p
patte,patte,22
blanche,blanc,30
/.,/.,P
“,“,p
il,il,51
fut,être,19
stupéfait,stupéfait,30
et,et,82
saisi,saisir,12
par,par,81
une,un,71
envie,envie,22
de,de,81
rire,rire,14
:,:,p
-,-,p
patte,patte,22
blanche,blanc,30
/!,/!,P
patte,patte,22
blanche,blanc,30
/!,/!,P
moi,moi,51
qui,qui,52
voyais,voir,18
",",",",p
en,en,81
pensée,pensée,22
",",",",p
une,un,71
jeune,jeune,30
femme,femme,22
comme,comme,83
vous,vous,51
/!,/!,P
c',ce,52
est,être,17
ça,ça,52
",",",",p
patte,patte,22
blanche,blanc,30
/?,/?,P
ah,ah,93
!,!,p
elle,il,51
est,être,17
bien,bien,60
bonne,bon,30
!,!,p
bien,bien,60
bonne,bon,30
/!,/!,P
un,un,71
domestique,domestique,21
apparut,apparaître,19
dans,dans,81
la,le,71
porte,porte,22
et,et,82
annonça,annoncer,19
:,:,p
-,-,p
madame,madame,22
est,être,17
servie,servir,12
/.,/.,P
le,le,71
dîner,dîner,21
fut,être,19
banal,banal,30
et,et,82
gai,gai,30
",",",",p
un,un,52
de,de,81
ces,ce,74
dîners,dîner,21
où,où,60
l',l',94
on,on,51
parle,parler,17
de,de,81
tout,tout,52
sans,sans,81
rien,rien,52
dire,dire,14
/.,/.,P
Duroy,Duroy,20
se,se,51
trouvait,trouver,18
entre,entre,81
la,le,71
fille,fille,22
aînée,aîné,30
du,de,81
du,le,71
patron,patron,21
",",",",p
la,le,71
laide,laid,30
",",",",p
mademoiselle,mademoiselle,22
rose,rose,30
",",",",p
et,et,82
madame,madame,22
de,de,81
Marelle,Marelle,20
/.,/.,P
ce,ce,74
dernier,dernier,30
voisinage,voisinage,21
le,le,52
gênait,gêner,18
un,un,71
peu,peu,60
",",",",p
bien,bien,60
qu',que,83
elle,il,51
eût,avoir,19
l',le,71
air,air,21
fort,fort,60
à,à,81
l',le,71
aise,aise,22
et,et,82
causât,causer,18
avec,avec,81
son,son,73
esprit,esprit,21
ordinaire,ordinaire,30
/.,/.,P
il,il,51
se,se,51
troubla,troubler,19
d'abord,d'abord,60
",",",",p
contraint,contraint,31
",",",",p
hésitant,hésitant,30
",",",",p
comme,comme,83
un,un,71
musicien,musicien,21
qui,qui,52
a,avoir,17
perdu,perdre,12
le,le,71
ton,ton,21
/.,/.,P
peu,peu,60
à,à,81
peu,peu,60
",",",",p
cependant,cependant,82
",",",",p
l',le,71
assurance,assurance,22
lui,lui,51
revenait,revenir,18
",",",",p
et,et,82
leurs,leur,73
yeux,oeil,21
",",",",p
se,se,51
rencontrant,rencontrer,13
sans,sans,81
cesse,cesse,22
",",",",p
s',se,51
interrogeaient,interroger,18
",",",",p
mêlaient,mêler,18
leurs,leur,73
regards,regard,21
",",",",p
d',de,81
une,un,71
façon,façon,22
intime,intime,30
",",",",p
presque,presque,60
sensuelle,sensuel,30
",",",",p
comme,comme,83
autrefois,autrefois,60
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
il,il,51
crut,croire,19
sentir,sentir,14
",",",",p
sous,sous,81
la,le,71
table,table,22
",",",",p
quelque,quelque,75
chose,chose,22
effleurer,effleurer,14
son,son,73
pied,pied,21
/.,/.,P
il,il,51
avança,avancer,19
doucement,doucement,60
la,le,71
jambe,jambe,22
et,et,82
rencontra,rencontrer,19
celle,celui,52
de,de,81
sa,son,73
voisine,voisine,22
qui,qui,52
ne,ne,60
recula,reculer,19
point,point,60
à,à,81
ce,ce,74
contact,contact,21
/.,/.,P
ils,ils,51
ne,ne,60
parlaient,parler,18
pas,pas,60
",",",",p
en,en,81
ce,ce,74
moment,moment,21
",",",",p
tournés,tourné,31
tous,tout,75
deux,deux,72
vers,vers,81
leurs,leur,73
autres,autre,75
voisins,voisin,21
/.,/.,P
Duroy,Duroy,20
",",",",p
le,le,71
coeur,coeur,21
battant,battre,13
",",",",p
poussa,pousser,19
un,un,71
peu,peu,60
plus,plus,60
son,son,73
genou,genou,21
/.,/.,P
une,un,71
pression,pression,22
légère,léger,30
lui,lui,51
répondit,répondre,19
/.,/.,P
alors,alors,60
il,il,51
comprit,comprendre,19
que,que,83
leurs,leur,73
amours,amour,21
recommençaient,recommencer,18
/.,/.,P
que,que,52
dirent,dire,19
ils,ils,51
ensuite,ensuite,60
/?,/?,P
pas,pas,60
grand'chose,grand-chose,22
;,;,p
mais,mais,82
leurs,leur,73
lèvres,lèvre,22
frémissaient,frémir,18
chaque,chaque,75
fois,fois,22
qu',que,83
ils,ils,51
se,se,51
regardaient,regarder,18
/.,/.,P
le,le,71
jeune,jeune,30
homme,homme,21
",",",",p
cependant,cependant,82
",",",",p
voulant,vouloir,13
être,être,14
aimable,aimable,30
pour,pour,81
la,le,71
fille,fille,22
de,de,81
son,son,73
patron,patron,21
",",",",p
lui,lui,51
adressait,adresser,18
une,un,71
phrase,phrase,22
de,de,81
temps,temps,21
en,en,81
temps,temps,21
/.,/.,P
elle,il,51
y,y,52
répondait,répondre,18
",",",",p
comme,comme,83
l',le,52
aurait,avoir,16
fait,faire,12
sa,son,73
mère,mère,22
",",",",p
n',ne,60
hésitant,hésiter,13
jamais,jamais,60
sur,sur,81
ce,ce,52
qu',que,52
elle,il,51
devait,devoir,18
dire,dire,14
/.,/.,P
à,à,81
la,le,71
droite,droite,22
de,de,81
monsieur,monsieur,21
Walter,Walter,20
",",",",p
la,le,71
vicomtesse,vicomtesse,22
de,de,81
Percemur,Percemur,20
prenait,prendre,18
des,de,81
des,le,71
allures,allure,22
de,de,81
princesse,princesse,22
;,;,p
et,et,82
Duroy,Duroy,20
",",",",p
s',se,51
égayant,égayer,13
à,à,81
la,le,52
regarder,regarder,14
",",",",p
demanda,demander,19
tout,tout,60
bas,bas,60
à,à,81
madame,madame,22
de,de,81
Marelle,Marelle,20
:,:,p
-,-,p
est,être,17
ce,ce,52
que,que,83
vous,vous,51
connaissez,connaître,17
l',le,71
autre,autre,52
",",",",p
celle,celui,52
qui,qui,52
signe,signer,17
:,:,p
“,“,p
domino,domino,21
rose,rose,30
“,“,p
/?,/?,P
oui,oui,60
",",",",p
parfaitement,parfaitement,60
:,:,p
la,le,71
baronne,baronne,22
de,de,81
Livar,Livar,20
/?,/?,P
est,être,17
elle,il,51
du,de,81
du,le,71
même,même,75
cru,cru,21
/?,/?,P
non,non,60
",",",",p
mais,mais,82
aussi,aussi,60
drôle,drôle,30
/.,/.,P
une,un,71
grande,grand,30
sèche,sec,30
",",",",p
soixante,soixante,72
ans,an,21
",",",",p
frisons,friser,17
faux,faux,30
",",",",p
dents,dent,22
à,à,81
l',le,71
anglaise,anglaise,22
",",",",p
esprit,esprit,21
de,de,81
la,le,71
restauration,restauration,22
",",",",p
toilettes,toilette,22
même,même,30
époque,époque,22
/.,/.,P
-,-,p
où,où,60
ont,avoir,17
ils,ils,51
déniché,dénicher,12
ces,ce,74
phénomènes,phénomène,21
de,de,81
lettres,lettre,22
/?,/?,P
les,le,71
épaves,épave,22
de,de,81
la,le,71
noblesse,noblesse,22
sont,être,17
toujours,toujours,60
recueillies,recueillir,12
par,par,81
les,le,71
bourgeois,bourgeois,21
parvenus,parvenu,31
/.,/.,P
-,-,p
pas,pas,60
d',de,81
autre,autre,75
raison,raison,22
/?,/?,P
aucune,aucun,75
autre,autre,52
/.,/.,P
puis,puis,60
une,un,71
discussion,discussion,22
politique,politique,30
commença,commencer,19
entre,entre,81
le,le,71
patron,patron,21
",",",",p
les,le,71
deux,deux,72
députés,député,21
",",",",p
Norbert,Norbert,20
de,de,81
Varenne,Varenne,20
et,et,82
Jacques,Jacques,20
rival,rival,30
;,;,p
et,et,82
elle,il,51
dura,durer,19
jusqu',jusque,81
au,à,81
au,le,71
dessert,dessert,21
/.,/.,P
quand,quand,83
on,on,51
fut,être,19
retourné,retourner,12
dans,dans,81
le,le,71
salon,salon,21
",",",",p
Duroy,Duroy,20
s',se,51
approcha,approcher,19
de,de,81
nouveau,nouveau,21
de,de,81
madame,madame,22
de,de,81
Marelle,Marelle,20
",",",",p
et,et,82
",",",",p
la,le,52
regardant,regarder,13
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
yeux,oeil,21
:,:,p
-,-,p
voulez,vouloir,17
vous,vous,51
que,que,83
je,je,51
vous,vous,51
reconduise,reconduire,17
",",",",p
ce,ce,74
soir,soir,21
/?,/?,P
non,non,60
-,-,p
pourquoi,pourquoi,60
/?,/?,P
parce que,parce que,83
monsieur,monsieur,21
Laroche,Laroche,20
Mathieu,Mathieu,20
",",",",p
qui,qui,52
est,être,17
mon,mon,73
voisin,voisin,21
",",",",p
me,je,51
laisse,laisser,17
à,à,81
ma,mon,73
porte,porte,22
chaque,chaque,75
fois,fois,22
que,que,83
je,je,51
dîne,dîner,17
ici,ici,60
/.,/.,P
-,-,p
quand,quand,83
vous,vous,51
verrai,voir,15
je,je,51
/?,/?,P
venez,venir,17
déjeuner,déjeuner,14
avec,avec,81
moi,moi,51
",",",",p
demain,demain,60
/.,/.,P
et,et,82
ils,ils,51
se,se,51
séparèrent,séparer,19
sans,sans,81
rien,rien,52
dire,dire,14
de,de,81
plus,plus,60
/.,/.,P
Duroy,Duroy,20
ne,ne,60
resta,rester,19
pas,pas,60
tard,tard,60
",",",",p
trouvant,trouver,13
monotone,monotone,30
la,le,71
soirée,soirée,22
/.,/.,P
comme,comme,83
il,il,51
descendait,descendre,18
l',le,71
escalier,escalier,21
",",",",p
il,il,51
rattrapa,rattraper,19
Norbert,Norbert,20
de,de,81
Varenne,Varenne,20
qui,qui,52
venait,venir,18
aussi,aussi,60
de,de,81
partir,partir,14
/.,/.,P
le,le,71
vieux,vieux,30
poète,poète,21
lui,lui,51
prit,prendre,19
le,le,71
bras,bras,21
/.,/.,P
n',ne,60
ayant,avoir,13
plus,plus,60
à,à,81
redouter,redouter,14
de,de,81
rivalité,rivalité,22
dans,dans,81
le,le,71
journal,journal,21
",",",",p
leur,leur,73
collaboration,collaboration,22
étant,être,13
essentiellement,essentiellement,60
différente,différent,30
",",",",p
il,il,51
témoignait,témoigner,18
maintenant,maintenant,60
au,à,81
au,le,71
jeune,jeune,30
homme,homme,21
une,un,71
bienveillance,bienveillance,22
d',de,81
aïeul,aïeul,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
vous,vous,51
allez,aller,17
me,je,51
reconduire,reconduire,14
un,un,71
bout,bout,21
de,de,81
chemin,chemin,21
?,?,p
dit,dire,17
il,il,51
/.,/.,P
Duroy,Duroy,20
répondit,répondre,19
:,:,p
-,-,p
avec,avec,81
joie,joie,22
",",",",p
cher,cher,30
maître,maître,21
/.,/.,P
et,et,82
ils,ils,51
se,se,51
mirent,mettre,19
en,en,81
route,route,22
",",",",p
en,en,81
descendant,descendre,13
le,le,71
boulevard,boulevard,21
Malesherbes,Malesherbes,20
",",",",p
à,à,81
petits,petit,30
pas,pas,21
/.,/.,P
Paris,Paris,20
était,être,18
presque,presque,60
désert,désert,30
cette,ce,74
nuit,nuit,22
là,là,60
",",",",p
une,un,71
nuit,nuit,22
froide,froid,30
",",",",p
une,un,52
de,de,81
ces,ce,74
nuits,nuit,22
qu',que,52
on,on,51
dirait,dire,16
plus,plus,60
vaste,vaste,30
que,que,83
les,le,71
autres,autre,52
",",",",p
où,où,60
les,le,71
étoiles,étoile,22
sont,être,17
plus,plus,60
hautes,haut,30
",",",",p
où,où,60
l',le,71
air,air,21
semble,sembler,17
apporter,apporter,14
dans,dans,81
ses,son,73
souffles,souffle,21
glacés,glacé,31
quelque,quelque,75
chose,chose,22
venu,venu,31
de,de,81
plus,plus,60
loin,loin,60
que,que,83
les,le,71
autres,autre,52
/.,/.,P
les,le,71
deux,deux,72
hommes,homme,21
ne,ne,60
parlèrent,parler,19
point,point,60
dans,dans,81
les,le,71
premiers,premier,72
moment,moment,21
/.,/.,P
puis,puis,60
Duroy,Duroy,20
",",",",p
pour,pour,81
dire,dire,14
quelque,quelque,75
chose,chose,22
",",",",p
prononça,prononcer,19
:,:,p
-,-,p
ce,ce,74
monsieur,monsieur,21
Laroche,Laroche,20
Mathieu,Mathieu,20
a,avoir,17
l',le,71
air,air,21
fort,fort,60
intelligent,intelligent,30
et,et,82
fort,fort,60
instruit,instruit,31
/.,/.,P
le,le,71
vieux,vieux,30
poète,poète,21
murmura,murmurer,19
:,:,p
-,-,p
vous,vous,51
trouvez,trouver,17
/?,/?,P
le,le,71
jeune,jeune,30
homme,homme,21
",",",",p
surpris,surpris,31
",",",",p
hésitait,hésiter,18
:,:,p
-,-,p
mais,mais,82
oui,oui,60
;,;,p
il,il,51
passe,passer,17
d',de,81
ailleurs,ailleurs,60
pour,pour,81
un,un,52
des,de,81
des,le,71
hommes,homme,21
les,le,71
plus,plus,60
capables,capable,30
de,de,81
la,le,71
chambre,chambre,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
possible,possible,30
/.,/.,P
dans,dans,81
le,le,71
royaume,royaume,21
des,de,81
des,le,71
aveugles,aveugle,21
les,le,71
borgnes,borgne,21
sont,être,17
rois,roi,21
/.,/.,P
tous,tout,75
ces,ce,74
gens,gens,21
là,là,60
",",",",p
voyez,voir,17
vous,vous,51
",",",",p
sont,être,17
des,de,81
des,le,71
médiocres,médiocre,21
",",",",p
parce qu',parce que,83
ils,ils,51
ont,avoir,17
l',le,71
esprit,esprit,21
entre,entre,81
deux,deux,72
murs,mur,21
",",",",p
-,-,p
l',le,71
argent,argent,21
et,et,82
la,le,71
politique,politique,22
/.,/.,P
-,-,p
ce,ce,52
sont,être,17
des,de,81
des,le,71
cuistres,cuistre,21
",",",",p
mon,mon,73
cher,cher,30
",",",",p
avec,avec,81
qui,qui,52
il,il,51
est,être,17
impossible,impossible,30
de,de,81
parler,parler,14
de,de,81
rien,rien,52
;,;,p
de,de,81
rien,rien,52
de,de,81
ce,ce,52
que,que,52
nous,nous,51
aimons,aimer,17
/.,/.,P
leur,leur,73
intelligence,intelligence,22
est,être,17
à,à,81
fond,fond,21
de,de,81
vase,vase,22
",",",",p
ou,ou,82
plutôt,plutôt,60
à,à,81
fond,fond,21
de,de,81
dépotoir,dépotoir,21
",",",",p
comme,comme,83
la,le,71
Seine,Seine,20
à,à,81
Asnières,Asnières,20
/.,/.,P
ah,ah,93
!,!,p
c',ce,52
est,être,17
qu',que,83
il,il,51
est,être,17
difficile,difficile,30
de,de,81
trouver,trouver,14
un,un,71
homme,homme,21
qui,qui,52
ait,avoir,17
de,de,81
l',le,71
espace,espace,21
dans,dans,81
la,le,71
pensée,pensée,22
",",",",p
qui,qui,52
vous,vous,51
donne,donner,17
la,le,71
sensation,sensation,22
de,de,81
ces,ce,74
grandes,grand,30
haleines,haleine,22
du,de,81
du,le,71
large,large,21
qu',que,52
on,on,51
respire,respirer,17
sur,sur,81
les,le,71
côtes,côte,22
de,de,81
la,le,71
mer,mer,22
/.,/.,P
j',je,51
en,en,52
ai,avoir,17
connu,connaître,12
quelques-uns,quelqu'un,52
",",",",p
ils,ils,51
sont,être,17
morts,mourir,12
/.,/.,P
Norbert,Norbert,20
de,de,81
Varenne,Varenne,20
parlait,parler,18
d',de,81
une,un,71
voix,voix,22
claire,clair,30
",",",",p
mais,mais,82
retenue,retenu,31
",",",",p
qui,qui,52
aurait,avoir,16
sonné,sonner,12
dans,dans,81
le,le,71
silence,silence,21
de,de,81
la,le,71
nuit,nuit,22
s',si,83
il,il,51
l',le,52
avait,avoir,18
laissé,laisser,12
s',se,51
échapper,échapper,14
/.,/.,P
il,il,51
semblait,sembler,18
surexcité,surexcité,31
et,et,82
triste,triste,30
",",",",p
d',de,81
une,un,52
de,de,81
ces,ce,74
tristesses,tristesse,22
qui,qui,52
tombent,tomber,17
parfois,parfois,60
sur,sur,81
les,le,71
âmes,âme,22
et,et,82
les,le,52
rendent,rendre,17
vibrantes,vibrant,30
comme,comme,83
la,le,71
terre,terre,22
sous,sous,81
la,le,71
gelée,gelée,22
/.,/.,P
il,il,51
reprit,reprendre,19
:,:,p
-,-,p
qu',que,52
importe,importer,17
",",",",p
d',de,81
ailleurs,ailleurs,60
",",",",p
un,un,71
peu,peu,60
plus,plus,60
ou,ou,82
un,un,71
peu,peu,60
moins,moins,60
de,de,81
génie,génie,21
",",",",p
puisque,puisque,83
tout,tout,52
doit,devoir,17
finir,finir,14
/!,/!,P
et,et,82
il,il,51
se,se,51
tut,taire,19
/.,/.,P
Duroy,Duroy,20
",",",",p
qui,qui,52
se,se,51
sentait,sentir,18
le,le,71
coeur,coeur,21
gai,gai,30
",",",",p
ce,ce,74
soir,soir,21
là,là,60
",",",",p
dit,dire,19
",",",",p
en,en,81
souriant,sourire,13
:,:,p
-,-,p
vous,vous,51
avez,avoir,17
du,de,81
du,le,71
noir,noir,21
",",",",p
aujourd'hui,aujourd'hui,60
",",",",p
cher,cher,30
maître,maître,21
/.,/.,P
le,le,71
poète,poète,21
répondit,répondre,19
:,:,p
-,-,p
j',je,51
en,en,52
ai,avoir,17
toujours,toujours,60
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
et,et,82
vous,vous,51
en,en,52
aurez,avoir,15
autant,autant,60
que,que,83
moi,moi,51
dans,dans,81
quelques,quelque,75
années,année,22
/.,/.,P
la,le,71
vie,vie,22
est,être,17
une,un,71
côte,côte,22
/.,/.,P
tant,tant,60
qu',que,83
on,on,51
monte,monter,17
",",",",p
on,on,51
regarde,regarder,17
le,le,71
sommet,sommet,21
",",",",p
et,et,82
on,on,51
se,se,51
sent,sentir,17
heureux,heureux,30
;,;,p
mais,mais,82
",",",",p
lorsqu',lorsque,83
on,on,51
arrive,arriver,17
en,en,81
haut,haut,21
",",",",p
on,on,51
aperçoit,apercevoir,17
tout,tout,60
d',de,81
un,un,71
coup,coup,21
la,le,71
descente,descente,22
",",",",p
et,et,82
la,le,71
fin,fin,22
",",",",p
qui,qui,52
est,être,17
la,le,71
mort,mort,22
/.,/.,P
ça,ça,52
va,aller,17
lentement,lentement,60
quand,quand,83
on,on,51
monte,monter,17
",",",",p
mais,mais,82
ça,ça,52
va,aller,17
vite,vite,60
quand,quand,83
on,on,51
descend,descendre,17
/.,/.,P
à,à,81
votre,votre,73
âge,âge,21
",",",",p
on,on,51
est,être,17
joyeux,joyeux,30
/.,/.,P
on,on,51
espère,espérer,17
tant,tant,60
de,de,81
choses,chose,22
",",",",p
qui,qui,52
n',ne,60
arrivent,arriver,17
jamais,jamais,60
",",",",p
d',de,81
ailleurs,ailleurs,60
/.,/.,P
au,à,81
au,le,71
mien,mien,52
",",",",p
on,on,51
n',ne,60
attend,attendre,17
plus,plus,60
rien,rien,52
…,…,p
que,que,83
la,le,71
mort,mort,22
/.,/.,P
Duroy,Duroy,20
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
:,:,p
-,-,p
bigre,bigre,93
",",",",p
vous,vous,51
me,je,51
donnez,donner,17
froid,froid,21
dans,dans,81
le,le,71
dos,dos,21
/.,/.,P
Norbert,Norbert,20
de,de,81
Varenne,Varenne,20
reprit,reprendre,19
:,:,p
-,-,p
non,non,60
",",",",p
vous,vous,51
ne,ne,60
me,je,51
comprenez,comprendre,17
pas,pas,60
aujourd'hui,aujourd'hui,60
",",",",p
mais,mais,82
vous,vous,51
vous,vous,51
rappellerez,rappeler,15
plus,plus,60
tard,tard,60
ce,ce,52
que,que,52
je,je,51
vous,vous,51
dis,dire,19
en,en,81
ce,ce,74
moment,moment,21
/.,/.,P
il,il,51
arrive,arriver,17
un,un,71
jour,jour,21
",",",",p
voyez,voir,17
vous,vous,51
",",",",p
et,et,82
il,il,51
arrive,arriver,17
de,de,81
bonne,bon,30
heure,heure,22
pour,pour,81
beaucoup,beaucoup,60
",",",",p
où,où,60
c',ce,52
est,être,17
fini,finir,12
de,de,81
rire,rire,14
",",",",p
comme,comme,83
on,on,51
dit,dire,17
",",",",p
parce que,parce que,83
derrière,derrière,81
tout,tout,52
ce,ce,52
qu',que,52
on,on,51
regarde,regarder,17
c',ce,52
est,être,17
la,le,71
mort,mort,22
qu',que,52
on,on,51
aperçoit,apercevoir,17
/.,/.,P
oh,oh,93
!,!,p
vous,vous,51
ne,ne,60
comprenez,comprendre,17
même,même,60
pas,pas,60
ce,ce,74
mot,mot,21
là,là,60
",",",",p
vous,vous,51
",",",",p
la,le,71
mort,mort,22
/.,/.,P
à,à,81
votre,votre,73
âge,âge,21
",",",",p
ça,ça,52
ne,ne,60
signifie,signifier,17
rien,rien,52
/.,/.,P
au,à,81
au,le,71
mien,mien,52
",",",",p
il,il,51
est,être,17
terrible,terrible,30
/.,/.,P
oui,oui,60
",",",",p
on,on,51
le,le,52
comprend,comprendre,17
tout,tout,60
d',de,81
un,un,71
coup,coup,21
",",",",p
on,on,51
ne,ne,60
sait,savoir,17
pas,pas,60
pourquoi,pourquoi,60
ni,ni,82
à,à,81
propos,propos,21
de,de,81
quoi,quoi,52
",",",",p
et,et,82
alors,alors,60
tout,tout,52
change,changer,17
d',de,81
aspect,aspect,21
",",",",p
dans,dans,81
la,le,71
vie,vie,22
/.,/.,P
moi,moi,51
",",",",p
depuis,depuis,81
quinze,quinze,72
ans,an,21
",",",",p
je,je,51
la,le,52
sens,sentir,17
qui,qui,52
me,je,51
travaille,travailler,17
comme,comme,83
si,si,83
je,je,51
portais,porter,18
en,en,81
moi,moi,51
une,un,71
bête,bête,22
rongeuse,rongeur,30
/.,/.,P
je,je,51
l',le,52
ai,avoir,17
sentie,sentir,12
peu,peu,60
à,à,81
peu,peu,60
",",",",p
mois,mois,21
par,par,81
mois,mois,21
",",",",p
heure,heure,22
par,par,81
heure,heure,22
",",",",p
me,je,51
dégrader,dégrader,14
ainsi,ainsi,60
qu',que,83
une,un,71
maison,maison,22
qui,qui,52
s',se,51
écroule,écrouler,17
/.,/.,P
elle,il,51
m',je,51
a,avoir,17
défiguré,défigurer,12
si,si,60
complètement,complètement,60
que,que,83
je,je,51
ne,ne,60
me,je,51
reconnais,reconnaître,17
pas,pas,60
:,:,p
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
rien,rien,52
de,de,81
moi,moi,51
",",",",p
de,de,81
moi,moi,51
l',le,71
homme,homme,21
radieux,radieux,30
",",",",p
frais,frais,30
et,et,82
fort,fort,30
",",",",p
que,que,52
j',je,51
étais,être,18
à,à,81
trente,trente,72
ans,an,21
/.,/.,P
je,je,51
l',le,52
ai,avoir,17
vue,voir,12
teindre,teindre,14
en,en,81
blanc,blanc,21
mes,mon,73
cheveux,cheveu,21
noirs,noir,30
",",",",p
et,et,82
avec,avec,81
quelle,quel,75
lenteur,lenteur,22
savante,savant,30
et,et,82
méchante,méchant,30
/!,/!,P
elle,il,51
m',je,51
a,avoir,17
pris,prendre,12
ma,mon,73
peau,peau,22
ferme,ferme,30
",",",",p
mes,mon,73
muscles,muscle,21
",",",",p
mes,mon,73
dents,dent,22
",",",",p
tout,tout,75
mon,mon,73
corps,corps,21
de,de,81
jadis,jadis,60
",",",",p
ne,ne,60
me,je,51
laissant,laisser,13
qu',que,83
une,un,71
âme,âme,22
désespérée,désespéré,31
qu',que,52
elle,il,51
enlèvera,enlever,15
bientôt,bientôt,60
aussi,aussi,60
/.,/.,P
oui,oui,60
",",",",p
elle,il,51
m',je,51
a,avoir,17
émietté,émietter,12
",",",",p
la,le,71
gueuse,gueuse,22
",",",",p
elle,il,51
a,avoir,17
accompli,accomplir,12
doucement,doucement,60
et,et,82
terriblement,terriblement,60
la,le,71
longue,long,30
destruction,destruction,22
de,de,81
mon,mon,73
être,être,21
",",",",p
seconde,seconde,22
par,par,81
seconde,seconde,22
/.,/.,P
