11767
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-cinquième extrait>,<>,<> 
/.,/.,P
Charmolue,Charmolue,20
",",",",p
en,en,81
suivant,suivre,13
la,le,71
direction,direction,22
de,de,81
son,son,73
regard,regard,21
",",",",p
vit,voir,19
qu',que,83
il,il,51
s',se,51
était,être,18
fixé,fixer,12
machinalement,machinalement,60
à,à,81
la,le,71
grande,grand,30
toile,toile,22
d',de,81
araignée,araignée,22
qui,qui,52
tapissait,tapisser,18
la,le,71
lucarne,lucarne,22
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
une,un,71
mouche,mouche,22
étourdie,étourdi,31
qui,qui,52
cherchait,chercher,18
le,le,71
soleil,soleil,21
de,de,81
mars,mars,21
vint,venir,19
se,se,51
jeter,jeter,14
à,à,81
travers,travers,21
ce,ce,74
filet,filet,21
et,et,82
s',se,51
y,y,52
englua,engluer,19
/.,/.,P
à,à,81
l',le,71
ébranlement,ébranlement,21
de,de,81
sa,son,73
toile,toile,22
",",",",p
l',le,71
énorme,énorme,30
araignée,araignée,22
fit,faire,19
un,un,71
mouvement,mouvement,21
brusque,brusque,30
hors,hors,81
de,de,81
sa,son,73
cellule,cellule,22
centrale,central,30
",",",",p
puis,puis,60
d',de,81
un,un,71
bond,bond,21
elle,il,51
se,se,51
précipita,précipiter,19
sur,sur,81
la,le,71
mouche,mouche,22
",",",",p
qu',que,52
elle,il,51
plia,plier,19
en,en,81
deux,deux,72
avec,avec,81
ses,son,73
antennes,antenne,22
de,de,81
devant,devant,21
",",",",p
tandis que,tandis que,83
sa,son,73
trompe,trompe,22
hideuse,hideux,30
lui,lui,51
fouillait,fouiller,18
la,le,71
tête,tête,22
/.,/.,P
-,-,p
pauvre,pauvre,30
mouche,mouche,22
!,!,p
dit,dire,19
le,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
en,en,81
cour,cour,22
d',de,81
église,église,22
",",",",p
et,et,82
il,il,51
leva,lever,19
la,le,71
main,main,22
pour,pour,81
la,le,52
sauver,sauver,14
/.,/.,P
l',le,71
archidiacre,archidiacre,21
",",",",p
comme,comme,83
réveillé,réveillé,31
en,en,81
sursaut,sursaut,21
",",",",p
lui,lui,51
retint,retenir,19
le,le,71
bras,bras,21
avec,avec,81
une,un,71
violence,violence,22
convulsive,convulsif,30
/.,/.,P
-,-,p
maître,maître,21
Jacques,Jacques,20
",",",",p
cria,crier,19
t,t,94
il,il,51
",",",",p
laissez,laisser,17
faire,faire,14
la,le,71
fatalité,fatalité,22
/!,/!,P
le,le,71
procureur,procureur,21
se,se,51
retourna,retourner,19
effaré,effaré,31
/.,/.,P
il,il,51
lui,lui,51
semblait,sembler,18
qu',que,83
une,un,71
pince,pince,22
de,de,81
fer,fer,21
lui,lui,51
avait,avoir,18
pris,prendre,12
le,le,71
bras,bras,21
/.,/.,P
l',le,71
oeil,oeil,21
du,de,81
du,le,71
prêtre,prêtre,21
était,être,18
fixe,fixe,30
",",",",p
hagard,hagard,30
",",",",p
flamboyant,flamboyant,30
",",",",p
et,et,82
restait,rester,18
attaché,attaché,31
au,à,81
au,le,71
petit,petit,30
groupe,groupe,21
horrible,horrible,30
de,de,81
la,le,71
mouche,mouche,22
et,et,82
de,de,81
l',le,71
araignée,araignée,22
/.,/.,P
-,-,p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
continua,continuer,19
le,le,71
prêtre,prêtre,21
avec,avec,81
une,un,71
voix,voix,22
qu',que,52
on,on,51
eût,avoir,19
dit,dire,12
venir,venir,14
de,de,81
ses,son,73
entrailles,entraille,22
",",",",p
voilà,voilà,81
un,un,71
symbole,symbole,21
de,de,81
tout,tout,52
/.,/.,P
elle,il,51
vole,voler,17
",",",",p
elle,il,51
est,être,17
joyeuse,joyeux,30
",",",",p
elle,il,51
vient,venir,17
de,de,81
naître,naître,14
;,;,p
elle,il,51
cherche,chercher,17
le,le,71
printemps,printemps,21
",",",",p
le,le,71
grand,grand,30
air,air,21
",",",",p
la,le,71
liberté,liberté,22
;,;,p
oh,oh,93
!,!,p
oui,oui,60
",",",",p
mais,mais,82
qu',que,52
elle,il,51
se,se,51
heurte,heurter,17
à,à,81
la,le,71
rosace,rosace,22
fatale,fatal,30
",",",",p
l',le,71
araignée,araignée,22
en,en,52
sort,sortir,17
",",",",p
l',le,71
araignée,araignée,22
hideuse,hideux,30
/!,/!,P
pauvre,pauvre,30
danseuse,danseuse,22
!,!,p
pauvre,pauvre,30
mouche,mouche,22
prédestinée,prédestiné,31
/!,/!,P
maître,maître,21
Jacques,Jacques,20
",",",",p
laissez,laisser,17
faire,faire,14
!,!,p
c',ce,52
est,être,17
la,le,71
fatalité,fatalité,22
/!,/!,P
hélas,hélas,60
/!,/!,P
Claude,Claude,20
",",",",p
tu,tu,51
es,être,17
l',le,71
araignée,araignée,22
/.,/.,P
Claude,Claude,20
",",",",p
tu,tu,51
es,être,17
la,le,71
mouche,mouche,22
aussi,aussi,60
/!,/!,P
tu,tu,51
volais,voler,18
à,à,81
la,le,71
science,science,22
",",",",p
à,à,81
la,le,71
lumière,lumière,22
",",",",p
au,à,81
au,le,71
soleil,soleil,21
",",",",p
tu,tu,51
n',ne,60
avais,avoir,18
souci,souci,21
que,que,83
d',de,81
arriver,arriver,14
au,à,81
au,le,71
grand,grand,30
air,air,21
",",",",p
au,à,81
au,le,71
grand,grand,30
jour,jour,21
de,de,81
la,le,71
vérité,vérité,22
éternelle,éternel,30
;,;,p
mais,mais,82
",",",",p
en,en,81
te,tu,51
précipitant,précipiter,13
vers,vers,81
la,le,71
lucarne,lucarne,22
éblouissante,éblouissant,30
qui,qui,52
donne,donner,17
sur,sur,81
l',le,71
autre,autre,75
monde,monde,21
",",",",p
sur,sur,81
le,le,71
monde,monde,21
de,de,81
la,le,71
clarté,clarté,22
",",",",p
de,de,81
l',le,71
intelligence,intelligence,22
et,et,82
de,de,81
la,le,71
science,science,22
",",",",p
mouche,mouche,22
aveugle,aveugle,30
",",",",p
docteur,docteur,21
insensé,insensé,30
",",",",p
tu,tu,51
n',ne,60
as,avoir,17
pas,pas,60
vu,voir,12
cette,ce,74
subtile,subtil,30
toile,toile,22
d',de,81
araignée,araignée,22
tendue,tendu,31
par,par,81
le,le,71
destin,destin,21
entre,entre,81
la,le,71
lumière,lumière,22
et,et,82
toi,toi,51
",",",",p
tu,tu,51
t',tu,51
y,y,52
es,être,17
jeté,jeter,12
à,à,81
corps,corps,21
perdu,perdu,31
",",",",p
misérable,misérable,30
fou,fou,21
",",",",p
et,et,82
maintenant,maintenant,60
tu,tu,51
te,tu,51
débats,débattre,17
",",",",p
la,le,71
tête,tête,22
brisée,brisé,31
et,et,82
les,le,71
ailes,aile,22
arrachées,arraché,31
",",",",p
entre,entre,81
les,le,71
antennes,antenne,22
de,de,81
fer,fer,21
de,de,81
la,le,71
fatalité,fatalité,22
/!,/!,P
maître,maître,21
Jacques,Jacques,20
!,!,p
maître,maître,21
Jacques,Jacques,20
!,!,p
laissez,laisser,17
faire,faire,14
l',le,71
araignée,araignée,22
/.,/.,P
-,-,p
je,je,51
vous,vous,51
assure,assurer,17
",",",",p
dit,dire,19
Charmolue,Charmolue,20
qui,qui,52
le,le,52
regardait,regarder,18
sans,sans,81
comprendre,comprendre,14
",",",",p
que,que,83
je,je,51
n',ne,60
y,y,52
toucherai,toucher,15
pas,pas,60
/.,/.,P
mais,mais,82
lâchez,lâcher,17
moi,moi,51
le,le,71
bras,bras,21
",",",",p
maître,maître,21
",",",",p
de,de,81
grâce,grâce,22
!,!,p
vous,vous,51
avez,avoir,17
une,un,71
main,main,22
de,de,81
tenaille,tenaille,22
/.,/.,P
l',le,71
archidiacre,archidiacre,21
ne,ne,60
l',le,52
entendait,entendre,18
pas,pas,60
/.,/.,P
-,-,p
oh,oh,93
!,!,p
insensé,insensé,30
!,!,p
reprit,reprendre,19
il,il,51
sans,sans,81
quitter,quitter,14
la,le,71
lucarne,lucarne,22
des,de,81
des,le,71
yeux,oeil,21
/.,/.,P
et,et,82
quand,quand,83
tu,tu,51
l',le,52
aurais,avoir,16
pu,pouvoir,12
rompre,rompre,14
",",",",p
cette,ce,74
toile,toile,22
redoutable,redoutable,30
",",",",p
avec,avec,81
tes,ton,73
ailes,aile,22
de,de,81
moucheron,moucheron,21
",",",",p
tu,tu,51
crois,croire,17
que,que,83
tu,tu,51
aurais,avoir,16
pu,pouvoir,12
atteindre,atteindre,14
à,à,81
la,le,71
lumière,lumière,22
/!,/!,P
hélas,hélas,60
!,!,p
cette,ce,74
vitre,vitre,22
qui,qui,52
est,être,17
plus,plus,60
loin,loin,60
",",",",p
cet,ce,74
obstacle,obstacle,21
transparent,transparent,30
",",",",p
cette,ce,74
muraille,muraille,22
de,de,81
cristal,cristal,21
plus,plus,60
dur,dur,30
que,que,83
l',le,71
airain,airain,21
qui,qui,52
sépare,séparer,17
toutes,tout,75
les,le,71
philosophies,philosophie,22
de,de,81
la,le,71
vérité,vérité,22
",",",",p
comment,comment,60
l',le,52
aurais,avoir,16
tu,tu,51
franchie,franchir,12
/?,/?,P
o,oh,93
vanité,vanité,22
de,de,81
la,le,71
science,science,22
!,!,p
que,que,52
de,de,81
sages,sage,21
viennent,venir,17
de,de,81
bien,bien,60
loin,loin,60
en,en,81
voletant,voleter,13
s',se,51
y,y,52
briser,briser,14
le,le,71
front,front,21
!,!,p
que,que,83
de,de,81
systèmes,système,21
pêle-mêle,pêle-mêle,60
se,se,51
heurtent,heurter,17
en,en,81
bourdonnant,bourdonner,13
à,à,81
cette,ce,74
vitre,vitre,22
éternelle,éternel,30
/!,/!,P
il,il,51
se,se,51
tut,taire,19
/.,/.,P
ces,ce,74
dernières,dernier,30
idées,idée,22
",",",",p
qui,qui,52
l',le,52
avaient,avoir,18
insensiblement,insensiblement,60
ramené,ramener,12
de,de,81
lui-même,lui-même,51
à,à,81
la,le,71
science,science,22
",",",",p
paraissaient,paraître,18
l',le,52
avoir,avoir,14
calmé,calmer,12
/.,/.,P
Jacques,Jacques,20
Charmolue,Charmolue,20
le,le,52
fit,faire,19
tout,tout,60
à,à,81
fait,fait,21
revenir,revenir,14
au,à,81
au,le,71
sentiment,sentiment,21
de,de,81
la,le,71
réalité,réalité,22
",",",",p
en,en,81
lui,lui,51
adressant,adresser,13
cette,ce,74
question,question,22
:,:,p
-,-,p
or,or,82
çà,çà,60
",",",",p
mon,mon,73
maître,maître,21
",",",",p
quand,quand,83
viendrez,venir,15
vous,vous,51
m',je,51
aider,aider,14
à,à,81
faire,faire,14
de,de,81
l',le,71
or,or,21
/?,/?,P
il,il,51
me,je,51
tarde,tarder,17
de,de,81
réussir,réussir,14
/.,/.,P
l',le,71
archidiacre,archidiacre,21
hocha,hocher,19
la,le,71
tête,tête,22
avec,avec,81
un,un,71
sourire,sourire,21
amer,amer,30
/.,/.,P
-,-,p
maître,maître,21
Jacques,Jacques,20
",",",",p
lisez,lire,17
Michel,Michel,20
Psellus,Psellus,20
",",",",p
dialogus,dialogus,92
de,de,81
energia,energia,92
et,et,82
operatione,operatione,92
daemonum,daemonum,92
/.,/.,P
ce,ce,52
que,que,52
nous,nous,51
faisons,faire,17
n',ne,60
est,être,17
pas,pas,60
tout,tout,60
à,à,81
fait,fait,21
innocent,innocent,30
/.,/.,P
-,-,p
plus,plus,60
bas,bas,30
",",",",p
maître,maître,21
!,!,p
je,je,51
m',je,51
en,en,52
doute,douter,17
",",",",p
dit,dire,19
Charmolue,Charmolue,20
/.,/.,P
mais,mais,82
il,il,51
faut,falloir,17
bien,bien,60
faire,faire,14
un,un,71
peu,peu,60
d',de,81
hermétique,hermétique,30
quand,quand,83
on,on,51
n',ne,60
est,être,17
que,que,83
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
en,en,81
cour,cour,22
d',de,81
église,église,22
",",",",p
à,à,81
trente,trente,72
écus,écu,21
tournois,tournoi,21
par,par,81
an,an,21
/.,/.,P
seulement,seulement,60
parlons,parler,17
bas,bas,60
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
un,un,71
bruit,bruit,21
de,de,81
mâchoire,mâchoire,22
et,et,82
de,de,81
mastication,mastication,22
qui,qui,52
partait,partir,18
de,de,81
dessous,dessous,60
le,le,71
fourneau,fourneau,21
vint,venir,19
frapper,frapper,14
l',le,71
oreille,oreille,22
inquiète,inquiet,30
de,de,81
Charmolue,Charmolue,20
/.,/.,P
-,-,p
qu',que,52
est,être,17
cela,cela,52
?,?,p
demanda,demander,19
t,t,94
il,il,51
/.,/.,P
c',ce,52
était,être,18
l',le,71
écolier,écolier,21
qui,qui,52
",",",",p
fort,fort,60
gêné,gêné,31
et,et,82
fort,fort,60
ennuyé,ennuyé,31
dans,dans,81
sa,son,73
cachette,cachette,22
",",",",p
était,être,18
parvenu,parvenir,12
à,à,81
y,y,52
découvrir,découvrir,14
une,un,71
vieille,vieux,30
croûte,croûte,22
et,et,82
un,un,71
triangle,triangle,21
de,de,81
fromage,fromage,21
moisi,moisi,31
",",",",p
et,et,82
s',se,51
était,être,18
mis,mettre,12
à,à,81
manger,manger,14
le,le,71
tout,tout,21
sans,sans,81
façon,façon,22
",",",",p
en,en,81
guise,guise,22
de,de,81
consolation,consolation,22
et,et,82
de,de,81
déjeuner,déjeuner,21
/.,/.,P
comme,comme,83
il,il,51
avait,avoir,18
grand'faim,grand-faim,22
",",",",p
il,il,51
faisait,faire,18
grand,grand,30
bruit,bruit,21
",",",",p
et,et,82
il,il,51
accentuait,accentuer,18
fortement,fortement,60
chaque,chaque,75
bouchée,bouchée,22
",",",",p
ce,ce,52
qui,qui,52
avait,avoir,18
donné,donner,12
l',le,71
éveil,éveil,21
et,et,82
l',le,71
alarme,alarme,22
au,à,81
au,le,71
procureur,procureur,21
/.,/.,P
-,-,p
c',ce,52
est,être,17
un,un,52
mien,mien,52
chat,chat,21
",",",",p
dit,dire,19
vivement,vivement,60
l',le,71
archidiacre,archidiacre,21
",",",",p
qui,qui,52
se,se,51
régale,régaler,17
là-dessous,là-dessous,60
de,de,81
quelque,quelque,75
souris,souris,22
/.,/.,P
cette,ce,74
explication,explication,22
satisfit,satisfaire,19
Charmolue,Charmolue,20
/.,/.,P
-,-,p
en,en,81
effet,effet,21
",",",",p
maître,maître,21
",",",",p
répondit,répondre,19
il,il,51
avec,avec,81
un,un,71
sourire,sourire,21
respectueux,respectueux,30
",",",",p
tous,tout,75
les,le,71
grands,grand,30
philosophes,philosophe,21
ont,avoir,17
eu,avoir,12
leur,leur,73
bête,bête,22
familière,familier,30
/.,/.,P
vous,vous,51
savez,savoir,17
ce,ce,52
que,que,52
dit,dire,17
Servius,Servius,20
:,:,p
nullus,nullus,92
enim,enim,92
locus,locus,92
sine,sine,92
genio,genio,92
est,être,17
/.,/.,P
cependant,cependant,82
dom,dom,21
Claude,Claude,20
",",",",p
qui,qui,52
craignait,craindre,18
quelque,quelque,75
nouvelle,nouveau,30
algarade,algarade,22
de,de,81
Jehan,Jehan,20
",",",",p
rappela,rappeler,19
à,à,81
son,son,73
digne,digne,30
disciple,disciple,21
qu',que,52
ils,ils,51
avaient,avoir,18
quelques,quelque,75
figures,figure,22
du,de,81
du,le,71
portail,portail,21
à,à,81
étudier,étudier,14
ensemble,ensemble,60
",",",",p
et,et,82
tous,tout,75
deux,deux,72
sortirent,sortir,19
de,de,81
la,le,71
cellule,cellule,22
",",",",p
au,à,81
au,le,71
grand,grand,30
ouf,ouf,93
!,!,p
de,de,81
l',le,71
écolier,écolier,21
",",",",p
qui,qui,52
commençait,commencer,18
à,à,81
craindre,craindre,14
sérieusement,sérieusement,60
que,que,83
son,son,73
genou,genou,21
ne,ne,60
prit,prendre,19
l',le,71
empreinte,empreinte,22
de,de,81
son,son,73
menton,menton,21
/.,/.,P
<Chapitre VI>,<>,<>
effet,effet,21
que,que,52
peuvent,pouvoir,17
produire,produire,14
sept,sept,72
jurons,juron,21
en,en,81
plein,plein,30
air,air,21
/.,/.,P
Te Deum,Te Deum,20
laudamus,laudamus,92
!,!,p
s',se,51
écria,écrier,19
maître,maître,21
Jehan,Jehan,20
en,en,81
sortant,sortir,13
de,de,81
son,son,73
trou,trou,21
",",",",p
voilà,voilà,81
les,le,71
deux,deux,72
chats,chat,21
huants,huant,30
partis,parti,31
/.,/.,P
och,och,93
!,!,p
och,och,93
/!,/!,P
hax,hax,92
!,!,p
pax,pax,92
!,!,p
max,max,92
!,!,p
les,le,71
puces,puce,22
!,!,p
les,le,71
chiens,chien,21
enragés,enragé,31
!,!,p
le,le,71
diable,diable,21
!,!,p
j',je,51
en,en,52
ai,avoir,17
assez,assez,60
de,de,81
leur,leur,73
conversation,conversation,22
/!,/!,P
la,le,71
tête,tête,22
me,je,51
bourdonne,bourdonner,17
comme,comme,83
un,un,71
clocher,clocher,21
/.,/.,P
du,de,81
du,le,71
fromage,fromage,21
moisi,moisi,31
par-dessus,par-dessus,60
le,le,71
marché,marché,21
/!,/!,P
sus,sus,60
!,!,p
descendons,descendre,17
",",",",p
prenons,prendre,17
l',le,71
escarcelle,escarcelle,22
du,de,81
du,le,71
grand,grand,30
frère,frère,21
",",",",p
et,et,82
convertissons,convertir,17
toutes,tout,75
ces,ce,74
monnaies,monnaie,22
en,en,81
bouteilles,bouteille,22
/!,/!,P
il,il,51
jeta,jeter,19
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
de,de,81
tendresse,tendresse,22
et,et,82
d',de,81
admiration,admiration,22
l',le,71
intérieur,intérieur,21
de,de,81
la,le,71
précieuse,précieux,30
escarcelle,escarcelle,22
",",",",p
rajusta,rajuster,19
sa,son,73
toilette,toilette,22
",",",",p
frotta,frotter,19
ses,son,73
bottines,bottine,22
",",",",p
épousseta,épousseter,19
ses,son,73
pauvres,pauvre,30
manches,manche,22
mahoîtres,mahoître,22
toutes,tout,60
grises,gris,30
de,de,81
cendre,cendre,22
",",",",p
siffla,siffler,19
un,un,71
air,air,21
",",",",p
pirouetta,pirouetter,19
une,un,71
gambade,gambade,22
",",",",p
examina,examiner,19
s',si,83
il,il,51
ne,ne,60
restait,rester,18
pas,pas,60
quelque,quelque,75
chose,chose,22
à,à,81
prendre,prendre,14
dans,dans,81
la,le,71
cellule,cellule,22
",",",",p
grappilla,grappiller,19
çà,çà,60
et,et,82
là,là,60
sur,sur,81
le,le,71
fourneau,fourneau,21
quelque,quelque,75
amulette,amulette,22
de,de,81
verroterie,verroterie,22
bonne,bon,30
à,à,81
donner,donner,14
en,en,81
guise,guise,22
de,de,81
bijou,bijou,21
à,à,81
Isabeau,Isabeau,20
la,le,71
Thierrye,Thierrye,20
",",",",p
enfin,enfin,60
ouvrit,ouvrir,19
la,le,71
porte,porte,22
",",",",p
que,que,52
son,son,73
frère,frère,21
avait,avoir,18
laissée,laisser,12
ouverte,ouvert,31
par,par,81
une,un,71
dernière,dernier,30
indulgence,indulgence,22
",",",",p
et,et,82
qu',que,52
il,il,51
laissa,laisser,19
ouverte,ouvert,31
à,à,81
son,son,73
tour,tour,21
par,par,81
une,un,71
dernière,dernier,30
malice,malice,22
",",",",p
et,et,82
descendit,descendre,19
l',le,71
escalier,escalier,21
circulaire,circulaire,30
en,en,81
sautillant,sautiller,13
comme,comme,83
un,un,71
oiseau,oiseau,21
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
ténèbres,ténèbre,22
de,de,81
la,le,71
vis,vis,22
il,il,51
coudoya,coudoyer,19
quelque,quelque,75
chose,chose,22
qui,qui,52
se,se,51
rangea,ranger,19
en,en,81
grognant,grogner,13
",",",",p
il,il,51
présuma,présumer,19
que,que,83
c',ce,52
était,être,18
Quasimodo,Quasimodo,20
",",",",p
et,et,82
cela,cela,52
lui,lui,51
parut,paraître,19
si,si,60
drôle,drôle,30
qu',que,83
il,il,51
descendit,descendre,19
le,le,71
reste,reste,21
de,de,81
l',le,71
escalier,escalier,21
en,en,81
se,se,51
tenant,tenir,13
les,le,71
côtes,côte,22
de,de,81
rire,rire,21
/.,/.,P
en,en,81
débouchant,déboucher,13
sur,sur,81
la,le,71
place,place,22
",",",",p
il,il,51
riait,rire,18
encore,encore,60
/.,/.,P
il,il,51
frappa,frapper,19
du,de,81
du,le,71
pied,pied,21
quand,quand,83
il,il,51
se,se,51
retrouva,retrouver,19
à,à,81
terre,terre,22
/.,/.,P
-,-,p
oh,oh,93
!,!,p
dit,dire,19
il,il,51
",",",",p
bon,bon,30
et,et,82
honorable,honorable,30
pavé,pavé,21
de,de,81
Paris,Paris,20
!,!,p
maudit,maudit,31
escalier,escalier,21
à,à,81
essouffler,essouffler,14
les,le,71
anges,ange,21
de,de,81
l',le,71
échelle,échelle,22
Jacob,Jacob,20
/!,/!,P
à,à,81
quoi,quoi,52
pensais,penser,18
je,je,51
de,de,81
m',je,51
aller,aller,14
fourrer,fourrer,14
dans,dans,81
cette,ce,74
vrille,vrille,22
de,de,81
pierre,pierre,22
qui,qui,52
perce,percer,17
le,le,71
ciel,ciel,21
",",",",p
le,le,71
tout,tout,21
pour,pour,81
manger,manger,14
du,de,81
du,le,71
fromage,fromage,21
barbu,barbu,30
",",",",p
et,et,82
pour,pour,81
voir,voir,14
les,le,71
clochers,clocher,21
de,de,81
Paris,Paris,20
par,par,81
une,un,71
lucarne,lucarne,22
/!,/!,P
il,il,51
fit,faire,19
quelques,quelque,75
pas,pas,21
",",",",p
et,et,82
aperçut,apercevoir,19
les,le,71
deux,deux,72
chats,chat,21
huants,huant,30
",",",",p
c'est-à-dire,c'est-à-dire,91
dom,dom,21
Claude,Claude,20
et,et,82
maître,maître,21
Jacques,Jacques,20
Charmolue,Charmolue,20
",",",",p
en,en,81
contemplation,contemplation,22
devant,devant,81
une,un,71
sculpture,sculpture,22
du,de,81
du,le,71
portail,portail,21
/.,/.,P
il,il,51
s',se,51
approcha,approcher,19
d',de,81
eux,ils,51
sur,sur,81
la,le,71
pointe,pointe,22
des,de,81
des,le,71
pieds,pied,21
",",",",p
et,et,82
entendit,entendre,19
l',le,71
archidiacre,archidiacre,21
qui,qui,52
disait,dire,18
tout,tout,60
bas,bas,60
à,à,81
Charmolue,Charmolue,20
:,:,p
-,-,p
c',ce,52
est,être,17
Guillaume,Guillaume,20
de,de,81
Paris,Paris,20
qui,qui,52
a,avoir,17
fait,faire,12
graver,graver,14
un,un,71
Job,Job,20
sur,sur,81
cette,ce,74
pierre,pierre,22
couleur,couleur,22
lapis-lazuli,lapis-lazuli,21
",",",",p
dorée,doré,31
par,par,81
les,le,71
bords,bord,21
/.,/.,P
Job,Job,20
figure,figurer,17
sur,sur,81
la,le,71
pierre,pierre,22
philosophale,philosophal,30
",",",",p
qui,qui,52
doit,devoir,17
être,être,14
éprouvée,éprouver,12
et,et,82
martyrisée,martyriser,12
aussi,aussi,60
pour,pour,81
devenir,devenir,14
parfaite,parfait,31
",",",",p
comme,comme,83
dit,dire,17
Raymond,Raymond,20
Lulle,Lulle,20
:,:,p
sub,sub,92
conservatione,conservatione,92
formae,formae,92
specificae,specificae,92
salva,salva,92
anima,anima,92
/.,/.,P
-,-,p
cela,cela,52
m',je,51
est,être,17
bien,bien,60
égal,égal,30
",",",",p
dit,dire,19
Jehan,Jehan,20
",",",",p
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
ai,avoir,17
la,le,71
bourse,bourse,22
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
il,il,51
entendit,entendre,19
une,un,71
voix,voix,22
forte,fort,30
et,et,82
sonore,sonore,30
articuler,articuler,14
lui,lui,51
une,un,71
série,série,22
formidable,formidable,30
de,de,81
jurons,juron,21
/.,/.,P
-,-,p
sang-dieu,sangdieu,93
!,!,p
ventre-dieu,ventredieu,93
!,!,p
bédieu,bédieu,93
!,!,p
corps,corps,21
de,de,81
dieu,dieu,21
!,!,p
nombril,nombril,21
de,de,81
Belzébuth,Belzébuth,20
!,!,p
nom,nom,21
d',de,81
un,un,71
pape,pape,21
!,!,p
corne,corne,22
et,et,82
tonnerre,tonnerre,21
/!,/!,P
sur,sur,81
mon,mon,73
âme,âme,22
",",",",p
s',se,51
écria,écrier,19
Jehan,Jehan,20
",",",",p
ce,ce,52
ne,ne,60
peut-être,peut-être,60
que,que,83
mon,mon,73
ami,ami,21
le,le,71
capitaine,capitaine,21
Phoebus,Phoebus,20
/!,/!,P
ce,ce,74
nom,nom,21
de,de,81
Phoebus,Phoebus,20
arriva,arriver,19
aux,à,81
aux,le,71
oreilles,oreille,22
de,de,81
l',le,71
archidiacre,archidiacre,21
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
expliquait,expliquer,18
au,à,81
au,le,71
procureur,procureur,21
du,de,81
du,le,71
roi,roi,21
le,le,71
dragon,dragon,21
qui,qui,52
cache,cacher,17
sa,son,73
queue,queue,22
dans,dans,81
un,un,71
bain,bain,21
d',de,81
où,où,60
sort,sort,21
de,de,81
la,le,71
fumée,fumée,22
et,et,82
une,un,71
tête,tête,22
de,de,81
roi,roi,21
/.,/.,P
dom,dom,21
Claude,Claude,20
tressaillit,tressaillir,19
",",",",p
s',se,51
interrompit,interrompre,19
",",",",p
à,à,81
la,le,71
grande,grand,30
stupeur,stupeur,22
de,de,81
Charmolue,Charmolue,20
",",",",p
se,se,51
retourna,retourner,19
",",",",p
et,et,82
vit,voir,19
son,son,73
frère,frère,21
Jehan,Jehan,20
qui,qui,52
abordait,aborder,18
un,un,71
grand,grand,30
officier,officier,21
à,à,81
la,le,71
porte,porte,22
du,de,81
du,le,71
logis,logis,21
Gondelaurier,Gondelaurier,20
/.,/.,P
c',ce,52
était,être,18
en,en,81
effet,effet,21
monsieur,monsieur,21
le,le,71
capitaine,capitaine,21
Phoebus,Phoebus,20
de,de,81
Châteaupers,Châteaupers,20
/.,/.,P
il,il,51
était,être,18
adossé,adosser,12
à,à,81
l',le,71
angle,angle,21
de,de,81
la,le,71
maison,maison,22
de,de,81
sa,son,73
fiancée,fiancée,22
",",",",p
et,et,82
il,il,51
jurait,jurer,18
comme,comme,83
un,un,71
païen,païen,21
/.,/.,P
-,-,p
ma,mon,73
foi,foi,22
",",",",p
capitaine,capitaine,21
Phoebus,Phoebus,20
",",",",p
dit,dire,19
Jehan,Jehan,20
en,en,81
lui,lui,51
prenant,prendre,13
la,le,71
main,main,22
",",",",p
vous,vous,51
sacrez,sacrer,17
avec,avec,81
une,un,71
verve,verve,22
admirable,admirable,30
/.,/.,P
-,-,p
corne,corne,22
et,et,82
tonnerre,tonnerre,21
!,!,p
répondit,répondre,19
le,le,71
capitaine,capitaine,21
/.,/.,P
-,-,p
corne,corne,22
et,et,82
tonnerre,tonnerre,21
vous-même,vous-même,51
!,!,p
répliqua,répliquer,19
l',le,71
écolier,écolier,21
/.,/.,P
or,or,82
çà,çà,60
",",",",p
gentil,gentil,30
capitaine,capitaine,21
",",",",p
d',de,81
où,où,60
vous,vous,51
vient,venir,17
ce,ce,74
débordement,débordement,21
de,de,81
belles,beau,30
paroles,parole,22
/?,/?,P
pardon,pardon,21
",",",",p
bon,bon,30
camarade,camarade,21
Jehan,Jehan,20
",",",",p
s',se,51
écria,écrier,19
Phoebus,Phoebus,20
en,en,81
lui,lui,51
secouant,secouer,13
la,le,71
main,main,22
",",",",p
cheval,cheval,21
lancé,lancé,31
ne,ne,60
s',se,51
arrête,arrêter,17
pas,pas,60
court,court,60
/.,/.,P
or,or,82
",",",",p
je,je,51
jurais,jurer,18
au,à,81
au,le,71
grand,grand,30
galop,galop,21
/.,/.,P
je,je,51
viens,venir,17
de,de,81
chez,chez,81
ces,ce,74
bégueules,bégueule,30
",",",",p
et,et,82
quand,quand,83
j',je,51
en,en,52
sors,sortir,17
",",",",p
j',je,51
ai,avoir,17
