11751
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-quinzième extrait>,<>,<>
ma,mon,73
mie,mie,22
",",",",p
d',de,81
autre,autre,75
vin,vin,21
!,!,p
j',je,51
ai,avoir,17
encore,encore,60
de,de,81
quoi,quoi,52
payer,payer,14
/.,/.,P
je,je,51
ne,ne,60
veux,vouloir,17
plus,plus,60
de,de,81
vin,vin,21
de,de,81
Suresnes,Suresnes,20
/.,/.,P
il,il,51
me,je,51
chagrine,chagriner,17
le,le,71
gosier,gosier,21
/.,/.,P
j',je,51
aimerais,aimer,16
autant,autant,60
",",",",p
corboeuf,corboeuf,93
!,!,p
me,je,51
gargariser,gargariser,14
d',de,81
un,un,71
panier,panier,21
/!,/!,P
cependant,cependant,82
la,le,71
cohue,cohue,22
applaudissait,applaudir,18
avec,avec,81
des,de,81
des,le,71
éclats,éclat,21
de,de,81
rire,rire,21
et,et,82
",",",",p
voyant,voir,13
que,que,83
le,le,71
tumulte,tumulte,21
redoublait,redoubler,18
autour,autour,60
de,de,81
lui,lui,51
",",",",p
l',le,71
écolier,écolier,21
s',se,51
écria,écrier,19
:,:,p
-,-,p
oh,oh,93
!,!,p
le,le,71
beau,beau,30
bruit,bruit,21
/!,/!,P
populi,populi,92
debacchantis,debacchantis,92
populosa,populosa,92
debacchatio,debacchatio,92
/!,/!,P
alors,alors,60
il,il,51
se,se,51
mit,mettre,19
à,à,81
chanter,chanter,14
",",",",p
l',le,71
oeil,oeil,21
comme,comme,83
noyé,noyé,21
dans,dans,81
l',le,71
extase,extase,22
",",",",p
du,de,81
du,le,71
ton,ton,21
d',de,81
un,un,71
chanoine,chanoine,21
qui,qui,52
entonne,entonner,17
vêpres,vêpres,22
:,:,p
-,-,p
quae,quae,92
cantica,cantica,92
!,!,p
quae,quae,92
organa,organa,92
!,!,p
quae,quae,92
cantilenae,cantilenae,92
!,!,p
quae,quae,92
melodiae,melodiae,92
hic,hic,21
sine,sine,92
fine,fine,92
decantantur,decantantur,92
!,!,p
sonant,sonant,92
melliflua,melliflua,92
hymnorum,hymnorum,92
organa,organa,92
",",",",p
suavissima,suavissima,92
angelorum,angelorum,92
melodia,melodia,92
",",",",p
cantica,cantica,92
canticorum,canticorum,92
mira,mira,92
/!,/!,P
il,il,51
s',se,51
interrompit,interrompre,19
:,:,p
-,-,p
buvetière,buvetière,22
du,de,81
du,le,71
diable,diable,21
",",",",p
donne,donner,17
moi,moi,51
à,à,81
souper,souper,14
/.,/.,P
il,il,51
y,y,52
eut,avoir,19
un,un,71
moment,moment,21
de,de,81
quasi-silence,quasi-silence,21
pendant,pendant,81
lequel,lequel,52
s',se,51
éleva,élever,19
à,à,81
son,son,73
tour,tour,21
la,le,71
voix,voix,22
aigre,aigre,30
du,de,81
du,le,71
duc,duc,21
d',de,81
Egypte,Egypte,20
",",",",p
enseignant,enseigner,13
ses,son,73
bohémiens,bohémien,21
-,-,p
/…,/…,P
la,le,71
belette,belette,22
s',se,51
appelle,appeler,17
Aduine,Aduine,20
",",",",p
le,le,71
renard,renard,21
pied,pied,21
bleu,bleu,30
ou,ou,82
le,le,71
coureur,coureur,21
des,de,81
des,le,71
bois,bois,21
",",",",p
le,le,71
loup,loup,21
pied,pied,21
gris,gris,30
ou,ou,82
pied,pied,21
doré,doré,31
",",",",p
l',le,71
ours,ours,21
le,le,71
vieux,vieux,21
ou,ou,82
le,le,71
grand-Père,grand-père,21
/.,/.,P
-,-,p
le,le,71
bonnet,bonnet,21
d',de,81
un,un,71
gnome,gnome,21
rend,rendre,17
invisible,invisible,30
",",",",p
et,et,82
fait,faire,17
voir,voir,14
les,le,71
choses,chose,22
invisibles,invisible,30
/.,/.,P
-,-,p
tout,tout,75
crapaud,crapaud,21
qu',que,52
on,on,51
baptise,baptiser,17
doit,devoir,17
être,être,14
vêtu,vêtir,12
de,de,81
velours,velours,21
rouge,rouge,30
ou,ou,82
noir,noir,30
",",",",p
une,un,71
sonnette,sonnette,22
au,à,81
au,le,71
cou,cou,21
",",",",p
une,un,71
sonnette,sonnette,22
aux,à,81
aux,le,71
pieds,pied,21
/.,/.,P
le,le,71
parrain,parrain,21
tient,tenir,17
la,le,71
tête,tête,22
",",",",p
la,le,71
marraine,marraine,22
le,le,71
derrière,derrière,21
/.,/.,P
-,-,p
c',ce,52
est,être,17
le,le,71
démon,démon,21
Sidragasum,Sidragasum,20
qui,qui,52
a,avoir,17
le,le,71
pouvoir,pouvoir,21
de,de,81
faire,faire,14
danser,danser,14
les,le,71
filles,fille,22
toutes,tout,60
nues,nu,30
/.,/.,P
-,-,p
par,par,81
la,le,71
messe,messe,22
!,!,p
interrompit,interrompre,19
Jehan,Jehan,20
",",",",p
je,je,51
voudrais,vouloir,16
être,être,14
le,le,71
démon,démon,21
Sidragasum,Sidragasum,20
/.,/.,P
cependant,cependant,82
les,le,71
truands,truand,21
continuaient,continuer,18
de,de,81
s',se,51
armer,armer,14
en,en,81
chuchotant,chuchoter,13
à,à,81
l',le,71
autre,autre,75
bout,bout,21
du,de,81
du,le,71
cabaret,cabaret,21
/.,/.,P
-,-,p
cette,ce,74
pauvre,pauvre,30
Esmeralda,Esmeralda,20
!,!,p
disait,dire,18
un,un,71
bohémien,bohémien,21
/.,/.,P
c',ce,52
est,être,17
notre,notre,73
soeur,soeur,22
/.,/.,P
-,-,p
il,il,51
faut,falloir,17
la,le,52
tirer,tirer,14
de,de,81
là,là,60
/.,/.,P
-,-,p
est,être,17
elle,il,51
donc,donc,82
toujours,toujours,60
à,à,81
Notre-Dame,Notre Dame,20
?,?,p
reprenait,reprendre,18
un,un,71
marcandier,marcandier,21
à,à,81
mine,mine,22
de,de,81
juif,juif,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
pardieu,pardieu,93
/!,/!,P
eh,eh,93
bien,bien,60
!,!,p
camarades,camarade,21
",",",",p
s',se,51
écria,écrier,19
le,le,71
marcandier,marcandier,21
",",",",p
à,à,81
Notre-Dame,Notre Dame,20
/!,/!,P
d'autant,d'autant,60
mieux,mieux,60
qu',que,83
il,il,51
y,y,52
a,avoir,17
à,à,81
la,le,71
chapelle,chapelle,22
des,de,81
des,le,71
saints,saint,30
Féréol,Féréol,20
et,et,82
Ferrution,Ferrution,20
deux,deux,72
statues,statue,22
",",",",p
l',le,71
une,un,52
de,de,81
Saint Jean-Baptiste,Saint Jean-Baptiste,20
",",",",p
l',le,71
autre,autre,52
de,de,81
Saint Antoine,Saint Antoine,20
",",",",p
toutes,tout,52
d',de,81
or,or,21
",",",",p
pesant,peser,13
ensemble,ensemble,60
dix,dix,72
sept,sept,72
marcs,marc,21
d',de,81
or,or,21
et,et,82
quinze,quinze,72
estellins,estellin,21
",",",",p
et,et,82
les,le,71
sous-pieds,sous-pieds,21
d',de,81
argent,argent,21
doré,doré,31
dix,dix,72
sept,sept,72
marcs,marc,21
cinq,cinq,72
onces,once,22
/.,/.,P
je,je,51
sais,savoir,17
cela,cela,52
/.,/.,P
je,je,51
suis,être,17
orfèvre,orfèvre,21
/.,/.,P
ici,ici,60
on,on,51
servit,servir,19
à,à,81
Jehan,Jehan,20
son,son,73
souper,souper,21
/.,/.,P
il,il,51
s',se,51
écria,écrier,19
",",",",p
en,en,81
s',se,51
étalant,étaler,13
sur,sur,81
la,le,71
gorge,gorge,22
de,de,81
la,le,71
fille,fille,22
sa,son,73
voisine,voisine,22
:,:,p
-,-,p
par,par,81
Saint-Voult-de-Lucques,Saint-Voult-de-Lucques,20
",",",",p
que,que,52
le,le,71
peuple,peuple,21
appelle,appeler,17
Saint Goguelu,Saint Goguelu,20
",",",",p
je,je,51
suis,être,17
parfaitement,parfaitement,60
heureux,heureux,30
/.,/.,P
j',je,51
ai,avoir,17
là,là,60
devant,devant,81
moi,moi,51
un,un,71
imbécile,imbécile,21
qui,qui,52
me,je,51
regarde,regarder,17
avec,avec,81
la,le,71
mine,mine,22
glabre,glabre,30
d',de,81
un,un,71
archiduc,archiduc,21
/.,/.,P
en,en,52
voici,voici,81
un,un,52
à,à,81
ma,mon,73
gauche,gauche,22
qui,qui,52
a,avoir,17
les,le,71
dents,dent,22
si,si,60
longues,long,30
qu',que,83
elles,ils,51
lui,lui,51
cachent,cacher,17
le,le,71
menton,menton,21
/.,/.,P
et,et,82
puis,puis,60
je,je,51
suis,être,17
comme,comme,83
le,le,71
maréchal,maréchal,21
de,de,81
Gie,Gie,20
au,à,81
au,le,71
siège,siège,21
de,de,81
Pontoise,Pontoise,20
",",",",p
j',je,51
ai,avoir,17
ma,mon,73
droite,droite,22
appuyée,appuyé,31
à,à,81
un,un,71
mamelon,mamelon,21
/.,/.,P
-,-,p
ventre mahom,ventre-mahom,93
!,!,p
camarade,camarade,21
!,!,p
tu,tu,51
as,avoir,17
l',le,71
air,air,21
d',de,81
un,un,71
marchand,marchand,21
d',de,81
esteufs,esteuf,22
",",",",p
et,et,82
tu,tu,51
viens,venir,17
t',tu,51
asseoir,asseoir,14
auprès,auprès,60
de,de,81
moi,moi,51
/!,/!,P
je,je,51
suis,être,17
noble,noble,30
",",",",p
l',le,71
ami,ami,21
/.,/.,P
la,le,71
marchandise,marchandise,22
est,être,17
incompatible,incompatible,30
avec,avec,81
la,le,71
noblesse,noblesse,22
!,!,p
va,aller,17
t',tu,51
en,en,52
de,de,81
là,là,60
/.,/.,P
-,-,p
holàhée,holàhée,93
!,!,p
vous autres,vous autres,52
!,!,p
ne,ne,60
vous,vous,51
battez,battre,17
pas,pas,60
/!,/!,P
comment,comment,60
",",",",p
Baptiste,Baptiste,20
Croque-Oison,Croque Oison,20
",",",",p
toi,toi,51
qui,qui,52
as,avoir,17
un,un,71
si,si,60
beau,beau,30
nez,nez,21
",",",",p
tu,tu,51
vas,aller,17
le,le,52
risquer,risquer,14
contre,contre,81
les,le,71
gros,gros,30
poings,poing,21
de,de,81
ce,ce,74
butor,butor,21
/!,/!,P
imbécile,imbécile,21
/!,/!,P
non,non,60
cuiquam,cuiquam,92
datum,datum,92
est,être,17
habere,habere,92
nasum,nasum,92
/.,/.,P
-,-,p
tu,tu,51
es,être,17
vraiment,vraiment,60
divine,divin,30
",",",",p
Jacqueline,Jacqueline,20
Ronge-Oreille,Ronge-Oreille,20
!,!,p
c',ce,52
est,être,17
dommage,dommage,21
que,que,83
tu,tu,51
n',ne,60
aies,avoir,17
pas,pas,60
de,de,81
cheveux,cheveu,21
/.,/.,P
-,-,p
holà,holà,93
!,!,p
je,je,51
m',je,51
appelle,appeler,17
Jehan,Jehan,20
Frollo,Frollo,20
",",",",p
et,et,82
mon,mon,73
frère,frère,21
est,être,17
archidiacre,archidiacre,21
/.,/.,P
que,que,52
le,le,71
diable,diable,21
l',le,52
emporte,emporter,17
/!,/!,P
tout,tout,52
ce,ce,52
que,que,52
je,je,51
vous,vous,51
dis,dire,17
est,être,17
la,le,71
vérité,vérité,22
/.,/.,P
en,en,81
me,je,51
faisant,faire,13
truand,truand,21
",",",",p
j',je,51
ai,avoir,17
renoncé,renoncer,12
de,de,81
gaieté,gaieté,22
de,de,81
coeur,coeur,21
à,à,81
la,le,71
moitié,moitié,22
d',de,81
une,un,71
maison,maison,22
située,situé,31
dans,dans,81
le,le,71
paradis,paradis,21
que,que,52
mon,mon,73
frère,frère,21
m',je,51
avait,avoir,18
promise,promettre,12
/.,/.,P
dimidiam,dimidiam,92
domum,domum,92
in,in,92
paradiso,paradiso,92
/.,/.,P
je,je,51
cite,citer,17
le,le,71
texte,texte,21
/.,/.,P
j',je,51
ai,avoir,17
un,un,71
fief,fief,21
rue,rue,22
Tirechappe,Tirechappe,20
",",",",p
et,et,82
toutes,tout,75
les,le,71
femmes,femme,22
sont,être,17
amoureuses,amoureux,30
de,de,81
moi,moi,51
",",",",p
aussi,aussi,60
vrai,vrai,30
qu',que,83
il,il,51
est,être,17
vrai,vrai,30
que,que,83
Saint Eloy,Saint Eloy,20
était,être,18
un,un,71
excellent,excellent,30
orfèvre,orfèvre,21
",",",",p
et,et,82
que,que,83
les,le,71
cinq,cinq,72
métiers,métier,21
de,de,81
la,le,71
bonne,bon,30
ville,ville,22
de,de,81
Paris,Paris,20
sont,être,17
les,le,71
tanneurs,tanneur,21
",",",",p
les,le,71
mégissiers,mégissier,21
",",",",p
les,le,71
baudroyeurs,baudroyeur,21
",",",",p
les,le,71
boursiers,boursier,21
et,et,82
les,le,71
sueurs,sueur,22
",",",",p
et,et,82
que,que,83
Saint Laurent,Saint Laurent,20
a,avoir,17
été,être,12
brûlé,brûler,12
avec,avec,81
des,de,81
des,le,71
coquilles,coquille,22
d',de,81
oeufs,oeuf,21
/.,/.,P
je,je,51
vous,vous,51
jure,jurer,17
",",",",p
camarades,camarade,21
",",",",p
que,que,83
je,je,51
ne,ne,60
beuvrai,boire,15
de,de,81
piment,piment,21
devant,devant,81
un,un,71
an,an,21
",",",",p
si,si,83
je,je,51
cy,cy,92
ment,mentir,17
/!,/!,P
ma,mon,73
charmante,charmant,30
",",",",p
il,il,51
fait,faire,17
clair,clair,21
de,de,81
lune,lune,22
",",",",p
regarde,regarder,17
donc,donc,82
là-bas,là-bas,60
par,par,81
le,le,71
soupirail,soupirail,21
comme,comme,83
le,le,71
vent,vent,21
chiffonne,chiffonner,17
les,le,71
nuages,nuage,21
/!,/!,P
ainsi,ainsi,60
je,je,51
fais,faire,17
ta,ton,73
gorgerette,gorgerette,22
/.,/.,P
-,-,p
les,le,71
filles,fille,22
!,!,p
mouchez,moucher,17
les,le,71
enfants,enfant,21
et,et,82
les,le,71
chandelles,chandelle,22
/.,/.,P
-,-,p
Christ,Christ,20
et,et,82
Mahom,Mahom,20
!,!,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
je,je,51
mange,manger,17
là,là,60
",",",",p
Jupiter,Jupiter,20
/!,/!,P
ohé,ohé,93
!,!,p
la,le,71
matrulle,matrulle,22
!,!,p
les,le,71
cheveux,cheveu,21
qu',que,52
on,on,51
ne,ne,60
trouve,trouver,17
pas,pas,60
sur,sur,81
la,le,71
tête,tête,22
de,de,81
tes,ton,73
ribaudes,ribaude,22
",",",",p
on,on,51
les,le,52
retrouve,retrouver,17
dans,dans,81
tes,ton,73
omelettes,omelette,22
/.,/.,P
la,le,71
vieille,vieille,22
!,!,p
j',je,51
aime,aimer,17
les,le,71
omelettes,omelette,22
chauves,chauve,30
/.,/.,P
que,que,52
le,le,71
diable,diable,21
te,tu,51
fasse,faire,17
camuse,camus,30
/!,/!,P
belle,beau,30
hôtellerie,hôtellerie,22
de,de,81
Belzébuth,Belzébuth,20
où,où,60
les,le,71
ribaudes,ribaude,22
se,se,51
peignent,peigner,17
avec,avec,81
les,le,71
fourchettes,fourchette,22
/!,/!,P
cela,cela,52
dit,dit,31
",",",",p
il,il,51
brisa,briser,19
son,son,73
assiette,assiette,22
sur,sur,81
le,le,71
pavé,pavé,21
et,et,82
se,se,51
mit,mettre,19
à,à,81
chanter,chanter,14
à tue-tête,à tue-tête,60
:,:,p
et,et,82
je,je,51
n',ne,60
ai,avoir,17
",",",",p
moi,moi,51
/.,/.,P
par,par,81
la,le,71
sang dieu,sang-dieu,93
/!,/!,P
ni,ni,82
foi,foi,22
",",",",p
ni,ni,82
loi,loi,22
/.,/.,P
ni,ni,82
feu,feu,21
",",",",p
ni,ni,82
lieu,lieu,21
/.,/.,P
ni,ni,82
roi,roi,21
",",",",p
ni,ni,82
dieu,dieu,21
/!,/!,P
cependant,cependant,82
",",",",p
Clopin,Clopin,20
Trouillefou,Trouillefou,20
avait,avoir,18
fini,finir,12
sa,son,73
distribution,distribution,22
d',de,81
armes,arme,22
/.,/.,P
il,il,51
s',se,51
approcha,approcher,19
de,de,81
Gringoire,Gringoire,20
qui,qui,52
paraissait,paraître,18
plongé,plongé,31
dans,dans,81
une,un,71
profonde,profond,30
rêverie,rêverie,22
",",",",p
les,le,71
pieds,pied,21
sur,sur,81
un,un,71
chenet,chenet,21
/.,/.,P
-,-,p
l',le,71
ami,ami,21
Pierre,Pierre,20
",",",",p
dit,dire,19
le,le,71
roi,roi,21
de,de,81
Thunes,Thune,20
",",",",p
à,à,81
quoi,quoi,52
diable,diable,21
penses,penser,17
tu,tu,51
/?,/?,P
Gringoire,Gringoire,20
se,se,51
retourna,retourner,19
vers,vers,81
lui,lui,51
avec,avec,81
un,un,71
sourire,sourire,21
mélancolique,mélancolique,30
:,:,p
-,-,p
j',je,51
aime,aimer,17
le,le,71
feu,feu,21
",",",",p
mon,mon,73
cher,cher,30
seigneur,seigneur,21
/.,/.,P
non,non,60
par,par,81
la,le,71
raison,raison,22
triviale,trivial,30
que,que,52
le,le,71
feu,feu,21
réchauffe,réchauffer,17
nos,notre,73
pieds,pied,21
ou,ou,82
cuit,cuire,17
notre,notre,73
soupe,soupe,22
",",",",p
mais,mais,82
parce qu',parce que,83
il,il,51
a,avoir,17
des,de,81
des,le,71
étincelles,étincelle,22
/.,/.,P
quelquefois,quelquefois,60
je,je,51
passe,passer,17
des,de,81
des,le,71
heures,heure,22
à,à,81
regarder,regarder,14
les,le,71
étincelles,étincelle,22
/.,/.,P
je,je,51
découvre,découvrir,17
mille,mille,72
choses,chose,22
dans,dans,81
ces,ce,74
étoiles,étoile,22
qui,qui,52
saupoudrent,saupoudrer,17
le,le,71
fond,fond,21
noir,noir,30
de,de,81
l',le,71
âtre,âtre,21
/.,/.,P
ces,ce,74
étoiles,étoile,22
là,là,60
aussi,aussi,60
sont,être,17
des,de,81
des,le,71
mondes,monde,21
/.,/.,P
-,-,p
tonnerre,tonnerre,21
si,si,83
je,je,51
te,tu,51
comprends,comprendre,17
!,!,p
dit,dire,19
le,le,71
truand,truand,21
/.,/.,P
sais,savoir,17
tu,tu,51
quelle,quel,75
heure,heure,22
il,il,51
est,être,17
/?,/?,P
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
",",",",p
répondit,répondre,19
Gringoire,Gringoire,20
/.,/.,P
Clopin,Clopin,20
s',se,51
approcha,approcher,19
alors,alors,60
du,de,81
du,le,71
duc,duc,21
d',de,81
Egypte,Egypte,20
/.,/.,P
-,-,p
camarade,camarade,21
Mathias,Mathias,20
",",",",p
le,le,71
quart,quart,21
d',de,81
heure,heure,22
n',ne,60
est,être,17
pas,pas,60
bon,bon,30
/.,/.,P
on,on,51
dit,dire,17
le,le,71
roi,roi,21
Louis,Louis,20
onzième,onzième,72
à,à,81
Paris,Paris,20
/.,/.,P
-,-,p
raison,raison,22
de,de,81
plus,plus,60
pour,pour,81
lui,lui,51
tirer,tirer,14
notre,notre,73
soeur,soeur,22
des,de,81
des,le,71
griffes,griffe,22
",",",",p
répondit,répondre,19
le,le,71
vieux,vieux,30
bohémien,bohémien,21
/.,/.,P
-,-,p
tu,tu,51
parles,parler,17
en,en,81
homme,homme,21
",",",",p
Mathias,Mathias,20
",",",",p
dit,dire,19
le,le,71
roi,roi,21
de,de,81
Thunes,Thune,20
/.,/.,P
d',de,81
ailleurs,ailleurs,60
nous,nous,51
ferons,faire,15
lestement,lestement,60
/.,/.,P
pas,pas,60
de,de,81
résistance,résistance,22
à,à,81
craindre,craindre,14
dans,dans,81
l',le,71
église,église,22
/.,/.,P
les,le,71
chanoines,chanoine,21
sont,être,17
des,de,81
des,le,71
lièvres,lièvre,21
",",",",p
et,et,82
nous,nous,51
sommes,être,17
en,en,81
force,force,22
/.,/.,P
les,le,71
gens,gens,21
du,de,81
du,le,71
parlement,parlement,21
seront,être,15
bien,bien,60
attrapés,attraper,12
demain,demain,60
quand,quand,83
ils,ils,51
viendront,venir,15
la,le,52
chercher,chercher,14
/!,/!,P
boyaux,boyau,21
du,de,81
du,le,71
pape,pape,21
!,!,p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
qu',que,83
on,on,51
pende,pendre,17
la,le,71
jolie,joli,30
fille,fille,22
/!,/!,P
Clopin,Clopin,20
sortit,sortir,19
du,de,81
du,le,71
cabaret,cabaret,21
/.,/.,P
pendant,pendant,81
ce,ce,74
temps,temps,21
là,là,60
",",",",p
Jehan,Jehan,20
s',se,51
écriait,écrier,18
d',de,81
une,un,71
voix,voix,22
enrouée,enroué,31
:,:,p
-,-,p
je,je,51
bois,boire,17
",",",",p
je,je,51
mange,manger,17
",",",",p
je,je,51
suis,être,17
ivre,ivre,30
",",",",p
je,je,51
suis,être,17
Jupiter,Jupiter,20
/!,/!,P
eh,eh,93
/!,/!,P
Pierre,Pierre,20
l',le,71
assommeur,assommeur,21
",",",",p
si,si,83
tu,tu,51
me,je,51
regardes,regarder,17
encore,encore,60
comme,comme,83
cela,cela,52
",",",",p
je,je,51
vais,aller,17
t',tu,51
épousseter,épousseter,14
le,le,71
nez,nez,21
avec,avec,81
des,de,81
des,le,71
chiquenaudes,chiquenaude,22
/.,/.,P
de,de,81
son,son,73
côté,côté,21
Gringoire,Gringoire,20
",",",",p
arraché,arraché,31
de,de,81
ses,son,73
méditations,méditation,22
",",",",p
s',se,51
était,être,18
mis,mettre,12
à,à,81
considérer,considérer,14
la,le,71
scène,scène,22
fougueuse,fougueux,30
et,et,82
criarde,criard,30
qui,qui,52
l',le,52
environnait,environner,18
en,en,81
murmurant,murmurer,13
entre,entre,81
ses,son,73
dents,dent,22
:,:,p
luxuriosa,luxuriosa,92
res,res,92
vinum,vinum,92
et,et,82
tumultuosa,tumultuosa,92
ebrietas,ebrietas,92
/.,/.,P
hélas,hélas,60
!,!,p
que,que,52
j',je,51
ai,avoir,17
bien,bien,60
raison,raison,22
de,de,81
ne,ne,60
pas,pas,60
boire,boire,14
",",",",p
et,et,82
que,que,83
Saint Benoît,Saint Benoît,20
dit,dire,17
excellemment,excellemment,60
:,:,p
vinum,vinum,92
apostatare,apostatare,92
facit,facit,92
etiam,etiam,92
sapientes,sapientes,92
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
Clopin,Clopin,20
rentra,rentrer,19
et,et,82
cria,crier,19
d',de,81
une,un,71
voix,voix,22
de,de,81
tonnerre,tonnerre,21
:,:,p
minuit,minuit,21
/!,/!,P
à,à,81
ce,ce,74
mot,mot,21
",",",",p
qui,qui,52
fit,faire,19
l',le,71
effet,effet,21
du,de,81
du,le,71
boute selle,boute-selle,21
sur,sur,81
un,un,71
régiment,régiment,21
en,en,81
halte,halte,22
",",",",p
tous,tout,75
les,le,71
truands,truand,21
",",",",p
hommes,homme,21
",",",",p
femmes,femme,22
",",",",p
enfants,enfant,21
",",",",p
se,se,51
précipitèrent,précipiter,19
en,en,81
foule,foule,22
hors,hors,81
de,de,81
la,le,71
taverne,taverne,22
avec,avec,81
un,un,71
grand,grand,30
bruit,bruit,21
d',de,81
armes,arme,22
et,et,82
de,de,81
ferrailles,ferraille,22
/.,/.,P
la,le,71
lune,lune,22
s',se,51
était,être,18
voilée,voiler,12
/.,/.,P
la,le,71
cour,cour,22
des,de,81
des,le,71
miracles,miracle,21
était,être,18
tout,tout,60
à,à,81
fait,fait,21
obscure,obscur,30
/.,/.,P
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
une,un,71
lumière,lumière,22
/.,/.,P
elle,il,51
était,être,18
pourtant,pourtant,60
loin,loin,60
d',de,81
être,être,14
déserte,désert,30
/.,/.,P
on,on,51
y,y,52
distinguait,distinguer,18
une,un,71
foule,foule,22
d',de,81
hommes,homme,21
et,et,82
de,de,81
femmes,femme,22
qui,qui,52
se,se,51
parlaient,parler,18
bas,bas,60
/.,/.,P
on,on,51
les,le,52
entendait,entendre,18
bourdonner,bourdonner,14
",",",",p
et,et,82
l',l',94
on,on,51
voyait,voir,18
reluire,reluire,14
toutes,tout,75
sortes,sorte,22
d',de,81
armes,arme,22
dans,dans,81
les,le,71
ténèbres,ténèbre,22
/.,/.,P
Clopin,Clopin,20
monta,monter,19
sur,sur,81
une,un,71
grosse,gros,30
pierre,pierre,22
/.,/.,P
-,-,p
à,à,81
vos,votre,73
rangs,rang,21
",",",",p
l',le,71
argot,argot,21
!,!,p
cria,crier,19
t,t,94
il,il,51
/.,/.,P
à,à,81
vos,votre,73
rangs,rang,21
",",",",p
l',le,71
Egypte,Egypte,20
/!,/!,P
à,à,81
vos,votre,73
rangs,rang,21
",",",",p
Galilée,Galilée,20
/!,/!,P
un,un,71
mouvement,mouvement,21
se,se,51
fit,faire,19
dans,dans,81
l',le,71
ombre,ombre,22
/.,/.,P
l',le,71
immense,immense,30
multitude,multitude,22
parut,paraître,19
se,se,51
former,former,14
en,en,81
colonne,colonne,22
/.,/.,P
après,après,81
quelques,quelque,75
minutes,minute,22
",",",",p
le,le,71
roi,roi,21
de,de,81
Thunes,Thune,20
éleva,élever,19
encore,encore,60
la,le,71
voix,voix,22
:,:,p
-,-,p
maintenant,maintenant,60
",",",",p
silence,silence,21
pour,pour,81
traverser,traverser,14
Paris,Paris,20
/!,/!,P
le,le,71
mot,mot,21
de,de,81
passe,passe,22
est,être,17
:,:,p
petite,petit,30
flambe,flambe,22
en,en,81
baguenaud,baguenaud,21
/!,/!,P
on,on,51
n',ne,60
allumera,allumer,15
les,le,71
torches,torche,22
qu',que,83
à,à,81
Notre-Dame,Notre Dame,20
/!,/!,P
en,en,81
marche,marche,22
/!,/!,P
dix,dix,72
minutes,minute,22
après,après,81
",",",",p
les,le,71
cavaliers,cavalier,21
du,de,81
du,le,71
guet,guet,21
s',se,51
enfuyaient,enfuir,18
épouvantés,épouvanté,31
devant,devant,81
une,un,71
longue,long,30
procession,procession,22
d',de,81
hommes,homme,21
noirs,noir,30
et,et,82
silencieux,silencieux,30
qui,qui,52
descendait,descendre,18
vers,vers,81
le,le,71
Pont-au-Change,Pont au Change,20
",",",",p
à,à,81
travers,travers,21
les,le,71
rues,rue,22
tortueuses,tortueux,30
qui,qui,52
percent,percer,17
en,en,81
tous,tout,75
sens,sens,21
le,le,71
massif,massif,30
quartier,quartier,21
des,de,81
des,le,71
Halles,Halle,20
/.,/.,P
<Chapitre IV>,<>,<>
un,un,71
maladroit,maladroit,30
ami,ami,21
/.,/.,P
cette,ce,74
même,même,75
nuit,nuit,22
",",",",p
Quasimodo,Quasimodo,20
ne,ne,60
dormait,dormir,18
pas,pas,60
/.,/.,P
il,il,51
venait,venir,18
de,de,81
faire,faire,14
sa,son,73
dernière,dernier,30
ronde,ronde,22
dans,dans,81
l',le,71
église,église,22
/.,/.,P
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
remarqué,remarquer,12
",",",",p
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
en,en,52
fermait,fermer,18
les,le,71
portes,porte,22
",",",",p
que,que,83
l',le,71
archidiacre,archidiacre,21
était,être,18
passé,passer,12
près,près,81
de,de,81
lui,lui,51
et,et,82
avait,avoir,18
témoigné,témoigner,12
quelque,quelque,75
humeur,humeur,22
en,en,81
le,le,52
voyant,voir,13
verrouiller,verrouiller,14
et,et,82
cadenasser,cadenasser,14
avec,avec,81
soin,soin,21
l',le,71
énorme,énorme,30
armature,armature,22
de,de,81
fer,fer,21
qui,qui,52
donnait,donner,18
à,à,81
leurs,leur,73
larges,large,30
battants,battant,21
la,le,71
solidité,solidité,22
d',de,81
une,un,71
muraille,muraille,22
/.,/.,P
dom,dom,21
Claude,Claude,20
avait,avoir,18
l',le,71
air,air,21
encore,encore,60
plus,plus,60
préoccupé,préoccupé,31
qu',que,83
à,à,81
l',le,71
ordinaire,ordinaire,22
/.,/.,P
du,de,81
du,le,71
reste,reste,21
",",",",p
depuis,depuis,81
l',le,71
aventure,aventure,22
nocturne,nocturne,30
de,de,81
la,le,71
cellule,cellule,22
",",",",p
il,il,51
maltraitait,maltraiter,18
constamment,constamment,60
Quasimodo,Quasimodo,20
;,;,p
mais,mais,82
il,il,51
avait,avoir,18
beau,beau,60
le,le,52
