11435
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-neuvième extrait>,<>,<>
bizarres,bizarre,30
en,en,81
dialecte,dialecte,21
populaire,populaire,30
",",",",p
inintelligible,inintelligible,30
pour,pour,81
lui,lui,51
qui,qui,52
ne,ne,60
savait,savoir,18
que,que,83
l',le,71
italien,italien,21
",",",",p
avec,avec,81
des,de,81
des,le,71
gestes,geste,21
désordonnés,désordonné,30
et,et,82
une,un,71
furie,furie,22
d',de,81
action,action,22
inconnue,inconnu,30
dans,dans,81
le,le,71
nord,nord,21
;,;,p
mais,mais,82
toutes,tout,75
les,le,71
fois,fois,22
qu',que,83
il,il,51
s',se,51
arrêtait,arrêter,18
près,près,81
d',de,81
une,un,71
boutique,boutique,22
",",",",p
le,le,71
marchand,marchand,21
prenait,prendre,18
un,un,71
air,air,21
alarmé,alarmé,31
",",",",p
murmurait,murmurer,18
quelque,quelque,75
imprécation,imprécation,22
à mi-voix,à mi-voix,60
",",",",p
et,et,82
faisait,faire,18
le,le,71
geste,geste,21
d',de,81
allonger,allonger,14
les,le,71
doigts,doigt,21
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
voulu,vouloir,12
le,le,52
poignarder,poignarder,14
de,de,81
l',le,71
auriculaire,auriculaire,21
et,et,82
de,de,81
l',le,71
index,index,21
;,;,p
les,le,71
commères,commère,22
",",",",p
plus,plus,60
hardies,hardi,30
",",",",p
l',le,52
accablaient,accabler,18
d',de,81
injures,injure,22
et,et,82
lui,lui,51
montraient,montrer,18
le,le,71
poing,poing,21
/.,/.,P
<VIII>,<>,<>
monsieur,monsieur,21
d',de,81
Aspremont,Aspremont,20
crut,croire,19
",",",",p
en,en,81
s',se,51
entendant,entendre,13
injurier,injurier,14
par,par,81
la,le,71
populace,populace,22
de,de,81
Chiaja,Chiaja,20
",",",",p
qu',que,83
il,il,51
était,être,18
l',le,71
objet,objet,21
de,de,81
ces,ce,74
litanies,litanie,22
grossièrement,grossièrement,60
burlesques,burlesque,30
dont,dont,52
les,le,71
marchands,marchand,21
de,de,81
poisson,poisson,21
régalent,régaler,17
les,le,71
gens,gens,21
bien,bien,60
mis,mis,31
qui,qui,52
traversent,traverser,17
le,le,71
marché,marché,21
;,;,p
mais,mais,82
une,un,71
répulsion,répulsion,22
si,si,60
vive,vif,30
",",",",p
un,un,71
effroi,effroi,21
si,si,60
vrai,vrai,30
se,se,51
peignaient,peigner,18
dans,dans,81
tous,tout,75
les,le,71
yeux,oeil,21
",",",",p
qu',que,83
il,il,51
fut,être,19
bien,bien,60
forcé,forcer,12
de,de,81
renoncer,renoncer,14
à,à,81
cette,ce,74
interprétation,interprétation,22
;,;,p
le,le,71
mot,mot,21
jettatore,jettatore,92
",",",",p
qui,qui,52
avait,avoir,18
déjà,déjà,60
frappé,frapper,12
ses,son,73
oreilles,oreille,22
au,à,81
au,le,71
théâtre,théâtre,21
de,de,81
San,San,20
Carlino,Carlino,20
",",",",p
fut,être,19
encore,encore,60
prononcé,prononcer,12
",",",",p
et,et,82
avec,avec,81
une,un,71
expression,expression,22
menaçante,menaçant,30
cette,ce,74
fois,fois,22
;,;,p
il,il,51
s',se,51
éloigna,éloigner,19
donc,donc,82
à,à,81
pas,pas,21
lents,lent,30
",",",",p
ne,ne,60
fixant,fixer,13
plus,plus,60
sur,sur,81
rien,rien,52
ce,ce,74
regard,regard,21
",",",",p
cause,cause,22
de,de,81
tant,tant,60
de,de,81
trouble,trouble,21
/.,/.,P
en,en,81
longeant,longer,13
les,le,71
maisons,maison,22
pour,pour,81
se,se,51
soustraire,soustraire,14
à,à,81
l',le,71
attention,attention,22
publique,public,30
",",",",p
Paul,Paul,20
arriva,arriver,19
à,à,81
un,un,71
étalage,étalage,21
de,de,81
bouquiniste,bouquiniste,21
;,;,p
il,il,51
s',se,51
y,y,52
arrêta,arrêter,19
",",",",p
remua,remuer,19
et,et,82
ouvrit,ouvrir,19
quelques,quelque,75
livres,livre,21
",",",",p
en,en,81
manière,manière,22
de,de,81
contenance,contenance,22
:,:,p
il,il,51
tournait,tourner,18
ainsi,ainsi,60
le,le,71
dos,dos,21
aux,à,81
aux,le,71
passants,passant,21
",",",",p
et,et,82
sa,son,73
figure,figure,22
à,à,81
demi,demi,30
cachée,caché,31
par,par,81
les,le,71
feuillets,feuillet,21
évitait,éviter,18
toute,tout,75
occasion,occasion,22
d',de,81
insulte,insulte,22
/.,/.,P
il,il,51
avait,avoir,18
bien,bien,60
pensé,penser,12
un,un,71
instant,instant,21
à,à,81
charger,charger,14
cette,ce,74
canaille,canaille,22
à,à,81
coups,coup,21
de,de,81
canne,canne,22
;,;,p
la,le,71
vague,vague,30
terreur,terreur,22
superstitieuse,superstitieux,30
qui,qui,52
commençait,commencer,18
à,à,81
s',se,51
emparer,emparer,14
de,de,81
lui,lui,51
l',le,52
en,en,52
avait,avoir,18
empêché,empêcher,12
/.,/.,P
il,il,51
se,se,51
souvint,souvenir,19
qu',que,83
ayant,avoir,13
une,un,71
fois,fois,22
frappé,frapper,12
un,un,71
cocher,cocher,21
insolent,insolent,30
d',de,81
une,un,71
légère,léger,30
badine,badine,22
",",",",p
il,il,51
l',le,52
avait,avoir,18
attrapé,attraper,12
à,à,81
la,le,71
tempe,tempe,22
et,et,82
tué,tué,21
sur,sur,81
le,le,71
coup,coup,21
",",",",p
meurtre,meurtre,21
involontaire,involontaire,30
dont,dont,52
il,il,51
ne,ne,60
s',se,51
était,être,18
pas,pas,60
consolé,consoler,12
/.,/.,P
après,après,81
avoir,avoir,14
pris,prendre,12
et,et,82
reposé,reposer,12
plusieurs,plusieurs,75
volumes,volume,21
dans,dans,81
leur,leur,73
case,case,22
",",",",p
il,il,51
tomba,tomber,19
sur,sur,81
le,le,71
traité,traité,21
de,de,81
la,le,71
Jettatura,Jettatura,20
du,de,81
du,le,71
signor,signor,21
Niccolo,Niccolo,20
Valetta,Valetta,20
;,;,p
ce,ce,74
titre,titre,21
rayonna,rayonner,19
à,à,81
ses,son,73
yeux,oeil,21
en,en,81
caractères,caractère,21
de,de,81
flamme,flamme,22
",",",",p
et,et,82
le,le,71
livre,livre,21
lui,lui,51
parut,paraître,19
placé,placé,31
là,là,60
par,par,81
la,le,71
main,main,22
de,de,81
la,le,71
fatalité,fatalité,22
;,;,p
il,il,51
jeta,jeter,19
au,à,81
au,le,71
bouquiniste,bouquiniste,21
",",",",p
qui,qui,52
le,le,52
regardait,regarder,18
d',de,81
un,un,71
air,air,21
narquois,narquois,30
",",",",p
en,en,81
faisant,faire,13
brimbaler,brimbaler,92
deux,deux,72
ou,ou,82
trois,trois,72
cornes,corne,22
noires,noir,30
mêlées,mêlé,31
aux,à,81
aux,le,71
breloques,breloque,22
de,de,81
sa,son,73
montre,montre,22
",",",",p
les,le,71
six,six,72
ou,ou,82
huit,huit,72
carlins,carlin,21
",",",",p
prix,prix,21
du,de,81
du,le,71
volume,volume,21
",",",",p
et,et,82
courut,courir,19
à,à,81
l',le,71
hôtel,hôtel,21
s',se,51
enfermer,enfermer,14
dans,dans,81
sa,son,73
chambre,chambre,22
pour,pour,81
commencer,commencer,14
cette,ce,74
lecture,lecture,22
qui,qui,52
devait,devoir,18
éclaircir,éclaicir,14
et,et,82
fixer,fixer,14
les,le,71
doutes,doute,21
dont,dont,52
il,il,51
était,être,18
obsédé,obséder,12
depuis,depuis,81
son,son,73
séjour,séjour,21
à,à,81
Naples,Naples,20
/.,/.,P
le,le,71
bouquin,bouquin,21
du,de,81
du,le,71
signor,signor,21
Valetta,Valetta,20
est,être,17
aussi,aussi,60
répandu,répandre,12
à,à,81
Naples,Naples,20
que,que,52
les,le,71
secrets,secret,21
du,de,81
du,le,71
grand,grand,30
Albert,Albert,20
",",",",p
l',le,71
Etteila,Etteila,20
ou,ou,82
la,le,71
Clef,Clef,20
des,de,81
des,le,71
songes,songe,21
peuvent,pouvoir,17
l',le,52
être,être,14
à,à,81
Paris,Paris,20
/.,/.,P
Valetta,Valetta,20
définit,définir,17
la,le,71
jettature,jettature,92
",",",",p
enseigne,enseigne,21
à,à,81
quelles,quel,75
marques,marque,22
on,on,51
peut,pouvoir,17
la,le,52
reconnaître,reconnaître,14
",",",",p
par,par,81
quels,quel,75
moyens,moyen,21
on,on,51
s',se,51
en,en,52
préserve,préserver,17
;,;,p
il,il,51
divise,diviser,17
les,le,71
jettatori,jettatori,92
en,en,81
plusieurs,plusieurs,75
classes,classe,22
",",",",p
d',de,81
après,après,81
leur,leur,73
degré,degré,21
de,de,81
malfaisance,malfaisance,22
",",",",p
et,et,82
agite,agiter,17
toutes,tout,75
les,le,71
questions,question,22
qui,qui,52
se,se,51
rattachent,rattacher,17
à,à,81
cette,ce,74
grave,grave,30
matière,matière,22
/.,/.,P
s',si,83
il,il,51
eût,avoir,19
trouvé,trouver,12
ce,ce,74
livre,livre,21
à,à,81
Paris,Paris,20
",",",",p
d',de,81
Aspremont,Aspremont,20
l',le,52
eût,avoir,19
feuilleté,feuilleter,12
distraitement,distraitement,60
comme,comme,83
un,un,71
vieil,vieux,30
almanach,almanach,21
farci,farci,31
d',de,81
histoires,histoire,22
ridicules,ridicule,30
",",",",p
et,et,82
eût,avoir,19
ri,rire,12
du,de,81
du,le,71
sérieux,sérieux,21
avec,avec,81
lequel,lequel,52
l',le,71
auteur,auteur,21
traite,traiter,17
ces,ce,74
billevesées,billevesée,22
;,;,p
dans,dans,81
la,le,71
disposition,disposition,22
d',de,81
esprit,esprit,21
où,où,60
il,il,51
était,être,18
",",",",p
hors,hors,81
de,de,81
son,son,73
milieu,milieu,21
naturel,naturel,30
",",",",p
préparé,préparer,12
à,à,81
la,le,71
crédulité,crédulité,22
par,par,81
une,un,71
foule,foule,22
de,de,81
petits,petit,30
incidents,incident,21
",",",",p
il,il,51
le,le,52
lut,lire,19
avec,avec,81
une,un,71
secrète,secret,30
horreur,horreur,22
",",",",p
comme,comme,83
un,un,71
profane,profane,21
épelant,épeler,13
sur,sur,81
un,un,71
grimoire,grimoire,21
des,de,81
des,le,71
évocations,évocation,22
d',de,81
esprits,esprit,21
et,et,82
des,de,81
des,le,71
formules,formule,22
de,de,81
cabbale,cabale,22
/.,/.,P
quoiqu',quoique,83
il,il,51
n',ne,60
eût,avoir,19
pas,pas,60
cherché,chercher,12
à,à,81
les,le,52
pénétrer,pénétrer,14
",",",",p
les,le,71
secrets,secret,21
de,de,81
l',le,71
enfer,enfer,21
se,se,51
révélaient,révéler,18
à,à,81
lui,lui,51
;,;,p
il,il,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
s',se,51
empêcher,empêcher,14
de,de,81
les,le,52
savoir,savoir,14
",",",",p
et,et,82
il,il,51
avait,avoir,18
maintenant,maintenant,60
la,le,71
conscience,conscience,22
de,de,81
son,son,73
pouvoir,pouvoir,21
fatal,fatal,30
;,;,p
il,il,51
était,être,18
jettatore,jettatore,92
/!,/!,P
il,il,51
fallait,falloir,18
bien,bien,60
en,en,52
convenir,convenir,14
vis-à-vis,vis-à-vis,60
de,de,81
lui-même,lui-même,51
:,:,p
tous,tout,75
les,le,71
signes,signe,21
distinctifs,distinctif,30
décrits,décrit,31
par,par,81
Valetta,Valetta,20
",",",",p
il,il,51
les,le,52
possédait,posséder,18
/.,/.,P
quelquefois,quelquefois,60
il,il,51
arrive,arriver,17
qu',que,83
un,un,71
homme,homme,21
qui,qui,52
jusque-là,jusque-là,81
s',se,51
était,être,18
cru,croire,12
doué,doué,31
d',de,81
une,un,71
santé,santé,22
parfaite,parfait,31
",",",",p
ouvre,ouvrir,17
par,par,81
hasard,hasard,21
ou,ou,82
par,par,81
distraction,distraction,22
un,un,71
livre,livre,21
de,de,81
médecine,médecine,22
",",",",p
et,et,82
",",",",p
en,en,81
lisant,lire,13
la,le,71
description,description,22
pathologique,pathologique,30
d',de,81
une,un,71
maladie,maladie,22
",",",",p
s',se,51
en,en,52
reconnaisse,reconnaître,17
atteint,atteint,31
;,;,p
éclairé,éclairé,31
par,par,81
une,un,71
lueur,lueur,22
fatale,fatal,30
",",",",p
il,il,51
sent,sentir,17
à,à,81
chaque,chaque,75
symptôme,symptôme,21
rapporté,rapporté,31
tressaillir,tressaillir,14
douloureusement,douloureusement,60
en,en,81
lui,lui,51
quelque,quelque,75
organe,organe,21
obscur,obscur,30
",",",",p
quelque,quelque,75
fibre,fibre,22
cachée,caché,31
dont,dont,52
le,le,71
jeu,jeu,21
lui,lui,51
échappait,échapper,18
",",",",p
et,et,82
il,il,51
pâlit,pâlir,19
en,en,81
comprenant,comprendre,13
si,si,60
prochaine,prochain,30
une,un,71
mort,mort,22
qu',que,52
il,il,51
croyait,croire,18
bien,bien,60
éloignée,éloigné,31
/.,/.,P
-,-,p
Paul,Paul,20
éprouva,éprouver,19
un,un,71
effet,effet,21
analogue,analogue,30
/.,/.,P
il,il,51
se,se,51
mit,mettre,19
devant,devant,81
une,un,71
glace,glace,22
et,et,82
se,se,51
regarda,regarder,19
avec,avec,81
une,un,71
intensité,intensité,22
effrayante,effrayant,30
:,:,p
cette,ce,74
perfection,perfection,22
disparate,disparate,30
",",",",p
composée,composé,31
de,de,81
beautés,beauté,22
qui,qui,52
ne,ne,60
se,se,51
trouvent,trouver,17
pas,pas,60
ordinairement,ordinairement,60
ensemble,ensemble,60
",",",",p
le,le,52
faisait,faire,18
plus,plus,60
que,que,83
jamais,jamais,60
ressembler,ressembler,14
à,à,81
l',le,71
archange,archange,21
déchu,déchu,31
",",",",p
et,et,82
rayonnait,rayonner,18
sinistrement,sinistrement,60
dans,dans,81
le,le,71
fond,fond,21
noir,noir,30
du,de,81
du,le,71
miroir,miroir,21
;,;,p
les,le,71
fibrilles,fibrille,22
de,de,81
ses,son,73
prunelles,prunelle,22
se,se,51
tordaient,tordre,18
comme,comme,83
des,de,81
des,le,71
vipères,vipère,22
convulsives,convulsif,30
;,;,p
ses,son,73
sourcils,sourcil,21
vibraient,vibrer,18
pareils,pareil,30
à,à,81
l',le,71
arc,arc,21
d',de,81
où,où,60
vient,venir,17
de,de,81
s',se,51
échapper,échapper,14
la,le,71
flèche,flèche,22
mortelle,mortel,30
;,;,p
la,le,71
ride,ride,22
blanche,blanche,22
de,de,81
son,son,73
front,front,21
faisait,faire,18
penser,penser,14
à,à,81
la,le,71
cicatrice,cicatrice,22
d',de,81
un,un,71
coup,coup,21
de,de,81
foudre,foudre,22
",",",",p
et,et,82
dans,dans,81
ses,son,73
cheveux,cheveu,21
rutilants,rutilant,30
paraissaient,paraître,18
flamber,flamber,14
des,de,81
des,le,71
flammes,flamme,22
infernales,infernal,30
;,;,p
la,le,71
pâleur,pâleur,22
marmoréenne,marmoréen,30
de,de,81
la,le,71
peau,peau,22
donnait,donner,18
encore,encore,60
plus,plus,60
de,de,81
relief,relief,21
à,à,81
chaque,chaque,75
trait,trait,21
de,de,81
cette,ce,74
physionomie,physionomie,22
vraiment,vraiment,60
terrible,terrible,30
/.,/.,P
Paul,Paul,20
se,se,51
fit,faire,19
peur,peur,22
à,à,81
lui-même,lui-même,51
:,:,p
il,il,51
lui,lui,51
semblait,sembler,18
que,que,83
les,le,71
effluves,effluve,21
de,de,81
ses,son,73
yeux,oeil,21
",",",",p
renvoyés,renvoyé,31
par,par,81
le,le,71
miroir,miroir,21
",",",",p
lui,lui,51
revenaient,revenir,18
en,en,81
dards,dard,21
empoisonnés,empoisonné,31
:,:,p
figurez,figurer,17
vous,vous,51
Méduse,Méduse,20
regardant,regardant,30
sa,son,73
tête,tête,22
horrible,horrible,30
et,et,82
charmante,charmant,30
dans,dans,81
le,le,71
fauve,fauve,30
reflet,reflet,21
d',de,81
un,un,71
bouclier,bouclier,21
d',de,81
airain,airain,21
/.,/.,P
l',l',94
on,on,51
nous,nous,51
objectera,objecter,15
peut-être,peut-être,60
qu',que,83
il,il,51
est,être,17
difficile,difficile,30
de,de,81
croire,croire,14
qu',que,83
un,un,71
jeune,jeune,30
homme,homme,21
du,de,81
du,le,71
monde,monde,21
",",",",p
imbu,imbu,30
de,de,81
la,le,71
science,science,22
moderne,moderne,30
",",",",p
ayant,avoir,13
vécu,vivre,12
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
scepticisme,scepticisme,21
de,de,81
la,le,71
civilisation,civilisation,22
",",",",p
ait,avoir,17
pu,pouvoir,12
prendre,prendre,14
au,à,81
au,le,71
sérieux,sérieux,21
un,un,71
préjugé,préjugé,21
populaire,populaire,30
",",",",p
et,et,82
s',se,51
imaginer,imaginer,14
être,être,14
doué,douer,12
fatalement,fatalement,60
d',de,81
une,un,71
malfaisance,malfaisance,22
mystérieuse,mystérieux,30
/.,/.,P
mais,mais,82
nous,nous,51
répondrons,répondre,15
qu',que,83
il,il,51
y,y,52
a,avoir,17
un,un,71
magnétisme,magnétisme,21
irrésistible,irrésistible,30
dans,dans,81
la,le,71
pensée,pensée,22
générale,général,30
",",",",p
qui,qui,52
vous,vous,51
pénètre,pénétrer,17
malgré,malgré,81
vous,vous,51
",",",",p
et,et,82
contre,contre,81
lequel,lequel,52
une,un,71
volonté,volonté,22
unique,unique,30
ne,ne,60
lutte,lutter,17
pas,pas,60
toujours,toujours,60
efficacement,efficacement,60
:,:,p
tel,tel,52
arrive,arriver,17
à,à,81
Naples,Naples,20
se,se,51
moquant,moquer,13
de,de,81
la,le,71
jettature,jettature,92
",",",",p
qui,qui,52
finit,finir,17
par,par,81
se,se,51
hérisser,hérisser,14
de,de,81
précautions,précaution,22
cornues,cornu,30
et,et,82
fuir,fuir,14
avec,avec,81
terreur,terreur,22
tout,tout,75
individu,individu,21
à,à,81
l',le,71
oeil,oeil,21
suspect,suspect,30
/.,/.,P
Paul,Paul,20
d',de,81
Aspremont,Aspremont,20
se,se,51
trouvait,trouver,18
dans,dans,81
une,un,71
position,position,22
encore,encore,60
plus,plus,60
grave,grave,30
:,:,p
-,-,p
il,il,51
avait,avoir,18
lui-même,lui-même,51
le,le,71
fascino,fascino,92
",",",",p
-,-,p
et,et,82
chacun,chacun,52
l',le,52
évitait,éviter,18
",",",",p
ou,ou,82
faisait,faire,18
en,en,81
sa,son,73
présence,présence,22
les,le,71
signes,signe,21
préservatifs,préservatif,21
recommandés,recommandé,31
par,par,81
le,le,71
signor,signor,21
Valetta,Valetta,20
/.,/.,P
quoique,quoique,83
sa,son,73
raison,raison,22
se,se,51
révoltât,révolter,18
contre,contre,81
une,un,71
pareille,pareil,30
appréciation,appréciation,22
",",",",p
il,il,51
ne,ne,60
pouvait,pouvoir,18
s',se,51
empêcher,empêcher,14
de,de,81
reconnaître,reconnaître,14
qu',que,83
il,il,51
présentait,présenter,18
tous,tout,75
les,le,71
indices,indice,21
dénonciateurs,dénonciateur,30
de,de,81
la,le,71
jettature,jettature,92
/.,/.,P
-,-,p
l',le,71
esprit,esprit,21
humain,humain,30
",",",",p
même,même,60
le,le,71
plus,plus,60
éclairé,éclairé,31
",",",",p
garde,garde,21
toujours,toujours,60
un,un,71
coin,coin,21
sombre,sombre,30
",",",",p
où,où,60
s',se,51
accroupissent,accroupir,18
les,le,71
hideuses,hideux,30
chimères,chimère,22
de,de,81
la,le,71
crédulité,crédulité,22
",",",",p
où,où,60
s',se,51
accrochent,accrocher,17
les,le,71
chauves-souris,chauve-souris,22
de,de,81
la,le,71
superstition,superstition,22
/.,/.,P
la,le,71
vie,vie,22
ordinaire,ordinaire,30
elle-même,lui-même,51
est,être,17
si,si,60
pleine,plein,30
de,de,81
problèmes,problème,21
insolubles,insoluble,30
",",",",p
que,que,83
l',le,71
impossible,impossible,21
y,y,52
devient,devenir,17
probable,probable,30
/.,/.,P
on,on,51
peut,pouvoir,17
croire,croire,14
ou,ou,82
nier,nier,14
tout,tout,52
:,:,p
à,à,81
un,un,71
certain,certain,75
point,point,21
de,de,81
vue,vue,22
",",",",p
le,le,71
rêve,rêve,21
existe,exister,17
autant,autant,60
que,que,83
la,le,71
réalité,réalité,22
/.,/.,P
Paul,Paul,20
se,se,51
sentit,sentir,19
pénétré,pénétré,31
d',de,81
une,un,71
immense,immense,30
tristesse,tristesse,22
/.,/.,P
-,-,p
il,il,51
était,être,18
un,un,71
monstre,monstre,21
/!,/!,P
-,-,p
bien,bien,60
que,que,83
doué,doué,31
des,de,81
des,le,71
instincts,instinct,21
les,le,71
plus,plus,60
affectueux,affectueux,30
et,et,82
de,de,81
la,le,71
nature,nature,22
la,le,71
plus,plus,60
bienveillante,bienveillant,30
",",",",p
il,il,51
portait,porter,18
le,le,71
malheur,malheur,21
avec,avec,81
lui,lui,51
;,;,p
son,son,73
regard,regard,21
",",",",p
involontairement,involontairement,60
chargé,chargé,31
de,de,81
venin,venin,21
",",",",p
nuisait,nuire,18
à,à,81
ceux,celui,52
sur,sur,81
qui,qui,52
il,il,51
s',se,51
arrêtait,arrêter,18
",",",",p
quoique,quoique,83
dans,dans,81
une,un,71
intention,intention,22
sympathique,sympathique,30
/.,/.,P
il,il,51
avait,avoir,18
l',le,71
affreux,affreux,30
privilège,privilège,21
de,de,81
réunir,réunir,14
",",",",p
de,de,81
concentrer,concentrer,14
",",",",p
de,de,81
distiller,distiller,14
les,le,71
miasmes,miasme,21
morbides,morbide,30
",",",",p
les,le,71
électricités,électricité,22
dangereuses,dangereux,30
",",",",p
les,le,71
influences,influence,22
fatales,fatal,30
de,de,81
l',le,71
atmosphère,atmosphère,22
",",",",p
pour,pour,81
les,le,52
darder,darder,14
autour,autour,60
de,de,81
lui,lui,51
/.,/.,P
plusieurs,plusieurs,75
circonstances,circonstance,22
de,de,81
sa,son,73
vie,vie,22
",",",",p
qui,qui,52
jusque-là,jusque-là,81
lui,lui,51
avaient,avoir,18
semblé,sembler,12
obscures,obscur,30
et,et,82
dont,dont,52
il,il,51
avait,avoir,18
vaguement,vaguement,60
accusé,accuser,12
le,le,71
hasard,hasard,21
",",",",p
s',se,51
éclairaient,éclairer,18
maintenant,maintenant,60
d',de,81
un,un,71
jour,jour,21
livide,livide,30
:,:,p
il,il,51
se,se,51
rappelait,rappeler,18
toutes,tout,75
sortes,sorte,22
de,de,81
mésaventures,mésaventure,22
énigmatiques,énigmatique,30
",",",",p
de,de,81
malheurs,malheur,21
inexpliqués,inexpliqué,30
",",",",p
de,de,81
catastrophes,catastrophe,22
sans,sans,81
motifs,motif,21
dont,dont,52
il,il,51
tenait,tenir,18
à,à,81
présent,présent,21
le,le,71
mot,mot,21
;,;,p
des,de,81
des,le,71
concordances,concordance,22
bizarres,bizarre,30
s',se,51
établissaient,établir,18
dans,dans,81
son,son,73
esprit,esprit,21
et,et,82
le,le,52
confirmaient,confirmer,18
dans,dans,81
la,le,71
triste,triste,30
opinion,opinion,22
qu',que,52
il,il,51
avait,avoir,18
prise,prendre,12
de,de,81
lui-même,lui-même,51
/.,/.,P
il,il,51
remonta,remonter,19
sa,son,73
vie,vie,22
année,année,22
par,par,81
année,année,22
:,:,p
il,il,51
se,se,51
rappela,rappeler,19
sa,son,73
mère,mère,22
morte,mort,31
en,en,81
lui,lui,51
donnant,donner,13
le,le,71
jour,jour,21
;,;,p
la,le,71
fin,fin,22
malheureuse,malheureux,30
de,de,81
ses,son,73
petits,petit,30
amis,ami,21
de,de,81
collège,collège,21
",",",",p
dont,dont,52
le,le,71
plus,plus,60
cher,cher,30
s',se,51
était,être,18
tué,tuer,12
en,en,81
tombant,tomber,13
d',de,81
un,un,71
arbre,arbre,21
",",",",p
sur,sur,81
lequel,lequel,52
lui,lui,51
",",",",p
Paul,Paul,20
",",",",p
le,le,52
regardait,regarder,18
grimper,grimper,14
;,;,p
cette,ce,74
partie,partie,22
de,de,81
canot,canot,21
si,si,60
joyeusement,joyeusement,60
commencée,commencé,31
avec,avec,81
deux,deux,72
camarades,camarade,21
",",",",p
et,et,82
d',de,81
où,où,60
il,il,51
revenu,revenu,21
seul,seul,30
",",",",p
après,après,81
des,de,81
des,le,71
efforts,effort,21
inouïs,inouï,30
pour,pour,81
arracher,arracher,14
des,de,81
des,le,71
herbes,herbe,22
les,le,71
corps,corps,21
des,de,81
des,le,71
pauvres,pauvre,30
enfants,enfant,21
noyés,noyé,31
par,par,81
le,le,71
chavirement,chavirement,21
de,de,81
la,le,71
barque,barque,22
;,;,p
l',le,71
assaut,assaut,21
d',de,81
armes,arme,22
où,où,60
son,son,73
fleuret,fleuret,21
",",",",p
brisé,brisé,31
près,près,81
du,de,81
du,le,71
bouton,bouton,21
et,et,82
transformé,transformé,31
ainsi,ainsi,60
en,en,81
épée,épée,22
",",",",p
avait,avoir,18
blessé,blesser,12
si,si,60
dangereusement,dangereusement,60
son,son,73
adversaire,adversaire,21
",",",",p
-,-,p
un,un,71
jeune,jeune,30
homme,homme,21
qu',que,52
il,il,51
aimait,aimer,18
beaucoup,beaucoup,60
:,:,p
-,-,p
à,à,81
coup,coup,21
sûr,sûr,30
",",",",p
tout,tout,75
cela,cela,52
pouvait,pouvoir,18
s',se,51
expliquer,expliquer,14
rationnellement,rationnellement,60
",",",",p
et,et,82
Paul,Paul,20
l',le,52
avait,avoir,18
fait,faire,12
ainsi,ainsi,60
jusqu',jusque,81
alors,alors,60
;,;,p
pourtant,pourtant,60
",",",",p
ce,ce,52
qu',que,52
il,il,51
y,y,52
avait,avoir,18
d',de,81
accidentel,accidentel,30
et,et,82
de,de,81
fortuit,fortuit,30
dans,dans,81
ces,ce,74
événements,événement,21
lui,lui,51
paraissait,paraître,18
dépendre,dépendre,14
d',de,81
une,un,71
autre,autre,52
cause,causer,17
depuis,depuis,81
qu',que,83
il,il,51
connaissait,connaître,18
le,le,71
livre,livre,21
de,de,81
Valetta,Valetta,20
:,:,p
l',le,71
influence,influence,22
fatale,fatal,30
",",",",p
le,le,71
fascino,fascino,92
",",",",p
la,le,71
jettatura,jettatura,92
",",",",p
devaient,devoir,18
réclamer,réclamer,14
leur,leur,73
part,part,22
de,de,81
ces,ce,74
catastrophes,catastrophe,22
/.,/.,P
une,un,71
telle,tel,75
continuité,continuité,22
de,de,81
malheurs,malheur,21
autour,autour,60
du,de,81
du,le,71
même,même,75
personnage,personnage,21
n',ne,60
était,être,18
pas,pas,60
naturelle,naturel,30
/.,/.,P
une,un,71
autre,autre,75
circonstance,circonstance,22
plus,plus,60
récente,récent,30
lui,lui,51
revint,revenir,19
en,en,81
mémoire,mémoire,22
",",",",p
avec,avec,81
tous,tout,75
ses,son,73
détails,détail,21
horribles,horrible,30
",",",",p
et,et,82
ne,ne,60
contribua,contribuer,19
pas,pas,60
peu,peu,60
à,à,81
l',le,52
affermir,affermir,14
dans,dans,81
sa,son,73
désolante,désolant,30
croyance,croyance,22
/.,/.,P
à,à,81
Londres,Londres,20
",",",",p
il,il,51
allait,aller,18
souvent,souvent,60
au,à,81
au,le,71
théâtre,théâtre,21
de,de,81
la,le,71
reine,reine,22
",",",",p
où,où,60
la,le,71
grâce,grâce,22
d',de,81
une,un,71
jeune,jeune,30
danseuse,danseuse,22
anglaise,anglais,30
l',le,52
avait,avoir,18
particulièrement,particulièrement,60
frappé,frapper,12
/.,/.,P
sans,sans,81
en,en,52
être,être,14
plus,plus,60
épris,éprendre,12
qu',que,83
on,on,51
ne,ne,60
l',le,52
est,être,17
d',de,81
une,un,71
gracieuse,gracieux,30
figure,figure,22
de,de,81
tableau,tableau,21
ou,ou,82
de,de,81
gravure,gravure,22
",",",",p
il,il,51
la,le,52
suivait,suivre,18
du,de,81
du,le,71
regard,regard,21
parmi,parmi,81
ses,son,73
compagnes,compagne,22
du,de,81
du,le,71
corps,corps,21
de,de,81
ballet,ballet,21
",",",",p
à,à,81
travers,travers,21
le,le,71
tourbillon,tourbillon,21
des,de,81
des,le,71
manoeuvres,manoeuvre,22
chorégraphiques,chorégraphique,30
;,;,p
il,il,51
