11776
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-huitième extrait>,<>,<>
la,le,71
ville,ville,22
endormie,endormi,31
/.,/.,P
les,le,71
habitants,habitant,21
des,de,81
des,le,71
rues,rue,22
voisines,voisin,30
",",",",p
réveillés,réveillé,31
par,par,81
le,le,71
bruit,bruit,21
de,de,81
cette,ce,74
fusillade,fusillade,22
infernale,infernal,30
",",",",p
s',se,51
étaient,être,18
assis,asseoir,12
sur,sur,81
leur,leur,73
séant,séant,21
",",",",p
les,le,71
dents,dent,22
claquant,claquer,13
de,de,81
peur,peur,22
/.,/.,P
pour,pour,81
rien,rien,52
au,à,81
au,le,71
monde,monde,21
",",",",p
ils,ils,51
n',ne,60
auraient,avoir,16
mis,mettre,12
le,le,71
nez,nez,21
à,à,81
la,le,71
fenêtre,fenêtre,22
/.,/.,P
et,et,82
",",",",p
lentement,lentement,60
",",",",p
dans,dans,81
l',le,71
air,air,21
déchiré,déchiré,31
par,par,81
les,le,71
coups,coup,21
de,de,81
feu,feu,21
",",",",p
une,un,71
cloche,cloche,22
de,de,81
la,le,71
cathédrale,cathédrale,22
sonna,sonner,19
le,le,71
tocsin,tocsin,21
",",",",p
sur,sur,81
un,un,71
rythme,rythme,21
si,si,60
irrégulier,irrégulier,30
",",",",p
si,si,60
étrange,étrange,30
",",",",p
qu',que,83
on,on,51
eût,avoir,19
dit,dire,12
un,un,71
martèlement,martèlement,21
d',de,81
enclume,enclume,22
",",",",p
un,un,71
retentissement,retentissement,21
de,de,81
chaudron,chaudron,21
colossal,colossal,30
battu,battu,31
par,par,81
le,le,71
bras,bras,21
d',de,81
un,un,71
enfant,enfant,21
en,en,81
colère,colère,22
/.,/.,P
cette,ce,74
cloche,cloche,22
hurlante,hurlant,30
",",",",p
que,que,52
les,le,71
bourgeois,bourgeois,21
ne,ne,60
reconnurent,reconnaître,19
pas,pas,60
",",",",p
les,le,52
terrifia,terrifier,19
plus,plus,60
encore,encore,60
que,que,83
les,le,71
détonations,détonation,22
des,de,81
des,le,71
fusils,fusil,21
",",",",p
et,et,82
il,il,51
y,y,52
en,en,52
eut,avoir,19
qui,qui,52
crurent,croire,19
entendre,entendre,14
les,le,71
bruits,bruit,21
d',de,81
une,un,71
file,file,22
interminable,interminable,30
de,de,81
canons,canon,21
roulant,rouler,13
sur,sur,81
le,le,71
pavé,pavé,21
/.,/.,P
ils,ils,51
se,se,51
recouchèrent,recoucher,19
",",",",p
ils,ils,51
s',se,51
allongèrent,allonger,19
sous,sous,81
leurs,leur,73
couvertures,couverture,22
",",",",p
comme,comme,83
s',si,83
ils,ils,51
eussent,avoir,18
couru,courir,12
quelque,quelque,75
danger,danger,21
à,à,81
se,se,51
tenir,tenir,14
sur,sur,81
leur,leur,73
séant,séant,21
",",",",p
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
alcôves,alcôve,22
",",",",p
dans,dans,81
les,le,71
chambres,chambre,22
closes,clos,31
;,;,p
le,le,71
drap,drap,21
au,à,81
au,le,71
menton,menton,21
",",",",p
la,le,71
respiration,respiration,22
coupée,coupé,31
",",",",p
ils,ils,51
se,se,51
firent,faire,19
tout,tout,60
petits,petit,30
",",",",p
tandis que,tandis que,83
les,le,71
cornes,corne,22
de,de,81
leurs,leur,73
foulards,foulard,21
leur,leur,52
tombaient,tomber,18
dans,dans,81
les,le,71
yeux,oeil,21
",",",",p
et,et,82
que,que,83
leurs,leur,73
épouses,épouse,22
",",",",p
à,à,81
leur,leur,73
côté,côté,21
",",",",p
enfonçaient,enfoncer,18
la,le,71
tête,tête,22
dans,dans,81
l',le,71
oreiller,oreiller,21
en,en,81
se,se,51
pâmant,pâmer,13
/.,/.,P
les,le,71
gardes,garde,21
nationaux,national,30
restés,resté,31
aux,à,81
aux,le,71
remparts,rempart,21
avaient,avoir,18
",",",",p
eux,ils,51
aussi,aussi,60
",",",",p
entendu,entendre,12
les,le,71
coups,coup,21
de,de,81
feu,feu,21
/.,/.,P
ils,ils,51
accoururent,accourir,19
à,à,81
la,le,71
débandade,débandade,22
",",",",p
par,par,81
groupes,groupe,21
de,de,81
cinq,cinq,72
ou,ou,82
six,six,72
",",",",p
croyant,croire,13
que,que,83
les,le,71
insurgés,insurgé,21
étaient,être,18
entrés,entrer,12
au,à,81
au,le,71
moyen,moyen,21
de,de,81
quelque,quelque,75
souterrain,souterrain,21
",",",",p
et,et,82
troublant,troubler,13
le,le,71
silence,silence,21
des,de,81
des,le,71
rues,rue,22
du,de,81
du,le,71
tapage,tapage,21
de,de,81
leurs,leur,73
courses,course,22
ahuries,ahuri,30
/.,/.,P
Roudier,Roudier,20
arriva,arriver,19
un,un,52
des,de,81
des,le,71
premiers,premier,72
/.,/.,P
mais,mais,82
Rougon,Rougon,20
les,le,52
renvoya,renvoyer,19
à,à,81
leurs,leur,73
postes,poste,21
",",",",p
en,en,81
leur,leur,52
disant,dire,13
sévèrement,sévèrement,60
qu',que,83
on,on,51
n',ne,60
abandonnait,abandonner,18
pas,pas,60
ainsi,ainsi,60
les,le,71
portes,porte,22
d',de,81
une,un,71
ville,ville,22
/.,/.,P
consternés,consterné,31
de,de,81
ce,ce,74
reproche,reproche,21
-,-,p
car,car,82
",",",",p
dans,dans,81
leur,leur,73
panique,panique,22
",",",",p
ils,ils,51
avaient,avoir,18
",",",",p
en,en,81
effet,effet,21
",",",",p
laissé,laisser,12
les,le,71
portes,porte,22
sans,sans,81
un,un,71
défenseur,défenseur,21
",",",",p
-,-,p
ils,ils,51
reprirent,reprendre,19
leur,leur,73
galop,galop,21
",",",",p
ils,ils,51
repassèrent,repasser,19
dans,dans,81
les,le,71
rues,rue,22
avec,avec,81
un,un,71
fracas,fracas,21
plus,plus,60
épouvantable,épouvantable,30
encore,encore,60
/.,/.,P
pendant,pendant,81
une,un,71
heure,heure,22
",",",",p
Plassans,Plassans,20
put,pouvoir,19
croire,croire,14
qu',que,83
une,un,71
armée,armée,22
affolée,affolé,31
le,le,52
traversait,traverser,18
en,en,81
tous,tout,75
sens,sens,21
/.,/.,P
la,le,71
fusillade,fusillade,22
",",",",p
le,le,71
tocsin,tocsin,21
",",",",p
les,le,71
marches,marche,22
et,et,82
les,le,71
contre-marches,contre-marche,22
des,de,81
des,le,71
gardes,garde,21
nationaux,national,30
",",",",p
leurs,leur,73
armes,arme,22
qu',que,52
ils,ils,51
traînaient,traîner,18
comme,comme,83
des,de,81
des,le,71
gourdins,gourdin,21
",",",",p
leurs,leur,73
appels,appel,21
effarés,effaré,31
dans,dans,81
l',le,71
ombre,ombre,22
",",",",p
faisaient,faire,18
un,un,71
vacarme,vacarme,21
assourdissant,assourdissant,30
de,de,81
ville,ville,22
prise,pris,31
d',de,81
assaut,assaut,21
et,et,82
livrée,livré,31
au,à,81
au,le,71
pillage,pillage,21
/.,/.,P
ce,ce,52
fut,être,19
le,le,71
coup,coup,21
de,de,81
grâce,grâce,22
pour,pour,81
les,le,71
malheureux,malheureux,30
habitants,habitant,21
",",",",p
qui,qui,52
crurent,croire,19
tous,tout,52
à,à,81
l',le,71
arrivée,arrivée,22
des,de,81
des,le,71
insurgés,insurgé,21
;,;,p
ils,ils,51
avaient,avoir,18
bien,bien,60
dit,dire,12
que,que,83
ce,ce,52
serait,être,16
leur,leur,73
nuit,nuit,22
suprême,suprême,30
",",",",p
que,que,83
Plassans,Plassans,20
",",",",p
avant,avant,81
le,le,71
jour,jour,21
",",",",p
s',se,51
abîmerait,abîmer,16
sous,sous,81
terre,terre,22
ou,ou,82
s',se,51
évaporerait,évaporer,16
en,en,81
fumée,fumée,22
;,;,p
et,et,82
",",",",p
dans,dans,81
leur,leur,73
lit,lit,21
",",",",p
ils,ils,51
attendaient,attendre,18
la,le,71
catastrophe,catastrophe,22
",",",",p
fous,fou,30
de,de,81
terreur,terreur,22
",",",",p
s',se,51
imaginant,imaginer,13
par,par,81
instants,instant,21
que,que,83
leur,leur,73
maison,maison,22
remuait,remuer,18
déjà,déjà,60
/.,/.,P
Granoux,Granoux,20
sonnait,sonner,18
toujours,toujours,60
le,le,71
tocsin,tocsin,21
/.,/.,P
quand,quand,83
le,le,71
silence,silence,21
fut,être,19
retombé,retomber,12
sur,sur,81
la,le,71
ville,ville,22
",",",",p
le,le,71
bruit,bruit,21
de,de,81
cette,ce,74
cloche,cloche,22
devint,devenir,19
lamentable,lamentable,30
/.,/.,P
Rougon,Rougon,20
",",",",p
que,que,52
la,le,71
fièvre,fièvre,22
brûlait,brûler,18
",",",",p
se,se,51
sentit,sentir,19
exaspéré,exaspéré,31
par,par,81
ces,ce,74
sanglots,sanglot,21
lointains,lointain,30
/.,/.,P
il,il,51
courut,courir,19
à,à,81
la,le,71
cathédrale,cathédrale,22
",",",",p
dont,dont,52
il,il,51
trouva,trouver,19
la,le,71
petite,petit,30
porte,porte,22
ouverte,ouvert,31
/.,/.,P
le,le,71
bedeau,bedeau,21
était,être,18
sur,sur,81
le,le,71
seuil,seuil,21
/.,/.,P
-,-,p
eh,eh,93
!,!,p
il,il,51
y,y,52
en,en,52
a,avoir,17
assez,assez,60
!,!,p
cria,crier,19
t,t,94
il,il,51
à,à,81
cet,ce,74
homme,homme,21
;,;,p
on,on,51
dirait,dire,16
quelqu'un,quelqu'un,52
qui,qui,52
pleure,pleurer,17
",",",",p
c',ce,52
est,être,17
énervant,énervant,30
/.,/.,P
-,-,p
mais,mais,82
",",",",p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
moi,moi,51
",",",",p
monsieur,monsieur,21
",",",",p
répondit,répondre,19
le,le,71
bedeau,bedeau,21
",",",",p
d',de,81
un,un,71
air,air,21
désolé,désolé,31
/.,/.,P
c',ce,52
est,être,17
monsieur,monsieur,21
Granoux,Granoux,20
",",",",p
qui,qui,52
est,être,17
monté,monter,12
dans,dans,81
le,le,71
clocher,clocher,21
/…,/…,P
il,il,51
faut,falloir,17
vous,vous,51
dire,dire,14
que,que,83
j',je,51
avais,avoir,18
retiré,retirer,12
le,le,71
battant,battant,21
de,de,81
la,le,71
cloche,cloche,22
",",",",p
par,par,81
ordre,ordre,21
de,de,81
monsieur,monsieur,21
le,le,71
curé,curé,21
",",",",p
justement,justement,60
pour,pour,81
éviter,éviter,14
qu',que,83
on,on,51
sonnât,sonner,18
le,le,71
tocsin,tocsin,21
/.,/.,P
monsieur,monsieur,21
Granoux,Granoux,20
n',ne,60
a,avoir,17
pas,pas,60
voulu,vouloir,12
entendre,entendre,14
raison,raison,22
/.,/.,P
il,il,51
a,avoir,17
grimpé,grimper,12
quand,quand,83
même,même,60
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
avec,avec,81
quoi,quoi,52
diable,diable,21
il,il,51
peut,pouvoir,17
faire,faire,14
ce,ce,74
bruit,bruit,21
/.,/.,P
Rougon,Rougon,20
monta,monter,19
précipitamment,précipitamment,60
l',le,71
escalier,escalier,21
qui,qui,52
menait,mener,18
aux,à,81
aux,le,71
cloches,cloche,22
",",",",p
en,en,81
criant,crier,13
:,:,p
-,-,p
assez,assez,60
!,!,p
assez,assez,60
/!,/!,P
pour,pour,81
l',le,71
amour,amour,21
de,de,81
dieu,dieu,21
",",",",p
finissez,finir,17
donc,donc,82
/!,/!,P
quand,quand,83
il,il,51
fut,être,19
en,en,81
haut,haut,21
",",",",p
il,il,51
aperçut,apercevoir,19
",",",",p
dans,dans,81
un,un,71
rayon,rayon,21
de,de,81
lune,lune,22
qui,qui,52
entrait,entrer,18
par,par,81
la,le,71
dentelure,dentelure,22
d',de,81
une,un,71
ogive,ogive,22
",",",",p
Granoux,Granoux,20
",",",",p
sans,sans,81
chapeau,chapeau,21
",",",",p
l',le,71
air,air,21
furieux,furieux,30
",",",",p
tapant,taper,13
devant,devant,81
lui,lui,51
avec,avec,81
un,un,71
gros,gros,30
marteau,marteau,21
/.,/.,P
et,et,82
qu',que,52
il,il,51
y,y,52
allait,aller,18
de,de,81
bon,bon,30
coeur,coeur,21
/!,/!,P
il,il,51
se,se,51
renversait,renverser,18
",",",",p
prenait,prendre,18
un,un,71
élan,élan,21
",",",",p
et,et,82
tombait,tomber,18
sur,sur,81
le,le,71
bronze,bronze,21
sonore,sonore,30
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
voulu,vouloir,12
le,le,52
fendre,fendre,14
/.,/.,P
toute,tout,75
sa,son,73
personne,personne,22
grasse,gras,30
se,se,51
ramassait,ramasser,18
;,;,p
puis,puis,60
quand,quand,83
il,il,51
s',se,51
était,être,18
jeté,jeter,12
sur,sur,81
la,le,71
grosse,gros,30
cloche,cloche,22
immobile,immobile,30
",",",",p
les,le,71
vibrations,vibration,22
le,le,52
renvoyaient,renvoyer,18
en,en,81
arrière,arrière,21
",",",",p
et,et,82
il,il,51
revenait,revenir,18
avec,avec,81
un,un,71
nouvel,nouveau,30
emportement,emportement,21
/.,/.,P
on,on,51
aurait,avoir,16
dit,dire,12
un,un,71
forgeron,forgeron,21
battant,battre,13
un,un,71
fer,fer,21
chaud,chaud,30
;,;,p
mais,mais,82
un,un,71
forgeron,forgeron,21
en,en,81
redingote,redingote,22
",",",",p
court,court,30
et,et,82
chauve,chauve,30
",",",",p
d',de,81
attitude,attitude,22
maladroite,maladroit,30
et,et,82
rageuse,rageur,30
/.,/.,P
la,le,71
surprise,surprise,22
cloua,clouer,19
un,un,71
instant,instant,21
Rougon,Rougon,20
devant,devant,81
ce,ce,74
bourgeois,bourgeois,21
endiablé,endiablé,30
",",",",p
se,se,51
battant,battre,13
avec,avec,81
une,un,71
cloche,cloche,22
",",",",p
dans,dans,81
un,un,71
rayon,rayon,21
de,de,81
lune,lune,22
/.,/.,P
alors,alors,60
il,il,51
comprit,comprendre,19
les,le,71
bruits,bruit,21
de,de,81
chaudron,chaudron,21
que,que,52
cet,ce,74
étrange,étrange,30
sonneur,sonneur,21
secouait,secouer,18
sur,sur,81
la,le,71
ville,ville,22
/.,/.,P
il,il,51
lui,lui,51
cria,crier,19
de,de,81
s',se,51
arrêter,arrêter,14
/.,/.,P
l',le,71
autre,autre,52
n',ne,60
entendit,entendre,19
pas,pas,60
/.,/.,P
il,il,51
dut,devoir,19
le,le,52
prendre,prendre,14
par,par,81
sa,son,73
redingote,redingote,22
",",",",p
et,et,82
Granoux,Granoux,20
",",",",p
le,le,52
reconnaissant,reconnaître,13
:,:,p
-,-,p
hein,hein,93
!,!,p
dit,dire,19
il,il,51
",",",",p
d',de,81
une,un,71
voix,voix,22
triomphante,triomphant,30
",",",",p
vous,vous,51
avez,avoir,17
entendu,entendre,12
/!,/!,P
j',je,51
ai,avoir,17
essayé,essayer,12
d'abord,d'abord,60
de,de,81
taper,taper,14
sur,sur,81
la,le,71
cloche,cloche,22
avec,avec,81
les,le,71
poings,poing,21
;,;,p
ça,ça,52
me,je,51
faisait,faire,18
mal,mal,60
/.,/.,P
heureusement,heureusement,60
",",",",p
j',je,51
ai,avoir,17
trouvé,trouver,12
ce,ce,74
marteau,marteau,21
/…,/…,P
encore,encore,60
quelques,quelque,75
coups,coup,21
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
mais,mais,82
Rougon,Rougon,20
l',le,52
emmena,emmener,19
/.,/.,P
Granoux,Granoux,20
était,être,18
radieux,radieux,30
/.,/.,P
il,il,51
s',se,51
essuyait,essuyer,18
le,le,71
front,front,21
",",",",p
il,il,51
faisait,faire,18
promettre,promettre,14
à,à,81
son,son,73
compagnon,compagnon,21
de,de,81
bien,bien,60
dire,dire,14
le,le,71
lendemain,lendemain,21
que,que,83
c',ce,52
était,être,18
avec,avec,81
un,un,71
simple,simple,30
marteau,marteau,21
qu',que,83
il,il,51
avait,avoir,18
fait,faire,12
tout,tout,75
ce,ce,74
bruit,bruit,21
là,là,60
/.,/.,P
quel,quel,75
exploit,exploit,21
et,et,82
quelle,quel,75
importance,importance,22
allait,aller,18
lui,lui,51
donner,donner,14
cette,ce,74
furieuse,furieux,30
sonnerie,sonnerie,22
/!,/!,P
vers,vers,81
le,le,71
matin,matin,21
",",",",p
Rougon,Rougon,20
songea,songer,19
à,à,81
rassurer,rassurer,14
Félicité,Félicité,20
/.,/.,P
par,par,81
ses,son,73
ordres,ordre,21
",",",",p
les,le,71
gardes,garde,21
nationaux,national,30
s',se,51
étaient,être,18
enfermés,enfermer,12
dans,dans,81
la,le,71
mairie,mairie,22
;,;,p
il,il,51
avait,avoir,18
défendu,défendre,12
qu',que,83
on,on,51
relevât,relever,18
les,le,71
morts,mort,21
",",",",p
sous,sous,81
prétexte,prétexte,21
qu',que,83
il,il,51
fallait,falloir,18
un,un,71
exemple,exemple,21
au,à,81
au,le,71
peuple,peuple,21
du,de,81
du,le,71
vieux,vieux,30
quartier,quartier,21
/.,/.,P
et,et,82
",",",",p
lorsque,lorsque,83
",",",",p
pour,pour,81
courir,courir,14
à,à,81
la,le,71
rue,rue,22
de,de,81
la,le,71
Banne,Banne,20
",",",",p
il,il,51
traversa,traverser,19
la,le,71
place,place,22
",",",",p
dont,dont,52
la,le,71
lune,lune,22
s',se,51
était,être,18
retirée,retirer,12
",",",",p
il,il,51
posa,poser,19
le,le,71
pied,pied,21
sur,sur,81
la,le,71
main,main,22
d',de,81
un,un,52
des,de,81
des,le,71
cadavres,cadavre,21
",",",",p
crispée,crispé,31
au,à,81
au,le,71
bord,bord,21
d',de,81
un,un,71
trottoir,trottoir,21
/.,/.,P
il,il,51
faillit,faillir,19
tomber,tomber,14
/.,/.,P
cette,ce,74
main,main,22
molle,mou,30
qui,qui,52
s',se,51
écrasait,écraser,18
sous,sous,81
son,son,73
talon,talon,21
",",",",p
lui,lui,51
causa,causer,19
une,un,71
sensation,sensation,22
indéfinissable,indéfinissable,30
de,de,81
dégoût,dégoût,21
et,et,82
d',de,81
horreur,horreur,22
/.,/.,P
il,il,51
suivit,suivre,19
les,le,71
rues,rue,22
désertes,désert,30
à,à,81
grandes,grand,30
enjambées,enjambée,22
",",",",p
croyant,croire,13
sentir,sentir,14
derrière,derrière,81
son,son,73
dos,dos,21
un,un,71
poing,poing,21
sanglant,sanglant,30
qui,qui,52
le,le,52
poursuivait,poursuivre,18
/.,/.,P
-,-,p
il,il,51
y,y,52
en,en,52
a,avoir,17
quatre,quatre,72
par,par,81
terre,terre,22
",",",",p
dit,dire,19
il,il,51
en,en,81
entrant,entrer,13
/.,/.,P
ils,ils,51
se,se,51
regardèrent,regarder,19
",",",",p
comme,comme,83
étonnés,étonné,31
eux-mêmes,eux-mêmes,51
de,de,81
leur,leur,73
crime,crime,21
/.,/.,P
la,le,71
lampe,lampe,22
donnait,donner,18
à,à,81
leur,leur,73
pâleur,pâleur,22
une,un,71
teinte,teinte,22
de,de,81
cire,cire,22
jaune,jaune,30
/.,/.,P
-,-,p
les,le,52
as,avoir,17
tu,tu,51
laissés,laisser,12
?,?,p
demanda,demander,19
Félicité,Félicité,20
;,;,p
il,il,51
faut,falloir,17
qu',que,83
on,on,51
les,le,52
trouve,trouver,17
là,là,60
/.,/.,P
-,-,p
parbleu,parbleu,93
!,!,p
je,je,51
ne,ne,60
les,le,52
ai,avoir,17
pas,pas,60
ramassés,ramasser,12
/.,/.,P
ils,ils,51
sont,être,17
sur,sur,81
le,le,71
dos,dos,21
/…,/…,P
j',je,51
ai,avoir,17
marché,marcher,12
sur,sur,81
quelque,quelque,75
chose,chose,22
de,de,81
mou,mou,30
/…,/…,P
il,il,51
regarda,regarder,19
son,son,73
soulier,soulier,21
/.,/.,P
le,le,71
talon,talon,21
était,être,18
plein,plein,30
de,de,81
sang,sang,21
/.,/.,P
pendant,pendant,81
qu',que,83
il,il,51
mettait,mettre,18
une,un,71
autre,autre,75
paire,paire,22
de,de,81
chaussures,chaussure,22
",",",",p
Félicité,Félicité,20
reprit,reprendre,19
:,:,p
-,-,p
eh,eh,93
bien,bien,60
",",",",p
tant,tant,60
mieux,mieux,60
!,!,p
c',ce,52
est,être,17
fini,finir,12
/…,/…,P
on,on,51
ne,ne,60
dira,dire,15
plus,plus,60
que,que,83
tu,tu,51
tires,tirer,17
des,de,81
des,le,71
coups,coup,21
de,de,81
fusil,fusil,21
dans,dans,81
les,le,71
glaces,glace,22
/.,/.,P
la,le,71
fusillade,fusillade,22
",",",",p
que,que,52
les,le,71
Rougon,Rougon,20
avaient,avoir,18
imaginée,imaginer,12
pour,pour,81
se,se,51
faire,faire,14
accepter,accepter,14
définitivement,définitivement,60
comme,comme,83
les,le,71
sauveurs,sauveur,21
de,de,81
Plassans,Plassans,20
",",",",p
jeta,jeter,19
à,à,81
leurs,leur,73
pieds,pied,21
la,le,71
ville,ville,22
épouvantée,épouvanté,31
et,et,82
reconnaissante,reconnaissant,30
/.,/.,P
le,le,71
jour,jour,21
grandit,grandir,19
",",",",p
morne,morne,30
",",",",p
avec,avec,81
ces,ce,74
mélancolies,mélancolie,22
grises,gris,30
des,de,81
des,le,71
matinées,matinée,22
d',de,81
hiver,hiver,21
/.,/.,P
les,le,71
habitants,habitant,21
n',ne,60
entendant,entendre,13
plus,plus,60
rien,rien,52
",",",",p
las,las,30
de,de,81
trembler,trembler,14
dans,dans,81
leurs,leur,73
draps,drap,21
",",",",p
se,se,51
hasardèrent,hasarder,19
/.,/.,P
il,il,51
en,en,52
vint,venir,19
dix,dix,72
à,à,81
quinze,quinze,72
;,;,p
puis,puis,60
",",",",p
le,le,71
bruit,bruit,21
courant,courir,13
que,que,83
les,le,71
insurgés,insurgé,21
avaient,avoir,18
pris,prendre,12
la,le,71
fuite,fuite,22
",",",",p
en,en,81
laissant,laisser,13
des,de,81
des,le,71
morts,mort,21
dans,dans,81
tous,tout,75
les,le,71
ruisseaux,ruisseau,21
",",",",p
Plassans,Plassans,20
entier,entier,30
se,se,51
leva,lever,19
",",",",p
descendit,descendre,19
sur,sur,81
la,le,71
place,place,22
de,de,81
l',le,71
hôtel,hôtel,21
de,de,81
ville,ville,22
/.,/.,P
pendant,pendant,81
toute,tout,75
la,le,71
matinée,matinée,22
",",",",p
les,le,71
curieux,curieux,21
défilèrent,défiler,19
autour,autour,60
des,de,81
des,le,71
quatre,quatre,72
cadavres,cadavre,21
/.,/.,P
ils,ils,51
étaient,être,18
horriblement,horriblement,60
mutilés,mutiler,12
",",",",p
un,un,52
surtout,surtout,60
",",",",p
qui,qui,52
avait,avoir,18
trois,trois,72
balles,balle,22
dans,dans,81
la,le,71
tête,tête,22
;,;,p
le,le,71
crâne,crâne,21
",",",",p
soulevé,soulevé,31
",",",",p
laissait,laisser,18
voir,voir,14
la,le,71
cervelle,cervelle,22
à,à,81
nu,nu,21
/.,/.,P
mais,mais,82
le,le,71
plus,plus,60
atroce,atroce,30
des,de,81
des,le,71
quatre,quatre,72
était,être,18
le,le,71
garde,garde,21
national,national,30
tombé,tombé,31
sous,sous,81
le,le,71
porche,porche,21
;,;,p
il,il,51
avait,avoir,18
reçu,recevoir,12
en,en,81
pleine,plein,30
figure,figure,22
toute,tout,75
une,un,71
charge,charge,22
de,de,81
ce,ce,74
plomb,plomb,21
à,à,81
perdrix,perdrix,22
dont,dont,52
s',se,51
étaient,être,18
servis,servir,12
les,le,71
républicains,républicain,21
",",",",p
faute,faute,22
de,de,81
balles,balle,22
;,;,p
sa,son,73
face,face,22
trouée,troué,31
",",",",p
criblée,criblé,31
",",",",p
suait,suer,18
le,le,71
sang,sang,21
/.,/.,P
la,le,71
foule,foule,22
s',se,51
emplit,emplir,17
les,le,71
yeux,oeil,21
de,de,81
cette,ce,74
horreur,horreur,22
",",",",p
longuement,longuement,60
",",",",p
avec,avec,81
cette,ce,74
avidité,avidité,22
des,de,81
des,le,71
poltrons,poltron,21
pour,pour,81
les,le,71
spectacles,spectacle,21
ignobles,ignoble,30
/.,/.,P
on,on,51
reconnut,reconnaître,19
le,le,71
garde,garde,21
national,national,30
;,;,p
c',ce,52
était,être,18
le,le,71
charcutier,charcutier,21
Dubruel,Dubruel,20
",",",",p
celui,celui,52
que,que,52
Roudier,Roudier,20
accusait,accuser,18
",",",",p
le,le,71
lundi,lundi,21
matin,matin,21
",",",",p
d',de,81
avoir,avoir,14
tiré,tirer,12
avec,avec,81
une,un,71
vivacité,vivacité,22
coupable,coupable,30
/.,/.,P
des,de,81
des,le,71
trois,trois,72
autres,autre,75
morts,mort,21
",",",",p
deux,deux,72
étaient,être,18
des,de,81
des,le,71
ouvriers,ouvrier,21
chapeliers,chapelier,21
;,;,p
le,le,71
troisième,troisième,72
resta,rester,19
inconnu,inconnu,30
/.,/.,P
et,et,82
",",",",p
devant,devant,81
les,le,71
mares,mare,22
rouges,rouge,30
qui,qui,52
tachaient,tacher,18
le,le,71
pavé,pavé,21
",",",",p
des,de,81
des,le,71
groupes,groupe,21
béants,béant,30
frissonnaient,frissonner,18
",",",",p
regardant,regarder,13
derrière,derrière,81
eux,ils,51
d',de,81
un,un,71
air,air,21
de,de,81
méfiance,méfiance,22
",",",",p
comme,comme,83
si,si,83
cette,ce,74
justice,justice,22
sommaire,sommaire,30
qui,qui,52
avait,avoir,18
",",",",p
dans,dans,81
les,le,71
ténèbres,ténèbre,22
",",",",p
rétabli,rétablir,12
l',le,71
ordre,ordre,21
à,à,81
coups,coup,21
de,de,81
fusil,fusil,21
",",",",p
les,le,52
guettait,guetter,18
",",",",p
épiait,épier,18
leurs,leur,73
gestes,geste,21
et,et,82
leurs,leur,73
paroles,parole,22
",",",",p
prête,prêt,30
à,à,81
les,le,52
fusiller,fusiller,14
à,à,81
leur,leur,73
tour,tour,21
",",",",p
s',si,83
ils,ils,51
ne,ne,60
baisaient,baiser,18
pas,pas,60
avec,avec,81
enthousiasme,enthousiasme,21
la,le,71
main,main,22
qui,qui,52
venait,venir,18
de,de,81
les,le,52
sauver,sauver,14
de,de,81
la,le,71
démagogie,démagogie,22
/.,/.,P
la,le,71
panique,panique,22
de,de,81
la,le,71
nuit,nuit,22
grandit,grandir,19
encore,encore,60
l',le,71
effet,effet,21
terrible,terrible,30
causé,causé,31
",",",",p
le,le,71
matin,matin,21
",",",",p
par,par,81
la,le,71
vue,vue,22
des,de,81
des,le,71
quatre,quatre,72
cadavres,cadavre,21
/.,/.,P
jamais,jamais,60
l',le,71
histoire,histoire,22
vraie,vrai,30
de,de,81
cette,ce,74
fusillade,fusillade,22
ne,ne,60
fut,être,19
connue,connaître,12
/.,/.,P
les,le,71
coups,coup,21
de,de,81
feu,feu,21
des,de,81
des,le,71
combattants,combattant,21
",",",",p
les,le,71
coups,coup,21
de,de,81
marteau,marteau,21
de,de,81
Granoux,Granoux,20
",",",",p
la,le,71
débandade,débandade,22
des,de,81
des,le,71
gardes,garde,21
nationaux,national,30
lâchés,lâché,31
dans,dans,81
les,le,71
rues,rue,22
",",",",p
avaient,avoir,18
empli,emplir,12
les,le,71
oreilles,oreille,22
de,de,81
bruits,bruit,21
si,si,60
terrifiants,terrifiant,30
",",",",p
que,que,83
le,le,71
plus,plus,60
grand,grand,30
nombre,nombre,21
rêva,rêver,19
toujours,toujours,60
une,un,71
bataille,bataille,22
gigantesque,gigantesque,30
",",",",p
livrée,livré,31
à,à,81
un,un,71
nombre,nombre,21
incalculable,incalculable,30
d',de,81
ennemis,ennemi,21
/.,/.,P
quand,quand,83
les,le,71
vainqueurs,vainqueur,21
",",",",p
grossissant,grossir,13
le,le,71
chiffre,chiffre,21
de,de,81
leurs,leur,73
adversaires,adversaire,21
par,par,81
une,un,71
vantardise,vantardise,22
instinctive,instinctif,30
",",",",p
parlèrent,parler,19
d',de,81
environ,environ,60
cinq,cinq,72
cents,cent,72
hommes,homme,21
",",",",p
on,on,51
se,se,51
récria,récrier,19
;,;,p
des,de,81
des,le,71
bourgeois,bourgeois,21
prétendirent,prétendre,19
