11659
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Centième extrait>,<>,<>
sonate,sonate,22
",",",",p
ayant,avoir,13
une,un,71
jolie,joli,30
écriture,écriture,22
anglaise,anglais,30
",",",",p
sachant,savoir,13
le,le,71
français,français,21
et,et,82
l',le,71
orthographe,orthographe,22
",",",",p
enfin,enfin,60
une,un,71
complète,complet,30
éducation,éducation,22
bourgeoise,bourgeois,30
/.,/.,P
elle,il,51
était,être,18
assez,assez,60
impatiente,impatient,30
d',de,81
être,être,14
mariée,marier,12
",",",",p
afin,afin,81
de,de,81
quitter,quitter,14
la,le,71
maison,maison,22
paternelle,paternel,30
",",",",p
où,où,60
elle,il,51
s',se,51
ennuyait,ennuyer,18
comme,comme,83
un,un,71
officier,officier,21
de,de,81
marine,marine,22
au,à,81
au,le,71
quart,quart,21
de,de,81
nuit,nuit,22
",",",",p
il,il,51
faut,falloir,17
dire,dire,14
aussi,aussi,60
que,que,83
le,le,71
quart,quart,21
durait,durer,18
toute,tout,75
la,le,71
journée,journée,22
/.,/.,P
Desroches,Desroches,20
ou,ou,82
Cochin,Cochin,20
fils,fils,21
",",",",p
un,un,71
notaire,notaire,21
ou,ou,82
un,un,71
garde,garde,21
du,de,81
du,le,71
corps,corps,21
",",",",p
un,un,71
faux,faux,30
lord,lord,21
anglais,anglais,30
",",",",p
tout,tout,75
mari,mari,21
lui,lui,51
était,être,18
bon,bon,30
/.,/.,P
comme,comme,83
évidemment,évidemment,60
elle,il,51
ne,ne,60
savait,savoir,18
rien,rien,52
de,de,81
la,le,71
vie,vie,22
",",",",p
j',je,51
en,en,52
ai,avoir,17
eu,avoir,12
pitié,pitié,22
",",",",p
j',je,51
ai,avoir,17
voulu,vouloir,12
lui,lui,51
en,en,52
révéler,révéler,14
le,le,71
grand,grand,30
mystère,mystère,21
/.,/.,P
bah,bah,93
!,!,p
les,le,71
Matifat,Matifat,20
m',je,51
ont,avoir,17
fermé,fermer,12
leur,leur,73
porte,porte,22
:,:,p
les,le,71
bourgeois,bourgeois,21
et,et,82
moi,moi,51
nous,nous,51
ne,ne,60
nous,nous,51
comprendrons,comprendre,15
jamais,jamais,60
/.,/.,P
-,-,p
elle,il,51
a,avoir,17
épousé,épouser,12
le,le,71
général,général,21
Gouraud,Gouraud,20
",",",",p
dit,dire,19
Finot,Finot,20
/.,/.,P
-,-,p
en,en,81
quarante,quarante,72
huit,huit,72
heures,heure,22
",",",",p
Godefroid,Godefroid,20
de,de,81
Beaudenord,Beaudenord,20
",",",",p
l',le,71
ex-diplomate,ex-diplomate,21
",",",",p
devina,deviner,19
les,le,71
Matifat,Matifat,20
et,et,82
leur,leur,73
intrigante,intrigant,30
corruption,corruption,22
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
/.,/.,P
par,par,81
hasard,hasard,21
",",",",p
Rastignac,Rastignac,20
se,se,51
trouvait,trouver,18
chez,chez,81
la,le,71
légère,léger,30
baronne,baronne,22
à,à,81
causer,causer,14
au,à,81
au,le,71
coin,coin,21
du,de,81
du,le,71
feu,feu,21
pendant,pendant,81
que,que,83
Godefroid,Godefroid,20
faisait,faire,18
son,son,73
rapport,rapport,21
à,à,81
Malvina,Malvina,20
/.,/.,P
quelques,quelque,75
mots,mot,21
frappèrent,frapper,19
son,son,73
oreille,oreille,22
",",",",p
il,il,51
devina,deviner,19
de,de,81
quoi,quoi,52
il,il,51
s',se,51
agissait,agir,18
",",",",p
surtout,surtout,60
à,à,81
l',le,71
air,air,21
aigrement,aigrement,60
satisfait,satisfait,31
de,de,81
Malvina,Malvina,20
/.,/.,P
Rastignac,Rastignac,20
resta,rester,19
",",",",p
lui,lui,51
",",",",p
jusqu',jusque,81
à,à,81
deux,deux,72
heures,heure,22
de,de,81
matin,matin,21
",",",",p
et,et,82
l',l',94
on,on,51
dit,dire,19
qu',que,83
il,il,51
est,être,17
égoïste,égoïste,30
/!,/!,P
Beaudenord,Beaudenord,20
partit,partir,19
quand,quand,83
la,le,71
baronne,baronne,22
alla,aller,19
se,se,51
coucher,coucher,14
/.,/.,P
“,“,p
chère,cher,30
enfant,enfant,21
",",",",p
dit,dire,19
Rastignac,Rastignac,20
à,à,81
Malvina,Malvina,20
d',de,81
un,un,71
ton,ton,21
bonhomme,bonhomme,30
et,et,82
paternel,paternel,30
quand,quand,83
ils,ils,51
furent,être,19
seuls,seul,30
",",",",p
souvenez,souvenir,17
vous,vous,51
qu',que,83
un,un,71
pauvre,pauvre,30
garçon,garçon,21
lourd,lourd,30
de,de,81
sommeil,sommeil,21
a,avoir,17
pris,prendre,12
du,de,81
du,le,71
thé,thé,21
pour,pour,81
rester,rester,14
éveillé,éveillé,31
jusqu',jusque,81
à,à,81
deux,deux,72
heures,heure,22
du,de,81
du,le,71
matin,matin,21
",",",",p
afin,afin,81
de,de,81
pouvoir,pouvoir,14
vous,vous,51
dire,dire,14
solennellement,solennellement,60
:,:,p
mariez,marier,17
vous,vous,51
/.,/.,P
ne,ne,60
faites,faire,17
pas,pas,60
la,le,71
difficile,difficile,30
",",",",p
ne,ne,60
vous,vous,51
occupez,occuper,17
pas,pas,60
de,de,81
vos,votre,73
sentiments,sentiment,21
",",",",p
ne,ne,60
pensez,penser,17
pas,pas,60
à,à,81
l',le,71
ignoble,ignoble,30
calcul,calcul,21
des,de,81
des,le,71
hommes,homme,21
qui,qui,52
ont,avoir,17
un,un,71
pied,pied,21
ici,ici,60
",",",",p
un,un,71
pied,pied,21
chez,chez,81
les,le,71
Matifat,Matifat,20
",",",",p
ne,ne,60
réfléchissez,réfléchir,17
à,à,81
rien,rien,52
:,:,p
mariez,marier,17
vous,vous,51
/!,/!,P
pour,pour,81
une,un,71
fille,fille,22
",",",",p
se,se,51
marier,marier,14
",",",",p
c',ce,52
est,être,17
s',se,51
imposer,imposer,14
à,à,81
un,un,71
homme,homme,21
qui,qui,52
prend,prendre,17
l',le,71
engagement,engagement,21
de,de,81
la,le,52
faire,faire,14
vivre,vivre,14
dans,dans,81
une,un,71
position,position,22
plus,plus,60
ou,ou,82
moins,moins,60
heureuse,heureux,30
",",",",p
mais,mais,82
où,où,60
la,le,71
question,question,22
matérielle,matériel,30
est,être,17
assurée,assurer,12
/.,/.,P
je,je,51
connais,connaître,17
le,le,71
monde,monde,21
:,:,p
jeunes,jeune,30
filles,fille,22
",",",",p
mamans,maman,22
et,et,82
grand'mères,grand-mère,22
sont,être,17
toutes,tout,52
hypocrites,hypocrite,30
en,en,81
démanchant,démancher,13
sur,sur,81
le,le,71
sentiment,sentiment,21
quand,quand,83
il,il,51
s',se,51
agit,agir,17
de,de,81
mariage,mariage,21
/.,/.,P
aucun,aucun,52
ne,ne,60
pense,penser,17
à,à,81
autre,autre,75
chose,chose,22
qu',que,83
à,à,81
un,un,71
bel,beau,30
état,état,21
/.,/.,P
quand,quand,83
sa,son,73
fille,fille,22
est,être,17
bien,bien,60
mariée,marier,12
",",",",p
une,un,71
mère,mère,22
dit,dire,19
qu',que,83
elle,il,51
a,avoir,17
fait,faire,12
une,un,71
excellente,excellent,30
affaire,affaire,22
/.,/.,P
“,“,p
et,et,82
Rastignac,Rastignac,20
lui,lui,51
développa,développer,19
sa,son,73
théorie,théorie,22
sur,sur,81
le,le,71
mariage,mariage,21
",",",",p
qui,qui,52
",",",",p
selon,selon,81
lui,lui,51
",",",",p
est,être,17
une,un,71
société,société,22
de,de,81
commerce,commerce,21
instituée,institué,31
pour,pour,81
supporter,supporter,14
la,le,71
vie,vie,22
/.,/.,P
“,“,p
je,je,51
ne,ne,60
vous,vous,51
demande,demander,17
point,point,60
votre,votre,73
secret,secret,21
",",",",p
dit,dire,19
il,il,51
en,en,81
terminant,terminer,13
à,à,81
Malvina,Malvina,20
",",",",p
je,je,51
le,le,52
sais,savoir,17
/.,/.,P
les,le,71
hommes,homme,21
se,se,51
disent,dire,17
tout,tout,52
entre,entre,81
eux,ils,51
",",",",p
comme,comme,83
vous autres,vous autres,52
quand,quand,83
vous,vous,51
sortez,sortir,17
après,après,81
le,le,71
dîner,dîner,21
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
voici,voici,81
mon,mon,73
dernier,dernier,30
mot,mot,21
:,:,p
mariez,marier,17
vous,vous,51
/.,/.,P
si,si,83
vous,vous,51
ne,ne,60
vous,vous,51
mariez,marier,17
pas,pas,60
",",",",p
souvenez,souvenir,17
vous,vous,51
que,que,83
je,je,51
vous,vous,51
ai,avoir,17
suppliée,supplier,12
ici,ici,60
",",",",p
ce,ce,74
soir,soir,21
",",",",p
de,de,81
vous,vous,51
marier,marier,14
/!,/!,P
Rastignac,Rastignac,20
parlait,parler,18
avec,avec,81
un,un,71
certain,certain,75
accent,accent,21
qui,qui,52
commandait,commander,18
",",",",p
non,non,60
pas,pas,60
l',le,71
attention,attention,22
",",",",p
mais,mais,82
la,le,71
réflexion,réflexion,22
/.,/.,P
son,son,73
insistance,insistance,22
était,être,18
de,de,81
nature,nature,22
à,à,81
surprendre,surprendre,14
/.,/.,P
Malvina,Malvina,20
fut,être,19
alors,alors,60
si,si,60
bien,bien,60
frappée,frapper,12
au,à,81
au,le,71
vif,vif,30
de,de,81
l',le,71
intelligence,intelligence,22
",",",",p
là,là,60
où,où,60
Rastignac,Rastignac,20
avait,avoir,18
voulu,vouloir,12
l',le,52
atteindre,atteindre,14
",",",",p
qu',que,83
elle,il,51
y,y,52
songeait,songer,18
encore,encore,60
le,le,71
lendemain,lendemain,21
",",",",p
et,et,82
cherchait,chercher,18
inutilement,inutilement,60
la,le,71
cause,cause,22
de,de,81
cet,ce,74
avis,avis,21
/.,/.,P
-,-,p
je,je,51
ne,ne,60
vois,voir,17
",",",",p
dans,dans,81
toutes,tout,75
ces,ce,74
toupies,toupie,22
que,que,52
tu,tu,51
lances,lancer,17
",",",",p
rien,rien,52
qui,qui,52
ressemble,ressembler,17
à,à,81
l',le,71
origine,origine,22
de,de,81
la,le,71
fortune,fortune,22
de,de,81
Rastignac,Rastignac,20
",",",",p
et,et,82
tu,tu,51
nous,nous,51
prends,prendre,17
pour,pour,81
des,de,81
des,le,71
Matifat,Matifat,20
multipliés,multiplié,31
par,par,81
six,six,72
bouteilles,bouteille,22
de,de,81
vin,vin,21
de,de,81
Champagne,Champagne,20
",",",",p
s',se,51
écria,écrier,19
Couture,Couture,20
/.,/.,P
-,-,p
nous,nous,51
y,y,52
sommes,être,17
",",",",p
s',se,51
écria,écrier,19
Bixiou,Bixiou,20
/.,/.,P
vous,vous,51
avez,avoir,17
suivi,suivre,12
le,le,71
cours,cours,21
de,de,81
tous,tout,75
les,le,71
petits,petit,30
ruisseaux,ruisseau,21
qui,qui,52
ont,avoir,17
fait,faire,12
les,le,71
quarante,quarante,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
auxquelles,à,81
auxquelles,lequel,52
tant,tant,60
de,de,81
gens,gens,21
portent,porter,17
envie,envie,22
/!,/!,P
Rastignac,Rastignac,20
tenait,tenir,18
alors,alors,60
entre,entre,81
ses,son,73
mains,main,22
le,le,71
fil,fil,21
de,de,81
toutes,tout,75
ces,ce,74
existences,existence,22
/.,/.,P
-,-,p
Desroches,Desroches,20
",",",",p
les,le,71
Matifat,Matifat,20
",",",",p
Beaudenord,Beaudenord,20
",",",",p
les,le,71
d',de,81
Aldrigger,Aldrigger,20
",",",",p
d',de,81
Aiglemont,Aiglemont,20
/.,/.,P
-,-,p
et,et,82
de,de,81
cent,cent,72
autres,autre,52
!,!,p
dit,dire,19
Bixiou,Bixiou,20
/.,/.,P
-,-,p
voyons,voir,17
!,!,p
comment,comment,60
?,?,p
s',se,51
écria,écrier,19
Finot,Finot,20
/.,/.,P
je,je,51
sais,savoir,17
bien,bien,60
des,de,81
des,le,71
choses,chose,22
",",",",p
et,et,82
je,je,51
n',ne,60
entrevois,entrevoir,17
pas,pas,60
le,le,71
mot,mot,21
de,de,81
cette,ce,74
énigme,énigme,22
/.,/.,P
-,-,p
Blondet,Blondet,20
vous,vous,51
a,avoir,17
dit,dire,12
en,en,81
gros,gros,21
les,le,71
deux,deux,72
premières,premier,72
liquidations,liquidation,22
de,de,81
Nucingen,Nucingen,20
",",",",p
voici,voici,81
la,le,71
troisième,troisième,72
en,en,81
détail,détail,21
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
/.,/.,P
dès,dès,81
la,le,71
paix,paix,22
de,de,81
<Nombre 1815>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
quinze,quinze,72
<Fin nombre>,<>,<>
",",",",p
Nucingen,Nucingen,20
avait,avoir,18
compris,comprendre,12
ce,ce,52
que,que,52
nous,nous,51
ne,ne,60
comprenons,comprendre,17
qu',que,83
aujourd'hui,aujourd'hui,60
:,:,p
que,que,83
l',le,71
argent,argent,21
n',ne,60
est,être,17
une,un,71
puissance,puissance,22
que,que,83
quand,quand,83
il,il,51
est,être,17
en,en,81
quantités,quantité,22
disproportionnées,disproportionné,30
/.,/.,P
il,il,51
jalousait,jalouser,18
secrètement,secrètement,60
les,le,71
frères,frère,21
Rostchild,Rostchild,20
/.,/.,P
il,il,51
possédait,posséder,18
cinq,cinq,72
millions,million,21
",",",",p
il,il,51
en,en,52
voulait,vouloir,18
dix,dix,72
/!,/!,P
avec,avec,81
dix,dix,72
millions,million,21
",",",",p
il,il,51
savait,savoir,18
pouvoir,pouvoir,14
en,en,52
gagner,gagner,14
trente,trente,72
",",",",p
et,et,82
n',ne,60
en,en,52
aurait,avoir,16
eu,avoir,12
que,que,83
quinze,quinze,72
avec,avec,81
cinq,cinq,72
/.,/.,P
il,il,51
avait,avoir,18
donc,donc,82
résolu,résoudre,12
d',de,81
opérer,opérer,14
une,un,71
troisième,troisième,72
liquidation,liquidation,22
/!,/!,P
ce,ce,74
grand,grand,30
homme,homme,21
songeait,songer,18
alors,alors,60
à,à,81
payer,payer,14
ses,son,73
créanciers,créancier,21
avec,avec,81
des,de,81
des,le,71
valeurs,valeur,22
fictives,fictif,30
",",",",p
en,en,81
gardant,garder,13
leur,leur,73
argent,argent,21
/.,/.,P
sur,sur,81
la,le,71
place,place,22
",",",",p
une,un,71
conception,conception,22
de,de,81
ce,ce,74
genre,genre,21
ne,ne,60
se,se,51
présente,présenter,17
pas,pas,60
sous,sous,81
une,un,71
expression,expression,22
si,si,60
mathématique,mathématique,30
/.,/.,P
une,un,71
pareille,pareil,30
liquidation,liquidation,22
consiste,consister,17
à,à,81
donner,donner,14
un,un,71
petit,petit,30
pâté,pâté,21
pour,pour,81
un,un,71
louis,louis,21
d',de,81
or,or,21
à,à,81
de,de,81
grands,grand,30
enfants,enfant,21
qui,qui,52
",",",",p
comme,comme,83
les,le,71
petits,petit,30
enfants,enfant,21
d',de,81
autrefois,autrefois,60
",",",",p
préfèrent,préférer,17
le,le,71
pâté,pâté,21
à,à,81
la,le,71
pièce,pièce,22
",",",",p
sans,sans,81
savoir,savoir,14
qu',que,83
avec,avec,81
la,le,71
pièce,pièce,22
ils,ils,51
peuvent,pouvoir,17
avoir,avoir,14
deux,deux,72
cents,cent,72
pâtés,pâté,21
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,83
tu,tu,51
dis,dire,19
donc,donc,82
là,là,60
",",",",p
Bixiou,Bixiou,20
?,?,p
s',se,51
écria,écrier,19
Couture,Couture,20
",",",",p
mais,mais,82
rien,rien,52
n',ne,60
est,être,17
plus,plus,60
loyal,loyal,30
",",",",p
il,il,51
ne,ne,60
se,se,51
passe,passer,17
pas,pas,60
de,de,81
semaine,semaine,22
aujourd'hui,aujourd'hui,60
que,que,83
l',l',94
on,on,51
ne,ne,60
présente,présenter,17
des,de,81
des,le,71
pâtés,pâté,21
au,à,81
au,le,71
public,public,21
en,en,81
lui,lui,51
demandant,demander,13
un,un,71
louis,louis,21
/.,/.,P
mais,mais,82
le,le,71
public,public,21
est,être,17
il,il,51
forcé,forcer,12
de,de,81
donner,donner,14
son,son,73
argent,argent,21
?,?,p
n',ne,60
a,avoir,17
t,t,94
il,il,51
pas,pas,60
le,le,71
droit,droit,21
de,de,81
s',se,51
éclairer,éclairer,14
/?,/?,P
vous,vous,51
l',le,52
aimeriez,aimer,16
mieux,mieux,60
contraint,contraint,31
d',de,81
être,être,14
actionnaire,actionnaire,21
",",",",p
dit,dire,19
Blondet,Blondet,20
/.,/.,P
-,-,p
non,non,60
",",",",p
dit,dire,19
Finot,Finot,20
",",",",p
où,où,60
serait,être,16
le,le,71
talent,talent,21
/?,/?,P
c',ce,52
est,être,17
bien,bien,60
fort,fort,30
pour,pour,81
Finot,Finot,20
",",",",p
dit,dire,19
Bixiou,Bixiou,20
/.,/.,P
-,-,p
qui,qui,52
lui,lui,51
a,avoir,17
donné,donner,12
ce,ce,74
mot,mot,21
là,là,60
",",",",p
demanda,demander,19
Couture,Couture,20
/.,/.,P
-,-,p
enfin,enfin,60
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
",",",",p
Nucingen,Nucingen,20
avait,avoir,18
eu,avoir,12
deux,deux,72
fois,fois,22
le,le,71
bonheur,bonheur,21
de,de,81
donner,donner,14
",",",",p
sans,sans,81
le,le,52
vouloir,vouloir,14
",",",",p
un,un,71
pâté,pâté,21
qui,qui,52
s',se,51
était,être,18
trouvé,trouver,12
valoir,valoir,14
plus,plus,60
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
reçu,recevoir,12
/.,/.,P
ce,ce,74
malheureux,malheureux,30
bonheur,bonheur,21
lui,lui,51
causait,causer,18
des,de,81
des,le,71
remords,remords,21
/.,/.,P
de,de,81
pareils,pareil,30
bonheurs,bonheur,21
finissent,finir,17
par,par,81
tuer,tuer,14
un,un,71
homme,homme,21
/.,/.,P
il,il,51
attendait,attendre,18
depuis,depuis,81
dix,dix,72
ans,an,21
l',le,71
occasion,occasion,22
de,de,81
ne,ne,60
plus,plus,60
se,se,51
tromper,tromper,14
",",",",p
de,de,81
créer,créer,14
des,de,81
des,le,71
valeurs,valeur,22
qui,qui,52
auraient,avoir,16
l',le,71
air,air,21
de,de,81
valoir,valoir,14
quelque,quelque,75
chose,chose,22
et,et,82
qui,qui,52
/…,/…,P
mais,mais,82
",",",",p
dit,dire,19
Couture,Couture,20
",",",",p
en,en,81
expliquant,expliquer,13
ainsi,ainsi,60
la,le,71
banque,banque,22
",",",",p
aucun,aucun,75
commerce,commerce,21
n',ne,60
est,être,17
possible,possible,30
/.,/.,P
plus,plus,60
d',de,81
un,un,71
loyal,loyal,30
banquier,banquier,21
a,avoir,17
persuadé,persuader,12
",",",",p
sous,sous,81
l',le,71
approbation,approbation,22
d',de,81
un,un,71
loyal,loyal,30
gouvernement,gouvernement,21
",",",",p
aux,à,81
aux,le,71
plus,plus,60
fins,fin,30
boursiers,boursier,21
de,de,81
prendre,prendre,14
des,de,81
des,le,71
fonds,fonds,21
qui,qui,52
devaient,devoir,18
",",",",p
dans,dans,81
un,un,71
temps,temps,21
donné,donné,31
",",",",p
se,se,51
trouver,trouver,14
dépréciés,déprécié,31
/.,/.,P
vous,vous,51
avez,avoir,17
vu,voir,12
mieux,mieux,60
que,que,83
cela,cela,52
/!,/!,P
n',ne,60
a,avoir,17
t,t,94
on,on,51
pas,pas,60
émis,émettre,12
",",",",p
toujours,toujours,60
avec,avec,81
l',le,71
aveu,aveu,21
",",",",p
avec,avec,81
l',le,71
appui,appui,21
des,de,81
des,le,71
gouvernements,gouvernement,21
",",",",p
des,de,81
des,le,71
valeurs,valeur,22
pour,pour,81
payer,payer,14
les,le,71
intérêts,intérêt,21
de,de,81
certains,certain,75
fonds,fonds,21
",",",",p
afin,afin,81
d',de,81
en,en,52
maintenir,maintenir,14
le,le,71
cours,cours,21
et,et,82
pouvoir,pouvoir,14
s',se,51
en,en,52
défaire,défaire,14
/.,/.,P
ces,ce,74
opérations,opération,22
ont,avoir,17
plus,plus,60
ou,ou,82
moins,moins,60
d',de,81
analogie,analogie,22
avec,avec,81
la,le,71
liquidation,liquidation,22
à,à,81
la,le,71
Nucingen,Nucingen,20
/.,/.,P
-,-,p
en,en,81
petit,petit,30
",",",",p
dit,dire,19
Blondet,Blondet,20
",",",",p
l',le,71
affaire,affaire,22
peut,pouvoir,17
paraître,paraître,14
singulière,singulier,30
;,;,p
mais,mais,82
en,en,81
grand,grand,30
",",",",p
c',ce,52
est,être,17
de,de,81
la,le,71
haute,haut,30
finance,finance,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
actes,acte,21
arbitraires,arbitraire,30
qui,qui,52
sont,être,17
criminels,criminel,30
d',de,81
individu,individu,21
à,à,81
individu,individu,21
",",",",p
lesquels,lequel,52
arrivent,arriver,17
à,à,81
rien,rien,52
quand,quand,83
ils,ils,51
sont,être,17
étendus,étendre,12
à,à,81
une,un,71
multitude,multitude,22
quelconque,quelconque,30
",",",",p
comme,comme,83
une,un,71
goutte,goutte,22
d',de,81
acide,acide,21
prussique,prussique,30
devient,devenir,17
innocente,innocent,30
dans,dans,81
un,un,71
baquet,baquet,21
d',de,81
eau,eau,22
/.,/.,P
vous,vous,51
tuez,tuer,17
un,un,71
homme,homme,21
",",",",p
on,on,51
vous,vous,51
guillotine,guillotiner,17
/.,/.,P
mais,mais,82
avec,avec,81
une,un,71
conviction,conviction,22
gouvernementale,gouvernemental,30
quelconque,quelconque,30
",",",",p
vous,vous,51
tuez,tuer,17
cinq,cinq,72
cents,cent,72
hommes,homme,21
",",",",p
on,on,51
respecte,respecter,17
le,le,71
crime,crime,21
politique,politique,30
/.,/.,P
vous,vous,51
prenez,prendre,17
cinq,cinq,72
mille,mille,72
francs,franc,21
dans,dans,81
mon,mon,73
secrétaire,secrétaire,21
",",",",p
vous,vous,51
allez,aller,17
au,à,81
au,le,71
bagne,bagne,21
/.,/.,P
mais,mais,82
avec,avec,81
le,le,71
piment,piment,21
d',de,81
un,un,71
gain,gain,21
à,à,81
faire,faire,14
habilement,habilement,60
mis,mis,31
dans,dans,81
la,le,71
gueule,gueule,22
de,de,81
mille,mille,72
boursiers,boursier,21
",",",",p
vous,vous,51
les,le,52
forcez,forcer,17
à,à,81
prendre,prendre,14
les,le,71
rentes,rente,22
de,de,81
je,je,51
ne,ne,60
sais,savoir,17
quelle,quel,75
république,république,22
ou,ou,82
monarchie,monarchie,22
en,en,81
faillite,faillite,22
",",",",p
émises,émis,31
",",",",p
comme,comme,83
dit,dire,17
Couture,Couture,20
",",",",p
pour,pour,81
payer,payer,14
les,le,71
intérêts,intérêt,21
de,de,81
ces,ce,74
mêmes,même,75
rentes,rente,22
:,:,p
personne,personne,52
ne,ne,60
peut,pouvoir,17
se,se,51
plaindre,plaindre,14
/.,/.,P
voilà,voilà,81
les,le,71
vrais,vrai,30
principes,principe,21
de,de,81
l',le,71
âge,âge,21
d',de,81
or,or,21
où,où,60
nous,nous,51
vivons,vivre,17
/!,/!,P
la,le,71
mise,mise,22
en,en,81
scène,scène,22
d',de,81
une,un,71
machine,machine,22
si,si,60
vaste,vaste,30
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
",",",",p
exigeait,exiger,18
bien,bien,60
des,de,81
des,le,71
polichinelles,polichinelle,21
/.,/.,P
d'abord,d'abord,60
la,le,71
maison,maison,22
Nucingen,Nucingen,20
avait,avoir,18
sciemment,sciemment,60
et,et,82
à,à,81
dessein,dessein,21
employé,employer,12
ses,son,73
cinq,cinq,72
millions,million,21
dans,dans,81
une,un,71
affaire,affaire,22
en,en,81
Amérique,Amérique,20
",",",",p
dont,dont,52
les,le,71
profits,profit,21
avaient,avoir,18
été,être,12
calculés,calculer,12
de,de,81
manière,manière,22
à,à,81
revenir,revenir,14
trop,trop,60
tard,tard,60
/.,/.,P
elle,il,51
s',se,51
était,être,18
dégarnie,dégarnir,12
avec,avec,81
préméditation,préméditation,22
/.,/.,P
toute,tout,75
liquidation,liquidation,22
doit,devoir,17
être,être,14
motivée,motiver,12
/.,/.,P
la,le,71
maison,maison,22
possédait,posséder,18
en,en,81
fonds,fonds,21
particuliers,particulier,30
et,et,82
en,en,81
valeurs,valeur,22
émises,émis,31
environ,environ,60
six,six,72
millions,million,21
/.,/.,P
parmi,parmi,81
les,le,71
fonds,fonds,21
particuliers,particulier,30
se,se,51
trouvaient,trouver,18
les,le,71
trois,trois,72
cent,cent,72
mille,mille,72
de,de,81
la,le,71
baronne,baronne,22
d',de,81
Aldrigger,Aldrigger,20
",",",",p
les,le,71
quatre,quatre,72
cent,cent,72
mille,mille,72
de,de,81
Beaudenord,Beaudenord,20
",",",",p
un,un,71
million,million,21
à,à,81
d',de,81
Aiglemont,Aiglemont,20
",",",",p
trois,trois,72
cent,cent,72
mille,mille,72
à,à,81
Matifat,Matifat,20
",",",",p
un,un,71
demi-million,demi-million,21
à,à,81
Charles,Charles,20
Grandet,Grandet,20
",",",",p
le,le,71
mari,mari,21
de,de,81
mademoiselle,mademoiselle,22
d',de,81
Aubrion,Aubrion,20
",",",",p
etc,et cetera,91
/.,/.,P
en,en,81
créant,créer,13
lui-même,lui-même,51
une,un,71
entreprise,entreprise,22
industrielle,industriel,30
par,par,81
actions,action,22
",",",",p
avec,avec,81
lesquelles,lequel,52
il,il,51
se,se,51
proposait,proposer,18
de,de,81
désintéresser,désintéresser,14
ses,son,73
créanciers,créancier,21
au,à,81
au,le,71
moyen,moyen,21
de,de,81
manoeuvres,manoeuvre,22
plus,plus,60
ou,ou,82
moins,moins,60
habiles,habile,30
",",",",p
Nucingen,Nucingen,20
aurait,avoir,16
pu,pouvoir,12
être,être,14
suspecté,suspecter,12
",",",",p
mais,mais,82
il,il,51
s',se,51
y,y,52
prit,prendre,19
avec,avec,81
plus,plus,60
de,de,81
finesse,finesse,22
:,:,p
il,il,51
fit,faire,19
créer,créer,14
par,par,81
un,un,71
autre,autre,52
!,!,p
cette,ce,74
machine,machine,22
destinée,destiné,31
à,à,81
jouer,jouer,14
le,le,71
rôle,rôle,21
du,de,81
du,le,71
Mississipi,Mississipi,20
du,de,81
du,le,71
système,système,21
de,de,81
Law,Law,20
/.,/.,P
le,le,71
propre,propre,21
de,de,81
Nucingen,Nucingen,20
est,être,17
de,de,81
faire,faire,14
servir,servir,14
les,le,71
plus,plus,60
habiles,habile,30
gens,gens,21
de,de,81
la,le,71
place,place,22
à,à,81
ses,son,73
projets,projet,21
",",",",p
sans,sans,81
les,le,52
leur,leur,52
communiquer,communiquer,14
/.,/.,P
Nucingen,Nucingen,20
laissa,laisser,19
donc,donc,82
échapper,échapper,14
devant,devant,81
du,de,81
du,le,71
Tillet,Tillet,20
l',le,71
idée,idée,22
pyramidale,pyramidal,30
et,et,82
victorieuse,victorieux,30
de,de,81
combiner,combiner,14
une,un,71
entreprise,entreprise,22
par,par,81
actions,action,22
en,en,81
constituant,constituer,13
un,un,71
capital,capital,21
assez,assez,60
fort,fort,30
pour,pour,81
pouvoir,pouvoir,14
servir,servir,14
de,de,81
très,très,60
gros,gros,30
intérêts,intérêt,21
aux,à,81
aux,le,71
actionnaires,actionnaire,21
pendant,pendant,81
les,le,71
premiers,premier,72
temps,temps,21
/.,/.,P
essayée,essayé,31
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
",",",",p
en,en,81
un,un,71
moment,moment,21
où,où,60
des,de,81
des,le,71
capitaux,capital,21
niais,niais,30
abondaient,abonder,18
",",",",p
cette,ce,74
combinaison,combinaison,22
devait,devoir,18
produire,produire,14
une,un,71
hausse,hausse,22
sur,sur,81
les,le,71
actions,action,22
",",",",p
et,et,82
par,par,81
conséquent,conséquent,30
un,un,71
bénéfice,bénéfice,21
pour,pour,81
le,le,71
banquier,banquier,21
qui,qui,52
les,le,52
émettrait,émettre,16
/.,/.,P
songez,songer,17
que,que,83
