11215
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-quatrième extrait>,<>,<>
homme,homme,21
de,de,81
coeur,coeur,21
/.,/.,P
-,-,p
rassurez,rassurer,17
vous,vous,51
",",",",p
cher,cher,30
baron,baron,21
",",",",p
répondit,répondre,19
en,en,81
riant,riant,30
Guy,Guy,20
de,de,81
Malivert,Malivert,20
",",",",p
je,je,51
n',ne,60
ai,avoir,17
aucune,aucun,75
envie,envie,22
de,de,81
m',je,51
éprendre,éprendre,14
de,de,81
l',le,71
être,être,21
à,à,81
qui,qui,52
appartiennent,appartenir,17
ces,ce,74
belles,beau,30
épaules,épaule,22
",",",",p
quoique,quoique,83
de,de,81
belles,beau,30
épaules,épaule,22
ne,ne,60
soient,être,17
pas,pas,60
en,en,81
elles-mêmes,eux-mêmes,51
un,un,71
objet,objet,21
à,à,81
dédaigner,dédaigner,14
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
",",",",p
je,je,51
l',le,52
avoue,avouer,17
à,à,81
ma,mon,73
honte,honte,22
",",",",p
je,je,51
n',ne,60
éprouve,éprouver,17
pas,pas,60
l',le,71
ombre,ombre,22
de,de,81
passion,passion,22
pour,pour,81
qui,qui,52
que,que,52
ce,ce,52
soit,être,17
/.,/.,P
-,-,p
quoi,quoi,52
",",",",p
pas,pas,60
même,même,60
pour,pour,81
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
que,que,83
vous,vous,51
allez,aller,17
",",",",p
dit,dire,19
on,on,51
",",",",p
épouser,épouser,14
?,?,p
répliqua,répliquer,19
le,le,71
baron,baron,21
de,de,81
Féroë,Féroë,20
avec,avec,81
un,un,71
air,air,21
d',de,81
incrédulité,incrédulité,22
ironique,ironique,30
/.,/.,P
-,-,p
il,il,51
y,y,52
a,avoir,17
de,de,81
par,par,81
le,le,71
monde,monde,21
",",",",p
dit,dire,17
Malivert,Malivert,20
",",",",p
en,en,81
se,se,51
servant,servir,13
d',de,81
une,un,71
phrase,phrase,22
de,de,81
Molière,Molière,20
",",",",p
des,de,81
des,le,71
gens,gens,21
qui,qui,52
marieraient,marier,16
le,le,71
grand,grand,30
Turc,Turc,20
avec,avec,81
la,le,71
république,république,22
de,de,81
Venise,Venise,20
;,;,p
mais,mais,82
j',je,51
espère,espérer,17
bien,bien,60
rester,rester,14
garçon,garçon,21
/.,/.,P
-,-,p
vous,vous,51
ferez,faire,15
bien,bien,60
",",",",p
reprit,reprendre,19
le,le,71
baron,baron,21
",",",",p
dont,dont,52
la,le,71
voix,voix,22
changea,changer,19
soudain,soudain,60
d',de,81
accent,accent,21
et,et,82
passa,passer,19
d',de,81
une,un,71
familiarité,familiarité,22
amicale,amical,30
à,à,81
une,un,71
solennité,solennité,22
mystérieuse,mystérieux,30
;,;,p
ne,ne,60
vous,vous,51
engagez,engager,17
dans,dans,81
aucun,aucun,75
lien,lien,21
terrestre,terrestre,30
/.,/.,P
restez,rester,17
libre,libre,30
pour,pour,81
l',le,71
amour,amour,21
",",",",p
qui,qui,52
peut-être,peut-être,60
va,aller,17
vous,vous,51
visiter,visiter,14
/.,/.,P
les,le,71
esprits,esprit,21
ont,avoir,17
l',le,71
oeil,oeil,21
sur,sur,81
vous,vous,51
",",",",p
et,et,82
vous,vous,51
pourriez,pouvoir,16
vous,vous,51
repentir,repentir,14
éternellement,éternellement,60
dans,dans,81
l',le,71
extra-monde,extra-monde,21
d',de,81
une,un,71
faute,faute,22
commise,commis,31
dans,dans,81
celui-ci,celui-ci,52
/.,/.,P
“,“,p
pendant,pendant,81
que,que,83
le,le,71
jeune,jeune,30
baron,baron,21
suédois,suédois,30
disait,dire,18
cette,ce,74
phrase,phrase,22
étrange,étrange,30
",",",",p
ses,son,73
yeux,oeil,21
",",",",p
d',de,81
un,un,71
bleu,bleu,21
d',de,81
acier,acier,21
brillaient,briller,18
singulièrement,singulièrement,60
et,et,82
lançaient,lancer,18
des,de,81
des,le,71
rayons,rayon,21
dont,dont,52
Guy,Guy,20
de,de,81
Malivert,Malivert,20
crut,croire,19
sentir,sentir,14
la,le,71
chaleur,chaleur,22
à,à,81
sa,son,73
poitrine,poitrine,22
/.,/.,P
après,après,81
les,le,71
événements,événement,21
bizarres,bizarre,30
de,de,81
la,le,71
soirée,soirée,22
",",",",p
cette,ce,74
recommandation,recommandation,22
mystérieuse,mystérieux,30
ne,ne,60
le,le,52
trouva,trouver,19
pas,pas,60
aussi,aussi,60
incrédule,incrédule,30
qu',que,83
il,il,51
l',le,52
eût,avoir,19
été,être,12
la,le,71
veille,veille,22
/.,/.,P
il,il,51
tourna,tourner,19
vers,vers,81
le,le,71
Suédois,Suédois,20
ses,son,73
yeux,oeil,21
étonnés,étonné,31
et,et,82
pleins,plein,30
d',de,81
interrogations,interrogation,22
",",",",p
comme,comme,83
pour,pour,81
le,le,52
prier,prier,14
de,de,81
parler,parler,14
plus,plus,60
clairement,clairement,60
;,;,p
mais,mais,82
monsieur,monsieur,21
de,de,81
Féroë,Féroë,20
regarda,regarder,19
l',le,71
heure,heure,22
à,à,81
sa,son,73
montre,montre,22
",",",",p
dit,dit,31
:,:,p
“,“,p
j',je,51
arriverai,arriver,15
bien,bien,60
tard,tard,60
à,à,81
l',le,71
ambassade,ambassade,22
",",",",p
“,“,p
donna,donner,19
une,un,71
énergique,énergique,30
et,et,82
rapide,rapide,30
poignée,poignée,22
de,de,81
main,main,22
à,à,81
Malivert,Malivert,20
",",",",p
et,et,82
s',se,51
ouvrit,ouvrir,19
vers,vers,81
la,le,71
porte,porte,22
",",",",p
sans,sans,81
froisser,froisser,14
une,un,71
robe,robe,22
",",",",p
sans,sans,81
marcher,marcher,14
sur,sur,81
une,un,71
queue,queue,22
",",",",p
sans,sans,81
compromettre,compromettre,14
un,un,71
volant,volant,21
",",",",p
un,un,71
chemin,chemin,21
suffisant,suffisant,30
pour,pour,81
son,son,73
passage,passage,21
",",",",p
avec,avec,81
une,un,71
habileté,habileté,22
délicate,délicat,30
qui,qui,52
prouvait,prouver,18
son,son,73
habitude,habitude,22
du,de,81
du,le,71
monde,monde,21
/.,/.,P
“,“,p
eh,eh,93
bien,bien,60
/!,/!,P
Guy,Guy,20
",",",",p
vous,vous,51
ne,ne,60
venez,venir,17
donc,donc,82
pas,pas,60
prendre,prendre,14
une,un,71
tasse,tasse,22
de,de,81
thé,thé,21
?,?,p
“,“,p
dit,dire,19
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
",",",",p
qui,qui,52
avait,avoir,18
enfin,enfin,60
découvert,découvrir,12
son,son,73
adorateur,adorateur,21
prétendu,prétendu,31
appuyé,appuyé,31
d',de,81
un,un,71
air,air,21
rêveur,rêveur,30
contre,contre,81
la,le,71
porte,porte,22
du,de,81
du,le,71
petit,petit,30
salon,salon,21
/.,/.,P
il,il,51
fallut,falloir,19
bien,bien,60
que,que,83
Malivert,Malivert,20
s',se,51
acheminât,acheminer,18
derrière,derrière,81
la,le,71
maîtresse,maîtresse,22
du,de,81
du,le,71
logis,logis,21
jusqu',jusque,81
à,à,81
la,le,71
table,table,22
où,où,60
fumait,fumer,18
la,le,71
boisson,boisson,22
chaude,chaud,30
",",",",p
dans,dans,81
une,un,71
urne,urne,22
d',de,81
argent,argent,21
entourée,entouré,31
de,de,81
tasses,tasse,22
de,de,81
Chine,Chine,20
/.,/.,P
le,le,71
réel,réel,21
essayait,essayer,18
de,de,81
reconquérir,reconquérir,14
sa,son,73
proie,proie,22
sur,sur,81
l',le,71
idéal,idéal,21
/.,/.,P
<III>,<>,<>
la,le,71
phrase,phrase,22
singulière,singulier,30
baron,baron,21
de,de,81
Féroë,Féroë,20
et,et,82
la,le,71
disparition,disparition,22
presque,presque,60
subite,subit,30
du,de,81
du,le,71
jeune,jeune,30
diplomate,diplomate,21
après,après,81
l',le,52
avoir,avoir,14
prononcée,prononcer,12
firent,faire,19
travailler,travailler,14
l',le,71
imagination,imagination,22
de,de,81
Guy,Guy,20
pendant,pendant,81
qu',que,83
il,il,51
retournait,retourner,18
au,à,81
au,le,71
faubourg,faubourg,21
Saint-Germain,Saint-Germain,20
",",",",p
emporté,emporté,31
par,par,81
le,le,71
trot,trot,21
rapide,rapide,30
de,de,81
Grymalkin,Grymalkin,20
",",",",p
auquel,à,81
auquel,lequel,52
une,un,71
bise,bise,22
glaciale,glacial,30
rendait,rendre,18
agréable,agréable,30
l',le,71
idée,idée,22
de,de,81
retourner,retourner,14
à,à,81
l',le,71
écurie,écurie,22
",",",",p
dans,dans,81
sa,son,73
boxe,boxe,22
bien,bien,60
chaude,chaud,30
et,et,82
garnie,garni,31
d',de,81
une,un,71
litière,litière,22
nattée,natté,31
",",",",p
quoique,quoique,83
",",",",p
en,en,81
bête,bête,22
de,de,81
bonne,bon,30
race,race,22
qu',que,52
il,il,51
était,être,18
",",",",p
il,il,51
n',ne,60
eût,avoir,19
pas,pas,60
besoin,besoin,21
de,de,81
ce,ce,74
motif,motif,21
pour,pour,81
soutenir,soutenir,14
une,un,71
grande,grand,30
allure,allure,22
/.,/.,P
“,“,p
que,que,52
diable,diable,21
pouvait,pouvoir,18
il,il,51
vouloir,vouloir,14
dire,dire,14
avec,avec,81
ses,son,73
énigmes,énigme,22
solennelles,solennel,30
débitées,débité,31
d',de,81
un,un,71
ton,ton,21
de,de,81
mystagogue,mystagogue,92
?,?,p
pensait,penser,18
Guy,Guy,20
de,de,81
Malivert,Malivert,20
",",",",p
tout,tout,60
en,en,81
laissant,laisser,13
tomber,tomber,14
les,le,71
pièces,pièce,22
de,de,81
son,son,73
vêtement,vêtement,21
entre,entre,81
les,le,71
mains,main,22
de,de,81
Jack,Jack,20
;,;,p
c',ce,52
est,être,17
cependant,cependant,82
un,un,71
gentleman,gentleman,21
de,de,81
la,le,71
civilisation,civilisation,22
la,le,71
moins,moins,60
romanesque,romanesque,30
que,que,83
le,le,71
baron,baron,21
de,de,81
Féroë,Féroë,20
;,;,p
il,il,51
est,être,17
net,net,30
",",",",p
poli,poli,31
et,et,82
coupant,coupant,30
comme,comme,83
un,un,71
rasoir,rasoir,21
anglais,anglais,30
",",",",p
et,et,82
ses,son,73
manières,manière,22
",",",",p
de,de,81
la,le,71
précision,précision,22
la,le,71
plus,plus,60
exquise,exquis,30
",",",",p
sont,être,17
d',de,81
une,un,71
froideur,froideur,22
à,à,81
faire,faire,14
paraître,paraître,14
tiède,tiède,30
le,le,71
vent,vent,21
du,de,81
du,le,71
pôle,pôle,21
/.,/.,P
qu',que,52
il,il,51
ait,avoir,17
voulu,vouloir,12
se,se,51
jouer,jouer,14
de,de,81
moi,moi,51
",",",",p
c',ce,52
est,être,17
une,un,71
idée,idée,22
inadmissible,inadmissible,30
/.,/.,P
on,on,51
ne,ne,60
se,se,51
moque,moquer,17
pas,pas,60
de,de,81
Guy,Guy,20
de,de,81
Malivert,Malivert,20
",",",",p
même,même,60
quand,quand,83
on,on,51
est,être,17
brave,brave,30
comme,comme,83
le,le,71
Suédois,Suédois,20
aux,à,81
aux,le,71
cils,cil,21
blancs,blanc,30
;,;,p
et,et,82
d',de,81
ailleurs,ailleurs,60
",",",",p
où,où,60
serait,être,16
le,le,71
sel,sel,21
de,de,81
cette,ce,74
plaisanterie,plaisanterie,22
/?,/?,P
il,il,51
n',ne,60
en,en,52
a,avoir,17
pas,pas,60
joui,jouir,12
",",",",p
en,en,81
tout,tout,75
cas,cas,21
",",",",p
car,car,82
il,il,51
s',se,51
est,être,17
aussitôt,aussitôt,60
dérobé,dérober,12
comme,comme,83
un,un,71
homme,homme,21
qui,qui,52
n',ne,60
en,en,52
veut,vouloir,17
pas,pas,60
dire,dire,14
davantage,davantage,60
/.,/.,P
bah,bah,93
!,!,p
ne,ne,60
songeons,songer,17
plus,plus,60
à,à,81
ces,ce,74
billevesées,billevesée,22
;,;,p
je,je,51
verrai,voir,15
le,le,71
baron,baron,21
demain,demain,60
au,à,81
au,le,71
club,club,21
",",",",p
et,et,82
sans,sans,81
doute,doute,21
il,il,51
sera,être,15
plus,plus,60
explicite,explicite,30
/.,/.,P
Couchons-,coucher,17
nous,nous,51
et,et,82
tâchons,tâcher,17
de,de,81
dormir,dormir,14
",",",",p
que,que,83
les,le,71
esprits,esprit,21
aient,avoir,17
ou,ou,82
non,non,60
l',le,71
oeil,oeil,21
sur,sur,81
nous,nous,51
/.,/.,P
“,“,p
en,en,81
effet,effet,21
",",",",p
Guy,Guy,20
se,se,51
coucha,coucher,19
",",",",p
mais,mais,82
le,le,71
sommeil,sommeil,21
ne,ne,60
lui,lui,51
vint,venir,19
pas,pas,60
comme,comme,83
il,il,51
l',le,52
espérait,espérer,18
",",",",p
quoiqu',quoique,83
il,il,51
appelât,appeler,18
à,à,81
son,son,73
aide,aide,22
les,le,71
brochures,brochure,22
les,le,71
plus,plus,60
soporifiques,soporifique,30
et,et,82
qu',que,83
il,il,51
les,le,52
lût,lire,18
avec,avec,81
une,un,71
extrême,extrême,30
intensité,intensité,22
d',de,81
attention,attention,22
machinale,machinal,30
/.,/.,P
malgré,malgré,81
lui,lui,51
",",",",p
il,il,51
écoutait,écouter,18
les,le,71
imperceptibles,imperceptible,30
bruits,bruit,21
qui,qui,52
se,se,51
dégagent,dégager,17
encore,encore,60
du,de,81
du,le,71
plus,plus,60
complet,complet,30
silence,silence,21
/.,/.,P
la,le,71
détente,détente,22
de,de,81
la,le,71
sonnerie,sonnerie,22
de,de,81
sa,son,73
pendule,pendule,22
avant,avant,81
de,de,81
sonner,sonner,14
l',le,71
heure,heure,22
ou,ou,82
la,le,71
demie,demie,22
",",",",p
un,un,71
pétillement,pétillement,21
d',de,81
étincelles,étincelle,22
sous,sous,81
les,le,71
cendres,cendre,22
",",",",p
le,le,71
craquement,craquement,21
de,de,81
la,le,71
boiserie,boiserie,22
contractée,contracté,31
par,par,81
la,le,71
chaleur,chaleur,22
",",",",p
le,le,71
son,son,21
de,de,81
la,le,71
goutte,goutte,22
d',de,81
huile,huile,22
tombant,tomber,13
dans,dans,81
la,le,71
lampe,lampe,22
",",",",p
le,le,71
souffle,souffle,21
de,de,81
l',le,71
air,air,21
attiré,attiré,31
par,par,81
le,le,71
foyer,foyer,21
et,et,82
sifflant,sifflant,30
tout,tout,60
bas,bas,60
sous,sous,81
la,le,71
porte,porte,22
en,en,81
dépit,dépit,21
des,de,81
des,le,71
bourrelets,bourrelet,21
",",",",p
la,le,71
chute,chute,22
inopinée,inopiné,30
d',de,81
un,un,71
journal,journal,21
de,de,81
son,son,73
lit,lit,21
à,à,81
terre,terre,22
",",",",p
le,le,52
faisaient,faire,18
tressaillir,tressaillir,14
",",",",p
tellement,tellement,60
ses,son,73
nerfs,nerf,21
étaient,être,18
tendus,tendre,12
",",",",p
comme,comme,83
aurait,avoir,16
pu,pouvoir,12
le,le,71
faire,faire,14
la,le,71
brusque,brusque,30
détonation,détonation,22
d',de,81
une,un,71
arme,arme,22
à,à,81
feu,feu,21
/.,/.,P
son,son,73
ouïe,ouïe,22
était,être,18
surexcitée,surexciter,12
à,à,81
ce,ce,74
point,point,21
qu',que,83
il,il,51
entendait,entendre,18
les,le,71
pulsations,pulsation,22
de,de,81
ses,son,73
artères,artère,22
et,et,82
les,le,71
battements,battement,21
de,de,81
son,son,73
coeur,coeur,21
retentir,retentir,14
jusque,jusque,81
dans,dans,81
sa,son,73
gorge,gorge,22
/.,/.,P
mais,mais,82
",",",",p
parmi,parmi,81
tous,tout,75
ces,ce,74
murmures,murmure,21
confus,confus,30
",",",",p
il,il,51
ne,ne,60
put,pouvoir,19
démêler,démêler,14
rien,rien,52
qui,qui,52
ressemblât,ressembler,18
à,à,81
un,un,71
soupir,soupir,21
/.,/.,P
ses,son,73
yeux,oeil,21
",",",",p
qu',que,52
il,il,51
fermait,fermer,18
de,de,81
temps,temps,21
à,à,81
autre,autre,52
dans,dans,81
l',le,71
espoir,espoir,21
d',de,81
y,y,52
amener,amener,14
le,le,71
sommeil,sommeil,21
",",",",p
se,se,51
rouvraient,rouvrir,18
bientôt,bientôt,60
et,et,82
scrutaient,scruter,18
les,le,71
recoins,recoin,21
de,de,81
la,le,71
chambre,chambre,22
avec,avec,81
une,un,71
curiosité,curiosité,22
qui,qui,52
n',ne,60
était,être,18
pas,pas,60
sans,sans,81
appréhension,appréhension,22
/.,/.,P
Guy,Guy,20
désirait,désirer,18
vivement,vivement,60
voir,voir,14
quelque,quelque,75
chose,chose,22
",",",",p
et,et,82
cependant,cependant,82
il,il,51
redoutait,redouter,18
que,que,83
son,son,73
voeu,voeu,21
fût,être,19
accompli,accomplir,12
/.,/.,P
parfois,parfois,60
",",",",p
ses,son,73
prunelles,prunelle,22
dilatées,dilaté,31
s',se,51
imaginaient,imaginer,18
apercevoir,apercevoir,14
des,de,81
des,le,71
formes,forme,22
vagues,vague,30
dans,dans,81
les,le,71
angles,angle,21
où,où,60
n',ne,60
atteignait,atteindre,18
pas,pas,60
la,le,71
lueur,lueur,22
de,de,81
la,le,71
lampe,lampe,22
rabattue,rabattu,31
par,par,81
un,un,71
abat-jour,abat-jour,21
vert,vert,30
;,;,p
les,le,71
plis,pli,21
des,de,81
des,le,71
rideaux,rideau,21
prenaient,prendre,18
l',le,71
aspect,aspect,21
de,de,81
vêtements,vêtement,21
féminins,féminin,30
et,et,82
semblaient,sembler,18
palpiter,palpiter,14
comme,comme,83
agités,agité,31
par,par,81
le,le,71
mouvement,mouvement,21
d',de,81
un,un,71
corps,corps,21
",",",",p
mais,mais,82
ce,ce,52
n',ne,60
était,être,18
qu',que,83
une,un,71
pure,pur,30
illusion,illusion,22
/.,/.,P
des,de,81
des,le,71
bluettes,bluette,22
",",",",p
des,de,81
des,le,71
points,point,21
lumineux,lumineux,30
",",",",p
des,de,81
des,le,71
taches,tache,22
de,de,81
dessin,dessin,21
changeant,changeant,30
",",",",p
des,de,81
des,le,71
papillons,papillon,21
",",",",p
des,de,81
des,le,71
filets,filet,21
onduleux,onduleux,30
et,et,82
vermiculés,vermiculé,30
dansaient,danser,18
",",",",p
fourmillaient,fourmiller,18
",",",",p
s',se,51
agrandissaient,agrandir,18
",",",",p
se,se,51
rapetissaient,rapetisser,18
devant,devant,81
son,son,73
regard,regard,21
fatigué,fatigué,31
",",",",p
sans,sans,81
qu',que,83
il,il,51
pût,pouvoir,18
discerner,discerner,14
rien,rien,52
d',de,81
appréciable,appréciable,30
/.,/.,P
agité,agité,31
plus,plus,60
qu',que,83
on,on,51
ne,ne,60
saurait,savoir,16
dire,dire,14
",",",",p
et,et,82
sentant,sentir,13
",",",",p
quoiqu',quoique,83
il,il,51
n',ne,60
entendît,entendre,18
et,et,82
ne,ne,60
vît,voir,18
rien,rien,52
",",",",p
la,le,71
présence,présence,22
de,de,81
l',le,71
inconnu,inconnu,21
dans,dans,81
sa,son,73
chambre,chambre,22
",",",",p
il,il,51
se,se,51
leva,lever,19
",",",",p
passa,passer,19
un,un,71
mach',mach',92
lah,lah,92
en,en,81
poil,poil,21
de,de,81
chameau,chameau,21
qu',que,52
il,il,51
avait,avoir,18
rapporté,rapporter,12
du,de,81
du,le,71
Caire,Caire,20
",",",",p
jeta,jeter,19
deux,deux,72
ou,ou,82
trois,trois,72
bûches,bûche,22
sur,sur,81
les,le,71
braises,braise,22
et,et,82
s',se,51
assit,asseoir,19
près,près,81
de,de,81
la,le,71
cheminée,cheminée,22
",",",",p
dans,dans,81
un,un,71
grand,grand,30
fauteuil,fauteuil,21
plus,plus,60
commode,commode,30
à,à,81
l',le,71
insomnie,insomnie,22
qu',que,52
un,un,71
lit,lit,21
défait,défait,31
par,par,81
une,un,71
veille,veille,22
fébrile,fébrile,30
/.,/.,P
près,près,81
du,de,81
du,le,71
fauteuil,fauteuil,21
",",",",p
il,il,51
vit,vivre,17
sur,sur,81
le,le,71
tapis,tapis,21
un,un,71
papier,papier,21
froissé,froissé,31
qu',que,52
il,il,51
ramassa,ramasser,19
/.,/.,P
c',ce,52
était,être,18
la,le,71
lettre,lettre,22
qu',que,52
il,il,51
écrivait,écrire,18
à,à,81
madame,madame,22
d',de,81
Ymbercourt,Ymbercourt,20
",",",",p
sous,sous,81
cette,ce,74
mystérieuse,mystérieux,30
impulsion,impulsion,22
dont,dont,52
il,il,51
ne,ne,60
pouvait,pouvoir,18
encore,encore,60
se,se,51
rendre,rendre,14
compte,compte,21
/.,/.,P
il,il,51
la,le,52
ramassa,ramasser,19
",",",",p
en,en,52
défit,défaire,19
les,le,71
plis,pli,21
",",",",p
et,et,82
il,il,51
remarqua,remarquer,19
",",",",p
en,en,81
l',le,52
examinant,examiner,13
avec,avec,81
soin,soin,21
",",",",p
que,que,83
le,le,71
caractère,caractère,21
d',de,81
écriture,écriture,22
de,de,81
ces,ce,74
lignes,ligne,22
ne,ne,60
ressemblait,ressembler,18
pas,pas,60
complètement,complètement,60
au,à,81
au,le,71
sien,sien,52
/.,/.,P
on,on,51
aurait,avoir,16
dit,dire,12
une,un,71
main,main,22
impatiente,impatient,30
qui,qui,52
n',ne,60
aurait,avoir,16
pu,pouvoir,12
s',se,51
astreindre,astreindre,14
",",",",p
dans,dans,81
un,un,71
fac-similé,fac-similé,21
",",",",p
à,à,81
suivre,suivre,14
exactement,exactement,60
le,le,71
modèle,modèle,21
",",",",p
et,et,82
aurait,avoir,16
mêlé,mêler,12
aux,à,81
aux,le,71
lettres,lettre,22
de,de,81
l',le,71
original,original,21
des,de,81
des,le,71
jambages,jambage,21
et,et,82
des,de,81
des,le,71
déliés,délié,21
de,de,81
sa,son,73
propre,propre,30
écriture,écriture,22
/.,/.,P
l',le,71
aspect,aspect,21
était,être,18
plus,plus,60
élégant,élégant,30
",",",",p
plus,plus,60
svelte,svelte,30
",",",",p
plus,plus,60
féminin,féminin,30
/.,/.,P
tout,tout,60
en,en,81
notant,noter,13
ces,ce,74
détails,détail,21
",",",",p
Guy,Guy,20
de,de,81
Malivert,Malivert,20
songeait,songer,18
au,à,81
au,le,71
Scarabée,Scarabée,20
d',de,81
or,or,21
d',de,81
Edgard,Edgard,20
Poë,Poë,20
et,et,82
à,à,81
la,le,71
sagacité,sagacité,22
merveilleuse,merveilleux,30
avec,avec,81
laquelle,lequel,52
William,William,20
Legrand,Legrand,20
parvint,parvenir,19
à,à,81
trouer,trouer,14
le,le,71
sens,sens,21
de,de,81
la,le,71
lettre,lettre,22
en,en,81
chiffres,chiffre,21
où,où,60
le,le,71
capitaine,capitaine,21
Kidd,Kidd,20
désigne,désigner,17
d',de,81
une,un,71
façon,façon,22
énigmatique,énigmatique,30
la,le,71
place,place,22
précise,précis,30
de,de,81
la,le,71
cachette,cachette,22
qui,qui,52
renferme,renfermer,17
ses,son,73
trésors,trésor,21
/.,/.,P
il,il,51
aurait,avoir,16
bien,bien,60
voulu,vouloir,12
posséder,posséder,14
cette,ce,74
intuition,intuition,22
profonde,profond,30
qui,qui,52
suppose,supposer,17
d',de,81
une,un,71
façon,façon,22
si,si,60
hardie,hardi,30
et,et,82
si,si,60
juste,juste,30
",",",",p
supplée,suppléer,17
aux,à,81
aux,le,71
lacunes,lacune,22
et,et,82
renoue,renouer,17
la,le,71
trame,trame,22
des,de,81
des,le,71
rapports,rapport,21
interrompus,interrompu,31
/.,/.,P
mais,mais,82
ici,ici,60
Legrand,Legrand,20
lui-même,lui-même,51
",",",",p
en,en,81
lui,lui,51
adjoignant,adjoindre,13
Auguste,Auguste,20
Dupin,Dupin,20
de,de,81
la,le,71
lettre,lettre,22
volée,volé,31
et,et,82
de,de,81
l',le,71
assassinat,assassinat,21
de,de,81
la,le,71
rue,rue,22
morgue,morgue,22
",",",",p
n',ne,60
aurait,avoir,16
pu,pouvoir,12
humainement,humainement,60
deviner,deviner,14
la,le,71
puissance,puissance,22
secrète,secret,30
qui,qui,52
avait,avoir,18
fait,faire,12
dévier,dévier,14
la,le,71
main,main,22
de,de,81
Malivert,Malivert,20
/.,/.,P
cependant,cependant,82
Guy,Guy,20
finit,finir,17
par,par,81
s',se,51
endormir,endormir,14
de,de,81
ce,ce,74
sommeil,sommeil,21
pesant,pesant,30
et,et,82
gêné,gêné,31
qui,qui,52
succède,succéder,17
à,à,81
une,un,71
nuit,nuit,22
d',de,81
insomnie,insomnie,22
et,et,82
qu',que,52
amène,amener,17
l',le,71
approche,approche,22
de,de,81
l',le,71
aurore,aurore,22
/.,/.,P
il,il,51
se,se,51
réveilla,réveiller,19
lorsque,lorsque,83
Jack,Jack,20
entra,entrer,19
pour,pour,81
rallumer,rallumer,14
le,le,71
feu,feu,21
et,et,82
aider,aider,14
son,son,73
maître,maître,21
dans,dans,81
sa,son,73
première,premier,72
toilette,toilette,22
/.,/.,P
Guy,Guy,20
se,se,51
sentait,sentir,18
frileux,frileux,30
et,et,82
mal,mal,60
à,à,81
l',le,71
aise,aise,22
;,;,p
il,il,51
bâilla,bâiller,19
",",",",p
s',se,51
étira,étirer,19
",",",",p
se,se,51
secoua,secouer,19
",",",",p
s',se,51
aspergea,asperger,19
d',de,81
eau,eau,22
froide,froid,30
",",",",p
et,et,82
",",",",p
ranimé,ranimé,31
par,par,81
ces,ce,74
ablutions,ablution,22
toniques,tonique,30
",",",",p
rentra,rentrer,19
bientôt,bientôt,60
en,en,81
pleine,plein,30
possession,possession,22
de,de,81
lui-même,lui-même,51
/.,/.,P
Le Matin,Le Matin,20
aux,à,81
aux,le,71
yeux,oeil,21
gris,gris,30
",",",",p
comme,comme,83
dit,dire,17
Shakespeare,Shakespeare,20
",",",",p
descendant,descendre,13
non,non,60
pas,pas,60
la,le,71
pente,pente,22
des,de,81
des,le,71
collines,colline,22
vertes,vert,30
",",",",p
mais,mais,82
la,le,71
pente,pente,22
des,de,81
des,le,71
toits,toit,21
blancs,blanc,30
",",",",p
se,se,51
glissait,glisser,18
dans,dans,81
l',le,71
appartement,appartement,21
",",",",p
dont,dont,52
Jack,Jack,20
avait,avoir,18
ouvert,ouvrir,12
les,le,71
rideaux,rideau,21
et,et,82
les,le,71
volets,volet,21
",",",",p
et,et,82
redonnait,redonner,18
à,à,81
chaque,chaque,75
chose,chose,22
son,son,73
aspect,aspect,21
réel,réel,30
en,en,81
faisant,faire,13
envoler,envoler,14
les,le,71
chimères,chimère,22
nocturnes,nocturne,30
/.,/.,P
rien,rien,52
ne,ne,60
rassure,rassurer,17
comme,comme,83
la,le,71
lumière,lumière,22
du,de,81
du,le,71
soleil,soleil,21
",",",",p
même,même,60
quand,quand,83
ce,ce,52
n',ne,60
est,être,17
qu',que,83
un,un,71
pâle,pâle,30
soleil,soleil,21
d',de,81
hiver,hiver,21
comme,comme,83
celui,celui,52
qui,qui,52
pénétrait,pénétrer,18
à,à,81
travers,travers,21
les,le,71
ramages,ramage,21
arborescents,arborescent,30
dont,dont,52
la,le,71
gelée,gelée,22
avait,avoir,18
étamé,étamer,12
les,le,71
vitres,vitre,22
/.,/.,P
revenu,revenu,21
aux,à,81
aux,le,71
sentiments,sentiment,21
habituels,habituel,30
de,de,81
la,le,71
vie,vie,22
",",",",p
Malivert,Malivert,20
s',se,51
étonna,étonner,19
de,de,81
la,le,71
nuit,nuit,22
d',de,81
agitation,agitation,22
qu',que,52
il,il,51
avait,avoir,18
passée,passer,12
et,et,82
se,se,51
dit,dire,17
:,:,p
“,“,p
je,je,51
ne,ne,60
me,je,51
savais,savoir,18
pas,pas,60
si,si,60
nerveux,nerveux,30
;,;,p
“,“,p
puis,puis,60
il,il,51
rompit,rompre,19
la,le,71
bande,bande,22
des,de,81
des,le,71
journaux,journal,21
qu',que,52
on,on,51
venait,venir,18
de,de,81
monter,monter,14
",",",",p
jeta,jeter,19
un,un,71
coup,coup,21
d',de,81
oeil,oeil,21
aux,à,81
aux,le,71
feuilletons,feuilleton,21
",",",",p
lut,lire,19
