11073
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-deuxième extrait>,<>,<>
sentir,sentir,14
le,le,71
froid,froid,21
du,de,81
du,le,71
fer,fer,21
qui,qui,52
ne,ne,60
m',je,51
eût,avoir,19
plus,plus,60
laissé,laisser,12
d',de,81
espérance,espérance,22
/…,/…,P
la,le,71
clef,clé,22
n',ne,60
y,y,52
était,être,18
pas,pas,60
/.,/.,P
je,je,51
poussai,pousser,19
un,un,71
cri,cri,21
étouffé,étouffé,31
de,de,81
joie,joie,22
et,et,82
j',je,51
entrai,entrer,19
à,à,81
pas,pas,21
muets,muet,30
dans,dans,81
la,le,71
cour,cour,22
/.,/.,P
la,le,71
porte,porte,22
",",",",p
les,le,71
volets,volet,21
étaient,être,18
fermés,fermer,12
;,;,p
une,un,71
légère,léger,30
lueur,lueur,22
qui,qui,52
s',se,51
échappait,échapper,18
par,par,81
les,le,71
fentes,fente,22
de,de,81
la,le,71
fenêtre,fenêtre,22
et,et,82
qui,qui,52
flottait,flotter,18
sur,sur,81
les,le,71
feuilles,feuille,22
du,de,81
du,le,71
figuier,figuier,21
trahissait,trahir,18
une,un,71
lampe,lampe,22
allumée,allumé,31
dans,dans,81
la,le,71
demeure,demeure,22
/.,/.,P
qui,qui,52
eût,avoir,19
pu,pouvoir,12
trouver,trouver,14
la,le,71
clef,clé,22
",",",",p
ouvrir,ouvrir,14
la,le,71
porte,porte,22
",",",",p
allumer,allumer,14
la,le,71
lampe,lampe,22
",",",",p
si,si,83
ce,ce,52
n',ne,60
était,être,18
l',le,71
enfant,enfant,21
de,de,81
la,le,71
maison,maison,22
/?,/?,P
je,je,51
ne,ne,60
doutai,douter,19
pas,pas,60
que,que,83
Graziella,Graziella,20
ne,ne,60
fût,être,19
à,à,81
deux,deux,72
pas,pas,21
de,de,81
moi,moi,51
",",",",p
et,et,82
je,je,51
tombai,tomber,19
à,à,81
genoux,genou,21
sur,sur,81
la,le,71
dernière,dernier,30
marche,marche,22
de,de,81
l',le,71
escalier,escalier,21
pour,pour,81
remercier,remercier,14
l',le,71
ange,ange,21
qui,qui,52
m',je,51
avait,avoir,18
guidé,guider,12
jusqu',jusque,81
à,à,81
elle,il,51
/.,/.,P
<XVII>,<>,<>
aucun,aucun,75
bruit,bruit,21
ne,ne,60
sortait,sortir,18
de,de,81
la,le,71
maison,maison,22
/.,/.,P
je,je,51
collai,coller,19
mon,mon,73
oreille,oreille,22
au,à,81
au,le,71
seuil,seuil,21
",",",",p
je,je,51
crus,croire,19
entendre,entendre,14
le,le,71
faible,faible,30
bruit,bruit,21
d',de,81
une,un,71
respiration,respiration,22
et,et,82
comme,comme,83
des,de,81
des,le,71
sanglots,sanglot,21
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
seconde,second,72
chambre,chambre,22
/.,/.,P
je,je,51
fis,faire,19
trembler,trembler,14
légèrement,légèrement,60
la,le,71
porte,porte,22
comme,comme,83
si,si,83
elle,il,51
eût,avoir,19
été,être,12
seulement,seulement,60
ébranlée,ébranler,12
sur,sur,81
ses,son,73
gonds,gond,21
par,par,81
le,le,71
vent,vent,21
",",",",p
afin,afin,81
d',de,81
appeler,appeler,14
peu,peu,60
à,à,81
peu,peu,60
l',le,71
attention,attention,22
de,de,81
Graziella,Graziella,20
et,et,82
pour,pour,81
que,que,83
le,le,71
son,son,21
soudain,soudain,30
et,et,82
inattendu,inattendu,30
d',de,81
une,un,71
voix,voix,22
humaine,humain,30
ne,ne,60
la,le,52
tuât,tuer,18
pas,pas,60
en,en,81
l',le,52
appelant,appeler,13
/.,/.,P
la,le,71
respiration,respiration,22
s',se,51
arrêta,arrêter,19
/.,/.,P
j',je,51
appelai,appeler,19
alors,alors,60
Graziella,Graziella,20
",",",",p
à,à,81
demi-voix,demi-voix,22
et,et,82
avec,avec,81
l',le,71
accent,accent,21
le,le,71
plus,plus,60
calme,calme,30
et,et,82
le,le,71
plus,plus,60
tendre,tendre,30
que,que,83
je,je,51
pus,pouvoir,19
trouver,trouver,14
dans,dans,81
mon,mon,73
coeur,coeur,21
/.,/.,P
un,un,71
faible,faible,30
cri,cri,21
me,je,51
répondit,répondre,19
du,de,81
du,le,71
fond,fond,21
de,de,81
la,le,71
maison,maison,22
/.,/.,P
j',je,51
appelai,appeler,19
de,de,81
nouveau,nouveau,21
en,en,81
la,le,52
conjurant,conjurer,13
d',de,81
ouvrir,ouvrir,14
à,à,81
son,son,73
ami,ami,21
",",",",p
à,à,81
son,son,73
frère,frère,21
qui,qui,52
venait,venir,18
seul,seul,30
",",",",p
la,le,71
nuit,nuit,22
",",",",p
à,à,81
travers,travers,21
la,le,71
tempête,tempête,22
et,et,82
guidé,guidé,31
par,par,81
son,son,73
bon,bon,30
ange,ange,21
",",",",p
la,le,52
chercher,chercher,14
la,le,52
découvrir,découvrir,14
",",",",p
l',le,52
arracher,arracher,14
à,à,81
son,son,73
désespoir,désespoir,21
lui,lui,51
apporter,apporter,14
le,le,71
pardon,pardon,21
de,de,81
sa,son,73
famille,famille,22
",",",",p
le,le,71
sien,sien,52
",",",",p
et,et,82
la,le,52
ramener,ramener,14
à,à,81
son,son,73
devoir,devoir,21
à,à,81
son,son,73
bonheur,bonheur,21
à,à,81
sa,son,73
pauvre,pauvre,30
grand-mère,grand-mère,22
",",",",p
à,à,81
ses,son,73
chers,cher,30
petits,petit,30
enfants,enfant,21
/!,/!,P
“,“,p
dieu,dieu,21
!,!,p
c',ce,52
est,être,17
lui,lui,51
!,!,p
c',ce,52
est,être,17
mon,mon,73
nom,nom,21
!,!,p
c',ce,52
est,être,17
sa,son,73
voix,voix,22
!,!,p
“,“,p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
sourdement,sourdement,60
/.,/.,P
je,je,51
l',le,52
appelai,appeler,19
plus,plus,60
tendrement,tendrement,60
Graziellina,Graziellina,20
",",",",p
de,de,81
ce,ce,74
nom,nom,21
de,de,81
caresse,caresse,22
que,que,52
je,je,51
lui,lui,51
donnais,donner,18
quelquefois,quelquefois,60
quand,quand,83
nous,nous,51
badinions,badiner,18
ensemble,ensemble,60
/.,/.,P
“,“,p
oh,oh,93
!,!,p
c',ce,52
est,être,17
bien,bien,60
lui,lui,51
",",",",p
dit,dire,19
elle,il,51
/.,/.,P
je,je,51
ne,ne,60
me,je,51
trompe,tromper,17
pas,pas,60
",",",",p
mon,mon,73
dieu,dieu,21
!,!,p
c',ce,52
est,être,17
lui,lui,51
/!,/!,P
“,“,p
je,je,51
l',le,52
entendis,entendre,19
se,se,51
soulever,soulever,14
sur,sur,81
les,le,71
feuilles,feuille,22
sèches,sec,30
qui,qui,52
bruissaient,bruire,18
à,à,81
chacun,chacun,52
de,de,81
ses,son,73
mouvements,mouvement,21
",",",",p
faire,faire,14
un,un,71
pas,pas,21
pour,pour,81
venir,venir,14
m',je,51
ouvrir,ouvrir,14
puis,puis,60
retomber,retomber,14
de,de,81
faiblesse,faiblesse,22
ou,ou,82
d',de,81
émotion,émotion,22
sans,sans,81
pouvoir,pouvoir,14
aller,aller,14
plus,plus,60
avant,avant,81
/.,/.,P
<XVIII>,<>,<>
je,je,51
n',ne,60
hésitai,hésiter,19
plus,plus,60
;,;,p
je,je,51
donnai,donner,19
un,un,71
coup,coup,21
d',de,81
épaule,épaule,22
de,de,81
toutes,tout,75
les,le,71
forces,force,22
de,de,81
mon,mon,73
impatience,impatience,22
et,et,82
de,de,81
mon,mon,73
inquiétude,inquiétude,22
à,à,81
la,le,71
vieille,vieux,30
porte,porte,22
",",",",p
la,le,71
serrure,serrure,22
céda,céder,19
et,et,82
se,se,51
détacha,détacher,19
sous,sous,81
l',le,71
effort,effort,21
",",",",p
et,et,82
je,je,51
me,je,51
précipitai,précipiter,19
dans,dans,81
la,le,71
maison,maison,22
/.,/.,P
la,le,71
petite,petit,30
lampe,lampe,22
rallumée,rallumé,31
devant,devant,81
la,le,71
Madone,Madone,20
par,par,81
Graziella,Graziella,20
l',le,52
éclairait,éclairer,18
d',de,81
une,un,71
faible,faible,30
lueur,lueur,22
/.,/.,P
je,je,51
courus,courir,19
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
seconde,second,72
chambre,chambre,22
où,où,60
j',je,51
avais,avoir,18
entendu,entendre,12
sa,son,73
voix,voix,22
et,et,82
sa,son,73
chute,chute,22
",",",",p
et,et,82
où,où,60
je,je,51
la,le,52
croyais,croire,18
évanouie,évanoui,31
/.,/.,P
elle,il,51
ne,ne,60
l',le,52
était,être,18
pas,pas,60
/.,/.,P
seulement,seulement,60
sa,son,73
faiblesse,faiblesse,22
avait,avoir,18
trahi,trahir,12
son,son,73
effort,effort,21
;,;,p
elle,il,51
était,être,18
retombée,retomber,12
sur,sur,81
le,le,71
tas,tas,21
de,de,81
bruyère,bruyère,22
sèche,sec,30
qui,qui,52
lui,lui,51
servait,servir,18
de,de,81
lit,lit,21
",",",",p
et,et,82
joignait,joindre,18
ses,son,73
mains,main,22
en,en,81
me,je,51
regardant,regarder,13
/.,/.,P
ses,son,73
yeux,oeil,21
animés,animé,31
par,par,81
la,le,71
fièvre,fièvre,22
",",",",p
ouverts,ouvert,31
par,par,81
l',le,71
étonnement,étonnement,21
et,et,82
alanguis,alangui,31
par,par,81
l',le,71
amour,amour,21
brillaient,briller,18
fixes,fixe,30
comme,comme,83
deux,deux,72
étoiles,étoile,22
dont,dont,52
les,le,71
lueurs,lueur,22
tombent,tomber,17
du,de,81
du,le,71
ciel,ciel,21
",",",",p
et,et,82
qui,qui,52
semblent,sembler,17
vous,vous,51
regarder,regarder,14
/.,/.,P
sa,son,73
tête,tête,22
",",",",p
qu',que,52
elle,il,51
cherchait,chercher,18
à,à,81
relever,relever,14
retombait,retomber,18
de,de,81
faiblesse,faiblesse,22
sur,sur,81
les,le,71
feuilles,feuille,22
",",",",p
renversée,renversé,31
en,en,81
arrière,arrière,21
et,et,82
comme,comme,83
si,si,83
le,le,71
cou,cou,21
était,être,18
brisé,briser,12
/.,/.,P
elle,il,51
était,être,18
pâle,pâle,30
comme,comme,83
l',le,71
agonie,agonie,22
",",",",p
excepté,excepté,81
sur,sur,81
les,le,71
pommettes,pommette,22
des,de,81
des,le,71
joues,joue,22
teintes,teint,31
de,de,81
quelques,quelque,75
vives,vif,30
roses,rose,22
/.,/.,P
sa,son,73
belle,beau,30
peau,peau,22
était,être,18
marbrée,marbrer,12
de,de,81
taches,tache,22
de,de,81
larmes,larme,22
et,et,82
de,de,81
la,le,71
poussière,poussière,22
qui,qui,52
s',se,51
y,y,52
était,être,18
attachée,attacher,12
/.,/.,P
son,son,73
vêtement,vêtement,21
noir,noir,30
se,se,51
confondait,confondre,18
avec,avec,81
la,le,71
couleur,couleur,22
brune,brun,30
des,de,81
des,le,71
feuilles,feuille,22
répandues,répandu,31
à,à,81
terre,terre,22
et,et,82
sur,sur,81
lesquelles,lequel,52
elle,il,51
était,être,18
couchée,coucher,12
/.,/.,P
ses,son,73
pieds,pied,21
nus,nu,30
",",",",p
blancs,blanc,30
comme,comme,83
le,le,71
marbre,marbre,21
",",",",p
dépassaient,dépasser,18
de,de,81
toute,tout,75
leur,leur,73
longueur,longueur,22
le,le,71
tas,tas,21
de,de,81
fougères,fougère,22
et,et,82
reposaient,reposer,18
sur,sur,81
la,le,71
pierre,pierre,22
/.,/.,P
des,de,81
des,le,71
frissons,frisson,21
couraient,courir,18
sur,sur,81
tous,tout,75
ses,son,73
membres,membre,21
et,et,82
faisaient,faire,18
claquer,claquer,14
ses,son,73
dents,dent,22
comme,comme,83
des,de,81
des,le,71
castagnettes,castagnettes,22
dans,dans,81
une,un,71
main,main,22
d',de,81
enfant,enfant,21
/.,/.,P
le,le,71
mouchoir,mouchoir,21
rouge,rouge,30
qui,qui,52
enveloppait,envelopper,18
ordinairement,ordinairement,60
les,le,71
longues,long,30
tresses,tresse,22
noires,noir,30
de,de,81
ses,son,73
beaux,beau,30
cheveux,cheveu,21
était,être,18
détaché,détacher,12
et,et,82
étendu,étendre,12
comme,comme,83
un,un,71
demi-voile,demi-voile,21
sur,sur,81
son,son,73
front,front,21
jusqu',jusque,81
au,à,81
au,le,71
bord,bord,21
de,de,81
ses,son,73
yeux,oeil,21
/.,/.,P
on,on,51
voyait,voir,18
qu',que,83
elle,il,51
s',se,51
en,en,52
était,être,18
servie,servir,12
pour,pour,81
ensevelir,ensevelir,14
son,son,73
visage,visage,21
et,et,82
ses,son,73
larmes,larme,22
dans,dans,81
l',le,71
ombre,ombre,22
comme,comme,83
dans,dans,81
l',le,71
immobilité,immobilité,22
anticipée,anticipé,31
d',de,81
un,un,71
linceul,linceul,21
",",",",p
et,et,82
qu',que,52
elle,il,51
ne,ne,60
l',le,52
avait,avoir,18
relevé,relever,12
qu',que,83
en,en,81
entendant,entendre,13
ma,mon,73
voix,voix,22
et,et,82
en,en,81
se,se,51
plaçant,placer,13
sur,sur,81
son,son,73
séant,séant,21
pour,pour,81
venir,venir,14
m',je,51
ouvrir,ouvrir,14
/.,/.,P
<XIX>,<>,<>
je,je,51
me,je,51
jetai,jeter,19
à,à,81
genoux,genou,21
à,à,81
côté,côté,21
de,de,81
la,le,71
bruyère,bruyère,22
;,;,p
je,je,51
pris,prendre,19
ses,son,73
deux,deux,72
mains,main,22
glacées,glacé,31
dans,dans,81
les,le,71
miennes,mien,52
;,;,p
je,je,51
les,le,52
portai,porter,19
à,à,81
mes,mon,73
lèvres,lèvre,22
pour,pour,81
les,le,52
réchauffer,réchauffer,14
sous,sous,81
mon,mon,73
haleine,haleine,22
;,;,p
quelques,quelque,75
larmes,larme,22
de,de,81
mes,mon,73
yeux,oeil,21
y,y,52
tombèrent,tomber,19
/.,/.,P
je,je,51
compris,comprendre,19
",",",",p
au,à,81
au,le,71
serrement,serrement,21
convulsif,convulsif,30
de,de,81
ses,son,73
doigts,doigt,21
",",",",p
qu',que,83
elle,il,51
avait,avoir,18
senti,sentir,12
cette,ce,74
pluie,pluie,22
du,de,81
du,le,71
coeur,coeur,21
et,et,82
qu',que,83
elle,il,51
m',je,51
en,en,52
remerciait,remercier,18
/.,/.,P
j',je,51
ôtai,ôter,19
ma,mon,73
capote,capote,22
de,de,81
marin,marin,21
/.,/.,P
je,je,51
la,le,52
jetai,jeter,19
sur,sur,81
ses,son,73
pieds,pied,21
nus,nu,30
/.,/.,P
je,je,51
les,le,52
enveloppai,envelopper,19
dans,dans,81
les,le,71
plis,pli,21
de,de,81
la,le,71
laine,laine,22
/.,/.,P
elle,il,51
me,je,51
laissait,laisser,18
faire,faire,14
en,en,81
me,je,51
suivant,suivre,13
seulement,seulement,60
des,de,81
des,le,71
yeux,oeil,21
avec,avec,81
une,un,71
expression,expression,22
d',de,81
heureux,heureux,30
délire,délire,21
",",",",p
mais,mais,82
sans,sans,81
pouvoir,pouvoir,14
encore,encore,60
s',se,51
aider,aider,14
elle-même,lui-même,51
d',de,81
aucun,aucun,75
mouvement,mouvement,21
",",",",p
comme,comme,83
un,un,71
enfant,enfant,21
qui,qui,52
se,se,51
laisse,laisser,17
emmailloter,emmailloter,14
et,et,82
retourner,retourner,14
dans,dans,81
son,son,73
berceau,berceau,21
/.,/.,P
je,je,51
jetai,jeter,19
ensuite,ensuite,60
deux,deux,72
ou,ou,82
trois,trois,72
fagots,fagot,21
de,de,81
bruyère,bruyère,22
dans,dans,81
le,le,71
foyer,foyer,21
de,de,81
la,le,71
première,premier,72
chambre,chambre,22
pour,pour,81
réchauffer,réchauffer,14
un,un,71
peu,peu,60
l',le,71
air,air,21
/.,/.,P
je,je,51
les,le,52
allumai,allumer,19
à,à,81
la,le,71
flamme,flamme,22
de,de,81
la,le,71
lampe,lampe,22
",",",",p
et,et,82
je,je,51
revins,revenir,19
m',je,51
asseoir,asseoir,14
à,à,81
terre,terre,22
à,à,81
côté,côté,21
du,de,81
du,le,71
lit,lit,21
de,de,81
feuilles,feuille,22
/.,/.,P
“,“,p
que,que,52
je,je,51
me,je,51
sens,sentir,17
bien,bien,60
!,!,p
“,“,p
me,je,51
dit,dire,19
elle,il,51
en,en,81
parlant,parler,13
tout,tout,60
bas,bas,60
",",",",p
d',de,81
un,un,71
ton,ton,21
doux,doux,30
",",",",p
égal,égal,30
et,et,82
monotone,monotone,30
",",",",p
comme,comme,83
si,si,83
sa,son,73
poitrine,poitrine,22
eût,avoir,19
perdu,perdre,12
à,à,81
la,le,71
fois,fois,22
toute,tout,75
vibration,vibration,22
et,et,82
tout,tout,75
accent,accent,21
et,et,82
n',ne,60
eût,avoir,19
plus,plus,60
conservé,conserver,12
qu',que,83
une,un,71
seule,seul,30
note,note,22
dans,dans,81
la,le,71
voix,voix,22
/.,/.,P
“,“,p
j',je,51
ai,avoir,17
voulu,vouloir,12
en,en,81
vain,vain,30
me,je,51
le,le,52
cacher,cacher,14
à,à,81
moi-même,moi-même,51
",",",",p
j',je,51
ai,avoir,17
voulu,vouloir,12
en,en,81
vain,vain,30
te,tu,51
le,le,52
cacher,cacher,14
toujours,toujours,60
",",",",p
à,à,81
toi,toi,51
/.,/.,P
je,je,51
peux,pouvoir,17
mourir,mourir,14
mais,mais,82
je,je,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
aimer,aimer,14
un,un,71
autre,autre,52
que,que,83
toi,toi,51
/.,/.,P
ils,ils,51
ont,avoir,17
voulu,vouloir,12
me,je,51
donner,donner,14
un,un,71
fiancé,fiancé,21
",",",",p
c',ce,52
est,être,17
toi,toi,51
qui,qui,52
es,être,17
le,le,71
fiancé,fiancé,21
de,de,81
mon,mon,73
âme,âme,22
/!,/!,P
je,je,51
ne,ne,60
me,je,51
donnerai,donner,15
pas,pas,60
à,à,81
un,un,71
autre,autre,52
sur,sur,81
la,le,71
terre,terre,22
",",",",p
car,car,82
je,je,51
me,je,51
suis,être,17
donnée,donner,12
en,en,81
secret,secret,21
à,à,81
toi,toi,51
/!,/!,P
toi,toi,51
sur,sur,81
la,le,71
terre,terre,22
",",",",p
ou,ou,82
dieu,dieu,21
dans,dans,81
le,le,71
ciel,ciel,21
!,!,p
c',ce,52
est,être,17
le,le,71
voeu,voeu,21
que,que,52
j',je,51
ai,avoir,17
fait,faire,12
le,le,71
premier,premier,72
jour,jour,21
où,où,60
j',je,51
ai,avoir,17
compris,comprendre,12
que,que,83
mon,mon,73
coeur,coeur,21
était,être,18
malade,malade,30
de,de,81
toi,toi,51
/.,/.,P
je,je,51
sais,savoir,17
bien,bien,60
que,que,83
je,je,51
ne,ne,60
suis,être,17
qu',que,83
une,un,71
pauvre,pauvre,30
fille,fille,22
indigne,indigne,30
de,de,81
toucher,toucher,14
seulement,seulement,60
tes,ton,73
pieds,pied,21
par,par,81
sa,son,73
pensée,pensée,22
/.,/.,P
aussi,aussi,60
je,je,51
ne,ne,60
t',tu,51
ai,avoir,17
jamais,jamais,60
demandé,demander,12
de,de,81
m',je,51
aimer,aimer,14
/.,/.,P
je,je,51
ne,ne,60
te,tu,51
demanderai,demander,15
jamais,jamais,60
si,si,83
tu,tu,51
m',je,51
aimes,aimer,17
/.,/.,P
mais,mais,82
moi,moi,51
",",",",p
je,je,51
t',tu,51
aime,aimer,17
",",",",p
je,je,51
t',tu,51
aime,aimer,17
",",",",p
je,je,51
t',tu,51
aime,aimer,17
/!,/!,P
“,“,p
et,et,82
elle,il,51
semblait,sembler,18
concentrer,concentrer,14
toute,tout,75
son,son,73
âme,âme,22
dans,dans,81
ces,ce,74
trois,trois,72
mots,mot,21
/.,/.,P
“,“,p
et,et,82
maintenant,maintenant,60
",",",",p
méprise,mépriser,17
moi,moi,51
",",",",p
raille,railler,17
moi,moi,51
",",",",p
foule,fouler,17
moi,moi,51
aux,à,81
aux,le,71
pieds,pied,21
/!,/!,P
moque,moquer,17
toi,toi,51
de,de,81
moi,moi,51
",",",",p
si,si,83
tu,tu,51
veux,vouloir,17
",",",",p
comme,comme,83
d',de,81
une,un,71
folle,folle,22
qui,qui,52
rêve,rêver,17
qu',que,83
elle,il,51
est,être,17
reine,reine,22
dans,dans,81
ses,son,73
haillons,haillon,21
/.,/.,P
livre,livrer,17
moi,moi,51
à,à,81
la,le,71
risée,risée,22
de,de,81
tout,tout,75
le,le,71
monde,monde,21
/!,/!,P
oui,oui,60
",",",",p
je,je,51
leur,leur,52
dirai,dire,15
moi-même,moi-même,51
:,:,p
“,“,p
oui,oui,60
",",",",p
je,je,51
l',le,52
aime,aimer,17
!,!,p
et,et,82
si,si,83
vous,vous,51
aviez,avoir,18
été,être,12
à,à,81
ma,mon,73
place,place,22
",",",",p
vous,vous,51
auriez,avoir,16
fait,faire,12
comme,comme,83
moi,moi,51
",",",",p
vous,vous,51
seriez,être,16
mortes,mourir,12
ou,ou,82
vous,vous,51
l',le,52
auriez,avoir,16
aimé,aimer,12
/!,/!,P
“,“,p
<XX>,<>,<>
je,je,51
tenais,tenir,18
les,le,71
yeux,oeil,21
baissés,baissé,31
",",",",p
n',ne,60
osant,oser,13
les,le,52
relever,relever,14
sur,sur,81
elle,il,51
",",",",p
de,de,81
peur,peur,22
que,que,83
mon,mon,73
regard,regard,21
ne,ne,60
lui,lui,51
en,en,52
dît,dire,18
trop,trop,60
ou,ou,82
trop,trop,60
peu,peu,60
pour,pour,81
tant,tant,60
de,de,81
délire,délire,21
/.,/.,P
cependant,cependant,82
je,je,51
relevai,relever,19
",",",",p
à,à,81
ces,ce,74
mots,mot,21
",",",",p
mon,mon,73
front,front,21
collé,collé,31
sur,sur,81
ses,son,73
mains,main,22
",",",",p
et,et,82
je,je,51
balbutiai,balbutier,19
quelques,quelque,75
paroles,parole,22
/.,/.,P
elle,il,51
me,je,51
mit,mettre,19
le,le,71
doigt,doigt,21
sur,sur,81
les,le,71
lèvres,lèvre,22
/.,/.,P
“,“,p
laisse,laisser,17
moi,moi,51
tout,tout,52
dire,dire,14
:,:,p
maintenant,maintenant,60
je,je,51
suis,être,17
contente,content,30
;,;,p
je,je,51
n',ne,60
ai,avoir,17
plus,plus,60
de,de,81
doute,doute,21
",",",",p
dieu,dieu,21
s',se,51
est,être,17
expliqué,expliquer,12
/.,/.,P
écoute,écouter,17
:,:,p
“,“,p
hier,hier,60
quand,quand,83
je,je,51
me,je,51
suis,être,17
sauvée,sauver,12
de,de,81
la,le,71
maison,maison,22
après,après,81
avoir,avoir,14
passé,passer,12
toute,tout,75
la,le,71
nuit,nuit,22
à,à,81
combattre,combattre,14
et,et,82
à,à,81
pleurer,pleurer,14
à,à,81
ta,ton,73
porte,porte,22
;,;,p
quand,quand,83
je,je,51
suis,être,17
arrivée,arriver,12
ici,ici,60
à,à,81
travers,travers,21
la,le,71
tempête,tempête,22
",",",",p
j',je,51
y,y,52
suis,être,17
venue,venu,31
croyant,croire,13
ne,ne,60
plus,plus,60
te,tu,51
revoir,revoir,14
jamais,jamais,60
",",",",p
et,et,82
comme,comme,83
une,un,71
morte,morte,22
qui,qui,52
marcherait,marcher,16
d',de,81
elle-même,lui-même,51
à,à,81
la,le,71
tombe,tombe,22
/.,/.,P
je,je,51
devais,devoir,18
me,je,51
faire,faire,14
religieuse,religieuse,22
demain,demain,60
",",",",p
aussitôt,aussitôt,60
le,le,71
jour,jour,21
venu,venu,31
/.,/.,P
quand,quand,83
je,je,51
suis,être,17
arrivée,arriver,12
la,le,71
nuit,nuit,22
à,à,81
l',le,71
île,île,22
et,et,82
que,que,83
je,je,51
suis,suivre,17
allée,allée,22
frapper,frapper,14
au,à,81
au,le,71
monastère,monastère,21
",",",",p
il,il,51
était,être,18
trop,trop,60
tard,tard,60
",",",",p
la,le,71
porte,porte,22
était,être,18
fermée,fermer,12
/.,/.,P
on,on,51
a,avoir,17
refusé,refuser,12
de,de,81
m',je,51
ouvrir,ouvrir,14
/.,/.,P
je,je,51
suis,être,17
venue,venir,12
ici,ici,60
pour,pour,81
passer,passer,14
la,le,71
nuit,nuit,22
et,et,82
baiser,baiser,14
les,le,71
murs,mur,21
de,de,81
la,le,71
maison,maison,22
de,de,81
mon,mon,73
père,père,21
avant,avant,81
d',de,81
entrer,entrer,14
dans,dans,81
la,le,71
maison,maison,22
de,de,81
dieu,dieu,21
et,et,82
dans,dans,81
le,le,71
tombeau,tombeau,21
de,de,81
mon,mon,73
coeur,coeur,21
/.,/.,P
j',je,51
ai,avoir,17
écrit,écrire,12
par,par,81
un,un,71
enfant,enfant,21
à,à,81
une,un,71
amie,amie,22
de,de,81
venir,venir,14
me,je,51
chercher,chercher,14
demain,demain,60
/.,/.,P
j',je,51
ai,avoir,17
pris,prendre,12
la,le,71
clef,clé,22
/.,/.,P
j',je,51
ai,avoir,17
allumé,allumer,12
la,le,71
lampe,lampe,22
devant,devant,81
la,le,71
Madone,Madone,20
/.,/.,P
je,je,51
me,je,51
suis,être,17
mise,mettre,12
à,à,81
genoux,genou,21
et,et,82
j',je,51
ai,avoir,17
fait,faire,12
un,un,71
voeu,voeu,21
",",",",p
un,un,71
dernier,dernier,30
voeu,voeu,21
",",",",p
un,un,71
voeu,voeu,21
d',de,81
espérance,espérance,22
jusque,jusque,81
dans,dans,81
le,le,71
désespoir,désespoir,21
/.,/.,P
car,car,82
tu,tu,51
sauras,savoir,15
",",",",p
si,si,83
jamais,jamais,60
tu,tu,51
aimes,aimer,17
",",",",p
qu',que,83
il,il,51
reste,rester,17
toujours,toujours,60
une,un,71
dernière,dernier,30
lueur,lueur,22
de,de,81
feu,feu,21
au,à,81
au,le,71
fond,fond,21
de,de,81
l',le,71
âme,âme,22
",",",",p
même,même,60
quand,quand,83
on,on,51
croit,croire,17
que,que,83
tout,tout,52
est,être,17
éteint,éteindre,12
/.,/.,P
“,“,p
sainte,saint,30
protectrice,protectrice,22
",",",",p
lui,lui,51
ai,avoir,17
je,je,51
dit,dire,12
",",",",p
envoyez,envoyer,17
moi,moi,51
un,un,71
signe,signe,21
de,de,81
ma,mon,73
vocation,vocation,22
pour,pour,81
m',je,51
assurer,assurer,14
que,que,83
l',le,71
amour,amour,21
ne,ne,60
me,je,51
trompe,tromper,17
pas,pas,60
et,et,82
que,que,83
je,je,51
donne,donner,17
véritablement,véritablement,60
à,à,81
dieu,dieu,21
une,un,71
vie,vie,22
qui,qui,52
ne,ne,60
doit,devoir,17
appartenir,appartenir,14
qu',que,83
à,à,81
lui,lui,51
seul,seul,30
/!,/!,P
“,“,p
voici,voici,81
ma,mon,73
dernière,dernier,30
nuit,nuit,22
commencée,commencé,31
parmi,parmi,81
les,le,71
vivants,vivant,21
/.,/.,P
nul,nul,52
ne,ne,60
sait,savoir,17
où,où,60
je,je,51
la,le,52
passe,passer,17
/.,/.,P
demain,demain,60
peut-être,peut-être,60
on,on,51
viendra,venir,15
me,je,51
chercher,chercher,14
ici,ici,60
quand,quand,83
je,je,51
n',ne,60
y,y,52
serai,être,16
déjà,déjà,60
plus,plus,60
/.,/.,P
si,si,83
c',ce,52
est,être,17
l',le,71
amie,amie,22
que,que,52
j',je,51
ai,avoir,17
envoyé,envoyer,12
avertir,avertir,14
qui,qui,52
vient,venir,17
la,le,71
première,premier,72
",",",",p
ce,ce,52
sera,être,15
signe,signe,21
que,que,83
je,je,51
dois,devoir,17
accomplir,accomplir,14
mon,mon,73
dessein,dessein,21
",",",",p
et,et,82
je,je,51
la,le,52
suivrai,suivre,15
pour,pour,81
jamais,jamais,60
au,à,81
au,le,71
monastère,monastère,21
/.,/.,P
“,“,p
mais,mais,82
si,si,83
c',ce,52
était,être,18
lui,lui,51
qui,qui,52
parût,paraître,18
avant,avant,81
elle,il,51
!,!,p
…,…,p
lui,lui,51
",",",",p
qui,qui,52
vînt,venir,18
",",",",p
guidé,guidé,31
par,par,81
mon,mon,73
ange,ange,21
",",",",p
me,je,51
découvrir,découvrir,14
et,et,82
m',je,51
