11681
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-septième extrait>,<>,<>
ne,ne,60
sera,être,15
pas,pas,60
improper,improper,92
en,en,81
faisant,faire,13
le,le,71
diable,diable,21
à,à,81
trois,trois,72
dans,dans,81
sa,son,73
chambre,chambre,22
à,à,81
coucher,coucher,14
",",",",p
et,et,82
se,se,51
regardera,regarder,15
comme,comme,83
perdue,perdu,31
si,si,83
elle,il,51
reçoit,recevoir,17
un,un,71
ami,ami,21
dans,dans,81
cette,ce,74
même,même,75
chambre,chambre,22
/.,/.,P
grâce,grâce,22
à,à,81
l',le,71
improper,improper,92
",",",",p
on,on,51
trouvera,trouver,15
quelque,quelque,75
jour,jour,21
Londres,Londres,20
et,et,82
ses,son,73
habitants,habitant,21
pétrifiés,pétrifié,31
/.,/.,P
-,-,p
quand,quand,83
on,on,51
pense,penser,17
qu',que,83
il,il,51
est,être,17
en,en,81
France,France,20
des,de,81
des,le,71
niais,niais,21
qui,qui,52
veulent,vouloir,17
y,y,52
importer,importer,14
les,le,71
solennelles,solennel,30
bêtises,bêtise,22
que,que,52
les,le,71
Anglais,Anglais,20
font,faire,17
chez,chez,81
eux,ils,51
avec,avec,81
ce,ce,74
beau,beau,30
sang-froid,sang-froid,21
que,que,52
vous,vous,51
leur,leur,52
connaissez,connaître,17
",",",",p
dit,dire,19
Blondet,Blondet,20
",",",",p
il,il,51
y,y,52
a,avoir,17
de,de,81
quoi,quoi,52
faire,faire,14
frémir,frémir,14
quiconque,quiconque,52
a,avoir,17
vu,voir,12
l',le,71
Angleterre,Angleterre,20
et,et,82
se,se,51
souvient,souvenir,17
des,de,81
des,le,71
gracieuses,gracieux,30
et,et,82
charmantes,charmant,30
moeurs,moeurs,22
françaises,français,30
/.,/.,P
dans,dans,81
les,le,71
derniers,dernier,30
temps,temps,21
",",",",p
Walter,Walter,20
Scott,Scott,20
",",",",p
qui,qui,52
n',ne,60
a,avoir,17
pas,pas,60
osé,oser,12
peindre,peindre,14
les,le,71
femmes,femme,22
comme,comme,83
elles,ils,51
sont,être,17
de,de,81
peur,peur,22
d',de,81
être,être,14
improper,improper,92
",",",",p
se,se,51
repentait,repentir,18
d',de,81
avoir,avoir,14
fait,faire,12
la,le,71
belle,beau,30
figure,figure,22
d',de,81
Effie,Effie,20
dans,dans,81
la,le,71
prison,prison,22
d',de,81
Edimbourg,Edimbourg,20
/.,/.,P
-,-,p
veux,vouloir,17
tu,tu,51
ne,ne,60
pas,pas,60
être,être,14
improper,improper,92
en,en,81
Angleterre,Angleterre,20
?,?,p
dit,dire,19
Bixiou,Bixiou,20
à,à,81
Finot,Finot,20
/.,/.,P
-,-,p
hé,hé,93
!,!,p
bien,bien,60
?,?,p
dit,dire,19
Finot,Finot,20
/.,/.,P
-,-,p
va,aller,17
voir,voir,14
aux,à,81
aux,le,71
Tuileries,Tuileries,20
une,un,71
espèce,espèce,22
de,de,81
pompier,pompier,21
en,en,81
marbre,marbre,21
intitulé,intitulé,31
Thémistocle,Thémistocle,20
par,par,81
le,le,71
statuaire,statuaire,21
",",",",p
et,et,82
tâche,tâcher,17
de,de,81
marcher,marcher,14
comme,comme,83
la,le,71
statue,statue,22
du,de,81
du,le,71
commandeur,commandeur,21
",",",",p
tu,tu,51
ne,ne,60
seras,être,15
jamais,jamais,60
improper,improper,92
/.,/.,P
c',ce,52
est,être,17
par,par,81
une,un,71
application,application,22
rigoureuse,rigoureux,30
de,de,81
la,le,71
grande,grand,30
loi,loi,22
de,de,81
l',le,71
improper,improper,92
que,que,83
le,le,71
bonheur,bonheur,21
de,de,81
Godefroid,Godefroid,20
se,se,51
compléta,compléter,19
/.,/.,P
voici,voici,81
l',le,71
histoire,histoire,22
/.,/.,P
il,il,51
avait,avoir,18
un,un,71
tigre,tigre,21
",",",",p
et,et,82
non,non,60
pas,pas,60
un,un,71
groom,groom,21
",",",",p
comme,comme,83
l',le,52
écrivent,écrire,17
des,de,81
des,le,71
gens,gens,21
qui,qui,52
ne,ne,60
savent,savoir,17
rien,rien,52
du,de,81
du,le,71
monde,monde,21
/.,/.,P
son,son,73
tigre,tigre,21
était,être,18
un,un,71
petit,petit,30
Irlandais,Irlandais,20
",",",",p
nommé,nommé,31
Paddy,Paddy,20
",",",",p
Joby,Joby,20
",",",",p
Toby,Toby,20
(,(,p
à,à,81
volonté,volonté,22
),),p
",",",",p
trois,trois,72
pieds,pied,21
de,de,81
haut,haut,21
",",",",p
vingt,vingt,72
pouces,pouce,21
de,de,81
large,large,21
",",",",p
figure,figure,22
de,de,81
belette,belette,22
",",",",p
des,de,81
des,le,71
nerfs,nerf,21
d',de,81
acier,acier,21
faits,fait,31
au,à,81
au,le,71
gin,gin,21
",",",",p
agile,agile,30
comme,comme,83
un,un,71
écureuil,écureuil,21
",",",",p
menant,mener,13
un,un,71
landau,landau,21
avec,avec,81
une,un,71
habileté,habileté,22
qui,qui,52
ne,ne,60
s',se,51
est,être,17
jamais,jamais,60
trouvée,trouver,12
en,en,81
défaut,défaut,21
ni,ni,82
à,à,81
Londres,Londres,20
ni,ni,82
à,à,81
Paris,Paris,20
",",",",p
un,un,71
oeil,oeil,21
de,de,81
lézard,lézard,21
",",",",p
fin,fin,30
comme,comme,83
le,le,71
mien,mien,52
",",",",p
montant,monter,13
à,à,81
cheval,cheval,21
comme,comme,83
le,le,71
vieux,vieux,30
Franconi,Franconi,20
",",",",p
les,le,71
cheveux,cheveu,21
blonds,blond,30
comme,comme,83
ceux,celui,52
d',de,81
une,un,71
vierge,vierge,22
de,de,81
Rubens,Rubens,20
",",",",p
les,le,71
joues,joue,22
roses,rose,30
",",",",p
dissimulé,dissimulé,31
comme,comme,83
un,un,71
prince,prince,21
",",",",p
instruit,instruit,31
comme,comme,83
un,un,71
avoué,avoué,21
retiré,retiré,31
",",",",p
âgé,âgé,30
de,de,81
dix,dix,72
ans,an,21
",",",",p
enfin,enfin,60
une,un,71
vraie,vrai,30
fleur,fleur,22
de,de,81
perversité,perversité,22
",",",",p
jouant,jouer,13
et,et,82
jurant,jurer,13
",",",",p
aimant,aimer,13
les,le,71
confitures,confiture,22
et,et,82
le,le,71
punch,punch,21
",",",",p
insulteur,insulteur,21
comme,comme,83
un,un,71
feuilleton,feuilleton,21
",",",",p
hardi,hardi,30
et,et,82
chippeur,chippeur,30
comme,comme,83
un,un,71
gamin,gamin,21
de,de,81
Paris,Paris,20
/.,/.,P
il,il,51
était,être,18
l',le,71
honneur,honneur,21
et,et,82
le,le,71
profit,profit,21
d',de,81
un,un,71
célèbre,célèbre,30
lord,lord,21
anglais,anglais,30
",",",",p
auquel,à,81
auquel,lequel,52
il,il,51
avait,avoir,18
déjà,déjà,60
fait,faire,12
gagner,gagner,14
sept,sept,72
cent,cent,72
mille,mille,72
francs,franc,21
aux,à,81
aux,le,71
courses,course,22
/.,/.,P
le,le,71
lord,lord,21
aimait,aimer,18
beaucoup,beaucoup,60
cet,ce,74
enfant,enfant,21
:,:,p
son,son,73
tigre,tigre,21
était,être,18
une,un,71
curiosité,curiosité,22
",",",",p
personne,personne,52
à,à,81
Londres,Londres,20
n',ne,60
avait,avoir,18
de,de,81
tigre,tigre,21
si,si,60
petit,petit,30
/.,/.,P
sur,sur,81
un,un,71
cheval,cheval,21
de,de,81
course,course,22
",",",",p
Joby,Joby,20
avait,avoir,18
l',le,71
air,air,21
d',de,81
un,un,71
faucon,faucon,21
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
le,le,71
lord,lord,21
renvoya,renvoyer,19
Toby,Toby,20
",",",",p
non,non,60
pour,pour,81
gourmandise,gourmandise,22
",",",",p
ni,ni,82
pour,pour,81
vol,vol,21
",",",",p
ni,ni,82
pour,pour,81
meurtre,meurtre,21
",",",",p
ni,ni,82
pour,pour,81
criminelle,criminel,30
conversation,conversation,22
",",",",p
ni,ni,82
pour,pour,81
défaut,défaut,21
de,de,81
tenue,tenue,22
",",",",p
pour,pour,81
insolence,insolence,22
envers,envers,81
milady,milady,22
",",",",p
non,non,60
pour,pour,81
avoir,avoir,14
troué,trouer,12
les,le,71
poches,poche,22
de,de,81
la,le,71
première,premier,72
femme,femme,22
de,de,81
milady,milady,22
",",",",p
non,non,60
pour,pour,81
s',se,51
être,être,14
laissé,laisser,12
corrompre,corrompre,14
par,par,81
les,le,71
adversaires,adversaire,21
de,de,81
milord,milord,21
aux,à,81
aux,le,71
courses,course,22
",",",",p
non,non,60
pour,pour,81
s',se,51
être,être,14
amusé,amuser,12
le,le,71
dimanche,dimanche,21
",",",",p
enfin,enfin,60
pour,pour,81
aucun,aucun,75
fait,fait,21
reprochable,reprochable,30
/.,/.,P
Toby,Toby,20
eût,avoir,19
fait,faire,12
toutes,tout,75
ces,ce,74
choses,chose,22
",",",",p
il,il,51
aurait,avoir,16
même,même,60
parlé,parler,12
à,à,81
milord,milord,21
sans,sans,81
être,être,14
interrogé,interroger,12
",",",",p
milord,milord,21
lui,lui,51
aurait,avoir,16
encore,encore,60
pardonné,pardonner,12
ce,ce,74
crime,crime,21
domestique,domestique,30
/.,/.,P
milord,milord,21
aurait,avoir,16
supporté,supporter,12
bien,bien,60
des,de,81
des,le,71
choses,chose,22
de,de,81
Toby,Toby,20
",",",",p
tant,tant,60
milord,milord,21
y,y,52
tenait,tenir,18
/.,/.,P
son,son,73
tigre,tigre,21
menait,mener,18
une,un,71
voiture,voiture,22
à,à,81
deux,deux,72
roues,roue,22
et,et,82
à,à,81
deux,deux,72
chevaux,cheval,21
l',le,71
un,un,52
devant,devant,81
l',le,71
autre,autre,52
",",",",p
en,en,81
selle,selle,22
sur,sur,81
le,le,71
second,second,72
",",",",p
les,le,71
jambes,jambe,22
ne,ne,60
dépassant,dépasser,13
pas,pas,60
les,le,71
brancards,brancard,21
",",",",p
ayant,avoir,13
l',le,71
air,air,21
enfin,enfin,60
d',de,81
une,un,52
de,de,81
ces,ce,74
têtes,tête,22
d',de,81
anges,ange,21
que,que,52
les,le,71
peintres,peintre,21
italiens,italien,30
sèment,semer,17
autour,autour,60
du,de,81
du,le,71
père,père,21
éternel,éternel,30
/.,/.,P
un,un,71
journaliste,journaliste,21
anglais,anglais,30
fit,faire,19
une,un,71
délicieuse,délicieux,30
description,description,22
de,de,81
ce,ce,74
petit,petit,30
ange,ange,21
",",",",p
il,il,51
le,le,52
trouva,trouver,19
trop,trop,60
joli,joli,30
pour,pour,81
un,un,71
tigre,tigre,21
",",",",p
il,il,51
offrit,offrir,19
de,de,81
parier,parier,14
que,que,83
Paddy,Paddy,20
était,être,18
une,un,71
tigresse,tigresse,22
apprivoisée,apprivoisé,31
/.,/.,P
la,le,71
description,description,22
menaçait,menacer,18
de,de,81
s',se,51
envenimer,envenimer,14
et,et,82
de,de,81
devenir,devenir,14
improper,improper,92
au,à,81
au,le,71
premier,premier,72
chef,chef,21
/.,/.,P
le,le,71
superlatif,superlatif,21
de,de,81
l',le,71
improper,improper,92
mène,mener,17
à,à,81
la,le,71
potence,potence,22
/.,/.,P
milord,milord,21
fut,être,19
beaucoup,beaucoup,60
loué,louer,12
de,de,81
sa,son,73
circonspection,circonspection,22
par,par,81
milady,milady,22
/.,/.,P
Toby,Toby,20
ne,ne,60
put,pouvoir,19
trouver,trouver,14
de,de,81
place,place,22
nulle,nul,75
part,part,22
",",",",p
après,après,81
s',se,51
être,être,14
vu,voir,12
contester,contester,14
son,son,73
etat,état,21
civil,civil,30
dans,dans,81
la,le,71
zoologie,zoologie,22
britannique,britannique,30
/.,/.,P
en,en,81
ce,ce,74
temps,temps,21
",",",",p
Godefroid,Godefroid,20
florissait,fleurir,18
à,à,81
l',le,71
ambassade,ambassade,22
de,de,81
France,France,20
à,à,81
Londres,Londres,20
",",",",p
où,où,60
il,il,51
apprit,apprendre,19
l',le,71
aventure,aventure,22
de,de,81
Toby,Toby,20
",",",",p
Joby,Joby,20
",",",",p
Paddy,Paddy,20
/.,/.,P
Godefroid,Godefroid,20
s',se,51
empara,emparer,19
du,de,81
du,le,71
tigre,tigre,21
qu',que,52
il,il,51
trouva,trouver,19
pleurant,pleurer,13
auprès,auprès,60
d',de,81
un,un,71
pot,pot,21
de,de,81
confitures,confiture,22
",",",",p
car,car,82
l',le,71
enfant,enfant,21
avait,avoir,18
déjà,déjà,60
perdu,perdre,12
les,le,71
guinées,guinée,22
par,par,81
lesquelles,lequel,52
milord,milord,21
avait,avoir,18
doré,dorer,12
son,son,73
malheur,malheur,21
/.,/.,P
à,à,81
son,son,73
retour,retour,21
",",",",p
Godefroid,Godefroid,20
de,de,81
Beaudenord,Beaudenord,20
importa,importer,19
donc,donc,82
chez,chez,81
nous,nous,51
le,le,71
plus,plus,60
charmant,charmant,30
tigre,tigre,21
de,de,81
l',le,71
Angleterre,Angleterre,20
",",",",p
il,il,51
fut,être,19
connu,connaître,12
par,par,81
son,son,73
tigre,tigre,21
comme,comme,83
Couture,Couture,20
s',se,51
est,être,17
fait,faire,12
remarquer,remarquer,14
par,par,81
ses,son,73
gilets,gilet,21
/.,/.,P
aussi,aussi,60
entra,entrer,19
t,t,94
il,il,51
facilement,facilement,60
dans,dans,81
la,le,71
confédération,confédération,22
du,de,81
du,le,71
club,club,21
dit,dit,31
aujourd'hui,aujourd'hui,60
de,de,81
Grammont,Grammont,20
/.,/.,P
il,il,51
n',ne,60
inquiétait,inquiéter,18
aucune,aucun,75
ambition,ambition,22
après,après,81
avoir,avoir,14
renoncé,renoncer,12
à,à,81
la,le,71
carrière,carrière,22
diplomatique,diplomatique,30
",",",",p
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
un,un,71
esprit,esprit,21
dangereux,dangereux,30
",",",",p
il,il,51
fut,être,19
bien,bien,60
reçu,recevoir,12
de,de,81
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
nous,nous,51
autres,autre,30
",",",",p
nous,nous,51
serions,être,16
offensés,offenser,12
dans,dans,81
notre,notre,73
amour-propre,amour-propre,21
en,en,81
ne,ne,60
rencontrant,rencontrer,13
que,que,83
des,de,81
des,le,71
visages,visage,21
riants,riant,30
/.,/.,P
nous,nous,51
nous,nous,51
plaisons,plaire,17
à,à,81
voir,voir,14
la,le,71
grimace,grimace,22
amère,amer,30
de,de,81
l',le,71
envieux,envieux,21
/.,/.,P
Godefroid,Godefroid,20
n',ne,60
aimait,aimer,18
pas,pas,60
être,être,14
haï,haïr,12
/.,/.,P
à,à,81
chacun,chacun,52
son,son,73
goût,goût,21
/!,/!,P
arrivons,arriver,17
au,à,81
au,le,71
solide,solide,21
",",",",p
à,à,81
la,le,71
vie,vie,22
matérielle,matériel,30
/?,/?,P
son,son,73
appartement,appartement,21
",",",",p
où,où,60
j',je,51
ai,avoir,17
léché,lécher,12
plus,plus,60
d',de,81
un,un,71
déjeuner,déjeuner,21
",",",",p
se,se,51
recommandait,recommander,18
par,par,81
un,un,71
cabinet,cabinet,21
de,de,81
toilette,toilette,22
mystérieux,mystérieux,30
",",",",p
bien,bien,60
orné,orné,31
",",",",p
plein,plein,30
de,de,81
choses,chose,22
confortables,confortable,30
",",",",p
à,à,81
cheminée,cheminée,22
",",",",p
à,à,81
baignoire,baignoire,22
;,;,p
sortie,sortie,22
sur,sur,81
un,un,71
petit,petit,30
escalier,escalier,21
",",",",p
portes,porte,22
battantes,battant,30
assourdies,assourdi,31
",",",",p
serrures,serrure,22
faciles,facile,30
",",",",p
gonds,gond,21
discrets,discret,30
",",",",p
fenêtres,fenêtre,22
à,à,81
carreaux,carreau,21
dépolis,dépoli,31
",",",",p
à,à,81
rideaux,rideau,21
impassibles,impassible,30
/.,/.,P
si,si,83
la,le,71
chambre,chambre,22
offrait,offrir,18
et,et,82
devait,devoir,18
offrir,offrir,14
le,le,71
plus,plus,60
beau,beau,30
désordre,désordre,21
que,que,52
puisse,pouvoir,17
souhaiter,souhaiter,14
le,le,71
peintre,peintre,21
d',de,81
aquarelle,aquarelle,22
le,le,71
plus,plus,60
exigeant,exigeant,30
",",",",p
si,si,83
tout,tout,52
y,y,52
respirait,respirer,18
l',le,71
allure,allure,22
bohémienne,bohémien,30
d',de,81
une,un,71
vie,vie,22
de,de,81
jeune,jeune,30
homme,homme,21
élégant,élégant,30
",",",",p
le,le,71
cabinet,cabinet,21
de,de,81
toilette,toilette,22
était,être,18
comme,comme,83
un,un,71
sanctuaire,sanctuaire,21
:,:,p
blanc,blanc,30
",",",",p
propre,propre,30
",",",",p
rangé,rangé,31
",",",",p
chaud,chaud,30
",",",",p
point,point,60
de,de,81
vent,vent,21
coulis,coulis,21
",",",",p
tapis,tapis,21
fait,fait,31
pour,pour,81
y,y,52
sauter,sauter,14
pieds,pied,21
nus,nu,30
",",",",p
en,en,81
chemise,chemise,22
et,et,82
effrayée,effrayé,31
/.,/.,P
là,là,60
est,être,17
la,le,71
signature,signature,22
du,de,81
du,le,71
garçon,garçon,21
vraiment,vraiment,60
petit-maître,petit-maître,21
et,et,82
sachant,savoir,13
la,le,71
vie,vie,22
!,!,p
car,car,82
là,là,60
",",",",p
pendant,pendant,81
quelques,quelque,75
minutes,minute,22
",",",",p
il,il,51
peut,pouvoir,17
paraître,paraître,14
ou,ou,82
sot,sot,30
ou,ou,82
grand,grand,30
dans,dans,81
les,le,71
petits,petit,30
détails,détail,21
de,de,81
l',le,71
existence,existence,22
qui,qui,52
révèlent,révéler,17
le,le,71
caractère,caractère,21
/.,/.,P
la,le,71
marquise,marquise,22
déjà,déjà,60
citée,cité,31
",",",",p
non,non,60
",",",",p
c',ce,52
est,être,17
la,le,71
marquise,marquise,22
de,de,81
Rochefide,Rochefide,20
",",",",p
est,être,17
sortie,sortir,12
furieuse,furieux,30
d',de,81
un,un,71
cabinet,cabinet,21
de,de,81
toilette,toilette,22
",",",",p
et,et,82
n',ne,60
y,y,52
est,être,17
jamais,jamais,60
revenue,revenir,12
",",",",p
elle,il,51
n',ne,60
y,y,52
avait,avoir,18
rien,rien,52
trouvé,trouver,12
d',de,81
improper,improper,92
/.,/.,P
Godefroid,Godefroid,20
y,y,52
avait,avoir,18
une,un,71
petite,petit,30
armoire,armoire,22
pleine,plein,30
/…,/…,P
de,de,81
camisoles,camisole,22
!,!,p
dit,dire,19
Finot,Finot,20
/.,/.,P
-,-,p
allons,aller,17
",",",",p
te,tu,51
voilà,voilà,81
gros,gros,30
Turcaret,Turcaret,20
!,!,p
(,(,p
je,je,51
ne,ne,60
le,le,52
formerai,former,15
jamais,jamais,60
!,!,p
),),p
mais,mais,82
non,non,60
",",",",p
de,de,81
gâteaux,gâteau,21
",",",",p
de,de,81
fruits,fruit,21
",",",",p
jolis,joli,30
petits,petit,30
flacons,flacon,21
de,de,81
vin,vin,21
de,de,81
Malaga,Malaga,20
",",",",p
de,de,81
Lunel,Lunel,20
",",",",p
un,un,71
en-cas,en-cas,21
à,à,81
la,le,71
Louis XIV,Louis XIV,20
",",",",p
tout,tout,52
ce,ce,52
qui,qui,52
peut,pouvoir,17
amuser,amuser,14
des,de,81
des,le,71
estomacs,estomac,21
délicats,délicat,30
et,et,82
bien,bien,60
appris,appris,31
",",",",p
des,de,81
des,le,71
estomacs,estomac,21
de,de,81
seize,seize,72
quartiers,quartier,21
/.,/.,P
un,un,71
vieux,vieux,30
malicieux,malicieux,30
domestique,domestique,21
",",",",p
très,très,60
fort,fort,30
en,en,81
l',le,71
art,art,21
vétérinaire,vétérinaire,30
",",",",p
servait,servir,18
les,le,71
chevaux,cheval,21
et,et,82
pansait,panser,18
Godefroid,Godefroid,20
",",",",p
car,car,82
il,il,51
avait,avoir,18
été,être,12
à,à,81
feu,feu,21
monsieur,monsieur,21
Beaudenord,Beaudenord,20
",",",",p
et,et,82
portait,porter,18
à,à,81
Godefroid,Godefroid,20
une,un,71
affection,affection,22
invétérée,invétéré,30
",",",",p
cette,ce,74
lèpre,lèpre,22
du,de,81
du,le,71
coeur,coeur,21
que,que,52
les,le,71
Caisses d'Epargne,Caisses d'Epargne,20
ont,avoir,17
fini,finir,12
par,par,81
guérir,guérir,14
chez,chez,81
les,le,71
domestiques,domestique,21
/.,/.,P
tout,tout,75
bonheur,bonheur,21
matériel,matériel,30
repose,reposer,17
sur,sur,81
des,de,81
des,le,71
chiffres,chiffre,21
/.,/.,P
vous,vous,51
",",",",p
à,à,81
qui,qui,52
la,le,71
vie,vie,22
parisienne,parisien,30
est,être,17
connue,connaître,12
jusque,jusque,81
dans,dans,81
ses,son,73
exostoses,exostose,22
",",",",p
vous,vous,51
devinez,deviner,17
qu',que,83
il,il,51
lui,lui,51
fallait,falloir,18
environ,environ,60
dix,dix,72
sept,sept,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
",",",",p
car,car,82
il,il,51
avait,avoir,18
dix,dix,72
sept,sept,72
francs,franc,21
d',de,81
impositions,imposition,22
et,et,82
mille,mille,72
écus,écu,21
de,de,81
fantaisies,fantaisie,22
/.,/.,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
mes,mon,73
chers,cher,30
enfants,enfant,21
",",",",p
le,le,71
jour,jour,21
ou,ou,82
il,il,51
se,se,51
leva,lever,19
majeur,majeur,30
",",",",p
le,le,71
marquis,marquis,21
d',de,81
Aiglemont,Aiglemont,20
lui,lui,51
présenta,présenter,19
des,de,81
des,le,71
comptes,compte,21
de,de,81
tutelle,tutelle,22
",",",",p
comme,comme,83
nous,nous,51
ne,ne,60
serions,être,16
pas,pas,60
capables,capable,30
d',de,81
en,en,52
rendre,rendre,14
à,à,81
nos,notre,73
neveux,neveu,21
",",",",p
et,et,82
lui,lui,51
remit,remettre,19
une,un,71
inscription,inscription,22
de,de,81
dix,dix,72
huit,huit,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
sur,sur,81
le,le,71
grand-livre,grand-livre,21
",",",",p
reste,reste,21
de,de,81
l',le,71
opulence,opulence,22
paternelle,paternel,30
étrillée,étrillé,31
par,par,81
la,le,71
grande,grand,30
réduction,réduction,22
républicaine,républicain,30
",",",",p
et,et,82
grêlée,grêlé,31
par,par,81
les,le,71
arriérés,arriéré,21
de,de,81
l',le,71
Empire,empire,21
/.,/.,P
ce,ce,74
vertueux,vertueux,30
tuteur,tuteur,21
mit,mettre,19
son,son,73
pupille,pupille,21
à,à,81
la,le,71
tête,tête,22
d',de,81
une,un,71
trentaine,trentaine,22
de,de,81
mille,mille,72
francs,franc,21
d',de,81
économies,économie,22
placées,placé,31
dans,dans,81
la,le,71
maison,maison,22
Nucingen,Nucingen,20
",",",",p
en,en,81
lui,lui,51
disant,dire,13
avec,avec,81
toute,tout,75
la,le,71
grâce,grâce,22
d',de,81
un,un,71
grand,grand,30
seigneur,seigneur,21
et,et,82
le,le,71
laissez-aller,laisser-aller,21
d',de,81
un,un,71
soldat,soldat,21
de,de,81
l',le,71
Empire,empire,21
qu',que,83
il,il,51
lui,lui,51
avait,avoir,18
ménagé,ménager,12
cette,ce,74
somme,somme,22
pour,pour,81
ses,son,73
folies,folie,22
de,de,81
jeune,jeune,30
homme,homme,21
/.,/.,P
“,“,p
si,si,83
tu,tu,51
m',je,51
écoutes,écouter,17
",",",",p
Godefroid,Godefroid,20
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
",",",",p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
les,le,52
dépenser,dépenser,14
sottement,sottement,60
comme,comme,83
tant,tant,60
d',de,81
autres,autre,52
",",",",p
fais,faire,17
des,de,81
des,le,71
folies,folie,22
utiles,utile,30
",",",",p
accepte,accepter,17
une,un,71
place,place,22
d',de,81
attaché,attaché,21
d',de,81
ambassade,ambassade,22
à,à,81
Turin,Turin,20
",",",",p
de,de,81
là,là,60
va,aller,17
à,à,81
Naples,Naples,20
",",",",p
de,de,81
Naples,Naples,20
reviens,revenir,17
à,à,81
Londres,Londres,20
",",",",p
et,et,82
pour,pour,81
ton,ton,73
argent,argent,21
tu,tu,51
te,tu,51
seras,être,15
amusé,amuser,12
",",",",p
instruit,instruire,12
/.,/.,P
plus,plus,60
tard,tard,60
",",",",p
si,si,83
tu,tu,51
veux,vouloir,17
prendre,prendre,14
une,un,71
carrière,carrière,22
",",",",p
tu,tu,51
n',ne,60
auras,avoir,15
perdu,perdre,12
ni,ni,82
ton,ton,73
temps,temps,21
ni,ni,82
ton,ton,73
argent,argent,21
/.,/.,P
“,“,p
feu,feu,21
d',de,81
Aiglemont,Aiglemont,20
valait,valoir,18
mieux,mieux,60
que,que,83
sa,son,73
réputation,réputation,22
",",",",p
on,on,51
ne,ne,60
peut,pouvoir,17
pas,pas,60
en,en,52
dire,dire,14
autant,autant,60
de,de,81
nous,nous,51
/.,/.,P
-,-,p
un,un,71
jeune,jeune,30
homme,homme,21
qui,qui,52
débute,débuter,17
à,à,81
vingt,vingt,72
et,et,82
un,un,71
ans,an,21
avec,avec,81
dix,dix,72
huit,huit,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
est,être,17
un,un,71
garçon,garçon,21
ruiné,ruiné,31
",",",",p
dit,dire,19
Couture,Couture,20
/.,/.,P
-,-,p
s',si,83
il,il,51
n',ne,60
est,être,17
pas,pas,60
avare,avare,30
",",",",p
ou,ou,82
très,très,60
supérieur,supérieur,30
",",",",p
dit,dire,19
Blondet,Blondet,20
/.,/.,P
-,-,p
Godefroid,Godefroid,20
séjourna,séjourner,19
dans,dans,81
les,le,71
quatre,quatre,72
capitales,capitale,22
de,de,81
l',le,71
Italie,Italie,20
",",",",p
reprit,reprendre,19
Bixiou,Bixiou,20
/.,/.,P
il,il,51
vit,voir,19
l',le,71
Allemagne,Allemagne,20
et,et,82
l',le,71
Angleterre,Angleterre,20
",",",",p
un,un,71
peu,peu,60
Saint-Pétersbourg,Saint-Pétersbourg,20
",",",",p
parcourut,parcourir,19
la,le,71
Hollande,Hollande,20
;,;,p
mais,mais,82
il,il,51
se,se,51
sépara,séparer,19
desdits,de,81
desdits,ledit,30
trente,trente,72
mille,mille,72
francs,franc,21
en,en,81
vivant,vivre,13
comme,comme,83
s',si,83
il,il,51
avait,avoir,18
trente,trente,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
/.,/.,P
il,il,51
trouva,trouver,19
partout,partout,60
le,le,71
suprême,suprême,30
de,de,81
volaille,volaille,22
",",",",p
l',le,71
aspic,aspic,21
",",",",p
et,et,82
les,le,71
vins,vin,21
de,de,81
France,France,20
",",",",p
entendit,entendre,19
parler,parler,14
français,français,21
à,à,81
tout,tout,75
le,le,71
monde,monde,21
",",",",p
enfin,enfin,60
il,il,51
ne,ne,60
sut,savoir,19
pas,pas,60
sortir,sortir,14
de,de,81
Paris,Paris,20
/.,/.,P
il,il,51
aurait,avoir,16
bien,bien,60
voulu,vouloir,12
se,se,51
dépraver,dépraver,14
le,le,71
coeur,coeur,21
",",",",p
se,se,51
le,le,52
cuirasser,cuirasser,14
",",",",p
perdre,perdre,14
ses,son,73
illusions,illusion,22
",",",",p
apprendre,apprendre,14
à,à,81
tout,tout,52
écouter,écouter,14
sans,sans,81
rougir,rougir,14
",",",",p
à,à,81
parler,parler,14
sans,sans,81
rien,rien,52
dire,dire,14
",",",",p
à,à,81
pénétrer,pénétrer,14
les,le,71
secrets,secret,30
intérêts,intérêt,21
des,de,81
des,le,71
puissances,puissance,22
/…,/…,P
bah,bah,93
!,!,p
il,il,51
eut,avoir,19
bien,bien,60
de,de,81
la,le,71
peine,peine,22
à,à,81
se,se,51
munir,munir,14
de,de,81
quatre,quatre,72
langues,langue,22
",",",",p
c'est-à-dire,c'est-à-dire,91
à,à,81
s',se,51
approvisionner,approvisionner,14
de,de,81
quatre,quatre,72
mots,mot,21
contre,contre,81
une,un,71
idée,idée,22
/.,/.,P
il,il,51
revint,revenir,19
veuf,veuf,21
