<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquantième extrait>,<>,<>
emprunter,emprunter,14
sur,sur,81
ses,son,73
propriétés,propriété,22
/.,/.,P
or,or,82
",",",",p
nous,nous,51
n',ne,60
avons,avoir,17
à,à,81
payer,payer,14
deux,deux,72
cent,cent,72
mille,mille,72
francs,franc,21
à,à,81
nos,notre,73
vendeurs,vendeur,21
que,que,83
dans,dans,81
quatre,quatre,72
mois,mois,21
/.,/.,P
d',de,81
ici,ici,60
là,là,60
",",",",p
monsieur,monsieur,21
Birotteau,Birotteau,20
paiera,payer,15
ses,son,73
effets,effet,21
",",",",p
car,car,82
monsieur,monsieur,21
ne,ne,60
devait,devoir,18
pas,pas,60
compter,compter,14
sur,sur,81
ce,ce,52
que,que,52
Roguin,Roguin,20
a,avoir,17
emporté,emporter,12
pour,pour,81
les,le,52
acquitter,acquitter,14
/.,/.,P
mais,mais,82
quand,quand,83
même,même,75
monsieur,monsieur,21
Birotteau,Birotteau,20
serait,être,16
un,un,71
peu,peu,60
serré,serrer,12
…,…,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
avec,avec,81
quelques,quelque,75
circulations,circulation,22
",",",",p
il,il,51
arrivera,arriver,15
/.,/.,P
le,le,71
parfumeur,parfumeur,21
avait,avoir,18
repris,reprendre,12
courage,courage,21
en,en,81
entendant,entendre,13
Claparon,Claparon,20
analyser,analyser,14
son,son,73
affaire,affaire,22
",",",",p
et,et,82
la,le,52
résumer,résumer,14
en,en,81
lui,lui,51
traçant,tracer,13
pour,pour,81
ainsi,ainsi,60
dire,dire,14
son,son,73
plan,plan,21
de,de,81
conduite,conduite,22
/.,/.,P
aussi,aussi,60
",",",",p
sa,son,73
contenance,contenance,22
devint,devenir,19
elle,il,51
ferme,ferme,30
et,et,82
décidée,décidé,31
",",",",p
et,et,82
conçut,concevoir,19
il,il,51
une,un,71
grande,grand,30
idée,idée,22
des,de,81
des,le,71
moyens,moyen,21
de,de,81
cet,ce,74
ancien,ancien,30
voyageur,voyageur,21
/.,/.,P
du,de,81
du,le,71
Tillet,Tillet,20
avait,avoir,18
jugé,juger,12
à,à,81
propos,propos,21
de,de,81
se,se,51
faire,faire,14
croire,croire,14
victime,victime,22
de,de,81
Roguin,Roguin,20
par,par,81
Claparon,Claparon,20
/.,/.,P
il,il,51
avait,avoir,18
remis,remettre,12
cent,cent,72
mille,mille,72
francs,franc,21
à,à,81
Claparon,Claparon,20
pour,pour,81
les,le,52
donner,donner,14
à,à,81
Roguin,Roguin,20
",",",",p
qui,qui,52
les,le,52
lui,lui,51
avait,avoir,18
rendus,rendre,12
/.,/.,P
Claparon,Claparon,20
inquiet,inquiet,30
jouait,jouer,18
son,son,73
rôle,rôle,21
au,à,81
au,le,71
naturel,naturel,21
",",",",p
il,il,51
disait,dire,18
à,à,81
quiconque,quiconque,52
voulait,vouloir,18
l',le,52
entendre,entendre,14
que,que,83
Roguin,Roguin,20
lui,lui,51
coûtait,coûter,18
cent,cent,72
mille,mille,72
francs,franc,21
/.,/.,P
du,de,81
du,le,71
Tillet,Tillet,20
n',ne,60
avait,avoir,18
pas,pas,60
jugé,juger,12
Claparon,Claparon,20
assez,assez,60
fort,fort,30
",",",",p
il,il,51
lui,lui,51
croyait,croire,18
encore,encore,60
trop,trop,60
de,de,81
principes,principe,21
d',de,81
honneur,honneur,21
et,et,82
de,de,81
délicatesse,délicatesse,22
pour,pour,81
lui,lui,51
confier,confier,14
ses,son,73
plans,plan,21
dans,dans,81
toute,tout,75
leur,leur,73
étendue,étendue,22
",",",",p
il,il,51
le,le,52
savait,savoir,18
incapable,incapable,30
de,de,81
le,le,52
deviner,deviner,14
/.,/.,P
-,-,p
si,si,83
notre,notre,73
premier,premier,72
ami,ami,21
n',ne,60
est,être,17
pas,pas,60
notre,notre,73
première,premier,72
dupe,dupe,22
",",",",p
nous,nous,51
n',ne,60
en,en,52
trouverions,trouver,16
pas,pas,60
une,un,71
seconde,second,72
",",",",p
dit,dire,19
il,il,51
à,à,81
Claparon,Claparon,20
le,le,71
jour,jour,21
où,où,60
recevant,recevoir,13
des,de,81
des,le,71
reproches,reproche,21
de,de,81
son,son,73
proxénète,proxénète,21
commercial,commercial,30
il,il,51
le,le,52
brisa,briser,19
comme,comme,83
un,un,71
instrument,instrument,21
usé,usé,31
/.,/.,P
monsieur,monsieur,21
Lebas,Lebas,20
et,et,82
Claparon,Claparon,20
s',se,51
en,en,52
allèrent,aller,19
ensemble,ensemble,60
/.,/.,P
-,-,p
je,je,51
puis,pouvoir,17
m',je,51
en,en,52
tirer,tirer,14
",",",",p
se,se,51
dit,dire,19
Birotteau,Birotteau,20
/.,/.,P
mon,mon,73
passif,passif,21
en,en,81
effets,effet,21
à,à,81
payer,payer,14
s',se,51
élève,élever,17
à,à,81
deux,deux,72
cent,cent,72
trente,trente,72
cinq,cinq,72
mille,mille,72
francs,franc,21
",",",",p
à,à,81
savoir,savoir,14
soixante,soixante,72
quinze,quinze,72
mille,mille,72
francs,franc,21
pour,pour,81
ma,mon,73
maison,maison,22
",",",",p
et,et,82
cent,cent,72
soixante,soixante,72
quinze,quinze,72
mille,mille,72
francs,franc,21
pour,pour,81
les,le,71
terrains,terrain,21
/.,/.,P
or,or,82
",",",",p
pour,pour,81
suffire,suffire,14
à,à,81
ces,ce,74
paiements,paiement,21
",",",",p
j',je,51
ai,avoir,17
le,le,71
dividende,dividende,21
Roguin,Roguin,20
qui,qui,52
sera,être,15
peut-être,peut-être,60
de,de,81
cent,cent,72
mille,mille,72
francs,franc,21
",",",",p
je,je,51
puis,pouvoir,17
faire,faire,14
annuler,annuler,14
l',le,71
emprunt,emprunt,21
sur,sur,81
mes,mon,73
terrains,terrain,21
",",",",p
en,en,81
tout,tout,60
cent,cent,72
quarante,quarante,72
/.,/.,P
il,il,51
s',se,51
agit,agir,17
de,de,81
gagner,gagner,14
cent,cent,72
mille,mille,72
francs,franc,21
avec,avec,81
l',le,71
huile,huile,22
céphalique,céphalique,30
",",",",p
et,et,82
d',de,81
atteindre,atteindre,14
",",",",p
avec,avec,81
quelques,quelque,75
billets,billet,21
de,de,81
service,service,21
",",",",p
ou,ou,82
par,par,81
un,un,71
crédit,crédit,21
chez,chez,81
un,un,71
banquier,banquier,21
",",",",p
le,le,71
moment,moment,21
où,où,60
j',je,51
aurai,avoir,15
réparé,réparer,12
la,le,71
perte,perte,22
",",",",p
et,et,82
où,où,60
les,le,71
terrains,terrain,21
arriveront,arriver,15
à,à,81
leur,leur,73
plus-value,plus-value,22
/.,/.,P
une,un,71
fois,fois,22
que,que,52
dans,dans,81
le,le,71
malheur,malheur,21
un,un,71
homme,homme,21
peut,pouvoir,17
se,se,51
faire,faire,14
un,un,71
roman,roman,21
d',de,81
espérance,espérance,22
par,par,81
une,un,71
suite,suite,22
de,de,81
raisonnements,raisonnement,21
plus,plus,60
ou,ou,82
moins,moins,60
justes,juste,30
avec,avec,81
lesquels,lequel,52
il,il,51
bourre,bourrer,17
son,son,73
oreiller,oreiller,21
pour,pour,81
y,y,52
reposer,reposer,14
sa,son,73
tête,tête,22
",",",",p
il,il,51
est,être,17
souvent,souvent,60
sauvé,sauver,12
/.,/.,P
beaucoup,beaucoup,60
de,de,81
gens,gens,21
ont,avoir,17
pris,prendre,12
la,le,71
confiance,confiance,22
que,que,52
donne,donner,17
l',le,71
illusion,illusion,22
pour,pour,81
de,de,81
l',le,71
énergie,énergie,22
",",",",p
et,et,82
peut-être,peut-être,60
l',le,71
espoir,espoir,21
est,être,17
il,il,51
la,le,71
moitié,moitié,22
du,de,81
du,le,71
courage,courage,21
/.,/.,P
aussi,aussi,60
la,le,71
religion,religion,22
catholique,catholique,30
en,en,52
a,avoir,17
t,t,94
elle,il,51
fait,faire,12
une,un,71
vertu,vertu,22
/.,/.,P
l',le,71
espérance,espérance,22
n',ne,60
a,avoir,17
t,t,94
elle,il,51
pas,pas,60
soutenu,soutenir,12
beaucoup,beaucoup,60
de,de,81
faibles,faible,21
",",",",p
en,en,81
leur,leur,52
donnant,donner,13
le,le,71
temps,temps,21
d',de,81
attendre,attendre,14
les,le,71
hasards,hasard,21
de,de,81
la,le,71
vie,vie,22
/?,/?,P
résolu,résolu,31
d',de,81
aller,aller,14
chez,chez,81
l',le,71
oncle,oncle,21
de,de,81
sa,son,73
femme,femme,22
exposer,exposer,14
sa,son,73
situation,situation,22
avant,avant,81
de,de,81
chercher,chercher,14
des,de,81
des,le,71
secours,secours,21
ailleurs,ailleurs,60
",",",",p
Birotteau,Birotteau,20
ne,ne,60
descendit,descendre,19
pas,pas,60
la,le,71
rue,rue,22
Saint-Honoré,Saint-Honoré,20
jusqu',jusque,81
à,à,81
la,le,71
rue,rue,22
des,de,81
des,le,71
Bourdonnais,Bourdonnais,20
sans,sans,81
éprouver,éprouver,14
des,de,81
des,le,71
angoisses,angoisse,22
ignorées,ignoré,31
et,et,82
qui,qui,52
l',le,52
agitèrent,agiter,19
si,si,60
violemment,violemment,60
qu',que,83
il,il,51
crut,croire,19
sa,son,73
santé,santé,22
dérangée,dérangé,31
/.,/.,P
il,il,51
avait,avoir,18
le,le,71
feu,feu,21
dans,dans,81
les,le,71
entrailles,entraille,22
/.,/.,P
en,en,81
effet,effet,21
",",",",p
les,le,71
gens,gens,21
qui,qui,52
sentent,sentir,17
par,par,81
le,le,71
diaphragme,diaphragme,21
souffrent,souffrir,17
là,là,60
",",",",p
de,de,81
même,même,60
que,que,83
les,le,71
gens,gens,21
qui,qui,52
perçoivent,percevoir,17
par,par,81
la,le,71
tête,tête,22
ressentent,ressentir,17
des,de,81
des,le,71
douleurs,douleur,22
cérébrales,cérébral,30
/.,/.,P
dans,dans,81
les,le,71
grandes,grand,30
crises,crise,22
",",",",p
le,le,71
physique,physique,21
est,être,17
atteint,atteindre,12
là,là,60
où,où,60
le,le,71
tempérament,tempérament,21
a,avoir,17
mis,mettre,12
pour,pour,81
l',le,71
individu,individu,21
le,le,71
siège,siège,21
de,de,81
la,le,71
vie,vie,22
:,:,p
les,le,71
faibles,faible,21
ont,avoir,17
la,le,71
colique,colique,22
",",",",p
Napoléon,Napoléon,20
s',se,51
endort,endormir,17
/.,/.,P
avant,avant,81
de,de,81
monter,monter,14
à,à,81
l',le,71
assaut,assaut,21
d',de,81
une,un,71
confiance,confiance,22
en,en,81
passant,passer,13
par-dessus,par-dessus,60
toutes,tout,52
les,le,71
barrières,barrière,22
de,de,81
la,le,71
fierté,fierté,22
",",",",p
les,le,71
gens,gens,21
d',de,81
honneur,honneur,21
doivent,devoir,17
avoir,avoir,14
senti,sentir,12
plus,plus,60
d',de,81
une,un,71
fois,fois,22
au,à,81
au,le,71
coeur,coeur,21
l',le,71
éperon,éperon,21
de,de,81
la,le,71
nécessité,nécessité,22
",",",",p
cette,ce,74
dure,dur,30
cavalière,cavalière,22
/!,/!,P
aussi,aussi,60
Birotteau,Birotteau,20
s',se,51
était,être,18
il,il,51
laissé,laisser,12
éperonner,éperonner,14
pendant,pendant,81
deux,deux,72
jours,jour,21
avant,avant,81
de,de,81
venir,venir,14
chez,chez,81
son,son,73
oncle,oncle,21
",",",",p
il,il,51
ne,ne,60
se,se,51
décida,décider,19
même,même,60
que,que,83
par,par,81
des,de,81
des,le,71
raisons,raison,22
de,de,81
famille,famille,22
:,:,p
en,en,81
tout,tout,75
état,état,21
de,de,81
cause,cause,22
",",",",p
il,il,51
devait,devoir,18
expliquer,expliquer,14
sa,son,73
situation,situation,22
au,à,81
au,le,71
sévère,sévère,30
quincaillier,quincaillier,21
/.,/.,P
néanmoins,néanmoins,60
",",",",p
en,en,81
arrivant,arriver,13
à,à,81
la,le,71
porte,porte,22
",",",",p
il,il,51
ressentit,ressentir,19
cette,ce,74
intime,intime,30
défaillance,défaillance,22
que,que,52
tout,tout,75
enfant,enfant,21
a,avoir,17
éprouvée,éprouver,12
en,en,81
entrant,entrer,13
chez,chez,81
un,un,71
dentiste,dentiste,21
;,;,p
mais,mais,82
ce,ce,74
défaut,défaut,21
de,de,81
coeur,coeur,21
embrassait,embrasser,18
la,le,71
vie,vie,22
dans,dans,81
son,son,73
entier,entier,30
",",",",p
au,à,81
au,le,71
lieu,lieu,21
d',de,81
embrasser,embrasser,14
une,un,71
douleur,douleur,22
passagère,passager,30
/.,/.,P
Birotteau,Birotteau,20
monta,monter,19
lentement,lentement,60
/.,/.,P
il,il,51
trouva,trouver,19
le,le,71
vieillard,vieillard,21
lisant,lire,13
le,le,71
constitutionnel,constitutionnel,30
au,à,81
au,le,71
coin,coin,21
de,de,81
son,son,73
feu,feu,21
",",",",p
devant,devant,81
la,le,71
petite,petit,30
table,table,22
ronde,rond,30
où,où,60
était,être,18
son,son,73
frugal,frugal,30
déjeuner,déjeuner,14
:,:,p
un,un,71
petit,petit,30
pain,pain,21
",",",",p
du,de,81
du,le,71
beurre,beurre,21
",",",",p
du,de,81
du,le,71
fromage,fromage,21
de,de,81
Brie,Brie,20
et,et,82
une,un,71
tasse,tasse,22
de,de,81
café,café,21
/.,/.,P
-,-,p
voilà,voilà,81
le,le,71
vrai,vrai,30
sage,sage,21
",",",",p
dit,dire,19
Birotteau,Birotteau,20
en,en,81
enviant,envier,13
la,le,71
vie,vie,22
de,de,81
son,son,73
oncle,oncle,21
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
lui,lui,51
dit,dire,19
Pillerault,Pillerault,20
en,en,81
ôtant,ôter,13
ses,son,73
besicles,besicles,22
",",",",p
j',je,51
ai,avoir,17
su,savoir,12
hier,hier,60
au,à,81
au,le,71
café,café,21
David,David,20
l',le,71
affaire,affaire,22
de,de,81
Roguin,Roguin,20
",",",",p
l',le,71
assassinat,assassinat,21
de,de,81
la,le,71
belle,beau,30
Hollandaise,Hollandais,20
sa,son,73
maîtresse,maîtresse,22
/!,/!,P
j',je,51
espère,espérer,17
que,que,83
",",",",p
prévenu,prévenu,31
par,par,81
nous,nous,51
qui,qui,52
voulions,vouloir,17
être,être,14
propriétaires,propriétaire,30
réels,réel,30
",",",",p
tu,tu,51
es,être,17
allé,aller,12
prendre,prendre,14
quittance,quittance,22
de,de,81
Claparon,Claparon,20
/.,/.,P
-,-,p
hélas,hélas,60
!,!,p
mon,mon,73
oncle,oncle,21
",",",",p
tout,tout,52
est,être,17
là,là,60
",",",",p
vous,vous,51
avez,avoir,17
mis,mettre,12
le,le,71
doigt,doigt,21
sur,sur,81
la,le,71
plaie,plaie,22
/.,/.,P
non,non,60
/.,/.,P
-,-,p
ah,ah,93
!,!,p
bouffre,bouffre,93
",",",",p
tu,tu,51
es,être,17
ruiné,ruiner,12
",",",",p
dit,dire,19
Pillerault,Pillerault,20
en,en,81
laissant,laisser,13
tomber,tomber,14
son,son,73
journal,journal,21
que,que,52
Birotteau,Birotteau,20
ramassa,ramasser,19
quoique,quoique,83
ce,ce,52
fût,être,19
le,le,71
constitutionnel,constitutionnel,30
/.,/.,P
Pillerault,Pillerault,20
fut,être,19
si,si,60
violemment,violemment,60
frappé,frapper,12
par,par,81
ses,son,73
réflexions,réflexion,22
que,que,52
sa,son,73
figure,figure,22
de,de,81
médaille,médaille,22
et,et,82
de,de,81
style,style,21
sévère,sévère,30
se,se,51
bronza,bronzer,19
comme,comme,83
le,le,71
métal,métal,21
sous,sous,81
un,un,71
coup,coup,21
de,de,81
balancier,balancier,21
:,:,p
il,il,51
demeura,demeurer,19
fixe,fixe,30
",",",",p
regarda,regarder,19
sans,sans,81
la,le,52
voir,voir,14
la,le,71
muraille,muraille,22
d',de,81
en,en,81
face,face,22
au,à,81
au,le,71
travers,travers,21
de,de,81
ses,son,73
vitres,vitre,22
",",",",p
en,en,81
écoutant,écouter,13
le,le,71
long,long,60
discours,discours,21
de,de,81
Birotteau,Birotteau,20
/.,/.,P
évidemment,évidemment,60
il,il,51
entendait,entendre,18
et,et,82
jugeait,juger,18
",",",",p
il,il,51
pesait,peser,18
le,le,52
pour,pour,81
et,et,82
le,le,71
contre,contre,21
avec,avec,81
l',le,71
inflexibilité,inflexibilité,22
d',de,81
un,un,71
Minos,Minos,20
qui,qui,52
avait,avoir,18
passé,passer,12
le,le,71
Styx,Styx,20
du,de,81
du,le,71
commerce,commerce,21
en,en,81
quittant,quitter,13
le,le,71
quai,quai,21
des,de,81
des,le,71
morfondus,morfondu,31
pour,pour,81
son,son,73
petit,petit,21
troisième,troisième,72
étage,étage,21
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
mon,mon,73
oncle,oncle,21
?,?,p
dit,dire,19
Birotteau,Birotteau,20
qui,qui,52
attendait,attendre,18
une,un,71
réponse,réponse,22
après,après,81
avoir,avoir,14
conclu,conclure,12
par,par,81
une,un,71
prière,prière,22
de,de,81
vendre,vendre,14
pour,pour,81
soixante,soixante,72
mille,mille,72
francs,franc,21
de,de,81
rentes,rente,22
/.,/.,P
-,-,p
eh,eh,93
!,!,p
bien,bien,60
",",",",p
mon,mon,73
pauvre,pauvre,30
neveu,neveu,21
",",",",p
je,je,51
ne,ne,60
le,le,52
puis,pouvoir,17
pas,pas,60
",",",",p
tu,tu,51
es,être,17
trop,trop,60
fortement,fortement,60
compromis,compromettre,12
/.,/.,P
les,le,71
Ragon,Ragon,20
et,et,82
moi,moi,51
nous,nous,51
allons,aller,17
perdre,perdre,14
chacun,chacun,52
nos,notre,73
cinquante,cinquante,72
mille,mille,72
francs,franc,21
/.,/.,P
ces,ce,74
braves,brave,30
gens,gens,21
ont,avoir,17
vendu,vendre,12
par,par,81
mon,mon,73
conseil,conseil,21
leurs,leur,73
actions,action,22
dans,dans,81
les,le,71
mines,mine,22
de,de,81
Vortschin,Vortschin,20
:,:,p
je,je,51
me,je,51
crois,croire,17
obligé,obligé,31
en,en,81
cas,cas,21
de,de,81
perte,perte,22
",",",",p
non,non,60
de,de,81
leur,leur,52
rendre,rendre,14
le,le,71
capital,capital,21
",",",",p
mais,mais,82
de,de,81
les,le,52
secourir,secourir,14
",",",",p
de,de,81
secourir,secourir,14
ma,mon,73
nièce,nièce,22
et,et,82
Césarine,Césarine,20
/.,/.,P
il,il,51
vous,vous,51
faudra,falloir,15
peut-être,peut-être,60
du,de,81
du,le,71
pain,pain,21
à,à,81
tous,tout,52
",",",",p
vous,vous,51
le,le,52
trouverez,trouver,15
chez,chez,81
moi,moi,51
/…,/…,P
du,de,81
du,le,71
pain,pain,21
",",",",p
mon,mon,73
oncle,oncle,21
/?,/?,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
oui,oui,60
",",",",p
du,de,81
du,le,71
pain,pain,21
/.,/.,P
vois,voir,17
donc,donc,82
les,le,71
choses,chose,22
comme,comme,83
elles,ils,51
sont,être,17
:,:,p
tu,tu,51
ne,ne,60
t',tu,51
en,en,52
tireras,tirer,15
pas,pas,60
/.,/.,P
de,de,81
cinq,cinq,72
mille,mille,72
six,six,72
cents,cent,72
francs,franc,21
de,de,81
rentes,rente,22
",",",",p
je,je,51
pourrai,pouvoir,15
distraire,distraire,14
quatre,quatre,72
mille,mille,72
francs,franc,21
pour,pour,81
les,le,52
partager,partager,14
entre,entre,81
vous,vous,51
et,et,82
les,le,71
Ragon,Ragon,20
/.,/.,P
ton,ton,73
malheur,malheur,21
arrivé,arrivé,31
",",",",p
je,je,51
connais,connaître,17
Constance,Constance,20
",",",",p
elle,il,51
travaillera,travailler,15
comme,comme,83
une,un,71
perdue,perdu,31
",",",",p
elle,il,51
se,se,51
refusera,refuser,15
tout,tout,52
et,et,82
toi,toi,51
aussi,aussi,60
",",",",p
César,César,20
/!,/!,P
tout,tout,52
n',ne,60
est,être,17
pas,pas,60
désespéré,désespérer,12
",",",",p
mon,mon,73
oncle,oncle,21
/.,/.,P
-,-,p
je,je,51
ne,ne,60
vois,voir,17
pas,pas,60
comme,comme,83
toi,toi,51
/.,/.,P
-,-,p
je,je,51
vous,vous,51
prouverai,prouver,15
le,le,71
contraire,contraire,21
/.,/.,P
-,-,p
rien,rien,52
ne,ne,60
me,je,51
fera,faire,15
plus,plus,60
de,de,81
plaisir,plaisir,21
/.,/.,P
Birotteau,Birotteau,20
quitta,quitter,19
Pillerault,Pillerault,20
sans,sans,81
rien,rien,52
répondre,répondre,14
/.,/.,P
il,il,51
était,être,18
venu,venir,12
chercher,chercher,14
des,de,81
des,le,71
consolations,consolation,22
et,et,82
du,de,81
du,le,71
courage,courage,21
",",",",p
il,il,51
recevait,recevoir,18
un,un,71
second,second,72
coup,coup,21
moins,moins,60
fort,fort,30
à,à,81
la,le,71
vérité,vérité,22
que,que,52
le,le,71
premier,premier,72
;,;,p
mais,mais,82
au,à,81
au,le,71
lieu,lieu,21
de,de,81
porter,porter,14
sur,sur,81
la,le,71
tête,tête,22
",",",",p
il,il,51
frappait,frapper,18
au,à,81
au,le,71
coeur,coeur,21
:,:,p
le,le,71
coeur,coeur,21
était,être,18
toute,tout,75
la,le,71
vie,vie,22
de,de,81
ce,ce,74
pauvre,pauvre,30
homme,homme,21
/.,/.,P
il,il,51
revint,revenir,19
après,après,81
avoir,avoir,14
descendu,descendre,12
quelques,quelque,75
marches,marche,22
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
dit,dire,19
il,il,51
d',de,81
une,un,71
voix,voix,22
froide,froid,30
",",",",p
Constance,Constance,20
ne,ne,60
sait,savoir,17
rien,rien,52
",",",",p
gardez,garder,17
moi,moi,51
le,le,71
secret,secret,21
au,à,81
au,le,71
moins,moins,60
/.,/.,P
et,et,82
priez,prier,17
les,le,71
Ragon,Ragon,20
de,de,81
ne,ne,60
pas,pas,60
m',je,51
ôter,ôter,14
chez,chez,81
moi,moi,51
la,le,71
tranquillité,tranquillité,22
dont,dont,52
j',je,51
ai,avoir,17
besoin,besoin,21
pour,pour,81
lutter,lutter,14
contre,contre,81
le,le,71
malheur,malheur,21
/.,/.,P
Pillerault,Pillerault,20
fit,faire,19
un,un,71
signe,signe,21
de,de,81
consentement,consentement,21
/.,/.,P
-,-,p
du,de,81
du,le,71
courage,courage,21
",",",",p
César,César,20
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
",",",",p
je,je,51
te,tu,51
vois,voir,17
fâché,fâché,31
contre,contre,81
moi,moi,51
",",",",p
mais,mais,82
plus,plus,60
tard,tard,60
tu,tu,51
me,je,51
rendras,rendre,15
justice,justice,22
en,en,81
pensant,penser,13
à,à,81
ta,ton,73
femme,femme,22
et,et,82
à,à,81
ta,ton,73
fille,fille,22
/.,/.,P
découragé,découragé,31
par,par,81
l',le,71
opinion,opinion,22
de,de,81
son,son,73
oncle,oncle,21
auquel,à,81
auquel,lequel,52
il,il,51
reconnaissait,reconnaître,18
une,un,71
lucidité,lucidité,22
particulière,particulier,30
",",",",p
César,César,20
tomba,tomber,19
de,de,81
toute,tout,75
la,le,71
hauteur,hauteur,22
de,de,81
son,son,73
espoir,espoir,21
dans,dans,81
les,le,71
marais,marais,21
fangeux,fangeux,30
de,de,81
l',le,71
incertitude,incertitude,22
/.,/.,P
quand,quand,83
dans,dans,81
ces,ce,74
horribles,horrible,30
crises,crise,22
commerciales,commercial,30
",",",",p
un,un,71
homme,homme,21
n',ne,60
a,avoir,17
pas,pas,60
une,un,71
âme,âme,22
trempée,trempé,31
comme,comme,83
celle,celui,52
de,de,81
Pillerault,Pillerault,20
",",",",p
il,il,51
devient,devenir,17
le,le,71
jouet,jouet,21
des,de,81
des,le,71
événements,événement,21
:,:,p
il,il,51
suit,suivre,17
les,le,71
idées,idée,22
d',de,81
autrui,autrui,21
",",",",p
les,le,71
siennes,sien,52
",",",",p
comme,comme,83
un,un,71
voyageur,voyageur,21
court,courir,17
après,après,81
des,de,81
des,le,71
feux,feu,21
follets,follet,30
/.,/.,P
il,il,51
se,se,51
laisse,laisser,17
emporter,emporter,14
par,par,81
le,le,71
tourbillon,tourbillon,21
au,à,81
au,le,71
lieu,lieu,21
de,de,81
se,se,51
coucher,coucher,14
sans,sans,81
le,le,52
regarder,regarder,14
quand,quand,83
il,il,51
passe,passer,17
ou,ou,82
de,de,81
s',se,51
élever,élever,14
pour,pour,81
en,en,52
suivre,suivre,14
la,le,71
direction,direction,22
en,en,81
y,y,52
échappant,échapper,13
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
de,de,81
sa,son,73
douleur,douleur,22
",",",",p
Birotteau,Birotteau,20
se,se,51
souvint,souvenir,19
du,de,81
du,le,71
procès,procès,21
relatif,relatif,30
à,à,81
son,son,73
emprunt,emprunt,21
/.,/.,P
il,il,51
alla,aller,19
rue,rue,22
Vivienne,Vivienne,20
",",",",p
chez,chez,81
Derville,Derville,20
",",",",p
son,son,73
avoué,avoué,21
",",",",p
pour,pour,81
commencer,commencer,14
au,à,81
au,le,71
plus,plus,60
tôt,tôt,60
la,le,71
procédure,procédure,22
",",",",p
dans,dans,81
le,le,71
cas,cas,21
où,où,60
l',le,71
avoué,avoué,21
verrait,voir,16
quelque,quelque,75
chance,chance,22
de,de,81
faire,faire,14
annuler,annuler,14
le,le,71
contrat,contrat,21
/.,/.,P
le,le,71
parfumeur,parfumeur,21
trouva,trouver,19
Derville,Derville,20
enveloppé,enveloppé,31
dans,dans,81
sa,son,73
robe,robe,22
de,de,81
chambre,chambre,22
en,en,81
molleton,molleton,21
blanc,blanc,30
",",",",p
au,à,81
au,le,71
coin,coin,21
de,de,81
son,son,73
feu,feu,21
",",",",p
calme,calme,30
et,et,82
posé,posé,31
",",",",p
comme,comme,83
tous,tout,75
les,le,71
avoués,avoué,21
rompus,rompu,31
aux,à,81
aux,le,71
plus,plus,60
terribles,terrible,30
confidences,confidence,22
/.,/.,P
Birotteau,Birotteau,20
remarqua,remarquer,19
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
cette,ce,74
froideur,froideur,22
nécessaire,nécessaire,30
qui,qui,52
glace,glacer,17
l',le,71
homme,homme,21
passionné,passionné,31
blessé,blessé,31
pris,pris,31
par,par,81
la,le,71
fièvre,fièvre,22
de,de,81
l',le,71
intérêt,intérêt,21
en,en,81
danger,danger,21
et,et,82
douloureusement,douloureusement,60
atteint,atteint,31
dans,dans,81
sa,son,73
vie,vie,22
",",",",p
dans,dans,81
son,son,73
honneur,honneur,21
",",",",p
dans,dans,81
sa,son,73
femme,femme,22
et,et,82
ses,son,73
enfants,enfant,21
",",",",p
comme,comme,83
l',le,52
était,être,18
Birotteau,Birotteau,20
racontant,raconter,13
son,son,73
malheur,malheur,21
/.,/.,P
-,-,p
s',si,83
il,il,51
est,être,17
prouvé,prouver,12
",",",",p
lui,lui,51
dit,dire,19
Derville,Derville,20
après,après,81
l',le,52
avoir,avoir,14
écouté,écouter,12
",",",",p
que,que,83
le,le,71
prêteur,prêteur,21
ne,ne,60
possédait,posséder,18
plus,plus,60
chez,chez,81
Roguin,Roguin,20
la,le,71
somme,somme,22
que,que,52
Roguin,Roguin,20
vous,vous,51
faisait,faire,18
lui,lui,51
prêter,prêter,14
comme,comme,83
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
eu,avoir,12
délivrance,délivrance,22
d',de,81
espèces,espèce,22
",",",",p
il,il,51
y,y,52
a,avoir,17
lieu,lieu,21
à,à,81
rescision,rescision,22
:,:,p
le,le,71
prêteur,prêteur,21
aura,avoir,15
son,son,73
recours,recours,21
sur,sur,81
le,le,71
cautionnement,cautionnement,21
",",",",p
comme,comme,83
vous,vous,51
pour,pour,81
vos,votre,73
cent,cent,72
mille,mille,72
francs,franc,21
/.,/.,P
je,je,51
réponds,répondre,17
alors,alors,60
du,de,81
du,le,71
procès,procès,21
autant,autant,60
qu',que,83
on,on,51
peut,pouvoir,17
en,en,52
répondre,répondre,14
",",",",p
il,il,51
n',ne,60
y,y,52
