11870
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-neuvième extrait>,<>,<>
pencha,pencher,19
vers,vers,81
l',le,71
oreille,oreille,22
de,de,81
la,le,71
pauvre,pauvre,30
vieille,vieille,22
",",",",p
et,et,82
lui,lui,51
dit,dire,19
:,:,p
-,-,p
où,où,60
donc,donc,82
avez,avoir,17
vous,vous,51
pris,prendre,12
tout,tout,75
ce,ce,74
sucre,sucre,21
/?,/?,P
Nanon,Nanon,20
est,être,17
allée,aller,12
en,en,52
chercher,chercher,14
chez,chez,81
Fessard,Fessard,20
",",",",p
il,il,51
n',ne,60
y,y,52
en,en,52
avait,avoir,18
pas,pas,60
/.,/.,P
il,il,51
est,être,17
impossible,impossible,30
de,de,81
se,se,51
figurer,figurer,14
l',le,71
intérêt,intérêt,21
profond,profond,30
que,que,52
cette,ce,74
scène,scène,22
muette,muet,30
offrait,offrir,18
à,à,81
ces,ce,74
trois,trois,72
femmes,femme,22
:,:,p
Nanon,Nanon,20
avait,avoir,18
quitté,quitter,12
sa,son,73
cuisine,cuisine,22
et,et,82
regardait,regarder,18
dans,dans,81
la,le,71
salle,salle,22
pour,pour,81
voir,voir,14
comment,comment,60
les,le,71
choses,chose,22
s',se,51
y,y,52
passeraient,passer,16
/.,/.,P
Charles,Charles,20
ayant,avoir,13
goûté,goûter,12
son,son,73
café,café,21
",",",",p
le,le,52
trouva,trouver,19
trop,trop,60
amer,amer,30
et,et,82
chercha,chercher,19
le,le,71
sucre,sucre,21
que,que,52
Grandet,Grandet,20
avait,avoir,18
déjà,déjà,60
serré,serrer,12
/.,/.,P
-,-,p
que,que,52
voulez,vouloir,17
vous,vous,51
",",",",p
mon,mon,73
neveu,neveu,21
?,?,p
lui,lui,51
dit,dire,19
le,le,71
bonhomme,bonhomme,21
/.,/.,P
-,-,p
le,le,71
sucre,sucre,21
/.,/.,P
-,-,p
mettez,mettre,17
du,de,81
du,le,71
lait,lait,21
",",",",p
répondit,répondre,19
le,le,71
maître,maître,21
de,de,81
la,le,71
maison,maison,22
",",",",p
votre,votre,73
café,café,21
s',se,51
adoucira,adoucir,15
/.,/.,P
Eugénie,Eugénie,20
reprit,reprendre,19
la,le,71
soucoupe,soucoupe,22
au,à,81
au,le,71
sucre,sucre,21
que,que,52
Grandet,Grandet,20
avait,avoir,18
déjà,déjà,60
serrée,serrer,12
",",",",p
et,et,82
la,le,52
mit,mettre,19
sur,sur,81
la,le,71
table,table,22
en,en,81
contemplant,contempler,13
son,son,73
père,père,21
d',de,81
un,un,71
air,air,21
calme,calme,30
/.,/.,P
certes,certes,60
",",",",p
la,le,71
Parisienne,Parisien,20
qui,qui,52
",",",",p
pour,pour,81
faciliter,faciliter,14
la,le,71
fuite,fuite,22
de,de,81
son,son,73
amant,amant,21
",",",",p
soutient,soutenir,17
de,de,81
ses,son,73
faibles,faible,30
bras,bras,21
une,un,71
échelle,échelle,22
de,de,81
soie,soie,22
",",",",p
ne,ne,60
montre,montrer,17
pas,pas,60
plus,plus,60
de,de,81
courage,courage,21
que,que,83
n',ne,60
en,en,52
déployait,déployer,18
Eugénie,Eugénie,20
en,en,81
remettant,remettre,13
le,le,71
sucre,sucre,21
sur,sur,81
la,le,71
table,table,22
/.,/.,P
l',le,71
amant,amant,21
récompensera,récompenser,15
sa,son,73
Parisienne,Parisien,20
qui,qui,52
lui,lui,51
fera,faire,15
voir,voir,14
orgueilleusement,orgueilleusement,60
un,un,71
beau,beau,30
bras,bras,21
meurtri,meurtri,31
dont,dont,52
chaque,chaque,75
veine,veine,22
flétrie,flétri,31
sera,être,15
baignée,baigner,12
de,de,81
larmes,larme,22
",",",",p
de,de,81
baisers,baiser,21
",",",",p
et,et,82
guérie,guérir,12
par,par,81
le,le,71
plaisir,plaisir,21
;,;,p
tandis que,tandis que,83
Charles,Charles,20
ne,ne,60
devait,devoir,18
jamais,jamais,60
être,être,14
dans,dans,81
le,le,71
secret,secret,21
des,de,81
des,le,71
profondes,profond,30
agitations,agitation,22
qui,qui,52
brisaient,briser,18
le,le,71
coeur,coeur,21
de,de,81
sa,son,73
cousine,cousine,22
",",",",p
alors,alors,60
foudroyée,foudroyé,31
par,par,81
le,le,71
regard,regard,21
du,de,81
du,le,71
vieux,vieux,30
tonnelier,tonnelier,21
/.,/.,P
-,-,p
tu,tu,51
ne,ne,60
manges,manger,17
pas,pas,60
",",",",p
ma,mon,73
femme,femme,22
/?,/?,P
la,le,71
pauvre,pauvre,30
ilote,ilote,22
s',se,51
avança,avancer,19
",",",",p
coupa,couper,19
piteusement,piteusement,60
un,un,71
morceau,morceau,21
de,de,81
pain,pain,21
",",",",p
et,et,82
prit,prendre,19
une,un,71
poire,poire,22
/.,/.,P
Eugénie,Eugénie,20
offrit,offrir,19
audacieusement,audacieusement,60
à,à,81
son,son,73
père,père,21
du,de,81
du,le,71
raisin,raisin,21
",",",",p
en,en,81
lui,lui,51
disant,dire,13
:,:,p
-,-,p
goûte,goûter,17
donc,donc,82
à,à,81
ma,mon,73
conserve,conserve,22
",",",",p
papa,papa,21
/!,/!,P
mon,mon,73
cousin,cousin,21
",",",",p
vous,vous,51
en,en,52
mangerez,manger,15
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
je,je,51
suis,être,17
allée,aller,12
chercher,chercher,14
ces,ce,74
jolies,joli,30
grappes,grappe,22
là,là,60
pour,pour,81
vous,vous,51
/.,/.,P
-,-,p
oh,oh,93
!,!,p
si,si,83
on,on,51
ne,ne,60
les,le,52
arrête,arrêter,17
",",",",p
elles,ils,51
mettront,mettre,15
Saumur,Saumur,20
au,à,81
au,le,71
pillage,pillage,21
pour,pour,81
vous,vous,51
",",",",p
mon,mon,73
neveu,neveu,21
/.,/.,P
quand,quand,83
vous,vous,51
aurez,avoir,15
fini,finir,12
",",",",p
nous,nous,51
irons,aller,15
ensemble,ensemble,60
dans,dans,81
le,le,71
jardin,jardin,21
",",",",p
j',je,51
ai,avoir,17
à,à,81
vous,vous,51
dire,dire,14
des,de,81
des,le,71
choses,chose,22
qui,qui,52
ne,ne,60
sont,être,17
pas,pas,60
sucrées,sucrer,12
/.,/.,P
Eugénie,Eugénie,20
et,et,82
sa,son,73
mère,mère,22
lancèrent,lancer,19
un,un,71
regard,regard,21
sur,sur,81
Charles,Charles,20
à,à,81
l',le,71
expression,expression,22
duquel,de,81
duquel,lequel,52
le,le,71
jeune,jeune,30
homme,homme,21
ne,ne,60
put,pouvoir,19
se,se,51
tromper,tromper,14
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,83
ces,ce,74
mots,mot,21
signifient,signifier,17
",",",",p
mon,mon,73
oncle,oncle,21
/?,/?,P
depuis,depuis,81
la,le,71
mort,mort,22
de,de,81
ma,mon,73
pauvre,pauvre,30
mère,mère,22
…,…,p
(,(,p
à,à,81
ces,ce,74
deux,deux,72
mots,mot,21
",",",",p
sa,son,73
voix,voix,22
mollit,mollir,17
),),p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
de,de,81
malheur,malheur,21
possible,possible,30
pour,pour,81
moi,moi,51
/…,/…,P
mon,mon,73
neveu,neveu,21
",",",",p
qui,qui,52
peut,pouvoir,17
connaître,connaître,14
les,le,71
afflictions,affliction,22
par,par,81
lesquelles,lequel,52
dieu,dieu,21
veut,vouloir,17
nous,nous,51
éprouver,éprouver,14
?,?,p
lui,lui,51
dit,dire,19
sa,son,73
tante,tante,22
/.,/.,P
-,-,p
ta-ta-ta-ta,ta-ta-ta-ta,93
!,!,p
dit,dire,19
Grandet,Grandet,20
",",",",p
voilà,voilà,81
les,le,71
bêtises,bêtise,22
qui,qui,52
commencent,commencer,17
/.,/.,P
je,je,51
vois,voir,17
avec,avec,81
peine,peine,22
",",",",p
mon,mon,73
neveu,neveu,21
",",",",p
vos,votre,73
jolies,joli,30
mains,main,22
blanches,blanc,30
/.,/.,P
il,il,51
lui,lui,51
montra,montrer,19
les,le,71
espèces,espèce,22
d',de,81
épaules,épaule,22
de,de,81
mouton,mouton,21
que,que,52
la,le,71
nature,nature,22
lui,lui,51
avait,avoir,18
mises,mettre,12
au,à,81
au,le,71
bout,bout,21
des,de,81
des,le,71
bras,bras,21
/.,/.,P
voilà,voilà,81
des,de,81
des,le,71
mains,main,22
faites,fait,31
pour,pour,81
ramasser,ramasser,14
des,de,81
des,le,71
écus,écu,21
/!,/!,P
vous,vous,51
avez,avoir,17
été,être,12
élevé,élever,12
à,à,81
mettre,mettre,14
vos,votre,73
pieds,pied,21
dans,dans,81
la,le,71
peau,peau,22
avec,avec,81
laquelle,lequel,52
se,se,51
fabriquent,fabriquer,17
les,le,71
portefeuilles,portefeuille,21
où,où,60
nous,nous,51
serrons,serrer,17
les,le,71
billets,billet,21
de,de,81
banque,banque,22
/.,/.,P
mauvais,mauvais,30
!,!,p
mauvais,mauvais,30
/!,/!,P
que,que,52
voulez,vouloir,17
vous,vous,51
dire,dire,14
",",",",p
mon,mon,73
oncle,oncle,21
",",",",p
je,je,51
veux,vouloir,17
être,être,14
pendu,pendre,12
si,si,83
je,je,51
comprends,comprendre,17
un,un,71
seul,seul,30
mot,mot,21
/.,/.,P
-,-,p
venez,venir,17
",",",",p
dit,dire,19
Grandet,Grandet,20
/.,/.,P
l',le,71
avare,avare,21
fit,faire,19
claquer,claquer,14
la,le,71
lame,lame,22
de,de,81
son,son,73
couteau,couteau,21
",",",",p
but,boire,19
le,le,71
reste,reste,21
de,de,81
son,son,73
vin,vin,21
blanc,blanc,30
et,et,82
ouvrit,ouvrir,19
la,le,71
porte,porte,22
/.,/.,P
-,-,p
mon,mon,73
cousin,cousin,21
",",",",p
ayez,avoir,17
du,de,81
du,le,71
courage,courage,21
/!,/!,P
l',le,71
accent,accent,21
de,de,81
la,le,71
jeune,jeune,30
fille,fille,22
avait,avoir,18
glacé,glacer,12
Charles,Charles,20
",",",",p
qui,qui,52
suivit,suivre,19
son,son,73
terrible,terrible,30
parent,parent,21
en,en,81
proie,proie,22
à,à,81
de,de,81
mortelles,mortel,30
inquiétudes,inquiétude,22
/.,/.,P
Eugénie,Eugénie,20
",",",",p
sa,son,73
mère,mère,22
et,et,82
Nanon,Nanon,20
vinrent,venir,19
dans,dans,81
la,le,71
cuisine,cuisine,22
",",",",p
excitées,excité,31
par,par,81
une,un,71
invincible,invincible,30
curiosité,curiosité,22
à,à,81
épier,épier,14
les,le,71
deux,deux,72
acteurs,acteur,21
de,de,81
la,le,71
scène,scène,22
qui,qui,52
allait,aller,18
se,se,51
passer,passer,14
dans,dans,81
le,le,71
petit,petit,30
jardin,jardin,21
humide,humide,30
où,où,60
l',le,71
oncle,oncle,21
marcha,marcher,19
d'abord,d'abord,60
silencieusement,silencieusement,60
avec,avec,81
le,le,71
neveu,neveu,21
/.,/.,P
Grandet,Grandet,20
n',ne,60
était,être,18
pas,pas,60
embarrassé,embarrasser,12
pour,pour,81
apprendre,apprendre,14
à,à,81
Charles,Charles,20
la,le,71
mort,mort,22
de,de,81
son,son,73
père,père,21
",",",",p
mais,mais,82
il,il,51
éprouvait,éprouver,18
une,un,71
sorte,sorte,22
de,de,81
compassion,compassion,22
en,en,81
le,le,52
sachant,savoir,13
sans,sans,81
un,un,71
sou,sou,21
",",",",p
et,et,82
il,il,51
cherchait,chercher,18
des,de,81
des,le,71
formules,formule,22
pour,pour,81
adoucir,adoucir,14
l',le,71
expression,expression,22
de,de,81
cette,ce,74
cruelle,cruel,30
vérité,vérité,22
/.,/.,P
vous,vous,51
avez,avoir,17
perdu,perdre,12
votre,votre,73
père,père,21
!,!,p
ce,ce,52
n',ne,60
était,être,18
rien,rien,52
à,à,81
dire,dire,14
/.,/.,P
les,le,71
pères,père,21
meurent,mourir,17
avant,avant,81
les,le,71
enfants,enfant,21
/.,/.,P
mais,mais,82
:,:,p
vous,vous,51
êtes,être,17
sans,sans,81
aucune,aucun,75
espèce,espèce,22
de,de,81
fortune,fortune,22
!,!,p
tous,tout,75
les,le,71
malheurs,malheur,21
de,de,81
la,le,71
terre,terre,22
étaient,être,18
réunis,réunir,12
dans,dans,81
ces,ce,74
paroles,parole,22
/.,/.,P
et,et,82
le,le,71
bonhomme,bonhomme,21
de,de,81
faire,faire,14
",",",",p
pour,pour,81
la,le,71
troisième,troisième,72
fois,fois,22
",",",",p
le,le,71
tour,tour,21
de,de,81
l',le,71
allée,allée,22
du,de,81
du,le,71
milieu,milieu,21
",",",",p
dont,dont,52
le,le,71
sable,sable,21
craquait,craquer,18
sous,sous,81
les,le,71
pieds,pied,21
/.,/.,P
dans,dans,81
les,le,71
grandes,grand,30
circonstances,circonstance,22
de,de,81
la,le,71
vie,vie,22
",",",",p
notre,notre,73
âme,âme,22
s',se,51
attache,attacher,17
fortement,fortement,60
aux,à,81
aux,le,71
lieux,lieu,21
où,où,60
les,le,71
plaisirs,plaisir,21
et,et,82
les,le,71
chagrins,chagrin,21
fondent,fonder,17
sur,sur,81
nous,nous,51
/.,/.,P
aussi,aussi,60
Charles,Charles,20
examinait,examiner,18
il,il,51
avec,avec,81
une,un,71
attention,attention,22
particulière,particulier,30
les,le,71
buis,buis,21
de,de,81
ce,ce,74
petit,petit,30
jardin,jardin,21
",",",",p
les,le,71
feuilles,feuille,22
pâles,pâle,30
qui,qui,52
tombaient,tomber,18
",",",",p
les,le,71
dégradations,dégradation,22
des,de,81
des,le,71
murs,mur,21
",",",",p
les,le,71
bizarreries,bizarrerie,22
des,de,81
des,le,71
arbres,arbre,21
fruitiers,fruitier,30
",",",",p
détails,détail,21
pittoresques,pittoresque,30
qui,qui,52
devaient,devoir,18
rester,rester,14
gravés,gravé,31
dans,dans,81
son,son,73
souvenir,souvenir,21
",",",",p
éternellement,éternellement,60
mêlés,mêlé,31
à,à,81
cette,ce,74
heure,heure,22
suprême,suprême,30
",",",",p
par,par,81
une,un,71
mnémotechnie,mnémotechnie,22
particulière,particulier,30
aux,à,81
aux,le,71
passions,passion,22
/.,/.,P
-,-,p
il,il,51
fait,faire,17
bien,bien,60
chaud,chaud,30
",",",",p
bien,bien,60
beau,beau,30
",",",",p
dit,dire,19
Grandet,Grandet,20
en,en,81
aspirant,aspirer,13
une,un,71
forte,fort,30
partie,partie,22
d',de,81
air,air,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
mon,mon,73
oncle,oncle,21
",",",",p
mais,mais,82
pourquoi,pourquoi,60
/…,/…,P
eh,eh,93
!,!,p
bien,bien,60
",",",",p
mon,mon,73
garçon,garçon,21
",",",",p
reprit,reprendre,19
l',le,71
oncle,oncle,21
",",",",p
j',je,51
ai,avoir,17
de,de,81
mauvaises,mauvais,30
nouvelles,nouvelle,22
à,à,81
t',tu,51
apprendre,apprendre,14
/.,/.,P
ton,ton,73
père,père,21
est,être,17
bien,bien,60
mal,mal,60
/…,/…,P
pourquoi,pourquoi,60
suis,être,17
je,je,51
ici,ici,60
?,?,p
dit,dire,19
Charles,Charles,20
/.,/.,P
Nanon,Nanon,20
!,!,p
cria,crier,19
t,t,94
il,il,51
",",",",p
des,de,81
des,le,71
chevaux,cheval,21
de,de,81
poste,poste,21
/.,/.,P
je,je,51
trouverai,trouver,15
bien,bien,60
une,un,71
voiture,voiture,22
dans,dans,81
le,le,71
pays,pays,21
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
en,en,81
se,se,51
tournant,tourner,13
vers,vers,81
son,son,73
oncle,oncle,21
qui,qui,52
demeurait,demeurer,18
immobile,immobile,30
/.,/.,P
-,-,p
les,le,71
chevaux,cheval,21
et,et,82
la,le,71
voiture,voiture,22
sont,être,17
inutiles,inutile,30
",",",",p
répondit,répondre,19
Grandet,Grandet,20
/.,/.,P
Charles,Charles,20
resta,rester,19
muet,muet,30
",",",",p
pâlit,pâlir,19
et,et,82
les,le,71
yeux,oeil,21
devinrent,devenir,19
fixes,fixe,30
/.,/.,P
-,-,p
oui,oui,60
",",",",p
mon,mon,73
pauvre,pauvre,30
garçon,garçon,21
",",",",p
tu,tu,51
devines,deviner,17
/.,/.,P
il,il,51
est,être,17
mort,mourir,12
/.,/.,P
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
/.,/.,P
il,il,51
y,y,52
a,avoir,17
quelque,quelque,75
chose,chose,22
de,de,81
plus,plus,60
grave,grave,30
/.,/.,P
il,il,51
s',se,51
est,être,17
brûlé,brûler,12
la,le,71
cervelle,cervelle,22
/…,/…,P
mon,mon,73
père,père,21
/?,/?,P
-,-,p
oui,oui,60
/.,/.,P
mais,mais,82
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
/.,/.,P
les,le,71
journaux,journal,21
glosent,gloser,17
de,de,81
cela,cela,52
comme,comme,83
s',si,83
ils,ils,51
en,en,52
avaient,avoir,18
le,le,71
droit,droit,21
/.,/.,P
tiens,tenir,17
",",",",p
lis,lire,17
/.,/.,P
Grandet,Grandet,20
",",",",p
qui,qui,52
avait,avoir,18
emprunté,emprunter,12
le,le,71
journal,journal,21
de,de,81
Cruchot,Cruchot,20
",",",",p
mit,mettre,19
le,le,71
fatal,fatal,30
article,article,21
sous,sous,81
les,le,71
yeux,oeil,21
de,de,81
Charles,Charles,20
/.,/.,P
en,en,81
ce,ce,74
moment,moment,21
le,le,71
pauvre,pauvre,30
jeune,jeune,30
homme,homme,21
",",",",p
encore,encore,60
enfant,enfant,21
",",",",p
encore,encore,60
dans,dans,81
l',le,71
âge,âge,21
où,où,60
les,le,71
sentiments,sentiment,21
se,se,51
produisent,produire,17
avec,avec,81
naïveté,naïveté,22
",",",",p
fondit,fondre,19
en,en,81
larmes,larme,22
/.,/.,P
-,-,p
allons,aller,17
",",",",p
bien,bien,60
",",",",p
se,se,51
dit,dire,17
Grandet,Grandet,20
/.,/.,P
ses,son,73
yeux,oeil,21
m',je,51
effrayaient,effrayer,18
/.,/.,P
il,il,51
pleure,pleurer,17
",",",",p
le,le,52
voilà,voilà,81
sauvé,sauvé,31
/.,/.,P
ce,ce,52
n',ne,60
est,être,17
encore,encore,60
rien,rien,52
",",",",p
mon,mon,73
pauvre,pauvre,30
neveu,neveu,21
",",",",p
reprit,reprendre,19
Grandet,Grandet,20
à,à,81
haute,haut,30
voix,voix,22
",",",",p
sans,sans,81
savoir,savoir,14
si,si,83
Charles,Charles,20
l',le,52
écoutait,écouter,18
",",",",p
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
",",",",p
tu,tu,51
te,tu,51
consoleras,consoler,15
;,;,p
mais,mais,82
/…,/…,P
jamais,jamais,60
!,!,p
jamais,jamais,60
!,!,p
mon,mon,73
père,père,21
!,!,p
mon,mon,73
père,père,21
/!,/!,P
il,il,51
t',tu,51
a,avoir,17
ruiné,ruiner,12
",",",",p
tu,tu,51
es,être,17
sans,sans,81
argent,argent,21
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,83
cela,cela,52
me,je,51
fait,faire,17
/!,/!,P
où,où,60
est,être,17
mon,mon,73
père,père,21
",",",",p
mon,mon,73
père,père,21
/?,/?,P
les,le,71
pleurs,pleur,21
et,et,82
les,le,71
sanglots,sanglot,21
retentissaient,retentir,18
entre,entre,81
ces,ce,74
murailles,muraille,22
d',de,81
une,un,71
horrible,horrible,30
façon,façon,22
et,et,82
se,se,51
répercutaient,répercuter,18
dans,dans,81
les,le,71
échos,écho,21
/.,/.,P
les,le,71
trois,trois,72
femmes,femme,22
",",",",p
saisies,saisi,31
de,de,81
pitié,pitié,22
",",",",p
pleuraient,pleurer,18
:,:,p
les,le,71
larmes,larme,22
sont,être,17
aussi,aussi,60
contagieuses,contagieux,30
que,que,83
peut,pouvoir,17
l',le,52
être,être,14
le,le,71
rire,rire,21
/.,/.,P
Charles,Charles,20
",",",",p
sans,sans,81
écouter,écouter,14
son,son,73
oncle,oncle,21
",",",",p
se,se,51
sauva,sauver,19
dans,dans,81
la,le,71
cour,cour,22
",",",",p
trouva,trouver,19
l',le,71
escalier,escalier,21
",",",",p
monta,monter,19
dans,dans,81
sa,son,73
chambre,chambre,22
",",",",p
et,et,82
se,se,51
jeta,jeter,19
en,en,81
travers,travers,21
sur,sur,81
son,son,73
lit,lit,21
en,en,81
se,se,51
mettant,mettre,13
la,le,71
face,face,22
dans,dans,81
les,le,71
draps,drap,21
pour,pour,81
pleurer,pleurer,14
à,à,81
son,son,73
aise,aise,22
loin,loin,60
de,de,81
ses,son,73
parents,parent,21
/.,/.,P
-,-,p
il,il,51
faut,falloir,17
laisser,laisser,14
passer,passer,14
la,le,71
première,premier,72
averse,averse,22
",",",",p
dit,dire,19
Grandet,Grandet,20
en,en,81
rentrant,rentrer,13
dans,dans,81
la,le,71
salle,salle,22
où,où,60
Eugénie,Eugénie,20
et,et,82
sa,son,73
mère,mère,22
avaient,avoir,18
brusquement,brusquement,60
repris,reprendre,12
leurs,leur,73
places,place,22
et,et,82
travaillaient,travailler,18
d',de,81
une,un,71
main,main,22
tremblante,tremblant,30
après,après,81
s',se,51
être,être,14
essuyé,essuyer,12
les,le,71
yeux,oeil,21
/.,/.,P
mais,mais,82
ce,ce,74
jeune,jeune,30
homme,homme,21
n',ne,60
est,être,17
bon,bon,30
à,à,81
rien,rien,52
",",",",p
il,il,51
s',se,51
occupe,occuper,17
plus,plus,60
des,de,81
des,le,71
morts,mort,21
que,que,83
de,de,81
l',le,71
argent,argent,21
/.,/.,P
Eugénie,Eugénie,20
frissonna,frissonner,19
en,en,81
entendant,entendre,13
son,son,73
père,père,21
s',se,51
exprimant,exprimer,13
ainsi,ainsi,60
sur,sur,81
la,le,71
plus,plus,60
sainte,saint,30
des,de,81
des,le,71
douleurs,douleur,22
/.,/.,P
dès,dès,81
ce,ce,74
moment,moment,21
",",",",p
elle,il,51
commença,commencer,19
à,à,81
juger,juger,14
son,son,73
père,père,21
/.,/.,P
quoique,quoique,83
assourdis,assourdi,31
",",",",p
les,le,71
sanglots,sanglot,21
de,de,81
Charles,Charles,20
retentissaient,retentir,18
dans,dans,81
cette,ce,74
sonore,sonore,30
maison,maison,22
;,;,p
et,et,82
sa,son,73
plainte,plainte,22
profonde,profond,30
",",",",p
qui,qui,52
semblait,sembler,18
sortir,sortir,14
de,de,81
dessous,dessous,60
terre,terre,22
",",",",p
ne,ne,60
cessa,cesser,19
que,que,83
vers,vers,81
le,le,71
soir,soir,21
",",",",p
après,après,81
s',se,51
être,être,14
graduellement,graduellement,60
affaiblie,affaiblir,12
/.,/.,P
-,-,p
pauvre,pauvre,30
jeune,jeune,30
homme,homme,21
!,!,p
dit,dire,19
madame,madame,22
Grandet,Grandet,20
/.,/.,P
fatale,fatal,30
exclamation,exclamation,22
/!,/!,P
le,le,71
père,père,21
Grandet,Grandet,20
regarda,regarder,19
sa,son,73
femme,femme,22
",",",",p
Eugénie,Eugénie,20
et,et,82
le,le,71
sucrier,sucrier,21
;,;,p
il,il,51
se,se,51
souvint,souvenir,19
du,de,81
du,le,71
déjeuner,déjeuner,21
extraordinaire,extraordinaire,30
apprêté,apprêté,31
pour,pour,81
le,le,71
parent,parent,21
malheureux,malheureux,30
",",",",p
et,et,82
se,se,51
posa,poser,19
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
salle,salle,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
çà,çà,60
",",",",p
j',je,51
espère,espérer,17
",",",",p
dit,dire,19
il,il,51
avec,avec,81
son,son,73
calme,calme,21
habituel,habituel,30
",",",",p
que,que,83
vous,vous,51
n',ne,60
allez,aller,17
pas,pas,60
continuer,continuer,14
vos,votre,73
prodigalités,prodigalité,22
",",",",p
madame,madame,22
Grandet,Grandet,20
/.,/.,P
je,je,51
ne,ne,60
vous,vous,51
donne,donner,17
pas,pas,60
mon,mon,73
argent,argent,21
pour,pour,81
embucquer,embucquer,14
de,de,81
sucre,sucre,21
ce,ce,74
jeune,jeune,30
drôle,drôle,21
/.,/.,P
-,-,p
ma,mon,73
mère,mère,22
n',ne,60
y,y,52
est,être,17
pour,pour,81
rien,rien,52
",",",",p
dit,dire,19
Eugénie,Eugénie,20
/.,/.,P
c',ce,52
est,être,17
moi,moi,51
qui,qui,52
/…,/…,P
est,être,17
ce,ce,52
parce que,parce que,83
tu,tu,51
es,être,17
majeure,majeur,30
",",",",p
reprit,reprendre,19
Grandet,Grandet,20
en,en,81
interrompant,interrompre,13
sa,son,73
fille,fille,22
",",",",p
que,que,83
tu,tu,51
voudrais,vouloir,16
me,je,51
contrarier,contrarier,14
/?,/?,P
songe,songer,17
",",",",p
Eugénie,Eugénie,20
/…,/…,P
mon,mon,73
père,père,21
",",",",p
le,le,71
fils,fils,21
de,de,81
votre,votre,73
frère,frère,21
ne,ne,60
devait,devoir,18
pas,pas,60
manquer,manquer,14
chez,chez,81
vous,vous,51
de,de,81
/…,/…,P
ta-ta-ta-ta,ta-ta-ta-ta,93
",",",",p
dit,dire,19
le,le,71
tonnelier,tonnelier,21
sur,sur,81
quatre,quatre,72
tons,ton,21
chromatiques,chromatique,30
",",",",p
le,le,71
fils,fils,21
de,de,81
mon,mon,73
frère,frère,21
par-ci,par-ci,60
",",",",p
mon,mon,73
neveu,neveu,21
par là,par-là,60
/.,/.,P
Charles,Charles,20
ne,ne,60
nous,nous,51
est,être,17
de,de,81
rien,rien,52
",",",",p
il,il,51
n',ne,60
a,avoir,17
ni,ni,82
sou,sou,21
ni,ni,82
maille,maille,22
;,;,p
son,son,73
père,père,21
a,avoir,17
fait,faire,12
faillite,faillite,22
;,;,p
et,et,82
",",",",p
quand,quand,83
ce,ce,74
mirliflor,mirliflore,21
aura,avoir,15
pleuré,pleurer,12
son,son,73
soûl,soûl,21
",",",",p
il,il,51
décampera,décamper,15
d',de,81
ici,ici,60
;,;,p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
qu',que,83
il,il,51
révolutionne,révolutionner,17
ma,mon,73
maison,maison,22
/.,/.,P
-,-,p
qu',que,52
est,être,17
ce,ce,52
que,que,83
c',ce,52
est,être,17
",",",",p
mon,mon,73
père,père,21
",",",",p
que,que,83
de,de,81
faire,faire,14
faillite,faillite,22
?,?,p
demanda,demander,19
Eugénie,Eugénie,20
/.,/.,P
-,-,p
faire,faire,14
faillite,faillite,22
",",",",p
reprit,reprendre,19
le,le,71
père,père,21
",",",",p
c',ce,52
est,être,17
commettre,commettre,14
l',le,71
action,action,22
la,le,71
plus,plus,60
déshonorante,déshonorant,30
entre,entre,81
toutes,tout,75
celles,celui,52
qui,qui,52
peuvent,pouvoir,17
déshonorer,déshonorer,14
l',le,71
homme,homme,21
/.,/.,P
-,-,p
ce,ce,52
doit,devoir,17
être,être,14
un,un,71
bien,bien,60
grand,grand,30
péché,péché,21
",",",",p
dit,dire,19
madame,madame,22
Grandet,Grandet,20
",",",",p
et,et,82
notre,notre,73
frère,frère,21
serait,être,16
damné,damner,12
/.,/.,P
-,-,p
allons,aller,17
",",",",p
voilà,voilà,81
tes,ton,73
litanies,litanie,22
",",",",p
dit,dire,19
il,il,51
à,à,81
sa,son,73
femme,femme,22
en,en,81
haussant,hausser,13
les,le,71
épaules,épaule,22
/.,/.,P
faire,faire,14
faillite,faillite,22
",",",",p
Eugénie,Eugénie,20
",",",",p
reprit,reprendre,19
il,il,51
",",",",p
est,être,17
un,un,71
vol,vol,21
que,que,52
la,le,71
loi,loi,22
prend,prendre,17
malheureusement,malheureusement,60
sous,sous,81
sa,son,73
protection,protection,22
/.,/.,P
des,de,81
des,le,71
gens,gens,21
ont,avoir,17
donné,donner,12
leurs,leur,73
denrées,denrée,22
à,à,81
Guillaume,Guillaume,20
Grandet,Grandet,20
sur,sur,81
sa,son,73
réputation,réputation,22
d',de,81
honneur,honneur,21
et,et,82
de,de,81
