11574
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-douzième extrait>,<>,<>
hôtes,hôte,21
me,je,51
firent,faire,19
admettre,admettre,14
à,à,81
l',le,71
hôpital,hôpital,21
d',de,81
Heilsberg,Heilsberg,20
/.,/.,P
vous,vous,51
comprenez,comprendre,17
",",",",p
monsieur,monsieur,21
",",",",p
que,que,83
j',je,51
étais,être,18
sorti,sortir,12
du,de,81
du,le,71
ventre,ventre,21
de,de,81
la,le,71
fosse,fosse,22
aussi,aussi,60
nu,nu,30
que,que,83
de,de,81
celui,celui,52
de,de,81
ma,mon,73
mère,mère,22
;,;,p
en,en,81
sorte,sorte,22
que,que,83
",",",",p
six,six,72
mois,mois,21
après,après,81
",",",",p
quand,quand,83
",",",",p
un,un,71
beau,beau,30
matin,matin,21
",",",",p
je,je,51
me,je,51
souvins,souvenir,19
d',de,81
avoir,avoir,14
été,être,12
le,le,71
colonel,colonel,21
Chabert,Chabert,20
",",",",p
et,et,82
qu',que,83
en,en,81
recouvrant,recouvrer,13
ma,mon,73
raison,raison,22
je,je,51
voulus,vouloir,19
obtenir,obtenir,14
de,de,81
ma,mon,73
garde,garde,22
plus,plus,60
de,de,81
respect,respect,21
qu',que,83
elle,il,51
n',ne,60
en,en,52
accordait,accorder,18
à,à,81
un,un,71
pauvre,pauvre,30
diable,diable,21
",",",",p
tous,tout,75
mes,mon,73
camarades,camarade,21
de,de,81
chambrée,chambrée,22
se,se,51
mirent,mettre,17
à,à,81
rire,rire,14
/.,/.,P
heureusement,heureusement,60
pour,pour,81
moi,moi,51
",",",",p
le,le,71
chirurgien,chirurgien,21
avait,avoir,18
répondu,répondre,12
",",",",p
par,par,81
amour-propre,amour-propre,21
",",",",p
de,de,81
ma,mon,73
guérison,guérison,22
",",",",p
et,et,82
s',se,51
était,être,18
naturellement,naturellement,60
intéressé,intéresser,12
à,à,81
son,son,73
malade,malade,21
/.,/.,P
lorsque,lorsque,83
je,je,51
lui,lui,51
parlai,parler,19
d',de,81
une,un,71
manière,manière,22
suivie,suivi,31
de,de,81
mon,mon,73
ancienne,ancien,30
existence,existence,22
",",",",p
ce,ce,74
brave,brave,30
homme,homme,21
",",",",p
nommé,nommé,31
Sparchmann,Sparchmann,20
",",",",p
fit,faire,19
constater,constater,14
",",",",p
dans,dans,81
les,le,71
formes,forme,22
juridiques,juridique,30
voulues,voulu,31
par,par,81
le,le,71
droit,droit,21
du,de,81
du,le,71
pays,pays,21
",",",",p
la,le,71
manière,manière,22
miraculeuse,miraculeux,30
dont,dont,52
j',je,51
étais,être,18
sorti,sortir,12
de,de,81
la,le,71
fosse,fosse,22
des,de,81
des,le,71
morts,mort,21
",",",",p
le,le,71
jour,jour,21
et,et,82
l',le,71
heure,heure,22
où,où,60
j',je,51
avais,avoir,18
été,être,12
trouvé,trouver,12
par,par,81
ma,mon,73
bienfaitrice,bienfaitrice,22
et,et,82
par,par,81
son,son,73
mari,mari,21
;,;,p
le,le,71
genre,genre,21
",",",",p
la,le,71
position,position,22
exacte,exact,30
de,de,81
mes,mon,73
blessures,blessure,22
",",",",p
en,en,81
joignant,joindre,13
à,à,81
ces,ce,74
différents,différent,30
procès-verbaux,procès-verbal,21
une,un,71
description,description,22
de,de,81
ma,mon,73
personne,personne,22
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
monsieur,monsieur,21
",",",",p
je,je,51
n',ne,60
ai,avoir,17
ni,ni,82
ces,ce,74
pièces,pièce,22
importantes,important,30
",",",",p
ni,ni,82
la,le,71
déclaration,déclaration,22
que,que,52
j',je,51
ai,avoir,17
faite,faire,12
chez,chez,81
un,un,71
notaire,notaire,21
d',de,81
Heilsberg,Heilsberg,20
",",",",p
en,en,81
vue,vue,22
d',de,81
établir,établir,14
mon,mon,73
identité,identité,22
/!,/!,P
depuis,depuis,81
le,le,71
jour,jour,21
où,où,60
je,je,51
fus,être,19
chassé,chasser,12
de,de,81
cette,ce,74
ville,ville,22
par,par,81
les,le,71
événements,événement,21
de,de,81
la,le,71
guerre,guerre,22
",",",",p
j',je,51
ai,avoir,17
constamment,constamment,60
erré,errer,12
comme,comme,83
un,un,71
vagabond,vagabond,21
",",",",p
mendiant,mendier,13
mon,mon,73
pain,pain,21
",",",",p
traité,traité,31
de,de,81
fou,fou,21
lorsque,lorsque,83
je,je,51
racontais,raconter,18
mon,mon,73
aventure,aventure,22
",",",",p
et,et,82
sans,sans,81
avoir,avoir,14
ni,ni,82
trouvé,trouver,12
",",",",p
ni,ni,82
gagné,gagner,12
un,un,71
sou,sou,21
pour,pour,81
me,je,51
procurer,procurer,14
les,le,71
actes,acte,21
qui,qui,52
pouvaient,pouvoir,18
prouver,prouver,14
mes,mon,73
dires,dire,21
",",",",p
et,et,82
me,je,51
rendre,rendre,14
à,à,81
la,le,71
vie,vie,22
sociale,social,30
/.,/.,P
souvent,souvent,60
",",",",p
mes,mon,73
douleurs,douleur,22
me,je,51
retenaient,retenir,18
durant,durant,81
des,de,81
des,le,71
semestres,semestre,21
entiers,entier,30
dans,dans,81
de,de,81
petites,petit,30
villes,ville,22
où,où,60
l',l',94
on,on,51
prodiguait,prodiguer,18
des,de,81
des,le,71
soins,soin,21
au,à,81
au,le,71
Français,Français,20
malade,malade,30
",",",",p
mais,mais,82
où,où,60
l',l',94
on,on,51
riait,rire,18
au,à,81
au,le,71
nez,nez,21
de,de,81
cet,ce,74
homme,homme,21
dès,dès,81
qu',que,83
il,il,51
),),p
prétendait,prétendre,18
être,être,14
le,le,71
colonel,colonel,21
Chabert,Chabert,20
/.,/.,P
pendant,pendant,81
longtemps,longtemps,60
ces,ce,74
rires,rire,21
",",",",p
ces,ce,74
doutes,doute,21
me,je,51
mettaient,mettre,18
dans,dans,81
une,un,71
fureur,fureur,22
qui,qui,52
me,je,51
nuisit,nuire,19
et,et,82
me,je,51
fit,faire,19
même,même,60
enfermer,enfermer,14
comme,comme,83
fou,fou,21
à,à,81
Stuttgart,Stuttgart,20
/.,/.,P
à,à,81
la,le,71
vérité,vérité,22
",",",",p
vous,vous,51
pouvez,pouvoir,17
juger,juger,14
",",",",p
d',de,81
après,après,81
mon,mon,73
récit,récit,21
",",",",p
qu',que,83
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
raisons,raison,22
suffisantes,suffisant,30
pour,pour,81
faire,faire,14
coffrer,coffrer,14
un,un,71
homme,homme,21
/!,/!,P
après,après,81
deux,deux,72
ans,an,21
de,de,81
détention,détention,22
que,que,52
je,je,51
fus,être,19
obligé,obliger,12
de,de,81
subir,subir,14
",",",",p
après,après,81
avoir,avoir,14
entendu,entendre,12
mille,mille,72
fois,fois,22
mes,mon,73
gardiens,gardien,21
disant,dire,13
:,:,p
voilà,voilà,81
un,un,71
pauvre,pauvre,30
homme,homme,21
qui,qui,52
croit,croire,17
être,être,14
le,le,71
colonel,colonel,21
Chabert,Chabert,20
!,!,p
à,à,81
des,de,81
des,le,71
gens,gens,21
qui,qui,52
répondaient,répondre,18
:,:,p
le,le,71
pauvre,pauvre,30
homme,homme,21
!,!,p
je,je,51
fus,être,19
convaincu,convaincre,12
de,de,81
l',le,71
impossibilité,impossibilité,22
de,de,81
ma,mon,73
propre,propre,30
aventure,aventure,22
",",",",p
je,je,51
devins,devenir,19
triste,triste,30
",",",",p
résigné,résigné,31
",",",",p
tranquille,tranquille,30
",",",",p
et,et,82
renonçai,renoncer,19
à,à,81
me,je,51
dire,dire,14
le,le,71
colonel,colonel,21
Chabert,Chabert,20
",",",",p
afin,afin,81
de,de,81
pouvoir,pouvoir,14
sortir,sortir,14
de,de,81
prison,prison,22
et,et,82
revoir,revoir,14
la,le,71
France,France,20
/.,/.,P
oh,oh,93
!,!,p
monsieur,monsieur,21
",",",",p
revoir,revoir,14
Paris,Paris,20
!,!,p
c',ce,52
était,être,18
un,un,71
délire,délire,21
que,que,52
je,je,51
ne,ne,60
/…,/…,P
à,à,81
cette,ce,74
phrase,phrase,22
inachevée,inachevé,30
",",",",p
le,le,71
colonel,colonel,21
Chabert,Chabert,20
tomba,tomber,19
dans,dans,81
une,un,71
rêverie,rêverie,22
profonde,profond,30
que,que,52
Derville,Derville,20
respecta,respecter,19
/.,/.,P
monsieur,monsieur,21
",",",",p
un,un,71
beau,beau,30
jour,jour,21
",",",",p
reprit,reprendre,19
le,le,71
client,client,21
",",",",p
un,un,71
jour,jour,21
de,de,81
printemps,printemps,21
",",",",p
on,on,51
me,je,51
donna,donner,19
la,le,71
clef,clé,22
des,de,81
des,le,71
champs,champ,21
et,et,82
dix,dix,72
thalers,thaler,21
",",",",p
sous,sous,81
prétexte,prétexte,21
que,que,83
je,je,51
parlais,parler,18
très,très,60
sensément,sensément,60
sur,sur,81
toutes,tout,75
sortes,sorte,22
de,de,81
sujets,sujet,21
et,et,82
que,que,83
je,je,51
ne,ne,60
me,je,51
disais,dire,18
plus,plus,60
le,le,71
colonel,colonel,21
Chabert,Chabert,20
/.,/.,P
ma,mon,73
foi,foi,22
",",",",p
vers,vers,81
cette,ce,74
époque,époque,22
",",",",p
et,et,82
encore,encore,60
aujourd'hui,aujourd'hui,60
",",",",p
par,par,81
moments,moment,21
",",",",p
mon,mon,73
nom,nom,21
m',je,51
est,être,17
désagréable,désagréable,30
/.,/.,P
je,je,51
voudrais,vouloir,16
n',ne,60
être,être,14
pas,pas,60
moi,moi,51
/.,/.,P
le,le,71
sentiment,sentiment,21
de,de,81
mes,mon,73
droits,droit,21
me,je,51
tue,tuer,17
/.,/.,P
si,si,83
ma,mon,73
maladie,maladie,22
m',je,51
avait,avoir,18
ôté,ôter,12
tout,tout,52
souvenir,souvenir,14
de,de,81
mon,mon,73
existence,existence,22
passée,passé,31
",",",",p
j',je,51
aurais,avoir,16
été,être,12
heureux,heureux,30
/!,/!,P
j',je,51
eusse,avoir,18
repris,reprendre,12
du,de,81
du,le,71
service,service,21
sous,sous,81
un,un,71
nom,nom,21
quelconque,quelconque,30
",",",",p
et,et,82
qui,qui,52
sait,savoir,17
?,?,p
je,je,51
serais,être,16
peut-être,peut-être,60
devenu,devenir,12
feld-maréchal,feld-maréchal,21
en,en,81
Autriche,Autriche,20
ou,ou,82
en,en,81
Russie,Russie,20
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
dit,dire,19
l',le,71
avoué,avoué,21
",",",",p
vous,vous,51
brouillez,brouiller,17
toutes,tout,75
mes,mon,73
idées,idée,22
/.,/.,P
je,je,51
crois,croire,17
rêver,rêver,14
en,en,81
vous,vous,51
écoutant,écouter,13
/.,/.,P
de,de,81
grâce,grâce,22
",",",",p
arrêtons,arrêter,17
nous,nous,51
pendant,pendant,81
un,un,71
moment,moment,21
/.,/.,P
-,-,p
vous,vous,51
êtes,être,17
",",",",p
dit,dire,12
le,le,71
colonel,colonel,21
d',de,81
un,un,71
air,air,21
mélancolique,mélancolique,30
",",",",p
la,le,71
seule,seul,30
personne,personne,22
qui,qui,52
m',je,51
ait,avoir,17
si,si,60
patiemment,patiemment,60
écouté,écouter,12
/.,/.,P
aucun,aucun,75
homme,homme,21
de,de,81
loi,loi,22
n',ne,60
a,avoir,17
voulu,vouloir,12
m',je,51
avancer,avancer,14
dix,dix,72
napoléons,napoléon,21
afin,afin,81
de,de,81
faire,faire,14
venir,venir,14
d',de,81
Allemagne,Allemagne,20
les,le,71
pièces,pièce,22
nécessaires,nécessaire,30
pour,pour,81
commencer,commencer,14
mon,mon,73
procès,procès,21
/…,/…,P
-,-,p
quel,quel,75
procès,procès,21
?,?,p
dit,dire,19
l',le,71
avoué,avoué,21
",",",",p
qui,qui,52
oubliait,oublier,18
la,le,71
situation,situation,22
douloureuse,douloureux,30
de,de,81
son,son,73
client,client,21
en,en,81
entendant,entendre,13
le,le,71
récit,récit,21
de,de,81
ses,son,73
misères,misère,22
passées,passé,31
/.,/.,P
-,-,p
mais,mais,82
",",",",p
monsieur,monsieur,21
",",",",p
la,le,71
comtesse,comtesse,22
Ferraud,Ferraud,20
n',ne,60
est,être,17
elle,il,51
pas,pas,60
ma,mon,73
femme,femme,22
/!,/!,P
elle,il,51
possède,posséder,17
trente,trente,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
qui,qui,52
m',je,51
appartiennent,appartenir,17
",",",",p
et,et,82
ne,ne,60
veut,vouloir,17
pas,pas,60
me,je,51
donner,donner,14
deux,deux,72
liards,liard,21
/.,/.,P
quand,quand,83
je,je,51
dis,dire,17
ces,ce,74
choses,chose,22
à,à,81
des,de,81
des,le,71
avoués,avoué,21
",",",",p
à,à,81
des,de,81
des,le,71
hommes,homme,21
de,de,81
bon,bon,30
sens,sens,21
;,;,p
quand,quand,83
je,je,51
propose,proposer,17
",",",",p
moi,moi,51
",",",",p
mendiant,mendiant,21
",",",",p
de,de,81
plaider,plaider,14
contre,contre,81
un,un,71
comte,comte,21
et,et,82
une,un,71
comtesse,comtesse,22
;,;,p
quand,quand,83
je,je,51
m',je,51
élève,élever,17
",",",",p
moi,moi,51
",",",",p
mort,mort,31
",",",",p
contre,contre,81
un,un,71
acte,acte,21
de,de,81
décès,décès,21
",",",",p
un,un,71
acte,acte,21
de,de,81
mariage,mariage,21
et,et,82
des,de,81
des,le,71
actes,acte,21
de,de,81
naissance,naissance,22
",",",",p
ils,ils,51
m',je,51
éconduisent,éconduire,17
",",",",p
suivant,suivant,81
leur,leur,73
caractère,caractère,21
",",",",p
soit,soit,82
avec,avec,81
cet,ce,74
air,air,21
froidement,froidement,60
poli,poli,31
que,que,83
vous,vous,51
savez,savoir,17
prendre,prendre,14
pour,pour,81
vous,vous,51
débarrasser,débarrasser,14
d',de,81
un,un,71
malheureux,malheureux,21
",",",",p
soit,soit,82
brutalement,brutalement,60
",",",",p
en,en,81
gens,gens,21
qui,qui,52
croient,croire,17
rencontrer,rencontrer,14
un,un,71
intrigant,intrigant,21
ou,ou,82
un,un,71
fou,fou,21
/.,/.,P
j',je,51
ai,avoir,17
été,être,12
enterré,enterrer,12
sous,sous,81
des,de,81
des,le,71
morts,mort,21
",",",",p
mais,mais,82
maintenant,maintenant,60
je,je,51
suis,être,17
enterré,enterrer,12
sous,sous,81
des,de,81
des,le,71
vivants,vivant,21
",",",",p
sous,sous,81
des,de,81
des,le,71
actes,acte,21
",",",",p
sous,sou,81
des,de,81
des,le,71
faits,fait,21
",",",",p
sous,sous,81
la,le,71
société,société,22
tout,tout,60
entière,entier,30
",",",",p
qui,qui,52
veut,vouloir,17
me,je,51
faire,faire,14
rentrer,rentrer,14
sous,sous,81
terre,terre,22
/!,/!,P
-,-,p
monsieur,monsieur,21
",",",",p
veuillez,vouloir,17
poursuivre,poursuivre,14
maintenant,maintenant,60
",",",",p
dit,dire,19
l',le,71
avoué,avoué,21
/.,/.,P
-,-,p
veuillez,vouloir,17
",",",",p
s',se,51
écria,écrier,19
le,le,71
malheureux,malheureux,30
vieillard,vieillard,21
en,en,81
prenant,prendre,13
la,le,71
main,main,22
du,de,81
du,le,71
jeune,jeune,30
homme,homme,21
",",",",p
voilà,voilà,81
le,le,71
premier,premier,72
mot,mot,21
de,de,81
politesse,politesse,22
que,que,52
j',je,51
entends,entendre,17
depuis,depuis,81
/…,/…,P
le,le,71
colonel,colonel,21
pleura,pleurer,19
/.,/.,P
la,le,71
reconnaissance,reconnaissance,22
étouffa,étouffer,19
sa,son,73
voix,voix,22
/.,/.,P
cette,ce,74
pénétrante,pénétrant,30
et,et,82
indicible,indicible,30
éloquence,éloquence,22
qui,qui,52
est,être,17
dans,dans,81
le,le,71
regard,regard,21
",",",",p
dans,dans,81
le,le,71
geste,geste,21
",",",",p
dans,dans,81
le,le,71
silence,silence,21
même,même,30
",",",",p
acheva,achever,19
de,de,81
convaincre,convaincre,14
Derville,Derville,20
et,et,82
le,le,52
toucha,toucher,19
vivement,vivement,60
/.,/.,P
-,-,p
écoutez,écouter,17
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
il,il,51
à,à,81
son,son,73
client,client,21
",",",",p
j',je,51
ai,avoir,17
gagné,gagner,12
ce,ce,74
soir,soir,21
trois,trois,72
cents,cent,72
francs,franc,21
au,à,81
au,le,71
jeu,jeu,21
;,;,p
je,je,51
puis,pouvoir,17
bien,bien,60
employer,employer,14
la,le,71
moitié,moitié,22
de,de,81
cette,ce,74
somme,somme,22
à,à,81
faire,faire,14
le,le,71
bonheur,bonheur,21
d',de,81
un,un,71
homme,homme,21
/.,/.,P
je,je,51
commencerai,commencer,15
les,le,71
poursuites,poursuite,22
et,et,82
diligences,diligence,22
nécessaires,nécessaire,30
pour,pour,81
vous,vous,51
procurer,procurer,14
les,le,71
pièces,pièce,22
dont,dont,52
vous,vous,51
me,je,51
parlez,parler,17
",",",",p
et,et,82
jusqu',jusque,81
à,à,81
leur,leur,73
arrivée,arrivée,22
je,je,51
vous,vous,51
remettrai,remettre,15
cent,cent,72
sous,sou,21
par,par,81
jour,jour,21
/.,/.,P
si,si,83
vous,vous,51
êtes,être,17
le,le,71
colonel,colonel,21
Chabert,Chabert,20
",",",",p
vous,vous,51
saurez,savoir,15
pardonner,pardonner,14
la,le,71
modicité,modicité,22
du,de,81
du,le,71
prêt,prêt,21
à,à,81
un,un,71
jeune,jeune,30
homme,homme,21
qui,qui,52
a,avoir,17
sa,son,73
fortune,fortune,22
à,à,81
faire,faire,14
/.,/.,P
poursuivez,poursuivre,17
/.,/.,P
le,le,71
prétendu,prétendu,31
colonel,colonel,21
resta,rester,19
pendant,pendant,81
un,un,71
moment,moment,21
immobile,immobile,30
et,et,82
stupéfait,stupéfait,30
:,:,p
son,son,73
extrême,extrême,30
malheur,malheur,21
avait,avoir,18
sans,sans,81
doute,doute,21
détruit,détruire,12
ses,son,73
croyances,croyance,22
/.,/.,P
s',si,83
il,il,51
courait,courir,18
après,après,81
son,son,73
illustration,illustration,22
militaire,militaire,30
",",",",p
après,après,81
sa,son,73
fortune,fortune,22
",",",",p
après,après,81
lui-même,lui-même,51
",",",",p
peut-être,peut-être,60
était,être,18
ce,ce,52
pour,pour,81
obéir,obéir,14
à,à,81
ce,ce,74
sentiment,sentiment,21
inexplicable,inexplicable,30
",",",",p
en,en,81
germe,germe,21
dans,dans,81
le,le,71
coeur,coeur,21
de,de,81
tous,tout,75
les,le,71
hommes,homme,21
",",",",p
et,et,82
auquel,à,81
auquel,lequel,52
nous,nous,51
devons,devoir,17
les,le,71
recherches,recherche,22
des,de,81
des,le,71
alchimistes,alchimiste,21
",",",",p
la,le,71
passion,passion,22
de,de,81
la,le,71
gloire,gloire,22
",",",",p
les,le,71
découvertes,découverte,22
de,de,81
l',le,71
astronomie,astronomie,22
",",",",p
de,de,81
la,le,71
physique,physique,22
",",",",p
tout,tout,52
ce,ce,52
qui,qui,52
pousse,pousser,17
l',le,71
homme,homme,21
à,à,81
se,se,51
grandir,grandir,14
en,en,81
se,se,51
multipliant,multiplier,13
par,par,81
les,le,71
faits,fait,21
ou,ou,82
par,par,81
les,le,71
idées,idée,22
/.,/.,P
l',le,71
ego,ego,21
",",",",p
dans,dans,81
sa,son,73
pensée,pensée,22
",",",",p
n',ne,60
était,être,18
plus,plus,60
qu',que,83
un,un,71
objet,objet,21
secondaire,secondaire,30
",",",",p
de,de,81
même,même,60
que,que,83
la,le,71
vanité,vanité,22
du,de,81
du,le,71
triomphe,triomphe,21
ou,ou,82
le,le,71
plaisir,plaisir,21
du,de,81
du,le,71
gain,gain,21
deviennent,devenir,17
plus,plus,60
chers,cher,30
au,à,81
au,le,71
parieur,parieur,21
que,que,83
ne,ne,60
l',le,52
est,être,17
l',le,71
objet,objet,21
du,de,81
du,le,71
pari,pari,21
/.,/.,P
les,le,71
paroles,parole,22
du,de,81
du,le,71
jeune,jeune,30
avoué,avoué,21
furent,être,19
donc,donc,82
comme,comme,83
un,un,71
miracle,miracle,21
pour,pour,81
cet,ce,74
homme,homme,21
rebuté,rebuté,31
pendant,pendant,81
dix,dix,72
années,année,22
par,par,81
sa,son,73
femme,femme,22
",",",",p
par,par,81
la,le,71
justice,justice,22
",",",",p
par,par,81
la,le,71
création,création,22
sociale,social,30
entière,entier,30
/.,/.,P
trouver,trouver,14
chez,chez,81
un,un,71
avoué,avoué,21
ces,ce,74
dix,dix,72
pièces,pièce,22
d',de,81
or,or,21
qui,qui,52
lui,lui,51
avaient,avoir,18
été,être,12
refusées,refuser,12
pendant,pendant,81
si,si,60
longtemps,longtemps,60
",",",",p
par,par,81
tant,tant,60
de,de,81
personnes,personne,22
et,et,82
de,de,81
tant,tant,60
de,de,81
manières,manière,22
/!,/!,P
le,le,71
colonel,colonel,21
ressemblait,ressembler,18
à,à,81
cette,ce,74
dame,dame,22
qui,qui,52
",",",",p
ayant,avoir,13
eu,avoir,12
la,le,71
fièvre,fièvre,22
durant,durer,13
quinze,quinze,72
années,année,22
",",",",p
crut,croire,19
avoir,avoir,14
changé,changer,12
de,de,81
maladie,maladie,22
le,le,71
jour,jour,21
où,où,60
elle,il,51
fut,être,19
guérie,guérir,12
/.,/.,P
il,il,51
est,être,17
des,de,81
des,le,71
félicités,félicité,22
auxquelles,à,81
auxquelles,lequel,52
on,on,51
ne,ne,60
croit,croire,17
plus,plus,60
;,;,p
elles,ils,51
arrivent,arriver,17
",",",",p
c',ce,52
est,être,17
la,le,71
foudre,foudre,22
",",",",p
elles,ils,51
consument,consumer,17
/.,/.,P
aussi,aussi,60
la,le,71
reconnaissance,reconnaissance,22
du,de,81
du,le,71
pauvre,pauvre,30
homme,homme,21
était,être,18
elle,il,51
trop,trop,60
vive,vif,30
pour,pour,81
qu',que,83
il,il,51
pût,pouvoir,18
l',le,52
exprimer,exprimer,14
/.,/.,P
il,il,51
eut,avoir,19
paru,paraître,12
froid,froid,30
aux,à,81
aux,le,71
gens,gens,21
superficiels,superficiel,30
",",",",p
mais,mais,82
Derville,Derville,20
devina,deviner,19
toute,tout,75
une,un,71
probité,probité,22
dans,dans,81
cette,ce,74
stupeur,stupeur,22
/.,/.,P
un,un,71
fripon,fripon,21
aurait,avoir,16
eu,avoir,12
de,de,81
la,le,71
voix,voix,22
/.,/.,P
où,où,60
en,en,52
étais,être,18
je,je,51
?,?,p
dit,dire,12
le,le,71
colonel,colonel,21
avec,avec,81
la,le,71
naïveté,naïveté,22
d',de,81
un,un,71
enfant,enfant,21
ou,ou,82
d',de,81
un,un,71
soldat,soldat,21
",",",",p
car,car,82
il,il,51
y,y,52
a,avoir,17
souvent,souvent,60
de,de,81
l',le,71
enfant,enfant,21
dans,dans,81
le,le,71
vrai,vrai,30
soldat,soldat,21
",",",",p
et,et,82
presque,presque,60
toujours,toujours,60
du,de,81
du,le,71
soldat,soldat,21
chez,chez,81
l',le,71
enfant,enfant,21
",",",",p
surtout,surtout,60
en,en,81
France,France,20
/.,/.,P
-,-,p
à,à,81
Stuttgart,Stuttgart,20
/.,/.,P
vous,vous,51
sortiez,sortir,18
de,de,81
prison,prison,22
",",",",p
répondit,répondre,19
l',le,71
avoué,avoué,21
/.,/.,P
-,-,p
vous,vous,51
connaissez,connaître,17
ma,mon,73
femme,femme,22
?,?,p
demanda,demander,19
le,le,71
colonel,colonel,21
/.,/.,P
-,-,p
oui,oui,60
",",",",p
répliqua,répliquer,19
Derville,Derville,20
en,en,81
inclinant,incliner,13
la,le,71
tête,tête,22
/.,/.,P
-,-,p
comment,comment,60
est,être,17
elle,il,51
/?,/?,P
-,-,p
toujours,toujours,60
ravissante,ravissant,30
/.,/.,P
le,le,71
vieillard,vieillard,21
fit,faire,19
un,un,71
signe,signe,21
de,de,81
main,main,22
",",",",p
et,et,82
parut,paraître,19
dévorer,dévorer,14
quelque,quelque,75
secrète,secret,30
douleur,douleur,22
avec,avec,81
cette,ce,74
résignation,résignation,22
grave,grave,30
et,et,82
solennelle,solennel,30
qui,qui,52
caractérise,caractériser,17
les,le,71
hommes,homme,21
éprouvés,éprouvé,31
dans,dans,81
le,le,71
sang,sang,21
et,et,82
le,le,71
feu,feu,21
des,de,81
des,le,71
champs,champ,21
de,de,81
bataille,bataille,22
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
dit,dire,19
il,il,51
avec,avec,81
une,un,71
sorte,sorte,22
de,de,81
gaieté,gaieté,22
;,;,p
car,car,82
il,il,51
respirait,respirer,18
",",",",p
ce,ce,74
pauvre,pauvre,30
colonel,colonel,21
",",",",p
il,il,51
sortait,sortir,18
une,un,71
seconde,second,72
fois,fois,22
de,de,81
la,le,71
tombe,tombe,22
",",",",p
il,il,51
venait,venir,18
de,de,81
fondre,fondre,14
une,un,71
couche,couche,22
de,de,81
neige,neige,22
moins,moins,60
soluble,soluble,30
que,que,83
celle,celui,52
qui,qui,52
jadis,jadis,60
lui,lui,51
avait,avoir,18
glacé,glacer,12
la,le,71
tête,tête,22
",",",",p
et,et,82
il,il,51
aspirait,aspirer,18
l',le,71
air,air,21
comme,comme,83
s',si,83
il,il,51
quittait,quitter,18
un,un,71
cachot,cachot,21
/.,/.,P
monsieur,monsieur,21
",",",",p
dit,dire,19
il,il,51
",",",",p
si,si,83
j',je,51
avais,avoir,18
été,être,12
joli,joli,30
garçon,garçon,21
",",",",p
aucun,aucun,52
de,de,81
mes,mon,73
malheurs,malheur,21
ne,ne,60
me,je,51
serait,être,16
arrivé,arriver,12
/.,/.,P
les,le,71
femmes,femme,22
croient,croire,17
les,le,71
gens,gens,21
quand,quand,83
ils,ils,51
farcissent,farcir,17
leurs,leur,73
phrases,phrase,22
du,de,81
du,le,71
mot,mot,21
amour,amour,21
/.,/.,P
alors,alors,60
elles,ils,51
trottent,trotter,17
",",",",p
elles,ils,51
vont,aller,17
",",",",p
elles,ils,51
se,se,51
mettent,mettre,17
en,en,81
quatre,quatre,72
",",",",p
elles,ils,51
intriguent,intriguer,17
",",",",p
elles,ils,51
affirment,affirmer,17
les,le,71
faits,fait,21
",",",",p
elles,ils,51
font,faire,17
le,le,71
diable,diable,21
pour,pour,81
celui,celui,52
qui,qui,52
leur,leur,52
plaît,plaire,17
/.,/.,P
comment,comment,60
aurais,avoir,16
je,je,51
pu,pouvoir,12
intéresser,intéresser,14
une,un,71
femme,femme,22
/?,/?,P
j',je,51
avais,avoir,18
une,un,71
face,face,22
de,de,81
requiem,requiem,21
",",",",p
j',je,51
étais,être,18
vêtu,vêtir,12
comme,comme,83
un,un,71
sans-culotte,sans-culotte,21
",",",",p
je,je,51
ressemblais,ressembler,18
plutôt,plutôt,60
à,à,81
un,un,71
Esquimau,Esquimau,20
qu',que,83
à,à,81
un,un,71
Français,Français,20
moi,moi,51
qui,qui,52
jadis,jadis,60
passais,passer,18
pour,pour,81
le,le,71
plus,plus,60
joli,joli,30
des,de,81
des,le,71
muscadins,muscadin,21
",",",",p
en,en,81
<Nombre 1799>,<>,<>
mille,mille,72
sept,sept,72
cent,cent,72
quatre,quatre,72
vingt,vingt,72
dix,dix,72
neuf,neuf,72
<Fin nombre>,<>,<>
moi,moi,51
",",",",p
Chabert,Chabert,20
",",",",p
comte,comte,21
de,de,81
l',le,71
Empire,empire,21
/!,/!,P
enfin,enfin,60
",",",",p
le,le,71
jour,jour,21
même,même,30
où,où,60
l',l',94
on,on,51
me,je,51
jeta,jeter,19
sur,sur,81
le,le,71
pavé,pavé,21
comme,comme,83
un,un,71
chien,chien,21
",",",",p
je,je,51
rencontrai,rencontrer,19
le,le,71
maréchal,maréchal,21
des,de,81
des,le,71
logis,logis,21
de,de,81
qui,qui,52
je,je,51
vous,vous,51
ai,avoir,17
déjà,déjà,60
parlé,parler,12
/.,/.,P
le,le,71
camarade,camarade,21
se,se,51
nommait,nommer,18
Boutin,Boutin,20
/.,/.,P
le,le,71
pauvre,pauvre,30
diable,diable,21
et,et,82
moi,moi,51
faisions,faire,18
