11727
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-quatrième extrait>,<>,<>
avec,avec,81
une,un,71
voix,voix,22
sévère,sévère,30
que,que,52
personne,personne,52
dans,dans,81
la,le,71
ville,ville,22
n',ne,60
avait,avoir,18
encore,encore,60
entendue,entendre,12
:,:,p
-,-,p
le,le,71
fait,fait,21
dont,dont,52
vous,vous,51
parlez,parler,17
est,être,17
un,un,71
fait,fait,21
de,de,81
police,police,22
municipale,municipal,30
/.,/.,P
aux,à,81
aux,le,71
termes,terme,21
des,de,81
des,le,71
articles,article,21
neuf,neuf,72
",",",",p
onze,onze,72
",",",",p
quinze,quinze,72
et,et,82
soixante,soixante,72
six,six,72
du,de,81
du,le,71
code,code,21
d',de,81
instruction,instruction,22
criminelle,criminel,30
",",",",p
j',je,51
en,en,52
suis,être,17
juge,juge,21
/.,/.,P
j',je,51
ordonne,ordonner,17
que,que,83
cette,ce,74
femme,femme,22
soit,être,17
mise,mettre,12
en,en,81
liberté,liberté,22
/.,/.,P
Javert,Javert,20
voulut,vouloir,19
tenter,tenter,14
un,un,71
dernier,dernier,30
effort,effort,21
/.,/.,P
-,-,p
mais,mais,82
",",",",p
monsieur,monsieur,21
le,le,71
maire,maire,21
/…,/…,P
-,-,p
je,je,51
vous,vous,51
rappelle,rappeler,17
",",",",p
à,à,81
vous,vous,51
",",",",p
l',le,71
article,article,21
quatre,quatre,72
vingt,vingt,72
un,un,71
de,de,81
la,le,71
loi,loi,22
du,de,81
du,le,71
<Nombre 13 décembre 1799>,<>,<>
treize,treize,72
décembre,décembre,21
mille,mille,72
sept,sept,72
cent,cent,72
quatre,quatre,72
vingt,vingt,72
dix,dix,72
neuf,neuf,72
<Fin nombre>,<>,<>
sur,sur,81
la,le,71
détention,détention,22
arbitraire,arbitraire,30
/.,/.,P
-,-,p
monsieur,monsieur,21
le,le,71
maire,maire,21
",",",",p
permettez,permettre,17
/…,/…,P
-,-,p
plus,plus,60
un,un,71
mot,mot,21
/.,/.,P
-,-,p
pourtant,pourtant,60
/…,/…,P
-,-,p
sortez,sortir,17
",",",",p
dit,dire,19
monsieur,monsieur,21
Madeleine,Madeleine,20
/.,/.,P
Javert,Javert,20
reçut,recevoir,19
le,le,71
coup,coup,21
",",",",p
debout,debout,60
",",",",p
de,de,81
face,face,22
",",",",p
et,et,82
en,en,81
pleine,plein,30
poitrine,poitrine,22
comme,comme,83
un,un,71
soldat,soldat,21
russe,russe,30
/.,/.,P
il,il,51
salua,saluer,19
jusqu',jusque,81
à,à,81
terre,terre,22
monsieur,monsieur,21
le,le,71
maire,maire,21
",",",",p
et,et,82
sortit,sortir,19
/.,/.,P
Fantine,Fantine,20
se,se,51
rangea,ranger,19
de,de,81
la,le,71
porte,porte,22
et,et,82
le,le,52
regarda,regarder,19
avec,avec,81
stupeur,stupeur,22
passer,passer,14
devant,devant,81
elle,il,51
/.,/.,P
cependant,cependant,82
elle,il,51
aussi,aussi,60
était,être,18
en,en,81
proie,proie,22
à,à,81
un,un,71
bouleversement,bouleversement,21
étrange,étrange,30
/.,/.,P
elle,il,51
venait,venir,18
de,de,81
se,se,51
voir,voir,14
en,en,81
quelque,quelque,75
sorte,sorte,22
disputée,disputé,31
par,par,81
deux,deux,72
puissances,puissance,22
opposées,opposé,31
/.,/.,P
elle,il,51
avait,avoir,18
vu,voir,12
lutter,lutter,14
devant,devant,81
ses,son,73
yeux,oeil,21
deux,deux,72
hommes,homme,21
tenant,tenir,13
dans,dans,81
leurs,leur,73
mains,main,22
sa,son,73
liberté,liberté,22
",",",",p
sa,son,73
vie,vie,22
",",",",p
son,son,73
âme,âme,22
",",",",p
son,son,73
enfant,enfant,21
;,;,p
l',le,71
un,un,52
de,de,81
ces,ce,74
hommes,homme,21
la,le,52
tirait,tirer,18
du,de,81
du,le,71
côté,côté,21
de,de,81
l',le,71
ombre,ombre,22
",",",",p
l',le,71
autre,autre,52
la,le,52
ramenait,ramener,18
vers,vers,81
la,le,71
lumière,lumière,22
/.,/.,P
dans,dans,81
cette,ce,74
lutte,lutte,22
",",",",p
entrevue,entrevue,22
à,à,81
travers,travers,21
les,le,71
grossissements,grossissement,21
de,de,81
l',le,71
épouvante,épouvante,22
",",",",p
ces,ce,74
deux,deux,72
hommes,homme,21
lui,lui,51
étaient,être,18
apparus,apparaître,12
comme,comme,83
deux,deux,72
géants,géant,21
;,;,p
l',le,71
un,un,52
parlait,parler,18
comme,comme,83
son,son,73
démon,démon,21
",",",",p
l',le,71
autre,autre,52
parlait,parler,18
comme,comme,83
son,son,73
bon,bon,30
ange,ange,21
/.,/.,P
l',le,71
ange,ange,21
avait,avoir,18
vaincu,vaincre,12
le,le,71
démon,démon,21
",",",",p
et,et,82
",",",",p
chose,chose,22
qui,qui,52
la,le,52
faisait,faire,18
frissonner,frissonner,14
de,de,81
la,le,71
tête,tête,22
aux,à,81
aux,le,71
pieds,pied,21
",",",",p
cet,ce,74
ange,ange,21
",",",",p
ce,ce,74
libérateur,libérateur,21
",",",",p
c',ce,52
était,être,18
précisément,précisément,60
l',le,71
homme,homme,21
qu',que,83
elle,il,51
abhorrait,abhorrer,18
",",",",p
ce,ce,74
maire,maire,21
qu',que,83
elle,il,51
avait,avoir,18
si,si,60
longtemps,longtemps,60
considéré,considérer,12
comme,comme,83
l',le,71
auteur,auteur,21
de,de,81
tous,tout,75
ses,son,73
maux,mal,21
",",",",p
ce,ce,74
Madeleine,Madeleine,20
!,!,p
et,et,82
au,à,81
au,le,71
moment,moment,21
même,même,30
où,où,60
elle,il,51
venait,venir,18
de,de,81
l',le,52
insulter,insulter,14
d',de,81
une,un,71
façon,façon,22
hideuse,hideux,30
",",",",p
il,il,51
la,le,52
sauvait,sauver,18
/!,/!,P
s',se,51
était,être,18
elle,il,51
donc,donc,82
trompée,tromper,12
/?,/?,P
devait,devoir,18
elle,il,51
donc,donc,82
changer,changer,14
toute,tout,75
son,son,73
âme,âme,22
?,?,p
/…,/…,P
elle,il,51
ne,ne,60
savait,savoir,18
",",",",p
elle,il,51
tremblait,trembler,18
/.,/.,P
elle,il,51
écoutait,écouter,18
éperdue,éperdu,30
",",",",p
elle,il,51
regardait,regarder,18
effarée,effaré,31
",",",",p
et,et,82
à,à,81
chaque,chaque,75
parole,parole,22
que,que,52
disait,dire,18
monsieur,monsieur,21
Madeleine,Madeleine,20
",",",",p
elle,il,51
sentait,sentir,18
fondre,fondre,14
et,et,82
s',se,51
écrouler,écrouler,14
en,en,81
elle,il,51
les,le,71
affreuses,affreux,30
ténèbres,ténèbre,22
de,de,81
la,le,71
haine,haine,22
et,et,82
naître,naître,14
dans,dans,81
son,son,73
coeur,coeur,21
je,je,51
ne,ne,60
sais,savoir,17
quoi,quoi,52
de,de,81
réchauffant,réchauffant,30
et,et,82
d',de,81
ineffable,ineffable,30
qui,qui,52
était,être,18
de,de,81
la,le,71
joie,joie,22
",",",",p
de,de,81
la,le,71
confiance,confiance,22
et,et,82
de,de,81
l',le,71
amour,amour,21
/.,/.,P
quand,quand,83
Javert,Javert,20
fut,être,19
sorti,sortir,12
",",",",p
monsieur,monsieur,21
Madeleine,Madeleine,20
se,se,51
tourna,tourner,19
vers,vers,81
elle,il,51
",",",",p
et,et,82
lui,lui,51
dit,dire,19
avec,avec,81
une,un,71
voix,voix,22
lente,lent,30
",",",",p
ayant,avoir,13
peine,peine,22
à,à,81
parler,parler,14
comme,comme,83
un,un,71
homme,homme,21
sérieux,sérieux,30
qui,qui,52
ne,ne,60
veut,vouloir,17
pas,pas,60
pleurer,pleurer,14
:,:,p
-,-,p
je,je,51
vous,vous,51
ai,avoir,17
entendue,entendre,12
/.,/.,P
je,je,51
ne,ne,60
savais,savoir,18
rien,rien,52
de,de,81
ce,ce,52
que,que,52
vous,vous,51
avez,avoir,17
dit,dire,12
/.,/.,P
je,je,51
crois,croire,17
que,que,83
c',ce,52
est,être,17
vrai,vrai,30
",",",",p
et,et,82
je,je,51
sens,sentir,17
que,que,83
c',ce,52
est,être,17
vrai,vrai,30
/.,/.,P
j',je,51
ignorais,ignorer,18
même,même,60
que,que,83
vous,vous,51
eussiez,avoir,18
quitté,quitter,12
mes,mon,73
ateliers,atelier,21
/.,/.,P
pourquoi,pourquoi,60
ne,ne,60
vous,vous,51
êtes,être,17
vous,vous,51
pas,pas,60
adressée,adresser,12
à,à,81
moi,moi,51
/?,/?,P
mais,mais,82
voici,voici,81
:,:,p
je,je,51
payerai,payer,15
vos,votre,73
dettes,dette,22
",",",",p
je,je,51
ferai,faire,15
venir,venir,14
votre,votre,73
enfant,enfant,21
",",",",p
ou,ou,82
vous,vous,51
irez,aller,15
la,le,52
rejoindre,rejoindre,14
/.,/.,P
vous,vous,51
vivrez,vivre,15
ici,ici,60
",",",",p
à,à,81
Paris,Paris,20
",",",",p
où,où,60
vous,vous,51
voudrez,vouloir,15
/.,/.,P
je,je,51
me,je,51
charge,charger,17
de,de,81
votre,votre,73
enfant,enfant,21
et,et,82
de,de,81
vous,vous,51
/.,/.,P
vous,vous,51
ne,ne,60
travaillerez,travailler,15
plus,plus,60
",",",",p
si,si,83
vous,vous,51
voulez,vouloir,17
/.,/.,P
je,je,51
vous,vous,51
donnerai,donner,15
tout,tout,75
l',le,71
argent,argent,21
qu',que,83
il,il,51
vous,vous,51
faudra,falloir,15
/.,/.,P
vous,vous,51
redeviendrez,redevenir,15
honnête,honnête,30
en,en,81
redevenant,redevenir,13
heureuse,heureux,30
/.,/.,P
et,et,82
même,même,60
",",",",p
écoutez,écouter,17
",",",",p
je,je,51
vous,vous,51
le,le,52
déclare,déclarer,17
dès,dès,81
à,à,81
présent,présent,21
",",",",p
si,si,83
tout,tout,52
est,être,17
comme,comme,83
vous,vous,51
le,le,52
dites,dire,17
",",",",p
et,et,82
je,je,51
n',ne,60
en,en,52
doute,douter,17
pas,pas,60
",",",",p
vous,vous,51
n',ne,60
avez,avoir,17
jamais,jamais,60
cessé,cesser,12
d',de,81
être,être,14
vertueuse,vertueux,30
et,et,82
sainte,saint,30
devant,devant,81
dieu,dieu,21
/.,/.,P
oh,oh,93
!,!,p
pauvre,pauvre,30
femme,femme,22
/!,/!,P
c',ce,52
en,en,52
était,être,18
plus,plus,60
que,que,83
la,le,71
pauvre,pauvre,30
Fantine,Fantine,20
n',ne,60
en,en,52
pouvait,pouvoir,18
supporter,supporter,14
/.,/.,P
avoir,avoir,14
Cosette,Cosette,20
!,!,p
sortir,sortir,14
de,de,81
cette,ce,74
vie,vie,22
infâme,infâme,30
!,!,p
vivre,vivre,14
libre,libre,30
",",",",p
riche,riche,30
",",",",p
heureuse,heureux,30
",",",",p
honnête,honnête,30
",",",",p
avec,avec,81
Cosette,Cosette,20
!,!,p
voir,voir,14
brusquement,brusquement,60
s',se,51
épanouir,épanouir,14
au,à,81
au,le,71
milieu,milieu,21
de,de,81
sa,son,73
misère,misère,22
toutes,tout,75
ces,ce,74
réalités,réalité,22
du,de,81
du,le,71
paradis,paradis,21
/!,/!,P
elle,il,51
regarda,regarder,19
comme,comme,83
hébétée,hébété,30
cet,ce,74
homme,homme,21
qui,qui,52
lui,lui,51
parlait,parler,18
",",",",p
et,et,82
ne,ne,60
put,pouvoir,19
que,que,83
jeter,jeter,14
deux,deux,72
ou,ou,82
trois,trois,72
sanglots,sanglot,21
:,:,p
oh,oh,93
!,!,p
oh,oh,93
!,!,p
oh,oh,93
/!,/!,P
ses,son,73
jarrets,jarret,21
plièrent,plier,19
",",",",p
elle,il,51
se,se,51
mit,mettre,19
à,à,81
genoux,genou,21
devant,devant,81
monsieur,monsieur,21
Madeleine,Madeleine,20
",",",",p
et,et,82
",",",",p
avant,avant,81
qu',que,83
il,il,51
eût,avoir,19
pu,pouvoir,12
l',le,52
en,en,52
empêcher,empêcher,14
",",",",p
il,il,51
sentit,sentir,19
qu',que,83
elle,il,51
lui,lui,51
prenait,prendre,18
la,le,71
main,main,22
et,et,82
que,que,83
ses,son,73
lèvres,lèvre,22
s',se,51
y,y,52
posaient,poser,18
/.,/.,P
puis,puis,60
elle,il,51
s',se,51
évanouit,évanouir,19
/.,/.,P
<livre sixième>,<>,<>
Javert,Javert,20
<chapitre I>,<>,<>
commencement,commencement,21
du,de,81
du,le,71
repos,repos,21
monsieur,monsieur,21
Madeleine,Madeleine,20
fit,faire,19
transporter,transporter,14
la,le,71
Fantine,Fantine,20
à,à,81
cette,ce,74
infirmerie,infirmerie,22
qu',que,83
il,il,51
avait,avoir,18
dans,dans,81
sa,son,73
propre,propre,30
maison,maison,22
/.,/.,P
il,il,51
la,le,52
confia,confier,19
aux,à,81
aux,le,71
soeurs,soeur,22
qui,qui,52
la,le,52
mirent,mettre,19
au,à,81
au,le,71
lit,lit,21
/.,/.,P
une,un,71
fièvre,fièvre,22
ardente,ardent,30
était,être,18
survenue,survenir,12
/.,/.,P
elle,il,51
passa,passer,19
une,un,71
partie,partie,22
de,de,81
la,le,71
nuit,nuit,22
à,à,81
délirer,délirer,14
et,et,82
à,à,81
parler,parler,14
haut,haut,60
/.,/.,P
cependant,cependant,82
elle,il,51
finit,finir,19
par,par,81
s',se,51
endormir,endormir,14
/.,/.,P
le,le,71
lendemain,lendemain,21
vers,vers,81
midi,midi,21
Fantine,Fantine,20
se,se,51
réveilla,réveiller,19
",",",",p
elle,il,51
entendit,entendre,19
une,un,71
respiration,respiration,22
tout,tout,60
près,près,81
de,de,81
son,son,73
lit,lit,21
",",",",p
elle,il,51
écarta,écarter,19
son,son,73
rideau,rideau,21
et,et,82
vit,voir,19
monsieur,monsieur,21
Madeleine,Madeleine,20
debout,debout,60
qui,qui,52
regardait,regarder,18
quelque,quelque,75
chose,chose,22
au-dessus,au-dessus,60
de,de,81
sa,son,73
tête,tête,22
/.,/.,P
ce,ce,74
regard,regard,21
était,être,18
plein,plein,30
de,de,81
pitié,pitié,22
et,et,82
d',de,81
angoisse,angoisse,22
et,et,82
suppliait,supplier,18
/.,/.,P
elle,il,51
en,en,52
suivit,suivre,19
la,le,71
direction,direction,22
et,et,82
vit,voir,19
qu',que,83
il,il,51
s',se,51
adressait,adresser,18
à,à,81
un,un,71
crucifix,crucifix,21
cloué,cloué,31
au,à,81
au,le,71
mur,mur,21
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
était,être,18
désormais,désormais,60
transfiguré,transfigurer,12
aux,à,81
aux,le,71
yeux,oeil,21
de,de,81
Fantine,Fantine,20
/.,/.,P
il,il,51
lui,lui,51
paraissait,paraître,18
enveloppé,enveloppé,31
de,de,81
lumière,lumière,22
/.,/.,P
il,il,51
était,être,18
absorbé,absorber,12
dans,dans,81
une,un,71
sorte,sorte,22
de,de,81
prière,prière,22
/.,/.,P
elle,il,51
le,le,52
considéra,considérer,19
longtemps,longtemps,60
sans,sans,81
oser,oser,14
l',le,52
interrompre,interrompre,14
/.,/.,P
enfin,enfin,60
elle,il,51
lui,lui,51
dit,dire,19
timidement,timidement,60
:,:,p
-,-,p
que,que,52
faites,faire,17
vous,vous,51
donc,donc,82
là,là,60
/?,/?,P
monsieur,monsieur,21
Madeleine,Madeleine,20
était,être,18
à,à,81
cette,ce,74
place,place,22
depuis,depuis,81
une,un,71
heure,heure,22
/.,/.,P
il,il,51
attendait,attendre,18
que,que,83
Fantine,Fantine,20
se,se,51
réveillât,réveiller,18
/.,/.,P
il,il,51
lui,lui,51
prit,prendre,19
la,le,71
main,main,22
",",",",p
lui,lui,51
tâta,tâter,19
le,le,71
pouls,pouls,21
",",",",p
et,et,82
répondit,répondre,19
:,:,p
-,-,p
comment,comment,60
êtes,être,17
vous,vous,51
/?,/?,P
bien,bien,60
",",",",p
j',je,51
ai,avoir,17
dormi,dormir,12
",",",",p
dit,dire,19
elle,il,51
",",",",p
je,je,51
crois,croire,17
que,que,83
je,je,51
vais,aller,17
mieux,mieux,60
/.,/.,P
ce,ce,52
ne,ne,60
sera,être,15
rien,rien,52
/.,/.,P
lui,lui,51
reprit,reprendre,19
",",",",p
répondant,répondre,13
à,à,81
la,le,71
question,question,22
qu',que,83
elle,il,51
lui,lui,51
avait,avoir,18
adressée,adresser,12
d'abord,d'abord,60
",",",",p
comme,comme,83
s',si,83
il,il,51
ne,ne,60
faisait,faire,18
que,que,83
de,de,81
l',le,52
entendre,entendre,14
:,:,p
-,-,p
je,je,51
priais,prier,18
le,le,71
martyr,martyr,21
qui,qui,52
est,être,17
là-haut,là-haut,60
/.,/.,P
et,et,82
il,il,51
ajouta,ajouter,19
dans,dans,81
sa,son,73
pensée,pensée,22
:,:,p
“,“,p
pour,pour,81
la,le,71
martyre,martyre,22
qui,qui,52
est,être,17
ici-bas,ici-bas,60
/.,/.,P
“,“,p
monsieur,monsieur,21
Madeleine,Madeleine,20
avait,avoir,18
passé,passer,12
la,le,71
nuit,nuit,22
et,et,82
la,le,71
matinée,matinée,22
à,à,81
s',se,51
informer,informer,14
/.,/.,P
il,il,51
savait,savoir,18
tout,tout,52
maintenant,maintenant,60
/.,/.,P
il,il,51
connaissait,connaître,18
dans,dans,81
tous,tout,75
ses,son,73
poignants,poignant,30
détails,détail,21
l',le,71
histoire,histoire,22
de,de,81
Fantine,Fantine,20
/.,/.,P
il,il,51
continua,continuer,19
:,:,p
-,-,p
vous,vous,51
avez,avoir,17
bien,bien,60
souffert,souffrir,12
",",",",p
pauvre,pauvre,30
mère,mère,22
/.,/.,P
oh,oh,93
!,!,p
ne,ne,60
vous,vous,51
plaignez,plaindre,17
pas,pas,60
",",",",p
vous,vous,51
avez,avoir,17
à,à,81
présent,présent,21
la,le,71
dot,dot,22
des,de,81
des,le,71
élus,élu,21
/.,/.,P
c',ce,52
est,être,17
de,de,81
cette,ce,74
façon,façon,22
que,que,83
les,le,71
hommes,homme,21
font,faire,17
des,de,81
des,le,71
anges,ange,21
/.,/.,P
ce,ce,52
n',ne,60
est,être,17
point,point,60
leur,leur,73
faute,faute,22
;,;,p
ils,ils,51
ne,ne,60
savent,savoir,17
pas,pas,60
s',se,51
y,y,52
prendre,prendre,14
autrement,autrement,60
/.,/.,P
voyez,voir,17
vous,vous,51
",",",",p
cet,ce,74
enfer,enfer,21
dont,dont,52
vous,vous,51
sortez,sortir,17
est,être,17
la,le,71
première,premier,72
forme,forme,22
du,de,81
du,le,71
ciel,ciel,21
/.,/.,P
il,il,51
fallait,falloir,18
commencer,commencer,14
par là,par-là,60
/.,/.,P
il,il,51
soupira,soupirer,19
profondément,profondément,60
/.,/.,P
elle,il,51
cependant,cependant,82
lui,lui,51
souriait,sourire,18
avec,avec,81
ce,ce,74
sublime,sublime,30
sourire,sourire,21
auquel,à,81
auquel,lequel,52
il,il,51
manquait,manquer,18
deux,deux,72
dents,dent,22
/.,/.,P
Javert,Javert,20
dans,dans,81
cette,ce,74
même,même,75
nuit,nuit,22
avait,avoir,18
écrit,écrire,12
une,un,71
lettre,lettre,22
/.,/.,P
il,il,51
remit,remettre,19
lui-même,lui-même,51
cette,ce,74
lettre,lettre,22
le,le,71
lendemain,lendemain,21
matin,matin,21
au,à,81
au,le,71
bureau,bureau,21
de,de,81
poste,poste,22
de,de,81
Montreuil-sur-Mer,Montreuil-sur-Mer,20
/.,/.,P
elle,il,51
était,être,18
pour,pour,81
Paris,Paris,20
",",",",p
et,et,82
la,le,71
suscription,suscription,22
portait,porter,18
:,:,p
à,à,81
monsieur,monsieur,21
Chabouillet,Chabouillet,20
",",",",p
secrétaire,secrétaire,21
de,de,81
monsieur,monsieur,21
le,le,71
préfet,préfet,21
de,de,81
police,police,22
/.,/.,P
comme,comme,83
l',le,71
affaire,affaire,22
du,de,81
du,le,71
corps,corps,21
de,de,81
garde,garde,22
s',se,51
était,être,18
ébruitée,ébruiter,12
",",",",p
la,le,71
directrice,directrice,22
du,de,81
du,le,71
bureau,bureau,21
de,de,81
poste,poste,22
et,et,82
quelques,quelque,75
autres,autre,75
personnes,personne,22
qui,qui,52
virent,voir,19
la,le,71
lettre,lettre,22
avant,avant,81
le,le,71
départ,départ,21
et,et,82
qui,qui,52
reconnurent,reconnaître,19
l',le,71
écriture,écriture,22
de,de,81
Javert,Javert,20
sur,sur,81
l',le,71
adresse,adresse,22
",",",",p
pensèrent,penser,19
que,que,83
c',ce,52
était,être,18
sa,son,73
démission,démission,22
qu',que,83
il,il,51
envoyait,envoyer,18
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
se,se,51
hâta,hâter,19
d',de,81
écrire,écrire,14
aux,à,81
aux,le,71
Thénardier,Thénardier,20
/.,/.,P
Fantine,Fantine,20
leur,leur,52
devait,devoir,18
cent,cent,72
vingt,vingt,72
francs,franc,21
/.,/.,P
il,il,51
leur,leur,52
envoya,envoyer,19
trois,trois,72
cents,cent,72
francs,franc,21
en,en,81
leur,leur,52
disant,dire,13
de,de,81
se,se,51
payer,payer,14
sur,sur,81
cette,ce,74
somme,somme,22
",",",",p
et,et,82
d',de,81
amener,amener,14
tout,tout,60
de,de,81
suite,suite,22
l',le,71
enfant,enfant,21
à,à,81
Montreuil-sur-Mer,Montreuil-sur-Mer,20
où,où,60
sa,son,73
mère,mère,22
malade,malade,30
la,le,52
réclamait,réclamer,18
/.,/.,P
ceci,ceci,52
éblouit,éblouir,17
le,le,71
Thénardier,Thénardier,20
/.,/.,P
-,-,p
diable,diable,21
!,!,p
dit,dire,19
il,il,51
à,à,81
sa,son,73
femme,femme,22
",",",",p
ne,ne,60
lâchons,lâcher,17
pas,pas,60
l',le,71
enfant,enfant,21
/.,/.,P
voilà,voilà,81
que,que,83
cette,ce,74
mauviette,mauviette,22
va,aller,17
devenir,devenir,14
une,un,71
vache,vache,22
à,à,81
lait,lait,21
/.,/.,P
je,je,51
devine,deviner,17
/.,/.,P
quelque,quelque,75
jocrisse,jocrisse,21
se,se,51
sera,être,15
amouraché,amouracher,12
de,de,81
la,le,71
mère,mère,22
/.,/.,P
il,il,51
riposta,riposter,19
par,par,81
un,un,71
mémoire,mémoire,22
de,de,81
cinq,cinq,72
cents,cent,72
et,et,82
quelques,quelque,75
francs,franc,21
fort,fort,30
bien,bien,60
fait,faire,17
/.,/.,P
dans,dans,81
ce,ce,74
mémoire,mémoire,21
figuraient,figurer,18
pour,pour,81
plus,plus,60
de,de,81
trois,trois,72
cents,cent,72
francs,franc,21
deux,deux,72
notes,note,22
incontestables,incontestable,30
",",",",p
l',le,71
une,un,52
d',de,81
un,un,71
médecin,médecin,21
",",",",p
l',le,71
autre,autre,52
d',de,81
un,un,71
apothicaire,apothicaire,21
",",",",p
lesquels,lequel,52
avaient,avoir,18
soigné,soigner,12
et,et,82
médicamenté,médicamenter,12
dans,dans,81
deux,deux,72
longues,long,30
maladies,maladie,22
Eponine,Eponine,20
et,et,82
Azelma,Azelma,20
/.,/.,P
Cosette,Cosette,20
",",",",p
nous,nous,51
l',le,52
avons,avoir,17
dit,dire,12
",",",",p
n',ne,60
avait,avoir,18
pas,pas,60
été,être,12
malade,malade,30
/.,/.,P
ce,ce,52
fut,être,19
l',le,71
affaire,affaire,22
d',de,81
une,un,71
toute,tout,60
petite,petit,30
substitution,substitution,22
de,de,81
noms,nom,21
/.,/.,P
Thénardier,Thénardier,20
mit,mettre,19
au,à,81
au,le,71
bas,bas,21
du,de,81
du,le,71
mémoire,mémoire,21
:,:,p
reçu,reçu,21
à,à,81
compte,compte,21
trois,trois,72
cents,cent,72
francs,franc,21
/.,/.,P
monsieur,monsieur,21
Madeleine,Madeleine,20
envoya,envoyer,19
tout,tout,60
de,de,81
suite,suite,22
trois,trois,72
cents,cent,72
autres,autre,75
francs,franc,21
et,et,82
écrivit,écrire,19
:,:,p
dépêchez,dépêcher,17
vous,vous,51
d',de,81
amener,amener,14
Cosette,Cosette,20
/.,/.,P
-,-,p
christi,christi,92
!,!,p
dit,dire,19
le,le,71
Thénardier,Thénardier,20
",",",",p
ne,ne,60
lâchons,lâcher,17
pas,pas,60
l',le,71
enfant,enfant,21
/.,/.,P
cependant,cependant,82
Fantine,Fantine,20
ne,ne,60
se,se,51
rétablissait,rétablir,18
point,point,60
/.,/.,P
elle,il,51
était,être,18
toujours,toujours,60
à,à,81
l',le,71
infirmerie,infirmerie,22
/.,/.,P
les,le,71
soeurs,soeur,22
n',ne,60
avaient,avoir,18
d'abord,d'abord,60
reçu,recevoir,12
et,et,82
soigné,soigner,12
“,“,p
cette,ce,74
fille,fille,22
“,“,p
qu',que,83
avec,avec,81
répugnance,répugnance,22
/.,/.,P
qui,qui,52
a,avoir,17
vu,voir,12
les,le,71
bas-reliefs,bas-relief,21
de,de,81
Reims,Reims,20
se,se,51
souvient,souvenir,17
du,de,81
du,le,71
gonflement,gonflement,21
de,de,81
la,le,71
lèvre,lèvre,22
inférieure,inférieur,30
des,de,81
des,le,71
vierges,vierge,22
sages,sage,30
regardant,regarder,13
les,le,71
vierges,vierge,22
folles,fou,30
/.,/.,P
cet,ce,74
antique,antique,30
mépris,mépris,21
des,de,81
des,le,71
vestales,vestale,22
pour,pour,81
les,le,71
ambulaïes,ambulaïe,22
est,être,17
un,un,52
des,de,81
des,le,71
plus,plus,60
profonds,profond,30
instincts,instinct,21
de,de,81
la,le,71
dignité,dignité,22
féminine,féminin,30
;,;,p
les,le,71
soeurs,soeur,22
l',le,52
avaient,avoir,18
éprouvé,éprouver,12
",",",",p
avec,avec,81
le,le,71
redoublement,redoublement,21
qu',que,52
ajoute,ajouter,17
la,le,71
religion,religion,22
/.,/.,P
mais,mais,82
",",",",p
en,en,81
peu,peu,60
de,de,81
jours,jour,21
",",",",p
Fantine,Fantine,20
les,le,52
avait,avoir,18
désarmées,désarmer,12
/.,/.,P
elle,il,51
avait,avoir,18
toutes,tout,52
sortes,sorte,22
de,de,81
paroles,parole,22
humbles,humble,30
et,et,82
douces,doux,30
",",",",p
et,et,82
la,le,71
mère,mère,22
qui,qui,52
était,être,18
en,en,81
elle,il,51
attendrissait,attendrir,18
/.,/.,P
un,un,71
jour,jour,21
les,le,71
soeurs,soeur,22
l',le,52
entendirent,entendre,19
qui,qui,52
disait,dire,18
à,à,81
travers,travers,21
la,le,71
fièvre,fièvre,22
:,:,p
-,-,p
j',je,51
ai,avoir,17
été,être,12
une,un,71
pécheresse,pécheresse,22
",",",",p
mais,mais,82
quand,quand,83
j',je,51
aurai,avoir,15
mon,mon,73
enfant,enfant,21
près,près,81
de,de,81
moi,moi,51
",",",",p
cela,cela,52
voudra,vouloir,15
dire,dire,14
que,que,83
dieu,dieu,21
m',je,51
a,avoir,17
pardonné,pardonner,12
/.,/.,P
pendant,pendant,81
que,que,83
j',je,51
étais,être,18
dans,dans,81
le,le,71
mal,mal,21
",",",",p
je,je,51
n',ne,60
aurais,avoir,16
pas,pas,60
voulu,vouloir,12
avoir,avoir,14
ma,mon,73
Cosette,Cosette,20
avec,avec,81
moi,moi,51
",",",",p
je,je,51
n',ne,60
aurais,avoir,16
pas,pas,60
pu,pouvoir,12
supporter,supporter,14
ses,son,73
yeux,oeil,21
étonnés,étonné,31
et,et,82
tristes,triste,30
/.,/.,P
c',ce,52
était,être,18
pour,pour,81
elle,il,51
pourtant,pourtant,60
que,que,83
je,je,51
faisais,faire,18
le,le,71
mal,mal,21
",",",",p
et,et,82
c',ce,52
est,être,17
ce,ce,52
qui,qui,52
fait,faire,17
que,que,83
dieu,dieu,21
me,je,51
pardonne,pardonner,17
/.,/.,P
je,je,51
sentirai,sentir,15
la,le,71
bénédiction,bénédiction,22
du,de,81
du,le,71
bon,bon,30
dieu,dieu,21
quand,quand,83
Cosette,Cosette,20
sera,être,15
ici,ici,60
/.,/.,P
je,je,51
la,le,52
regarderai,regarder,15
",",",",p
cela,cela,52
me,je,51
fera,faire,15
du,de,81
du,le,71
bien,bien,21
de,de,81
voir,voir,14
