11536
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-cinquième extrait>,<>,<>
et,et,82
tout,tout,75
le,le,71
reste,reste,21
est,être,17
littérature,littérature,22
/.,/.,P
volontiers,volontiers,60
",",",",p
des,de,81
des,le,71
Esseintes,Esseintes,20
l',le,52
avait,avoir,18
accompagné,accompagner,12
dans,dans,81
ses,son,73
oeuvres,oeuvre,22
les,le,71
plus,plus,60
diverses,divers,30
/.,/.,P
après,après,81
ses,son,73
-,-,p
romances,romance,22
sans,sans,81
paroles,parole,22
-,-,p
parues,paru,31
dans,dans,81
l',le,71
imprimerie,imprimerie,22
d',de,81
un,un,71
journal,journal,21
à,à,81
Sens,Sens,20
",",",",p
Verlaine,Verlaine,20
s',se,51
était,être,18
assez,assez,60
longuement,longuement,60
tu,taire,12
",",",",p
puis,puis,60
en,en,81
des,de,81
des,le,71
vers,vers,21
charmants,charmant,30
où,où,60
passait,passer,18
l',le,71
accent,accent,21
doux,doux,30
et,et,82
transi,transi,31
de,de,81
Villon,Villon,20
",",",",p
il,il,51
avait,avoir,18
reparu,reparaître,12
",",",",p
chantant,chanter,13
la,le,71
Vierge,Vierge,20
",",",",p
“,“,p
loin,loin,60
de,de,81
nos,notre,73
jours,jour,21
d',de,81
esprit,esprit,21
charnel,charnel,30
",",",",p
et,et,82
de,de,81
chair,chair,22
triste,triste,30
“,“,p
/.,/.,P
des,de,81
des,le,71
Esseintes,Esseintes,20
relisait,relire,18
souvent,souvent,60
ce,ce,74
livre,livre,21
de,de,81
-,-,p
sagesse,sagesse,22
-,-,p
et,et,82
se,se,51
suggérait,suggérer,18
devant,devant,81
ses,son,73
poèmes,poème,21
des,de,81
des,le,71
rêveries,rêverie,22
clandestines,clandestin,30
",",",",p
des,de,81
des,le,71
fictions,fiction,22
d',de,81
un,un,71
amour,amour,21
occulte,occulte,30
pour,pour,81
une,un,71
Madone,Madone,20
byzantine,byzantin,30
qui,qui,52
se,se,51
muait,muer,18
",",",",p
à,à,81
un,un,71
certain,certain,75
moment,moment,21
",",",",p
en,en,81
une,un,71
Cydalise,Cydalise,20
égarée,égaré,31
dans,dans,81
notre,notre,73
siècle,siècle,21
",",",",p
et,et,82
si,si,60
mystérieuse,mystérieux,30
et,et,82
si,si,60
troublante,troublant,30
",",",",p
qu',que,83
on,on,51
ne,ne,60
pouvait,pouvoir,18
savoir,savoir,14
si,si,83
elle,il,51
aspirait,aspirer,18
à,à,81
des,de,81
des,le,71
dépravations,dépravation,22
tellement,tellement,60
monstrueuses,monstrueux,30
qu',que,83
elles,ils,51
deviendraient,devenir,16
",",",",p
aussitôt,aussitôt,60
accomplies,accompli,31
",",",",p
irrésistibles,irrésistible,30
;,;,p
ou,ou,82
bien,bien,60
",",",",p
si,si,83
elle,il,51
s',se,51
élançait,élancer,18
",",",",p
elle-même,lui-même,51
",",",",p
dans,dans,81
le,le,71
rêve,rêve,21
",",",",p
dans,dans,81
un,un,71
rêve,rêve,21
immaculé,immaculé,30
",",",",p
où,où,60
l',le,71
adoration,adoration,22
de,de,81
l',le,71
âme,âme,22
flotterait,flotter,16
autour,autour,60
d',de,81
elle,il,51
",",",",p
à,à,81
l',le,71
état,état,21
continuellement,continuellement,60
inavoué,inavoué,30
",",",",p
continuellement,continuellement,60
pur,pur,30
/.,/.,P
d',de,81
autres,autre,75
poètes,poète,21
l',le,52
incitaient,inciter,18
encore,encore,60
à,à,81
se,se,51
confier,confier,14
à,à,81
eux,ils,51
:,:,p
Tristan,Tristan,20
Corbière,Corbière,20
",",",",p
qui,qui,52
",",",",p
en,en,81
<Nombre 1873>,<>,<>
mille,mille,72
huit,huit,72
cent,cent,72
soixante,soixante,72
treize,treize,72
<Fin nombre>,<>,<>
",",",",p
dans,dans,81
l',le,71
indifférence,indifférence,22
générale,général,30
",",",",p
avait,avoir,18
lancé,lancer,12
un,un,71
volume,volume,21
des,de,81
des,le,71
plus,plus,60
excentriques,excentrique,30
",",",",p
intitulé,intituler,12
:,:,p
les,le,71
amours,amour,21
jaunes,jaune,30
/.,/.,P
des,de,81
des,le,71
Esseintes,Esseintes,20
qui,qui,52
",",",",p
en,en,81
haine,haine,22
du,de,81
du,le,71
banal,banal,30
et,et,82
du,de,81
du,le,71
commun,commun,21
",",",",p
eût,avoir,19
accepté,accepter,12
les,le,71
folies,folie,22
les,le,71
plus,plus,60
appuyées,appuyé,31
",",",",p
les,le,71
extravagances,extravagance,22
les,le,71
plus,plus,60
baroques,baroque,30
",",",",p
vivait,vivre,18
de,de,81
légères,léger,30
heures,heure,22
avec,avec,81
ce,ce,74
livre,livre,21
où,où,60
le,le,71
cocasse,cocasse,30
se,se,51
mêlait,mêler,18
à,à,81
une,un,71
énergie,énergie,22
désordonnée,désordonné,30
",",",",p
où,où,60
des,de,81
des,le,71
vers,vers,21
déconcertants,déconcertant,30
éclataient,éclater,18
dans,dans,81
des,de,81
des,le,71
poèmes,poème,21
d',de,81
une,un,71
parfaite,parfait,31
obscurité,obscurité,22
",",",",p
telles,tel,75
que,que,83
les,le,71
litanies,litanie,22
du,de,81
du,le,71
sommeil,sommeil,21
",",",",p
qu',que,52
il,il,51
qualifiait,qualifier,18
",",",",p
à,à,81
un,un,71
certain,certain,75
moment,moment,21
",",",",p
d',de,81
obscène,obscène,30
confesseur,confesseur,21
des,de,81
des,le,71
dévotes,dévote,22
mort-nées,mort-né,30
/.,/.,P
c',ce,52
était,être,18
à,à,81
peine,peine,22
français,français,30
",",",",p
l',le,71
auteur,auteur,21
parlait,parler,18
nègre,nègre,21
",",",",p
procédait,procéder,18
par,par,81
un,un,71
langage,langage,21
de,de,81
télégramme,télégramme,21
",",",",p
abusait,abuser,18
des,de,81
des,le,71
suppressions,suppression,22
de,de,81
verbes,verbe,21
",",",",p
affectait,affecter,18
une,un,71
gouaillerie,gouaillerie,22
",",",",p
se,se,51
livrait,livrer,18
à,à,81
des,de,81
des,le,71
quolibets,quolibet,21
de,de,81
commis voyageur,commis voyageur,21
insupportable,insupportable,30
",",",",p
puis,puis,60
tout,tout,60
à,à,81
coup,coup,21
",",",",p
dans,dans,81
ce,ce,74
fouillis,fouillis,21
",",",",p
se,se,51
tortillaient,tortiller,18
des,de,81
des,le,71
concetti,concetto,21
falots,falot,30
",",",",p
des,de,81
des,le,71
minauderies,minauderie,22
interlopes,interlope,30
",",",",p
et,et,82
soudain,soudain,30
jaillissait,jaillir,18
un,un,71
cri,cri,21
de,de,81
douleur,douleur,22
aiguë,aigu,30
",",",",p
comme,comme,83
une,un,71
corde,corde,22
de,de,81
violoncelle,violoncelle,21
qui,qui,52
se,se,51
brise,briser,17
/.,/.,P
avec,avec,81
cela,cela,52
",",",",p
dans,dans,81
ce,ce,74
style,style,21
rocailleux,rocailleux,30
",",",",p
sec,sec,30
",",",",p
décharné,décharné,31
à,à,81
plaisir,plaisir,21
",",",",p
hérissé,hérissé,31
de,de,81
vocables,vocable,21
inusités,inusité,30
",",",",p
de,de,81
néologismes,néologisme,21
inattendus,inattendu,30
",",",",p
fulguraient,fulgurer,18
des,de,81
des,le,71
trouvailles,trouvaille,22
d',de,81
expression,expression,22
",",",",p
des,de,81
des,le,71
vers,vers,21
nomades,nomade,30
amputés,amputé,31
de,de,81
leur,leur,73
rime,rime,22
",",",",p
superbes,superbe,30
;,;,p
enfin,enfin,60
",",",",p
en,en,81
sus,sus,60
de,de,81
ses,son,73
poèmes,poème,21
parisiens,parisien,30
où,où,60
des,de,81
des,le,71
Esseintes,Esseintes,20
relevait,relever,18
cette,ce,74
profonde,profond,30
définition,définition,22
de,de,81
la,le,71
femme,femme,22
:,:,p
éternel,éternel,21
féminin,féminin,30
de,de,81
l',le,71
éternel,éternel,30
jocrisse,jocrisse,21
",",",",p
Tristan,Tristan,20
Corbière,Corbière,20
avait,avoir,18
",",",",p
en,en,81
un,un,71
style,style,21
d',de,81
une,un,71
concision,concision,22
presque,presque,60
puissante,puissant,30
",",",",p
célébré,célébrer,12
la,le,71
mer,mer,22
de,de,81
Bretagne,Bretagne,20
",",",",p
les,le,71
sérails,sérail,21
marins,marin,30
",",",",p
le,le,71
pardon,pardon,21
de,de,81
Sainte-Anne,Sainte-Anne,20
",",",",p
et,et,82
il,il,51
s',se,51
était,être,18
même,même,60
élevé,élever,12
jusqu',jusque,81
à,à,81
l',le,71
éloquence,éloquence,22
de,de,81
la,le,71
haine,haine,22
",",",",p
dans,dans,81
l',le,71
insulte,insulte,22
dont,dont,52
il,il,51
abreuvait,abreuver,18
",",",",p
à,à,81
propos,propos,21
du,de,81
du,le,71
camp,camp,21
de,de,81
Gonlie,Gonlie,20
",",",",p
les,le,71
individus,individu,21
qu',que,52
il,il,51
désignait,désigner,18
sous,sous,81
le,le,71
nom,nom,21
de,de,81
“,“,p
forains,forain,21
du,de,81
du,le,71
quatre-,quatre,72
septembre,septembre,21
“,“,p
/.,/.,P
ce,ce,74
faisandage,faisandage,21
dont,dont,52
il,il,51
était,être,18
gourmand,gourmand,30
et,et,82
que,que,52
lui,lui,51
présentait,présenter,18
ce,ce,74
poète,poète,21
",",",",p
aux,à,81
aux,le,71
épithètes,épithète,22
crispées,crispé,31
",",",",p
aux,à,81
aux,le,71
beautés,beauté,22
qui,qui,52
demeuraient,demeurer,18
toujours,toujours,60
à,à,81
l',le,71
état,état,21
un,un,71
peu,peu,60
suspect,suspect,30
",",",",p
des,de,81
des,le,71
Esseintes,Esseintes,20
le,le,52
retrouvait,retrouver,18
encore,encore,60
dans,dans,81
un,un,71
autre,autre,75
poète,poète,21
",",",",p
Théodore,Théodore,20
Hannon,Hannon,20
",",",",p
un,un,71
élève,élève,21
de,de,81
Baudelaire,Baudelaire,20
et,et,82
de,de,81
Gautier,Gautier,20
",",",",p
mû,mû,31
par,par,81
un,un,71
sens,sens,21
très,très,60
spécial,spécial,30
des,de,81
des,le,71
élégances,élégance,22
recherchées,recherché,31
et,et,82
des,de,81
des,le,71
joies,joie,22
factices,factice,30
/.,/.,P
à,à,81
l',le,71
encontre,encontre,22
de,de,81
Verlaine,Verlaine,20
qui,qui,52
dérivait,dériver,18
",",",",p
sans,sans,81
croisement,croisement,21
",",",",p
de,de,81
Baudelaire,Baudelaire,20
",",",",p
surtout,surtout,60
par,par,81
le,le,71
côté,côté,21
psychologique,psychologique,30
",",",",p
par,par,81
la,le,71
nuance,nuance,22
captieuse,captieux,30
de,de,81
la,le,71
pensée,pensée,22
",",",",p
par,par,81
la,le,71
docte,docte,30
quintessence,quintessence,22
du,de,81
du,le,71
sentiment,sentiment,21
",",",",p
Théodore,Théodore,20
Hannon,Hannon,20
descendait,descendre,18
du,de,81
du,le,71
maître,maître,21
",",",",p
surtout,surtout,60
par,par,81
le,le,71
côté,côté,21
plastique,plastique,30
",",",",p
par,par,81
la,le,71
vision,vision,22
extérieure,extérieur,30
des,de,81
des,le,71
êtres,être,21
et,et,82
des,de,81
des,le,71
choses,chose,22
/.,/.,P
sa,son,73
corruption,corruption,22
charmante,charmant,30
correspondait,correspondre,18
fatalement,fatalement,60
aux,à,81
aux,le,71
penchants,penchant,21
de,de,81
des,de,81
des,le,71
Esseintes,Esseintes,20
qui,qui,52
",",",",p
par,par,81
les,le,71
jours,jour,21
de,de,81
brume,brume,22
",",",",p
par,par,81
les,le,71
jours,jour,21
de,de,81
pluie,pluie,22
",",",",p
s',se,51
enfermait,enfermer,18
dans,dans,81
le,le,71
retrait,retrait,21
imaginé,imaginé,31
par,par,81
ce,ce,74
poète,poète,21
et,et,82
se,se,51
grisait,griser,18
les,le,71
yeux,oeil,21
avec,avec,81
les,le,71
chatoiements,chatoiement,21
de,de,81
ses,son,73
étoffes,étoffe,22
",",",",p
avec,avec,81
les,le,71
incandescences,incandescence,22
de,de,81
ses,son,73
pierres,pierre,22
",",",",p
avec,avec,81
ses,son,73
somptuosités,somptuosité,22
",",",",p
exclusivement,exclusivement,60
matérielles,matériel,30
",",",",p
qui,qui,52
concouraient,concourir,18
aux,à,81
aux,le,71
incitations,incitation,22
cérébrales,cérébral,30
et,et,82
montaient,monter,18
comme,comme,83
une,un,71
poudre,poudre,22
de,de,81
cantharide,cantharide,22
dans,dans,81
un,un,71
nuage,nuage,21
de,de,81
tiède,tiède,30
encens,encens,21
vers,vers,81
une,un,71
idole,idole,22
Bruxelloise,Bruxellois,20
",",",",p
au,à,81
au,le,71
visage,visage,21
fardé,fardé,31
",",",",p
au,à,81
au,le,71
ventre,ventre,21
tanné,tanné,31
par,par,81
des,de,81
des,le,71
parfums,parfum,21
/.,/.,P
à,à,81
l',le,71
exception,exception,22
de,de,81
ces,ce,74
poètes,poète,21
et,et,82
de,de,81
Stéphane,Stéphane,20
Mallarmé,Mallarmé,20
qu',que,52
il,il,51
enjoignit,enjoindre,19
à,à,81
son,son,73
domestique,domestique,21
de,de,81
mettre,mettre,14
de,de,81
côté,côté,21
",",",",p
pour,pour,81
le,le,52
classer,classer,14
à,à,81
part,part,22
",",",",p
des,de,81
des,le,71
Esseintes,Esseintes,20
n',ne,60
était,être,18
que,que,83
bien,bien,21
faiblement,faiblement,60
attiré,attirer,12
par,par,81
les,le,71
poètes,poète,21
/.,/.,P
en,en,81
dépit,dépit,21
de,de,81
sa,son,73
forme,forme,22
magnifique,magnifique,30
",",",",p
en,en,81
dépit,dépit,21
de,de,81
l',le,71
imposante,imposant,30
allure,allure,22
de,de,81
ses,son,73
vers,vers,21
qui,qui,52
se,se,51
dressaient,dresser,18
avec,avec,81
un,un,71
tel,tel,75
éclat,éclat,21
que,que,52
les,le,71
hexamètres,hexamètre,21
d',de,81
Hugo,Hugo,20
même,même,30
semblaient,sembler,18
",",",",p
en,en,81
comparaison,comparaison,22
",",",",p
mornes,morne,30
et,et,82
sourds,sourd,30
",",",",p
Leconte de Lisle,Leconte de Lisle,20
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
maintenant,maintenant,60
le,le,52
satisfaire,satisfaire,14
/.,/.,P
l',le,71
antiquité,antiquité,22
si,si,60
merveilleusement,merveilleusement,60
ressuscitée,ressuscité,31
par,par,81
Flaubert,Flaubert,20
",",",",p
restait,rester,18
entre,entre,81
ses,son,73
mains,main,22
immobile,immobile,30
et,et,82
froide,froid,30
/.,/.,P
rien,rien,52
ne,ne,60
palpitait,palpiter,18
dans,dans,81
ses,son,73
vers,vers,21
tout,tout,52
en,en,81
façade,façade,22
que,que,52
n',ne,60
étayait,étayer,18
",",",",p
la,le,71
plupart,plupart,22
du,de,81
du,le,71
temps,temps,21
",",",",p
aucune,aucun,75
idée,idée,22
;,;,p
rien,rien,52
ne,ne,60
vivait,vivre,18
dans,dans,81
ces,ce,74
poèmes,poème,21
déserts,désert,30
dont,dont,52
les,le,71
impassibles,impassible,30
mythologies,mythologie,22
finissaient,finir,18
par,par,81
le,le,52
glacer,glacer,14
/.,/.,P
d',de,81
autre,autre,75
part,part,22
",",",",p
après,après,81
l',le,52
avoir,avoir,14
longtemps,longtemps,60
choyée,choyer,12
",",",",p
des,de,81
des,le,71
Esseintes,Esseintes,20
arrivait,arriver,18
aussi,aussi,60
à,à,81
se,se,51
désintéresser,désintéresser,14
de,de,81
l',le,71
oeuvre,oeuvre,22
de,de,81
Gautier,Gautier,20
;,;,p
son,son,73
admiration,admiration,22
pour,pour,81
l',le,71
incomparable,incomparable,30
peintre,peintre,21
qu',que,52
était,être,18
cet,ce,74
homme,homme,21
",",",",p
était,être,18
allée,aller,12
en,en,81
se,se,51
dissolvant,dissoudre,13
de,de,81
jours,jour,21
en,en,81
jours,jour,21
",",",",p
et,et,82
maintenant,maintenant,60
il,il,51
demeurait,demeurer,18
plus,plus,60
étonné,étonné,31
que,que,83
ravi,ravi,31
",",",",p
par,par,81
ses,son,73
descriptions,description,22
en,en,81
quelque,quelque,75
sorte,sorte,22
indifférentes,indifférent,30
/.,/.,P
l',le,71
impression,impression,22
des,de,81
des,le,71
objets,objet,21
s',se,51
était,être,18
fixée,fixer,12
sur,sur,81
son,son,73
oeil,oeil,21
si,si,60
perceptif,perceptif,30
",",",",p
mais,mais,82
elle,il,51
s',se,51
y,y,52
était,être,18
localisée,localiser,12
",",",",p
n',ne,60
avait,avoir,18
pas,pas,60
pénétré,pénétrer,12
plus,plus,60
avant,avant,81
dans,dans,81
sa,son,73
cervelle,cervelle,22
et,et,82
dans,dans,81
sa,son,73
chair,chair,22
;,;,p
de,de,81
même,même,60
qu',que,83
un,un,71
prodigieux,prodigieux,30
réflecteur,réflecteur,21
",",",",p
il,il,51
s',se,51
était,être,18
constamment,constamment,60
borné,borner,12
à,à,81
réverbérer,réverbérer,14
",",",",p
avec,avec,81
une,un,71
impersonnelle,impersonnel,30
netteté,netteté,22
",",",",p
des,de,81
des,le,71
alentours,alentour,21
/.,/.,P
certes,certes,60
",",",",p
des,de,81
des,le,71
Esseintes,Esseintes,20
aimait,aimer,18
encore,encore,60
les,le,71
oeuvres,oeuvre,22
de,de,81
ces,ce,74
deux,deux,72
poètes,poète,21
",",",",p
ainsi,ainsi,60
qu',que,83
il,il,51
aimait,aimer,18
les,le,71
pierres,pierre,22
rares,rare,30
",",",",p
les,le,71
matières,matière,22
précieuses,précieux,30
et,et,82
mortes,mort,31
",",",",p
mais,mais,82
aucune,aucun,52
des,de,81
des,le,71
variations,variation,22
de,de,81
ces,ce,74
parfaits,parfait,31
instrumentistes,instrumentiste,21
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
l',le,52
extasier,extasier,14
",",",",p
car,car,82
aucune,aucun,52
n',ne,60
était,être,18
ductile,ductile,30
au,à,81
au,le,71
rêve,rêve,21
",",",",p
aucune,aucun,52
n',ne,60
ouvrait,ouvrir,18
",",",",p
pour,pour,81
lui,lui,51
du,de,81
du,le,71
moins,moins,60
",",",",p
l',le,71
une,un,52
de,de,81
ces,ce,74
vivantes,vivant,30
échappées,échappée,22
qui,qui,52
lui,lui,51
permettaient,permettre,18
d',de,81
accélérer,accélérer,14
le,le,71
vol,vol,21
lent,lent,30
des,de,81
des,le,71
heures,heure,22
/.,/.,P
il,il,51
sortait,sortir,18
de,de,81
leurs,leur,73
livres,livre,21
à jeun,à jeun,60
",",",",p
et,et,82
il,il,51
en,en,52
était,être,18
de,de,81
même,même,60
de,de,81
ceux,celui,52
d',de,81
Hugo,Hugo,20
;,;,p
le,le,71
côté,côté,21
Orient,Orient,20
et,et,82
patriarche,patriarche,21
était,être,18
trop,trop,60
convenu,convenir,12
",",",",p
trop,trop,60
vide,vide,30
",",",",p
pour,pour,81
le,le,52
retenir,retenir,14
;,;,p
et,et,82
le,le,71
côté,côté,21
tout,tout,60
à,à,81
la,le,71
fois,fois,22
bonne,bon,30
d',de,81
enfant,enfant,21
et,et,82
grand-père,grand-père,21
",",",",p
l',le,52
exaspérait,exaspérer,18
;,;,p
il,il,51
lui,lui,51
fallait,falloir,18
arriver,arriver,14
aux,à,81
aux,le,71
chansons,chanson,22
des,de,81
des,le,71
rues,rue,22
et,et,82
des,de,81
des,le,71
bois,bois,21
pour,pour,81
hennir,hennir,14
devant,devant,81
l',le,71
impeccable,impeccable,30
jonglerie,jonglerie,22
de,de,81
sa,son,73
métrique,métrique,30
",",",",p
mais,mais,82
combien,combien,60
",",",",p
en,en,81
fin,fin,22
de,de,81
compte,compte,21
",",",",p
il,il,51
eût,avoir,19
échangé,échanger,12
tous,tout,75
ces,ce,74
tours,tour,21
de,de,81
force,force,22
pour,pour,81
une,un,71
nouvelle,nouveau,30
oeuvre,oeuvre,22
de,de,81
Baudelaire,Baudelaire,20
qui,qui,52
fût,être,19
l',le,71
égale,égale,22
de,de,81
l',le,71
ancienne,ancien,30
",",",",p
car,car,82
décidément,décidément,60
celui-là,celui-là,52
était,être,18
à,à,81
peu,peu,60
près,près,81
le,le,71
seul,seul,30
dont,dont,52
les,le,71
vers,vers,21
continssent,contenir,18
",",",",p
sous,sous,81
leur,leur,73
splendide,splendide,30
écorce,écorce,22
",",",",p
une,un,71
balsamique,balsamique,30
et,et,82
nutritive,nutritif,30
moelle,moelle,22
/!,/!,P
en,en,81
sautant,sauter,13
d',de,81
un,un,71
extrême,extrême,21
à,à,81
l',le,71
autre,autre,52
",",",",p
de,de,81
la,le,71
forme,forme,22
privée,privé,31
d',de,81
idées,idée,22
",",",",p
aux,à,81
aux,le,71
idées,idée,22
privées,privé,31
de,de,81
forme,forme,22
",",",",p
des,de,81
des,le,71
Esseintes,Esseintes,20
demeurait,demeurer,18
non,non,60
moins,moins,60
circonspect,circonspect,30
et,et,82
non,non,60
moins,moins,60
froid,froid,30
/.,/.,P
les,le,71
labyrinthes,labyrinthe,21
psychologiques,psychologique,30
de,de,81
Stendhal,Stendhal,20
",",",",p
les,le,71
détours,détour,21
analytiques,analytique,30
de,de,81
Duranty,Duranty,20
le,le,52
séduisaient,séduire,18
",",",",p
mais,mais,82
leur,leur,73
langue,langue,22
administrative,administratif,30
",",",",p
incolore,incolore,30
",",",",p
aride,aride,30
",",",",p
leur,leur,73
prose,prose,22
en,en,81
location,location,22
",",",",p
tout,tout,60
au,à,81
au,le,71
plus,plus,60
bonne,bon,30
pour,pour,81
l',le,71
ignoble,ignoble,30
industrie,industrie,22
du,de,81
du,le,71
théâtre,théâtre,21
",",",",p
le,le,52
repoussait,repousser,18
/.,/.,P
puis,puis,60
les,le,71
intéressants,intéressant,30
travaux,travail,21
de,de,81
leurs,leur,73
astucieux,astucieux,30
démontages,démontage,21
s',se,51
exerçaient,exercer,18
",",",",p
pour,pour,81
tout,tout,52
dire,dire,14
",",",",p
sur,sur,81
des,de,81
des,le,71
cervelles,cervelle,22
agitées,agité,31
par,par,81
des,de,81
des,le,71
passions,passion,22
qui,qui,52
ne,ne,60
l',le,52
émouvaient,émouvoir,18
plus,plus,60
/.,/.,P
il,il,51
se,se,51
souciait,soucier,18
peu,peu,60
des,de,81
des,le,71
affections,affection,22
générales,général,30
",",",",p
des,de,81
des,le,71
associations,association,22
d',de,81
idées,idée,22
communes,commun,30
",",",",p
maintenant,maintenant,60
que,que,83
la,le,71
rétention,rétention,22
de,de,81
son,son,73
esprit,esprit,21
s',se,51
exagérait,exagérer,18
et,et,82
qu',que,83
il,il,51
n',ne,60
admettait,admettre,18
plus,plus,60
que,que,83
les,le,71
sensations,sensation,22
superfines,superfin,30
et,et,82
que,que,83
les,le,71
tourmentes,tourmente,22
catholiques,catholique,30
et,et,82
sensuelles,sensuel,30
/.,/.,P
afin,afin,81
de,de,81
jouir,jouir,14
d',de,81
une,un,71
oeuvre,oeuvre,22
qui,qui,52
joignît,joindre,18
",",",",p
suivant,suivre,13
ses,son,73
voeux,voeu,21
",",",",p
à,à,81
un,un,71
style,style,21
incisif,incisif,30
",",",",p
une,un,71
analyse,analyse,22
pénétrante,pénétrant,30
et,et,82
féline,félin,30
",",",",p
il,il,51
lui,lui,51
fallait,falloir,18
arriver,arriver,14
au,à,81
au,le,71
maître,maître,21
de,de,81
l',le,71
induction,induction,22
",",",",p
à,à,81
ce,ce,74
profond,profond,30
et,et,82
étrange,étrange,30
Edgar,Edgar,20
Poe,Poe,20
",",",",p
pour,pour,81
lequel,lequel,52
",",",",p
depuis,depuis,81
le,le,71
temps,temps,21
qu',que,83
il,il,51
le,le,52
relisait,relire,18
sa,son,73
dilection,dilection,22
n',ne,60
avait,avoir,18
pu,pouvoir,12
déchoir,déchoir,14
/.,/.,P
plus,plus,60
que,que,83
tout,tout,75
autre,autre,52
",",",",p
celui-là,celui-là,52
peut-être,peut-être,60
répondait,répondre,18
par,par,81
d',de,81
intimes,intime,30
affinités,affinité,22
aux,à,81
aux,le,71
postulations,postulation,22
méditatives,méditatif,30
de,de,81
des,de,81
des,le,71
Esseintes,Esseintes,20
/.,/.,P
si,si,83
Baudelaire,Baudelaire,20
avait,avoir,18
déchiffré,déchiffrer,12
dans,dans,81
les,le,71
hiéroglyphes,hiéroglyphe,21
de,de,81
l',le,71
âme,âme,22
le,le,71
retour,retour,21
d',de,81
âge,âge,21
des,de,81
des,le,71
sentiments,sentiment,21
et,et,82
des,de,81
des,le,71
idées,idée,22
",",",",p
lui,lui,51
avait,avoir,18
",",",",p
dans,dans,81
la,le,71
voie,voie,22
de,de,81
la,le,71
psychologie,psychologie,22
morbide,morbide,30
",",",",p
plus,plus,60
particulièrement,particulièrement,60
scruté,scruter,12
le,le,71
domaine,domaine,21
de,de,81
la,le,71
volonté,volonté,22
/.,/.,P
en,en,81
littérature,littérature,22
",",",",p
il,il,51
avait,avoir,18
",",",",p
le,le,71
premier,premier,72
",",",",p
sous,sous,81
ce,ce,74
titre,titre,21
emblématique,emblématique,30
:,:,p
“,“,p
le,le,71
démon,démon,21
de,de,81
la,le,71
perversité,perversité,22
“,“,p
",",",",p
épié,épier,12
ces,ce,74
impulsions,impulsion,22
irrésistibles,irrésistible,30
que,que,52
la,le,71
volonté,volonté,22
subit,subir,17
sans,sans,81
les,le,52
connaître,connaître,14
et,et,82
que,que,52
la,le,71
pathologie,pathologie,22
cérébrale,cérébral,30
explique,expliquer,17
maintenant,maintenant,60
d',de,81
une,un,71
façon,façon,22
à,à,81
peu,peu,60
près,près,81
sûre,sûr,30
;,;,p
le,le,71
premier,premier,72
aussi,aussi,60
",",",",p
il,il,51
avait,avoir,18
sinon,sinon,83
signalé,signaler,12
",",",",p
du,de,81
du,le,71
moins,moins,60
divulgué,divulguer,12
l',le,71
influence,influence,22
dépressive,dépressif,30
de,de,81
la,le,71
peur,peur,22
qui,qui,52
agit,agir,17
sur,sur,81
la,le,71
volonté,volonté,22
",",",",p
de,de,81
même,même,60
que,que,83
les,le,71
anesthésiques,anesthésique,21
qui,qui,52
paralysent,paralyser,17
la,le,71
sensibilité,sensibilité,22
et,et,82
que,que,83
le,le,71
curare,curare,21
qui,qui,52
anéantit,anéantir,17
les,le,71
éléments,élément,21
nerveux,nerveux,30
moteurs,moteur,21
;,;,p
c',ce,52
était,être,18
sur,sur,81
ce,ce,74
point,point,21
",",",",p
sur,sur,81
cette,ce,74
léthargie,léthargie,22
de,de,81
la,le,71
volonté,volonté,22
",",",",p
qu',que,83
il,il,51
avait,avoir,18
fait,faire,12
converger,converger,14
ses,son,73
études,étude,22
",",",",p
analysant,analyser,13
les,le,71
effets,effet,21
de,de,81
ce,ce,74
poison,poison,21
moral,moral,30
",",",",p
indiquant,indiquer,13
les,le,71
symptômes,symptôme,21
de,de,81
sa,son,73
marche,marche,22
",",",",p
les,le,71
troubles,trouble,21
commençant,commencer,13
avec,avec,81
l',le,71
anxiété,anxiété,22
",",",",p
se,se,51
continuant,continuer,13
par,par,81
l',le,71
angoisse,angoisse,22
",",",",p
éclatant,éclater,13
enfin,enfin,60
dans,dans,81
la,le,71
terreur,terreur,22
qui,qui,52
stupéfie,stupéfier,17
les,le,71
volitions,volition,22
",",",",p
sans,sans,81
que,que,83
l',le,71
intelligence,intelligence,22
",",",",p
bien,bien,60
qu',que,83
ébranlée,ébranlé,31
",",",",p
fléchisse,fléchir,17
/.,/.,P
la,le,71
mort,mort,22
dont,dont,52
tous,tout,75
les,le,71
dramaturges,dramaturge,21
avaient,avoir,18
tant,tant,60
abusé,abuser,12
",",",",p
il,il,51
l',le,52
avait,avoir,18
",",",",p
en,en,81
quelque,quelque,75
sorte,sorte,22
",",",",p
aiguisée,aiguiser,12
",",",",p
rendue,rendu,31
autre,autre,30
",",",",p
en,en,81
y,y,52
introduisant,introduire,13
un,un,71
élément,élément,21
algébrique,algébrique,30
et,et,82
surhumain,surhumain,30
;,;,p
mais,mais,82
c',ce,52
était,être,18
",",",",p
à,à,81
vrai,vrai,60
dire,dire,14
",",",",p
moins,moins,60
l',le,71
agonie,agonie,22
réelle,réel,30
du,de,81
du,le,71
moribond,moribond,21
qu',que,52
il,il,51
