11459
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-dix-neuvième extrait>,<>,<>
et,et,82
ne,ne,60
peut,pouvoir,17
fléchir,fléchir,14
cette,ce,74
âme,âme,22
que,que,52
la,le,71
chute,chute,22
de,de,81
son,son,73
corps,corps,21
n',ne,60
a,avoir,17
pu,pouvoir,12
souiller,souiller,14
/.,/.,P
tout,tout,52
tourne,tourner,17
mal,mal,60
dans,dans,81
les,le,71
enseignements,enseignement,21
/.,/.,P
vous,vous,51
ne,ne,60
servez,servir,17
à,à,81
rien,rien,52
qu',que,83
à,à,81
remuer,remuer,14
des,de,81
des,le,71
vices,vice,21
",",",",p
qui,qui,52
",",",",p
fiers,fier,30
de,de,81
ce,ce,52
que,que,52
vous,vous,51
les,le,52
peignez,peindre,17
",",",",p
viennent,venir,17
se,se,51
mirer,mirer,14
dans,dans,81
votre,votre,73
tableau,tableau,21
et,et,82
se,se,51
trouver,trouver,14
beaux,beau,30
/.,/.,P
-,-,p
il,il,51
est,être,17
vrai,vrai,30
que,que,83
cela,cela,52
vous,vous,51
est,être,17
égal,égal,30
;,;,p
mais,mais,82
mon,mon,73
simple,simple,30
et,et,82
bon,bon,30
Collingwood,Collingwood,20
m',je,51
avait,avoir,18
pris,prendre,12
vraiment,vraiment,60
en,en,81
amitié,amitié,22
",",",",p
et,et,82
ma,mon,73
conduite,conduite,22
ne,ne,60
lui,lui,51
était,être,18
pas,pas,60
indifférente,indifférent,30
/.,/.,P
aussi,aussi,60
trouva,trouver,19
t,t,94
il,il,51
d'abord,d'abord,60
beaucoup,beaucoup,60
de,de,81
plaisir,plaisir,21
à,à,81
me,je,51
voir,voir,14
livré,livré,31
à,à,81
des,de,81
des,le,71
études,étude,22
sérieuses,sérieux,30
et,et,82
constantes,constant,30
/.,/.,P
dans,dans,81
ma,mon,73
retenue,retenue,22
habituelle,habituel,30
et,et,82
mon,mon,73
silence,silence,21
il,il,51
trouvait,trouver,18
aussi,aussi,60
quelque,quelque,75
chose,chose,22
qui,qui,52
sympathisait,sympathiser,18
avec,avec,81
la,le,71
gravité,gravité,22
anglaise,anglais,30
",",",",p
et,et,82
il,il,51
prit,prendre,19
l',le,71
habitude,habitude,22
de,de,81
s',se,51
ouvrir,ouvrir,14
à,à,81
moi,moi,51
dans,dans,81
mainte,maint,30
occasion,occasion,22
et,et,82
de,de,81
me,je,51
confier,confier,14
des,de,81
des,le,71
affaires,affaire,22
qui,qui,52
n',ne,60
étaient,être,18
pas,pas,60
sans,sans,81
importance,importance,22
/.,/.,P
au,à,81
au,le,71
bout,bout,21
de,de,81
quelque,quelque,75
temps,temps,21
on,on,51
me,je,51
considéra,considérer,19
comme,comme,83
son,son,73
secrétaire,secrétaire,21
et,et,82
son,son,73
parent,parent,21
",",",",p
et,et,82
je,je,51
parlais,parler,18
assez,assez,60
bien,bien,60
l',le,71
anglais,anglais,21
pour,pour,81
ne,ne,60
plus,plus,60
paraître,paraître,14
trop,trop,60
étranger,étranger,30
/.,/.,P
cependant,cependant,82
c',ce,52
était,être,18
une,un,71
vie,vie,22
cruelle,cruel,30
que,que,52
je,je,51
menais,mener,18
",",",",p
et,et,82
je,je,51
trouvais,trouver,18
bien,bien,60
longues,long,30
les,le,71
journées,journée,22
mélancoliques,mélancolique,30
de,de,81
la,le,71
mer,mer,22
/.,/.,P
nous,nous,51
ne,ne,60
cessâmes,cesser,19
",",",",p
durant,durant,81
des,de,81
des,le,71
années,année,22
entières,entier,30
",",",",p
de,de,81
rôder,rôder,14
autour,autour,60
de,de,81
la,le,71
France,France,20
",",",",p
et,et,82
sans,sans,81
cesse,cesse,22
je,je,51
voyais,voir,18
se,se,51
dessiner,dessiner,14
à,à,81
l',le,71
horizon,horizon,21
les,le,71
côtes,côte,22
de,de,81
cette,ce,74
terre,terre,22
que,que,52
Grotius,Grotius,20
a,avoir,17
nommée,nommer,12
-,-,p
le,le,71
plus,plus,60
beau,beau,30
royaume,royaume,21
après,après,81
celui,celui,52
du,de,81
du,le,71
ciel,ciel,21
;,;,p
-,-,p
puis,puis,60
nous,nous,51
retournions,retourner,18
à,à,81
la,le,71
mer,mer,22
",",",",p
et,et,82
il,il,51
n',ne,60
y,y,52
avait,avoir,18
plus,plus,60
autour,autour,60
de,de,81
moi,moi,51
",",",",p
pendant,pendant,81
des,de,81
des,le,71
mois,mois,21
entiers,entier,30
",",",",p
que,que,83
des,de,81
des,le,71
brouillards,brouillard,21
et,et,82
des,de,81
des,le,71
montagnes,montagne,22
d',de,81
eau,eau,22
/.,/.,P
quand,quand,83
un,un,71
navire,navire,21
passait,passer,18
près,près,81
de,de,81
nous,nous,51
ou,ou,82
loin,loin,60
de,de,81
nous,nous,51
",",",",p
c',ce,52
est,être,17
qu',que,83
il,il,51
était,être,18
anglais,anglais,30
;,;,p
aucun,aucun,75
autre,autre,52
n',ne,60
avait,avoir,18
permission,permission,22
de,de,81
se,se,51
livrer,livrer,14
au,à,81
au,le,71
vent,vent,21
",",",",p
et,et,82
l',le,71
océan,océan,21
n',ne,60
entendait,entendre,18
plus,plus,60
une,un,71
parole,parole,22
qui,qui,52
ne,ne,60
fût,être,19
anglaise,anglais,30
/.,/.,P
les,le,71
Anglais,Anglais,20
même,même,60
en,en,52
étaient,être,18
attristés,attrister,12
et,et,82
se,se,51
plaignaient,plaindre,18
qu',que,83
à,à,81
présent,présent,21
l',le,71
océan,océan,21
fût,être,19
devenu,devenir,12
un,un,71
désert,désert,21
où,où,60
ils,ils,51
se,se,51
rencontraient,rencontrer,18
éternellement,éternellement,60
",",",",p
et,et,82
l',le,71
Europe,Europe,20
une,un,71
forteresse,forteresse,22
qui,qui,52
leur,leur,52
était,être,18
fermée,fermer,12
/.,/.,P
-,-,p
quelquefois,quelquefois,60
ma,mon,73
prison,prison,22
de,de,81
bois,bois,21
s',se,51
avançait,avancer,18
si,si,60
près,près,81
de,de,81
la,le,71
terre,terre,22
",",",",p
que,que,83
je,je,51
pouvais,pouvoir,18
distinguer,distinguer,14
des,de,81
des,le,71
hommes,homme,21
et,et,82
des,de,81
des,le,71
enfants,enfant,21
qui,qui,52
marchaient,marcher,18
sur,sur,81
le,le,71
rivage,rivage,21
/.,/.,P
alors,alors,60
le,le,71
coeur,coeur,21
me,je,51
battait,battre,18
violemment,violemment,60
",",",",p
et,et,82
une,un,71
rage,rage,22
intérieure,intérieur,30
me,je,51
dévorait,dévorer,18
avec,avec,81
tant,tant,60
de,de,81
violence,violence,22
",",",",p
que,que,83
j',je,51
allais,aller,18
me,je,51
cacher,cacher,14
à,à,81
fond,fond,21
de,de,81
cale,cale,22
pour,pour,81
ne,ne,60
pas,pas,60
succomber,succomber,14
au,à,81
au,le,71
désir,désir,21
de,de,81
me,je,51
jeter,jeter,14
à,à,81
la,le,71
nage,nage,22
;,;,p
mais,mais,82
quand,quand,83
je,je,51
revenais,revenir,18
auprès,auprès,60
de,de,81
l',le,71
infatigable,infatigable,30
Collingwood,Collingwood,20
",",",",p
j',je,51
avais,avoir,18
honte,honte,22
de,de,81
mes,mon,73
faiblesses,faiblesse,22
d',de,81
enfant,enfant,21
",",",",p
je,je,51
ne,ne,60
pouvais,pouvoir,18
me,je,51
lasser,lasser,14
d',de,81
admirer,admirer,14
comment,comment,60
à,à,81
une,un,71
tristesse,tristesse,22
si,si,60
profonde,profond,30
il,il,51
unissait,unir,18
un,un,71
courage,courage,21
si,si,60
agissant,agissant,30
/.,/.,P
cet,ce,74
homme,homme,21
qui,qui,52
",",",",p
depuis,depuis,81
quarante,quarante,72
ans,an,21
",",",",p
ne,ne,60
connaissait,connaître,18
que,que,83
la,le,71
guerre,guerre,22
et,et,82
la,le,71
mer,mer,22
",",",",p
ne,ne,60
cessait,cesser,18
jamais,jamais,60
de,de,81
s',se,51
appliquer,appliquer,14
à,à,81
leur,leur,73
étude,étude,22
comme,comme,83
à,à,81
une,un,71
science,science,22
inépuisable,inépuisable,30
/.,/.,P
quand,quand,83
un,un,71
navire,navire,21
était,être,18
las,las,30
",",",",p
il,il,51
en,en,52
montait,monter,18
un,un,71
autre,autre,52
comme,comme,83
un,un,71
cavalier,cavalier,21
impitoyable,impitoyable,30
;,;,p
il,il,51
les,le,52
usait,user,18
et,et,82
les,le,52
tuait,tuer,18
sous,sous,81
lui,lui,51
/.,/.,P
il,il,51
en,en,52
fatigua,fatiguer,19
sept,sept,72
avec,avec,81
moi,moi,51
/.,/.,P
il,il,51
passait,passer,18
les,le,71
nuits,nuit,22
tout,tout,60
habillé,habillé,31
",",",",p
assis,assis,31
sur,sur,81
ses,son,73
canons,canon,21
",",",",p
ne,ne,60
cessant,cesser,13
de,de,81
calculer,calculer,14
l',le,71
art,art,21
de,de,81
tenir,tenir,14
son,son,73
navire,navire,21
immobile,immobile,30
",",",",p
en,en,81
sentinelle,sentinelle,22
",",",",p
au,à,81
au,le,71
même,même,75
point,point,21
de,de,81
la,le,71
mer,mer,22
",",",",p
sans,sans,81
être,être,14
à,à,81
l',le,71
ancre,ancre,22
",",",",p
à,à,81
travers,travers,21
les,le,71
vents,vent,21
et,et,82
les,le,71
orages,orage,21
;,;,p
exerçait,exercer,18
sans,sans,81
cesse,cesse,22
ses,son,73
équipages,équipage,21
et,et,82
veillait,veiller,18
sur,sur,81
eux,ils,51
et,et,82
pour,pour,81
eux,ils,51
;,;,p
cet,ce,74
homme,homme,21
n',ne,60
avait,avoir,18
joui,jouir,12
d',de,81
aucune,aucun,75
richesse,richesse,22
;,;,p
et,et,82
tandis qu',tandis que,83
on,on,51
le,le,52
nommait,nommer,18
pair,pair,21
d',de,81
Angleterre,Angleterre,20
",",",",p
il,il,51
aimait,aimer,18
sa,son,73
soupière,soupière,22
d',de,81
étain,étain,21
comme,comme,83
un,un,71
matelot,matelot,21
;,;,p
puis,puis,60
",",",",p
redescendu,redescendu,31
chez,chez,81
lui,lui,51
",",",",p
il,il,51
redevenait,redevenir,18
père,père,21
de,de,81
famille,famille,22
et,et,82
écrivait,écrire,18
à,à,81
ses,son,73
filles,fille,22
de,de,81
ne,ne,60
pas,pas,60
être,être,14
de,de,81
belles,beau,30
dames,dame,22
",",",",p
de,de,81
lire,lire,14
",",",",p
non,non,60
des,de,81
des,le,71
romans,roman,21
",",",",p
mais,mais,82
l',le,71
histoire,histoire,22
des,de,81
des,le,71
voyages,voyage,21
",",",",p
des,de,81
des,le,71
essais,essai,21
et,et,82
Shakespeare,Shakespeare,20
tant,tant,60
qu',que,83
il,il,51
leur,leur,52
plairait,plaire,16
(,(,p
as,as,92
often,often,92
as,as,92
they,they,92
please,please,92
),),p
;,;,p
il,il,51
écrivait,écrire,18
:,:,p
“,“,p
nous,nous,51
avons,avoir,17
combattu,combattre,12
le,le,71
jour,jour,21
de,de,81
la,le,71
naissance,naissance,22
de,de,81
ma,mon,73
petite,petit,30
Sarah,Sarah,20
",",",",p
“,“,p
après,après,81
la,le,71
bataille,bataille,22
de,de,81
Trafalgar,Trafalgar,20
",",",",p
que,que,52
j',je,51
eus,avoir,19
la,le,71
douleur,douleur,22
de,de,81
lui,lui,51
voir,voir,14
gagner,gagner,14
",",",",p
et,et,82
dont,dont,52
il,il,51
avait,avoir,18
tracé,tracer,12
le,le,71
plan,plan,21
avec,avec,81
son,son,73
ami,ami,21
Nelson,Nelson,20
à,à,81
qui,qui,52
il,il,51
succéda,succéder,19
/.,/.,P
-,-,p
quelquefois,quelquefois,60
il,il,51
sentait,sentir,18
sa,son,73
santé,santé,22
s',se,51
affaiblir,affaiblir,14
",",",",p
il,il,51
demandait,demander,18
grâce,grâce,22
à,à,81
l',le,71
Angleterre,Angleterre,20
;,;,p
mais,mais,82
l',le,71
inexorable,inexorable,30
lui,lui,51
répondait,répondre,18
:,:,p
restez,rester,17
en,en,81
mer,mer,22
",",",",p
et,et,82
lui,lui,51
envoyait,envoyer,18
une,un,71
dignité,dignité,22
ou,ou,82
une,un,71
médaille,médaille,22
d',de,81
or,or,21
par,par,81
chaque,chaque,75
belle,beau,30
action,action,22
;,;,p
sa,son,73
poitrine,poitrine,22
en,en,52
était,être,18
surchargée,surcharger,12
/.,/.,P
il,il,51
écrivait,écrire,18
encore,encore,60
:,:,p
“,“,p
depuis,depuis,81
que,que,83
j',je,51
ai,avoir,17
quitté,quitter,12
mon,mon,73
pays,pays,21
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
passé,passer,12
dix,dix,72
jours,jour,21
dans,dans,81
un,un,71
port,port,21
",",",",p
mes,mon,73
yeux,oeil,21
s',se,51
affaiblissent,affaiblir,17
;,;,p
quand,quand,83
je,je,51
pourrai,pouvoir,15
voir,voir,14
mes,mon,73
enfants,enfant,21
",",",",p
la,le,71
mer,mer,22
m',je,51
aura,avoir,15
rendu,rendre,12
aveugle,aveugle,30
/.,/.,P
je,je,51
gémis,gémir,17
de,de,81
ce,ce,52
que,que,52
sur,sur,81
tant,tant,60
d',de,81
officiers,officier,21
il,il,51
est,être,17
si,si,60
difficile,difficile,30
de,de,81
me,je,51
trouver,trouver,14
un,un,71
remplaçant,remplaçant,21
supérieur,supérieur,30
en,en,81
habileté,habileté,22
/.,/.,P
“,“,p
l',le,71
Angleterre,Angleterre,20
répondait,répondre,18
:,:,p
vous,vous,51
resterez,rester,15
en,en,81
mer,mer,22
",",",",p
toujours,toujours,60
en,en,81
mer,mer,22
/.,/.,P
et,et,82
il,il,51
y,y,52
resta,rester,19
jusqu',jusque,81
à,à,81
sa,son,73
mort,mort,22
/.,/.,P
cette,ce,74
vie,vie,22
romaine,romain,30
et,et,82
imposante,imposant,30
m',je,51
écrasait,écraser,18
par,par,81
son,son,73
élévation,élévation,22
et,et,82
me,je,51
touchait,toucher,18
par,par,81
sa,son,73
simplicité,simplicité,22
",",",",p
lorsque,lorsque,83
je,je,51
l',le,52
avais,avoir,18
contemplée,contempler,12
un,un,71
jour,jour,21
seulement,seulement,60
",",",",p
dans,dans,81
sa,son,73
résignation,résignation,22
grave,grave,30
et,et,82
réfléchie,réfléchi,31
/.,/.,P
je,je,51
me,je,51
prenais,prendre,18
en,en,81
grand,grand,30
mépris,mépris,21
",",",",p
moi,moi,51
qui,qui,52
n',ne,60
étais,être,18
rien,rien,52
comme,comme,83
citoyen,citoyen,21
",",",",p
rien,rien,52
comme,comme,83
père,père,21
",",",",p
ni,ni,82
comme,comme,83
fils,fils,21
",",",",p
ni,ni,82
comme,comme,83
frère,frère,21
",",",",p
ni,ni,82
homme,homme,21
de,de,81
famille,famille,22
",",",",p
ni,ni,82
homme,homme,21
public,public,30
",",",",p
de,de,81
me,je,51
plaindre,plaindre,14
quand,quand,83
il,il,51
ne,ne,60
se,se,51
plaignait,plaindre,18
pas,pas,60
/.,/.,P
il,il,51
ne,ne,60
s',se,51
était,être,18
laissé,laisser,12
deviner,deviner,14
qu',que,83
une,un,71
fois,fois,22
malgré,malgré,81
lui,lui,51
",",",",p
et,et,82
moi,moi,51
",",",",p
fourmi,fourmi,22
d',de,81
entre,entre,81
les,le,71
fourmis,fourmi,22
que,que,52
foulait,fouler,18
aux,à,81
aux,le,71
pieds,pied,21
le,le,71
sultan,sultan,21
de,de,81
la,le,71
France,France,20
",",",",p
je,je,51
me,je,51
reprochais,reprocher,18
mon,mon,73
désir,désir,21
secret,secret,30
de,de,81
retourner,retourner,14
me,je,51
livrer,livrer,14
au,à,81
au,le,71
hasard,hasard,21
de,de,81
ses,son,73
caprices,caprice,21
et,et,82
de,de,81
redevenir,redevenir,14
un,un,52
des,de,81
des,le,71
grains,grain,21
de,de,81
cette,ce,74
poussière,poussière,22
qu',que,52
il,il,51
pétrissait,pétrir,18
dans,dans,81
le,le,71
sang,sang,21
/.,/.,P
-,-,p
la,le,71
vue,vue,22
de,de,81
ce,ce,74
vrai,vrai,30
citoyen,citoyen,21
dévoué,dévoué,31
",",",",p
non,non,60
comme,comme,83
je,je,51
l',le,52
avais,avoir,18
été,être,12
",",",",p
à,à,81
un,un,71
homme,homme,21
",",",",p
mais,mais,82
à,à,81
la,le,71
patrie,patrie,22
et,et,82
au,à,81
au,le,71
devoir,devoir,21
",",",",p
me,je,51
fut,être,19
une,un,71
heureuse,heureux,30
rencontre,rencontre,22
",",",",p
car,car,82
j',je,51
appris,apprendre,19
",",",",p
à,à,81
cette,ce,74
école,école,22
sévère,sévère,30
",",",",p
quelle,quel,52
est,être,17
la,le,71
véritable,véritable,30
grandeur,grandeur,22
que,que,52
nous,nous,51
devons,devoir,17
désormais,désormais,60
chercher,chercher,14
dans,dans,81
les,le,71
armes,arme,22
",",",",p
et,et,82
combien,combien,60
",",",",p
lorsqu',lorsque,83
elle,il,51
est,être,17
ainsi,ainsi,60
comprise,comprendre,12
",",",",p
elle,il,51
élève,élever,17
notre,notre,73
profession,profession,22
au-dessus,au-dessus,60
de,de,81
toutes,tout,75
les,le,71
autres,autre,52
",",",",p
et,et,82
peut,pouvoir,17
laisser,laisser,14
digne,digne,30
d',de,81
admiration,admiration,22
la,le,71
mémoire,mémoire,22
de,de,81
quelques-uns,quelqu'un,52
de,de,81
nous,nous,51
",",",",p
quel,quel,52
que,que,52
soit,être,17
l',le,71
avenir,avenir,21
de,de,81
la,le,71
guerre,guerre,22
et,et,82
des,de,81
des,le,71
armées,armée,22
/.,/.,P
jamais,jamais,60
aucun,aucun,75
homme,homme,21
ne,ne,60
posséda,posséder,19
à,à,81
un,un,71
plus,plus,60
haut,haut,30
degré,degré,21
cette,ce,74
paix,paix,22
intérieure,intérieur,30
qui,qui,52
naît,naître,17
du,de,81
du,le,71
sentiment,sentiment,21
du,de,81
du,le,71
devoir,devoir,21
sacré,sacré,31
",",",",p
et,et,82
la,le,71
modeste,modeste,30
insouciance,insouciance,22
d',de,81
un,un,71
soldat,soldat,21
à,à,81
qui,qui,52
il,il,51
importe,importer,17
peu,peu,60
que,que,83
son,son,73
nom,nom,21
soit,être,17
célèbre,célèbre,30
",",",",p
pourvu,pourvu,81
que,que,83
la,le,71
chose,chose,22
publique,public,30
prospère,prospérer,17
/.,/.,P
je,je,51
lui,lui,51
vis,voir,19
écrire,écrire,14
un,un,71
jour,jour,21
:,:,p
“,“,p
maintenir,maintenir,14
l',le,71
indépendance,indépendance,22
de,de,81
mon,mon,73
pays,pays,21
est,être,17
la,le,71
première,premier,72
volonté,volonté,22
de,de,81
ma,mon,73
vie,vie,22
",",",",p
et,et,82
j',je,51
aime,aimer,17
mieux,mieux,60
que,que,83
mon,mon,73
corps,corps,21
soit,être,17
ajouté,ajouter,12
au,à,81
au,le,71
rempart,rempart,21
de,de,81
la,le,71
patrie,patrie,22
que,que,83
traîné,traîner,12
dans,dans,81
une,un,71
pompe,pompe,22
inutile,inutile,30
",",",",p
à,à,81
travers,travers,21
une,un,71
foule,foule,22
oisive,oisif,30
/.,/.,P
-,-,p
ma,mon,73
vie,vie,22
et,et,82
mes,mon,73
forces,force,22
sont,être,17
dues,devoir,12
à,à,81
l',le,71
Angleterre,Angleterre,20
/.,/.,P
-,-,p
ne,ne,60
parlez,parler,17
pas,pas,60
de,de,81
ma,mon,73
blessure,blessure,22
dernière,dernier,30
",",",",p
on,on,51
croirait,croire,16
que,que,83
je,je,51
me,je,51
glorifie,glorifier,17
de,de,81
mes,mon,73
dangers,danger,21
/.,/.,P
“,“,p
sa,son,73
tristesse,tristesse,22
était,être,18
profonde,profond,30
",",",",p
mais,mais,82
pleine,plein,30
de,de,81
grandeur,grandeur,22
;,;,p
elle,il,51
n',ne,60
empêchait,empêcher,18
pas,pas,60
son,son,73
activité,activité,22
perpétuelle,perpétuel,30
",",",",p
et,et,82
il,il,51
me,je,51
donna,donner,19
la,le,71
mesure,mesure,22
de,de,81
ce,ce,52
que,que,52
doit,devoir,17
être,être,14
l',le,71
homme,homme,21
de,de,81
guerre,guerre,22
intelligent,intelligent,30
",",",",p
exerçant,exercer,13
",",",",p
non,non,60
en,en,81
ambitieux,ambitieux,21
",",",",p
mais,mais,82
en,en,81
artiste,artiste,21
",",",",p
l',le,71
art,art,21
de,de,81
la,le,71
guerre,guerre,22
",",",",p
tout,tout,60
en,en,81
le,le,52
jugeant,juger,13
de,de,81
haut,haut,21
et,et,82
en,en,81
le,le,52
méprisant,mépriser,13
maintes,maint,30
fois,fois,22
",",",",p
comme,comme,83
ce,ce,74
Montecuculli,Montecuculli,20
",",",",p
qui,qui,52
",",",",p
Turenne,Turenne,20
étant,être,13
tué,tuer,12
",",",",p
se,se,51
retira,retirer,19
",",",",p
ne,ne,60
daignant,daigner,13
plus,plus,60
engager,engager,14
la,le,71
partie,partie,22
contre,contre,81
un,un,71
joueur,joueur,21
ordinaire,ordinaire,30
/.,/.,P
mais,mais,82
j',je,51
étais,être,18
trop,trop,60
jeune,jeune,30
encore,encore,60
pour,pour,81
comprendre,comprendre,14
tous,tout,75
les,le,71
mérites,mérite,21
de,de,81
ce,ce,74
caractère,caractère,21
",",",",p
et,et,82
ce,ce,52
qui,qui,52
me,je,51
saisit,saisir,19
le,le,71
plus,plus,60
fut,être,19
l',le,71
ambition,ambition,22
de,de,81
tenir,tenir,14
",",",",p
dans,dans,81
mon,mon,73
pays,pays,21
",",",",p
un,un,71
rang,rang,21
pareil,pareil,30
au,à,81
au,le,71
sien,sien,52
/.,/.,P
lorsque,lorsque,83
je,je,51
voyais,voir,18
les,le,71
rois,roi,21
du,de,81
du,le,71
Midi,Midi,20
lui,lui,51
demander,demander,14
sa,son,73
protection,protection,22
",",",",p
et,et,82
Napoléon,Napoléon,20
même,même,30
s',se,51
émouvoir,émouvoir,14
de,de,81
l',le,71
espoir,espoir,21
que,que,52
Collingwood,Collingwood,20
était,être,18
dans,dans,81
les,le,71
mers,mer,22
de,de,81
l',le,71
Inde,Inde,20
",",",",p
j',je,51
en,en,52
venais,venir,18
jusqu',jusque,81
à,à,81
appeler,appeler,14
de,de,81
tous,tout,75
mes,mon,73
voeux,voeu,21
l',le,71
occasion,occasion,22
de,de,81
m',je,51
échapper,échapper,14
",",",",p
et,et,82
je,je,51
poussai,pousser,19
la,le,71
hâte,hâte,22
de,de,81
l',le,71
ambition,ambition,22
que,que,52
je,je,51
nourrissais,nourrir,18
toujours,toujours,60
jusqu',jusque,81
à,à,81
être,être,14
près,près,81
de,de,81
manquer,manquer,14
à,à,81
ma,mon,73
parole,parole,22
/.,/.,P
oui,oui,60
",",",",p
j',je,51
en,en,52
vins,venir,19
jusque-là,jusque-là,81
/.,/.,P
un,un,71
jour,jour,21
",",",",p
le,le,71
vaisseau,vaisseau,21
l',le,71
océan,océan,21
",",",",p
qui,qui,52
nous,nous,51
portait,porter,18
",",",",p
vint,venir,19
relâcher,relâcher,14
à,à,81
Gibraltar,Gibraltar,20
/.,/.,P
je,je,51
descendis,descendre,19
à,à,81
terre,terre,22
avec,avec,81
l',le,71
amiral,amiral,21
",",",",p
et,et,82
en,en,81
me,je,51
promenant,promener,13
seul,seul,30
par,par,81
la,le,71
ville,ville,22
je,je,51
rencontrai,rencontrer,19
un,un,71
officier,officier,21
du,de,81
du,le,71
<Nombre 7e>,<>,<>
septième,septième,72
<Fin nombre>,<>,<>
hussards,hussard,21
qui,qui,52
avait,avoir,18
été,être,12
fait,faire,12
prisonnier,prisonnier,30
dans,dans,81
la,le,71
campagne,campagne,22
d',de,81
Espagne,Espagne,20
",",",",p
et,et,82
conduit,conduire,12
à,à,81
Gibraltar,Gibraltar,20
avec,avec,81
quatre,quatre,72
de,de,81
ses,son,73
camarades,camarade,21
/.,/.,P
ils,ils,51
avaient,avoir,18
la,le,71
ville,ville,22
pour,pour,81
prison,prison,22
",",",",p
mais,mais,82
ils,ils,51
y,y,52
étaient,être,18
surveillés,surveiller,12
de,de,81
près,près,81
/.,/.,P
j',je,51
avais,avoir,18
connu,connaître,12
cet,ce,74
officier,officier,21
en,en,81
France,France,20
/.,/.,P
nous,nous,51
nous,nous,51
retrouvâmes,retrouver,19
avec,avec,81
plaisir,plaisir,21
",",",",p
dans,dans,81
une,un,71
situation,situation,22
à,à,81
peu,peu,60
près,près,81
semblable,semblable,30
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
si,si,60
longtemps,longtemps,60
qu',que,83
un,un,71
Français,Français,20
ne,ne,60
m',je,51
avait,avoir,18
parlé,parler,12
français,français,21
",",",",p
que,que,83
je,je,51
le,le,52
trouvai,trouver,19
éloquent,éloquent,30
",",",",p
quoiqu',quoique,83
il,il,51
fût,être,19
parfaitement,parfaitement,60
sot,sot,30
",",",",p
et,et,82
",",",",p
au,à,81
au,le,71
bout,bout,21
d',de,81
un,un,71
quart,quart,21
d',de,81
heure,heure,22
",",",",p
nous,nous,51
nous,nous,51
ouvrîmes,ouvrir,19
l',le,71
un,un,52
à,à,81
l',le,71
autre,autre,52
sur,sur,81
notre,notre,73
position,position,22
/.,/.,P
il,il,51
me,je,51
dit,dire,19
tout,tout,60
de,de,81
suite,suite,22
franchement,franchement,60
qu',que,83
il,il,51
allait,aller,18
se,se,51
sauver,sauver,14
avec,avec,81
ses,son,73
camarades,camarade,21
;,;,p
qu',que,83
ils,ils,51
avaient,avoir,18
trouvé,trouver,12
une,un,71
occasion,occasion,22
excellente,excellent,30
",",",",p
et,et,82
qu',que,52
il,il,51
ne,ne,60
se,se,51
le,le,52
ferait,faire,16
pas,pas,60
dire,dire,14
deux,deux,72
fois,fois,22
pour,pour,81
les,le,52
suivre,suivre,14
/.,/.,P
il,il,51
m',je,51
engagea,engager,19
fort,fort,60
à,à,81
en,en,52
faire,faire,14
autant,autant,60
/.,/.,P
je,je,51
lui,lui,51
répondis,répondre,19
qu',que,83
il,il,51
était,être,18
bien,bien,60
heureux,heureux,30
d',de,81
être,être,14
gardé,garder,12
;,;,p
mais,mais,82
que,que,52
moi,moi,51
",",",",p
qui,qui,52
ne,ne,60
l',le,52
étais,être,18
pas,pas,60
",",",",p
je,je,51
ne,ne,60
pouvais,pouvoir,18
pas,pas,60
me,je,51
sauver,sauver,14
sans,sans,81
déshonneur,déshonneur,21
",",",",p
et,et,82
que,que,52
lui,lui,51
",",",",p
ses,son,73
compagnons,compagnon,21
et,et,82
moi,moi,51
n',ne,60
étions,être,18
point,point,60
dans,dans,81
le,le,71
même,même,75
cas,cas,21
/.,/.,P
cela,cela,52
lui,lui,51
parut,paraître,19
trop,trop,60
subtil,subtil,30
/.,/.,P
-,-,p
“,“,p
ma,mon,73
foi,foi,22
",",",",p
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
casuiste,casuiste,21
",",",",p
me,je,51
dit,dire,19
il,il,51
",",",",p
et,et,82
si,si,83
tu,tu,51
veux,vouloir,17
je,je,51
t',tu,51
enverrai,envoyer,15
à,à,81
un,un,71
évêque,évêque,21
qui,qui,52
t',tu,51
en,en,52
dira,dire,15
son,son,73
opinion,opinion,22
/.,/.,P
mais,mais,82
à,à,81
ta,ton,73
place,place,22
je,je,51
partirais,partir,16
/.,/.,P
je,je,51
ne,ne,60
vois,voir,17
que,que,83
deux,deux,72
choses,chose,22
",",",",p
être,être,14
libre,libre,30
ou,ou,82
ne,ne,60
pas,pas,60
l',le,52
être,être,14
/.,/.,P
sais,savoir,17
tu,tu,51
bien,bien,60
que,que,83
ton,ton,73
avancement,avancement,21
est,être,17
perdu,perdre,12
",",",",p
depuis,depuis,81
plus,plus,60
de,de,81
cinq,cinq,72
ans,an,21
que,que,52
tu,tu,51
traînes,traîner,17
dans,dans,81
ce,ce,74
sabot,sabot,21
anglais,anglais,30
/?,/?,P
les,le,71
lieutenants,lieutenant,21
du,de,81
du,le,71
même,même,75
temps,temps,21
que,que,83
toi,toi,51
sont,être,17
déjà,déjà,60
colonels,colonel,21
/.,/.,P
“,“,p
là-dessus,là-dessus,60
ses,son,73
compagnons,compagnon,21
