11269
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquième extrait>,<>,<>
/.,/.,P
“,“,p
la,le,71
comtesse,comtesse,22
était,être,18
seule,seul,30
",",",",p
à,à,81
demi,demi,30
couchée,coucher,12
sur,sur,81
le,le,71
canapé,canapé,21
de,de,81
jonc,jonc,21
;,;,p
jamais,jamais,60
elle,il,51
ne,ne,60
m',je,51
avait,avoir,18
paru,paraître,12
si,si,60
belle,beau,30
;,;,p
son,son,73
corps,corps,21
nonchalant,nonchalant,30
",",",",p
alangui,alanguir,12
par,par,81
la,le,71
chaleur,chaleur,22
",",",",p
baignait,baigner,18
comme,comme,83
celui,celui,52
d',de,81
une,un,71
nymphe,nymphe,22
marine,marin,30
dans,dans,81
l',le,71
écume,écume,22
blanche,blanc,30
d',de,81
un,un,71
ample,ample,30
peignoir,peignoir,21
de,de,81
mousseline,mousseline,22
des,de,81
des,le,71
Indes,Inde,20
que,que,52
bordait,border,18
du,de,81
du,le,71
haut,haut,21
en,en,81
bas,bas,21
une,un,71
garniture,garniture,22
bouillonnée,bouillonné,31
comme,comme,83
la,le,71
frange,frange,22
d',de,81
argent,argent,21
d',de,81
une,un,71
vague,vague,30
;,;,p
une,un,71
broche,broche,22
en,en,81
acier,acier,21
niellé,niellé,30
du,de,81
du,le,71
Khorassan,Khorassan,20
fermait,fermer,18
à,à,81
la,le,71
poitrine,poitrine,22
cette,ce,74
robe,robe,22
aussi,aussi,60
légère,léger,30
que,que,83
la,le,71
draperie,draperie,22
qui,qui,52
voltige,voltiger,17
autour,autour,60
de,de,81
la,le,71
Victoire,Victoire,20
rattachant,rattacher,13
sa,son,73
sandale,sandale,22
/.,/.,P
des,de,81
des,le,71
manches,manche,22
ouvertes,ouvert,31
à,à,81
partir,partir,14
de,de,81
la,le,71
saignée,saignée,22
",",",",p
comme,comme,83
les,le,71
pistils,pistil,21
du,de,81
du,le,71
calice,calice,21
d',de,81
une,un,71
fleur,fleur,22
",",",",p
sortaient,sortir,18
ses,son,73
bras,bras,21
d',de,81
un,un,71
ton,ton,21
plus,plus,60
pur,pur,30
que,que,83
celui,celui,52
de,de,81
l',le,71
albâtre,albâtre,22
où,où,60
les,le,71
statuaires,statuaire,21
florentins,florentin,30
taillent,tailler,17
des,de,81
des,le,71
copies,copie,22
de,de,81
statues,statue,22
antiques,antique,30
;,;,p
un,un,71
large,large,30
ruban,ruban,21
noir,noir,30
noué,noué,31
à,à,81
la,le,71
ceinture,ceinture,22
",",",",p
et,et,82
dont,dont,52
les,le,71
bouts,bout,21
retombaient,retomber,18
",",",",p
tranchait,trancher,18
vigoureusement,vigoureusement,60
sur,sur,81
toute,tout,75
cette,ce,74
blancheur,blancheur,22
/.,/.,P
ce,ce,52
que,que,52
ce,ce,74
contraste,contraste,21
de,de,81
nuances,nuance,22
attribuées,attribué,31
au,à,81
au,le,71
deuil,deuil,21
aurait,avoir,16
pu,pouvoir,12
avoir,avoir,14
de,de,81
triste,triste,30
",",",",p
était,être,18
égayé,égayer,12
par,par,81
le,le,71
bec,bec,21
d',de,81
une,un,71
petite,petit,30
pantoufle,pantoufle,22
circassienne,circassien,30
sans,sans,81
quartier,quartier,21
en,en,81
maroquin,maroquin,21
bleu,bleu,30
",",",",p
gaufrée,gaufré,31
d',de,81
arabesques,arabesque,22
jaunes,jaune,30
",",",",p
qui,qui,52
pointait,pointer,18
sous,sous,81
le,le,71
dernier,dernier,30
pli,pli,21
de,de,81
la,le,71
mousseline,mousseline,22
/.,/.,P
“,“,p
les,le,71
cheveux,cheveu,21
blonds,blond,30
de,de,81
la,le,71
comtesse,comtesse,22
",",",",p
dont,dont,52
les,le,71
bandeaux,bandeau,21
bouffants,bouffant,30
",",",",p
comme,comme,83
s',si,83
ils,ils,51
eussent,avoir,18
été,être,12
soulevés,soulever,12
par,par,81
un,un,71
souffle,souffle,21
",",",",p
découvraient,découvrir,18
son,son,73
front,front,21
pur,pur,30
",",",",p
et,et,82
ses,son,73
tempes,tempe,22
transparentes,transparent,30
formaient,former,18
comme,comme,83
un,un,71
nimbe,nimber,17
",",",",p
où,où,60
la,le,71
lumière,lumière,22
pétillait,pétiller,18
en,en,81
étincelles,étincelle,22
d',de,81
or,or,21
/.,/.,P
“,“,p
près,près,81
d',de,81
elle,il,51
",",",",p
sur,sur,81
une,un,71
chaise,chaise,22
",",",",p
palpitait,palpiter,18
au,à,81
au,le,71
vent,vent,21
un,un,71
grand,grand,30
chapeau,chapeau,21
de,de,81
paille,paille,22
de,de,81
riz,riz,21
",",",",p
orné,orné,31
de,de,81
longs,long,30
rubans,ruban,21
noirs,noir,30
pareils,pareil,30
à,à,81
celui,celui,52
de,de,81
la,le,71
robe,robe,22
",",",",p
et,et,82
gisait,gésir,18
une,un,71
paire,paire,22
de,de,81
gants,gant,21
de,de,81
Suède,Suède,20
qui,qui,52
n',ne,60
avaient,avoir,18
pas,pas,60
été,être,12
mis,mettre,12
/.,/.,P
à,à,81
mon,mon,73
aspect,aspect,21
",",",",p
Prascovie,Prascovie,20
ferma,fermer,19
le,le,71
livre,livre,21
qu',que,52
elle,il,51
lisait,lire,18
-,-,p
les,le,71
poésies,poésie,22
de,de,81
Mickiewicz,Mickiewicz,20
-,-,p
et,et,82
me,je,51
fit,faire,19
un,un,71
petit,petit,30
signe,signe,21
de,de,81
tête,tête,22
bienveillant,bienveillant,30
;,;,p
elle,il,51
était,être,18
seule,seul,30
",",",",p
-,-,p
circonstance,circonstance,22
favorable,favorable,30
et,et,82
rare,rare,30
/.,/.,P
-,-,p
je,je,51
m',je,51
assis,asseoir,19
en,en,81
face,face,22
d',de,81
elle,il,51
sur,sur,81
le,le,71
siège,siège,21
qu',que,52
elle,il,51
me,je,51
désigna,désigner,19
/.,/.,P
un,un,52
de,de,81
ces,ce,74
silences,silence,21
",",",",p
pénibles,pénible,30
quand,quand,83
ils,ils,51
se,se,51
prolongent,prolonger,17
",",",",p
régna,régner,19
quelques,quelque,75
minutes,minute,22
entre,entre,81
nous,nous,51
/.,/.,P
je,je,51
ne,ne,60
trouvais,trouver,18
à,à,81
mon,mon,73
service,service,21
aucune,aucun,52
de,de,81
ces,ce,74
banalités,banalité,22
de,de,81
la,le,71
conversation,conversation,22
;,;,p
ma,mon,73
tête,tête,22
s',se,51
embarrassait,embarrasser,18
",",",",p
des,de,81
des,le,71
vagues,vague,22
de,de,81
flammes,flamme,22
me,je,51
montaient,monter,18
du,de,81
du,le,71
coeur,coeur,21
aux,à,81
aux,le,71
yeux,oeil,21
",",",",p
et,et,82
mon,mon,73
amour,amour,21
me,je,51
criait,crier,18
:,:,p
“,“,p
ne,ne,60
perds,perdre,17
pas,pas,60
cette,ce,74
occasion,occasion,22
suprême,suprême,30
/.,/.,P
“,“,p
“,“,p
j',je,51
ignore,ignorer,17
ce,ce,52
que,que,52
j',je,51
eusse,avoir,18
fait,faire,12
",",",",p
si,si,83
la,le,71
comtesse,comtesse,22
",",",",p
devinant,deviner,13
la,le,71
cause,cause,22
de,de,81
mon,mon,73
trouble,trouble,21
",",",",p
ne,ne,60
se,se,51
fût,être,19
redressée,redresser,12
à,à,81
demi,demi,30
en,en,81
tendant,tendre,13
vers,vers,81
moi,moi,51
sa,son,73
belle,beau,30
main,main,22
",",",",p
comme,comme,83
pour,pour,81
me,je,51
fermer,fermer,14
la,le,71
bouche,bouche,22
/.,/.,P
“,“,p
-,-,p
ne,ne,60
dîtes,dire,19
pas,pas,60
un,un,71
mot,mot,21
",",",",p
Octave,Octave,20
;,;,p
vous,vous,51
m',je,51
aimez,aimer,17
",",",",p
je,je,51
le,le,52
sais,savoir,17
",",",",p
je,je,51
le,le,52
sens,sentir,17
",",",",p
je,je,51
le,le,52
crois,croire,17
;,;,p
je,je,51
ne,ne,60
vous,vous,51
en,en,52
veux,vouloir,17
point,point,60
",",",",p
car,car,82
l',le,71
amour,amour,21
est,être,17
involontaire,involontaire,30
/.,/.,P
d',de,81
autres,autre,75
femmes,femme,22
plus,plus,60
sévères,sévère,30
se,se,51
montreraient,montrer,16
offensées,offensé,31
;,;,p
moi,moi,51
",",",",p
je,je,51
vous,vous,51
plains,plaindre,17
",",",",p
car,car,82
je,je,51
ne,ne,60
puis,pouvoir,17
vous,vous,51
aimer,aimer,14
",",",",p
et,et,82
c',ce,52
est,être,17
une,un,71
tristesse,tristesse,22
pour,pour,81
moi,moi,51
d',de,81
être,être,14
votre,votre,73
malheur,malheur,21
/.,/.,P
-,-,p
je,je,51
regrette,regretter,17
que,que,83
vous,vous,51
m',je,51
ayez,avoir,17
rencontrée,rencontrer,12
",",",",p
et,et,82
maudis,maudi,31
le,le,71
caprice,caprice,21
qui,qui,52
m',je,51
a,avoir,17
fait,faire,12
quitter,quitter,14
Venise,Venise,20
pour,pour,81
Florence,Florence,20
/.,/.,P
j',je,51
espérais,espérer,18
d'abord,d'abord,60
que,que,83
ma,mon,73
froideur,froideur,22
persistante,persistant,30
vous,vous,51
lasserait,lasser,16
et,et,82
vous,vous,51
éloignerait,éloigner,16
;,;,p
mais,mais,82
le,le,71
vrai,vrai,30
amour,amour,21
",",",",p
dont,dont,52
je,je,51
vois,voir,17
tous,tout,75
les,le,71
signes,signe,21
dans,dans,81
vos,votre,73
yeux,oeil,21
",",",",p
ne,ne,60
se,se,51
rebute,rebuter,17
de,de,81
rien,rien,52
/.,/.,P
que,que,52
ma,mon,73
douceur,douceur,22
ne,ne,60
fasse,faire,17
naître,naître,14
en,en,81
vous,vous,51
aucune,aucun,75
illusion,illusion,22
",",",",p
aucun,aucun,75
rêve,rêve,21
",",",",p
et,et,82
ne,ne,60
prenez,prendre,17
pas,pas,60
ma,mon,73
pitié,pitié,22
pour,pour,81
un,un,71
encouragement,encouragement,21
/.,/.,P
un,un,71
ange,ange,21
au,à,81
au,le,71
bouclier,bouclier,21
de,de,81
diamant,diamant,21
",",",",p
à,à,81
l',le,71
épée,épée,22
flamboyante,flamboyant,30
",",",",p
me,je,51
garde,garder,17
contre,contre,81
toute,tout,75
séduction,séduction,22
",",",",p
mieux,mieux,60
que,que,83
la,le,71
religion,religion,22
",",",",p
mieux,mieux,60
que,que,83
le,le,71
devoir,devoir,21
",",",",p
mieux,mieux,60
que,que,83
la,le,71
vertu,vertu,22
;,;,p
-,-,p
et,et,82
cet,ce,74
ange,ange,21
",",",",p
c',ce,52
est,être,17
mon,mon,73
amour,amour,21
:,:,p
-,-,p
j',je,51
adore,adorer,17
le,le,71
comte,comte,21
Labinski,Labinski,20
/.,/.,P
j',je,51
ai,avoir,17
le,le,71
bonheur,bonheur,21
d',de,81
avoir,avoir,14
trouvé,trouver,12
la,le,71
passion,passion,22
dans,dans,81
le,le,71
mariage,mariage,21
/.,/.,P
“,“,p
“,“,p
un,un,71
flot,flot,21
de,de,81
larmes,larme,22
jaillit,jaillir,19
de,de,81
mes,mon,73
paupières,paupière,22
à,à,81
cet,ce,74
aveu,aveu,21
si,si,60
franc,franc,30
",",",",p
si,si,60
loyal,loyal,30
et,et,82
si,si,60
noblement,noblement,60
pudique,pudique,30
",",",",p
et,et,82
je,je,51
sentis,sentir,19
en,en,81
moi,moi,51
se,se,51
briser,briser,14
le,le,71
ressort,ressort,21
de,de,81
ma,mon,73
vie,vie,22
/.,/.,P
“,“,p
Prascovie,Prascovie,20
",",",",p
émue,ému,31
",",",",p
se,se,51
leva,lever,19
",",",",p
et,et,82
",",",",p
par,par,81
un,un,71
mouvement,mouvement,21
de,de,81
gracieuse,gracieux,30
pitié,pitié,22
féminine,féminin,30
",",",",p
passa,passer,19
son,son,73
mouchoir,mouchoir,21
de,de,81
batiste,batiste,22
sur,sur,81
mes,mon,73
yeux,oeil,21
:,:,p
“,“,p
-,-,p
allons,aller,17
",",",",p
ne,ne,60
pleurez,pleurer,17
pas,pas,60
",",",",p
me,je,51
dit,dire,19
elle,il,51
",",",",p
je,je,51
vous,vous,51
le,le,52
défends,défendre,17
/.,/.,P
tâchez,tâcher,17
de,de,81
penser,penser,14
à,à,81
autre,autre,75
chose,chose,22
",",",",p
imaginez,imaginer,17
que,que,83
je,je,51
suis,suivre,17
partie,parti,31
à,à,81
tout,tout,60
jamais,jamais,60
",",",",p
que,que,83
je,je,51
suis,être,17
morte,mourir,12
;,;,p
oubliez,oublier,17
moi,moi,51
/.,/.,P
voyagez,voyager,17
",",",",p
travaillez,travailler,17
",",",",p
faites,faire,17
du,de,81
du,le,71
bien,bien,21
",",",",p
mêlez,mêler,17
vous,vous,51
activement,activement,60
à,à,81
la,le,71
vie,vie,22
humaine,humain,30
;,;,p
consolez,consoler,17
vous,vous,51
dans,dans,81
un,un,71
art,art,21
ou,ou,82
un,un,71
amour,amour,21
/…,/…,P
“,“,p
“,“,p
je,je,51
fis,faire,19
un,un,71
geste,geste,21
de,de,81
dénégation,dénégation,22
/.,/.,P
“,“,p
-,-,p
croyez,croire,17
vous,vous,51
souffrir,souffrir,14
moins,moins,60
en,en,81
continuant,continuer,13
à,à,81
me,je,51
voir,voir,14
?,?,p
reprit,reprendre,19
la,le,71
comtesse,comtesse,22
;,;,p
venez,venir,17
",",",",p
je,je,51
vous,vous,51
recevrai,recevoir,15
toujours,toujours,60
/.,/.,P
dieu,dieu,21
dit,dire,17
qu',que,83
il,il,51
faut,falloir,17
pardonner,pardonner,14
à,à,81
ses,son,73
ennemis,ennemi,21
;,;,p
pourquoi,pourquoi,60
traiterait,traiter,16
on,on,51
plus,plus,60
mal,mal,60
ceux,celui,52
qui,qui,52
nous,nous,51
aiment,aimer,17
/?,/?,P
cependant,cependant,82
l',le,71
absence,absence,22
me,je,51
paraît,paraître,17
un,un,71
remède,remède,21
plus,plus,60
sûr,sûr,30
/.,/.,P
-,-,p
dans,dans,81
deux,deux,72
ans,an,21
nous,nous,51
pourrons,pouvoir,15
nous,nous,51
serrer,serrer,14
la,le,71
main,main,22
sans,sans,81
péril,péril,21
",",",",p
-,-,p
pour,pour,81
vous,vous,51
“,“,p
",",",",p
ajouta,ajouter,19
t,t,94
elle,il,51
en,en,81
essayant,essayer,13
de,de,81
sourire,sourire,14
/.,/.,P
“,“,p
le,le,71
lendemain,lendemain,21
je,je,51
quittai,quitter,19
Florence,Florence,20
;,;,p
mais,mais,82
ni,ni,82
l',le,71
étude,étude,22
",",",",p
ni,ni,82
les,le,71
voyages,voyage,21
",",",",p
ni,ni,82
le,le,71
temps,temps,21
",",",",p
n',ne,60
ont,avoir,17
diminué,diminuer,12
ma,mon,73
souffrance,souffrance,22
",",",",p
et,et,82
je,je,51
me,je,51
sens,sentir,17
mourir,mourir,14
:,:,p
ne,ne,60
m',je,51
en,en,52
empêchez,empêcher,17
pas,pas,60
",",",",p
docteur,docteur,21
/!,/!,P
avez,avoir,17
vous,vous,51
revu,revoir,12
la,le,71
comtesse,comtesse,22
Prascovie,Prascovie,20
Labinska,Labinska,20
?,?,p
dit,dire,12
le,le,71
docteur,docteur,21
",",",",p
dont,dont,52
les,le,71
yeux,oeil,21
bleus,bleu,30
scintillaient,scintiller,18
bizarrement,bizarrement,60
/.,/.,P
“,“,p
non,non,60
",",",",p
répondit,répondre,19
Octave,Octave,20
",",",",p
mais,mais,82
elle,il,51
est,être,17
à,à,81
Paris,Paris,20
/.,/.,P
“,“,p
et,et,82
il,il,51
tendit,tendre,19
à,à,81
monsieur,monsieur,21
Balthazar,Balthazar,20
Cherbonneau,Cherbonneau,20
une,un,71
carte,carte,22
gravée,gravé,31
sur,sur,81
laquelle,lequel,52
on,on,51
lisait,lire,18
:,:,p
“,“,p
la,le,71
comtesse,comtesse,22
Prascovie,Prascovie,20
Labinska,Labinska,20
est,être,17
chez,chez,81
elle,il,51
le,le,71
jeudi,jeudi,21
/.,/.,P
“,“,p
III,III,20
parmi,parmi,81
les,le,71
promeneurs,promeneur,21
assez,assez,60
rares,rare,30
alors,alors,60
qui,qui,52
suivaient,suivre,18
aux,à,81
aux,le,71
Champs-Elysées,Champs Elysées,20
l',le,71
avenue,avenue,22
Gabriel,Gabriel,20
",",",",p
à,à,81
partir,partir,14
de,de,81
l',le,71
ambassade,ambassade,22
ottomane,ottoman,30
jusqu',jusque,81
à,à,81
l',le,71
Elysée,Elysée,20
Bourbon,Bourbon,20
",",",",p
préférant,préférer,13
au,à,81
au,le,71
tourbillon,tourbillon,21
poussiéreux,poussiéreux,30
et,et,82
à,à,81
l',le,71
élégant,élégant,30
fracas,fracas,21
de,de,81
la,le,71
grande,grand,30
chaussée,chaussée,22
l',le,71
isolement,isolement,21
",",",",p
le,le,71
silence,silence,21
et,et,82
la,le,71
calme,calme,30
fraîcheur,fraîcheur,22
de,de,81
cette,ce,74
route,route,22
bordée,bordé,31
d',de,81
arbres,arbre,21
d',de,81
un,un,71
côté,côté,21
et,et,82
de,de,81
l',le,71
autre,autre,52
de,de,81
jardins,jardin,21
",",",",p
il,il,51
en,en,52
est,être,17
peu,peu,60
qui,qui,52
ne,ne,60
se,se,51
fussent,être,18
arrêtés,arrêter,12
",",",",p
tout,tout,60
rêveurs,rêveur,30
et,et,82
avec,avec,81
un,un,71
sentiment,sentiment,21
d',de,81
admiration,admiration,22
mêlé,mêlé,31
d',de,81
envie,envie,22
",",",",p
devant,devant,81
une,un,71
poétique,poétique,30
et,et,82
mystérieuse,mystérieux,30
retraite,retraite,22
",",",",p
où,où,60
",",",",p
chose,chose,22
rare,rare,30
",",",",p
la,le,71
richesse,richesse,22
semblait,sembler,18
loger,loger,14
le,le,71
bonheur,bonheur,21
/.,/.,P
à,à,81
qui,qui,52
n',ne,60
est,être,17
il,il,51
pas,pas,60
arrivé,arriver,12
de,de,81
suspendre,suspendre,14
sa,son,73
marche,marche,22
à,à,81
la,le,71
grille,grille,22
d',de,81
un,un,71
parc,parc,21
",",",",p
de,de,81
regarder,regarder,14
longtemps,longtemps,60
la,le,71
blanche,blanc,30
villa,villa,22
à,à,81
travers,travers,21
les,le,71
massifs,massif,30
de,de,81
verdure,verdure,22
",",",",p
et,et,82
de,de,81
s',se,51
éloigner,éloigner,14
le,le,71
coeur,coeur,21
gros,gros,30
",",",",p
comme,comme,83
si,si,83
le,le,71
rêve,rêve,21
de,de,81
sa,son,73
vie,vie,22
était,être,18
caché,cacher,12
derrière,derrière,81
ces,ce,74
murailles,muraille,22
/?,/?,P
au,à,81
au,le,71
contraire,contraire,21
",",",",p
d',de,81
autres,autre,75
habitations,habitation,22
",",",",p
vues,vue,22
ainsi,ainsi,60
du,de,81
du,le,71
dehors,dehors,21
",",",",p
vous,vous,51
inspirent,inspirer,17
une,un,71
tristesse,tristesse,22
indéfinissable,indéfinissable,30
;,;,p
l',le,71
ennui,ennui,21
",",",",p
l',le,71
abandon,abandon,21
",",",",p
la,le,71
désespérance,désespérance,22
glacent,glacer,17
la,le,71
façade,façade,22
de,de,81
leurs,leur,73
teintes,teinte,22
grises,gris,30
et,et,82
jaunissent,jaunir,17
les,le,71
cimes,cime,22
à,à,81
demi,demi,30
chauves,chauve,21
des,de,81
des,le,71
arbres,arbre,21
;,;,p
les,le,71
statues,statue,22
ont,avoir,17
des,de,81
des,le,71
lèpres,lèpre,22
de,de,81
mousse,mousse,21
",",",",p
les,le,71
fleurs,fleur,22
s',se,51
étiolent,étioler,17
",",",",p
l',le,71
eau,eau,22
des,de,81
des,le,71
bassins,bassin,21
verdit,verdir,17
",",",",p
les,le,71
mauvaises,mauvais,30
herbes,herbe,22
envahissent,envahir,17
les,le,71
sentiers,sentier,21
malgré,malgré,81
le,le,71
racloir,racloir,21
;,;,p
les,le,71
oiseaux,oiseau,21
",",",",p
s',si,83
il,il,51
y,y,52
en,en,52
a,avoir,17
",",",",p
se,se,51
taisent,taire,17
/.,/.,P
les,le,71
jardins,jardin,21
en,en,81
contrebas,contrebas,60
de,de,81
l',le,71
allée,allée,22
en,en,52
étaient,être,18
séparés,séparer,12
par,par,81
un,un,71
saut-de-loup,saut-de-loup,21
et,et,82
se,se,51
prolongeaient,prolonger,18
en,en,81
bandes,bande,22
plus,plus,60
ou,ou,82
moins,moins,60
larges,large,30
jusqu',jusque,81
aux,à,81
aux,le,71
hôtels,hôtel,21
",",",",p
dont,dont,52
la,le,71
façade,façade,22
donnait,donner,18
sur,sur,81
la,le,71
rue,rue,22
du,de,81
du,le,71
Faubourg-Saint-Honoré,Faubourg Saint-Honoré,20
/.,/.,P
celui,celui,52
dont,dont,52
nous,nous,51
parlons,parler,17
se,se,51
terminait,terminer,18
au,à,81
au,le,71
fossé,fossé,21
par,par,81
un,un,71
remblai,remblai,21
que,que,52
soutenait,soutenir,18
un,un,71
mur,mur,21
de,de,81
grosses,gros,30
roches,roche,22
choisies,choisi,31
pour,pour,81
l',le,71
irrégularité,irrégularité,22
curieuse,curieux,30
de,de,81
leurs,leur,73
formes,forme,22
",",",",p
et,et,82
qui,qui,52
",",",",p
se,se,51
relevant,relever,13
de,de,81
chaque,chaque,75
côté,côté,21
en,en,81
manière,manière,22
de,de,81
coulisses,coulisse,22
",",",",p
encadraient,encadrer,18
de,de,81
leurs,leur,73
aspérités,aspérité,22
rugueuses,rugueux,30
et,et,82
de,de,81
leurs,leur,73
masses,masse,22
sombres,sombre,30
le,le,71
frais,frais,30
et,et,82
vert,vert,30
paysage,paysage,21
resserré,resserré,31
entre,entre,81
elles,ils,51
/.,/.,P
dans,dans,81
les,le,71
anfractuosités,anfractuosité,22
de,de,81
ces,ce,74
roches,roche,22
",",",",p
le,le,71
cactier,cactier,21
raquette,raquette,22
",",",",p
l',le,71
asclépiade,asclépiade,22
incarnate,incarnat,30
",",",",p
le,le,71
millepertuis,millepertuis,21
",",",",p
la,le,71
saxifrage,saxifrage,21
",",",",p
le,le,71
cymbalaire,cymbalaire,21
",",",",p
la,le,71
joubarbe,joubarbe,22
",",",",p
la,le,71
lychnide,lychnide,22
des,de,81
des,le,71
Alpes,Alpe,20
",",",",p
le,le,71
lierre,lierre,21
d',de,81
Irlande,Irlande,20
trouvaient,trouver,18
assez,assez,60
de,de,81
terre,terre,22
végétale,végétal,30
pour,pour,81
nourrir,nourrir,14
leurs,leur,73
racines,racine,22
et,et,82
découpaient,découper,18
leurs,leur,73
verdures,verdure,22
variées,varié,31
sur,sur,81
le,le,71
fond,fond,21
vigoureux,vigoureux,30
de,de,81
la,le,71
pierre,pierre,22
;,;,p
-,-,p
un,un,71
peintre,peintre,21
n',ne,60
eût,avoir,19
pas,pas,60
disposé,disposer,12
",",",",p
au,à,81
au,le,71
premier,premier,72
plan,plan,21
de,de,81
son,son,73
tableau,tableau,21
",",",",p
un,un,71
meilleur,meilleur,30
repoussoir,repoussoir,21
/.,/.,P
les,le,71
murailles,muraille,22
latérales,latéral,30
qui,qui,52
fermaient,fermer,18
ce,ce,74
paradis,paradis,21
terrestre,terrestre,30
disparaissaient,disparaître,18
sous,sous,81
un,un,71
rideau,rideau,21
de,de,81
plantes,plante,22
grimpantes,grimpant,30
",",",",p
aristoloches,aristoloche,22
",",",",p
grenadilles,grenadille,22
bleues,bleu,30
",",",",p
campanules,campanule,21
",",",",p
chèvrefeuille,chèvrefeuille,21
",",",",p
gypsophiles,gypsophile,30
",",",",p
glycines,glycine,22
de,de,81
Chine,Chine,20
",",",",p
périplocas,périploca,21
de,de,81
Grèce,Grèce,20
dont,dont,52
les,le,71
griffes,griffe,22
",",",",p
les,le,71
vrilles,vrille,22
et,et,82
les,le,71
tiges,tige,22
s',se,51
enlaçaient,enlacer,18
à,à,81
un,un,71
treillis,treillis,21
vert,vert,30
",",",",p
car,car,82
le,le,71
bonheur,bonheur,21
lui-même,lui-même,51
ne,ne,60
veut,vouloir,17
pas,pas,60
être,être,14
emprisonné,emprisonner,12
;,;,p
et,et,82
grâce,grâce,22
à,à,81
cette,ce,74
disposition,disposition,22
le,le,71
jardin,jardin,21
ressemblait,ressembler,18
à,à,81
une,un,71
clairière,clairière,22
dans,dans,81
une,un,71
forêt,forêt,22
plutôt,plutôt,60
qu',que,83
à,à,81
un,un,71
parterre,parterre,21
assez,assez,60
étroit,étroit,30
circonscrit,circonscrit,31
par,par,81
les,le,71
clôtures,clôture,22
de,de,81
la,le,71
civilisation,civilisation,22
/.,/.,P
un,un,71
peu,peu,60
en,en,81
arrière,arrière,21
des,de,81
des,le,71
masses,masse,22
de,de,81
rocaille,rocaille,22
",",",",p
étaient,être,18
groupés,grouper,12
quelques,quelque,75
bouquets,bouquet,21
d',de,81
arbres,arbre,21
au,à,81
au,le,71
port,port,21
élégant,élégant,30
",",",",p
à,à,81
la,le,71
frondaison,frondaison,22
vigoureuse,vigoureux,30
",",",",p
dont,dont,52
les,le,71
feuillages,feuillage,21
contrastaient,contraster,18
pittoresquement,pittoresquement,60
:,:,p
vernis,vernir,12
du,de,81
du,le,71
Japon,Japon,20
",",",",p
thuyas,thuya,21
du,de,81
du,le,71
Canada,Canada,20
",",",",p
planes,plane,22
de,de,81
Virginie,Virginie,20
",",",",p
frênes,frêne,21
verts,vert,30
",",",",p
saules,saule,21
blancs,blanc,30
",",",",p
micocouliers,micocoulier,21
de,de,81
Provence,Provence,20
",",",",p
que,que,52
dominaient,dominer,18
deux,deux,72
ou,ou,82
trois,trois,72
mélèzes,mélèze,21
/.,/.,P
au-delà,au-delà,60
des,de,81
des,le,71
arbres,arbre,21
s',se,51
étalait,étaler,18
un,un,71
gazon,gazon,21
de,de,81
ray-grass,ray-grass,21
",",",",p
dont,dont,52
pas,pas,60
une,un,71
pointe,pointe,22
d',de,81
herbe,herbe,22
ne,ne,60
dépassait,dépasser,18
l',le,71
autre,autre,52
",",",",p
un,un,71
gazon,gazon,21
plus,plus,60
fin,fin,30
",",",",p
plus,plus,60
soyeux,soyeux,30
que,que,83
le,le,71
velours,velours,21
d',de,81
un,un,71
manteau,manteau,21
de,de,81
reine,reine,22
",",",",p
de,de,81
cet,ce,74
idéal,idéal,21
vert,vert,30
d',de,81
émeraude,émeraude,22
qu',que,52
on,on,51
n',ne,60
obtient,obtenir,17
qu',que,83
en,en,81
Angleterre,Angleterre,20
devant,devant,81
le,le,71
perron,perron,21
des,de,81
des,le,71
manoirs,manoir,21
féodaux,féodal,30
",",",",p
moelleux,moelleux,30
tapis,tapis,21
naturels,naturel,30
que,que,52
l',le,71
oeil,oeil,21
aime,aimer,17
à,à,81
caresser,caresser,14
et,et,82
que,que,83
le,le,71
pas,pas,21
craint,craint,31
de,de,81
fouler,fouler,14
",",",",p
moquette,moquette,22
végétale,végétal,30
où,où,60
",",",",p
le,le,71
jour,jour,21
",",",",p
peuvent,pouvoir,17
seuls,seul,30
se,se,51
rouler,rouler,14
au,à,81
au,le,71
soleil,soleil,21
la,le,71
gazelle,gazelle,22
familière,familier,30
avec,avec,81
le,le,71
jeune,jeune,30
baby,baby,92
ducal,ducal,30
dans,dans,81
sa,son,73
robe,robe,22
de,de,81
dentelles,dentelle,22
",",",",p
et,et,82
",",",",p
la,le,71
nuit,nuit,22
",",",",p
glisser,glisser,14
au,à,81
au,le,71
clair,clair,21
de,de,81
lune,lune,22
quelque,quelque,75
Titania,Titania,20
du,de,81
du,le,71
West End,West End,20
la,le,71
main,main,22
enlacée,enlacé,31
à,à,81
celle,celui,52
d',de,81
un,un,71
Oberon,Oberon,20
porté,porté,31
sur,sur,81
le,le,71
livre,livre,21
du,de,81
du,le,71
peerage,peerage,92
et,et,82
du,de,81
du,le,71
baronetage,baronetage,92
/.,/.,P
une,un,71
allée,allée,22
de,de,81
sable,sable,21
tamisé,tamisé,31
au,à,81
au,le,71
crible,crible,21
",",",",p
de,de,81
peur,peur,22
qu',que,83
une,un,71
valve,valve,22
de,de,81
conque,conque,22
ou,ou,82
qu',que,83
un,un,71
angle,angle,21
de,de,81
silex,silex,21
ne,ne,60
blessât,blesser,18
les,le,71
