11735
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Seizième extrait>,<>,<>
les,le,71
visites,visite,22
qui,qui,52
avaient,avoir,18
fatigué,fatiguer,12
son,son,73
maître,maître,21
blessé,blessé,31
et,et,82
prêt,prêt,30
à,à,81
partir,partir,14
pour,pour,81
un,un,71
long,long,30
voyage,voyage,21
/.,/.,P
pour,pour,81
Cinq-Mars,Cinq-Mars,20
",",",",p
il,il,51
goûtait,goûter,18
enfin,enfin,60
un,un,52
de,de,81
ces,ce,74
instants,instant,21
de,de,81
calme,calme,21
et,et,82
d',de,81
espoir,espoir,21
qui,qui,52
viennent,venir,17
en,en,81
quelque,quelque,75
sorte,sorte,22
rafraîchir,rafraîchir,14
l',le,71
âme,âme,22
en,en,81
même,même,75
temps,temps,21
que,que,83
le,le,71
sang,sang,21
;,;,p
la,le,71
main,main,22
qu',que,52
il,il,51
ne,ne,60
donnait,donner,18
pas,pas,60
à,à,81
son,son,73
ami,ami,21
pressait,presser,18
en,en,81
secret,secret,21
la,le,71
croix,croix,22
d',de,81
or,or,21
attachée,attaché,31
sur,sur,81
son,son,73
coeur,coeur,21
",",",",p
en,en,81
attendant,attendre,13
la,le,71
main,main,22
adorée,adoré,31
qui,qui,52
l',le,52
avait,avoir,18
donnée,donner,12
",",",",p
et,et,82
qu',que,52
il,il,51
allait,aller,18
bientôt,bientôt,60
presser,presser,14
elle-même,lui-même,51
/.,/.,P
il,il,51
n',ne,60
écoutait,écouter,18
qu',que,83
avec,avec,81
le,le,71
regard,regard,21
et,et,82
le,le,71
sourire,sourire,21
les,le,71
conseils,conseil,21
du,de,81
du,le,71
jeune,jeune,30
magistrat,magistrat,21
",",",",p
et,et,82
rêvait,rêver,18
au,à,81
au,le,71
but,but,21
de,de,81
son,son,73
voyage,voyage,21
",",",",p
qui,qui,52
était,être,18
aussi,aussi,60
le,le,71
but,but,21
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
le,le,71
grave,grave,30
de,de,81
Thou,Thou,20
lui,lui,51
disait,dire,18
d',de,81
une,un,71
voix,voix,22
calme,calme,30
et,et,82
douce,doux,30
:,:,p
-,-,p
je,je,51
vous,vous,51
suivrai,suivre,15
bientôt,bientôt,60
à,à,81
Paris,Paris,20
/.,/.,P
je,je,51
suis,être,17
heureux,heureux,30
plus,plus,60
que,que,83
vous-même,vous-même,51
de,de,81
voir,voir,14
le,le,71
roi,roi,21
vous,vous,51
y,y,52
mener,mener,14
avec,avec,81
lui,lui,51
;,;,p
c',ce,52
est,être,17
un,un,71
commencement,commencement,21
d',de,81
amitié,amitié,22
qu',que,52
il,il,51
faut,falloir,17
ménager,ménager,14
",",",",p
vous,vous,51
avez,avoir,17
raison,raison,22
/.,/.,P
j',je,51
ai,avoir,17
réfléchi,réfléchir,12
bien,bien,60
profondément,profondément,60
aux,à,81
aux,le,71
causes,cause,22
secrètes,secret,30
de,de,81
votre,votre,73
ambition,ambition,22
",",",",p
et,et,82
je,je,51
crois,croire,17
avoir,avoir,14
deviné,deviner,12
votre,votre,73
coeur,coeur,21
/.,/.,P
oui,oui,60
",",",",p
ce,ce,74
sentiment,sentiment,21
d',de,81
amour,amour,21
pour,pour,81
la,le,71
France,France,20
",",",",p
qui,qui,52
le,le,52
faisait,faire,18
battre,battre,14
dans,dans,81
votre,votre,73
première,premier,72
jeunesse,jeunesse,22
",",",",p
a,avoir,17
dû,devoir,12
y,y,52
prendre,prendre,14
des,de,81
des,le,71
forces,force,22
plus,plus,60
grandes,grand,30
;,;,p
vous,vous,51
voulez,vouloir,17
approcher,approcher,14
le,le,71
roi,roi,21
pour,pour,81
servir,servir,14
votre,votre,73
pays,pays,21
",",",",p
pour,pour,81
mettre,mettre,14
en,en,81
action,action,22
ces,ce,74
songes,songe,21
dorés,doré,31
de,de,81
nos,notre,73
premiers,premier,72
ans,an,21
/.,/.,P
certes,certes,60
",",",",p
la,le,71
pensée,pensée,22
est,être,17
vaste,vaste,30
et,et,82
digne,digne,30
de,de,81
vous,vous,51
/!,/!,P
je,je,51
vous,vous,51
admire,admirer,17
;,;,p
je,je,51
m',je,51
incline,incliner,17
/!,/!,P
abordez,aborder,17
le,le,71
monarque,monarque,21
avec,avec,81
le,le,71
dévouement,dévouement,21
chevaleresque,chevaleresque,30
de,de,81
nos,notre,73
pères,père,21
",",",",p
avec,avec,81
un,un,71
coeur,coeur,21
plein,plein,30
de,de,81
candeur,candeur,22
et,et,82
prêt,prêt,30
à,à,81
tous,tout,75
les,le,71
sacrifices,sacrifice,21
/.,/.,P
recevoir,recevoir,14
les,le,71
confidences,confidence,22
de,de,81
son,son,73
âme,âme,22
",",",",p
verser,verser,14
dans,dans,81
la,le,71
sienne,sien,52
celles,celui,52
de,de,81
ses,son,73
sujets,sujet,21
",",",",p
adoucir,adoucir,14
les,le,71
chagrins,chagrin,21
du,de,81
du,le,71
roi,roi,21
en,en,81
lui,lui,51
apprenant,apprendre,13
la,le,71
confiance,confiance,22
de,de,81
son,son,73
peuple,peuple,21
en,en,81
lui,lui,51
",",",",p
fermer,fermer,14
les,le,71
plaies,plaie,22
du,de,81
du,le,71
peuple,peuple,21
en,en,81
les,le,52
découvrant,découvrir,13
à,à,81
son,son,73
maître,maître,21
",",",",p
et,et,82
",",",",p
par,par,81
l',le,71
entremise,entremise,22
de,de,81
votre,votre,73
faveur,faveur,22
",",",",p
rétablir,rétablir,14
ainsi,ainsi,60
ce,ce,74
commerce,commerce,21
d',de,81
amour,amour,21
du,de,81
du,le,71
père,père,21
aux,à,81
aux,le,71
enfants,enfant,21
",",",",p
qui,qui,52
fut,être,19
interrompu,interrompre,12
pendant,pendant,81
dix,dix,72
huit,huit,72
ans,an,21
par,par,81
un,un,71
homme,homme,21
au,à,81
au,le,71
coeur,coeur,21
de,de,81
marbre,marbre,21
;,;,p
s',se,51
exposer,exposer,14
pour,pour,81
cette,ce,74
noble,noble,30
entreprise,entreprise,22
à,à,81
toutes,tout,75
les,le,71
horreurs,horreur,22
de,de,81
sa,son,73
vengeance,vengeance,22
",",",",p
et,et,82
bien,bien,60
plus,plus,60
encore,encore,60
braver,braver,14
les,le,71
calomnies,calomnie,22
perfides,perfide,30
qui,qui,52
poursuivent,poursuivre,17
le,le,71
favori,favori,21
jusque,jusque,81
sur,sur,81
les,le,71
marches,marche,22
du,de,81
du,le,71
trône,trône,21
:,:,p
ce,ce,74
songe,songe,21
était,être,18
digne,digne,30
de,de,81
vous,vous,51
/.,/.,P
poursuivez,poursuivre,17
",",",",p
mon,mon,73
ami,ami,21
",",",",p
ne,ne,60
soyez,être,17
jamais,jamais,60
découragé,décourager,12
;,;,p
parlez,parler,17
hautement,hautement,60
au,à,81
au,le,71
roi,roi,21
du,de,81
du,le,71
mérite,mérite,21
et,et,82
des,de,81
des,le,71
malheurs,malheur,21
de,de,81
ses,son,73
plus,plus,60
illustres,illustre,30
amis,ami,21
que,que,52
l',l',94
on,on,51
écrase,écraser,17
;,;,p
dites,dire,17
lui,lui,51
sans,sans,81
crainte,crainte,22
que,que,83
sa,son,73
vieille,vieux,30
noblesse,noblesse,22
n',ne,60
a,avoir,17
jamais,jamais,60
conspiré,conspirer,12
contre,contre,81
lui,lui,51
;,;,p
et,et,82
que,que,83
",",",",p
depuis,depuis,81
le,le,71
jeune,jeune,30
Montmorency,Montmorency,20
jusqu',jusque,81
à,à,81
cet,ce,74
aimable,aimable,30
comte,comte,21
de,de,81
Soissons,Soisson,20
",",",",p
tous,tout,52
avaient,avoir,18
combattu,combattre,12
le,le,71
ministre,ministre,21
",",",",p
et,et,82
jamais,jamais,60
le,le,71
monarque,monarque,21
;,;,p
dites,dire,17
lui,lui,51
que,que,83
les,le,71
vieilles,vieux,30
races,race,22
de,de,81
France,France,20
sont,être,17
nées,naître,12
avec,avec,81
sa,son,73
race,race,22
",",",",p
qu',que,83
en,en,81
les,le,52
frappant,frapper,13
il,il,51
remue,remuer,17
toute,tout,75
la,le,71
nation,nation,22
",",",",p
et,et,82
que,que,83
",",",",p
s',si,83
il,il,51
les,le,52
éteint,éteindre,17
",",",",p
la,le,71
sienne,sien,52
en,en,52
souffrira,souffrir,15
",",",",p
qu',que,83
elle,il,51
demeurera,demeurer,15
seule,seul,30
exposée,exposé,31
au,à,81
au,le,71
souffle,souffle,21
du,de,81
du,le,71
temps,temps,21
et,et,82
des,de,81
des,le,71
événements,événement,21
",",",",p
comme,comme,83
un,un,71
vieux,vieux,30
chêne,chêne,21
frissonne,frissonner,17
et,et,82
s',se,51
ébranle,ébranler,17
au,à,81
au,le,71
vent,vent,21
de,de,81
la,le,71
plaine,plaine,22
",",",",p
lorsque,lorsque,83
l',l',94
on,on,51
a,avoir,17
renversé,renverser,12
la,le,71
forêt,forêt,22
qui,qui,52
l',le,52
entoure,entourer,17
et,et,82
le,le,52
soutient,soutenir,17
/.,/.,P
-,-,p
oui,oui,60
",",",",p
s',se,51
écria,écrier,19
de,de,81
Thou,Thou,20
en,en,81
s',se,51
animant,animer,13
",",",",p
ce,ce,74
but,but,21
est,être,17
noble,noble,30
et,et,82
beau,beau,30
;,;,p
marchez,marcher,17
dans,dans,81
votre,votre,73
route,route,22
d',de,81
un,un,71
pas,pas,21
inébranlable,inébranlable,30
",",",",p
chassez,chasser,17
même,même,60
cette,ce,74
honte,honte,22
secrète,secret,30
",",",",p
cette,ce,74
pudeur,pudeur,22
qu',que,52
une,un,71
âme,âme,22
noble,noble,30
éprouve,éprouver,17
avant,avant,81
de,de,81
se,se,51
décider,décider,14
à,à,81
flatter,flatter,14
",",",",p
à,à,81
faire,faire,14
ce,ce,52
que,que,52
le,le,71
monde,monde,21
appelle,appeler,17
sa,son,73
cour,cour,22
/.,/.,P
hélas,hélas,60
!,!,p
les,le,71
rois,roi,21
sont,être,17
accoutumés,accoutumer,12
à,à,81
ces,ce,74
paroles,parole,22
continuelles,continuel,30
de,de,81
fausse,faux,30
admiration,admiration,22
pour,pour,81
eux,ils,51
;,;,p
considérez,considérer,17
les,le,52
comme,comme,83
une,un,71
langue,langue,22
nouvelle,nouveau,30
qu',que,52
il,il,51
faut,falloir,17
apprendre,apprendre,14
",",",",p
langue,langue,22
bien,bien,60
étrangère,étranger,30
à,à,81
vos,votre,73
lèvres,lèvre,22
jusqu'ici,jusqu'ici,81
",",",",p
mais,mais,82
que,que,52
l',l',94
on,on,51
peut,pouvoir,17
parler,parler,14
noblement,noblement,60
",",",",p
croyez,croire,17
moi,moi,51
",",",",p
et,et,82
qui,qui,52
saurait,savoir,16
exprimer,exprimer,14
de,de,81
belles,beau,30
et,et,82
généreuses,généreux,30
pensées,pensée,22
/.,/.,P
pendant,pendant,81
le,le,71
discours,discours,21
enflammé,enflammé,31
de,de,81
son,son,73
ami,ami,21
",",",",p
Cinq-Mars,Cinq-Mars,20
ne,ne,60
put,pouvoir,19
se,se,51
défendre,défendre,14
d',de,81
une,un,71
rougeur,rougeur,22
subite,subit,30
",",",",p
et,et,82
il,il,51
tourna,tourner,19
son,son,73
visage,visage,21
sur,sur,81
l',le,71
oreiller,oreiller,21
",",",",p
du,de,81
du,le,71
côté,côté,21
de,de,81
la,le,71
tente,tente,22
",",",",p
et,et,82
de,de,81
manière,manière,22
à,à,81
ne,ne,60
pas,pas,60
être,être,14
vu,voir,12
/.,/.,P
de,de,81
Thou,Thou,20
s',se,51
arrêta,arrêter,19
:,:,p
-,-,p
que,que,52
avez,avoir,17
vous,vous,51
",",",",p
Henry,Henry,20
?,?,p
vous,vous,51
ne,ne,60
me,je,51
répondez,répondre,17
pas,pas,60
;,;,p
me,je,51
serais,être,16
je,je,51
trompé,tromper,12
/!,/!,P
Cinq-Mars,Cinq-Mars,20
soupira,soupirer,19
profondément,profondément,60
et,et,82
se,se,51
tut,taire,19
encore,encore,60
/.,/.,P
-,-,p
votre,votre,73
coeur,coeur,21
n',ne,60
est,être,17
il,il,51
pas,pas,60
ému,émouvoir,12
de,de,81
ces,ce,74
idées,idée,22
que,que,52
je,je,51
croyais,croire,18
devoir,devoir,14
le,le,52
transporter,transporter,14
/!,/!,P
le,le,71
blessé,blessé,21
regarda,regarder,19
son,son,73
ami,ami,21
avec,avec,81
moins,moins,60
de,de,81
trouble,trouble,21
et,et,82
lui,lui,51
dit,dire,19
:,:,p
-,-,p
je,je,51
croyais,croire,18
",",",",p
cher,cher,30
de,de,81
Thou,Thou,20
",",",",p
que,que,83
vous,vous,51
ne,ne,60
deviez,devoir,17
plus,plus,60
m',je,51
interroger,interroger,14
",",",",p
et,et,82
que,que,52
vous,vous,51
vouliez,vouloir,18
avoir,avoir,14
une,un,71
aveugle,aveugle,30
confiance,confiance,22
en,en,81
moi,moi,51
/.,/.,P
quel,quel,75
mauvais,mauvais,30
génie,génie,21
vous,vous,51
pousse,pousser,17
donc,donc,82
à,à,81
vouloir,vouloir,14
sonder,sonder,14
ainsi,ainsi,60
mon,mon,73
âme,âme,22
/?,/?,P
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
étranger,étranger,30
à,à,81
ces,ce,74
idées,idée,22
qui,qui,52
vous,vous,51
possèdent,posséder,17
/.,/.,P
qui,qui,52
vous,vous,51
dit,dire,17
que,que,83
je,je,51
ne,ne,60
les,le,52
aie,avoir,17
pas,pas,60
conçues,concevoir,12
/!,/!,P
qui,qui,52
vous,vous,51
dit,dire,17
que,que,83
je,je,51
n',ne,60
aie,avoir,17
pas,pas,60
formé,former,12
la,le,71
ferme,ferme,30
résolution,résolution,22
de,de,81
les,le,52
pousser,pousser,14
plus,plus,60
loin,loin,60
dans,dans,81
l',le,71
action,action,22
que,que,83
vous,vous,51
n',ne,60
osez,oser,17
le,le,52
faire,faire,14
même,même,60
dans,dans,81
les,le,71
paroles,parole,22
/!,/!,P
l',le,71
amour,amour,21
de,de,81
la,le,71
France,France,20
",",",",p
la,le,71
haine,haine,22
vertueuse,vertueux,30
de,de,81
l',le,71
ambitieux,ambitieux,21
qui,qui,52
l',le,52
opprime,opprimer,17
et,et,82
brise,briser,17
ses,son,73
antiques,antique,30
moeurs,moeurs,22
avec,avec,81
la,le,71
hache,hache,22
du,de,81
du,le,71
bourreau,bourreau,21
",",",",p
la,le,71
ferme,ferme,30
croyance,croyance,22
que,que,52
la,le,71
vertu,vertu,22
peut,pouvoir,17
être,être,14
aussi,aussi,60
habile,habile,30
que,que,83
le,le,71
crime,crime,21
",",",",p
voilà,voilà,81
mes,mon,73
dieux,dieu,21
",",",",p
les,le,71
mêmes,même,52
que,que,83
les,le,71
vôtres,vôtre,52
/.,/.,P
mais,mais,82
",",",",p
quand,quand,83
vous,vous,51
voyez,voir,17
un,un,71
homme,homme,21
à,à,81
genoux,genou,21
dans,dans,81
une,un,71
église,église,22
",",",",p
lui,lui,51
demandez,demander,17
vous,vous,51
quel,quel,75
saint,saint,21
ou,ou,82
quel,quel,75
ange,ange,21
protège,protéger,17
et,et,82
reçoit,recevoir,17
sa,son,73
prière,prière,22
/?,/?,P
que,que,52
vous,vous,51
importe,importer,17
",",",",p
pourvu,pourvu,81
qu',que,83
il,il,51
prie,prier,17
au,à,81
au,le,71
pied,pied,21
des,de,81
des,le,71
autels,autel,21
que,que,52
vous,vous,51
adorez,adorer,17
",",",",p
pourvu,pourvu,81
qu',que,83
il,il,51
y,y,52
tombe,tomber,17
martyr,martyr,21
",",",",p
s',si,83
il,il,51
le,le,52
faut,falloir,17
/?,/?,P
eh,eh,93
!,!,p
lorsque,lorsque,83
nos,notre,73
pères,père,21
s',se,51
acheminaient,acheminer,18
pieds,pied,21
nus,nu,30
vers,vers,81
le,le,71
saint,saint,30
sépulcre,sépulcre,21
",",",",p
un,un,71
bourdon,bourdon,21
à,à,81
la,le,71
main,main,22
",",",",p
s',se,51
informait,informer,18
on,on,51
du,de,81
du,le,71
voeu,voeu,21
secret,secret,30
qui,qui,52
les,le,52
conduisait,conduire,18
à,à,81
la,le,71
terre,terre,22
sainte,saint,30
/?,/?,P
ils,ils,51
frappaient,frapper,18
",",",",p
ils,ils,51
mouraient,mourir,18
",",",",p
et,et,82
les,le,71
hommes,homme,21
et,et,82
dieu,dieu,21
même,même,30
peut-être,peut-être,60
",",",",p
n',ne,60
en,en,52
demandaient,demander,18
pas,pas,60
plus,plus,60
;,;,p
le,le,71
pieux,pieux,30
capitaine,capitaine,21
qui,qui,52
les,le,52
guidait,guider,18
ne,ne,60
faisait,faire,18
point,point,60
dépouiller,dépouiller,14
leurs,leur,73
corps,corps,21
pour,pour,81
voir,voir,14
si,si,83
la,le,71
croix,croix,22
rouge,rouge,30
et,et,82
le,le,71
cilice,cilice,21
ne,ne,60
cachaient,cacher,18
pas,pas,60
quelque,quelque,75
autre,autre,75
signe,signe,21
mystérieux,mystérieux,30
;,;,p
et,et,82
",",",",p
dans,dans,81
le,le,71
ciel,ciel,21
",",",",p
sans,sans,81
doute,doute,21
",",",",p
ils,ils,51
n',ne,60
étaient,être,18
pas,pas,60
jugés,juger,12
avec,avec,81
plus,plus,60
de,de,81
rigueur,rigueur,22
pour,pour,81
avoir,avoir,14
aidé,aider,12
la,le,71
force,force,22
de,de,81
leurs,leur,73
résolutions,résolution,22
sur,sur,81
la,le,71
terre,terre,22
par,par,81
quelque,quelque,75
espoir,espoir,21
permis,permis,31
au,à,81
au,le,71
chrétien,chrétien,21
",",",",p
quelque,quelque,75
seconde,second,72
et,et,82
secrète,secret,30
pensée,pensée,22
",",",",p
plus,plus,60
humaine,humain,30
et,et,82
plus,plus,60
proche,proche,30
du,de,81
du,le,71
coeur,coeur,21
mortel,mortel,30
/.,/.,P
de,de,81
Thou,Thou,20
sourit,sourire,19
et,et,82
rougit,rougir,19
légèrement,légèrement,60
en,en,81
baissant,baisser,13
les,le,71
yeux,oeil,21
/.,/.,P
-,-,p
mon,mon,73
ami,ami,21
",",",",p
reprit,reprendre,19
il,il,51
avec,avec,81
gravité,gravité,22
",",",",p
cette,ce,74
agitation,agitation,22
peut,pouvoir,17
vous,vous,51
faire,faire,14
mal,mal,60
;,;,p
ne,ne,60
continuons,continuer,17
pas,pas,60
sur,sur,81
ce,ce,74
sujet,sujet,21
;,;,p
ne,ne,60
mêlons,mêler,17
pas,pas,60
dieu,dieu,21
et,et,82
le,le,71
ciel,ciel,21
dans,dans,81
nos,notre,73
discours,discours,21
",",",",p
parce que,parce que,83
cela,cela,52
n',ne,60
est,être,17
pas,pas,60
bien,bien,60
;,;,p
et,et,82
mettez,mettre,17
vos,votre,73
draps,drap,21
sur,sur,81
votre,votre,73
épaule,épaule,22
",",",",p
parce qu',parce que,83
il,il,51
fait,faire,17
froid,froid,21
cette,ce,74
nuit,nuit,22
/.,/.,P
je,je,51
vous,vous,51
promets,promettre,17
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
en,en,81
recouvrant,recouvrir,13
son,son,73
jeune,jeune,30
malade,malade,21
avec,avec,81
un,un,71
soin,soin,21
maternel,maternel,30
",",",",p
je,je,51
vous,vous,51
promets,promettre,17
de,de,81
ne,ne,60
plus,plus,60
vous,vous,51
mettre,mettre,14
en,en,81
colère,colère,22
par,par,81
mes,mon,73
conseils,conseil,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
s',se,51
écria,écrier,19
Cinq-Mars,Cinq-Mars,20
malgré,malgré,81
la,le,71
défense,défense,22
de,de,81
parler,parler,14
",",",",p
moi,moi,51
je,je,51
vous,vous,51
jure,jurer,17
",",",",p
par,par,81
cette,ce,74
croix,croix,22
d',de,81
or,or,21
que,que,52
vous,vous,51
voyez,voir,17
",",",",p
et,et,82
par,par,81
sainte,saint,30
Marie,Marie,20
",",",",p
de,de,81
mourir,mourir,14
plutôt,plutôt,60
que,que,83
de,de,81
renoncer,renoncer,14
à,à,81
ce,ce,74
plan,plan,21
même,même,30
que,que,52
vous,vous,51
avez,avoir,17
tracé,tracer,12
le,le,71
premier,premier,72
;,;,p
vous,vous,51
serez,être,15
peut-être,peut-être,60
un,un,71
jour,jour,21
forcé,forcer,12
de,de,81
me,je,51
prier,prier,14
de,de,81
m',je,51
arrêter,arrêter,14
;,;,p
mais,mais,82
il,il,51
ne,ne,60
sera,être,15
plus,plus,60
temps,temps,21
/.,/.,P
-,-,p
c',ce,52
est,être,17
bon,bon,30
",",",",p
c',ce,52
est,être,17
bon,bon,30
",",",",p
dormez,dormir,17
",",",",p
répéta,répéter,19
le,le,71
conseiller,conseiller,21
;,;,p
si,si,83
vous,vous,51
ne,ne,60
vous,vous,51
arrêtez,arrêter,17
pas,pas,60
",",",",p
alors,alors,60
je,je,51
continuerai,continuer,15
avec,avec,81
vous,vous,51
",",",",p
quelque,quelque,75
part,part,22
que,que,83
cela,cela,52
me,je,51
conduise,conduire,17
/.,/.,P
et,et,82
",",",",p
prenant,prendre,13
dans,dans,81
sa,son,73
poche,poche,22
un,un,71
livre,livre,21
d',de,81
heures,heure,22
",",",",p
il,il,51
se,se,51
mit,mettre,19
à,à,81
le,le,52
lire,lire,14
attentivement,attentivement,60
;,;,p
un,un,71
instant,instant,21
après,après,81
",",",",p
il,il,51
regarda,regarder,19
Cinq-Mars,Cinq-Mars,20
",",",",p
qui,qui,52
ne,ne,60
dormait,dormir,18
pas,pas,60
encore,encore,60
;,;,p
il,il,51
fit,faire,19
signe,signe,21
à,à,81
Grandchamp,Grandchamp,20
de,de,81
changer,changer,14
la,le,71
lampe,lampe,22
de,de,81
place,place,22
pour,pour,81
la,le,71
vue,vue,22
du,de,81
du,le,71
malade,malade,21
;,;,p
mais,mais,82
ce,ce,74
soin,soin,21
nouveau,nouveau,30
ne,ne,60
réussit,réussir,19
pas,pas,60
mieux,mieux,60
;,;,p
celui-ci,celui-ci,52
",",",",p
les,le,71
yeux,oeil,21
toujours,toujours,60
ouverts,ouvert,31
",",",",p
s',se,51
agitait,agiter,18
sur,sur,81
sa,son,73
couche,couche,22
étroite,étroit,30
/.,/.,P
-,-,p
allons,aller,17
",",",",p
vous,vous,51
n',ne,60
êtes,être,17
pas,pas,60
calme,calme,30
",",",",p
dit,dire,19
de,de,81
Thou,Thou,20
en,en,81
souriant,sourire,13
;,;,p
je,je,51
vais,aller,17
faire,faire,14
quelque,quelque,75
lecture,lecture,22
pieuse,pieux,30
qui,qui,52
vous,vous,51
remette,remettre,17
l',le,71
esprit,esprit,21
en,en,81
repos,repos,21
/.,/.,P
ah,ah,93
!,!,p
mon,mon,73
ami,ami,21
",",",",p
c',ce,52
est,être,17
là,là,60
qu',que,83
il,il,51
est,être,17
le,le,71
repos,repos,21
véritable,véritable,30
",",",",p
c',ce,52
est,être,17
dans,dans,81
ce,ce,74
livre,livre,21
consolateur,consolateur,30
!,!,p
car,car,82
",",",",p
ouvrez,ouvrer,17
le,le,52
où,où,60
vous,vous,51
voudrez,vouloir,15
",",",",p
et,et,82
toujours,toujours,60
vous,vous,51
y,y,52
verrez,voir,15
d',de,81
un,un,71
côté,côté,21
l',le,71
homme,homme,21
dans,dans,81
le,le,71
seul,seul,30
état,état,21
qui,qui,52
convienne,convenir,17
à,à,81
sa,son,73
faiblesse,faiblesse,22
:,:,p
la,le,71
prière,prière,22
et,et,82
l',le,71
incertitude,incertitude,22
de,de,81
sa,son,73
destinée,destinée,22
;,;,p
et,et,82
",",",",p
de,de,81
l',le,71
autre,autre,52
",",",",p
dieu,dieu,21
lui,lui,51
parlant,parler,13
lui-même,lui-même,51
de,de,81
ses,son,73
infirmités,infirmité,22
/.,/.,P
quel,quel,75
magnifique,magnifique,30
et,et,82
céleste,céleste,30
spectacle,spectacle,21
!,!,p
quel,quel,75
lien,lien,21
sublime,sublime,30
entre,entre,81
le,le,71
ciel,ciel,21
et,et,82
la,le,71
terre,terre,22
!,!,p
la,le,71
vie,vie,22
",",",",p
la,le,71
mort,mort,22
et,et,82
l',le,71
éternité,éternité,22
sont,être,17
là,là,60
:,:,p
ouvrez,ouvrer,17
le,le,52
au,à,81
au,le,71
hasard,hasard,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
oui,oui,60
",",",",p
dit,dire,19
Cinq-Mars,Cinq-Mars,20
",",",",p
se,se,51
levant,lever,13
encore,encore,60
avec,avec,81
une,un,71
vivacité,vivacité,22
qui,qui,52
avait,avoir,18
quelque,quelque,75
chose,chose,22
d',de,81
enfantin,enfantin,30
",",",",p
je,je,51
le,le,52
veux,vouloir,17
bien,bien,60
",",",",p
laissez,laisser,17
moi,moi,51
l',le,52
ouvrir,ouvrir,14
;,;,p
vous,vous,51
savez,savoir,17
la,le,71
vieille,vieux,30
superstition,superstition,22
de,de,81
notre,notre,73
pays,pays,21
?,?,p
quand,quand,83
on,on,51
ouvre,ouvrir,17
un,un,71
livre,livre,21
de,de,81
messe,messe,22
avec,avec,81
une,un,71
épée,épée,22
",",",",p
la,le,71
première,premier,72
page,page,22
que,que,52
l',l',94
on,ton,73
trouve,trouver,17
à,à,81
gauche,gauche,22
est,être,17
la,le,71
destinée,destinée,22
de,de,81
celui,celui,52
qui,qui,52
la,le,52
lit,lire,17
",",",",p
et,et,82
le,le,71
premier,premier,72
qui,qui,52
entre,entrer,17
quand,quand,83
il,il,51
a,avoir,17
fini,finir,12
doit,devoir,17
influer,influer,14
puissamment,puissamment,60
sur,sur,81
l',le,71
avenir,avenir,21
du,de,81
du,le,71
lecteur,lecteur,21
/.,/.,P
-,-,p
quel,quel,75
enfantillage,enfantillage,21
/!,/!,P
mais,mais,82
je,je,51
le,le,52
veux,vouloir,17
bien,bien,60
/.,/.,P
voici,voici,81
votre,votre,73
épée,épée,22
;,;,p
prenez,prendre,17
la,le,71
pointe,pointe,22
…,…,p
voyons,voir,17
/…,/…,P
-,-,p
laissez,laisser,17
moi,moi,51
lire,lire,14
moi-même,moi-même,51
",",",",p
dit,dire,19
Cinq-Mars,Cinq-Mars,20
",",",",p
prenant,prendre,13
du,de,81
du,le,71
bord,bord,21
de,de,81
son,son,73
lit,lit,21
un,un,71
côté,côté,21
du,de,81
du,le,71
livre,livre,21
/.,/.,P
le,le,71
vieux,vieux,30
Grandchamp,Grandchamp,20
avança,avancer,19
gravement,gravement,60
sa,son,73
figure,figure,22
basanée,basané,30
et,et,82
ses,son,73
cheveux,cheveu,21
gris,gris,30
sur,sur,81
le,le,71
pied,pied,21
du,de,81
du,le,71
lit,lit,21
pour,pour,81
écouter,écouter,14
/.,/.,P
son,son,73
maître,maître,21
lut,lire,19
",",",",p
s',se,51
interrompit,interrompre,19
à,à,81
la,le,71
première,premier,72
phrase,phrase,22
",",",",p
mais,mais,82
",",",",p
avec,avec,81
un,un,71
sourire,sourire,21
un,un,71
peu,peu,60
forcé,forcé,31
peut-être,peut-être,60
",",",",p
poursuivit,poursuivre,19
jusqu',jusque,81
au,à,81
au,le,71
bout,bout,21
:,:,p
I,I,20
or,or,82
c',ce,52
était,être,18
dans,dans,81
la,le,71
cité,cité,22
de,de,81
Mediolanum,Mediolanum,20
qu',que,83
ils,ils,51
comparurent,comparaître,19
/.,/.,P
II,II,20
le,le,71
grand,grand,30
prêtre,prêtre,21
leur,leur,52
dit,dire,19
:,:,p
inclinez,incliner,17
vous,vous,51
et,et,82
adorez,adorer,17
les,le,71
dieux,dieu,21
/.,/.,P
III,III,20
et,et,82
le,le,71
peuple,peuple,21
était,être,18
silencieux,silencieux,30
",",",",p
regardant,regarder,13
leurs,leur,73
visages,visage,21
",",",",p
qui,qui,52
parurent,paraître,19
comme,comme,83
les,le,71
visages,visage,21
des,de,81
des,le,71
anges,ange,21
/.,/.,P
IV,IV,20
mais,mais,82
Gervais,Gervais,20
",",",",p
prenant,prendre,13
la,le,71
main,main,22
de,de,81
Protais,Protais,20
",",",",p
s',se,51
écria,écrier,19
",",",",p
levant,lever,13
les,le,71
yeux,oeil,21
au,à,81
au,le,71
ciel,ciel,21
