11643
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-troisième extrait>,<>,<>
pour,pour,81
être,être,14
vue,voir,12
de,de,81
toute,tout,75
la,le,71
cour,cour,22
/.,/.,P
-,-,p
je,je,51
ne,ne,60
m',je,51
étais,être,18
pas,pas,60
couchée,coucher,12
",",",",p
heureusement,heureusement,60
",",",",p
répondit,répondre,19
la,le,71
princesse,princesse,22
de,de,81
Gonzague,Gonzague,20
en,en,81
baissant,baisser,13
les,le,71
yeux,oeil,21
",",",",p
j',je,51
ai,avoir,17
vu,voir,12
tout,tout,75
ce,ce,74
peuple,peuple,21
par,par,81
mes,mon,73
fenêtres,fenêtre,22
/.,/.,P
oh,oh,93
!,!,p
madame,madame,22
",",",",p
madame,madame,22
",",",",p
fuyez,fuir,17
!,!,p
je,je,51
vous,vous,51
supplie,supplier,17
de,de,81
vous,vous,51
sauver,sauver,14
par,par,81
les,le,71
escaliers,escalier,21
secrets,secret,30
",",",",p
et,et,82
de,de,81
nous,nous,51
permettre,permettre,14
de,de,81
rester,rester,14
à,à,81
votre,votre,73
place,place,22
;,;,p
on,on,51
pourra,pouvoir,15
prendre,prendre,14
l',le,71
une,un,52
de,de,81
nous,nous,51
pour,pour,81
la,le,71
reine,reine,22
",",",",p
et,et,82
",",",",p
ajoutât,ajouter,18
elle,il,51
en,en,81
versant,verser,13
une,un,71
larme,larme,22
",",",",p
je,je,51
viens,venir,17
d',de,81
entendre,entendre,14
des,de,81
des,le,71
cris,cri,21
de,de,81
mort,mort,22
/.,/.,P
sauvez,sauver,17
vous,vous,51
",",",",p
madame,madame,22
!,!,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
de,de,81
trône,trône,21
à,à,81
perdre,perdre,14
!,!,p
vous,vous,51
êtes,être,17
fille,fille,22
",",",",p
femme,femme,22
et,et,82
mère,mère,22
de,de,81
rois,roi,21
",",",",p
sauvez,sauver,17
vous,vous,51
",",",",p
et,et,82
laissez,laisser,17
nous,nous,51
ici,ici,60
/.,/.,P
-,-,p
vous,vous,51
avez,avoir,17
à,à,81
perdre,perdre,14
plus,plus,60
que,que,83
moi,moi,51
",",",",p
mon,mon,73
amie,amie,22
",",",",p
en,en,81
beauté,beauté,22
",",",",p
en,en,81
jeunesse,jeunesse,22
",",",",p
et,et,82
",",",",p
j',je,51
espère,espérer,17
",",",",p
en,en,81
bonheur,bonheur,21
",",",",p
dit,dire,19
la,le,71
reine,reine,22
avec,avec,81
un,un,71
sourire,sourire,21
gracieux,gracieux,30
et,et,82
lui,lui,51
donnant,donner,13
sa,son,73
belle,beau,30
main,main,22
à,à,81
baiser,baiser,14
/.,/.,P
restez,rester,17
dans,dans,81
mon,mon,73
alcôve,alcôve,22
",",",",p
je,je,51
le,le,52
veux,vouloir,17
bien,bien,60
",",",",p
mais,mais,82
nous,nous,51
y,y,52
serons,être,15
deux,deux,72
/.,/.,P
le,le,71
seul,seul,30
service,service,21
que,que,52
j',je,51
accepte,accepter,17
de,de,81
vous,vous,51
",",",",p
belle,beau,30
enfant,enfant,21
",",",",p
c',ce,52
est,être,17
de,de,81
m',je,51
apporter,apporter,14
ici,ici,60
dans,dans,81
mon,mon,73
lit,lit,21
cette,ce,74
petite,petit,30
cassette,cassette,22
d',de,81
or,or,21
que,que,52
ma,mon,73
pauvre,pauvre,30
Motteville,Motteville,20
a,avoir,17
laissée,laisser,12
par,par,81
terre,terre,22
",",",",p
et,et,82
qui,qui,52
contient,contenir,17
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
de,de,81
plus,plus,60
précieux,précieux,30
/.,/.,P
puis,puis,60
",",",",p
en,en,81
la,le,52
recevant,recevoir,13
",",",",p
elle,il,51
ajouta,ajouter,19
à,à,81
l',le,71
oreille,oreille,22
de,de,81
Marie,Marie,20
:,:,p
-,-,p
s',si,83
il,il,51
m',je,51
arrivait,arriver,18
quelque,quelque,75
malheur,malheur,21
",",",",p
jure,jurer,17
moi,moi,51
que,que,83
tu,tu,51
la,le,52
prendras,prendre,15
pour,pour,81
la,le,52
jeter,jeter,14
dans,dans,81
la,le,71
Seine,Seine,20
/.,/.,P
-,-,p
je,je,51
vous,vous,51
obéirai,obéir,15
",",",",p
madame,madame,22
",",",",p
comme,comme,83
à,à,81
ma,mon,73
bienfaitrice,bienfaitrice,22
et,et,82
à,à,81
ma,mon,73
seconde,second,72
mère,mère,22
",",",",p
dit,dire,19
elle,il,51
en,en,81
pleurant,pleurer,13
/.,/.,P
cependant,cependant,82
le,le,71
bruit,bruit,21
du,de,81
du,le,71
combat,combat,21
redoublait,redoubler,18
sur,sur,81
les,le,71
quais,quai,21
",",",",p
et,et,82
les,le,71
vitraux,vitrail,21
de,de,81
la,le,71
chambre,chambre,22
réfléchissaient,réfléchir,18
souvent,souvent,60
la,le,71
lueur,lueur,22
des,de,81
des,le,71
coups,coup,21
de,de,81
feu,feu,21
dont,dont,52
on,on,51
entendait,entendre,18
l',le,71
explosion,explosion,22
/.,/.,P
le,le,71
capitaine,capitaine,21
des,de,81
des,le,71
gardes,garde,21
et,et,82
celui,celui,52
des,de,81
des,le,71
Suisses,Suisse,20
firent,faire,19
demander,demander,14
des,de,81
des,le,71
ordres,ordre,21
par,par,81
dona,dona,92
Stephania,Stephania,20
/.,/.,P
-,-,p
je,je,51
leur,leur,52
permets,permettre,17
d',de,81
entrer,entrer,14
",",",",p
dit,dire,19
la,le,71
princesse,princesse,22
/.,/.,P
rangez,ranger,17
vous,vous,51
de,de,81
ce,ce,74
côté,côté,21
",",",",p
mesdames,madame,22
;,;,p
je,je,51
suis,être,17
homme,homme,21
dans,dans,81
ce,ce,74
moment,moment,21
",",",",p
et,et,82
je,je,51
dois,devoir,17
l',le,52
être,être,14
/.,/.,P
puis,puis,60
",",",",p
soulevant,soulever,13
les,le,71
rideaux,rideau,21
de,de,81
son,son,73
lit,lit,21
",",",",p
elle,il,51
continua,continuer,19
en,en,81
s',se,51
adressant,adresser,13
aux,à,81
aux,le,71
deux,deux,72
officiers,officier,21
:,:,p
-,-,p
messieurs,monsieur,21
",",",",p
souvenez,souvenir,17
vous,vous,51
d'abord,d'abord,60
que,que,83
vous,vous,51
répondez,répondre,17
sur,sur,81
votre,votre,73
tête,tête,22
de,de,81
la,le,71
vie,vie,22
des,de,81
des,le,71
princes,prince,21
mes,mon,73
enfants,enfant,21
",",",",p
vous,vous,51
le,le,52
savez,savoir,17
",",",",p
monsieur,monsieur,21
de,de,81
Guitaut,Guitaut,20
/?,/?,P
je,je,51
couche,coucher,17
en,en,81
travers,travers,21
de,de,81
leur,leur,73
porte,porte,22
",",",",p
madame,madame,22
;,;,p
mais,mais,82
ce,ce,74
mouvement,mouvement,21
ne,ne,60
menace,menacer,17
ni,ni,82
eux,ils,51
ni,ni,82
votre,votre,73
majesté,majesté,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
bien,bien,60
",",",",p
ne,ne,60
pensez,penser,17
à,à,81
moi,moi,51
qu',que,83
après,après,81
eux,ils,51
",",",",p
interrompit,interrompre,19
la,le,71
reine,reine,22
",",",",p
et,et,82
protégez,protéger,17
indistinctement,indistinctement,60
tous,tout,52
ceux,celui,52
que,que,52
l',l',94
on,on,51
menace,menacer,17
/.,/.,P
vous,vous,51
m',je,51
entendez,entendre,17
aussi,aussi,60
",",",",p
vous,vous,51
",",",",p
monsieur,monsieur,21
de,de,81
Bassompierre,Bassompierre,20
;,;,p
vous,vous,51
êtes,être,17
gentilhomme,gentilhomme,21
;,;,p
oubliez,oublier,17
que,que,83
votre,votre,73
oncle,oncle,21
est,être,17
encore,encore,60
à,à,81
la,le,71
Bastille,Bastille,20
",",",",p
et,et,82
faites,faire,17
votre,votre,73
devoir,devoir,21
près,près,81
des,de,81
des,le,71
petits-fils,petit-fils,21
du,de,81
du,le,71
feu,feu,21
roi,roi,21
son,son,73
ami,ami,21
/.,/.,P
c',ce,52
était,être,18
un,un,71
jeune,jeune,30
homme,homme,21
d',de,81
un,un,71
visage,visage,21
franc,franc,30
et,et,82
ouvert,ouvert,31
/.,/.,P
-,-,p
votre,votre,73
majesté,majesté,22
",",",",p
dit,dire,19
il,il,51
avec,avec,81
un,un,71
léger,léger,30
accent,accent,21
allemand,allemand,30
",",",",p
peut,pouvoir,17
voir,voir,14
que,que,83
je,je,51
n',ne,60
oublie,oublier,17
que,que,83
ma,mon,73
famille,famille,22
",",",",p
et,et,82
non,non,60
la,le,71
sienne,sien,52
/.,/.,P
et,et,82
il,il,51
montra,montrer,19
sa,son,73
main,main,22
gauche,gauche,30
",",",",p
où,où,60
il,il,51
manquait,manquer,18
deux,deux,72
doigts,doigt,21
qui,qui,52
venaient,venir,18
d',de,81
être,être,14
coupés,couper,12
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
encore,encore,60
une,un,71
autre,autre,75
main,main,22
",",",",p
dit,dire,19
il,il,51
en,en,81
saluant,saluer,13
et,et,82
se,se,51
retirant,retirer,13
avec,avec,81
Guitaut,Guitaut,20
/.,/.,P
la,le,71
reine,reine,22
émue,ému,31
se,se,51
leva,lever,19
aussitôt,aussitôt,60
",",",",p
et,et,82
",",",",p
malgré,malgré,81
les,le,71
prières,prière,22
de,de,81
la,le,71
princesse,princesse,22
de,de,81
Guéménée,Guéménée,20
",",",",p
les,le,71
pleurs,pleur,21
de,de,81
Marie,Marie,20
de,de,81
Gonzague,Gonzague,20
et,et,82
les,le,71
cris,cri,21
de,de,81
madame,madame,22
de,de,81
Chevreuse,Chevreuse,20
",",",",p
voulut,vouloir,19
se,se,51
mettre,mettre,14
à,à,81
la,le,71
fenêtre,fenêtre,22
et,et,82
l',le,52
entr'ouvrit,entr'ouvrir,19
",",",",p
appuyée,appuyé,31
sur,sur,81
l',le,71
épaule,épaule,22
de,de,81
la,le,71
duchesse,duchesse,22
de,de,81
Mantoue,Mantoue,20
/.,/.,P
-,-,p
que,que,52
entends,entendre,17
je,je,51
?,?,p
dit,dire,19
elle,il,51
;,;,p
en,en,81
effet,effet,21
",",",",p
on,on,51
crie,crier,17
:,:,p
vive,vivre,17
le,le,71
roi,roi,21
!,!,p
/…,/…,P
vive,vivre,17
la,le,71
reine,reine,22
/!,/!,P
le,le,71
peuple,peuple,21
",",",",p
croyant,croyant,21
la,le,52
reconnaître,reconnaître,14
",",",",p
redoubla,redoubler,19
de,de,81
cris,cri,21
en,en,81
ce,ce,74
moment,moment,21
",",",",p
et,et,82
l',l',94
on,on,51
entendit,entendre,19
:,:,p
à,à,81
bas,bas,60
le,le,71
cardinal,cardinal,21
/!,/!,P
vive,vivre,17
monsieur,monsieur,21
Le Grand,Le Grand,20
/!,/!,P
Marie,Marie,20
tressaillit,tressaillir,17
/.,/.,P
-,-,p
que,que,52
avez,avoir,17
vous,vous,51
!,!,p
lui,lui,51
dit,dire,19
la,le,71
reine,reine,22
en,en,81
l',le,52
observant,observer,13
/.,/.,P
mais,mais,82
",",",",p
comme,comme,83
elle,il,51
ne,ne,60
répondait,répondre,18
pas,pas,60
et,et,82
tremblait,trembler,18
de,de,81
tout,tout,75
son,son,73
corps,corps,21
",",",",p
cette,ce,74
bonne,bon,30
et,et,82
douce,doux,30
princesse,princesse,22
ne,ne,60
parut,paraître,19
pas,pas,60
s',se,51
en,en,52
apercevoir,apercevoir,14
",",",",p
et,et,82
",",",",p
prêtant,prêter,13
la,le,71
plus,plus,60
grande,grand,30
attention,attention,22
aux,à,81
aux,le,71
cris,cri,21
du,de,81
du,le,71
peuple,peuple,21
et,et,82
à,à,81
ses,son,73
mouvements,mouvement,21
",",",",p
elle,il,51
exagéra,exagérer,19
même,même,60
une,un,71
inquiétude,inquiétude,22
qu',que,52
elle,il,51
n',ne,60
avait,avoir,18
plus,plus,60
depuis,depuis,81
le,le,71
premier,premier,72
nom,nom,21
arrivé,arrivé,31
à,à,81
son,son,73
oreille,oreille,22
/.,/.,P
une,un,71
heure,heure,22
après,après,81
",",",",p
lorsqu',lorsque,83
on,on,51
vint,venir,19
lui,lui,51
dire,dire,14
que,que,83
la,le,71
foule,foule,22
n',ne,60
attendait,attendre,18
qu',que,83
un,un,71
geste,geste,21
dé,dé,21
sa,son,73
main,main,22
pour,pour,81
se,se,51
retirer,retirer,14
",",",",p
elle,il,51
le,le,52
donna,donner,19
gracieusement,gracieusement,60
et,et,82
avec,avec,81
un,un,71
air,air,21
de,de,81
satisfaction,satisfaction,22
;,;,p
mais,mais,82
cette,ce,74
joie,joie,22
était,être,18
loin,loin,60
d',de,81
être,être,14
complète,complet,30
",",",",p
car,car,82
le,le,71
fond,fond,21
de,de,81
son,son,73
coeur,coeur,21
était,être,18
troublé,troubler,12
par,par,81
bien,bien,60
des,de,81
des,le,71
choses,chose,22
et,et,82
surtout,surtout,60
par,par,81
le,le,71
pressentiment,pressentiment,21
de,de,81
la,le,71
régence,régence,22
/.,/.,P
plus,plus,60
elle,il,51
se,se,51
penchait,pencher,18
hors,hors,81
de,de,81
la,le,71
fenêtre,fenêtre,22
pour,pour,81
se,se,51
montrer,montrer,14
",",",",p
plus,plus,60
elle,il,51
voyait,voir,18
les,le,71
scènes,scène,22
révoltantes,révoltant,30
que,que,52
le,le,71
jour,jour,21
naissant,naissant,30
n',ne,60
éclairait,éclairer,18
que,que,83
trop,trop,60
:,:,p
l',le,71
effroi,effroi,21
rentrait,rentrer,18
dans,dans,81
son,son,73
coeur,coeur,21
/.,/.,P
à,à,81
mesure,mesure,22
qu',que,52
il,il,51
lui,lui,51
devenait,devenir,18
plus,plus,60
nécessaire,nécessaire,30
de,de,81
paraître,paraître,14
calme,calme,30
et,et,82
confiante,confiant,30
",",",",p
et,et,82
son,son,73
âme,âme,22
s',se,51
attristait,attrister,18
de,de,81
l',le,71
enjouement,enjouement,21
de,de,81
ses,son,73
paroles,parole,22
et,et,82
de,de,81
son,son,73
visage,visage,21
/.,/.,P
exposée,exposé,31
à,à,81
tous,tout,75
ces,ce,74
regards,regard,21
",",",",p
elle,il,51
se,se,51
sentait,sentir,18
femme,femme,22
",",",",p
et,et,82
frémissait,frémir,18
en,en,81
voyant,voir,13
ce,ce,74
peuple,peuple,21
qu',que,52
elle,il,51
aurait,avoir,16
peut-être,peut-être,60
bientôt,bientôt,60
à,à,81
gouverner,gouverner,14
",",",",p
et,et,82
qui,qui,52
savait,savoir,18
déjà,déjà,60
demander,demander,14
la,le,71
mort,mort,22
de,de,81
quelqu'un,quelqu'un,52
et,et,82
appeler,appeler,14
ses,son,73
reines,reine,22
/.,/.,P
elle,il,51
salua,saluer,19
donc,donc,82
/.,/.,P
cent,cent,72
cinquante,cinquante,72
ans,an,21
après,après,81
",",",",p
ce,ce,74
salut,salut,21
a,avoir,17
été,être,12
répété,répéter,12
par,par,81
une,un,71
autre,autre,75
princesse,princesse,22
",",",",p
comme,comme,83
elle,il,51
née,né,31
du,de,81
du,le,71
sang,sang,21
d',de,81
Autriche,Autriche,20
",",",",p
et,et,82
reine,reine,22
de,de,81
France,France,20
/.,/.,P
la,le,71
monarchie,monarchie,22
",",",",p
sans,sans,81
base,base,22
",",",",p
telle,tel,75
que,que,83
Richelieu,Richelieu,20
l',le,52
avait,avoir,18
faite,faire,12
",",",",p
naquit,naître,19
et,et,82
mourut,mourir,19
entre,entre,81
ces,ce,74
deux,deux,72
comparutions,comparution,22
/.,/.,P
enfin,enfin,60
",",",",p
la,le,71
princesse,princesse,22
fit,faire,19
refermer,refermer,14
ses,son,73
fenêtres,fenêtre,22
et,et,82
se,se,51
hâta,hâter,19
de,de,81
congédier,congédier,14
sa,son,73
suite,suite,22
timide,timide,30
/.,/.,P
les,le,71
épais,épais,30
rideaux,rideau,21
retombèrent,retomber,19
sur,sur,81
les,le,71
vitres,vitre,22
bariolées,bariolé,31
",",",",p
et,et,82
la,le,71
chambre,chambre,22
ne,ne,60
fut,être,19
plus,plus,60
éclairée,éclairer,12
par,par,81
un,un,71
jour,jour,21
qui,qui,52
lui,lui,51
était,être,18
odieux,odieux,30
;,;,p
de,de,81
gros,gros,30
flambeaux,flambeau,21
de,de,81
cire,cire,22
blanche,blanc,30
brûlaient,brûler,18
dans,dans,81
les,le,71
candélabres,candélabre,21
en,en,81
forme,forme,22
de,de,81
bras,bras,21
d',de,81
or,or,21
qui,qui,52
sortaient,sortir,18
des,de,81
des,le,71
tapisseries,tapisserie,22
encadrées,encadré,31
et,et,82
fleurdelisées,fleurdelysé,31
dont,dont,52
le,le,71
mur,mur,21
était,être,18
garni,garnir,12
/.,/.,P
elle,il,51
voulut,vouloir,19
rester,rester,14
seule,seul,30
avec,avec,81
Marie,Marie,20
de,de,81
Mantoue,Mantoue,20
",",",",p
et,et,82
",",",",p
rentrée,rentré,31
avec,avec,81
elle,il,51
dans,dans,81
l',le,71
enceinte,enceinte,22
que,que,52
formait,former,18
la,le,71
balustrade,balustrade,22
royale,royal,30
",",",",p
elle,il,51
tomba,tomber,19
assise,assis,31
sur,sur,81
son,son,73
lit,lit,21
",",",",p
fatiguée,fatigué,31
de,de,81
son,son,73
courage,courage,21
et,et,82
de,de,81
ses,son,73
sourires,sourire,21
",",",",p
et,et,82
se,se,51
mita,miter,19
fondre,fondre,14
en,en,81
larmes,larme,22
",",",",p
le,le,71
front,front,21
appuyé,appuyé,31
contre,contre,81
son,son,73
oreiller,oreiller,21
/.,/.,P
Marie,Marie,20
",",",",p
à,à,81
genoux,genou,21
sur,sur,81
le,le,71
marchepied,marchepied,21
de,de,81
velours,velours,21
",",",",p
tenait,tenir,18
l',le,71
une,un,52
de,de,81
ses,son,73
mains,main,22
dans,dans,81
les,le,71
siennes,sien,52
",",",",p
et,et,82
",",",",p
sans,sans,81
oser,oser,14
parler,parler,14
la,le,71
première,premier,72
",",",",p
y,y,52
appuyait,appuyer,18
sa,son,73
tête,tête,22
en,en,81
tremblant,trembler,13
;,;,p
car,car,82
",",",",p
jusque-là,jusque-là,81
",",",",p
jamais,jamais,60
on,on,51
n',ne,60
avait,avoir,18
vu,voir,12
une,un,71
larme,larme,22
dans,dans,81
les,le,71
yeux,oeil,21
de,de,81
la,le,71
reine,reine,22
/.,/.,P
elles,ils,51
restèrent,rester,19
ainsi,ainsi,60
pendant,pendant,81
quelques,quelque,75
minutes,minute,22
/.,/.,P
après,après,81
quoi,quoi,52
la,le,71
princesse,princesse,22
",",",",p
se,se,51
soulevant,soulever,13
péniblement,péniblement,60
",",",",p
lui,lui,51
parla,parler,19
ainsi,ainsi,60
:,:,p
-,-,p
ne,ne,60
t',tu,51
afflige,affliger,17
pas,pas,60
",",",",p
mon,mon,73
enfant,enfant,21
",",",",p
laisse,laisser,17
moi,moi,51
pleurer,pleurer,14
;,;,p
cela,cela,52
fait,faire,17
tant,tant,60
de,de,81
bien,bien,21
quand,quand,83
on,on,51
règne,régner,17
/!,/!,P
si,si,83
tu,tu,51
pries,prier,17
dieu,dieu,21
pour,pour,81
moi,moi,51
",",",",p
demande,demander,17
lui,lui,51
qu',que,83
il,il,51
me,je,51
donne,donner,17
la,le,71
force,force,22
de,de,81
ne,ne,60
pas,pas,60
haïr,haïr,14
l',le,71
ennemi,ennemi,21
qui,qui,52
me,je,51
poursuit,poursuivre,17
partout,partout,60
",",",",p
et,et,82
qui,qui,52
perdra,perdre,15
la,le,71
famille,famille,22
royale,royal,30
de,de,81
France,France,20
et,et,82
la,le,71
monarchie,monarchie,22
par,par,81
son,son,73
ambition,ambition,22
démesurée,démesuré,30
;,;,p
je,je,51
le,le,52
reconnais,reconnaître,17
encore,encore,60
dans,dans,81
ce,ce,52
qui,qui,52
vient,venir,17
de,de,81
se,se,51
passer,passer,14
",",",",p
je,je,51
le,le,52
vois,voir,17
dans,dans,81
ces,ce,74
tumultueuses,tumultueux,30
révoltes,révolte,22
/.,/.,P
-,-,p
eh,eh,93
quoi,quoi,52
!,!,p
madame,madame,22
",",",",p
n',ne,60
est,être,17
il,il,51
pas,pas,60
à,à,81
Narbonne,Narbonne,20
?,?,p
car,car,82
c',ce,52
est,être,17
le,le,71
cardinal,cardinal,21
dont,dont,52
vous,vous,51
parlez,parler,17
",",",",p
sans,sans,81
doute,doute,21
?,?,p
et,et,82
n',ne,60
avez,avoir,17
vous,vous,51
pas,pas,60
entendu,entendre,12
que,que,83
ces,ce,74
cris,cri,21
étaient,être,18
pour,pour,81
vous,vous,51
et,et,82
contre,contre,81
lui,lui,51
/?,/?,P
oui,oui,60
",",",",p
mon,mon,73
amie,amie,22
",",",",p
il,il,51
est,être,17
à,à,81
trois,trois,72
cents,cent,72
lieues,lieue,22
de,de,81
nous,nous,51
",",",",p
mais,mais,82
son,son,73
génie,génie,21
fatal,fatal,30
veille,veiller,17
à,à,81
cette,ce,74
porte,porte,22
/.,/.,P
si,si,83
ces,ce,74
cris,cri,21
ont,avoir,17
été,être,12
jetés,jeter,12
",",",",p
c',ce,52
est,être,17
qu',que,83
il,il,51
les,le,52
a,avoir,17
permis,permettre,12
;,;,p
si,si,83
ces,ce,74
hommes,homme,21
se,se,51
sont,être,17
assemblés,assembler,12
",",",",p
c',ce,52
est,être,17
qu',que,83
ils,ils,51
n',ne,60
ont,avoir,17
pas,pas,60
atteint,atteindre,12
l',le,71
heure,heure,22
qu',que,52
il,il,51
a,avoir,17
marquée,marquer,12
pour,pour,81
les,le,52
perdre,perdre,14
/.,/.,P
crois,croire,17
moi,moi,51
",",",",p
je,je,51
le,le,52
connais,connaître,17
",",",",p
et,et,82
j',je,51
ai,avoir,17
payé,payer,12
cher,cher,60
la,le,71
science,science,22
de,de,81
cette,ce,74
âme,âme,22
perverse,pervers,30
;,;,p
il,il,51
m',je,51
en,en,52
a,avoir,17
coûté,coûter,12
toute,tout,75
la,le,71
puissance,puissance,22
de,de,81
mon,mon,73
rang,rang,21
",",",",p
les,le,71
plaisirs,plaisir,21
de,de,81
mon,mon,73
âge,âge,21
",",",",p
les,le,71
affections,affection,22
de,de,81
ma,mon,73
famille,famille,22
",",",",p
et,et,82
jusqu',jusque,81
au,à,81
au,le,71
coeur,coeur,21
de,de,81
mon,mon,73
mari,mari,21
;,;,p
il,il,51
m',je,51
a,avoir,17
isolée,isoler,12
du,de,81
du,le,71
monde,monde,21
entier,entier,30
;,;,p
il,il,51
m',je,51
enferme,enfermer,17
à,à,81
présent,présent,21
dans,dans,81
une,un,71
barrière,barrière,22
d',de,81
honneurs,honneur,21
et,et,82
de,de,81
respects,respect,21
;,;,p
et,et,82
naguère,naguère,60
il,il,51
a,avoir,17
osé,oser,12
",",",",p
au,à,81
au,le,71
scandale,scandale,21
de,de,81
la,le,71
France,France,20
entière,entier,30
",",",",p
me,je,51
mettre,mettre,14
en,en,81
accusation,accusation,22
moi-même,moi-même,51
;,;,p
on,on,51
a,avoir,17
visité,visiter,12
mes,mon,73
papiers,papier,21
",",",",p
on,on,51
m',je,51
a,avoir,17
interrogée,interroger,12
;,;,p
on,on,51
m',je,51
a,avoir,17
fait,faire,12
signer,signer,14
que,que,83
j',je,51
étais,être,18
coupable,coupable,30
et,et,82
demander,demander,14
pardon,pardon,21
au,à,81
au,le,71
roi,roi,21
d',de,81
une,un,71
faute,faute,22
que,que,52
j',je,51
ignorais,ignorer,18
;,;,p
enfin,enfin,60
",",",",p
j',je,51
ai,avoir,17
dû,devoir,12
au,à,81
au,le,71
dévouement,dévouement,21
et,et,82
à,à,81
la,le,71
prison,prison,22
",",",",p
peut-être,peut-être,60
éternelle,éternel,30
",",",",p
d',de,81
un,un,71
fidèle,fidèle,30
domestique,domestique,21
",",",",p
la,le,71
conservation,conservation,22
de,de,81
cette,ce,74
cassette,cassette,22
que,que,52
tu,tu,51
m',je,51
as,avoir,17
sauvée,sauver,12
/.,/.,P
je,je,51
vois,voir,17
dans,dans,81
tes,ton,73
regards,regard,21
que,que,83
tu,tu,51
me,je,51
crois,croire,17
trop,trop,60
effrayée,effrayé,31
;,;,p
mais,mais,82
ne,ne,60
t',tu,51
y,y,52
trompe,tromper,17
pas,pas,60
",",",",p
comme,comme,83
toute,tout,75
la,le,71
cour,cour,22
le,le,52
fait,faire,17
à,à,81
présent,présent,21
",",",",p
ma,mon,73
chère,cher,30
fille,fille,22
;,;,p
sois,être,17
sûre,sûr,30
que,que,83
cet,ce,74
homme,homme,21
est,être,17
partout,partout,60
",",",",p
et,et,82
qu',que,52
il,il,51
sait,savoir,17
jusqu',jusque,81
à,à,81
nos,notre,73
pensées,pensée,22
/.,/.,P
-,-,p
quoi,quoi,52
!,!,p
madame,madame,22
",",",",p
saurait,savoir,16
il,il,51
tout,tout,52
ce,ce,52
qu',que,52
ont,avoir,17
crié,crier,12
ces,ce,74
gens,gens,21
sous,sous,81
vos,votre,73
fenêtres,fenêtre,22
et,et,82
le,le,71
nom,nom,21
de,de,81
ceux,celui,52
qui,qui,52
les,le,52
envoient,envoyer,17
/?,/?,P
oui,oui,60
",",",",p
sans,sans,81
doute,doute,21
",",",",p
il,il,51
le,le,52
sait,savoir,17
d',de,81
avance,avance,22
ou,ou,82
le,le,52
prévoit,prévoir,17
;,;,p
il,il,51
le,le,52
permet,permettre,17
",",",",p
il,il,51
l',le,52
autorise,autoriser,17
",",",",p
pour,pour,81
me,je,51
compromettre,compromettre,14
aux,à,81
aux,le,71
yeux,oeil,21
du,de,81
du,le,71
roi,roi,21
et,et,82
le,le,52
tenir,tenir,14
éternellement,éternellement,60
séparé,séparé,31
de,de,81
moi,moi,51
;,;,p
il,il,51
veut,vouloir,17
achever,achever,14
de,de,81
m',je,51
humilier,humilier,14
",",",",p
-,-,p
mais,mais,82
cependant,cependant,82
le,le,71
roi,roi,21
ne,ne,60
l',le,52
aime,aimer,17
plus,plus,60
depuis,depuis,81
deux,deux,72
ans,an,21
;,;,p
c',ce,52
est,être,17
un,un,71
autre,autre,52
qu',que,52
il,il,51
aime,aimer,17
/.,/.,P
la,le,71
reine,reine,22
sourit,sourire,19
;,;,p
elle,il,51
contempla,contempler,19
quelques,quelque,75
instants,instant,21
en,en,81
silence,silence,21
les,le,71
traits,trait,21
naïfs,naïf,30
et,et,82
purs,pur,30
de,de,81
la,le,71
belle,beau,30
Marie,Marie,20
",",",",p
et,et,82
son,son,73
regard,regard,21
plein,plein,30
de,de,81
candeur,candeur,22
qui,qui,52
se,se,51
levait,lever,18
sur,sur,81
elle,il,51
languissamment,languissamment,60
;,;,p
elle,il,51
écarta,écarter,19
les,le,71
boucles,boucle,22
noires,noir,30
qui,qui,52
voilaient,voiler,18
ce,ce,74
beau,beau,30
front,front,21
",",",",p
et,et,82
parut,paraître,19
reposer,reposer,14
ses,son,73
yeux,oeil,21
et,et,82
son,son,73
âme,âme,22
en,en,81
voyant,voir,13
cette,ce,74
innocence,innocence,22
ravissante,ravissant,30
exprimée,exprimé,31
sur,sur,81
un,un,71
visage,visage,21
si,si,60
beau,beau,30
;,;,p
elle,il,51
baisa,baiser,19
sa,son,73
joue,joue,22
et,et,82
reprit,reprendre,19
:,:,p
-,-,p
tu,tu,51
ne,ne,60
soupçonnes,soupçonner,17
pas,pas,60
",",",",p
pauvre,pauvre,30
ange,ange,21
",",",",p
une,un,71
triste,triste,30
vérité,vérité,22
;,;,p
c',ce,52
est,être,17
que,que,83
le,le,71
roi,roi,21
n',ne,60
aime,aimer,17
personne,personne,52
",",",",p
et,et,82
que,que,52
ceux,celui,52
qui,qui,52
paraissent,paraître,17
le,le,71
plus,plus,60
en,en,81
faveur,faveur,22
sont,être,17
les,le,71
plus,plus,60
près,près,81
d',de,81
être,être,14
abandonnés,abandonner,12
par,par,81
lui,lui,51
et,et,82
jetés,jeter,12
à,à,81
celui,celui,52
qui,qui,52
engloutit,engloutir,17
et,et,82
dévore,dévorer,17
tout,tout,52
/.,/.,P
-,-,p
ah,ah,93
!,!,p
mon,mon,73
dieu,dieu,21
