11443
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-cinquième extrait>,<>,<>
rébellion,rébellion,22
ouverte,ouvert,31
/.,/.,P
il,il,51
fallait,falloir,18
",",",",p
avant,avant,81
de,de,81
se,se,51
prononcer,prononcer,14
",",",",p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
qu',que,83
ils,ils,51
eussent,avoir,18
quitté,quitter,12
le,le,71
Lagny,Lagny,20
",",",",p
afin,afin,81
d',de,81
éviter,éviter,14
le,le,71
scandale,scandale,21
vis-à-vis,vis-à-vis,60
des,de,81
des,le,71
domestiques,domestique,21
",",",",p
et,et,82
la,le,71
dangereuse,dangereux,30
intervention,intervention,22
",",",",p
de,de,81
Ralph,Ralph,20
dans,dans,81
les,le,71
affaires,affaire,22
/.,/.,P
mais,mais,82
Ralph,Ralph,20
ne,ne,60
quitta,quitter,19
point,point,60
ses,son,73
amis,ami,21
malheureux,malheureux,30
/.,/.,P
en,en,81
vain,vain,30
il,il,51
offrit,offrir,19
toute,tout,75
sa,son,73
fortune,fortune,22
",",",",p
et,et,82
son,son,73
château,château,21
de,de,81
Bellerive,Bellerive,20
",",",",p
et,et,82
ses,son,73
rentes,rente,22
d',de,81
Angleterre,Angleterre,20
",",",",p
et,et,82
la,le,71
vente,vente,22
due,dû,31
ses,son,73
plantations,plantation,22
aux,à,81
aux,le,71
colonies,colonie,22
;,;,p
le,le,71
colonel,colonel,21
fut,être,19
inflexible,inflexible,30
/.,/.,P
son,son,73
amitié,amitié,22
pour,pour,81
Ralph,Ralph,20
avait,avoir,18
diminué,diminuer,12
;,;,p
il,il,51
ne,ne,60
voulait,vouloir,18
plus,plus,60
rien,rien,52
lui,lui,51
devoir,devoir,14
/.,/.,P
Ralph,Ralph,20
",",",",p
avec,avec,81
l',le,71
esprit,esprit,21
et,et,82
l',le,71
adresse,adresse,22
de,de,81
Raymon,Raymon,20
",",",",p
eût,avoir,19
pu,pouvoir,12
le,le,52
fléchir,fléchir,14
peut-être,peut-être,60
;,;,p
mais,mais,82
",",",",p
quand,quand,83
il,il,51
avait,avoir,18
nettement,nettement,60
déduit,déduire,12
ses,son,73
idées,idée,22
et,et,82
déclaré,déclarer,12
ses,son,73
sentiments,sentiment,21
",",",",p
le,le,71
pauvre,pauvre,30
baronnet,baronnet,21
croyait,croire,18
avoir,avoir,14
tout,tout,52
dit,dire,12
",",",",p
et,et,82
il,il,51
n',ne,60
espérait,espérer,18
jamais,jamais,60
faire,faire,14
rétracter,rétracter,14
un,un,71
refus,refus,21
/.,/.,P
alors,alors,60
il,il,51
afferma,affermer,19
Bellerive,Bellerive,20
",",",",p
et,et,82
suivit,suivre,19
monsieur,monsieur,21
et,et,82
madame,madame,22
Delmare,Delmare,20
à,à,81
Paris,Paris,20
",",",",p
en,en,81
attendant,attendre,13
leur,leur,73
départ,départ,21
pour,pour,81
l',le,71
île,île,22
Bourbon,Bourbon,20
/.,/.,P
le,le,71
Lagny,Lagny,20
fut,être,19
mis,mettre,12
en,en,81
vente,vente,22
avec,avec,81
la,le,71
fabrique,fabrique,22
et,et,82
les,le,71
dépendances,dépendance,22
/.,/.,P
l',le,71
hiver,hiver,21
s',se,51
écoula,écouler,19
triste,triste,30
et,et,82
sombre,sombre,30
pour,pour,81
madame,madame,22
Delmare,Delmare,20
/.,/.,P
Raymon,Raymon,20
était,être,18
bien,bien,60
à,à,81
Paris,Paris,20
",",",",p
il,il,51
la,le,52
voyait,voir,18
bien,bien,60
tous,tout,75
les,le,71
jours,jour,21
;,;,p
il,il,51
était,être,18
attentif,attentif,30
",",",",p
affectueux,affectueux,30
:,:,p
mais,mais,82
il,il,51
restait,rester,18
à,à,81
peine,peine,22
une,un,71
heure,heure,22
chez,chez,81
elle,il,51
/.,/.,P
il,il,51
arrivait,arriver,18
à,à,81
la,le,71
fin,fin,22
du,de,81
du,le,71
dîner,dîner,21
",",",",p
et,et,82
",",",",p
en,en,81
même,même,75
temps,temps,21
que,que,83
le,le,71
colonel,colonel,21
sortait,sortir,18
pour,pour,81
ses,son,73
affaires,affaire,22
",",",",p
il,il,51
sortait,sortir,18
aussi,aussi,60
pour,pour,81
aller,aller,14
dans,dans,81
le,le,71
monde,monde,21
/.,/.,P
vous,vous,51
savez,savoir,17
que,que,83
le,le,71
monde,monde,21
était,être,18
l',le,71
élément,élément,21
",",",",p
la,le,71
vie,vie,22
de,de,81
Raymon,Raymon,20
;,;,p
il,il,51
lui,lui,51
fallait,falloir,18
ce,ce,74
bruit,bruit,21
",",",",p
ce,ce,74
mouvement,mouvement,21
",",",",p
cette,ce,74
foule,foule,22
",",",",p
pour,pour,81
respirer,respirer,14
",",",",p
pour,pour,81
ressaisir,ressaisir,14
tout,tout,75
son,son,73
esprit,esprit,21
",",",",p
toute,tout,75
son,son,73
aisance,aisance,22
",",",",p
toute,tout,75
sa,son,73
supériorité,supériorité,22
/.,/.,P
dans,dans,81
l',le,71
intimité,intimité,22
",",",",p
il,il,51
savait,savoir,18
se,se,51
faire,faire,14
aimable,aimable,30
;,;,p
dans,dans,81
le,le,71
monde,monde,21
",",",",p
il,il,51
redevenait,redevenir,18
brillant,brillant,30
;,;,p
et,et,82
alors,alors,60
ce,ce,52
n',ne,60
était,être,18
plus,plus,60
l',le,71
homme,homme,21
d',de,81
une,un,71
coterie,coterie,22
",",",",p
l',le,71
ami,ami,21
de,de,81
tel,tel,75
ou,ou,82
tel,tel,75
autre,autre,52
:,:,p
c',ce,52
était,être,18
l',le,71
homme,homme,21
d',de,81
intelligence,intelligence,22
qui,qui,52
appartient,appartenir,17
à,à,81
tous,tout,52
et,et,82
pour,pour,81
qui,qui,52
la,le,71
société,société,22
est,être,17
une,un,71
patrie,patrie,22
/.,/.,P
et,et,82
puis,puis,60
Raymon,Raymon,20
avait,avoir,18
des,de,81
des,le,71
principes,principe,21
",",",",p
nous,nous,51
l',le,52
avons,avoir,17
dit,dire,12
/.,/.,P
quand,quand,83
il,il,51
vit,voir,19
le,le,71
colonel,colonel,21
lui,lui,51
témoigner,témoigner,14
tant,tant,60
de,de,81
confiance,confiance,22
et,et,82
d',de,81
amitié,amitié,22
",",",",p
le,le,52
regarder,regarder,14
comme,comme,83
le,le,71
type,type,21
de,de,81
l',le,71
honneur,honneur,21
et,et,82
de,de,81
la,le,71
franchise,franchise,22
",",",",p
l',le,52
établir,établir,14
comme,comme,83
médiateur,médiateur,21
entre,entre,81
sa,son,73
femme,femme,22
et,et,82
lui,lui,51
",",",",p
il,il,51
résolut,résoudre,19
de,de,81
justifier,justifier,14
cette,ce,74
confiance,confiance,22
",",",",p
de,de,81
mériter,mériter,14
cette,ce,74
amitié,amitié,22
",",",",p
de,de,81
réconcilier,réconcilier,14
ce,ce,74
mari,mari,21
et,et,82
cette,ce,74
femme,femme,22
",",",",p
de,de,81
repousser,repousser,14
de,de,81
la,le,71
part,part,22
de,de,81
l',le,71
une,un,52
toute,tout,75
préférence,préférence,22
qui,qui,52
eût,avoir,19
pu,pouvoir,12
porter,porter,14
préjudice,préjudice,21
au,à,81
au,le,71
repos,repos,21
de,de,81
l',le,71
autre,autre,52
/.,/.,P
il,il,51
redevint,redevenir,19
moral,moral,30
",",",",p
vertueux,vertueux,30
et,et,82
philosophe,philosophe,30
/.,/.,P
vous,vous,51
verrez,voir,15
pour,pour,81
combien,combien,60
de,de,81
temps,temps,21
/.,/.,P
Indiana,Indiana,20
",",",",p
qui,qui,52
ne,ne,60
comprit,comprendre,19
point,point,60
cette,ce,74
conversion,conversion,22
",",",",p
souffrit,souffrir,19
horriblement,horriblement,60
de,de,81
se,se,51
voir,voir,14
négligée,négligé,31
;,;,p
cependant,cependant,82
elle,il,51
eut,avoir,19
encore,encore,60
le,le,71
bonheur,bonheur,21
de,de,81
ne,ne,60
pas,pas,60
s',se,51
avouer,avouer,14
la,le,71
ruine,ruine,22
entière,entier,30
de,de,81
ses,son,73
espérances,espérance,22
/.,/.,P
elle,il,51
était,être,18
facile,facile,30
à,à,81
tromper,tromper,14
;,;,p
elle,il,51
ne,ne,60
demandait,demander,18
qu',que,83
à,à,81
l',le,52
être,être,14
",",",",p
tant,tant,60
sa,son,73
vie,vie,22
réelle,réel,30
était,être,18
amère,amer,30
et,et,82
désolée,désoler,12
/!,/!,P
son,son,73
mari,mari,21
devenait,devenir,18
presque,presque,60
insociable,insociable,30
en,en,81
public,public,21
",",",",p
il,il,51
affectait,affecter,18
le,le,71
courage,courage,21
et,et,82
l',le,71
insouciance,insouciance,22
stoïque,stoïque,30
d',de,81
un,un,71
homme,homme,21
de,de,81
coeur,coeur,21
;,;,p
rentré,rentré,31
dans,dans,81
le,le,71
secret,secret,21
de,de,81
son,son,73
ménage,ménage,21
",",",",p
ce,ce,52
n',ne,60
était,être,18
plus,plus,60
qu',que,83
un,un,71
enfant,enfant,21
irritable,irritable,30
",",",",p
rigoriste,rigoriste,30
et,et,82
ridicule,ridicule,30
/.,/.,P
Indiana,Indiana,20
était,être,18
la,le,71
victime,victime,22
de,de,81
ses,son,73
ennuis,ennui,21
",",",",p
et,et,82
il,il,51
y,y,52
avait,avoir,18
",",",",p
nous,nous,51
l',le,52
avouerons,avouer,15
",",",",p
beaucoup,beaucoup,60
de,de,81
sa,son,73
propre,propre,30
faute,faute,22
/.,/.,P
si,si,83
elle,il,51
eût,avoir,19
élevé,élever,12
la,le,71
voix,voix,22
",",",",p
si,si,83
elle,il,51
se,se,51
fût,être,19
plainte,plaindre,12
avec,avec,81
affection,affection,22
",",",",p
mais,mais,82
avec,avec,81
énergie,énergie,22
",",",",p
Delmare,Delmare,20
",",",",p
qui,qui,52
n',ne,60
était,être,18
que,que,83
brutal,brutal,30
",",",",p
eût,avoir,19
rougi,rougir,12
de,de,81
passer,passer,14
pour,pour,81
méchant,méchant,21
/.,/.,P
rien,rien,52
n',ne,60
était,être,18
plus,plus,60
facile,facile,30
que,que,83
d',de,81
attendrir,attendrir,14
son,son,73
coeur,coeur,21
et,et,82
de,de,81
dominer,dominer,14
son,son,73
caractère,caractère,21
",",",",p
quand,quand,83
on,on,51
voulait,vouloir,18
descendre,descendre,14
à,à,81
son,son,73
niveau,niveau,21
et,et,82
entrer,entrer,14
dans,dans,81
le,le,71
cercle,cercle,21
d',de,81
idées,idée,22
qui,qui,52
était,être,18
à,à,81
la,le,71
portée,portée,22
de,de,81
son,son,73
esprit,esprit,21
/.,/.,P
mais,mais,82
Indiana,Indiana,20
était,être,18
roide,raide,30
et,et,82
hautaine,hautain,30
dans,dans,81
sa,son,73
soumission,soumission,22
;,;,p
elle,il,51
obéissait,obéir,18
toujours,toujours,60
en,en,81
silence,silence,21
;,;,p
mais,mais,82
c',ce,52
était,être,18
le,le,71
silence,silence,21
et,et,82
la,le,71
soumission,soumission,22
de,de,81
l',le,71
esclave,esclave,21
qui,qui,52
s',se,51
est,être,17
fait,faire,12
une,un,71
vertu,vertu,22
de,de,81
la,le,71
haine,haine,22
et,et,82
un,un,71
mérite,mérite,21
de,de,81
l',le,71
infortune,infortune,22
/.,/.,P
sa,son,73
résignation,résignation,22
",",",",p
c',ce,52
était,être,18
la,le,71
dignité,dignité,22
d',de,81
un,un,71
roi,roi,21
qui,qui,52
accepte,accepter,17
des,de,81
des,le,71
fers,fer,21
et,et,82
un,un,71
cachot,cachot,21
",",",",p
plutôt,plutôt,60
que,que,83
d',de,81
abdiquer,abdiquer,14
sa,son,73
couronne,couronne,22
et,et,82
de,de,81
se,se,51
dépouiller,dépouiller,14
d',de,81
un,un,71
vain,vain,30
titre,titre,21
/.,/.,P
une,un,71
femme,femme,22
de,de,81
l',le,71
espèce,espèce,22
commune,commun,30
eût,avoir,19
dominé,dominer,12
cet,ce,74
homme,homme,21
d',de,81
une,un,71
trempe,trempe,22
vulgaire,vulgaire,30
;,;,p
elle,il,51
eût,avoir,19
dit,dire,12
comme,comme,83
lui,lui,51
et,et,82
se,se,51
fût,être,19
réservé,réserver,12
le,le,71
plaisir,plaisir,21
de,de,81
penser,penser,14
autrement,autrement,60
;,;,p
elle,il,51
eût,avoir,19
feint,feindre,12
de,de,81
respecter,respecter,14
ses,son,73
préjuges,préjuger,17
",",",",p
et,et,82
elle,il,51
les,le,52
eût,avoir,19
foulés,fouler,12
aux,à,81
aux,le,71
pieds,pied,21
en,en,81
secret,secret,21
;,;,p
elle,il,51
l',le,52
eût,avoir,19
caressé,caresser,12
et,et,82
trompé,tromper,12
/.,/.,P
Indiana,Indiana,20
voyait,voir,18
beaucoup,beaucoup,60
de,de,81
femmes,femme,22
agir,agir,14
ainsi,ainsi,60
;,;,p
mais,mais,82
elle,il,51
se,se,51
sentait,sentir,18
si,si,83
au-dessus,au-dessus,60
d',de,81
elles,ils,51
qu',que,83
elle,il,51
eût,avoir,19
rougi,rougir,12
de,de,81
les,le,52
imiter,imiter,14
/.,/.,P
vertueuse,vertueux,30
et,et,82
chaste,chaste,30
",",",",p
elle,il,51
se,se,51
croyait,croire,18
dispensée,dispensé,31
de,de,81
flatter,flatter,14
son,son,73
maître,maître,21
dans,dans,81
ses,son,73
paroles,parole,22
",",",",p
pourvu,pourvu,81
qu',que,83
elle,il,51
le,le,52
respectât,respecter,18
dans,dans,81
ses,son,73
actions,action,22
/.,/.,P
elle,il,51
ne,ne,60
voulait,vouloir,18
point,point,60
de,de,81
sa,son,73
tendresse,tendresse,22
",",",",p
parce qu',parce que,83
elle,il,51
n',ne,60
y,y,52
pouvait,pouvoir,18
pas,pas,60
répondre,répondre,14
/.,/.,P
elle,il,51
se,se,51
fût,être,19
regardée,regarder,12
comme,comme,83
bien,bien,60
plus,plus,60
coupable,coupable,30
de,de,81
témoigner,témoigner,14
de,de,81
l',le,71
amour,amour,21
à,à,81
ce,ce,74
mari,mari,21
qu',que,52
elle,il,51
n',ne,60
aimait,aimer,18
pas,pas,60
",",",",p
que,que,83
d',de,81
en,en,52
accorder,accorder,14
à,à,81
l',le,71
amant,amant,21
qui,qui,52
lui,lui,51
en,en,52
inspirait,inspirer,18
/.,/.,P
tromper,tromper,14
",",",",p
c',ce,52
était,être,18
là,là,60
le,le,71
crime,crime,21
à,à,81
ses,son,73
yeux,oeil,21
",",",",p
et,et,82
vingt,vingt,72
fois,fois,22
par,par,81
jour,jour,21
elle,il,51
se,se,51
sentait,sentir,18
prête,prêt,30
à,à,81
déclarer,déclarer,14
qu',que,83
elle,il,51
aimait,aimer,18
Raymon,Raymon,20
;,;,p
la,le,71
crainte,crainte,22
seule,seul,30
de,de,81
perdre,perdre,14
Raymon,Raymon,20
la,le,52
retenait,retenir,18
/.,/.,P
sa,son,73
froide,froid,30
obéissance,obéissance,22
irritait,irriter,18
le,le,71
colonel,colonel,21
bien,bien,60
plus,plus,60
que,que,83
ne,ne,60
l',le,52
eût,avoir,19
fait,faire,12
une,un,71
rébellion,rébellion,22
adroite,adroit,30
/.,/.,P
si,si,83
son,son,73
amour-propre,amour-propre,21
eût,avoir,19
souffert,souffrir,12
de,de,81
n',ne,60
être,être,14
pas,pas,60
le,le,71
maître,maître,21
absolu,absolu,30
dans,dans,81
sa,son,73
maison,maison,22
",",",",p
il,il,51
souffrait,souffrir,18
bien,bien,60
davantage,davantage,60
de,de,81
l',le,52
être,être,14
d',de,81
une,un,71
façon,façon,22
odieuse,odieux,30
ou,ou,82
ridicule,ridicule,30
/.,/.,P
il,il,51
eût,avoir,19
voulu,vouloir,12
convaincre,convaincre,14
",",",",p
et,et,82
il,il,51
ne,ne,60
faisait,faire,18
que,que,83
commander,commander,14
;,;,p
régner,régner,14
",",",",p
et,et,82
il,il,51
gouvernait,gouverner,18
/.,/.,P
parfois,parfois,60
il,il,51
donnait,donner,18
chez,chez,81
lui,lui,51
un,un,71
ordre,ordre,21
mal,mal,60
exprimé,exprimé,31
",",",",p
ou,ou,82
bien,bien,60
il,il,51
dictait,dicter,18
sans,sans,81
réflexion,réflexion,22
des,de,81
des,le,71
ordres,ordre,21
nuisibles,nuisible,30
à,à,81
ses,son,73
propres,propre,30
intérêts,intérêt,21
/.,/.,P
madame,madame,22
Delmare,Delmare,20
les,le,52
faisait,faire,18
exécuter,exécuter,14
sans,sans,81
examen,examen,21
",",",",p
sans,sans,81
appel,appel,21
",",",",p
avec,avec,81
l',le,71
indifférence,indifférence,22
du,de,81
du,le,71
cheval,cheval,21
qui,qui,52
traîne,traîner,17
la,le,71
charrue,charrue,22
dans,dans,81
un,un,71
sens,sens,21
ou,ou,82
dans,dans,81
l',le,71
autre,autre,52
/.,/.,P
Delmare,Delmare,20
",",",",p
en,en,81
voyant,voir,13
le,le,71
résultat,résultat,21
de,de,81
ses,son,73
idées,idée,22
mal,mal,60
comprises,compris,31
",",",",p
de,de,81
ses,son,73
volontés,volonté,22
méconnues,méconnu,31
",",",",p
entrait,entrer,18
en,en,81
fureur,fureur,22
;,;,p
mais,mais,82
",",",",p
quand,quand,83
elle,il,51
lui,lui,51
avait,avoir,18
prouvé,prouver,12
d',de,81
un,un,71
mot,mot,21
calme,calme,30
et,et,82
glacial,glacial,30
qu',que,83
elle,il,51
n',ne,60
avait,avoir,18
fait,faire,12
qu',que,83
obéir,obéir,14
strictement,strictement,60
à,à,81
ses,son,73
arrêts,arrêt,21
",",",",p
il,il,51
était,être,18
réduit,réduire,12
à,à,81
tourner,tourner,14
sa,son,73
colère,colère,22
contre,contre,81
lui-même,lui-même,51
/.,/.,P
c',ce,52
était,être,18
pour,pour,81
cet,ce,74
homme,homme,21
",",",",p
petit,petit,30
d',de,81
amour-propre,amour-propre,21
et,et,82
violent,violent,30
de,de,81
sensations,sensation,22
",",",",p
une,un,71
souffrance,souffrance,22
cruelle,cruel,30
",",",",p
un,un,71
affront,affront,21
sanglant,sanglant,30
/.,/.,P
alors,alors,60
il,il,51
eût,avoir,19
tué,tuer,12
sa,son,73
femme,femme,22
s',si,83
il,il,51
eût,avoir,19
été,être,12
à,à,81
Smyrne,Smyrne,20
ou,ou,82
au,à,81
au,le,71
Caire,Caire,20
/.,/.,P
et,et,82
pourtant,pourtant,60
il,il,51
aimait,aimer,18
au,à,81
au,le,71
fond,fond,21
du,de,81
du,le,71
coeur,coeur,21
cette,ce,74
femme,femme,22
faible,faible,30
qui,qui,52
vivait,vivre,18
sous,sous,81
sa,son,73
dépendance,dépendance,22
et,et,82
gardait,garder,18
le,le,71
secret,secret,21
de,de,81
ses,son,73
torts,tort,21
avec,avec,81
une,un,71
prudence,prudence,22
religieuse,religieux,30
/.,/.,P
il,il,51
l',le,52
aimait,aimer,18
ou,ou,82
il,il,51
la,le,52
plaignait,plaindre,18
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
lequel,lequel,52
/.,/.,P
il,il,51
eût,avoir,19
voulu,vouloir,12
en,en,52
être,être,14
aimé,aimer,12
;,;,p
car,car,82
il,il,51
était,être,18
vain,vain,30
de,de,81
son,son,73
éducation,éducation,22
et,et,82
de,de,81
sa,son,73
supériorité,supériorité,22
/.,/.,P
il,il,51
se,se,51
fût,être,19
élevé,élever,12
à,à,81
ses,son,73
propres,propre,30
yeux,oeil,21
si,si,83
elle,il,51
eût,avoir,19
daigné,daigner,12
s',se,51
abaisser,abaisser,14
jusqu',jusque,81
à,à,81
entrer,entrer,14
en,en,81
capitulation,capitulation,22
avec,avec,81
ses,son,73
idées,idée,22
et,et,82
ses,son,73
principes,principe,21
/.,/.,P
lorsqu',lorsque,83
il,il,51
pénétrait,pénétrer,18
chez,chez,81
elle,il,51
le,le,71
matin,matin,21
avec,avec,81
l',le,71
intention,intention,22
de,de,81
la,le,52
quereller,quereller,14
",",",",p
il,il,51
la,le,52
trouvait,trouver,18
quelquefois,quelquefois,60
endormie,endormi,31
",",",",p
et,et,82
il,il,51
n',ne,60
osait,oser,18
pas,pas,60
l',le,52
éveiller,éveiller,14
/.,/.,P
il,il,51
la,le,52
contemplait,contempler,18
en,en,81
silence,silence,21
;,;,p
il,il,51
s',se,51
effrayait,effrayer,18
de,de,81
la,le,71
délicatesse,délicatesse,22
de,de,81
sa,son,73
constitution,constitution,22
",",",",p
de,de,81
la,le,71
pâleur,pâleur,22
de,de,81
ses,son,73
joues,joue,22
",",",",p
de,de,81
l',le,71
air,air,21
de,de,81
calme,calme,21
mélancolique,mélancolique,30
",",",",p
de,de,81
malheur,malheur,21
résigné,résigné,31
",",",",p
qu',que,52
exprimait,exprimer,18
cette,ce,74
figure,figure,22
immobile,immobile,30
et,et,82
muette,muet,30
/.,/.,P
il,il,51
trouvait,trouver,18
dans,dans,81
ses,son,73
traits,trait,21
mille,mille,72
sujets,sujet,21
de,de,81
reproche,reproche,21
",",",",p
de,de,81
remords,remords,21
",",",",p
de,de,81
colère,colère,22
et,et,82
de,de,81
crainte,crainte,22
;,;,p
il,il,51
rougissait,rougir,18
de,de,81
sentir,sentir,14
l',le,71
influence,influence,22
qu',que,52
un,un,71
être,être,21
si,si,60
frêle,frêle,30
avait,avoir,18
exercée,exercer,12
sur,sur,81
sa,son,73
destinée,destinée,22
",",",",p
lui,lui,51
",",",",p
homme,homme,21
de,de,81
fer,fer,21
",",",",p
accoutumé,accoutumé,31
à,à,81
commander,commander,14
aux,à,81
aux,le,71
autres,autre,52
",",",",p
à,à,81
voir,voir,14
marcher,marcher,14
à,à,81
un,un,71
mot,mot,21
de,de,81
sa,son,73
bouche,bouche,22
les,le,71
lourds,lourd,30
escadrons,escadron,21
",",",",p
les,le,71
chevaux,cheval,21
fougueux,fougueux,30
",",",",p
les,le,71
hommes,homme,21
de,de,81
guerre,guerre,22
/.,/.,P
une,un,71
femme,femme,22
encore,encore,60
enfant,enfant,21
l',le,52
avait,avoir,18
donc,donc,82
rendu,rendre,12
malheureux,malheureux,30
/!,/!,P
elle,il,51
le,le,52
forçait,forcer,18
de,de,81
rentrer,rentrer,14
en,en,81
lui-même,lui-même,51
",",",",p
d',de,81
examiner,examiner,14
ses,son,73
volontés,volonté,22
",",",",p
d',de,81
en,en,52
modifier,modifier,14
beaucoup,beaucoup,60
",",",",p
d',de,81
en,en,52
rétracter,rétracter,14
plusieurs,plusieurs,75
",",",",p
et,et,82
tout,tout,75
cela,cela,52
sans,sans,81
daigner,daigner,14
lui,lui,51
dire,dire,14
:,:,p
“,“,p
vous,vous,51
avez,avoir,17
tort,tort,21
;,;,p
je,je,51
vous,vous,51
prie,prier,17
de,de,81
faire,faire,14
ainsi,ainsi,60
/.,/.,P
“,“,p
jamais,jamais,60
elle,il,51
ne,ne,60
l',le,52
avait,avoir,18
imploré,implorer,12
",",",",p
jamais,jamais,60
elle,il,51
n',ne,60
avait,avoir,18
daigné,daigner,12
se,se,51
montrer,montrer,14
son,son,73
égale,égale,22
et,et,82
s',se,51
avouer,avouer,14
sa,son,73
compagne,compagne,22
/.,/.,P
cette,ce,74
femme,femme,22
",",",",p
qu',que,52
il,il,51
aurait,avoir,16
brisée,briser,12
dans,dans,81
sa,son,73
main,main,22
s',si,83
il,il,51
eût,avoir,19
voulu,vouloir,12
",",",",p
elle,il,51
était,être,18
là,là,60
",",",",p
chétive,chétif,30
",",",",p
rêvant,rêver,13
d',de,81
un,un,71
autre,autre,52
peut-être,peut-être,60
sous,sous,81
ses,son,73
yeux,oeil,21
",",",",p
et,et,82
le,le,52
bravant,braver,13
jusque,jusque,81
dans,dans,81
son,son,73
sommeil,sommeil,21
/.,/.,P
il,il,51
était,être,18
tenté,tenter,12
de,de,81
l',le,52
étrangler,étrangler,14
",",",",p
de,de,81
la,le,52
traîner,traîner,14
par,par,81
les,le,71
cheveux,cheveu,21
",",",",p
de,de,81
la,le,52
fouler,fouler,14
aux,à,81
aux,le,71
pieds,pied,21
pour,pour,81
la,le,52
forcer,forcer,14
de,de,81
crier,crier,14
merci,merci,21
",",",",p
d',de,81
implorer,implorer,14
sa,son,73
grâce,grâce,22
;,;,p
mais,mais,82
elle,il,51
était,être,18
si,si,60
jolie,joli,30
",",",",p
si,si,60
mignonne,mignon,30
et,et,82
si,si,60
blanche,blanc,30
",",",",p
qu',que,83
il,il,51
se,se,51
prenait,prendre,18
à,à,81
avoir,avoir,14
pitié,pitié,22
d',de,81
elle,il,51
",",",",p
comme,comme,83
l',le,71
enfant,enfant,21
s',se,51
attendrit,attendrir,17
à,à,81
regarder,regarder,14
l',le,71
oiseau,oiseau,21
qu',que,52
il,il,51
voulait,vouloir,18
tuer,tuer,14
/.,/.,P
et,et,82
il,il,51
pleurait,pleurer,18
comme,comme,83
une,un,71
femme,femme,22
",",",",p
cet,ce,74
homme,homme,21
de,de,81
bronze,bronze,21
",",",",p
et,et,82
il,il,51
s',se,51
en,en,52
allait,aller,18
pour,pour,81
qu',que,83
elle,il,51
n',ne,60
eût,avoir,19
pas,pas,60
le,le,71
triomphe,triomphe,21
de,de,81
le,le,52
voir,voir,14
pleurer,pleurer,14
/.,/.,P
en,en,81
vérité,vérité,22
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
lequel,lequel,52
était,être,18
plus,plus,60
malheureux,malheureux,30
d',de,81
elle,il,51
ou,ou,82
de,de,81
lui,lui,51
/.,/.,P
elle,il,51
était,être,18
cruelle,cruel,30
par,par,81
vertu,vertu,22
",",",",p
comme,comme,83
il,il,51
était,être,18
bon,bon,30
par,par,81
faiblesse,faiblesse,22
;,;,p
elle,il,51
avait,avoir,18
de,de,81
trop,trop,60
la,le,71
patience,patience,22
qu',que,52
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
assez,assez,60
;,;,p
elle,il,51
avait,avoir,18
les,le,71
défauts,défaut,21
de,de,81
ses,son,73
qualités,qualité,22
",",",",p
et,et,82
lui,lui,51
les,le,71
qualités,qualité,22
de,de,81
ses,son,73
défauts,défaut,21
/.,/.,P
autour,autour,60
de,de,81
ces,ce,74
deux,deux,72
êtres,être,21
si,si,60
mal,mal,60
assortis,assorti,31
se,se,51
remuait,remuer,18
une,un,71
foule,foule,22
d',de,81
amis,ami,21
qui,qui,52
s',se,51
efforçaient,efforcer,18
de,de,81
les,le,52
rapprocher,rapprocher,14
les,le,71
uns,un,52
par,par,81
désoeuvrement,désoeuvrement,21
d',de,81
esprit,esprit,21
",",",",p
les,le,71
autres,autre,52
par,par,81
importance,importance,22
de,de,81
caractère,caractère,21
",",",",p
d',de,81
autres,autre,52
par,par,81
suite,suite,22
d',de,81
une,un,71
affection,affection,22
mal,mal,60
entendue,entendu,31
/.,/.,P
les,le,71
uns,un,52
prenaient,prendre,18
parti,parti,21
pour,pour,81
la,le,71
femme,femme,22
",",",",p
les,le,71
autres,autre,52
pour,pour,81
le,le,71
mari,mari,21
/.,/.,P
ces,ce,74
gens,gens,21
là,là,60
se,se,51
querellaient,quereller,18
entre,entre,81
eux,ils,51
à,à,81
l',le,71
occasion,occasion,22
de,de,81
monsieur,monsieur,21
et,et,82
madame,madame,22
Delmare,Delmare,20
",",",",p
tandis que,tandis que,83
ceux-ci,celui-ci,52
ne,ne,60
se,se,51
querellaient,quereller,18
point,point,60
du,de,81
du,le,71
tout,tout,21
",",",",p
car,car,82
avec,avec,81
la,le,71
systématique,systématique,30
soumission,soumission,22
d',de,81
Indiana,Indiana,20
",",",",p
jamais,jamais,60
",",",",p
quoi,quoi,52
qu',que,52
il,il,51
fît,faire,18
le,le,71
colonel,colonel,21
ne,ne,60
pouvait,pouvoir,18
arriver,arriver,14
à,à,81
engager,engager,14
une,un,71
dispute,dispute,22
/.,/.,P
et,et,82
puis,puis,60
venaient,venir,18
ceux,celui,52
qui,qui,52
n',ne,60
y,y,52
entendaient,entendre,18
rien,rien,52
et,et,82
qui,qui,52
voulaient,vouloir,18
se,se,51
rendre,rendre,14
nécessaires,nécessaire,30
/.,/.,P
ceux-là,celui-là,52
conseillaient,conseiller,18
à,à,81
madame,madame,22
Delmare,Delmare,20
