11514
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante-quatrième extrait>,<>,<>
je,je,51
l',le,52
attendrai,attendre,15
",",",",p
dit,dire,19
Germinie,Germinie,20
;,;,p
et,et,82
elle,il,51
essaya,essayer,19
d',de,81
entrer,entrer,14
dans,dans,81
l',le,71
autre,autre,75
pièce,pièce,22
/.,/.,P
-,-,p
chez,chez,81
le,le,71
portier,portier,21
",",",",p
alors,alors,60
/?,/?,P
et,et,82
la,le,71
cousine,cousine,22
lui,lui,51
barra,barrer,19
le,le,71
passage,passage,21
/.,/.,P
-,-,p
quand,quand,83
rentrera,rentrer,15
t,t,94
il,il,51
/?,/?,P
-,-,p
quand,quand,83
les,le,71
poules,poule,22
auront,avoir,15
des,de,81
des,le,71
dents,dent,22
",",",",p
lui,lui,51
dit,dire,19
sérieusement,sérieusement,60
la,le,71
petite,petit,30
fille,fille,22
;,;,p
et,et,82
elle,il,51
lui,lui,51
ferma,fermer,19
la,le,71
porte,porte,22
au,à,81
au,le,71
nez,nez,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
c',ce,52
est,être,17
bien,bien,60
ça,ça,52
que,que,83
j',je,51
attendais,attendre,18
de,de,81
lui,lui,51
",",",",p
se,se,51
dit,dire,17
Germinie,Germinie,20
",",",",p
en,en,81
marchant,marcher,13
dans,dans,81
la,le,71
rue,rue,22
/.,/.,P
les,le,71
pavés,pavé,21
lui,lui,51
semblaient,sembler,18
s',se,51
enfoncer,enfoncer,14
sous,sous,81
ses,son,73
jambes,jambe,22
molles,mou,30
/.,/.,P
<XLI.>,<>,<>
rentrant,rentrer,13
ce,ce,74
soir,soir,21
là,là,60
d',de,81
un,un,71
dîner,dîner,21
de,de,81
baptême,baptême,21
qu',que,83
elle,il,51
n',ne,60
avait,avoir,18
pu,pouvoir,12
refuser,refuser,14
",",",",p
mademoiselle,mademoiselle,22
entendit,entendre,19
parler,parler,14
dans,dans,81
sa,son,73
chambre,chambre,22
/.,/.,P
elle,il,51
crut,croire,19
qu',que,83
il,il,51
y,y,52
avait,avoir,18
quelqu'un,quelqu'un,52
avec,avec,81
Germinie,Germinie,20
",",",",p
et,et,82
s',se,51
en,en,52
étonnant,étonner,13
",",",",p
elle,il,51
poussa,pousser,19
la,le,71
porte,porte,22
/.,/.,P
à,à,81
la,le,71
lueur,lueur,22
d',de,81
une,un,71
chandelle,chandelle,22
charbonnante,charbonnant,30
et,et,82
fumeuse,fumeux,30
",",",",p
elle,il,51
ne,ne,60
vit,voir,19
d'abord,d'abord,60
personne,personne,52
;,;,p
puis,puis,60
",",",",p
en,en,81
regardant,regarder,13
bien,bien,60
",",",",p
elle,il,51
aperçut,apercevoir,19
sa,son,73
bonne,bonne,22
couchée,couché,31
et,et,82
pelotonnée,pelotonné,31
sur,sur,81
le,le,71
pied,pied,21
de,de,81
son,son,73
lit,lit,21
/.,/.,P
Germinie,Germinie,20
dormait,dormir,18
et,et,82
parlait,parler,18
/.,/.,P
elle,il,51
parlait,parler,18
avec,avec,81
un,un,71
accent,accent,21
étrange,étrange,30
",",",",p
et,et,82
qui,qui,52
donnait,donner,18
de,de,81
l',le,71
émotion,émotion,22
",",",",p
presque,presque,60
de,de,81
la,le,71
peur,peur,22
/.,/.,P
la,le,71
vague,vague,30
solennité,solennité,22
des,de,81
des,le,71
choses,chose,22
surnaturelles,surnaturel,30
",",",",p
un,un,71
souffle,souffle,21
d',de,81
au-delà,au-delà,60
de,de,81
la,le,71
vie,vie,22
s',se,51
élevait,élever,18
dans,dans,81
la,le,71
chambre,chambre,22
",",",",p
avec,avec,81
cette,ce,74
parole,parole,22
du,de,81
du,le,71
sommeil,sommeil,21
",",",",p
involontaire,involontaire,30
",",",",p
échappée,échappé,31
",",",",p
palpitante,palpitant,30
",",",",p
suspendue,suspendu,31
",",",",p
pareille,pareil,30
à,à,81
une,un,71
âme,âme,22
sans,sans,81
corps,corps,21
qui,qui,52
errerait,errer,16
sur,sur,81
une,un,71
bouche,bouche,22
morte,mort,31
/.,/.,P
c',ce,52
était,être,18
une,un,71
voix,voix,22
lente,lent,30
",",",",p
profonde,profond,30
",",",",p
lointaine,lointain,30
",",",",p
avec,avec,81
de,de,81
grands,grand,30
silences,silence,21
de,de,81
respiration,respiration,22
et,et,82
des,de,81
des,le,71
mots,mot,21
exhalés,exhalé,31
comme,comme,83
des,de,81
des,le,71
soupirs,soupir,21
",",",",p
traversée,traverser,12
de,de,81
notes,note,22
vibrantes,vibrant,30
et,et,82
poignantes,poignant,30
qui,qui,52
entraient,entrer,18
dans,dans,81
le,le,71
coeur,coeur,21
",",",",p
une,un,71
voix,voix,22
pleine,plein,30
du,de,81
du,le,71
mystère,mystère,21
et,et,82
du,de,81
du,le,71
tremblement,tremblement,21
de,de,81
la,le,71
nuit,nuit,22
où,où,60
la,le,71
dormeuse,dormeuse,22
semblait,sembler,18
retrouver,retrouver,14
à tâtons,à tâtons,60
des,de,81
des,le,71
souvenirs,souvenir,21
et,et,82
passer,passer,14
la,le,71
main,main,22
sur,sur,81
des,de,81
des,le,71
visages,visage,21
/.,/.,P
on,on,51
entendait,entendre,18
:,:,p
-,-,p
oh,oh,93
!,!,p
elle,il,51
m',je,51
aimait,aimer,18
bien,bien,60
/…,/…,P
et,et,82
lui,lui,51
",",",",p
s',si,83
il,il,51
n',ne,60
était,être,18
pas,pas,60
mort,mourir,12
…,…,p
nous,nous,51
serions,être,16
bienheureux,bienheureux,30
à,à,81
présent,présent,21
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
/…,/…,P
non,non,60
/!,/!,P
non,non,60
/!,/!,P
mais,mais,82
c',ce,52
est,être,17
fait,faire,12
",",",",p
tant,tant,60
pis,pis,60
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
pas,pas,60
le,le,52
dire,dire,14
/…,/…,P
et,et,82
Germinie,Germinie,20
eut,avoir,19
une,un,71
contraction,contraction,22
nerveuse,nerveux,30
comme,comme,83
pour,pour,81
faire,faire,14
rentrer,rentrer,14
son,son,73
secret,secret,21
et,et,82
le,le,52
reprendre,reprendre,14
au,à,81
au,le,71
bord,bord,21
de,de,81
ses,son,73
lèvres,lèvre,22
/.,/.,P
mademoiselle,mademoiselle,22
était,être,18
penchée,pencher,12
avec,avec,81
une,un,71
sorte,sorte,22
d',de,81
épouvante,épouvante,22
sur,sur,81
ce,ce,74
corps,corps,21
abandonné,abandonné,31
et,et,82
ne,ne,60
s',se,51
appartenant,appartenir,13
plus,plus,60
",",",",p
dans,dans,81
lequel,lequel,52
le,le,71
passé,passé,21
revenait,revenir,18
comme,comme,83
un,un,71
revenant,revenant,21
dans,dans,81
une,un,71
maison,maison,22
abandonnée,abandonné,31
/.,/.,P
elle,il,51
écoutait,écouter,18
ces,ce,74
aveux,aveu,21
prêts,prêt,30
à,à,81
jaillir,jaillir,14
et,et,82
machinalement,machinalement,60
arrêtés,arrêté,31
",",",",p
cette,ce,74
pensée,pensée,22
sans,sans,81
connaissance,connaissance,22
qui,qui,52
parlait,parler,18
toute,tout,60
seule,seul,30
",",",",p
cette,ce,74
voix,voix,22
qui,qui,52
ne,ne,60
s',se,51
entendait,entendre,18
pas,pas,60
elle-même,lui-même,51
/.,/.,P
une,un,71
sensation,sensation,22
d',de,81
horreur,horreur,22
lui,lui,51
venait,venir,18
:,:,p
elle,il,51
avait,avoir,18
l',le,71
impression,impression,22
d',de,81
être,être,14
à,à,81
côté,côté,21
d',de,81
un,un,71
cadavre,cadavre,21
possédé,possédé,31
par,par,81
un,un,71
rêve,rêve,21
/.,/.,P
au,à,81
au,le,71
bout,bout,21
de,de,81
quelque,quelque,75
temps,temps,21
de,de,81
silence,silence,21
",",",",p
d',de,81
une,un,71
sorte,sorte,22
de,de,81
tiraillement,tiraillement,21
entre,entre,81
ce,ce,52
qu',que,52
elle,il,51
paraissait,paraître,18
revoir,revoir,14
",",",",p
Germinie,Germinie,20
sembla,sembler,19
laisser,laisser,14
venir,venir,14
à,à,81
elle,il,51
le,le,71
présent,présent,21
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
ce,ce,52
qui,qui,52
lui,lui,51
échappait,échapper,18
",",",",p
ce,ce,52
qu',que,52
elle,il,51
répandait,répandre,18
dans,dans,81
des,de,81
des,le,71
paroles,parole,22
coupées,coupé,31
et,et,82
sans,sans,81
suite,suite,22
",",",",p
c',ce,52
était,être,18
",",",",p
autant,autant,60
que,que,83
pouvait,pouvoir,18
le,le,52
comprendre,comprendre,14
mademoiselle,mademoiselle,22
",",",",p
des,de,81
des,le,71
reproches,reproche,21
à,à,81
quelqu'un,quelqu'un,52
/.,/.,P
et,et,82
à,à,81
mesure,mesure,22
qu',que,83
elle,il,51
parlait,parler,18
",",",",p
son,son,73
langage,langage,21
devenait,devenir,18
aussi,aussi,60
méconnaissable,méconnaissable,30
que,que,83
sa,son,73
voix,voix,22
transposée,transposé,31
dans,dans,81
les,le,71
notes,note,22
du,de,81
du,le,71
songe,songe,21
/.,/.,P
il,il,51
s',se,51
élevait,élever,18
au-dessus,au-dessus,60
de,de,81
la,le,71
femme,femme,22
",",",",p
au-dessus,au-dessus,60
de,de,81
son,son,73
ton,ton,21
et,et,82
de,de,81
ses,son,73
expressions,expression,22
journalières,journalier,30
/.,/.,P
c',ce,52
était,être,18
comme,comme,83
une,un,71
langue,langue,22
de,de,81
peuple,peuple,21
purifiée,purifié,31
et,et,82
transfigurée,transfiguré,31
dans,dans,81
la,le,71
passion,passion,22
/.,/.,P
Germinie,Germinie,20
accentuait,accentuer,18
les,le,71
mots,mot,21
avec,avec,81
leur,leur,73
orthographe,orthographe,22
;,;,p
elle,il,51
les,le,52
disait,dire,18
avec,avec,81
leur,leur,73
éloquence,éloquence,22
/.,/.,P
les,le,71
phrases,phrase,22
sortaient,sortir,18
de,de,81
sa,son,73
bouche,bouche,22
",",",",p
avec,avec,81
leur,leur,73
rythme,rythme,21
",",",",p
leur,leur,73
déchirement,déchirement,21
",",",",p
et,et,82
leurs,leur,73
larmes,larme,22
",",",",p
ainsi,ainsi,60
que,que,83
de,de,81
la,le,71
bouche,bouche,22
d',de,81
une,un,71
comédienne,comédienne,22
admirable,admirable,30
/.,/.,P
elle,il,51
avait,avoir,18
des,de,81
des,le,71
mouvements,mouvement,21
de,de,81
tendresse,tendresse,22
coupés,coupé,31
par,par,81
des,de,81
des,le,71
cris,cri,21
;,;,p
puis,puis,60
venaient,venir,18
des,de,81
des,le,71
révoltes,révolte,22
",",",",p
des,de,81
des,le,71
éclats,éclat,21
",",",",p
une,un,71
ironie,ironie,22
merveilleuse,merveilleux,30
",",",",p
stridente,strident,30
",",",",p
implacable,implacable,30
",",",",p
s',se,51
éteignant,éteindre,13
toujours,toujours,60
dans,dans,81
un,un,71
accès,accès,21
de,de,81
rire,rire,21
nerveux,nerveux,30
qui,qui,52
répétait,répéter,18
et,et,82
prolongeait,prolonger,18
",",",",p
d',de,81
écho,écho,21
en,en,81
écho,écho,21
",",",",p
la,le,71
même,même,52
insulte,insulter,17
/.,/.,P
mademoiselle,mademoiselle,22
restait,rester,18
confondue,confondu,31
",",",",p
stupéfaite,stupéfait,30
",",",",p
écoutant,écouter,13
comme,comme,83
au,à,81
au,le,71
théâtre,théâtre,21
/.,/.,P
jamais,jamais,60
elle,il,51
n',ne,60
avait,avoir,18
entendu,entendre,12
le,le,71
dédain,dédain,21
tomber,tomber,14
de,de,81
si,si,60
haut,haut,30
",",",",p
le,le,71
mépris,mépris,21
se,se,51
briser,briser,14
ainsi,ainsi,60
et,et,82
rejaillir,rejaillir,14
dans,dans,81
le,le,71
rire,rire,21
",",",",p
la,le,71
parole,parole,22
d',de,81
une,un,71
femme,femme,22
avoir,avoir,14
tant,tant,60
de,de,81
vengeances,vengeance,22
contre,contre,81
un,un,71
homme,homme,21
/.,/.,P
elle,il,51
cherchait,chercher,18
dans,dans,81
sa,son,73
mémoire,mémoire,22
:,:,p
un,un,71
pareil,pareil,30
jeu,jeu,21
",",",",p
de,de,81
telles,tel,75
intonations,intonation,22
",",",",p
une,un,71
voix,voix,22
aussi,aussi,60
dramatique,dramatique,30
et,et,82
aussi,aussi,60
déchirée,déchiré,31
que,que,83
cette,ce,74
voix,voix,22
de,de,81
poitrinaire,poitrinaire,21
crachant,crachant,30
son,son,73
coeur,coeur,21
",",",",p
elle,il,51
ne,ne,60
se,se,51
les,le,52
rappelait,rappeler,18
que,que,83
de,de,81
mademoiselle,mademoiselle,22
Rachel,Rachel,20
/.,/.,P
à,à,81
la,le,71
fin,fin,22
",",",",p
Germinie,Germinie,20
s',se,51
éveilla,éveiller,19
brusquement,brusquement,60
",",",",p
les,le,71
yeux,oeil,21
pleins,plein,30
des,de,81
des,le,71
larmes,larme,22
de,de,81
son,son,73
sommeil,sommeil,21
",",",",p
et,et,82
se,se,51
jeta,jeter,19
au,à,81
au,le,71
bas,bas,21
du,de,81
du,le,71
lit,lit,21
",",",",p
en,en,81
voyant,voir,13
sa,son,73
maîtresse,maîtresse,22
rentrée,rentré,31
/.,/.,P
-,-,p
merci,merci,21
",",",",p
lui,lui,51
dit,dire,17
celle-ci,celui-ci,52
",",",",p
ne,ne,60
te,tu,51
gêne,gêner,17
pas,pas,60
!,!,p
/…,/…,P
Vautre-,vautrer,17
toi,toi,51
sur,sur,81
mon,mon,73
lit,lit,21
comme,comme,83
ça,ça,52
/!,/!,P
-,-,p
oh,oh,93
!,!,p
mademoiselle,mademoiselle,22
",",",",p
fit,faire,19
Germinie,Germinie,20
",",",",p
je,je,51
n',ne,60
étais,être,18
pas,pas,60
où,où,60
vous,vous,51
mettez,mettre,17
votre,votre,73
tête,tête,22
/…,/…,P
la,le,52
",",",",p
ça,ça,52
vous,vous,51
réchauffera,réchauffer,15
les,le,71
pieds,pied,21
/.,/.,P
-,-,p
ah,ah,93
çà,çà,60
!,!,p
veux,vouloir,17
tu,tu,51
me,je,51
dire,dire,14
un,un,71
peu,peu,60
ce,ce,52
que,que,52
tu,tu,51
rêvais,rêver,18
?,?,p
/…,/…,P
il,il,51
y,y,52
avait,avoir,18
un,un,71
homme,homme,21
…,…,p
tu,tu,51
te,tu,51
disputais,disputer,18
/…,/…,P
-,-,p
moi,moi,51
?,?,p
fit,faire,19
Germinie,Germinie,20
",",",",p
je,je,51
ne,ne,60
me,je,51
rappelle,rappeler,17
plus,plus,60
/…,/…,P
et,et,82
cherchant,chercher,13
son,son,73
rêve,rêve,21
",",",",p
elle,il,51
se,se,51
mit,mettre,19
à,à,81
déshabiller,déshabiller,14
silencieusement,silencieusement,60
sa,son,73
maîtresse,maîtresse,22
/.,/.,P
quand,quand,83
elle,il,51
l',le,52
eut,avoir,19
couchée,coucher,12
:,:,p
ah,ah,93
!,!,p
mademoiselle,mademoiselle,22
",",",",p
lui,lui,51
dit,dire,19
elle,il,51
en,en,81
lui,lui,51
bordant,border,13
son,son,73
lit,lit,21
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
que,que,83
vous,vous,51
me,je,51
donnerez,donner,15
bien,bien,60
une,un,71
fois,fois,22
quinze,quinze,72
jours,jour,21
pour,pour,81
aller,aller,14
chez,chez,81
nous,nous,51
?,?,p
/…,/…,P
ça,ça,52
me,je,51
revient,revenir,17
maintenant,maintenant,60
/…,/…,P
<XLII.>,<>,<>
bientôt,bientôt,60
mademoiselle,mademoiselle,22
s',se,51
étonna,étonner,19
d',de,81
un,un,71
entier,entier,30
changement,changement,21
dans,dans,81
la,le,71
manière,manière,22
d',de,81
être,être,14
",",",",p
les,le,71
habitudes,habitude,22
de,de,81
sa,son,73
bonne,bonne,22
/.,/.,P
Germinie,Germinie,20
n',ne,60
eut,avoir,19
plus,plus,60
ses,son,73
maussaderies,maussaderie,22
",",",",p
ses,son,73
humeurs,humeur,22
farouches,farouche,30
",",",",p
ses,son,73
rébellions,rébellion,22
",",",",p
ces,ce,74
mâchonnements,mâchonnement,21
de,de,81
mots,mot,21
où,où,60
grognait,grogner,18
son,son,73
mécontentement,mécontentement,21
/.,/.,P
elle,il,51
sortit,sortir,19
tout,tout,60
à,à,81
coup,coup,21
de,de,81
sa,son,73
paresse,paresse,22
",",",",p
reprit,reprendre,19
le,le,71
zèle,zèle,21
de,de,81
son,son,73
ouvrage,ouvrage,21
/.,/.,P
elle,il,51
ne,ne,60
resta,rester,19
plus,plus,60
des,de,81
des,le,71
heures,heure,22
à,à,81
faire,faire,14
son,son,73
marché,marché,21
;,;,p
elle,il,51
semblait,sembler,18
fuir,fuir,14
la,le,71
rue,rue,22
/.,/.,P
le,le,71
soir,soir,21
",",",",p
elle,il,51
ne,ne,60
sortait,sortir,18
plus,plus,60
;,;,p
à,à,81
peine,peine,22
si,si,83
elle,il,51
bougeait,bouger,18
d',de,81
auprès,auprès,60
de,de,81
mademoiselle,mademoiselle,22
",",",",p
l',le,52
entourant,entourer,13
",",",",p
la,le,52
gardant,garder,13
de,de,81
son,son,73
lever,lever,21
à,à,81
son,son,73
coucher,coucher,21
",",",",p
prenant,prendre,13
d',de,81
elle,il,51
un,un,71
soin,soin,21
continu,continu,30
",",",",p
incessant,incessant,30
",",",",p
presque,presque,60
irritant,irritant,30
",",",",p
ne,ne,60
la,le,52
laissant,laisser,13
pas,pas,60
se,se,51
lever,lever,14
",",",",p
pas,pas,60
même,même,60
allonger,allonger,14
la,le,71
main,main,22
pour,pour,81
prendre,prendre,14
quelque,quelque,75
chose,chose,22
",",",",p
la,le,52
servant,servir,13
",",",",p
la,le,52
veillant,veiller,13
comme,comme,83
un,un,71
enfant,enfant,21
/.,/.,P
par,par,81
moments,moment,21
",",",",p
fatiguée,fatigué,31
d',de,81
elle,il,51
",",",",p
lasse,las,30
de,de,81
cette,ce,74
éternelle,éternel,30
occupation,occupation,22
de,de,81
sa,son,73
personne,personne,22
",",",",p
mademoiselle,mademoiselle,22
ouvrait,ouvrir,18
la,le,71
bouche,bouche,22
pour,pour,81
lui,lui,51
dire,dire,14
:,:,p
ah,ah,93
çà,çà,60
!,!,p
vas,aller,17
tu,tu,51
bientôt,bientôt,60
décampiller,décampiller,92
d',de,81
ici,ici,60
/?,/?,P
mais,mais,82
Germinie,Germinie,20
levait,lever,18
sur,sur,81
elle,il,51
son,son,73
sourire,sourire,21
",",",",p
un,un,71
sourire,sourire,21
si,si,60
triste,triste,30
et,et,82
si,si,60
doux,doux,30
",",",",p
qu',que,83
il,il,51
arrêtait,arrêter,18
l',le,71
impatience,impatience,22
sur,sur,81
les,le,71
lèvres,lèvre,22
de,de,81
la,le,71
vieille,vieux,30
fille,fille,22
/.,/.,P
et,et,82
elle,il,51
continuait,continuer,18
à,à,81
demeurer,demeurer,14
près,près,81
d',de,81
elle,il,51
",",",",p
avec,avec,81
une,un,71
espèce,espèce,22
d',de,81
air,air,21
charmé,charmé,31
et,et,82
divinement,divinement,60
hébété,hébété,30
",",",",p
dans,dans,81
l',le,71
immobilité,immobilité,22
d',de,81
une,un,71
adoration,adoration,22
profonde,profond,30
",",",",p
l',le,71
enfoncement,enfoncement,21
d',de,81
une,un,71
contemplation,contemplation,22
presque,presque,60
idiote,idiot,30
/.,/.,P
c',ce,52
est,être,17
qu',que,83
en,en,81
ce,ce,74
moment,moment,21
toute,tout,75
l',le,71
affection,affection,22
de,de,81
la,le,71
pauvre,pauvre,30
fille,fille,22
se,se,51
retournait,retourner,18
vers,vers,81
mademoiselle,mademoiselle,22
/.,/.,P
sa,son,73
voix,voix,22
",",",",p
ses,son,73
gestes,geste,21
",",",",p
ses,son,73
yeux,oeil,21
",",",",p
son,son,73
silence,silence,21
",",",",p
sa,son,73
pensée,pensée,22
",",",",p
allaient,aller,18
à,à,81
la,le,71
personne,personne,22
de,de,81
sa,son,73
maîtresse,maîtresse,22
avec,avec,81
l',le,71
ardeur,ardeur,22
d',de,81
une,un,71
expiation,expiation,22
",",",",p
la,le,71
contrition,contrition,22
d',de,81
une,un,71
prière,prière,22
",",",",p
l',le,71
élancement,élancement,21
d',de,81
un,un,71
culte,culte,21
/.,/.,P
elle,il,51
l',le,52
aimait,aimer,18
avec,avec,81
toutes,tout,75
les,le,71
tendres,tendre,30
violences,violence,22
de,de,81
sa,son,73
nature,nature,22
/.,/.,P
elle,il,51
l',le,52
aimait,aimer,18
avec,avec,81
toutes,tout,75
les,le,71
déceptions,déception,22
de,de,81
sa,son,73
passion,passion,22
/.,/.,P
elle,il,51
voulait,vouloir,18
lui,lui,51
rendre,rendre,14
tout,tout,52
ce,ce,52
qu',que,52
elle,il,51
ne,ne,60
lui,lui,51
avait,avoir,18
pas,pas,60
donné,donner,12
",",",",p
tout,tout,52
ce,ce,52
que,que,52
d',de,81
autres,autre,52
lui,lui,51
avaient,avoir,18
pris,prendre,12
/.,/.,P
chaque,chaque,75
jour,jour,21
son,son,73
amour,amour,21
embrassait,embrasser,18
plus,plus,60
étroitement,étroitement,60
",",",",p
plus,plus,60
religieusement,religieusement,60
la,le,71
vieille,vieux,30
demoiselle,demoiselle,22
qui,qui,52
se,se,51
sentait,sentir,18
pressée,pressé,31
",",",",p
enveloppée,enveloppé,31
",",",",p
mollement,mollement,60
réchauffée,réchauffé,31
par,par,81
la,le,71
chaleur,chaleur,22
de,de,81
ces,ce,74
deux,deux,72
bras,bras,21
jetés,jeté,31
autour,autour,60
de,de,81
sa,son,73
vieillesse,vieillesse,22
/.,/.,P
<XLIII.>,<>,<>
mais,mais,82
le,le,71
passé,passé,21
et,et,82
ses,son,73
dettes,dette,22
étaient,être,18
toujours,toujours,60
là,là,60
",",",",p
et,et,82
lui,lui,51
répétaient,répéter,18
à,à,81
toute,tout,75
heure,heure,22
:,:,p
-,-,p
si,si,83
mademoiselle,mademoiselle,22
savait,savoir,18
/!,/!,P
elle,il,51
vivait,vivre,18
dans,dans,81
des,de,81
des,le,71
transes,transe,22
de,de,81
criminelle,criminelle,22
",",",",p
dans,dans,81
un,un,71
tremblement,tremblement,21
de,de,81
tous,tout,75
les,le,71
instants,instant,21
/.,/.,P
on,on,51
ne,ne,60
sonnait,sonner,18
pas,pas,60
à,à,81
la,le,71
porte,porte,22
sans,sans,81
qu',que,83
elle,il,51
se,se,51
dît,dire,18
:,:,p
c',ce,52
est,être,17
ça,ça,52
/!,/!,P
les,le,71
lettres,lettre,22
d',de,81
une,un,71
écriture,écriture,22
inconnue,inconnu,30
la,le,52
remplissaient,remplir,18
d',de,81
anxiété,anxiété,22
/.,/.,P
elle,il,51
en,en,52
tourmentait,tourmenter,18
la,le,71
cire,cire,22
avec,avec,81
ses,son,73
doigts,doigt,21
",",",",p
elle,il,51
les,le,52
renfonçait,renfoncer,18
dans,dans,81
sa,son,73
poche,poche,22
",",",",p
elle,il,51
hésitait,hésiter,18
à,à,81
les,le,52
donner,donner,14
",",",",p
et,et,82
le,le,71
moment,moment,21
où,où,60
mademoiselle,mademoiselle,22
ouvrait,ouvrir,18
le,le,71
terrible,terrible,30
papier,papier,21
",",",",p
le,le,52
parcourait,parcourir,18
de,de,81
l',le,71
oeil,oeil,21
froid,froid,30
des,de,81
des,le,71
vieilles,vieux,30
gens,gens,21
",",",",p
avait,avoir,18
pour,pour,81
elle,il,51
l',le,71
émotion,émotion,22
d',de,81
un,un,71
arrêt,arrêt,21
de,de,81
mort,mort,22
qu',que,52
on,on,51
attend,attendre,17
/.,/.,P
elle,il,51
sentait,sentir,18
son,son,73
secret,secret,21
et,et,82
son,son,73
mensonge,mensonge,21
dans,dans,81
la,le,71
main,main,22
de,de,81
tout,tout,75
le,le,71
monde,monde,21
/.,/.,P
la,le,71
maison,maison,22
l',le,52
avait,avoir,18
vue,voir,12
et,et,82
pouvait,pouvoir,18
parler,parler,14
/.,/.,P
le,le,71
quartier,quartier,21
la,le,52
connaissait,connaître,18
/.,/.,P
autour,autour,60
d',de,81
elle,il,51
",",",",p
il,il,51
n',ne,60
y,y,52
avait,avoir,18
plus,plus,60
que,que,83
sa,son,73
maîtresse,maîtresse,22
dont,dont,52
elle,il,51
pût,pouvoir,18
voler,voler,14
l',le,71
estime,estime,22
/!,/!,P
en,en,81
montant,monter,13
",",",",p
en,en,81
descendant,descendre,13
",",",",p
elle,il,51
trouvait,trouver,18
le,le,71
regard,regard,21
du,de,81
du,le,71
portier,portier,21
",",",",p
un,un,71
regard,regard,21
qui,qui,52
souriait,sourire,18
",",",",p
un,un,71
regard,regard,21
qui,qui,52
lui,lui,51
disait,dire,18
:,:,p
je,je,51
sais,savoir,17
/.,/.,P
elle,il,51
n',ne,60
osait,oser,18
plus,plus,60
l',le,52
appeler,appeler,14
:,:,p
mon,mon,73
Pipelet,Pipelet,20
/.,/.,P
quand,quand,83
elle,il,51
rentrait,rentrer,18
",",",",p
il,il,51
regardait,regarder,18
dans,dans,81
son,son,73
panier,panier,21
:,:,p
-,-,p
moi,moi,51
qui,qui,52
aime,aimer,17
tant,tant,60
ça,ça,52
!,!,p
disait,dire,18
la,le,71
portière,portière,22
quand,quand,83
il,il,51
y,y,52
avait,avoir,18
quelque,quelque,75
bon,bon,30
morceau,morceau,21
/.,/.,P
le,le,71
soir,soir,21
elle,il,51
leur,leur,52
descendait,descendre,18
les,le,71
restes,reste,21
/.,/.,P
elle,il,51
ne,ne,60
mangeait,manger,18
plus,plus,60
/.,/.,P
elle,il,51
finit,finir,17
par,par,81
les,le,52
nourrir,nourrir,14
/.,/.,P
toute,tout,75
la,le,71
rue,rue,22
lui,lui,51
faisait,faire,18
peur,peur,22
comme,comme,83
l',le,71
escalier,escalier,21
et,et,82
la,le,71
loge,loge,22
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
dans,dans,81
chaque,chaque,75
boutique,boutique,22
un,un,71
visage,visage,21
qui,qui,52
lui,lui,51
renvoyait,renvoyer,18
sa,son,73
honte,honte,22
et,et,82
spéculait,spéculer,18
sur,sur,81
sa,son,73
faute,faute,22
/.,/.,P
à,à,81
chaque,chaque,75
pas,pas,21
",",",",p
il,il,51
lui,lui,51
fallait,falloir,18
acheter,acheter,14
le,le,71
silence,silence,21
à,à,81
prix,prix,21
de,de,81
bassesse,bassesse,22
et,et,82
de,de,81
soumission,soumission,22
/.,/.,P
les,le,71
fournisseurs,fournisseur,21
qu',que,52
elle,il,51
n',ne,60
avait,avoir,18
pu,pouvoir,12
rembourser,rembourser,14
",",",",p
la,le,52
tenaient,tenir,18
/.,/.,P
si,si,83
elle,il,51
trouvait,trouver,18
quelque,quelque,75
chose,chose,22
trop,trop,60
cher,cher,60
",",",",p
une,un,71
goguenardise,goguenardise,22
lui,lui,51
rappelait,rappeler,18
qu',que,83
ils,ils,51
étaient,être,18
ses,son,73
maîtres,maître,21
",",",",p
et,et,82
qu',que,52
il,il,51
fallait,falloir,18
payer,payer,14
si,si,83
elle,il,51
ne,ne,60
voulait,vouloir,18
pas,pas,60
être,être,14
dénoncée,dénoncer,12
/.,/.,P
une,un,71
plaisanterie,plaisanterie,22
",",",",p
une,un,71
allusion,allusion,22
la,le,52
faisait,faire,18
pâlir,pâlir,14
/.,/.,P
elle,il,51
était,être,18
liée,lier,12
là,là,60
",",",",p
obligée,obliger,12
de,de,81
s',se,51
y,y,52
fournir,fournir,14
",",",",p
de,de,81
s',se,51
y,y,52
laisser,laisser,14
fouiller,fouiller,14
aux,à,81
aux,le,71
poches,poche,22
comme,comme,83
par,par,81
des,de,81
des,le,71
complices,complice,21
/.,/.,P
la,le,71
remplaçante,remplaçante,22
de,de,81
madame,madame,22
Jupillon,Jupillon,20
",",",",p
partie,partie,22
pour,pour,81
aller,aller,14
tenir,tenir,14
une,un,71
épicerie,épicerie,22
à,à,81
Bar-sur-Aube,Bar-sur-Aube,20
",",",",p
la,le,71
nouvelle,nouveau,30
