11402
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-dix-neuvième extrait>,<>,<>
mais,mais,82
elle,il,51
eût,avoir,19
voulu,vouloir,12
racheter,racheter,14
au,à,81
au,le,71
prix,prix,21
d',de,81
une,un,71
éternité,éternité,22
de,de,81
malheur,malheur,21
la,le,71
nécessité,nécessité,22
cruelle,cruel,30
où,où,60
elle,il,51
se,se,51
trouvait,trouver,18
/.,/.,P
malgré,malgré,81
la,le,71
violence,violence,22
affreuse,affreux,30
qu',que,83
elle,il,51
se,se,51
faisait,faire,18
",",",",p
elle,il,51
fut,être,19
parfaitement,parfaitement,60
maîtresse,maîtresse,22
de,de,81
ses,son,73
paroles,parole,22
/.,/.,P
aucun,aucun,75
regret,regret,21
",",",",p
aucun,aucun,75
reproche,reproche,21
ne,ne,60
vinrent,venir,19
gâter,gâter,14
cette,ce,74
nuit,nuit,22
qui,qui,52
sembla,sembler,19
singulière,singulier,30
plutôt,plutôt,60
qu',que,83
heureuse,heureux,30
à,à,81
Julien,Julien,20
/.,/.,P
quelle,quel,75
différence,différence,22
",",",",p
grand,grand,30
dieu,dieu,21
!,!,p
avec,avec,81
son,son,73
dernier,dernier,30
séjour,séjour,21
de,de,81
vingt,vingt,72
quatre,quatre,72
heures,heure,22
à,à,81
Verrières,Verrières,20
/!,/!,P
ces,ce,74
belles,beau,30
façons,façon,22
de,de,81
Paris,Paris,20
ont,avoir,17
trouvé,trouver,12
le,le,71
secret,secret,30
de,de,81
tout,tout,52
gâter,gâter,14
",",",",p
même,même,60
l',le,71
amour,amour,21
",",",",p
se,se,51
disait,dire,18
il,il,51
dans,dans,81
son,son,73
injustice,injustice,22
extrême,extrême,30
/.,/.,P
il,il,51
se,se,51
livrait,livrer,18
à,à,81
ces,ce,74
réflexions,réflexion,22
debout,debout,60
dans,dans,81
une,un,52
des,de,81
des,le,71
grandes,grand,30
armoires,armoire,22
d',de,81
acajou,acajou,21
où,où,60
on,on,51
l',le,52
avait,avoir,18
fait,faire,12
entrer,entrer,14
aux,à,81
aux,le,71
premiers,premier,72
bruits,bruit,21
entendus,entendu,31
dans,dans,81
l',le,71
appartement,appartement,21
voisin,voisin,30
",",",",p
qui,qui,52
était,être,18
celui,celui,52
de,de,81
madame,madame,22
de,de,81
La Mole,La Mole,20
/.,/.,P
Mathilde,Mathilde,20
suivit,suivre,19
sa,son,73
mère,mère,22
à,à,81
la,le,71
messe,messe,22
",",",",p
les,le,71
femmes,femme,22
quittèrent,quitter,19
l',le,71
appartement,appartement,21
",",",",p
et,et,82
Julien,Julien,20
s',se,51
échappa,échapper,19
avant,avant,81
qu',que,83
elles,ils,51
ne,ne,60
revinssent,revenir,18
terminer,terminer,14
leurs,leur,73
travaux,travail,21
/.,/.,P
il,il,51
monta,monter,19
à,à,81
cheval,cheval,21
et,et,82
chercha,chercher,19
les,le,71
endroits,endroit,21
les,le,71
plus,plus,60
solitaires,solitaire,30
d',de,81
une,un,52
des,de,81
des,le,71
forêts,forêt,22
voisines,voisin,30
de,de,81
Paris,Paris,20
/.,/.,P
il,il,51
était,être,18
bien,bien,60
plus,plus,60
étonné,étonner,12
qu',que,83
heureux,heureux,30
/.,/.,P
le,le,71
bonheur,bonheur,21
qui,qui,52
",",",",p
de,de,81
temps,temps,21
à,à,81
autre,autre,52
",",",",p
venait,venir,18
occuper,occuper,14
son,son,73
âme,âme,22
",",",",p
était,être,18
comme,comme,83
celui,celui,52
d',de,81
un,un,71
jeune,jeune,30
sous-lieutenant,sous-lieutenant,21
qui,qui,52
",",",",p
à,à,81
la,le,71
suite,suite,22
de,de,81
quelque,quelque,75
action,action,22
étonnante,étonnant,30
",",",",p
vient,venir,17
d',de,81
être,être,14
nommé,nommer,12
colonel,colonel,21
d'emblée,d'emblée,60
par,par,81
le,le,71
général,général,21
en,en,81
chef,chef,21
;,;,p
il,il,51
se,se,51
sentait,sentir,18
porté,porté,31
à,à,81
une,un,71
immense,immense,30
hauteur,hauteur,22
/.,/.,P
tout,tout,52
ce,ce,52
qui,qui,52
était,être,18
au-dessus,au-dessus,60
de,de,81
lui,lui,51
la,le,71
veille,veille,22
",",",",p
était,être,18
à,à,81
ses,son,73
côtés,côté,21
maintenant,maintenant,60
ou,ou,82
bien,bien,60
au-dessous,au-dessous,60
/.,/.,P
peu,peu,60
à,à,81
peu,peu,60
le,le,71
bonheur,bonheur,21
de,de,81
Julien,Julien,20
augmenta,augmenter,19
à,à,81
mesure,mesure,22
qu',que,83
il,il,51
s',se,51
éloignait,éloigner,18
/.,/.,P
s',si,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
rien,rien,52
de,de,81
tendre,tendre,14
dans,dans,81
son,son,73
âme,âme,22
",",",",p
c',ce,52
est,être,17
que,que,83
",",",",p
quelque,quelque,75
étrange,étrange,30
que,que,83
ce,ce,74
mot,mot,21
puisse,pouvoir,17
paraître,paraître,14
",",",",p
Mathilde,Mathilde,20
",",",",p
dans,dans,81
toute,tout,75
sa,son,73
conduite,conduite,22
avec,avec,81
lui,lui,51
",",",",p
avait,avoir,18
accompli,accomplir,12
un,un,71
devoir,devoir,21
/.,/.,P
il,il,51
n',ne,60
y,y,52
eut,avoir,19
rien,rien,52
d',de,81
imprévu,imprévu,30
pour,pour,81
elle,il,51
dans,dans,81
tous,tout,75
les,le,71
événements,événement,21
de,de,81
cette,ce,74
nuit,nuit,22
que,que,52
le,le,71
malheur,malheur,21
et,et,82
la,le,71
honte,honte,22
qu',que,52
elle,il,51
avait,avoir,18
trouvés,trouver,12
au,à,81
au,le,71
lieu,lieu,21
de,de,81
cette,ce,74
entière,entier,30
félicité,félicité,22
dont,dont,52
parlent,parler,17
les,le,71
romans,roman,21
/.,/.,P
me,je,51
serais,être,16
je,je,51
trompée,tromper,12
",",",",p
n',ne,60
aurais,avoir,16
je,je,51
pas,pas,60
d',de,81
amour,amour,21
pour,pour,81
lui,lui,51
?,?,p
se,se,51
dit,dire,19
elle,il,51
/.,/.,P
une,un,71
vieille,vieux,30
épée,épée,22
/.,/.,P
elle,il,51
ne,ne,60
parut,paraître,19
pas,pas,60
au,à,81
au,le,71
dîner,dîner,21
/.,/.,P
le,le,71
soir,soir,21
elle,il,51
vint,venir,19
un,un,71
instant,instant,21
au,à,81
au,le,71
salon,salon,21
",",",",p
mais,mais,82
ne,ne,60
regarda,regarder,19
pas,pas,60
Julien,Julien,20
/.,/.,P
cette,ce,74
conduite,conduite,22
lui,lui,51
parut,paraître,19
étrange,étrange,30
;,;,p
mais,mais,82
",",",",p
pensa,penser,19
t,t,94
il,il,51
",",",",p
je,je,51
ne,ne,60
connais,connaître,17
leurs,leur,73
usages,usage,21
",",",",p
elle,il,51
me,je,51
donnera,donner,15
quelque,quelque,75
bonne,bon,30
raison,raison,22
pour,pour,81
tout,tout,75
ceci,ceci,52
/.,/.,P
toutefois,toutefois,60
",",",",p
agité,agité,31
par,par,81
la,le,71
plus,plus,60
extrême,extrême,30
curiosité,curiosité,22
",",",",p
il,il,51
étudiait,étudier,18
l',le,71
expression,expression,22
des,de,81
des,le,71
traits,trait,21
de,de,81
Mathilde,Mathilde,20
;,;,p
il,il,51
ne,ne,60
put,pouvoir,19
pas,pas,60
se,se,51
dissimuler,dissimuler,14
qu',que,83
elle,il,51
avait,avoir,18
l',le,71
air,air,21
sec,sec,30
et,et,82
méchant,méchant,30
/.,/.,P
évidemment,évidemment,60
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
la,le,71
même,même,75
femme,femme,22
qui,qui,52
",",",",p
la,le,71
nuit,nuit,22
précédente,précédent,30
",",",",p
avait,avoir,18
ou,ou,82
feignait,feindre,18
des,de,81
des,le,71
transports,transport,21
de,de,81
bonheur,bonheur,21
trop,trop,60
excessifs,excessif,30
pour,pour,81
être,être,14
vrais,vrai,30
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
le,le,71
surlendemain,surlendemain,21
",",",",p
même,même,75
froideur,froideur,22
de,de,81
sa,son,73
part,part,22
;,;,p
elle,il,51
ne,ne,60
le,le,52
regardait,regarder,18
pas,pas,60
",",",",p
elle,il,51
ne,ne,60
s',se,51
apercevait,apercevoir,18
pas,pas,60
de,de,81
son,son,73
existence,existence,22
/.,/.,P
Julien,Julien,20
",",",",p
dévoré,dévoré,31
par,par,81
la,le,71
plus,plus,60
vive,vif,30
inquiétude,inquiétude,22
",",",",p
était,être,18
à,à,81
mille,mille,72
lieues,lieue,22
des,de,81
des,le,71
sentiments,sentiment,21
de,de,81
triomphe,triomphe,21
qui,qui,52
l',le,52
avaient,avoir,18
seuls,seul,30
animé,animer,12
le,le,71
premier,premier,72
jour,jour,21
/.,/.,P
serait,être,16
ce,ce,52
",",",",p
par,par,81
hasard,hasard,21
",",",",p
se,se,51
dit,dire,19
il,il,51
",",",",p
un,un,71
retour,retour,21
à,à,81
la,le,71
vertu,vertu,22
/?,/?,P
mais,mais,82
ce,ce,74
mot,mot,21
était,être,18
bien,bien,60
bourgeois,bourgeois,30
pour,pour,81
l',le,71
altière,altier,30
Mathilde,Mathilde,20
/.,/.,P
dans,dans,81
les,le,71
positions,position,22
ordinaires,ordinaire,30
de,de,81
la,le,71
vie,vie,22
elle,il,51
ne,ne,60
croit,croire,17
guère,guère,60
à,à,81
la,le,71
religion,religion,22
",",",",p
pensait,penser,18
Julien,Julien,20
",",",",p
elle,il,51
l',le,52
aime,aimer,17
comme,comme,83
très,très,60
utile,utile,30
aux,à,81
aux,le,71
intérêts,intérêt,21
de,de,81
sa,son,73
caste,caste,22
/.,/.,P
mais,mais,82
par,par,81
simple,simple,30
délicatesse,délicatesse,22
féminine,féminin,30
ne,ne,60
peut,pouvoir,17
elle,il,51
pas,pas,60
se,se,51
reprocher,reprocher,14
vivement,vivement,60
la,le,71
faute,faute,22
qu',que,52
elle,il,51
a,avoir,17
commise,commettre,12
/?,/?,P
Julien,Julien,20
croyait,croire,18
être,être,14
son,son,73
premier,premier,72
amant,amant,21
/.,/.,P
mais,mais,82
",",",",p
se,se,51
disait,dire,18
il,il,51
dans,dans,81
d',de,81
autres,autre,75
instants,instant,21
",",",",p
il,il,51
faut,falloir,17
avouer,avouer,14
qu',que,83
il,il,51
n',ne,60
y,y,52
a,avoir,17
rien,rien,52
de,de,81
naïf,naïf,30
",",",",p
de,de,81
simple,simple,21
",",",",p
de,de,81
tendre,tendre,14
dans,dans,81
toute,tout,75
sa,son,73
manière,manière,22
d',de,81
être,être,14
;,;,p
jamais,jamais,60
je,je,51
ne,ne,60
l',le,52
ai,avoir,17
vue,voir,12
plus,plus,60
altière,altier,30
/.,/.,P
me,je,51
mépriserait,mépriser,16
elle,il,51
/?,/?,P
il,il,51
serait,être,16
digne,digne,30
d',de,81
elle,il,51
de,de,81
se,se,51
reprocher,reprocher,14
ce,ce,52
qu',que,52
elle,il,51
a,avoir,17
fait,faire,12
pour,pour,81
moi,moi,51
",",",",p
à,à,81
cause,cause,22
seulement,seulement,60
de,de,81
la,le,71
bassesse,bassesse,22
de,de,81
ma,mon,73
naissance,naissance,22
/.,/.,P
pendant,pendant,81
que,que,83
Julien,Julien,20
",",",",p
rempli,rempli,31
de,de,81
ses,son,73
préjugés,préjugé,21
puisés,puisé,31
dans,dans,81
les,le,71
livres,livre,21
et,et,82
dans,dans,81
les,le,71
souvenirs,souvenir,21
de,de,81
Verrières,Verrières,20
",",",",p
poursuivait,poursuivre,18
la,le,71
chimère,chimère,22
d',de,81
une,un,71
maîtresse,maîtresse,22
tendre,tendre,30
et,et,82
qui,qui,52
ne,ne,60
songe,songer,17
plus,plus,60
à,à,81
sa,son,73
propre,propre,30
existence,existence,22
du,de,81
du,le,71
moment,moment,21
qu',que,83
elle,il,51
a,avoir,17
fait,faire,12
le,le,71
bonheur,bonheur,21
de,de,81
son,son,73
amant,amant,21
",",",",p
la,le,71
vanité,vanité,22
de,de,81
Mathilde,Mathilde,20
était,être,18
furieuse,furieux,30
contre,contre,81
lui,lui,51
/.,/.,P
comme,comme,83
elle,il,51
ne,ne,60
s',se,51
ennuyait,ennuyer,18
plus,plus,60
depuis,depuis,81
deux,deux,72
mois,mois,21
",",",",p
elle,il,51
ne,ne,60
craignait,craindre,18
plus,plus,60
l',le,71
ennui,ennui,21
;,;,p
ainsi,ainsi,60
",",",",p
sans,sans,81
pouvoir,pouvoir,14
s',se,51
en,en,52
douter,douter,14
le,le,71
moins,moins,60
du,de,81
du,le,71
monde,monde,21
",",",",p
Julien,Julien,20
avait,avoir,18
perdu,perdre,12
son,son,73
plus,plus,60
grand,grand,30
avantage,avantage,21
/.,/.,P
je,je,51
me,je,51
suis,être,17
donné,donner,12
un,un,71
maître,maître,21
!,!,p
se,se,51
disait,dire,18
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
en,en,81
proie,proie,22
au,à,81
au,le,71
plus,plus,60
noir,noir,30
chagrin,chagrin,21
/.,/.,P
il,il,51
est,être,17
rempli,remplir,12
d',de,81
honneur,honneur,21
",",",",p
à,à,81
la,le,71
bonne,bon,30
heure,heure,22
;,;,p
mais,mais,82
si,si,83
je,je,51
pousse,pousser,17
à,à,81
bout,bout,21
sa,son,73
vanité,vanité,22
",",",",p
il,il,51
se,se,51
vengera,venger,15
en,en,81
faisant,faire,13
connaître,connaître,14
la,le,71
nature,nature,22
de,de,81
nos,notre,73
relations,relation,22
/.,/.,P
jamais,jamais,60
Mathilde,Mathilde,20
n',ne,60
avait,avoir,18
eu,avoir,12
d',de,81
amant,amant,21
",",",",p
et,et,82
dans,dans,81
cette,ce,74
circonstance,circonstance,22
de,de,81
la,le,71
vie,vie,22
qui,qui,52
donne,donner,17
quelques,quelque,75
illusions,illusion,22
tendres,tendre,30
même,même,60
aux,à,81
aux,le,71
âmes,âme,22
les,le,71
plus,plus,60
sèches,sec,30
",",",",p
elle,il,51
était,être,18
en,en,81
proie,proie,22
aux,à,81
aux,le,71
réflexions,réflexion,22
les,le,71
plus,plus,60
amères,amer,30
/.,/.,P
il,il,51
a,avoir,17
sur,sur,81
moi,moi,51
un,un,71
empire,empire,21
immense,immense,30
",",",",p
puisqu',puisque,83
il,il,51
règne,régner,17
par,par,81
la,le,71
terreur,terreur,22
et,et,82
peut,pouvoir,17
me,je,51
punir,punir,14
d',de,81
une,un,71
peine,peine,22
atroce,atroce,30
",",",",p
si,si,83
je,je,51
le,le,52
pousse,pousser,17
à,à,81
bout,bout,21
/.,/.,P
cette,ce,74
seule,seul,30
idée,idée,22
suffisait,suffire,18
pour,pour,81
porter,porter,14
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
à,à,81
l',le,52
outrager,outrager,14
/.,/.,P
le,le,71
courage,courage,21
était,être,18
la,le,71
première,premier,72
qualité,qualité,22
de,de,81
son,son,73
caractère,caractère,21
/.,/.,P
rien,rien,52
ne,ne,60
pouvait,pouvoir,18
lui,lui,51
donner,donner,14
quelque,quelque,75
agitation,agitation,22
et,et,82
la,le,52
guérir,guérir,14
d',de,81
un,un,71
fond,fond,21
d',de,81
ennui,ennui,21
sans,sans,81
cesse,cesse,22
renaissant,renaître,13
que,que,83
l',le,71
idée,idée,22
qu',que,52
elle,il,51
jouait,jouer,18
à,à,81
croix,croix,22
ou,ou,82
pile,piler,17
son,son,73
existence,existence,22
entière,entier,30
/.,/.,P
le,le,71
troisième,troisième,72
jour,jour,21
",",",",p
comme,comme,83
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
s',se,51
obstinait,obstiner,18
à,à,81
ne,ne,60
pas,pas,60
le,le,52
regarder,regarder,14
",",",",p
Julien,Julien,20
la,le,52
suivit,suivre,19
après,après,81
dîner,dîner,21
",",",",p
et,et,82
évidemment,évidemment,60
malgré,malgré,81
elle,il,51
",",",",p
dans,dans,81
la,le,71
salle,salle,22
de,de,81
billard,billard,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
monsieur,monsieur,21
",",",",p
vous,vous,51
croyez,croire,17
donc,donc,82
avoir,avoir,14
acquis,acquérir,12
des,de,81
des,le,71
droits,droit,21
bien,bien,60
puissants,puissant,30
sur,sur,81
moi,moi,51
",",",",p
lui,lui,51
dit,dire,19
elle,il,51
avec,avec,81
une,un,71
colère,colère,22
à,à,81
peine,peine,22
retenue,retenu,31
",",",",p
puisque,puisque,83
en,en,81
opposition,opposition,22
à,à,81
ma,mon,73
volonté,volonté,22
bien,bien,60
évidemment,évidemment,60
déclarée,déclaré,31
",",",",p
vous,vous,51
prétendez,prétendre,17
me,je,51
parler,parler,14
?,?,p
/…,/…,P
savez,savoir,17
vous,vous,51
que,que,83
personne,personne,52
au,à,81
au,le,71
monde,monde,21
n',ne,60
a,avoir,17
jamais,jamais,60
tant,tant,60
osé,oser,12
/?,/?,P
rien,rien,52
ne,ne,60
fut,être,19
plaisant,plaisant,30
comme,comme,83
le,le,71
dialogue,dialogue,21
de,de,81
ces,ce,74
deux,deux,72
jeunes,jeune,30
amants,amant,21
",",",",p
sans,sans,81
s',se,51
en,en,52
douter,douter,14
ils,ils,51
étaient,être,18
animés,animer,12
l',le,71
un,un,52
contre,contre,81
l',le,71
autre,autre,52
des,de,81
des,le,71
sentiments,sentiment,21
de,de,81
la,le,71
haine,haine,22
la,le,71
plus,plus,60
vive,vif,30
/.,/.,P
comme,comme,83
ni,ni,82
l',le,71
un,un,52
ni,ni,82
l',le,71
autre,autre,52
n',ne,60
avait,avoir,18
le,le,71
caractère,caractère,21
endurant,endurant,30
",",",",p
que,que,83
d',de,81
ailleurs,ailleurs,60
ils,ils,51
avaient,avoir,18
des,de,81
des,le,71
habitudes,habitude,22
de,de,81
bonne,bon,30
compagnie,compagnie,22
",",",",p
ils,ils,51
en,en,52
furent,être,19
bientôt,bientôt,60
à,à,81
se,se,51
déclarer,déclarer,14
nettement,nettement,60
qu',que,83
ils,ils,51
se,se,51
brouillaient,brouiller,18
à,à,81
jamais,jamais,60
/.,/.,P
-,-,p
je,je,51
vous,vous,51
jure,jurer,17
un,un,71
secret,secret,30
éternel,éternel,21
",",",",p
dit,dire,19
Julien,Julien,20
",",",",p
j',je,51
ajouterais,ajouter,16
même,même,60
que,que,83
jamais,jamais,60
je,je,51
ne,ne,60
vous,vous,51
adresserai,adresser,15
la,le,71
parole,parole,22
",",",",p
si,si,83
votre,votre,73
réputation,réputation,22
ne,ne,60
pouvait,pouvoir,18
souffrir,souffrir,14
de,de,81
ce,ce,74
changement,changement,21
trop,trop,60
marqué,marqué,31
/.,/.,P
il,il,51
salua,saluer,19
avec,avec,81
respect,respect,21
et,et,82
partit,partir,19
/.,/.,P
il,il,51
accomplissait,accomplir,18
sans,sans,81
trop,trop,60
de,de,81
peine,peine,22
ce,ce,52
qu',que,52
il,il,51
croyait,croire,18
un,un,71
devoir,devoir,21
;,;,p
il,il,51
était,être,18
bien,bien,60
loin,loin,60
de,de,81
se,se,51
croire,croire,14
fort,fort,60
amoureux,amoureux,30
de,de,81
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
/.,/.,P
sans,sans,81
doute,doute,21
il,il,51
ne,ne,60
l',le,52
aimait,aimer,18
pas,pas,60
trois,trois,72
jours,jour,21
auparavant,auparavant,60
",",",",p
quand,quand,83
on,on,51
l',le,52
avait,avoir,18
caché,cacher,12
dans,dans,81
la,le,71
grande,grand,30
armoire,armoire,22
d',de,81
acajou,acajou,21
/.,/.,P
mais,mais,82
tout,tout,52
changea,changer,19
rapidement,rapidement,60
dans,dans,81
son,son,73
âme,âme,22
",",",",p
du,de,81
du,le,71
moment,moment,21
qu',que,83
il,il,51
se,se,51
vit,voir,19
à,à,81
jamais,jamais,60
brouillé,brouillé,31
avec,avec,81
elle,il,51
/.,/.,P
sa,son,73
mémoire,mémoire,22
cruelle,cruel,30
se,se,51
mit,mettre,19
à,à,81
lui,lui,51
retracer,retracer,14
les,le,71
moindres,moindre,30
circonstances,circonstance,22
de,de,81
cette,ce,74
nuit,nuit,22
qui,qui,52
dans,dans,81
la,le,71
réalité,réalité,22
l',le,52
avait,avoir,18
laissé,laisser,12
si,si,60
froid,froid,30
/.,/.,P
dans,dans,81
la,le,71
nuit,nuit,22
même,même,30
qui,qui,52
suivit,suivre,19
la,le,71
déclaration,déclaration,22
de,de,81
brouille,brouille,22
éternelle,éternel,30
",",",",p
Julien,Julien,20
faillit,faillir,19
devenir,devenir,14
fou,fou,30
en,en,81
étant,être,13
obligé,obliger,12
de,de,81
s',se,51
avouer,avouer,14
qu',que,83
il,il,51
aimait,aimer,18
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
/.,/.,P
des,de,81
des,le,71
combats,combat,21
affreux,affreux,30
suivirent,suivre,19
cette,ce,74
découverte,découverte,22
:,:,p
tous,tout,75
ses,son,73
sentiments,sentiment,21
étaient,être,18
bouleversés,bouleverser,12
/.,/.,P
deux,deux,72
jours,jour,21
après,après,81
",",",",p
au,à,81
au,le,71
lieu,lieu,21
d',de,81
être,être,14
fier,fier,30
avec,avec,81
monsieur,monsieur,21
de,de,81
Croisenois,Croisenois,20
",",",",p
il,il,51
l',le,52
aurait,avoir,16
presque,presque,60
embrassé,embrasser,12
en,en,81
fondant,fondre,13
en,en,81
larmes,larme,22
/.,/.,P
l',le,71
habitude,habitude,22
du,de,81
du,le,71
malheur,malheur,21
lui,lui,51
donna,donner,19
une,un,71
lueur,lueur,22
de,de,81
bon,bon,30
sens,sens,21
",",",",p
il,il,51
se,se,51
décida,décider,19
à,à,81
partir,partir,14
pour,pour,81
le,le,71
Languedoc,Languedoc,20
",",",",p
fit,faire,19
sa,son,73
malle,malle,22
et,et,82
alla,aller,19
à,à,81
la,le,71
poste,poste,22
/.,/.,P
il,il,51
se,se,51
sentit,sentir,19
défaillir,défaillir,14
quand,quand,83
",",",",p
arrivé,arrivé,31
au,à,81
au,le,71
bureau,bureau,21
des,de,81
des,le,71
malles-poste,malle-poste,22
",",",",p
on,on,51
lui,lui,51
apprit,apprendre,19
que,que,83
",",",",p
par,par,81
un,un,71
hasard,hasard,21
singulier,singulier,30
",",",",p
il,il,51
y,y,52
avait,avoir,18
une,un,71
place,place,22
le,le,71
lendemain,lendemain,21
dans,dans,81
la,le,71
malle,malle,22
de,de,81
Toulouse,Toulouse,20
/.,/.,P
il,il,51
l',le,52
arrêta,arrêter,19
et,et,82
revint,revenir,19
à,à,81
l',le,71
hôtel,hôtel,21
de,de,81
La Mole,La Mole,20
",",",",p
annoncer,annoncer,14
son,son,73
départ,départ,21
au,à,81
au,le,71
marquis,marquis,21
/.,/.,P
monsieur,monsieur,21
de,de,81
La Mole,La Mole,20
était,être,18
sorti,sortir,12
/.,/.,P
plus,plus,60
mort,mort,31
que,que,83
vif,vif,30
",",",",p
Julien,Julien,20
alla,aller,19
l',le,52
attendre,attendre,14
dans,dans,81
la,le,71
bibliothèque,bibliothèque,22
/.,/.,P
que,que,52
devint,devenir,19
il,il,51
en,en,81
y,y,52
trouvant,trouver,13
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
/?,/?,P
en,en,81
le,le,52
voyant,voir,13
paraître,paraître,14
",",",",p
elle,il,51
prit,prendre,19
un,un,71
air,air,21
de,de,81
méchanceté,méchanceté,22
auquel,à,81
auquel,lequel,52
il,il,51
lui,lui,51
fut,être,19
impossible,impossible,30
de,de,81
se,se,51
méprendre,méprendre,14
/.,/.,P
emporté,emporté,31
par,par,81
son,son,73
malheur,malheur,21
",",",",p
égaré,égaré,31
par,par,81
la,le,71
surprise,surprise,22
",",",",p
Julien,Julien,20
eut,avoir,19
la,le,71
faiblesse,faiblesse,22
de,de,81
lui,lui,51
dire,dire,14
",",",",p
du,de,81
du,le,71
ton,ton,21
le,le,71
plus,plus,60
tendre,tendre,30
et,et,82
qui,qui,52
venait,venir,18
de,de,81
l',le,71
âme,âme,22
:,:,p
-,-,p
ainsi,ainsi,60
",",",",p
vous,vous,51
ne,ne,60
m',je,51
aimez,aimer,17
plus,plus,60
/?,/?,P
j',je,51
ai,avoir,17
horreur,horreur,22
de,de,81
m',je,51
être,être,14
livrée,livrer,12
au,à,81
au,le,71
premier,premier,72
venu,venu,31
",",",",p
dit,dire,19
Mathilde,Mathilde,20
en,en,81
pleurant,pleurer,13
de,de,81
rage,rage,22
contre,contre,81
elle-même,lui-même,51
/.,/.,P
-,-,p
au,à,81
au,le,71
premier,premier,72
venu,venu,31
!,!,p
s',se,51
écria,écrier,19
Julien,Julien,20
",",",",p
et,et,82
il,il,51
s',se,51
élança,élancer,19
sur,sur,81
une,un,71
vieille,vieux,30
épée,épée,22
du,de,81
du,le,71
moyen,moyen,30
âge,âge,21
",",",",p
qui,qui,52
était,être,18
conservée,conserver,12
dans,dans,81
la,le,71
bibliothèque,bibliothèque,22
comme,comme,83
une,un,71
curiosité,curiosité,22
/.,/.,P
sa,son,73
douleur,douleur,22
",",",",p
qu',que,52
il,il,51
croyait,croire,18
extrême,extrême,30
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
avait,avoir,18
adressé,adresser,12
la,le,71
parole,parole,22
à,à,81
mademoiselle,mademoiselle,22
de,de,81
La Mole,La Mole,20
",",",",p
venait,venir,18
d',de,81
être,être,14
centuplée,centupler,12
par,par,81
les,le,71
larmes,larme,22
de,de,81
honte,honte,22
qu',que,83
il,il,51
lui,lui,51
voyait,voir,18
répandre,répandre,14
/.,/.,P
il,il,51
eût,avoir,19
été,être,12
le,le,71
plus,plus,60
heureux,heureux,30
des,de,81
des,le,71
hommes,homme,21
de,de,81
pouvoir,pouvoir,14
la,le,52
tuer,tuer,14
/.,/.,P
au,à,81
au,le,71
moment,moment,21
où,où,60
il,il,51
venait,venir,18
de,de,81
tirer,tirer,14
l',le,71
épée,épée,22
",",",",p
avec,avec,81
quelque,quelque,75
peine,peine,22
",",",",p
de,de,81
son,son,73
fourreau,fourreau,21
antique,antique,30
",",",",p
Mathilde,Mathilde,20
",",",",p
heureuse,heureux,30
d',de,81
une,un,71
sensation,sensation,22
si,si,60
nouvelle,nouveau,30
",",",",p
s',se,51
avança,avancer,19
fièrement,fièrement,60
vers,vers,81
lui,lui,51
;,;,p
ses,son,73
larmes,larme,22
s',se,51
étaient,être,18
taries,tarir,12
/.,/.,P
l',le,71
idée,idée,22
du,de,81
du,le,71
marquis,marquis,21
de,de,81
La Mole,La Mole,20
",",",",p
son,son,73
bienfaiteur,bienfaiteur,21
",",",",p
se,se,51
présenta,présenter,19
vivement,vivement,60
à,à,81
Julien,Julien,20
/.,/.,P
je,je,51
tuerais,tuer,16
sa,son,73
fille,fille,22
!,!,p
se,se,51
dit,dire,19
il,il,51
",",",",p
quelle,quel,75
horreur,horreur,22
/!,/!,P
il,il,51
fit,faire,19
un,un,71
mouvement,mouvement,21
pour,pour,81
jeter,jeter,14
l',le,71
épée,épée,22
/.,/.,P
certainement,certainement,60
",",",",p
pensa,penser,19
t,t,94
il,il,51
",",",",p
elle,il,51
va,aller,17
éclater,éclater,14
de,de,81
rire,rire,21
à,à,81
la,le,71
vue,vue,22
de,de,81
ce,ce,74
mouvement,mouvement,21
de,de,81
mélodrame,mélodrame,21
:,:,p
il,il,51
dut,devoir,19
à,à,81
cette,ce,74
idée,idée,22
le,le,71
retour,retour,21
de,de,81
tout,tout,75
son,son,73
sang-froid,sang-froid,21
/.,/.,P
il,il,51
regarda,regarder,19
la,le,71
lame,lame,22
de,de,81
la,le,71
vieille,vieux,30
épée,épée,22
curieusement,curieusement,60
et,et,82
comme,comme,83
s',si,83
il,il,51
y,y,52
eût,avoir,19
cherché,chercher,12
quelque,quelque,75
tache,tache,22
de,de,81
rouille,rouille,22
",",",",p
puis,puis,60
il,il,51
la,le,52
remit,remettre,19
dans,dans,81
le,le,71
