11847
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-neuvième extrait>,<>,<>
/.,/.,P
Lantier,Lantier,20
seul,seul,30
pouvait,pouvoir,18
la,le,52
gronder,gronder,14
;,;,p
et,et,82
encore,encore,60
elle,il,51
savait,savoir,18
joliment,joliment,60
le,le,52
prendre,prendre,14
/.,/.,P
cette,ce,74
merdeuse,merdeux,30
de,de,81
dix,dix,72
ans,an,21
marchait,marcher,18
comme,comme,83
une,un,71
dame,dame,22
devant,devant,81
lui,lui,51
",",",",p
se,se,51
balançait,balancer,18
",",",",p
le,le,52
regardait,regarder,18
de,de,81
côté,côté,21
",",",",p
les,le,71
yeux,oeil,21
déjà,déjà,60
pleins,plein,30
de,de,81
vice,vice,21
/.,/.,P
il,il,51
avait,avoir,18
fini,finir,12
par,par,81
se,se,51
charger,charger,14
de,de,81
son,son,73
éducation,éducation,22
:,:,p
il,il,51
lui,lui,51
apprenait,apprendre,18
à,à,81
danser,danser,14
et,et,82
à,à,81
parler,parler,14
patois,patois,21
/.,/.,P
une,un,71
année,année,22
s',se,51
écoula,écouler,19
de,de,81
la,le,71
sorte,sorte,22
/.,/.,P
dans,dans,81
le,le,71
quartier,quartier,21
",",",",p
on,on,51
croyait,croire,18
que,que,83
Lantier,Lantier,20
avait,avoir,18
des,de,81
des,le,71
rentes,rente,22
",",",",p
car,car,82
c',ce,52
était,être,18
la,le,71
seule,seul,30
façon,façon,22
de,de,81
s',se,51
expliquer,expliquer,14
le,le,71
grand,grand,30
train,train,21
des,de,81
des,le,71
Coupeau,Coupeau,20
/.,/.,P
sans,sans,81
doute,doute,21
",",",",p
Gervaise,Gervaise,20
continuait,continuer,18
à,à,81
gagner,gagner,14
de,de,81
l',le,71
argent,argent,21
;,;,p
mais,mais,82
maintenant,maintenant,60
qu',que,83
elle,il,51
nourrissait,nourrir,18
deux,deux,72
hommes,homme,21
à,à,81
ne,ne,60
rien,rien,52
faire,faire,14
",",",",p
la,le,71
boutique,boutique,22
pour,pour,81
sûr,sûr,30
ne,ne,60
pouvait,pouvoir,18
suffire,suffire,14
;,;,p
d'autant,d'autant,60
plus,plus,60
que,que,83
la,le,71
boutique,boutique,22
devenait,devenir,18
moins,moins,60
bonne,bon,30
",",",",p
des,de,81
des,le,71
pratiques,pratique,22
s',se,51
en,en,52
allaient,aller,18
",",",",p
les,le,71
ouvrières,ouvrière,22
godaillaient,godailler,18
du,de,81
du,le,71
matin,matin,21
au,à,81
au,le,71
soir,soir,21
/.,/.,P
la,le,71
vérité,vérité,22
était,être,18
que,que,83
Lantier,Lantier,20
ne,ne,60
payait,payer,18
rien,rien,52
",",",",p
ni,ni,82
loyer,loyer,21
ni,ni,82
nourriture,nourriture,22
/.,/.,P
les,le,71
premiers,premier,72
mois,mois,21
",",",",p
il,il,51
avait,avoir,18
donné,donner,12
des,de,81
des,le,71
acomptes,acompte,21
;,;,p
puis,puis,60
",",",",p
il,il,51
s',se,51
était,être,18
contenté,contenter,12
de,de,81
parler,parler,14
d',de,81
une,un,71
grosse,gros,30
somme,somme,22
qu',que,52
il,il,51
devait,devoir,18
toucher,toucher,14
",",",",p
grâce,grâce,22
à,à,81
laquelle,lequel,52
il,il,51
s',se,51
acquitterait,acquitter,16
plus,plus,60
tard,tard,60
",",",",p
en,en,81
un,un,71
coup,coup,21
/.,/.,P
Gervaise,Gervaise,20
n',ne,60
osait,oser,18
plus,plus,60
lui,lui,51
demander,demander,14
un,un,71
centime,centime,21
/.,/.,P
elle,il,51
prenait,prendre,18
le,le,71
pain,pain,21
",",",",p
le,le,71
vin,vin,21
",",",",p
la,le,71
viande,viande,22
à,à,81
crédit,crédit,21
/.,/.,P
les,le,71
notes,note,22
montaient,monter,18
partout,partout,60
",",",",p
ça,ça,52
marchait,marcher,18
par,par,81
des,de,81
des,le,71
trois,trois,72
francs,franc,21
et,et,82
des,de,81
des,le,71
quatre,quatre,72
francs,franc,21
chaque,chaque,75
jour,jour,21
/.,/.,P
elle,il,51
n',ne,60
avait,avoir,18
pas,pas,60
allongé,allonger,12
un,un,71
sou,sou,21
au,à,81
au,le,71
marchand,marchand,21
de,de,81
meubles,meuble,21
ni,ni,82
aux,à,81
aux,le,71
trois,trois,72
camarades,camarade,21
",",",",p
le,le,71
maçon,maçon,21
",",",",p
le,le,71
menuisier,menuisier,21
et,et,82
le,le,71
peintre,peintre,21
/.,/.,P
tout,tout,75
ce,ce,74
monde,monde,21
commençait,commencer,18
à,à,81
grogner,grogner,14
",",",",p
on,on,51
devenait,devenir,18
moins,moins,60
poli,poli,31
pour,pour,81
elle,il,51
dans,dans,81
les,le,71
magasins,magasin,21
/.,/.,P
mais,mais,82
elle,il,51
était,être,18
comme,comme,83
grisée,griser,12
par,par,81
la,le,71
fureur,fureur,22
de,de,81
la,le,71
dette,dette,22
;,;,p
elle,il,51
s',se,51
étourdissait,étourdir,18
",",",",p
choisissait,choisir,18
les,le,71
choses,chose,22
les,le,71
plus,plus,60
chères,cher,30
",",",",p
se,se,51
lâchait,lâcher,18
dans,dans,81
sa,son,73
gourmandise,gourmandise,22
depuis,depuis,81
qu',que,83
elle,il,51
ne,ne,60
payait,payer,18
plus,plus,60
;,;,p
et,et,82
elle,il,51
restait,rester,18
très,très,60
honnête,honnête,30
au,à,81
au,le,71
fond,fond,21
",",",",p
rêvant,rêver,13
de,de,81
gagner,gagner,14
du,de,81
du,le,71
matin,matin,21
au,à,81
au,le,71
soir,soir,21
des,de,81
des,le,71
centaines,centaine,22
de,de,81
francs,franc,21
",",",",p
elle,il,51
ne,ne,60
savait,savoir,18
pas,pas,60
trop,trop,60
de,de,81
quelle,quel,75
façon,façon,22
",",",",p
pour,pour,81
distribuer,distribuer,14
des,de,81
des,le,71
poignées,poignée,22
de,de,81
pièces,pièce,22
de,de,81
cent,cent,72
sous,sou,21
à,à,81
ses,son,73
fournisseurs,fournisseur,21
/.,/.,P
enfin,enfin,60
",",",",p
elle,il,51
s',se,51
enfonçait,enfoncer,18
",",",",p
et,et,82
à,à,81
mesure,mesure,22
qu',que,52
elle,il,51
dégringolait,dégringoler,18
",",",",p
elle,il,51
parlait,parler,18
d',de,81
élargir,élargir,14
ses,son,73
affaires,affaire,22
/.,/.,P
pourtant,pourtant,60
",",",",p
vers,vers,81
le,le,71
milieu,milieu,21
de,de,81
l',le,71
été,été,21
",",",",p
la,le,71
grande,grand,30
Clémence,Clémence,20
était,être,18
partie,partir,12
",",",",p
parce qu',parce que,83
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
assez,assez,60
de,de,81
travail,travail,21
pour,pour,81
deux,deux,72
ouvrières,ouvrière,22
et,et,82
qu',que,83
elle,il,51
attendait,attendre,18
son,son,73
argent,argent,21
pendant,pendant,81
des,de,81
des,le,71
semaines,semaine,22
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
de,de,81
cette,ce,74
débâcle,débâcle,22
",",",",p
Coupeau,Coupeau,20
et,et,82
Lantier,Lantier,20
se,se,51
faisaient,faire,18
des,de,81
des,le,71
joues,joue,22
/.,/.,P
les,le,71
gaillards,gaillard,21
",",",",p
attablés,attablé,31
jusqu',jusque,81
au,à,81
au,le,71
menton,menton,21
",",",",p
bouffaient,bouffer,18
la,le,71
boutique,boutique,22
",",",",p
s',se,51
engraissaient,engraisser,18
de,de,81
la,le,71
ruine,ruine,22
de,de,81
l',le,71
établissement,établissement,21
;,;,p
et,et,82
ils,ils,51
s',se,51
excitaient,exciter,18
l',le,71
un,un,52
l',le,71
autre,autre,52
à,à,81
mettre,mettre,14
les,le,71
morceaux,morceau,21
doubles,double,30
",",",",p
et,et,82
ils,ils,51
se,se,51
tapaient,taper,18
sur,sur,81
le,le,71
ventre,ventre,21
en,en,81
rigolant,rigoler,13
",",",",p
au,à,81
au,le,71
dessert,dessert,21
",",",",p
histoire,histoire,22
de,de,81
digérer,digérer,14
plus,plus,60
vite,vite,60
/.,/.,P
dans,dans,81
le,le,71
quartier,quartier,21
",",",",p
le,le,71
grand,grand,30
sujet,sujet,21
de,de,81
conversation,conversation,22
était,être,18
de,de,81
savoir,savoir,14
si,si,83
réellement,réellement,60
Lantier,Lantier,20
s',se,51
était,être,18
remis,remettre,12
avec,avec,81
Gervaise,Gervaise,20
/.,/.,P
là-dessus,là-dessus,60
",",",",p
les,le,71
avis,avis,21
se,se,51
partageaient,partager,18
/.,/.,P
à,à,81
entendre,entendre,14
les,le,71
Lorilleux,Lorilleux,20
",",",",p
la,le,71
Banban,Banban,20
faisait,faire,18
tout,tout,52
pour,pour,81
repincer,repincer,14
le,le,71
chapelier,chapelier,21
",",",",p
mais,mais,82
lui,lui,51
ne,ne,60
voulait,vouloir,18
plus,plus,60
d',de,81
elle,il,51
",",",",p
la,le,52
trouvait,trouver,18
trop,trop,60
décatie,décati,31
",",",",p
avait,avoir,18
en,en,81
ville,ville,22
des,de,81
des,le,71
petites,petit,30
filles,fille,22
d',de,81
une,un,71
frimousse,frimousse,22
autrement,autrement,60
torchée,torché,31
/.,/.,P
selon,selon,81
les,le,71
Boche,Boche,20
",",",",p
au,à,81
au,le,71
contraire,contraire,21
",",",",p
la,le,71
blanchisseuse,blanchisseuse,22
",",",",p
dès,dès,81
la,le,71
première,premier,72
nuit,nuit,22
",",",",p
s',se,51
en,en,52
était,être,18
allée,aller,12
retrouver,retrouver,14
son,son,73
ancien,ancien,30
époux,époux,21
",",",",p
aussitôt,aussitôt,60
que,que,83
ce,ce,74
jeanjean,jeanjean,21
de,de,81
Coupeau,Coupeau,20
avait,avoir,18
ronflé,ronfler,12
/.,/.,P
tout,tout,75
ça,ça,52
",",",",p
d',de,81
une,un,71
façon,façon,22
comme,comme,83
d',de,81
une,un,71
autre,autre,52
",",",",p
ne,ne,60
semblait,sembler,18
guère,guère,60
propre,propre,30
;,;,p
mais,mais,82
il,il,51
y,y,52
a,avoir,17
tant,tant,60
de,de,81
saletés,saleté,22
dans,dans,81
la,le,71
vie,vie,22
",",",",p
et,et,82
de,de,81
plus,plus,60
grosses,gros,30
",",",",p
que,que,83
les,le,71
gens,gens,21
finissaient,finir,18
par,par,81
trouver,trouver,14
ce,ce,74
ménage,ménage,21
à,à,81
trois,trois,72
naturel,naturel,21
",",",",p
gentil,gentil,30
même,même,60
",",",",p
car,car,82
on,on,51
ne,ne,60
s',se,51
y,y,52
battait,battre,18
jamais,jamais,60
et,et,82
les,le,71
convenances,convenance,22
étaient,être,18
gardées,garder,12
/.,/.,P
certainement,certainement,60
",",",",p
si,si,83
l',l',94
on,on,51
avait,avoir,18
mis,mettre,12
le,le,71
nez,nez,21
dans,dans,81
d',de,81
autres,autre,75
intérieurs,intérieur,21
du,de,81
du,le,71
quartier,quartier,21
",",",",p
on,on,51
se,se,51
serait,être,16
empoisonné,empoisonner,12
davantage,davantage,60
/.,/.,P
au,à,81
au,le,71
moins,moins,60
",",",",p
chez,chez,81
les,le,71
Coupeau,Coupeau,20
",",",",p
ça,ça,52
sentait,sentir,18
les,le,71
bons,bon,30
enfants,enfant,21
/.,/.,P
tous,tout,75
les,le,71
trois,trois,72
se,se,51
livraient,livrer,18
à,à,81
leur,leur,73
petite,petit,30
cuisine,cuisine,22
",",",",p
se,se,51
culottaient,culotter,18
et,et,82
couchotaient,couchoter,18
ensemble,ensemble,60
à,à,81
la,le,71
papa,papa,21
",",",",p
sans,sans,81
empêcher,empêcher,14
les,le,71
voisins,voisin,21
de,de,81
dormir,dormir,14
/.,/.,P
puis,puis,60
",",",",p
le,le,71
quartier,quartier,21
restait,rester,18
conquis,conquis,31
par,par,81
les,le,71
bonnes,bon,30
manières,manière,22
de,de,81
Lantier,Lantier,20
/.,/.,P
cet,ce,74
enjôleur,enjôleur,30
fermait,fermer,18
le,le,71
bec,bec,21
à,à,81
toutes,tout,75
les,le,71
bavardes,bavarde,22
/.,/.,P
même,même,60
",",",",p
dans,dans,81
le,le,71
doute,doute,21
où,où,60
l',l',94
on,on,51
se,se,51
trouvait,trouver,18
de,de,81
ses,son,73
rapports,rapport,21
avec,avec,81
Gervaise,Gervaise,20
",",",",p
quand,quand,83
la,le,71
fruitière,fruitière,22
niait,nier,18
les,le,71
rapports,rapport,21
devant,devant,81
la,le,71
tripière,tripière,22
",",",",p
celle-ci,celui-ci,52
semblait,sembler,18
dire,dire,14
que,que,83
c',ce,52
était,être,18
vraiment,vraiment,60
dommage,dommage,21
",",",",p
parce qu',parce que,83
enfin,enfin,60
ça,ça,52
rendait,rendre,18
les,le,71
Coupeau,Coupeau,20
moins,moins,60
intéressants,intéressant,30
/.,/.,P
cependant,cependant,82
",",",",p
Gervaise,Gervaise,20
vivait,vivre,18
tranquille,tranquille,30
de,de,81
ce,ce,74
côté,côté,21
",",",",p
ne,ne,60
pensait,penser,18
guère,guère,60
à,à,81
ces,ce,74
ordures,ordure,22
/.,/.,P
les,le,71
choses,chose,22
en,en,52
vinrent,venir,19
au,à,81
au,le,71
point,point,21
qu',que,83
on,on,51
l',le,52
accusa,accuser,19
de,de,81
manquer,manquer,14
de,de,81
coeur,coeur,21
/.,/.,P
dans,dans,81
la,le,71
famille,famille,22
on,on,51
ne,ne,60
comprenait,comprendre,18
pas,pas,60
sa,son,73
rancune,rancune,22
contre,contre,81
le,le,71
chapelier,chapelier,21
/.,/.,P
madame,madame,22
Lerat,Lerat,20
",",",",p
qui,qui,52
adorait,adorer,18
se,se,51
fourrer,fourrer,14
entre,entre,81
les,le,71
amoureux,amoureux,21
",",",",p
venait,venir,18
tous,tout,75
les,le,71
soirs,soir,21
;,;,p
et,et,82
elle,il,51
traitait,traiter,18
Lantier,Lantier,20
d',de,81
homme,homme,21
irrésistible,irrésistible,30
",",",",p
dans,dans,81
les,le,71
bras,bras,21
duquel,de,81
duquel,lequel,52
les,le,71
dames,dame,22
les,le,71
plus,plus,60
huppées,huppé,30
devaient,devoir,18
tomber,tomber,14
/.,/.,P
madame,madame,22
Boche,Boche,20
n',ne,60
aurait,avoir,16
pas,pas,60
répondu,répondre,12
de,de,81
sa,son,73
vertu,vertu,22
",",",",p
si,si,83
elle,il,51
avait,avoir,18
eu,avoir,12
dix,dix,72
ans,an,21
de,de,81
moins,moins,60
/.,/.,P
une,un,71
conspiration,conspiration,22
sourde,sourd,30
",",",",p
continue,continu,30
",",",",p
grandissait,grandir,18
",",",",p
poussait,pousser,18
lentement,lentement,60
Gervaise,Gervaise,20
",",",",p
comme,comme,83
si,si,83
toutes,tout,75
les,le,71
femmes,femme,22
",",",",p
autour,autour,60
d',de,81
elle,il,51
",",",",p
avaient,avoir,18
dû,devoir,12
se,se,51
satisfaire,satisfaire,14
",",",",p
en,en,81
lui,lui,51
donnant,donner,13
un,un,71
amant,amant,21
/.,/.,P
mais,mais,82
Gervaise,Gervaise,20
s',se,51
étonnait,étonner,18
",",",",p
ne,ne,60
découvrait,découvrir,18
pas,pas,60
chez,chez,81
Lantier,Lantier,20
tant,tant,60
de,de,81
séductions,séduction,22
/.,/.,P
sans,sans,81
doute,doute,21
",",",",p
il,il,51
était,être,18
changé,changer,12
à,à,81
son,son,73
avantage,avantage,21
:,:,p
il,il,51
portait,porter,18
toujours,toujours,60
un,un,71
paletot,paletot,21
",",",",p
il,il,51
avait,avoir,18
pris,prendre,12
de,de,81
l',le,71
éducation,éducation,22
dans,dans,81
les,le,71
cafés,café,21
et,et,82
dans,dans,81
les,le,71
réunions,réunion,22
politiques,politique,30
/.,/.,P
seulement,seulement,60
",",",",p
elle,il,51
qui,qui,52
le,le,52
connaissait,connaître,18
bien,bien,60
",",",",p
lui,lui,51
voyait,voir,18
jusqu',jusque,81
à,à,81
l',le,71
âme,âme,22
par,par,81
les,le,71
deux,deux,72
trous,trou,21
de,de,81
ses,son,73
yeux,oeil,21
",",",",p
et,et,82
retrouvait,retrouver,18
là,là,60
un,un,71
tas,tas,21
de,de,81
choses,chose,22
",",",",p
dont,dont,52
elle,il,51
gardait,garder,18
un,un,71
léger,léger,30
frisson,frisson,21
/.,/.,P
enfin,enfin,60
",",",",p
si,si,83
ça,ça,52
plaisait,plaire,18
tant,tant,60
aux,à,81
aux,le,71
autres,autre,52
",",",",p
pourquoi,pourquoi,60
les,le,71
autres,autre,52
ne,ne,60
se,se,51
risquaient,risquer,18
elles,ils,51
pas,pas,60
à,à,81
tâter,tâter,14
du,de,81
du,le,71
monsieur,monsieur,21
/?,/?,P
ce,ce,52
fut,être,19
ce,ce,52
qu',que,52
elle,il,51
laissa,laisser,19
entendre,entendre,14
un,un,71
jour,jour,21
à,à,81
Virginie,Virginie,20
",",",",p
qui,qui,52
se,se,51
montrait,montrer,18
la,le,71
plus,plus,60
chaude,chaud,30
/.,/.,P
alors,alors,60
",",",",p
madame,madame,22
Lerat,Lerat,20
et,et,82
Virginie,Virginie,20
",",",",p
pour,pour,81
lui,lui,51
monter,monter,14
la,le,71
tête,tête,22
",",",",p
lui,lui,51
racontèrent,raconter,19
les,le,71
amours,amour,21
de,de,81
Lantier,Lantier,20
et,et,82
de,de,81
la,le,71
grande,grand,30
Clémence,Clémence,20
/.,/.,P
oui,oui,60
",",",",p
elle,il,51
ne,ne,60
s',se,51
était,être,18
aperçue,apercevoir,12
de,de,81
rien,rien,52
;,;,p
mais,mais,82
",",",",p
dès,dès,81
qu',que,83
elle,il,51
sortait,sortir,18
pour,pour,81
une,un,71
course,course,22
",",",",p
le,le,71
chapelier,chapelier,21
emmenait,emmener,18
l',le,71
ouvrière,ouvrière,22
dans,dans,81
sa,son,73
chambre,chambre,22
/.,/.,P
maintenant,maintenant,60
on,on,51
les,le,52
rencontrait,rencontrer,18
ensemble,ensemble,60
",",",",p
il,il,51
devait,devoir,18
l',le,52
aller,aller,14
voir,voir,14
chez,chez,81
elle,il,51
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
?,?,p
dit,dire,19
la,le,71
blanchisseuse,blanchisseuse,22
",",",",p
la,le,71
voix,voix,22
un,un,71
peu,peu,60
tremblante,tremblant,30
",",",",p
qu',que,52
est,être,17
ce,ce,52
que,que,52
ça,ça,52
peut,pouvoir,17
me,je,51
faire,faire,14
/?,/?,P
et,et,82
elle,il,51
regardait,regarder,18
les,le,71
yeux,oeil,21
jaunes,jaune,30
de,de,81
Virginie,Virginie,20
",",",",p
où,où,60
des,de,81
des,le,71
étincelles,étincelle,22
d',de,81
or,or,21
luisaient,luire,18
",",",",p
comme,comme,83
dans,dans,81
ceux,celui,52
des,de,81
des,le,71
chats,chat,21
/.,/.,P
cette,ce,74
femme,femme,22
lui,lui,51
en,en,52
voulait,vouloir,18
donc,donc,82
",",",",p
qu',que,83
elle,il,51
tâchait,tâcher,18
de,de,81
la,le,52
rendre,rendre,14
jalouse,jaloux,30
/?,/?,P
mais,mais,82
la,le,71
couturière,couturière,22
prit,prendre,19
son,son,73
air,air,21
bête,bête,30
",",",",p
en,en,81
répondant,répondre,13
:,:,p
-,-,p
ça,ça,52
ne,ne,60
peut,pouvoir,17
rien,rien,52
vous,vous,51
faire,faire,14
",",",",p
bien,bien,60
sûr,sûr,30
/…,/…,P
seulement,seulement,60
",",",",p
vous,vous,51
devriez,devoir,16
lui,lui,51
conseiller,conseiller,14
de,de,81
lâcher,lâcher,14
cette,ce,74
fille,fille,22
avec,avec,81
laquelle,lequel,52
il,il,51
aura,avoir,15
du,de,81
du,le,71
désagrément,désagrément,21
/.,/.,P
le,le,71
pis,pis,21
était,être,18
que,que,83
Lantier,Lantier,20
se,se,51
sentait,sentir,18
soutenu,soutenu,31
et,et,82
changeait,changer,18
de,de,81
manières,manière,22
à,à,81
l',le,71
égard,égard,21
de,de,81
Gervaise,Gervaise,20
/.,/.,P
maintenant,maintenant,60
",",",",p
quand,quand,83
il,il,51
lui,lui,51
donnait,donner,18
une,un,71
poignée,poignée,22
de,de,81
main,main,22
",",",",p
il,il,51
lui,lui,51
gardait,garder,18
un,un,71
instant,instant,21
les,le,71
doigts,doigt,21
entre,entre,81
les,le,71
siens,sien,52
/.,/.,P
il,il,51
la,le,52
fatiguait,fatiguer,18
de,de,81
son,son,73
regard,regard,21
",",",",p
fixait,fixer,18
sur,sur,81
elle,il,51
des,de,81
des,le,71
yeux,oeil,21
hardis,hardi,30
",",",",p
où,où,60
elle,il,51
lisait,lire,18
nettement,nettement,60
ce,ce,52
qu',que,52
il,il,51
lui,lui,51
demandait,demander,18
/.,/.,P
s',si,83
il,il,51
passait,passer,18
derrière,derrière,81
elle,il,51
",",",",p
il,il,51
enfonçait,enfoncer,18
les,le,71
genoux,genou,21
dans,dans,81
ses,son,73
jupes,jupe,22
",",",",p
soufflait,souffler,18
sur,sur,81
son,son,73
cou,cou,21
",",",",p
comme,comme,83
pour,pour,81
l',le,52
endormir,endormir,14
/.,/.,P
pourtant,pourtant,60
",",",",p
il,il,51
attendit,attendre,19
encore,encore,60
",",",",p
avant,avant,81
d',de,81
être,être,14
brutal,brutal,30
et,et,82
de,de,81
se,se,51
déclarer,déclarer,14
/.,/.,P
mais,mais,82
",",",",p
un,un,71
soir,soir,21
",",",",p
se,se,51
trouvant,trouver,13
seul,seul,30
avec,avec,81
elle,il,51
",",",",p
il,il,51
la,le,52
poussa,pousser,19
devant,devant,81
lui,lui,51
sans,sans,81
dire,dire,14
une,un,71
parole,parole,22
",",",",p
l',le,52
accula,acculer,19
tremblante,tremblant,30
contre,contre,81
le,le,71
mur,mur,21
",",",",p
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
boutique,boutique,22
",",",",p
et,et,82
là,là,60
voulut,vouloir,19
l',le,52
embrasser,embrasser,14
/.,/.,P
le,le,71
hasard,hasard,21
fit,faire,19
que,que,83
Goujet,Goujet,20
entra,entrer,19
juste,juste,60
à,à,81
ce,ce,74
moment,moment,21
/.,/.,P
alors,alors,60
",",",",p
elle,il,51
se,se,51
débattit,débattre,19
",",",",p
s',se,51
échappa,échapper,19
/.,/.,P
et,et,82
tous,tout,75
trois,trois,72
échangèrent,échanger,19
quelques,quelque,75
mots,mot,21
",",",",p
comme,comme,83
si,si,83
de,de,81
rien,rien,52
n',ne,60
était,être,18
/.,/.,P
Goujet,Goujet,20
",",",",p
la,le,71
face,face,22
toute,tout,60
blanche,blanc,30
",",",",p
avait,avoir,18
baissé,baisser,12
le,le,71
nez,nez,21
",",",",p
en,en,81
s',se,51
imaginant,imaginer,13
qu',que,83
il,il,51
les,le,52
dérangeait,déranger,18
",",",",p
qu',que,83
elle,il,51
venait,venir,18
de,de,81
se,se,51
débattre,débattre,14
pour,pour,81
ne,ne,60
pas,pas,60
être,être,14
embrassée,embrasser,12
devant,devant,81
le,le,71
monde,monde,21
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
Gervaise,Gervaise,20
piétina,piétiner,19
dans,dans,81
la,le,71
boutique,boutique,22
",",",",p
très,très,60
malheureuse,malheureux,30
",",",",p
incapable,incapable,30
de,de,81
repasser,repasser,14
un,un,71
mouchoir,mouchoir,21
;,;,p
elle,il,51
avait,avoir,18
besoin,besoin,21
de,de,81
voir,voir,14
Goujet,Goujet,20
",",",",p
de,de,81
lui,lui,51
expliquer,expliquer,14
comment,comment,60
Lantier,Lantier,20
la,le,52
tenait,tenir,18
contre,contre,81
le,le,71
mur,mur,21
/.,/.,P
mais,mais,82
",",",",p
depuis,depuis,81
qu',que,83
Etienne,Etienne,20
était,être,18
à,à,81
Lille,Lille,20
",",",",p
elle,il,51
n',ne,60
osait,oser,18
plus,plus,60
entrer,entrer,14
à,à,81
la,le,71
forge,forge,22
",",",",p
où,où,60
Bec-Salé,Bec-Salé,20
",",",",p
dit,dit,31
boit-sans-soif,boit-sans-soif,21
",",",",p
l',le,52
accueillait,accueillir,18
avec,avec,81
des,de,81
des,le,71
rires,rire,21
sournois,sournois,30
/.,/.,P
pourtant,pourtant,60
",",",",p
l',le,71
après-midi,après-midi,21
",",",",p
cédant,céder,13
à,à,81
son,son,73
envie,envie,22
",",",",p
elle,il,51
prit,prendre,19
un,un,71
panier,panier,21
vide,vide,30
",",",",p
elle,il,51
partit,partir,19
sous,sous,81
le,le,71
prétexte,prétexte,21
d',de,81
aller,aller,14
prendre,prendre,14
des,de,81
des,le,71
jupons,jupon,21
chez,chez,81
sa,son,73
pratique,pratique,22
de,de,81
la,le,71
rue,rue,22
des,de,81
des,le,71
Portes-Blanches,Portes Blanches,20
/.,/.,P
puis,puis,60
",",",",p
quand,quand,83
elle,il,51
fut,être,19
rue,rue,22
Marcadet,Marcadet,20
",",",",p
devant,devant,81
la,le,71
fabrique,fabrique,22
de,de,81
boulons,boulon,21
",",",",p
elle,il,51
se,se,51
promena,promener,19
à,à,81
petite,petite,22
pas,pas,21
",",",",p
comptant,compter,13
sur,sur,81
une,un,71
bonne,bon,30
rencontre,rencontre,22
/.,/.,P
sans,sans,81
doute,doute,21
",",",",p
de,de,81
son,son,73
côté,côté,21
",",",",p
Goujet,Goujet,20
devait,devoir,18
l',le,52
attendre,attendre,14
",",",",p
car,car,82
elle,il,51
n',ne,60
était,être,18
pas,pas,60
là,là,60
depuis,depuis,81
cinq,cinq,72
minutes,minute,22
",",",",p
qu',que,83
il,il,51
sortit,sortir,19
comme,comme,83
par,par,81
hasard,hasard,21
/.,/.,P
-,-,p
tiens,tenir,17
!,!,p
vous,vous,51
êtes,être,17
en,en,81
course,course,22
",",",",p
dit,dire,19
il,il,51
en,en,81
souriant,sourire,13
faiblement,faiblement,60
;,;,p
vous,vous,51
rentrez,rentrer,17
chez,chez,81
vous,vous,51
/…,/…,P
il,il,51
disait,dire,18
ça,ça,52
pour,pour,81
parler,parler,14
/.,/.,P
Gervaise,Gervaise,20
tournait,tourner,18
justement,justement,60
le,le,71
dos,dos,21
à,à,81
la,le,71
rue,rue,22
des,de,81
des,le,71
Poissonniers,Poissonniers,20
/.,/.,P
et,et,82
ils,ils,51
montèrent,monter,19
vers,vers,81
Montmartre,Montmartre,20
",",",",p
côte,côte,22
à,à,81
côte,côte,22
",",",",p
sans,sans,81
se,se,51
prendre,prendre,14
le,le,71
bras,bras,21
/.,/.,P
ils,ils,51
devaient,devoir,18
avoir,avoir,14
la,le,71
seule,seul,30
idée,idée,22
de,de,81
s',se,51
éloigner,éloigner,14
de,de,81
la,le,71
fabrique,fabrique,22
",",",",p
pour,pour,81
ne,ne,60
pas,pas,60
paraître,paraître,14
se,se,51
donner,donner,14
des,de,81
des,le,71
rendez-vous,rendez-vous,21
devant,devant,81
la,le,71
porte,porte,22
/.,/.,P
la,le,71
tête,tête,22
basse,bas,30
",",",",p
ils,ils,51
suivaient,suivre,18
la,le,71
chaussée,chaussée,22
défoncée,défoncé,31
",",",",p
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
ronflement,ronflement,21
des,de,81
des,le,71
usines,usine,22
/.,/.,P
puis,puis,60
",",",",p
à,à,81
deux,deux,72
cents,cent,72
pas,pas,21
",",",",p
naturellement,naturellement,60
",",",",p
comme,comme,83
s',si,83
ils,ils,51
avaient,avoir,18
connu,connaître,12
l',le,71
endroit,endroit,21
",",",",p
ils,ils,51
filèrent,filer,19
à,à,81
gauche,gauche,22
",",",",p
toujours,toujours,60
silencieux,silencieux,30
",",",",p
et,et,82
s',se,51
engagèrent,engager,19
dans,dans,81
un,un,71
terrain,terrain,21
vague,vague,30
/.,/.,P
c',ce,52
était,être,18
",",",",p
entre,entre,81
une,un,71
scierie,scierie,22
mécanique,mécanique,30
et,et,82
une,un,71
manufacture,manufacture,22
de,de,81
boutons,bouton,21
",",",",p
une,un,71
bande,bande,22
de,de,81
prairie,prairie,22
restée,resté,31
verte,vert,30
",",",",p
avec,avec,81
des,de,81
des,le,71
plaques,plaque,22
jaunes,jaune,30
d',de,81
herbe,herbe,22
grillée,grillé,31
;,;,p
