12010
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-huitième extrait>,<>,<>
en,en,81
deux,deux,72
mots,mot,21
:,:,p
à,à,81
dieu,dieu,21
!,!,p
ce,ce,52
qu',que,52
il,il,51
jugeait,juger,18
d',de,81
un,un,71
excellent,excellent,30
goût,goût,21
/.,/.,P
-,-,p
comment,comment,60
vais,aller,17
je,je,51
signer,signer,14
",",",",p
maintenant,maintenant,60
?,?,p
se,se,51
dit,dire,19
il,il,51
/.,/.,P
votre,votre,73
tout,tout,21
dévoué,dévoué,31
?,?,p
/…,/…,P
non,non,60
/.,/.,P
votre,votre,73
ami,ami,21
?,?,p
/…,/…,P
oui,oui,60
",",",",p
c',ce,52
est,être,17
cela,cela,52
/.,/.,P
“,“,p
votre,votre,73
ami,ami,21
/.,/.,P
“,“,p
il,il,51
relut,relire,19
sa,son,73
lettre,lettre,22
/.,/.,P
elle,il,51
lui,lui,51
parut,paraître,19
bonne,bon,30
/.,/.,P
-,-,p
pauvre,pauvre,30
petite,petit,30
femme,femme,22
!,!,p
pensa,penser,19
t,t,94
il,il,51
avec,avec,81
attendrissement,attendrissement,21
/.,/.,P
elle,il,51
va,aller,17
me,je,51
croire,croire,14
plus,plus,60
insensible,insensible,30
qu',que,83
un,un,71
roc,roc,21
;,;,p
il,il,51
eût,avoir,19
fallu,falloir,12
quelques,quelque,75
larmes,larme,22
là-dessus,là-dessus,60
;,;,p
mais,mais,82
",",",",p
moi,moi,51
",",",",p
je,je,51
ne,ne,60
peux,pouvoir,17
pas,pas,60
pleurer,pleurer,14
;,;,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
ma,mon,73
faute,faute,22
/.,/.,P
alors,alors,60
",",",",p
s',se,51
étant,être,13
versé,verser,12
de,de,81
l',le,71
eau,eau,22
dans,dans,81
un,un,71
verre,verre,21
",",",",p
Rodolphe,Rodolphe,20
y,y,52
trempa,tremper,19
son,son,73
doigt,doigt,21
et,et,82
il,il,51
laissa,laisser,19
tomber,tomber,14
de,de,81
haut,haut,21
une,un,71
grosse,gros,30
goutte,goutte,22
",",",",p
qui,qui,52
fit,faire,19
une,un,71
tache,tache,22
pâle,pâle,30
sur,sur,81
l',le,71
encre,encre,22
;,;,p
puis,puis,60
",",",",p
cherchant,chercher,13
à,à,81
cacheter,cacheter,14
la,le,71
lettre,lettre,22
",",",",p
le,le,71
cachet,cachet,21
amor,amor,92
nel,nel,92
cor,cor,21
se,se,51
rencontra,rencontrer,19
/.,/.,P
-,-,p
cela,cela,52
ne,ne,60
va,aller,17
guère,guère,60
à,à,81
la,le,71
circonstance,circonstance,22
/…,/…,P
ah,ah,93
bah,bah,93
!,!,p
n',ne,60
importe,importer,17
/!,/!,P
après,après,81
quoi,quoi,52
",",",",p
il,il,51
fuma,fumer,19
trois,trois,72
pipes,pipe,22
et,et,82
s',se,51
alla,aller,19
coucher,coucher,14
/.,/.,P
le,le,71
lendemain,lendemain,21
",",",",p
quand,quand,83
il,il,51
fut,être,19
debout,debout,60
(,(,p
vers,vers,81
deux,deux,72
heures,heure,22
environ,environ,60
",",",",p
il,il,51
avait,avoir,18
dormi,dormir,12
tard,tard,60
),),p
",",",",p
Rodolphe,Rodolphe,20
se,se,51
fit,faire,19
cueillir,cueillir,14
une,un,71
corbeille,corbeille,22
d',de,81
abricots,abricot,21
/.,/.,P
il,il,51
disposa,disposer,19
la,le,71
lettre,lettre,22
dans,dans,81
le,le,71
fond,fond,21
",",",",p
sous,sous,81
des,de,81
des,le,71
feuilles,feuille,22
de,de,81
vigne,vigne,22
",",",",p
et,et,82
ordonna,ordonner,19
tout,tout,60
de,de,81
suite,suite,22
à,à,81
Girard,Girard,20
",",",",p
son,son,73
valet,valet,21
de,de,81
charrue,charrue,22
",",",",p
de,de,81
porter,porter,14
cela,cela,52
délicatement,délicatement,60
chez,chez,81
madame,madame,22
Bovary,Bovary,20
/.,/.,P
il,il,51
se,se,51
servait,servir,18
de,de,81
ce,ce,74
moyen,moyen,21
pour,pour,81
correspondre,correspondre,14
avec,avec,81
elle,il,51
",",",",p
lui,lui,51
envoyant,envoyer,13
",",",",p
selon,selon,81
la,le,71
saison,saison,22
",",",",p
des,de,81
des,le,71
fruits,fruit,21
ou,ou,82
du,de,81
du,le,71
gibier,gibier,21
/.,/.,P
-,-,p
si,si,83
elle,il,51
te,tu,51
demande,demander,17
de,de,81
mes,mon,73
nouvelles,nouvelle,22
",",",",p
dit,dire,19
il,il,51
",",",",p
tu,tu,51
répondras,répondre,15
que,que,83
je,je,51
suis,suivre,17
parti,parti,31
en,en,81
voyage,voyage,21
/.,/.,P
il,il,51
faut,falloir,17
remettre,remettre,14
le,le,71
panier,panier,21
à,à,81
elle-même,lui-même,51
",",",",p
en,en,81
mains,main,22
propres,propre,30
/…,/…,P
va,aller,17
",",",",p
et,et,82
prends,prendre,17
garde,garde,22
/!,/!,P
Girard,Girard,20
passa,passer,19
sa,son,73
blouse,blouse,22
neuve,neuf,30
",",",",p
noua,nouer,19
son,son,73
mouchoir,mouchoir,21
autour,autour,60
des,de,81
des,le,71
abricots,abricot,21
",",",",p
et,et,82
marchant,marcher,13
à,à,81
grands,grand,30
pas,pas,21
lourds,lourd,30
dans,dans,81
ses,son,73
grosses,gros,30
galoches,galoche,22
ferrées,ferré,31
",",",",p
prit,prendre,19
tranquillement,tranquillement,60
le,le,71
chemin,chemin,21
d',de,81
Yonville,Yonville,20
/.,/.,P
madame,madame,22
Bovary,Bovary,20
",",",",p
quand,quand,83
il,il,51
arriva,arriver,19
chez,chez,81
elle,il,51
",",",",p
arrangeait,arranger,18
avec,avec,81
Félicité,Félicité,20
",",",",p
sur,sur,81
la,le,71
table,table,22
de,de,81
la,le,71
cuisine,cuisine,22
",",",",p
un,un,71
paquet,paquet,21
de,de,81
linge,linge,21
/.,/.,P
-,-,p
voilà,voilà,81
",",",",p
dit,dire,19
le,le,71
valet,valet,21
",",",",p
ce,ce,52
que,que,52
notre,notre,73
maître,maître,21
vous,vous,51
envoie,envoyer,17
/.,/.,P
elle,il,51
fut,être,19
saisie,saisir,12
d',de,81
une,un,71
appréhension,appréhension,22
",",",",p
et,et,82
",",",",p
tout,tout,60
en,en,81
cherchant,chercher,13
quelque,quelque,75
monnaie,monnaie,22
dans,dans,81
sa,son,73
poche,poche,22
",",",",p
elle,il,51
considérait,considérer,18
le,le,71
paysan,paysan,21
d',de,81
un,un,71
oeil,oeil,21
hagard,hagard,30
",",",",p
tandis qu',tandis que,83
il,il,51
la,le,52
regardait,regarder,18
lui-même,lui-même,51
avec,avec,81
ébahissement,ébahissement,21
",",",",p
ne,ne,60
comprenant,comprendre,13
pas,pas,60
qu',que,83
un,un,71
pareil,pareil,30
cadeau,cadeau,21
pût,pouvoir,18
tant,tant,60
émouvoir,émouvoir,14
quelqu'un,quelqu'un,52
/.,/.,P
enfin,enfin,60
il,il,51
sortit,sortir,19
/.,/.,P
Félicité,Félicité,20
restait,rester,18
/.,/.,P
elle,il,51
n',ne,60
y,y,52
tenait,tenir,18
plus,plus,60
",",",",p
elle,il,51
courut,courir,19
dans,dans,81
la,le,71
salle,salle,22
comme,comme,83
pour,pour,81
y,y,52
porter,porter,14
les,le,71
abricots,abricot,21
",",",",p
renversa,renverser,19
le,le,71
panier,panier,21
",",",",p
arracha,arracher,19
les,le,71
feuilles,feuille,22
",",",",p
trouva,trouver,19
la,le,71
lettre,lettre,22
",",",",p
l',le,52
ouvrit,ouvrir,19
",",",",p
et,et,82
",",",",p
comme,comme,83
s',si,83
il,il,51
y,y,52
avait,avoir,18
eu,avoir,12
derrière,derrière,81
elle,il,51
un,un,71
effroyable,effroyable,30
incendie,incendie,21
",",",",p
Emma,Emma,20
se,se,51
mit,mettre,19
à,à,81
fuir,fuir,14
vers,vers,81
sa,son,73
chambre,chambre,22
",",",",p
tout,tout,60
épouvantée,épouvanté,31
/.,/.,P
Charles,Charles,20
y,y,52
était,être,18
",",",",p
elle,il,51
l',le,52
aperçut,apercevoir,19
;,;,p
il,il,51
lui,lui,51
parla,parler,19
",",",",p
elle,il,51
n',ne,60
entendit,entendre,19
rien,rien,52
",",",",p
et,et,82
elle,il,51
continua,continuer,19
vivement,vivement,60
à,à,81
monter,monter,14
les,le,71
marches,marche,22
;,;,p
haletante,haletant,30
",",",",p
éperdue,éperdu,30
",",",",p
ivre,ivre,30
",",",",p
et,et,82
toujours,toujours,60
tenant,tenir,13
cette,ce,74
horrible,horrible,30
feuille,feuille,22
de,de,81
papier,papier,21
",",",",p
qui,qui,52
lui,lui,51
claquait,claquer,18
dans,dans,81
les,le,71
doigts,doigt,21
comme,comme,83
une,un,71
plaque,plaque,22
de,de,81
tôle,tôle,22
/.,/.,P
au,à,81
au,le,71
second,second,72
étage,étage,21
",",",",p
elle,il,51
s',se,51
arrêta,arrêter,19
devant,devant,81
la,le,71
porte,porte,22
du,de,81
du,le,71
grenier,grenier,21
",",",",p
qui,qui,52
était,être,18
fermée,fermer,12
/.,/.,P
alors,alors,60
elle,il,51
voulut,vouloir,19
se,se,51
calmer,calmer,14
;,;,p
elle,il,51
se,se,51
rappela,rappeler,19
la,le,71
lettre,lettre,22
;,;,p
il,il,51
fallait,falloir,18
la,le,52
finir,finir,14
",",",",p
elle,il,51
n',ne,60
osait,oser,18
pas,pas,60
/.,/.,P
d',de,81
ailleurs,ailleurs,60
",",",",p
où,où,60
?,?,p
comment,comment,60
?,?,p
on,on,51
la,le,52
verrait,voir,16
/.,/.,P
-,-,p
ah,ah,93
!,!,p
non,non,60
",",",",p
ici,ici,60
",",",",p
pensa,penser,19
t,t,94
elle,il,51
",",",",p
je,je,51
serai,être,16
bien,bien,60
/.,/.,P
Emma,Emma,20
poussa,pousser,19
la,le,71
porte,porte,22
et,et,82
entra,entrer,19
/.,/.,P
les,le,71
ardoises,ardoise,22
laissaient,laisser,18
tomber,tomber,14
d',de,81
aplomb,aplomb,21
une,un,71
chaleur,chaleur,22
lourde,lourd,30
",",",",p
qui,qui,52
lui,lui,51
serrait,serrer,18
les,le,71
tempes,tempe,22
et,et,82
l',le,52
étouffait,étouffer,18
;,;,p
elle,il,51
se,se,51
traîna,traîner,19
jusqu',jusque,81
à,à,81
la,le,71
mansarde,mansarde,22
close,clos,31
",",",",p
dont,dont,52
elle,il,51
tira,tirer,19
le,le,71
verrou,verrou,21
",",",",p
et,et,82
la,le,71
lumière,lumière,22
éblouissante,éblouissant,30
jaillit,jaillir,17
d',de,81
un,un,71
bond,bond,21
/.,/.,P
en,en,81
face,face,22
",",",",p
par-dessus,par-dessus,60
les,le,71
toits,toit,21
",",",",p
la,le,71
pleine,plein,30
campagne,campagne,22
s',se,51
étalait,étaler,18
à,à,81
perte,perte,22
de,de,81
vue,vue,22
/.,/.,P
en,en,81
bas,bas,21
",",",",p
sous,sous,81
elle,il,51
",",",",p
la,le,71
place,place,22
du,de,81
du,le,71
village,village,21
était,être,18
vide,vide,30
;,;,p
les,le,71
cailloux,caillou,21
du,de,81
du,le,71
trottoir,trottoir,21
scintillaient,scintiller,18
",",",",p
les,le,71
girouettes,girouette,22
des,de,81
des,le,71
maisons,maison,22
se,se,51
tenaient,tenir,18
immobiles,immobile,30
;,;,p
au,à,81
au,le,71
coin,coin,21
de,de,81
la,le,71
rue,rue,22
",",",",p
il,il,51
partit,partir,19
d',de,81
un,un,71
étage,étage,21
inférieur,inférieur,30
une,un,71
sorte,sorte,22
de,de,81
ronflement,ronflement,21
à,à,81
modulations,modulation,22
stridentes,strident,30
/.,/.,P
c',ce,52
était,être,18
Binet,Binet,20
qui,qui,52
tournait,tourner,18
/.,/.,P
elle,il,51
s',se,51
était,être,18
appuyée,appuyer,12
contre,contre,81
l',le,71
embrasure,embrasure,22
de,de,81
la,le,71
mansarde,mansarde,22
",",",",p
et,et,82
elle,il,51
relisait,relire,18
la,le,71
lettre,lettre,22
avec,avec,81
des,de,81
des,le,71
ricanements,ricanement,21
de,de,81
colère,colère,22
/.,/.,P
mais,mais,82
plus,plus,60
elle,il,51
y,y,52
fixait,fixer,18
d',de,81
attention,attention,22
",",",",p
plus,plus,60
ses,son,73
idées,idée,22
se,se,51
confondaient,confondre,18
/.,/.,P
elle,il,51
le,le,52
revoyait,revoir,18
",",",",p
elle,il,51
l',le,52
entendait,entendre,18
",",",",p
elle,il,51
l',le,52
entourait,entourer,18
de,de,81
ses,son,73
deux,deux,72
bras,bras,21
;,;,p
et,et,82
des,de,81
des,le,71
battements,battement,21
de,de,81
coeur,coeur,21
",",",",p
qui,qui,52
la,le,52
frappaient,frapper,18
sous,sous,81
la,le,71
poitrine,poitrine,22
comme,comme,83
à,à,81
grands,grand,30
coups,coup,21
de,de,81
bélier,bélier,21
",",",",p
s',se,51
accéléraient,accélérer,18
l',le,71
un,un,52
après,après,81
l',le,71
autre,autre,52
",",",",p
à,à,81
intermittences,intermittence,22
inégales,inégal,30
/.,/.,P
elle,il,51
jetait,jeter,18
les,le,71
yeux,oeil,21
tout,tout,60
autour,autour,60
d',de,81
elle,il,51
avec,avec,81
l',le,71
envie,envie,22
que,que,52
la,le,71
terre,terre,22
croulât,crouler,18
/.,/.,P
pourquoi,pourquoi,60
n',ne,60
en,en,52
pas,pas,60
finir,finir,14
/?,/?,P
qui,qui,52
la,le,52
retenait,retenir,18
donc,donc,82
/?,/?,P
elle,il,51
était,être,18
libre,libre,30
/.,/.,P
et,et,82
elle,il,51
s',se,51
avança,avancer,19
",",",",p
elle,il,51
regarda,regarder,19
les,le,71
pavés,pavé,21
en,en,81
se,se,51
disant,dire,13
:,:,p
-,-,p
allons,aller,17
!,!,p
allons,aller,17
/!,/!,P
le,le,71
rayon,rayon,21
lumineux,lumineux,30
qui,qui,52
montait,monter,18
d',de,81
en,en,52
bas,bas,21
directement,directement,60
tirait,tirer,18
vers,vers,81
l',le,71
abîme,abîme,21
le,le,71
poids,poids,21
de,de,81
son,son,73
corps,corps,21
/.,/.,P
il,il,51
lui,lui,51
semblait,sembler,18
que,que,83
le,le,71
sol,sol,21
de,de,81
la,le,71
place,place,22
oscillant,oscillant,30
s',se,51
élevait,élever,18
le,le,71
long,long,21
des,de,81
des,le,71
murs,mur,21
",",",",p
et,et,82
que,que,83
le,le,71
plancher,plancher,21
s',se,51
inclinait,incliner,18
par,par,81
le,le,71
bout,bout,21
",",",",p
à,à,81
la,le,71
manière,manière,22
d',de,81
un,un,71
vaisseau,vaisseau,21
qui,qui,52
tangue,tanguer,17
/.,/.,P
elle,il,51
se,se,51
tenait,tenir,18
tout,tout,60
au,à,81
au,le,71
bord,bord,21
",",",",p
presque,presque,60
suspendue,suspendu,31
",",",",p
entourée,entouré,31
d',de,81
un,un,71
grand,grand,30
espace,espace,21
/.,/.,P
le,le,71
bleu,bleu,21
du,de,81
du,le,71
ciel,ciel,21
l',le,52
envahissait,envahir,18
",",",",p
l',le,71
air,air,21
circulait,circuler,18
dans,dans,81
sa,son,73
tête,tête,22
creuse,creux,30
",",",",p
elle,il,51
n',ne,60
avait,avoir,18
qu',que,83
à,à,81
céder,céder,14
",",",",p
qu',que,83
à,à,81
se,se,51
laisser,laisser,14
prendre,prendre,14
;,;,p
et,et,82
le,le,71
ronflement,ronflement,21
du,de,81
du,le,71
tour,tour,21
ne,ne,60
discontinuait,discontinuer,18
pas,pas,60
",",",",p
comme,comme,83
une,un,71
voix,voix,22
furieuse,furieux,30
qui,qui,52
l',le,52
appelait,appeler,18
/.,/.,P
-,-,p
ma,mon,73
femme,femme,22
!,!,p
ma,mon,73
femme,femme,22
!,!,p
cria,crier,19
Charles,Charles,20
/.,/.,P
elle,il,51
s',se,51
arrêta,arrêter,19
/.,/.,P
-,-,p
où,où,60
es,être,17
tu,tu,51
donc,donc,82
/?,/?,P
arrive,arriver,17
/!,/!,P
l',le,71
idée,idée,22
qu',que,52
elle,il,51
venait,venir,18
d',de,81
échapper,échapper,14
à,à,81
la,le,71
mort,mort,22
faillit,faillir,19
la,le,52
faire,faire,14
s',se,51
évanouir,évanouir,14
de,de,81
terreur,terreur,22
;,;,p
elle,il,51
ferma,fermer,19
les,le,71
yeux,oeil,21
;,;,p
puis,puis,60
elle,il,51
tressaillit,tressaillir,19
au,à,81
au,le,71
contact,contact,21
d',de,81
une,un,71
main,main,22
sur,sur,81
sa,son,73
manche,manche,22
:,:,p
c',ce,52
était,être,18
Félicité,Félicité,20
/.,/.,P
-,-,p
monsieur,monsieur,21
vous,vous,51
attend,attendre,17
",",",",p
madame,madame,22
;,;,p
la,le,71
soupe,soupe,22
est,être,17
servie,servir,12
/.,/.,P
et,et,82
il,il,51
fallut,falloir,19
descendre,descendre,14
!,!,p
il,il,51
fallut,falloir,19
se,se,51
mettre,mettre,14
à,à,81
table,table,22
/!,/!,P
elle,il,51
essaya,essayer,19
de,de,81
manger,manger,14
/.,/.,P
les,le,71
morceaux,morceau,21
l',le,52
étouffaient,étouffer,18
/.,/.,P
alors,alors,60
elle,il,51
déplia,déplier,19
sa,son,73
serviette,serviette,22
comme,comme,83
pour,pour,81
en,en,52
examiner,examiner,14
les,le,71
reprises,reprise,22
et,et,82
voulut,vouloir,19
réellement,réellement,60
s',se,51
appliquer,appliquer,14
à,à,81
ce,ce,74
travail,travail,21
",",",",p
compter,compter,14
les,le,71
fils,fil,21
de,de,81
la,le,71
toile,toile,22
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
le,le,71
souvenir,souvenir,21
de,de,81
la,le,71
lettre,lettre,22
lui,lui,51
revint,revenir,19
/.,/.,P
l',le,52
avait,avoir,18
elle,il,51
donc,donc,82
perdue,perdre,12
/?,/?,P
où,où,60
la,le,52
retrouver,retrouver,14
/?,/?,P
mais,mais,82
elle,il,51
éprouvait,éprouver,18
une,un,71
telle,tel,75
lassitude,lassitude,22
dans,dans,81
l',le,71
esprit,esprit,21
",",",",p
que,que,83
jamais,jamais,60
elle,il,51
ne,ne,60
put,pouvoir,19
inventer,inventer,14
un,un,71
prétexte,prétexte,21
à,à,81
sortir,sortir,14
de,de,81
table,table,22
/.,/.,P
puis,puis,60
elle,il,51
était,être,18
devenue,devenir,12
lâche,lâche,30
;,;,p
elle,il,51
avait,avoir,18
peur,peur,22
de,de,81
Charles,Charles,20
;,;,p
il,il,51
savait,savoir,18
tout,tout,52
",",",",p
c',ce,52
était,être,18
sûr,sûr,30
/!,/!,P
en,en,81
effet,effet,21
",",",",p
il,il,51
prononça,prononcer,19
ces,ce,74
mots,mot,21
",",",",p
singulièrement,singulièrement,60
:,:,p
-,-,p
nous,nous,51
ne,ne,60
sommes,être,17
pas,pas,60
près,près,81
",",",",p
à,à,81
ce,ce,52
qu',que,52
il,il,51
paraît,paraître,17
",",",",p
de,de,81
voir,voir,14
monsieur,monsieur,21
Rodolphe,Rodolphe,20
/.,/.,P
-,-,p
qui,qui,52
te,tu,51
l',le,52
a,avoir,17
dit,dire,12
?,?,p
fit,faire,19
elle,il,51
en,en,52
tressaillant,tressaillir,13
/.,/.,P
-,-,p
qui,qui,52
me,je,51
l',le,52
a,avoir,17
dit,dire,12
?,?,p
répliqua,répliquer,19
t,t,94
il,il,51
un,un,71
peu,peu,60
surpris,surpris,31
de,de,81
ce,ce,74
ton,ton,21
brusque,brusque,30
;,;,p
c',ce,52
est,être,17
Girard,Girard,20
",",",",p
que,que,52
j',je,51
ai,avoir,17
rencontré,rencontrer,12
tout,tout,60
à,à,81
l',le,71
heure,heure,22
à,à,81
la,le,71
porte,porte,22
du,de,81
du,le,71
café,café,21
Français,Français,20
/.,/.,P
il,il,51
est,être,17
parti,partir,12
en,en,81
voyage,voyage,21
",",",",p
ou,ou,82
il,il,51
doit,devoir,17
partir,partir,14
/.,/.,P
elle,il,51
eut,avoir,19
un,un,71
sanglot,sanglot,21
/.,/.,P
-,-,p
quoi,quoi,52
donc,donc,82
t',tu,51
étonne,étonner,17
/?,/?,P
il,il,51
s',se,51
absente,absenter,17
ainsi,ainsi,60
de,de,81
temps,temps,21
à,à,81
autre,autre,52
pour,pour,81
se,se,51
distraire,distraire,14
",",",",p
et,et,82
",",",",p
ma,mon,73
foi,foi,22
!,!,p
je,je,51
l',le,52
approuve,approuver,17
/.,/.,P
quand,quand,83
on,on,51
a,avoir,17
de,de,81
la,le,71
fortune,fortune,22
et,et,82
que,que,52
l',l',94
on,on,51
est,être,17
garçon,garçon,21
!,!,p
/…,/…,P
du,de,81
du,le,71
reste,reste,21
",",",",p
il,il,51
s',se,51
amuse,amuser,17
joliment,joliment,60
",",",",p
notre,notre,73
ami,ami,21
!,!,p
c',ce,52
est,être,17
un,un,71
farceur,farceur,21
/.,/.,P
monsieur,monsieur,21
Langlois,Langlois,20
m',je,51
a,avoir,17
conté,conter,12
/…,/…,P
il,il,51
se,se,51
tut,taire,19
par,par,81
convenance,convenance,22
",",",",p
à,à,81
cause,cause,22
de,de,81
la,le,71
domestique,domestique,22
qui,qui,52
entrait,entrer,18
/.,/.,P
celle-ci,celui-ci,52
replaça,replacer,19
dans,dans,81
la,le,71
corbeille,corbeille,22
les,le,71
abricots,abricot,21
répandus,répandu,31
sur,sur,81
l',le,71
étagère,étagère,22
;,;,p
Charles,Charles,20
",",",",p
sans,sans,81
remarquer,remarquer,14
la,le,71
rougeur,rougeur,22
de,de,81
sa,son,73
femme,femme,22
",",",",p
se,se,51
les,le,52
fit,faire,19
apporter,apporter,14
",",",",p
en,en,52
prit,prendre,19
un,un,52
et,et,82
mordit,mordre,19
à,à,81
même,même,60
/.,/.,P
-,-,p
oh,oh,93
!,!,p
parfait,parfait,31
!,!,p
disait,dire,18
il,il,51
/.,/.,P
tiens,tenir,17
",",",",p
goûte,goûter,17
/.,/.,P
et,et,82
il,il,51
tendit,tendre,19
la,le,71
corbeille,corbeille,22
",",",",p
qu',que,52
elle,il,51
repoussa,repousser,19
doucement,doucement,60
/.,/.,P
-,-,p
sens,sentir,17
donc,donc,82
:,:,p
quelle,quel,75
odeur,odeur,22
!,!,p
fit,faire,19
il,il,51
en,en,81
la,le,52
lui,lui,51
passant,passer,13
sous,sous,81
le,le,71
nez,nez,21
à,à,81
plusieurs,plusieurs,75
reprises,reprise,22
/.,/.,P
-,-,p
j',je,51
étouffe,étouffer,17
!,!,p
s',se,51
écria,écrier,19
t,t,94
elle,il,51
en,en,81
se,se,51
levant,lever,13
d',de,81
un,un,71
bond,bond,21
/.,/.,P
mais,mais,82
",",",",p
par,par,81
un,un,71
effort,effort,21
de,de,81
volonté,volonté,22
",",",",p
ce,ce,74
spasme,spasme,21
disparut,disparaître,19
;,;,p
puis,puis,60
:,:,p
-,-,p
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
!,!,p
dit,dire,19
elle,il,51
",",",",p
ce,ce,52
n',ne,60
est,être,17
rien,rien,52
!,!,p
c',ce,52
est,être,17
nerveux,nerveux,30
/!,/!,P
assieds,asseoir,17
toi,toi,51
",",",",p
mange,manger,17
/!,/!,P
car,car,82
elle,il,51
redoutait,redouter,18
qu',que,83
on,on,51
ne,ne,60
fût,être,19
à,à,81
la,le,52
questionner,questionner,14
",",",",p
à,à,81
la,le,52
soigner,soigner,14
",",",",p
qu',que,83
on,on,51
ne,ne,60
la,le,52
quittât,quitter,18
plus,plus,60
/.,/.,P
Charles,Charles,20
",",",",p
pour,pour,81
obéir,obéir,14
",",",",p
s',se,51
était,être,18
rassis,rasseoir,12
",",",",p
et,et,82
il,il,51
crachait,cracher,18
dans,dans,81
sa,son,73
main,main,22
les,le,71
noyaux,noyau,21
des,de,81
des,le,71
abricots,abricot,21
",",",",p
qu',que,52
il,il,51
déposait,déposer,18
ensuite,ensuite,60
dans,dans,81
son,son,73
assiette,assiette,22
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
",",",",p
un,un,71
tilbury,tilbury,21
bleu,bleu,30
passa,passer,19
au,à,81
au,le,71
grand,grand,30
trot,trot,21
sur,sur,81
la,le,71
place,place,22
/.,/.,P
Emma,Emma,20
poussa,pousser,19
un,un,71
cri,cri,21
et,et,82
tomba,tomber,19
roide,raide,30
par,par,81
terre,terre,22
",",",",p
à,à,81
la,le,71
renverse,renverse,22
/.,/.,P
en,en,81
effet,effet,21
",",",",p
Rodolphe,Rodolphe,20
",",",",p
après,après,81
bien,bien,60
des,de,81
des,le,71
réflexions,réflexion,22
",",",",p
s',se,51
était,être,18
décidé,décider,12
à,à,81
partir,partir,14
pour,pour,81
Rouen,Rouen,20
/.,/.,P
or,or,82
",",",",p
comme,comme,83
il,il,51
n',ne,60
y,y,52
a,avoir,17
",",",",p
de,de,81
la,le,71
Huchette,Huchette,20
à,à,81
Buchy,Buchy,20
",",",",p
pas,pas,60
d',de,81
autre,autre,75
chemin,chemin,21
que,que,83
celui,celui,52
d',de,81
Yonville,Yonville,20
",",",",p
il,il,51
lui,lui,51
avait,avoir,18
fallu,falloir,12
traverser,traverser,14
le,le,71
village,village,21
",",",",p
et,et,82
Emma,Emma,20
l',le,52
avait,avoir,18
reconnu,reconnaître,12
à,à,81
la,le,71
lueur,lueur,22
des,de,81
des,le,71
lanternes,lanterne,22
qui,qui,52
coupaient,couper,18
comme,comme,83
un,un,71
éclair,éclair,21
le,le,71
crépuscule,crépuscule,21
/.,/.,P
le,le,71
pharmacien,pharmacien,21
",",",",p
au,à,81
au,le,71
tumulte,tumulte,21
qui,qui,52
se,se,51
faisait,faire,18
dans,dans,81
la,le,71
maison,maison,22
",",",",p
s',se,51
y,y,52
précipita,précipiter,19
/.,/.,P
la,le,71
table,table,22
",",",",p
avec,avec,81
toutes,tout,75
les,le,71
assiettes,assiette,22
",",",",p
était,être,18
renversée,renverser,12
;,;,p
de,de,81
la,le,71
sauce,sauce,22
",",",",p
de,de,81
la,le,71
viande,viande,22
",",",",p
les,le,71
couteaux,couteau,21
",",",",p
la,le,71
salière,salière,22
et,et,82
l',le,71
huilier,huilier,21
jonchaient,joncher,18
l',le,71
appartement,appartement,21
;,;,p
Charles,Charles,20
appelait,appeler,18
au,à,81
au,le,71
secours,secours,21
;,;,p
Berthe,Berthe,20
",",",",p
effarée,effaré,31
",",",",p
criait,crier,18
;,;,p
et,et,82
Félicité,Félicité,20
",",",",p
dont,dont,52
les,le,71
mains,main,22
tremblaient,trembler,18
",",",",p
délaçait,délacer,18
madame,madame,22
",",",",p
qui,qui,52
avait,avoir,18
le,le,71
long,long,21
du,de,81
du,le,71
corps,corps,21
des,de,81
des,le,71
mouvements,mouvement,21
convulsifs,convulsif,30
/.,/.,P
-,-,p
je,je,51
cours,courir,17
",",",",p
dit,dire,19
l',le,71
apothicaire,apothicaire,21
",",",",p
chercher,chercher,14
dans,dans,81
mon,mon,73
laboratoire,laboratoire,21
",",",",p
un,un,71
peu,peu,60
de,de,81
vinaigre,vinaigre,21
aromatique,aromatique,30
/.,/.,P
puis,puis,60
",",",",p
comme,comme,83
elle,il,51
rouvrait,rouvrir,18
les,le,71
yeux,oeil,21
en,en,81
respirant,respirer,13
le,le,71
flacon,flacon,21
:,:,p
-,-,p
j',je,51
en,en,52
étais,être,18
sûr,sûr,30
",",",",p
fit,faire,19
il,il,51
;,;,p
cela,cela,52
vous,vous,51
réveillerait,réveiller,16
un,un,71
mort,mort,21
/.,/.,P
-,-,p
parle,parler,17
nous,nous,51
!,!,p
disait,dire,18
Charles,Charles,20
",",",",p
parle,parler,17
nous,nous,51
/!,/!,P
remets,remettre,17
toi,toi,51
/!,/!,P
c',ce,52
est,être,17
moi,moi,51
",",",",p
ton,ton,73
Charles,Charles,20
qui,qui,52
t',tu,51
aime,aimer,17
/!,/!,P
me,je,51
reconnais,reconnaître,17
tu,tu,51
/?,/?,P
tiens,tenir,17
",",",",p
voilà,voilà,81
ta,ton,73
petite,petit,30
fille,fille,22
:,:,p
