11655
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-troisième extrait>,<>,<>
juillet,juillet,21
/.,/.,P
on,on,51
causait,causer,18
avec,avec,81
une,un,71
aisance,aisance,22
amicale,amical,30
/.,/.,P
madame,madame,22
Valsaci,Valsaci,20
contait,conter,18
des,de,81
des,le,71
histoires,histoire,22
tragiques,tragique,30
d',de,81
enlisements,enlisement,21
",",",",p
les,le,71
drames,drame,21
nocturnes,nocturne,30
du,de,81
du,le,71
sable,sable,21
mou,mou,30
qui,qui,52
dévore,dévorer,17
les,le,71
hommes,homme,21
/.,/.,P
monsieur,monsieur,21
Valsaci,Valsaci,20
défendait,défendre,18
la,le,71
digue,digue,22
",",",",p
attaquée,attaqué,31
par,par,81
les,le,71
artistes,artiste,21
",",",",p
ou,ou,82
vantait,vanter,18
ses,son,73
avantages,avantage,21
au,à,81
au,le,71
point,point,21
de,de,81
vue,vue,22
des,de,81
des,le,71
communications,communication,22
ininterrompues,ininterrompu,30
avec,avec,81
le,le,71
mont,mont,21
",",",",p
et,et,82
des,de,81
des,le,71
dunes,dune,22
gagnées,gagné,31
",",",",p
pour,pour,81
les,le,71
pâturages,pâturage,21
d'abord,d'abord,60
",",",",p
pour,pour,81
la,le,71
culture,culture,22
plus,plus,60
tard,tard,60
/.,/.,P
soudain,soudain,60
le,le,71
break,break,21
s',se,51
arrêta,arrêter,19
/.,/.,P
la,le,71
mer,mer,22
noyait,noyer,18
la,le,71
route,route,22
/.,/.,P
ce,ce,52
n',ne,60
était,être,18
presque,presque,60
rien,rien,52
",",",",p
une,un,71
pelure,pelure,22
liquide,liquider,17
sur,sur,81
la,le,71
voie,voie,22
pierreuse,pierreux,30
;,;,p
mais,mais,82
on,on,51
pressentait,pressentir,18
que,que,83
par,par,81
places,place,22
il,il,51
devait,devoir,18
y,y,52
avoir,avoir,14
des,de,81
des,le,71
fondrières,fondrière,22
",",",",p
des,de,81
des,le,71
trous,trou,21
dont,dont,52
on,on,51
ne,ne,60
sortirait,sortir,16
pas,pas,60
/.,/.,P
il,il,51
fallut,falloir,19
attendre,attendre,14
/.,/.,P
“,“,p
oh,oh,93
!,!,p
cela,cela,52
descend,descendre,17
vite,vite,60
!,!,p
affirma,affirmer,19
monsieur,monsieur,21
Valsaci,Valsaci,20
",",",",p
et,et,82
du,de,81
du,le,71
doigt,doigt,21
il,il,51
montrait,montrer,18
le,le,71
chemin,chemin,21
dont,dont,52
la,le,71
mince,mince,30
surface,surface,22
d',de,81
eau,eau,22
fuyait,fuir,18
",",",",p
semblait,sembler,18
bue,bu,31
par,par,81
la,le,71
terre,terre,22
",",",",p
ou,ou,82
tirée,tiré,31
au,à,81
au,le,71
loin,loin,60
par,par,81
une,un,71
force,force,22
puissante,puissant,30
et,et,82
mystérieuse,mystérieux,30
/.,/.,P
ils,ils,51
descendirent,descendre,19
pour,pour,81
regarder,regarder,14
de,de,81
plus,plus,60
près,près,81
ce,ce,74
départ,départ,21
étrange,étrange,30
",",",",p
rapide,rapide,30
et,et,82
muet,muet,30
de,de,81
la,le,71
mer,mer,22
",",",",p
et,et,82
",",",",p
pas,pas,21
à,à,81
pas,pas,21
",",",",p
ils,ils,51
le,le,52
suivaient,suivre,18
/.,/.,P
déjà,déjà,60
apparaissaient,apparaître,18
des,de,81
des,le,71
taches,tache,22
vertes,vert,30
dans,dans,81
les,le,71
herbages,herbage,21
submergés,submergé,31
",",",",p
légèrement,légèrement,60
soulevés,soulevé,31
par,par,81
endroits,endroit,21
;,;,p
et,et,82
ces,ce,74
taches,tache,22
grandissaient,grandir,18
",",",",p
s',se,51
arrondissaient,arrondir,18
",",",",p
devenaient,devenir,18
des,de,81
des,le,71
îles,île,22
/.,/.,P
ces,ce,74
îles,île,22
bientôt,bientôt,60
prirent,prendre,19
des,de,81
des,le,71
aspects,aspect,21
de,de,81
continents,continent,21
séparés,séparé,31
par,par,81
des,de,81
des,le,71
océans,océan,21
minuscules,minuscule,30
;,;,p
et,et,82
puis,puis,60
ce,ce,52
fut,être,19
enfin,enfin,60
par,par,81
toute,tout,75
l',le,71
étendue,étendue,22
du,de,81
du,le,71
golfe,golfe,21
une,un,71
course,course,22
de,de,81
déroute,déroute,22
de,de,81
la,le,71
marée,marée,22
retournant,retourner,13
au,à,81
au,le,71
loin,loin,60
/.,/.,P
on,on,51
eût,avoir,19
dit,dire,12
un,un,71
long,long,21
voile,voile,21
argenté,argenté,31
qu',que,83
on,on,51
retirait,retirer,18
de,de,81
sur,sur,81
la,le,71
terre,terre,22
",",",",p
un,un,71
voile,voile,21
immense,immense,30
troué,troué,31
",",",",p
déchiqueté,déchiqueté,31
",",",",p
plein,plein,81
de,de,81
déchirures,déchirure,22
",",",",p
qui,qui,52
s',se,51
en,en,52
allait,aller,18
",",",",p
laissant,laisser,13
à,à,81
nu,nu,21
de,de,81
grandes,grand,30
prairies,prairie,22
à,à,81
l',le,71
herbe,herbe,22
rase,ras,30
",",",",p
sans,sans,81
découvrir,découvrir,14
encore,encore,60
les,le,71
sables,sable,21
blonds,blond,30
qui,qui,52
les,le,52
suivaient,suivre,18
/.,/.,P
on,on,51
était,être,18
remonté,remonter,12
dans,dans,81
la,le,71
voiture,voiture,22
",",",",p
et,et,82
tout,tout,75
le,le,71
monde,monde,21
se,se,51
tenait,tenir,18
debout,debout,60
pour,pour,81
mieux,mieux,60
voir,voir,14
/.,/.,P
la,le,71
route,route,22
séchant,sécher,13
devant,devant,81
eux,ils,51
",",",",p
les,le,71
chevaux,cheval,21
remarchaient,remarcher,18
",",",",p
mais,mais,82
toujours,toujours,60
au,à,81
au,le,71
pas,pas,21
;,;,p
et,et,82
",",",",p
comme,comme,83
les,le,71
cahots,cahot,21
faisaient,faire,18
parfois,parfois,60
perdre,perdre,14
l',le,71
équilibre,équilibre,21
",",",",p
André,André,20
Mariolle,Mariolle,20
sentit,sentir,19
soudain,soudain,60
l',le,71
épaule,épaule,22
de,de,81
madame,madame,22
de,de,81
Burne,Burne,20
appuyée,appuyé,31
contre,contre,81
la,le,71
sienne,sien,52
/.,/.,P
il,il,51
crut,croire,19
d'abord,d'abord,60
que,que,83
le,le,71
hasard,hasard,21
d',de,81
une,un,71
secousse,secousse,22
avait,avoir,18
amené,amener,12
ce,ce,74
contact,contact,21
;,;,p
mais,mais,82
elle,il,51
y,y,52
resta,rester,19
",",",",p
et,et,82
chaque,chaque,75
soubresaut,soubresaut,21
des,de,81
des,le,71
roues,roue,22
martelait,marteler,18
la,le,71
place,place,22
où,où,60
elle,il,51
s',se,51
était,être,18
posée,poser,12
d',de,81
une,un,71
trépidation,trépidation,22
qui,qui,52
secouait,secouer,18
son,son,73
corps,corps,21
et,et,82
affolait,affoler,18
son,son,73
coeur,coeur,21
/.,/.,P
il,il,51
n',ne,60
osait,oser,18
plus,plus,60
regarder,regarder,14
la,le,71
jeune,jeune,30
femme,femme,22
",",",",p
paralysé,paralysé,21
de,de,81
bonheur,bonheur,21
par,par,81
cette,ce,74
familiarité,familiarité,22
inespérée,inespéré,30
",",",",p
et,et,82
il,il,51
pensait,penser,18
",",",",p
dans,dans,81
un,un,71
désordre,désordre,21
d',de,81
idées,idée,22
pareil,pareil,30
à,à,81
celui,celui,52
des,de,81
des,le,71
ivresses,ivresse,22
:,:,p
“,“,p
est,être,17
ce,ce,52
possible,possible,30
/?,/?,P
serait,être,16
ce,ce,52
possible,possible,30
/?,/?,P
est,être,17
ce,ce,52
que,que,83
nous,nous,51
perdons,perdre,17
la,le,71
tête,tête,22
tous,tout,75
les,le,71
deux,deux,72
/?,/?,P
la,le,71
voiture,voiture,22
se,se,51
remettant,remettre,13
à,à,81
trotter,trotter,14
",",",",p
il,il,51
fallut,falloir,19
s',se,51
asseoir,asseoir,14
/.,/.,P
alors,alors,60
Mariolle,Mariolle,20
éprouva,éprouver,19
le,le,71
besoin,besoin,21
subit,subit,30
",",",",p
impérieux,impérieux,30
",",",",p
mystérieux,mystérieux,30
",",",",p
d',de,81
être,être,14
aimable,aimable,30
pour,pour,81
monsieur,monsieur,21
de,de,81
Pradon,Pradon,20
",",",",p
et,et,82
il,il,51
s',se,51
occupa,occuper,19
de,de,81
lui,lui,51
avec,avec,81
des,de,81
des,le,71
attentions,attention,22
flatteuses,flatteur,30
/.,/.,P
sensible,sensible,30
aux,à,81
aux,le,71
compliments,compliment,21
presque,presque,60
autant,autant,60
que,que,83
sa,son,73
fille,fille,22
",",",",p
le,le,71
père,père,21
se,se,51
laissa,laisser,19
séduire,séduire,14
et,et,82
reprit,reprendre,19
bientôt,bientôt,60
sa,son,73
figure,figure,22
souriante,souriant,30
/.,/.,P
on,on,51
avait,avoir,18
enfin,enfin,60
atteint,atteindre,12
la,le,71
digue,digue,22
/.,/.,P
et,et,82
on,on,51
courait,courir,18
vers,vers,81
le,le,71
mont,mont,21
dressé,dressé,31
au,à,81
au,le,71
bout,bout,21
de,de,81
cette,ce,74
route,route,22
droite,droit,30
",",",",p
élevée,élevé,31
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
sables,sable,21
/.,/.,P
la,le,71
rivière,rivière,22
de,de,81
Pontorson,Pontorson,20
en,en,52
baignait,baigner,18
le,le,71
talus,talus,21
de,de,81
gauche,gauche,22
;,;,p
à,à,81
droite,droite,22
",",",",p
les,le,71
pâturages,pâturage,21
couverts,couvert,31
de,de,81
petit,petit,30
gazon,gazon,21
",",",",p
que,que,52
le,le,71
cocher,cocher,21
appelait,appeler,18
de,de,81
la,le,71
criste,criste,22
marine,mariner,17
",",",",p
avaient,avoir,18
fait,faire,12
place,place,22
aux,à,81
aux,le,71
dunes,dune,22
encore,encore,60
suantes,suant,30
",",",",p
imprégnées,imprégné,31
de,de,81
mer,mer,22
/.,/.,P
et,et,82
le,le,71
haut,haut,30
monument,monument,21
grandissant,grandissant,30
sur,sur,81
le,le,71
ciel,ciel,21
bleu,bleu,30
",",",",p
où,où,60
il,il,51
profilait,profiler,18
",",",",p
très,très,60
nette,net,30
à,à,81
présent,présent,21
en,en,81
tous,tout,75
ses,son,73
détails,détail,21
",",",",p
sa,son,73
tête,tête,22
à,à,81
clochetons,clocheton,21
et,et,82
à,à,81
tourelles,tourelle,22
",",",",p
sa,son,73
tête,tête,22
d',de,81
abbaye,abbaye,22
hérissée,hérissé,31
de,de,81
gargouilles,gargouille,22
grimaçantes,grimaçant,30
",",",",p
chevelures,chevelure,22
de,de,81
monstres,monstre,21
",",",",p
dont,dont,52
la,le,71
foi,foi,22
épouvantée,épouvanté,31
de,de,81
nos,notre,73
pères,père,21
a,avoir,17
coiffé,coiffer,12
leurs,leur,73
sanctuaires,sanctuaire,21
gothiques,gothique,30
/.,/.,P
il,il,51
était,être,18
près,près,81
d',de,81
une,un,71
heure,heure,22
quand,quand,83
on,on,51
arriva,arriver,19
dans,dans,81
l',le,71
hôtel,hôtel,21
",",",",p
où,où,60
le,le,71
déjeuner,déjeuner,21
était,être,18
commandé,commander,12
/.,/.,P
la,le,71
patronne,patronne,22
",",",",p
par,par,81
prudence,prudence,22
",",",",p
n',ne,60
était,être,18
point,point,60
prête,prêt,30
;,;,p
il,il,51
fallut,falloir,19
attendre,attendre,14
encore,encore,60
/.,/.,P
on,on,51
se,se,51
mit,mettre,19
donc,donc,82
à,à,81
table,table,22
fort,fort,60
tard,tard,60
;,;,p
on,on,51
avait,avoir,18
grand,grand,30
faim,faim,22
/.,/.,P
le,le,71
champagne,champagne,21
tout,tout,60
de,de,81
suite,suite,22
égaya,égayer,19
les,le,71
âmes,âme,22
/.,/.,P
tout,tout,75
le,le,71
monde,monde,21
se,se,51
sentait,sentir,18
content,content,30
",",",",p
et,et,82
deux,deux,72
coeurs,coeur,21
se,se,51
sentaient,sentir,18
tout,tout,60
près,près,81
d',de,81
être,être,14
heureux,heureux,30
/.,/.,P
vers,vers,81
le,le,71
dessert,dessert,21
",",",",p
quand,quand,83
l',le,71
animation,animation,22
des,de,81
des,le,71
vins,vin,21
bus,bus,21
et,et,82
le,le,71
plaisir,plaisir,21
des,de,81
des,le,71
causeries,causerie,22
eurent,avoir,19
développé,développer,12
dans,dans,81
les,le,71
corps,corps,21
ce,ce,74
bonheur,bonheur,21
de,de,81
vivre,vivre,14
qui,qui,52
nous,nous,51
anime,animer,17
parfois,parfois,60
à,à,81
la,le,71
fin,fin,22
des,de,81
des,le,71
bons,bon,30
repas,repas,21
et,et,82
nous,nous,51
dispose,disposer,17
à,à,81
tout,tout,52
approuver,approuver,14
",",",",p
à,à,81
tout,tout,52
accepter,accepter,14
",",",",p
Mariolle,Mariolle,20
demanda,demander,19
:,:,p
-,-,p
voulez,vouloir,17
vous,vous,51
que,que,83
nous,nous,51
restions,rester,17
ici,ici,60
jusqu',jusque,81
à,à,81
demain,demain,60
/?,/?,P
ce,ce,52
serait,être,16
si,si,60
beau,beau,30
de,de,81
voir,voir,14
cela,cela,52
au,à,81
au,le,71
clair,clair,21
de,de,81
lune,lune,22
et,et,82
si,si,60
agréable,agréable,30
de,de,81
dîner,dîner,14
encore,encore,60
ensemble,ensemble,60
ce,ce,74
soir,soir,21
/!,/!,P
madame,madame,22
de,de,81
Burne,Burne,20
accepta,accepter,19
tout,tout,60
de,de,81
suite,suite,22
;,;,p
les,le,71
deux,deux,72
hommes,homme,21
consentirent,consentir,19
/.,/.,P
seule,seul,30
",",",",p
madame,madame,22
Valsaci,Valsaci,20
hésitait,hésiter,18
",",",",p
à,à,81
cause,cause,22
de,de,81
son,son,73
petit,petit,30
garçon,garçon,21
resté,resté,31
chez,chez,81
elle,il,51
",",",",p
mais,mais,82
son,son,73
mari,mari,21
la,le,52
rassura,rassurer,19
",",",",p
lui,lui,51
rappela,rappeler,19
que,que,83
souvent,souvent,60
elle,il,51
s',se,51
était,être,18
absentée,absenter,12
ainsi,ainsi,60
/.,/.,P
il,il,51
écrivit,écrire,19
même,même,60
",",",",p
séance,séance,22
tenante,tenant,30
",",",",p
une,un,71
dépêche,dépêche,22
pour,pour,81
la,le,71
gouvernante,gouvernante,22
/.,/.,P
il,il,51
trouvait,trouver,18
charmant,charmant,30
André,André,20
Mariolle,Mariolle,20
",",",",p
qui,qui,52
avait,avoir,18
approuvé,approuver,12
la,le,71
digue,digue,22
",",",",p
par,par,81
flatterie,flatterie,22
",",",",p
et,et,82
l',le,52
avait,avoir,18
jugée,juger,12
beaucoup,beaucoup,60
moins,moins,60
nuisible,nuisible,30
à,à,81
l',le,71
effet,effet,21
du,de,81
du,le,71
mont,mont,21
qu',que,83
on,on,51
ne,ne,60
le,le,52
disait,dire,18
en,en,81
général,général,21
/.,/.,P
en,en,81
quittant,quitter,13
la,le,71
table,table,22
",",",",p
ils,ils,51
allèrent,aller,19
visiter,visiter,14
le,le,71
monument,monument,21
/.,/.,P
on,on,51
prit,prendre,19
le,le,71
chemin,chemin,21
des,de,81
des,le,71
remparts,rempart,21
/.,/.,P
la,le,71
ville,ville,22
",",",",p
un,un,71
tas,tas,21
de,de,81
maisons,maison,22
du,de,81
du,le,71
moyen,moyen,30
âge,âge,21
étagées,étagé,31
les,le,71
unes,un,52
au-dessus,au-dessus,60
des,de,81
des,le,71
autres,autre,52
sur,sur,81
le,le,71
bloc,bloc,21
énorme,énorme,30
de,de,81
granit,granit,21
qui,qui,52
porte,porter,17
à,à,81
son,son,73
sommet,sommet,21
l',le,71
abbaye,abbaye,22
",",",",p
est,être,17
séparée,séparer,12
des,de,81
des,le,71
sables,sable,21
par,par,81
une,un,71
haute,haut,30
muraille,muraille,22
crénelée,crénelé,30
/.,/.,P
cette,ce,74
muraille,muraille,22
monte,monter,17
",",",",p
en,en,81
contournant,contourner,13
la,le,71
vieille,vieux,30
cité,cité,22
",",",",p
avec,avec,81
des,de,81
des,le,71
coudes,coude,21
",",",",p
des,de,81
des,le,71
angles,angle,21
",",",",p
des,de,81
des,le,71
plates-formes,plate-forme,22
",",",",p
des,de,81
des,le,71
tours,tour,21
de,de,81
guet,guet,21
",",",",p
autant,autant,60
d',de,81
étonnements,étonnement,21
pour,pour,81
l',le,71
oeil,oeil,21
qui,qui,52
découvre,découvrir,17
",",",",p
à,à,81
chaque,chaque,75
circuit,circuit,21
",",",",p
une,un,71
nouvelle,nouveau,30
étendue,étendue,22
de,de,81
l',le,71
immense,immense,30
horizon,horizon,21
/.,/.,P
on,on,51
se,se,51
taisait,taire,18
",",",",p
soufflant,souffler,13
un,un,71
peu,peu,60
après,après,81
ce,ce,74
long,long,30
déjeuner,déjeuner,21
",",",",p
et,et,82
surpris,surpris,31
toujours,toujours,60
de,de,81
voir,voir,14
et,et,82
de,de,81
revoir,revoir,14
cet,ce,74
étonnant,étonnant,30
édifice,édifice,21
/.,/.,P
au-dessus,au-dessus,60
d',de,81
eux,ils,51
",",",",p
c',ce,52
était,être,18
",",",",p
dans,dans,81
le,le,71
ciel,ciel,21
",",",",p
un,un,71
emmêlement,emmêlement,21
prodigieux,prodigieux,30
de,de,81
flèches,flèche,22
",",",",p
de,de,81
fleurs,fleur,22
de,de,81
granit,granit,21
",",",",p
d',de,81
arches,arche,22
jetées,jeté,31
d',de,81
une,un,71
tour,tour,22
à,à,81
l',le,71
autre,autre,52
",",",",p
une,un,71
invraisemblable,invraisemblable,30
",",",",p
énorme,énorme,30
et,et,82
légère,léger,30
dentelle,dentelle,22
d',de,81
architecture,architecture,22
",",",",p
brodée,brodé,31
à,à,81
jour,jour,21
sur,sur,81
l',le,71
azur,azur,21
",",",",p
et,et,82
d',de,81
où,où,60
jaillissait,jaillir,18
",",",",p
d',de,81
où,où,60
semblait,sembler,18
s',se,51
élancer,élancer,14
",",",",p
comme,comme,83
pour,pour,81
s',se,51
envoler,envoler,14
",",",",p
l',le,71
armée,armée,22
menaçante,menaçant,30
et,et,82
fantastique,fantastique,30
des,de,81
des,le,71
gargouilles,gargouille,22
à,à,81
face,face,22
de,de,81
bêtes,bête,22
/.,/.,P
entre,entre,81
la,le,71
mer,mer,22
et,et,82
l',le,71
abbaye,abbaye,22
",",",",p
sur,sur,81
le,le,71
flanc,flanc,21
nord,nord,21
du,de,81
du,le,71
mont,mont,21
",",",",p
une,un,71
pente,pente,22
sauvage,sauvage,30
et,et,82
presque,presque,60
à,à,81
pic,pic,21
",",",",p
qu',que,52
on,on,51
appelle,appeler,17
la,le,71
forêt,forêt,22
",",",",p
parce qu',parce que,83
elle,il,51
est,être,17
couverte,couvrir,12
de,de,81
vieux,vieux,30
arbres,arbre,21
",",",",p
commençait,commencer,18
à,à,81
la,le,71
fin,fin,22
des,de,81
des,le,71
maisons,maison,22
",",",",p
étalant,étaler,13
une,un,71
sombre,sombre,30
tache,tache,22
verte,vert,30
sur,sur,81
le,le,71
jaune,jaune,30
illimité,illimité,30
des,de,81
des,le,71
sables,sable,21
/.,/.,P
madame,madame,22
de,de,81
Burne,Burne,20
et,et,82
André,André,20
Mariolle,Mariolle,20
",",",",p
qui,qui,52
marchaient,marcher,18
les,le,71
premiers,premier,72
",",",",p
s',se,51
arrêtèrent,arrêter,19
pour,pour,81
regarder,regarder,14
/.,/.,P
elle,il,51
s',se,51
appuyait,appuyer,18
à,à,81
son,son,73
bras,bras,21
engourdie,engourdi,31
dans,dans,81
un,un,71
ravissement,ravissement,21
qu',que,52
elle,il,51
n',ne,60
avait,avoir,18
jamais,jamais,60
senti,sentir,12
/.,/.,P
elle,il,51
montait,monter,18
",",",",p
légère,léger,30
",",",",p
prête,prêt,30
à,à,81
monter,monter,14
toujours,toujours,60
",",",",p
avec,avec,81
lui,lui,51
vers,vers,81
ce,ce,74
monument,monument,21
de,de,81
rêve,rêve,21
et,et,82
vers,vers,81
autre,autre,75
chose,chose,22
encore,encore,60
/.,/.,P
elle,il,51
aurait,avoir,16
voulu,vouloir,12
que,que,83
ce,ce,74
chemin,chemin,21
escarpé,escarpé,30
ne,ne,60
finît,finir,18
jamais,jamais,60
",",",",p
car,car,82
elle,il,51
s',se,51
y,y,52
sentait,sentir,18
presque,presque,60
pleinement,pleinement,60
satisfaite,satisfait,31
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
de,de,81
sa,son,73
vie,vie,22
/.,/.,P
elle,il,51
murmura,murmurer,19
:,:,p
-,-,p
dieu,dieu,21
!,!,p
est,être,17
ce,ce,52
beau,beau,30
/!,/!,P
il,il,51
répondit,répondre,19
",",",",p
en,en,81
la,le,52
regardant,regarder,13
:,:,p
-,-,p
je,je,51
ne,ne,60
puis,pouvoir,17
penser,penser,14
qu',que,83
à,à,81
vous,vous,51
/.,/.,P
avec,avec,81
un,un,71
sourire,sourire,21
",",",",p
elle,il,51
reprit,reprendre,19
:,:,p
-,-,p
je,je,51
ne,ne,60
suis,être,17
pourtant,pourtant,60
pas,pas,60
très,très,60
poétique,poétique,30
",",",",p
mais,mais,82
je,je,51
trouve,trouver,17
cela,cela,52
si,si,60
beau,beau,30
",",",",p
que,que,83
je,je,51
me,je,51
sens,sentir,17
vraiment,vraiment,60
très,très,60
émue,ému,31
/.,/.,P
il,il,51
balbutia,balbutier,19
:,:,p
-,-,p
moi,moi,51
",",",",p
je,je,51
vous,vous,51
aime,aimer,17
comme,comme,83
un,un,71
fou,fou,21
/.,/.,P
il,il,51
sentit,sentir,19
son,son,73
bras,bras,21
légèrement,légèrement,60
pressé,pressé,31
",",",",p
et,et,82
ils,ils,51
se,se,51
remirent,remettre,19
en,en,81
route,route,22
/.,/.,P
un,un,71
gardien,gardien,21
les,le,52
attendait,attendre,18
à,à,81
la,le,71
porte,porte,22
de,de,81
l',le,71
abbaye,abbaye,22
",",",",p
et,et,82
ils,ils,51
entrèrent,entrer,19
par,par,81
cet,ce,74
escalier,escalier,21
superbe,superbe,30
",",",",p
entre,entre,81
deux,deux,72
tours,tour,21
énormes,énorme,30
",",",",p
qui,qui,52
les,le,52
conduisit,conduire,19
à,à,81
la,le,71
salle,salle,22
des,de,81
des,le,71
gardes,garde,21
/.,/.,P
puis,puis,60
ils,ils,51
allèrent,aller,19
de,de,81
salle,salle,22
en,en,81
salle,salle,22
",",",",p
de,de,81
cour,cour,22
en,en,81
cour,cour,22
",",",",p
de,de,81
cachot,cachot,21
en,en,81
cachot,cachot,21
",",",",p
écoutant,écouter,13
",",",",p
s',se,51
étonnant,étonner,13
",",",",p
enchantés,enchanté,31
de,de,81
tout,tout,52
",",",",p
admirant,admirer,13
tout,tout,52
",",",",p
la,le,71
crypte,crypte,22
des,de,81
des,le,71
gros,gros,30
piliers,pilier,21
",",",",p
d',de,81
une,un,71
beauté,beauté,22
si,si,60
robuste,robuste,30
",",",",p
qui,qui,52
soutient,soutenir,17
sur,sur,81
ses,son,73
énormes,énorme,30
colonnes,colonne,22
le,le,71
choeur,choeur,21
entier,entier,30
de,de,81
l',le,71
église,église,22
supérieure,supérieur,30
",",",",p
et,et,82
toute,tout,75
la,le,71
merveille,merveille,22
",",",",p
construction,construction,22
formidable,formidable,30
de,de,81
trois,trois,72
étages,étage,21
de,de,81
monuments,monument,21
gothiques,gothique,30
élevés,élevé,31
les,le,71
uns,un,52
au-dessus,au-dessus,60
des,de,81
des,le,71
autres,autre,52
",",",",p
le,le,71
plus,plus,60
extraordinaire,extraordinaire,30
chef-d'oeuvre,chef-d'oeuvre,21
de,de,81
l',le,71
architecture,architecture,22
monastique,monastique,30
et,et,82
militaire,militaire,30
du,de,81
du,le,71
moyen,moyen,30
âge,âge,21
/.,/.,P
puis,puis,60
ils,ils,51
arrivèrent,arriver,19
au,à,81
au,le,71
cloître,cloître,21
/.,/.,P
leur,leur,73
surprise,surprise,22
fut,être,19
telle,tel,75
",",",",p
qu',que,83
ils,ils,51
s',se,51
arrêtèrent,arrêter,19
devant,devant,81
ce,ce,74
grand,grand,30
préau,préau,21
carré,carré,31
qu',que,52
enferme,enfermer,17
la,le,71
plus,plus,60
légère,léger,30
",",",",p
la,le,71
plus,plus,60
gracieuse,gracieux,30
",",",",p
la,le,71
plus,plus,60
charmante,charmant,30
des,de,81
des,le,71
colonnades,colonnade,22
de,de,81
tous,tout,75
les,le,71
cloîtres,cloître,21
du,de,81
du,le,71
monde,monde,21
/.,/.,P
sur,sur,81
deux,deux,72
rangs,rang,21
",",",",p
les,le,71
minces,mince,30
petits,petit,21
fûts,fût,21
coiffés,coiffé,31
de,de,81
chapiteaux,chapiteau,21
délicieux,délicieux,30
portent,porter,17
",",",",p
tout,tout,75
le,le,71
long,long,21
des,de,81
des,le,71
quatre,quatre,72
galeries,galerie,22
",",",",p
une,un,71
guirlande,guirlande,22
ininterrompue,ininterrompu,30
d',de,81
ornements,ornement,21
et,et,82
de,de,81
fleurs,fleur,22
gothiques,gothique,30
d',de,81
une,un,71
variété,variété,22
infinie,infini,30
",",",",p
d',de,81
une,un,71
invention,invention,22
toujours,toujours,60
nouvelle,nouveau,30
",",",",p
fantaisie,fantaisie,22
élégante,élégant,30
et,et,82
simple,simple,30
des,de,81
des,le,71
vieux,vieux,30
artistes,artiste,21
naïfs,naïf,30
",",",",p
dont,dont,52
le,le,71
rêve,rêve,21
et,et,82
la,le,71
pensée,pensée,22
creusaient,creuser,18
la,le,71
pierre,pierre,22
avec,avec,81
leur,leur,73
marteau,marteau,21
/.,/.,P
Michèle,Michèle,20
de,de,81
Burne,Burne,20
et,et,82
André,André,20
Mariolle,Mariolle,20
en,en,52
firent,faire,19
le,le,71
tour,tour,21
",",",",p
à,à,81
tout,tout,60
petits,petit,30
pas,pas,21
",",",",p
le,le,71
bras,bras,21
sur,sur,81
le,le,71
bras,bras,21
",",",",p
tandis que,tandis que,83
les,le,71
autres,autre,52
",",",",p
un,un,71
peu,peu,60
fatigués,fatigué,31
admiraient,admirer,18
de,de,81
loin,loin,60
",",",",p
debout,debout,60
près,près,81
de,de,81
la,le,71
porte,porte,22
d',de,81
entrée,entrée,22
/.,/.,P
-,-,p
dieu,dieu,21
que,que,52
j',je,51
aime,aimer,17
ceci,ceci,52
!,!,p
dit,dire,19
elle,il,51
",",",",p
en,en,81
s',se,51
arrêtant,arrêter,13
/.,/.,P
il,il,51
répondit,répondre,19
:,:,p
-,-,p
moi,moi,51
je,je,51
ne,ne,60
sais,savoir,17
plus,plus,60
où,où,60
je,je,51
suis,être,17
",",",",p
ni,ni,82
où,où,60
je,je,51
vis,vivre,17
",",",",p
ni,ni,82
ce,ce,52
que,que,52
je,je,51
vois,voir,17
/.,/.,P
je,je,51
sens,sentir,17
que,que,83
vous,vous,51
êtes,être,17
près,près,81
de,de,81
moi,moi,51
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
alors,alors,60
elle,il,51
le,le,52
regarda,regarder,19
bien,bien,60
en,en,81
face,face,22
",",",",p
souriante,souriant,30
",",",",p
et,et,82
murmura,murmurer,19
:,:,p
-,-,p
André,André,20
/!,/!,P
il,il,51
comprit,comprendre,19
qu',que,83
elle,il,51
se,se,51
donnait,donner,18
/.,/.,P
ils,ils,51
ne,ne,60
parlèrent,parler,19
plus,plus,60
et,et,82
se,se,51
remirent,remettre,19
à,à,81
marcher,marcher,14
/.,/.,P
on,on,51
continua,continuer,19
la,le,71
visite,visite,22
du,de,81
du,le,71
monument,monument,21
",",",",p
mais,mais,82
à,à,81
peine,peine,22
regardaient,regarder,18
ils,ils,51
/.,/.,P
l',le,71
escalier,escalier,21
de,de,81
dentelle,dentelle,22
cependant,cependant,82
les,le,52
put,pouvoir,19
distraire,distraire,14
une,un,71
minute,minute,22
",",",",p
emprisonné,emprisonné,31
dans,dans,81
une,un,71
arche,arche,22
jetée,jeté,31
en,en,81
plein,plein,30
ciel,ciel,21
entre,entre,81
deux,deux,72
clochetons,clocheton,21
",",",",p
pour,pour,81
escalader,escalader,14
",",",",p
semble,sembler,17
t,t,94
il,il,51
les,le,71
nues,nue,22
