12060
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Soixante-et-onzième extrait>,<>,<>
plaisir,plaisir,21
à,à,81
lui,lui,51
/.,/.,P
et,et,82
ce,ce,52
qui,qui,52
",",",",p
en,en,81
ce,ce,74
moment,moment,21
",",",",p
le,le,52
rendait,rendre,18
fou,fou,30
",",",",p
c',ce,52
était,être,18
de,de,81
la,le,52
sentir,sentir,14
comme,comme,83
jamais,jamais,60
il,il,51
ne,ne,60
l',le,52
avait,avoir,18
eue,avoir,12
",",",",p
ardente,ardent,30
",",",",p
frémissante,frémissant,30
de,de,81
passion,passion,22
sensuelle,sensuel,30
/.,/.,P
le,le,71
noir,noir,30
reflet,reflet,21
de,de,81
sa,son,73
chevelure,chevelure,22
assombrissait,assombrir,18
ses,son,73
calmes,calme,30
yeux,oeil,21
de,de,81
pervenche,pervenche,22
",",",",p
sa,son,73
bouche,bouche,22
forte,fort,30
saignait,saigner,18
dans,dans,81
le,le,71
doux,doux,30
ovale,ovale,21
de,de,81
son,son,73
visage,visage,21
/.,/.,P
il,il,51
y,y,52
avait,avoir,18
là,là,60
une,un,71
femme,femme,22
qu',que,52
il,il,51
ne,ne,60
connaissait,connaître,18
point,point,60
/.,/.,P
pourquoi,pourquoi,60
se,se,51
refusait,refuser,18
elle,il,51
/?,/?,P
dis,dire,17
",",",",p
pourquoi,pourquoi,60
/?,/?,P
nous,nous,51
avons,avoir,17
le,le,71
temps,temps,21
/.,/.,P
alors,alors,60
",",",",p
dans,dans,81
une,un,71
angoisse,angoisse,22
inexplicable,inexplicable,30
",",",",p
dans,dans,81
un,un,71
débat,débat,21
où,où,60
elle,il,51
ne,ne,60
paraissait,paraître,18
pas,pas,60
juger,juger,14
les,le,71
choses,chose,22
nettement,nettement,60
",",",",p
comme,comme,83
si,si,83
elle,il,51
se,se,51
fût,être,19
ignorée,ignorer,12
elle,il,51
aussi,aussi,60
",",",",p
elle,il,51
eut,avoir,19
un,un,71
cri,cri,21
de,de,81
douleur,douleur,22
vraie,vrai,30
",",",",p
qui,qui,52
le,le,52
fit,faire,19
se,se,51
tenir,tenir,14
tranquille,tranquille,30
/.,/.,P
non,non,60
",",",",p
non,non,60
",",",",p
je,je,51
t',tu,51
en,en,52
supplie,supplier,17
",",",",p
laisse,laisser,17
moi,moi,51
/!,/!,P
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
",",",",p
ça,ça,52
m',je,51
étrangle,étrangler,17
",",",",p
rien,rien,52
que,que,52
l',le,71
idée,idée,22
",",",",p
en,en,81
ce,ce,74
moment,moment,21
/…,/…,P
ça,ça,52
ne,ne,60
serait,être,16
pas,pas,60
bien,bien,60
/.,/.,P
tous,tout,75
deux,deux,72
était,être,18
tombés,tomber,12
assis,assis,31
au,à,81
au,le,71
bord,bord,21
du,de,81
du,le,71
lit,lit,21
/.,/.,P
il,il,51
se,se,51
passa,passer,19
la,le,71
main,main,22
sur,sur,81
la,le,71
face,face,22
",",",",p
comme,comme,83
pour,pour,81
s',se,51
en,en,52
ôter,ôter,14
la,le,71
cuisson,cuisson,22
qui,qui,52
le,le,52
brûlait,brûler,18
/.,/.,P
en,en,81
le,le,52
voyant,voir,13
redevenu,redevenir,12
sage,sage,30
",",",",p
elle,il,51
",",",",p
gentille,gentil,30
",",",",p
se,se,51
pencha,pencher,19
",",",",p
lui,lui,51
posa,poser,19
un,un,71
gros,gros,30
baiser,baiser,21
sur,sur,81
la,le,71
joue,joue,22
",",",",p
voulant,vouloir,13
lui,lui,51
montrer,montrer,14
qu',que,83
elle,il,51
l',le,52
aimait,aimer,18
bien,bien,60
tout,tout,60
de,de,81
même,même,60
/.,/.,P
un,un,71
instant,instant,21
",",",",p
ils,ils,51
restèrent,rester,19
de,de,81
la,le,71
sorte,sorte,22
",",",",p
sans,sans,81
parler,parler,14
",",",",p
à,à,81
se,se,51
remettre,remettre,14
/.,/.,P
il,il,51
lui,lui,51
avait,avoir,18
repris,reprendre,12
la,le,71
main,main,22
gauche,gauche,30
et,et,82
jouait,jouer,18
avec,avec,81
une,un,71
vieille,vieux,30
bague,bague,22
d',de,81
or,or,21
",",",",p
un,un,71
serpent,serpent,21
d',de,81
or,or,21
à,à,81
petite,petit,30
tête,tête,22
de,de,81
rubis,rubis,21
",",",",p
qu',que,52
elle,il,51
portait,porter,18
au,à,81
au,le,71
même,même,75
doigt,doigt,21
que,que,83
son,son,73
alliance,alliance,22
/.,/.,P
toujours,toujours,60
il,il,51
la,le,52
lui,lui,51
avait,avoir,18
connue,connaître,12
là,là,60
/.,/.,P
mon,mon,73
petit,petit,30
serpent,serpent,21
",",",",p
dit,dire,19
Séverine,Séverine,20
d',de,81
une,un,71
voix,voix,22
involontaire,involontaire,30
de,de,81
rêve,rêve,21
",",",",p
croyant,croire,13
qu',que,83
il,il,51
regardait,regarder,18
la,le,71
bague,bague,22
et,et,82
éprouvant,éprouver,13
l',le,71
impérieux,impérieux,30
besoin,besoin,21
de,de,81
parler,parler,14
/.,/.,P
c',ce,52
est,être,17
à,à,81
la,le,71
Croix-de-Maufras,Croix-de-Maufras,20
",",",",p
qu',que,83
il,il,51
m',je,51
en,en,52
a,avoir,17
fait,faire,12
cadeau,cadeau,21
",",",",p
pour,pour,81
mes,mon,73
seize,seize,72
ans,an,21
/.,/.,P
Roubaud,Roubaud,20
leva,lever,19
la,le,71
tête,tête,22
",",",",p
surpris,surpris,31
/.,/.,P
qui,qui,52
donc,donc,82
?,?,p
le,le,71
président,président,21
/?,/?,P
lorsque,lorsque,83
les,le,71
yeux,oeil,21
de,de,81
son,son,73
mari,mari,21
s',se,51
étaient,être,18
posés,poser,12
sur,sur,81
les,le,71
siens,sien,52
",",",",p
elle,il,51
avait,avoir,18
eu,avoir,12
une,un,71
brusque,brusque,30
secousse,secousse,22
de,de,81
réveil,réveil,21
/.,/.,P
elle,il,51
sentit,sentir,19
un,un,71
petit,petit,30
froid,froid,21
glacer,glacer,14
ses,son,73
joues,joue,22
/.,/.,P
elle,il,51
voulut,vouloir,19
répondre,répondre,14
",",",",p
et,et,82
ne,ne,60
trouva,trouver,19
rien,rien,52
",",",",p
étranglée,étranglé,31
par,par,81
la,le,71
sorte,sorte,22
de,de,81
paralysie,paralysie,22
qui,qui,52
la,le,52
prenait,prendre,18
/.,/.,P
mais,mais,82
",",",",p
continua,continuer,19
t,t,94
il,il,51
",",",",p
tu,tu,51
m',je,51
as,avoir,17
toujours,toujours,60
dit,dire,12
que,que,83
c',ce,52
était,être,18
ta,ton,73
mère,mère,22
qui,qui,52
te,tu,51
l',le,52
avait,avoir,18
laissée,laisser,12
",",",",p
cette,ce,74
bague,bague,22
/.,/.,P
encore,encore,60
à,à,81
cette,ce,74
seconde,seconde,22
",",",",p
elle,il,51
pouvait,pouvoir,18
rattraper,rattraper,14
la,le,71
phrase,phrase,22
",",",",p
lâchée,lâché,31
dans,dans,81
un,un,71
oubli,oubli,21
de,de,81
tout,tout,52
/.,/.,P
il,il,51
lui,lui,51
aurait,avoir,16
suffi,suffire,12
de,de,81
rire,rire,14
",",",",p
de,de,81
jouer,jouer,14
l',le,71
étourdie,étourdie,22
/.,/.,P
mais,mais,82
elle,il,51
s',se,51
entêta,entêter,19
",",",",p
ne,ne,60
se,se,51
possédant,posséder,13
plus,plus,60
",",",",p
inconsciente,inconscient,30
/.,/.,P
jamais,jamais,60
",",",",p
mon,mon,73
chéri,chéri,31
",",",",p
je,je,51
ne,ne,60
t',tu,51
ai,avoir,17
dit,dire,12
que,que,83
ma,mon,73
mère,mère,22
m',je,51
avait,avoir,18
laissé,laisser,12
cette,ce,74
bague,bague,22
/.,/.,P
du,de,81
du,le,71
coup,coup,21
",",",",p
Roubaud,Roubaud,20
la,le,52
dévisagea,dévisager,19
",",",",p
pâlissant,pâlir,13
lui,lui,51
aussi,aussi,60
/.,/.,P
comment,comment,60
?,?,p
tu,tu,51
ne,ne,60
m',je,51
as,avoir,17
jamais,jamais,60
dit,dire,12
ça,ça,52
/?,/?,P
tu,tu,51
me,je,51
l',le,52
as,avoir,17
dit,dire,12
vingt,vingt,72
fois,fois,22
/!,/!,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
de,de,81
mal,mal,21
à,à,81
ce,ce,52
que,que,52
le,le,71
président,président,21
t',tu,51
ait,avoir,17
donné,donner,12
une,un,71
bague,bague,22
/.,/.,P
il,il,51
t',tu,51
a,avoir,17
donné,donner,12
bien,bien,60
autre,autre,75
chose,chose,22
/…,/…,P
mais,mais,82
pourquoi,pourquoi,60
me,je,51
l',le,52
avoir,avoir,14
caché,cacher,12
?,?,p
pourquoi,pourquoi,60
avoir,avoir,14
menti,mentir,12
",",",",p
en,en,81
parlant,parler,13
de,de,81
ta,ton,73
mère,mère,22
/?,/?,P
-,-,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
parlé,parler,12
de,de,81
ma,mon,73
mère,mère,22
",",",",p
mon,mon,73
chéri,chéri,31
",",",",p
tu,tu,51
te,tu,51
trompes,tromper,17
/.,/.,P
c',ce,52
était,être,18
imbécile,imbécile,30
",",",",p
cette,ce,74
obstination,obstination,22
/.,/.,P
elle,il,51
voyait,voir,18
qu',que,83
elle,il,51
se,se,51
perdait,perdre,18
",",",",p
qu',que,83
il,il,51
lisait,lire,18
clairement,clairement,60
sous,sous,81
sa,son,73
peau,peau,22
",",",",p
et,et,82
elle,il,51
aurait,avoir,16
voulu,vouloir,12
revenir,revenir,14
",",",",p
ravaler,ravaler,14
ses,son,73
paroles,parole,22
;,;,p
mais,mais,82
il,il,51
n',ne,60
était,être,18
plus,plus,60
temps,temps,21
",",",",p
elle,il,51
sentait,sentir,18
ses,son,73
traits,trait,21
se,se,51
décomposer,décomposer,14
",",",",p
l',le,71
aveu,aveu,21
sortir,sortir,14
malgré,malgré,81
elle,il,51
de,de,81
toute,tout,75
sa,son,73
personne,personne,22
/.,/.,P
le,le,71
froid,froid,21
de,de,81
ses,son,73
joues,joue,22
avait,avoir,18
envahi,envahir,12
sa,son,73
face,face,22
entière,entier,30
",",",",p
un,un,71
tic,tic,21
nerveux,nerveux,30
tirait,tirer,18
ses,son,73
lèvres,lèvre,22
/.,/.,P
et,et,82
lui,lui,51
",",",",p
effrayant,effrayant,30
",",",",p
redevenu,redevenu,31
subitement,subitement,60
rouge,rouge,30
",",",",p
à,à,81
croire,croire,14
que,que,83
le,le,71
sang,sang,21
allait,aller,18
faire,faire,14
éclater,éclater,14
ses,son,73
veines,veine,22
",",",",p
lui,lui,51
avait,avoir,18
saisi,saisir,12
les,le,71
poignets,poignet,21
",",",",p
la,le,52
regardait,regarder,18
de,de,81
tout,tout,52
près,près,81
",",",",p
afin,afin,81
de,de,81
mieux,mieux,60
suivre,suivre,14
",",",",p
dans,dans,81
l',le,71
effarement,effarement,21
épouvanté,épouvanté,31
de,de,81
ses,son,73
yeux,oeil,21
",",",",p
ce,ce,52
qu',que,52
elle,il,51
ne,ne,60
disait,dire,18
pas,pas,60
tout,tout,60
haut,haut,60
/.,/.,P
nom,nom,21
de,de,81
dieu,dieu,21
!,!,p
bégaya,bégayer,19
t,t,94
il,il,51
",",",",p
nom,nom,21
de,de,81
dieu,dieu,21
/!,/!,P
elle,il,51
eut,avoir,19
peur,peur,22
",",",",p
baissa,baisser,19
le,le,71
visage,visage,21
pour,pour,81
le,le,52
cacher,cacher,14
sous,sous,81
son,son,73
bras,bras,21
",",",",p
devinant,deviner,13
le,le,71
coup,coup,21
de,de,81
poing,poing,21
/.,/.,P
un,un,71
fait,fait,21
",",",",p
petit,petit,30
",",",",p
misérable,misérable,30
",",",",p
insignifiant,insignifiant,30
",",",",p
l',le,71
oubli,oubli,21
d',de,81
un,un,71
mensonge,mensonge,21
à,à,81
propos,propos,21
de,de,81
cette,ce,74
bague,bague,22
",",",",p
venait,venir,18
d',de,81
amener,amener,14
l',le,71
évidence,évidence,22
",",",",p
en,en,81
quelques,quelque,75
paroles,parole,22
échangées,échangé,31
/.,/.,P
et,et,82
il,il,51
avait,avoir,18
suffi,suffire,12
d',de,81
une,un,71
minute,minute,22
/.,/.,P
il,il,51
la,le,52
jeta,jeter,19
d',de,81
une,un,71
secousse,secousse,22
en,en,81
travers,travers,21
du,de,81
du,le,71
lit,lit,21
",",",",p
il,il,51
tapa,taper,19
sur,sur,81
elle,il,51
des,de,81
des,le,71
deux,deux,72
poings,poing,21
",",",",p
au,à,81
au,le,71
hasard,hasard,21
/.,/.,P
en,en,81
trois,trois,72
ans,an,21
",",",",p
il,il,51
ne,ne,60
lui,lui,51
avait,avoir,18
pas,pas,60
donné,donner,12
une,un,71
chiquenaude,chiquenaude,22
",",",",p
et,et,82
il,il,51
la,le,52
massacrait,massacrer,18
",",",",p
aveugle,aveugle,30
",",",",p
ivre,ivre,30
",",",",p
dans,dans,81
un,un,71
emportement,emportement,21
de,de,81
brute,brute,22
",",",",p
de,de,81
l',le,71
homme,homme,21
aux,à,81
aux,le,71
grosses,gros,30
mains,main,22
",",",",p
qui,qui,52
",",",",p
autrefois,autrefois,60
",",",",p
avait,avoir,18
poussé,pousser,12
des,de,81
des,le,71
wagons,wagon,21
/.,/.,P
nom,nom,21
de,de,81
dieu,dieu,21
de,de,81
garce,garce,22
!,!,p
tu,tu,51
as,avoir,17
couché,coucher,12
avec,avec,81
!,!,p
couché,coucher,12
avec,avec,81
!,!,p
couché,coucher,12
avec,avec,81
!,!,p
/!,/!,P
il,il,51
s',se,51
enrageait,enrager,18
à,à,81
ces,ce,74
mots,mot,21
répétés,répété,31
",",",",p
il,il,51
abattait,abattre,18
les,le,71
poings,poing,21
",",",",p
chaque,chaque,75
fois,fois,22
qu',que,83
il,il,51
les,le,52
prononçait,prononcer,18
",",",",p
comme,comme,83
pour,pour,81
les,le,52
lui,lui,51
faire,faire,14
entrer,entrer,14
dans,dans,81
la,le,71
chair,chair,22
/.,/.,P
le,le,71
reste,reste,21
d',de,81
un,un,71
vieux,vieux,21
",",",",p
nom,nom,21
de,de,81
dieu,dieu,21
de,de,81
garce,garce,22
!,!,p
couché,couché,31
avec,avec,81
!,!,p
couché,couché,31
avec,avec,81
/!,/!,P
sa,son,73
voix,voix,22
s',se,51
étranglait,étrangler,18
d',de,81
une,un,71
telle,tel,75
colère,colère,22
",",",",p
qu',que,83
elle,il,51
sifflait,siffler,18
et,et,82
ne,ne,60
sortait,sortir,18
plus,plus,60
/.,/.,P
alors,alors,60
",",",",p
seulement,seulement,60
",",",",p
il,il,51
entendit,entendre,19
que,que,83
",",",",p
mollissante,mollissant,30
sous,sous,81
les,le,71
coups,coup,21
",",",",p
elle,il,51
disait,dire,18
non,non,60
/.,/.,P
elle,il,51
ne,ne,60
trouvait,trouver,18
pas,pas,60
d',de,81
autre,autre,75
défense,défense,22
",",",",p
elle,il,51
niait,nier,18
pour,pour,81
qu',que,83
il,il,51
ne,ne,60
la,le,52
tuât,tuer,18
pas,pas,60
/.,/.,P
et,et,82
ce,ce,74
cri,cri,21
",",",",p
cet,ce,74
entêtement,entêtement,21
dans,dans,81
le,le,71
mensonge,mensonge,21
",",",",p
acheva,achever,19
de,de,81
le,le,52
rendre,rendre,14
fou,fou,30
/.,/.,P
avoue,avouer,17
que,que,83
tu,tu,51
as,avoir,17
couché,coucher,12
avec,avec,81
/.,/.,P
-,-,p
non,non,60
!,!,p
non,non,60
/!,/!,P
il,il,51
l',le,52
avait,avoir,18
reprise,reprendre,12
",",",",p
il,il,51
la,le,52
soutenait,soutenir,18
dans,dans,81
ses,son,73
bras,bras,21
",",",",p
l',le,52
empêchant,empêcher,13
de,de,81
retomber,retomber,14
la,le,71
face,face,22
contre,contre,81
la,le,71
couverture,couverture,22
",",",",p
en,en,81
pauvre,pauvre,30
être,être,21
qui,qui,52
se,se,51
cache,cacher,17
/.,/.,P
il,il,51
la,le,52
forçait,forcer,18
à,à,81
le,le,52
regarder,regarder,14
/.,/.,P
avoue,avouer,17
que,que,83
tu,tu,51
as,avoir,17
couché,coucher,12
avec,avec,81
/.,/.,P
mais,mais,82
",",",",p
se,se,51
laissant,laisser,13
glisser,glisser,14
",",",",p
elle,il,51
s',se,51
échappa,échapper,19
",",",",p
elle,il,51
voulut,vouloir,19
courir,courir,14
vers,vers,81
la,le,71
porte,porte,22
/.,/.,P
d',de,81
un,un,71
bond,bond,21
",",",",p
il,il,51
fut,être,19
de,de,81
nouveau,nouveau,21
sur,sur,81
elle,il,51
",",",",p
le,le,71
poing,poing,21
en,en,81
l',le,71
air,air,21
;,;,p
et,et,82
",",",",p
furieusement,furieusement,60
",",",",p
d',de,81
un,un,71
seul,seul,30
coup,coup,21
",",",",p
près,près,81
de,de,81
la,le,71
table,table,22
",",",",p
il,il,51
l',le,52
abattit,abattre,19
/.,/.,P
il,il,51
s',se,51
était,être,18
jeté,jeter,12
à,à,81
son,son,73
côté,côté,21
",",",",p
il,il,51
l',le,52
avait,avoir,18
empoignée,empoigner,12
par,par,81
les,le,71
cheveux,cheveu,21
",",",",p
pour,pour,81
la,le,52
clouer,clouer,14
au,à,81
au,le,71
sol,sol,21
/.,/.,P
un,un,71
instant,instant,21
",",",",p
ils,ils,51
restèrent,rester,19
ainsi,ainsi,60
par,par,81
terre,terre,22
",",",",p
face,face,22
à,à,81
face,face,22
",",",",p
sans,sans,81
bouger,bouger,14
/.,/.,P
et,et,82
",",",",p
dans,dans,81
l',le,71
effrayant,effrayant,30
silence,silence,21
",",",",p
on,on,51
entendit,entendre,19
monter,monter,14
les,le,71
chants,chant,21
et,et,82
les,le,71
rires,rire,21
des,de,81
des,le,71
demoiselles,demoiselle,22
Dauvergne,Dauvergne,20
dont,dont,52
le,le,71
piano,piano,21
faisait,faire,18
rage,rage,22
",",",",p
heureusement,heureusement,60
",",",",p
en,en,81
dessous,dessous,21
",",",",p
étouffant,étouffer,13
les,le,71
bruits,bruit,21
de,de,81
lutte,lutte,22
/.,/.,P
c',ce,52
était,être,18
Claire,Claire,20
qui,qui,52
chantait,chanter,18
des,de,81
des,le,71
rondes,ronde,22
de,de,81
petites,petit,30
filles,fille,22
",",",",p
tandis que,tandis que,83
Sophie,Sophie,20
l',le,52
accompagnait,accompagner,18
à,à,81
tour,tour,21
de,de,81
bras,bras,21
/.,/.,P
avoue,avouer,17
que,que,83
tu,tu,51
as,avoir,17
couché,coucher,12
avec,avec,81
/.,/.,P
elle,il,51
n',ne,60
osa,oser,19
plus,plus,60
dire,dire,14
non,non,60
",",",",p
elle,il,51
ne,ne,60
répondit,répondre,19
point,point,60
/.,/.,P
avoue,avouer,17
que,que,83
tu,tu,51
as,avoir,17
couché,coucher,12
avec,avec,81
",",",",p
nom,nom,21
de,de,81
dieu,dieu,21
!,!,p
ou,ou,82
je,je,51
t',tu,51
éventre,éventrer,17
/!,/!,P
il,il,51
l',le,52
aurait,avoir,16
tuée,tuer,12
",",",",p
elle,il,51
le,le,52
lisait,lire,18
nettement,nettement,60
dans,dans,81
son,son,73
regard,regard,21
/.,/.,P
en,en,81
tombant,tomber,13
",",",",p
elle,il,51
avait,avoir,18
aperçu,apercevoir,12
le,le,71
couteau,couteau,21
",",",",p
ouvert,ouvert,31
sur,sur,81
la,le,71
table,table,22
;,;,p
et,et,82
elle,il,51
revoyait,revoir,18
l',le,71
éclair,éclair,21
de,de,81
la,le,71
lame,lame,22
",",",",p
elle,il,51
crut,croire,19
qu',que,83
il,il,51
allongeait,allonger,18
le,le,71
bras,bras,21
/.,/.,P
une,un,71
lâcheté,lâcheté,22
l',le,52
envahit,envahir,19
",",",",p
un,un,71
abandon,abandon,21
d',de,81
elle-même,lui-même,51
et,et,82
de,de,81
tout,tout,52
",",",",p
un,un,71
besoin,besoin,21
d',de,81
en,en,52
finir,finir,14
/.,/.,P
eh,eh,93
bien,bien,60
!,!,p
oui,oui,60
",",",",p
c',ce,52
est,être,17
vrai,vrai,30
",",",",p
laisse,laisser,17
moi,moi,51
m',je,51
en,en,52
aller,aller,14
/.,/.,P
alors,alors,60
",",",",p
ce,ce,52
fut,être,19
abominable,abominable,30
/.,/.,P
cet,ce,74
aveu,aveu,21
qu',que,52
il,il,51
exigeait,exiger,18
si,si,83
violemment,violemment,60
",",",",p
venait,venir,18
de,de,81
l',le,52
atteindre,atteindre,14
en,en,81
pleine,plein,30
figure,figure,22
",",",",p
comme,comme,83
une,un,71
chose,chose,22
impossible,impossible,30
",",",",p
monstrueuse,monstrueux,30
/.,/.,P
il,il,51
semblait,sembler,18
que,que,83
jamais,jamais,60
il,il,51
n',ne,60
aurait,avoir,16
supposé,supposer,12
une,un,71
infamie,infamie,22
pareille,pareil,30
/.,/.,P
il,il,51
lui,lui,51
empoigna,empoigner,19
la,le,71
tête,tête,22
",",",",p
il,il,51
la,le,52
cogna,cogner,19
contre,contre,81
un,un,71
pied,pied,21
de,de,81
la,le,71
table,table,22
/.,/.,P
elle,il,51
se,se,51
débattait,débattre,18
",",",",p
et,et,82
il,il,51
la,le,52
tira,tirer,19
par,par,81
les,le,71
cheveux,cheveu,21
",",",",p
au,à,81
au,le,71
travers,travers,21
de,de,81
la,le,71
pièce,pièce,22
",",",",p
bousculant,bousculer,13
les,le,71
chaises,chaise,22
/.,/.,P
chaque,chaque,75
fois,fois,22
qu',que,83
elle,il,51
faisait,faire,18
un,un,71
effort,effort,21
pour,pour,81
se,se,51
redresser,redresser,14
",",",",p
il,il,51
la,le,52
rejetait,rejeter,18
sur,sur,81
le,le,71
carreau,carreau,21
d',de,81
un,un,71
coup,coup,21
de,de,81
poing,poing,21
/.,/.,P
et,et,82
cela,cela,52
haletant,haleter,13
",",",",p
les,le,71
dents,dent,22
serrées,serré,31
",",",",p
un,un,71
acharnement,acharnement,21
sauvage,sauvage,30
et,et,82
imbécile,imbécile,30
/.,/.,P
la,le,71
table,table,22
",",",",p
poussée,poussé,31
",",",",p
faillit,faillir,19
renverser,renverser,14
le,le,71
poêle,poêle,21
/.,/.,P
des,de,81
des,le,71
cheveux,cheveu,21
et,et,82
du,de,81
du,le,71
sang,sang,21
restèrent,rester,19
à,à,81
un,un,71
angle,angle,21
du,de,81
du,le,71
buffet,buffet,21
/.,/.,P
quand,quand,83
ils,ils,51
reprirent,reprendre,19
haleine,haleine,22
",",",",p
hébétés,hébété,30
",",",",p
gonflés,gonflé,31
de,de,81
cette,ce,74
horreur,horreur,22
",",",",p
las,las,30
de,de,81
frapper,frapper,14
et,et,82
d',de,81
être,être,14
frappée,frapper,12
",",",",p
ils,ils,51
étaient,être,18
revenus,revenir,12
près,près,81
du,de,81
du,le,71
lit,lit,21
",",",",p
elle,il,51
toujours,toujours,60
par,par,81
terre,terre,22
",",",",p
vautrée,vautré,31
",",",",p
lui,lui,51
accroupi,accroupi,31
",",",",p
la,le,52
tenant,tenir,13
encore,encore,60
aux,à,81
aux,le,71
épaules,épaule,22
/.,/.,P
et,et,82
ils,ils,51
soufflèrent,souffler,19
/.,/.,P
en,en,81
bas,bas,21
",",",",p
la,le,71
musique,musique,22
continuait,continuer,18
",",",",p
les,le,71
rires,rire,21
s',se,51
envolaient,envoler,18
",",",",p
très,très,60
sonores,sonore,30
et,et,82
très,très,60
jeunes,jeune,30
/.,/.,P
d',de,81
une,un,71
secousse,secousse,22
",",",",p
Roubaud,Roubaud,20
remonta,remonter,19
Séverine,Séverine,20
",",",",p
l',le,52
adossa,adosser,19
contre,contre,81
le,le,71
bois,bois,21
du,de,81
du,le,71
lit,lit,21
/.,/.,P
puis,puis,60
",",",",p
demeurant,demeurer,13
à,à,81
genoux,genou,21
",",",",p
pesant,peser,13
sur,sur,81
elle,il,51
",",",",p
il,il,51
put,pouvoir,19
parler,parler,14
enfin,enfin,60
/.,/.,P
il,il,51
ne,ne,60
la,le,52
battait,battre,18
plus,plus,60
",",",",p
il,il,51
la,le,52
torturait,torturer,18
de,de,81
ses,son,73
questions,question,22
",",",",p
du,de,81
du,le,71
besoin,besoin,21
inextinguible,inextinguible,30
qu',que,52
il,il,51
avait,avoir,18
de,de,81
savoir,savoir,14
/.,/.,P
ainsi,ainsi,60
",",",",p
tu,tu,51
as,avoir,17
couché,coucher,12
avec,avec,81
",",",",p
garce,garce,22
/!,/!,P
répète,répéter,17
",",",",p
répète,répéter,17
que,que,83
tu,tu,51
as,avoir,17
couché,coucher,12
avec,avec,81
ce,ce,74
vieux,vieux,21
/…,/…,P
et,et,82
à,à,81
quel,quel,75
âge,âge,21
",",",",p
hein,hein,93
?,?,p
toute,tout,60
petite,petit,30
",",",",p
toute,tout,60
petite,petit,30
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
/?,/?,P
brusquement,brusquement,60
",",",",p
elle,il,51
venait,venir,18
d',de,81
éclater,éclater,14
en,en,81
larmes,larme,22
",",",",p
ses,son,73
sanglots,sanglot,21
l',le,52
empêchaient,empêcher,18
de,de,81
répondre,répondre,14
/.,/.,P
nom,nom,21
de,de,81
dieu,dieu,21
!,!,p
veux,vouloir,17
tu,tu,51
me,je,51
dire,dire,14
/!,/!,P
hein,hein,93
?,?,p
tu,tu,51
n',ne,60
avais,avoir,18
pas,pas,60
dix,dix,72
ans,an,21
",",",",p
que,que,83
tu,tu,51
l',le,52
amusais,amuser,18
",",",",p
ce,ce,74
vieux,vieux,21
/?,/?,P
c',ce,52
est,être,17
pour,pour,81
ça,ça,52
qu',que,83
il,il,51
t',tu,51
élevait,élever,18
à,à,81
la,le,71
becquée,becquée,22
",",",",p
c',ce,52
est,être,17
pour,pour,81
sa,son,73
cochonnerie,cochonnerie,22
",",",",p
dis,dire,17
le,le,52
donc,donc,82
",",",",p
nom,nom,21
de,de,81
dieu,dieu,21
!,!,p
ou,ou,82
je,je,51
recommence,recommencer,17
/!,/!,P
elle,il,51
pleurait,pleurer,18
",",",",p
elle,il,51
ne,ne,60
pouvait,pouvoir,18
prononcer,prononcer,14
un,un,71
mot,mot,21
",",",",p
et,et,82
il,il,51
leva,lever,19
la,le,71
main,main,22
",",",",p
il,il,51
l',le,52
étourdit,étourdir,19
d',de,81
une,un,71
nouvelle,nouveau,30
claque,claque,22
/.,/.,P
à,à,81
trois,trois,72
reprises,reprise,22
",",",",p
comme,comme,83
il,il,51
n',ne,60
obtenait,obtenir,18
pas,pas,60
davantage,davantage,60
de,de,81
réponse,réponse,22
",",",",p
il,il,51
la,le,52
gifla,gifler,19
",",",",p
répétant,répéter,13
sa,son,73
question,question,22
/.,/.,P
à,à,81
quel,quel,75
âge,âge,21
",",",",p
dis,dire,17
le,le,52
donc,donc,82
",",",",p
garce,garce,22
!,!,p
dis,dire,17
le,le,52
donc,donc,82
/?,/?,P
pourquoi,pourquoi,60
lutter,lutter,14
?,?,p
/?,/?,P
son,son,73
être,être,21
fuyait,fuir,18
sous,sous,81
elle,il,51
/.,/.,P
il,il,51
lui,lui,51
aurait,avoir,16
sorti,sortir,12
le,le,71
coeur,coeur,21
",",",",p
de,de,81
ses,son,73
doigts,doigt,21
gourds,gourd,30
d',de,81
ancien,ancien,30
ouvrier,ouvrier,21
/.,/.,P
et,et,82
l',le,71
interrogatoire,interrogatoire,21
continua,continuer,19
",",",",p
elle,il,51
disait,dire,18
tout,tout,52
",",",",p
dans,dans,81
un,un,71
tel,tel,75
anéantissement,anéantissement,21
de,de,81
honte,honte,22
et,et,82
de,de,81
peur,peur,22
",",",",p
que,que,83
ses,son,73
phrases,phrase,22
",",",",p
soufflées,soufflé,31
très,très,60
bas,bas,60
",",",",p
s',se,51
entendaient,entendre,18
à,à,81
peine,peine,22
/.,/.,P
et,et,82
lui,lui,51
",",",",p
mordu,mordu,31
de,de,81
sa,son,73
jalousie,jalousie,22
atroce,atroce,30
",",",",p
s',se,51
enrageait,enrager,18
à,à,81
la,le,71
souffrance,souffrance,22
