11956
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingtième extrait>,<>,<>
elle,il,51
un,un,71
regard,regard,21
vers,vers,81
Jacques,Jacques,20
",",",",p
qui,qui,52
se,se,51
détournait,détourner,18
",",",",p
debout,debout,60
devant,devant,81
la,le,71
fenêtre,fenêtre,22
/.,/.,P
sur,sur,81
le,le,71
poêle,poêle,21
",",",",p
une,un,71
soupe,soupe,22
aux,à,81
aux,le,71
choux,chou,21
se,se,51
tenait,tenir,18
chaude,chaud,30
/.,/.,P
elle,il,51
la,le,52
servait,servir,18
",",",",p
lorsque,lorsque,83
Misard,Misard,20
parut,paraître,19
à,à,81
son,son,73
tour,tour,21
/.,/.,P
il,il,51
ne,ne,60
témoigna,témoigner,19
aucune,aucun,75
surprise,surprise,22
de,de,81
trouver,trouver,14
là,là,60
le,le,71
jeune,jeune,30
homme,homme,21
/.,/.,P
peut-être,peut-être,60
l',le,52
avait,avoir,18
il,il,51
vu,voir,12
arriver,arriver,14
",",",",p
mais,mais,82
il,il,51
ne,ne,60
le,le,52
questionna,questionner,19
pas,pas,60
",",",",p
sans,sans,81
curiosité,curiosité,22
/.,/.,P
un,un,71
serrement,serrement,21
de,de,81
main,main,22
",",",",p
trois,trois,72
paroles,parole,22
brèves,bref,30
",",",",p
rien,rien,52
de,de,81
plus,plus,60
/.,/.,P
Jacques,Jacques,20
dut,devoir,19
répéter,répéter,14
",",",",p
de,de,81
lui-même,lui-même,51
",",",",p
l',le,71
histoire,histoire,22
de,de,81
la,le,71
bielle,bielle,22
rompue,rompu,31
",",",",p
son,son,73
idée,idée,22
de,de,81
venir,venir,14
embrasser,embrasser,14
sa,son,73
marraine,marraine,22
et,et,82
de,de,81
coucher,coucher,14
/.,/.,P
doucement,doucement,60
",",",",p
Misard,Misard,20
se,se,51
contentait,contenter,18
de,de,81
branler,branler,14
la,le,71
tête,tête,22
",",",",p
comme,comme,83
s',si,83
il,il,51
trouvait,trouver,18
cela,cela,52
très,très,60
bien,bien,60
",",",",p
et,et,82
l',l',94
on,on,51
s',se,51
assit,asseoir,19
",",",",p
l',l',94
on,on,51
mangea,manger,19
sans,sans,81
hâte,hâte,22
",",",",p
d'abord,d'abord,60
en,en,81
silence,silence,21
/.,/.,P
Phasie,Phasie,20
",",",",p
qui,qui,52
",",",",p
depuis,depuis,81
le,le,71
matin,matin,21
",",",",p
n',ne,60
avait,avoir,18
pas,pas,60
quitté,quitter,12
des,de,81
des,le,71
yeux,oeil,21
la,le,71
marmite,marmite,22
où,où,60
bouillait,bouillir,18
la,le,71
soupe,soupe,22
aux,à,81
aux,le,71
choux,chou,21
",",",",p
en,en,52
accepta,accepter,19
une,un,71
assiette,assiette,22
/.,/.,P
mais,mais,82
son,son,73
homme,homme,21
s',se,51
étant,être,13
levé,lever,12
pour,pour,81
lui,lui,51
donner,donner,14
son,son,73
eau,eau,22
ferrée,ferré,31
",",",",p
oubliée,oublié,31
par,par,81
Flore,Flore,20
",",",",p
une,un,71
carafe,carafe,22
où,où,60
trempaient,tremper,18
des,de,81
des,le,71
clous,clou,21
",",",",p
elle,il,51
n',ne,60
y,y,52
toucha,toucher,19
pas,pas,60
/.,/.,P
lui,lui,51
",",",",p
humble,humble,30
",",",",p
chétif,chétif,30
",",",",p
toussant,tousser,13
d',de,81
une,un,71
petite,petit,30
toux,toux,22
mauvaise,mauvais,30
",",",",p
n',ne,60
avait,avoir,18
point,point,60
l',le,71
air,air,21
de,de,81
remarquer,remarquer,14
les,le,71
regards,regard,21
anxieux,anxieux,30
dont,dont,52
elle,il,51
suivait,suivre,18
ses,son,73
moindres,moindre,30
mouvements,mouvement,21
/.,/.,P
comme,comme,83
elle,il,51
demandait,demander,18
du,de,81
du,le,71
sel,sel,21
",",",",p
dont,dont,52
il,il,51
n',ne,60
y,y,52
avait,avoir,18
point,point,60
sur,sur,81
la,le,71
table,table,22
",",",",p
il,il,51
lui,lui,51
dit,dire,19
qu',que,83
elle,il,51
s',se,51
en,en,52
repentirait,repentir,16
d',de,81
en,en,52
manger,manger,14
tant,tant,60
",",",",p
que,que,83
c',ce,52
était,être,18
ça,ça,52
qui,qui,52
la,le,52
rendait,rendre,18
malade,malade,30
;,;,p
et,et,82
il,il,51
se,se,51
releva,relever,19
pour,pour,81
en,en,52
prendre,prendre,14
",",",",p
en,en,52
apporta,apporter,19
dans,dans,81
une,un,71
cuiller,cuiller,22
une,un,71
pincée,pincée,22
",",",",p
qu',que,52
elle,il,51
accepta,accepter,19
sans,sans,81
défiance,défiance,22
",",",",p
le,le,71
sel,sel,21
purifiant,purifier,13
tout,tout,52
",",",",p
disait,dire,18
elle,il,51
/.,/.,P
alors,alors,60
",",",",p
on,on,51
causa,causer,19
du,de,81
du,le,71
temps,temps,21
vraiment,vraiment,60
tiède,tiède,30
qu',que,52
il,il,51
faisait,faire,18
depuis,depuis,81
quelques,quelque,75
jours,jour,21
",",",",p
d',de,81
un,un,71
déraillement,déraillement,21
qui,qui,52
s',se,51
était,être,18
produit,produire,12
à,à,81
Maromme,Maromme,20
/.,/.,P
Jacques,Jacques,20
finissait,finir,18
par,par,81
croire,croire,14
que,que,83
sa,son,73
marraine,marraine,22
avait,avoir,18
des,de,81
des,le,71
cauchemars,cauchemar,21
tout,tout,60
éveillée,éveillé,31
",",",",p
car,car,82
lui,lui,51
ne,ne,60
surprenait,surprendre,18
rien,rien,52
",",",",p
chez,chez,81
ce,ce,74
bout,bout,21
d',de,81
homme,homme,21
si,si,60
complaisant,complaisant,30
",",",",p
aux,à,81
aux,le,71
yeux,oeil,21
vagues,vague,30
/.,/.,P
on,on,51
s',se,51
attarda,attarder,19
plus,plus,60
d',de,81
une,un,71
heure,heure,22
/.,/.,P
deux,deux,72
fois,fois,22
",",",",p
au,à,81
au,le,71
signal,signal,21
de,de,81
la,le,71
trompe,trompe,22
",",",",p
Flore,Flore,20
avait,avoir,18
disparu,disparaître,12
un,un,71
instant,instant,21
/.,/.,P
les,le,71
trains,train,21
passaient,passer,18
",",",",p
secouaient,secouer,18
les,le,71
verres,verre,21
sur,sur,81
la,le,71
table,table,22
;,;,p
mais,mais,82
aucun,aucun,52
des,de,81
des,le,71
convives,convive,21
n',ne,60
y,y,52
faisait,faire,18
même,même,60
attention,attention,22
/.,/.,P
un,un,71
nouveau,nouveau,30
son,son,21
de,de,81
trompe,trompe,22
se,se,51
fit,faire,19
entendre,entendre,14
",",",",p
et,et,82
",",",",p
cette,ce,74
fois,fois,22
",",",",p
Flore,Flore,20
",",",",p
qui,qui,52
venait,venir,18
d',de,81
ôter,ôter,14
le,le,71
couvert,couvert,21
",",",",p
ne,ne,60
reparut,reparaître,19
pas,pas,60
/.,/.,P
elle,il,51
laissait,laisser,18
sa,son,73
mère,mère,22
et,et,82
les,le,71
deux,deux,72
hommes,homme,21
attablés,attablé,31
devant,devant,81
une,un,71
bouteille,bouteille,22
d',de,81
eau-de-vie,eau-de-vie,22
de,de,81
cidre,cidre,21
/.,/.,P
tous,tout,75
trois,trois,72
restèrent,rester,19
là,là,60
une,un,71
demi-heure,demi-heure,22
encore,encore,60
/.,/.,P
puis,puis,60
",",",",p
Misard,Misard,20
",",",",p
qui,qui,52
",",",",p
depuis,depuis,81
un,un,71
instant,instant,21
",",",",p
avait,avoir,18
arrêté,arrêter,12
ses,son,73
yeux,oeil,21
fureteurs,fureteur,21
sur,sur,81
un,un,71
angle,angle,21
de,de,81
la,le,71
pièce,pièce,22
",",",",p
prit,prendre,19
sa,son,73
casquette,casquette,22
et,et,82
sortit,sortir,19
",",",",p
avec,avec,81
un,un,71
simple,simple,30
bonsoir,bonsoir,21
/.,/.,P
il,il,51
braconnait,braconner,18
dans,dans,81
les,le,71
petits,petit,30
ruisseaux,ruisseau,21
voisins,voisin,30
",",",",p
où,où,60
il,il,51
y,y,52
avait,avoir,18
des,de,81
des,le,71
anguilles,anguille,22
superbes,superbe,30
",",",",p
et,et,82
jamais,jamais,60
il,il,51
ne,ne,60
se,se,51
couchait,coucher,18
",",",",p
sans,sans,81
être,être,14
allé,aller,12
visiter,visiter,14
ses,son,73
lignes,ligne,22
de,de,81
fond,fond,21
/.,/.,P
dès,dès,81
qu',que,83
il,il,51
ne,ne,60
fut,être,19
plus,plus,60
là,là,60
",",",",p
Phasie,Phasie,20
regarda,regarder,19
fixement,fixement,60
son,son,73
filleul,filleul,21
/.,/.,P
hein,hein,93
",",",",p
crois,croire,17
tu,tu,51
?,?,p
l',le,52
as,avoir,17
tu,tu,51
vu,voir,12
fouiller,fouiller,14
du,de,81
du,le,71
regard,regard,21
là-bas,là-bas,60
",",",",p
dans,dans,81
ce,ce,74
coin,coin,21
/?,/?,P
c',ce,52
est,être,17
que,que,83
l',le,71
idée,idée,22
lui,lui,51
est,être,17
venue,venir,12
que,que,83
je,je,51
pouvais,pouvoir,18
avoir,avoir,14
caché,cacher,12
mon,mon,73
magot,magot,21
derrière,derrière,81
le,le,71
pot,pot,21
à,à,81
beurre,beurre,21
/…,/…,P
ah,ah,93
!,!,p
je,je,51
le,le,52
connais,connaître,17
",",",",p
je,je,51
suis,être,17
sûre,sûr,30
que,que,83
",",",",p
cette,ce,74
nuit,nuit,22
",",",",p
il,il,51
ira,aller,15
déranger,déranger,14
le,le,71
pot,pot,21
",",",",p
pour,pour,81
voir,voir,14
/.,/.,P
mais,mais,82
des,de,81
des,le,71
sueurs,sueur,22
la,le,52
prenaient,prendre,18
",",",",p
un,un,71
tremblement,tremblement,21
agitait,agiter,18
ses,son,73
membres,membre,21
/.,/.,P
regarde,regarder,17
",",",",p
ça,ça,52
y,y,52
est,être,17
encore,encore,60
",",",",p
va,aller,17
/!,/!,P
il,il,51
m',je,51
aura,avoir,15
droguée,droguer,12
",",",",p
j',je,51
ai,avoir,17
la,le,71
bouche,bouche,22
amère,amer,30
comme,comme,83
si,si,83
j',je,51
avais,avoir,18
avalé,avaler,12
des,de,81
des,le,71
vieux,vieux,30
sous,sou,21
/.,/.,P
dieu,dieu,21
sait,savoir,17
pourtant,pourtant,60
si,si,83
j',je,51
ai,avoir,17
rien,rien,52
pris,prendre,12
de,de,81
sa,son,73
main,main,22
/!,/!,P
c',ce,52
est,être,17
à,à,81
se,se,51
ficher,ficher,14
à,à,81
l',le,71
eau,eau,22
/…,/…,P
ce,ce,74
soir,soir,21
",",",",p
je,je,51
n',ne,60
en,en,52
peux,pouvoir,17
plus,plus,60
",",",",p
vaut,valoir,17
mieux,mieux,60
que,que,83
je,je,51
me,je,51
couche,coucher,17
/.,/.,P
alors,alors,60
",",",",p
adieu,adieu,21
",",",",p
mon,mon,73
garçon,garçon,21
",",",",p
parce que,parce que,83
",",",",p
si,si,83
tu,tu,51
pars,partir,17
à,à,81
sept,sept,72
heures,heure,22
vingt,vingt,72
six,six,72
",",",",p
ce,ce,52
sera,être,15
de,de,81
trop,trop,60
bonne,bon,30
heure,heure,22
pour,pour,81
moi,moi,51
/.,/.,P
et,et,82
reviens,revenir,17
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
?,?,p
et,et,82
espérons,espérer,17
que,que,83
j',je,51
y,y,52
serai,être,16
toujours,toujours,60
/.,/.,P
il,il,51
dut,devoir,19
l',le,52
aider,aider,14
à,à,81
rentrer,rentrer,14
dans,dans,81
la,le,71
chambre,chambre,22
",",",",p
où,où,60
elle,il,51
se,se,51
coucha,coucher,19
et,et,82
s',se,51
endormit,endormir,19
",",",",p
accablée,accablé,31
/.,/.,P
resté,resté,31
seul,seul,30
",",",",p
il,il,51
hésita,hésiter,19
",",",",p
se,se,51
demandant,demander,13
s',si,83
il,il,51
ne,ne,60
devait,devoir,18
pas,pas,60
monter,monter,14
s',se,51
étendre,étendre,14
",",",",p
lui,lui,51
aussi,aussi,60
",",",",p
sur,sur,81
le,le,71
foin,foin,21
qui,qui,52
l',le,52
attendait,attendre,18
au,à,81
au,le,71
grenier,grenier,21
/.,/.,P
mais,mais,82
il,il,51
n',ne,60
était,être,18
que,que,83
huit,huit,72
heures,heure,22
moins,moins,60
dix,dix,72
",",",",p
il,il,51
avait,avoir,18
le,le,71
temps,temps,21
de,de,81
dormir,dormir,14
/.,/.,P
et,et,82
il,il,51
sortit,sortir,19
à,à,81
son,son,73
tour,tour,21
",",",",p
laissant,laisser,13
brûler,brûler,14
la,le,71
petite,petit,30
lampe,lampe,22
à,à,81
pétrole,pétrole,21
",",",",p
dans,dans,81
la,le,71
maison,maison,22
vide,vide,30
et,et,82
ensommeillée,ensommeillé,31
",",",",p
ébranlée,ébranlé,31
de,de,81
temps,temps,21
à,à,81
autre,autre,52
par,par,81
le,le,71
tonnerre,tonnerre,21
brusque,brusque,30
d',de,81
un,un,71
train,train,21
/.,/.,P
dehors,dehors,60
",",",",p
Jacques,Jacques,20
fut,être,19
surpris,surprendre,12
de,de,81
la,le,71
douceur,douceur,22
de,de,81
l',le,71
air,air,21
/.,/.,P
sans,sans,81
doute,doute,21
",",",",p
il,il,51
allait,aller,18
pleuvoir,pleuvoir,14
encore,encore,60
/.,/.,P
dans,dans,81
le,le,71
ciel,ciel,21
",",",",p
une,un,71
nuée,nuée,22
laiteuse,laiteux,30
",",",",p
uniforme,uniforme,30
",",",",p
s',se,51
était,être,18
épandue,épandre,12
",",",",p
et,et,82
la,le,71
pleine,plein,30
lune,lune,22
",",",",p
qu',que,52
on,on,51
ne,ne,60
voyait,voir,18
pas,pas,60
",",",",p
noyée,noyé,31
derrière,derrière,81
",",",",p
éclairait,éclairer,18
toute,tout,75
la,le,71
voûte,voûte,22
d',de,81
un,un,71
reflet,reflet,21
rougeâtre,rougeâtre,30
/.,/.,P
aussi,aussi,60
distinguait,distinguer,18
il,il,51
nettement,nettement,60
la,le,71
campagne,campagne,22
",",",",p
dont,dont,52
les,le,71
terres,terre,22
autour,autour,60
de,de,81
lui,lui,51
",",",",p
les,le,71
coteaux,coteau,21
",",",",p
les,le,71
arbres,arbre,21
se,se,51
détachaient,détacher,18
en,en,81
noir,noir,21
",",",",p
sous,sous,81
cette,ce,74
lumière,lumière,22
égale,égal,30
et,et,82
morte,mort,31
",",",",p
d',de,81
une,un,71
paix,paix,22
de,de,81
veilleuse,veilleuse,22
/.,/.,P
il,il,51
fit,faire,19
le,le,71
tour,tour,21
du,de,81
du,le,71
petit,petit,30
potager,potager,21
/.,/.,P
puis,puis,60
",",",",p
il,il,51
songea,songer,19
à,à,81
marcher,marcher,14
du,de,81
du,le,71
côté,côté,21
de,de,81
Doinville,Doinville,20
",",",",p
la,le,71
route,route,22
par là,par-là,60
montait,monter,18
moins,moins,60
rudement,rudement,60
/.,/.,P
mais,mais,82
la,le,71
vue,vue,22
de,de,81
la,le,71
maison,maison,22
solitaire,solitaire,30
",",",",p
plantée,planté,31
de,de,81
biais,biais,21
à,à,81
l',le,71
autre,autre,75
bord,bord,21
de,de,81
la,le,71
ligne,ligne,22
",",",",p
l',le,52
ayant,avoir,13
attiré,attirer,12
",",",",p
il,il,51
traversa,traverser,19
la,le,71
voie,voie,22
en,en,81
passant,passer,13
par,par,81
le,le,71
portillon,portillon,21
",",",",p
car,car,82
la,le,71
barrière,barrière,22
était,être,18
déjà,déjà,60
fermée,fermer,12
pour,pour,81
la,le,71
nuit,nuit,22
/.,/.,P
cette,ce,74
maison,maison,22
",",",",p
il,il,51
la,le,52
connaissait,connaître,18
bien,bien,60
",",",",p
il,il,51
la,le,52
regardait,regarder,18
à,à,81
chacun,chacun,52
de,de,81
ses,son,73
voyages,voyage,21
",",",",p
dans,dans,81
le,le,71
branle,branle,21
grondant,grondant,30
de,de,81
sa,son,73
machine,machine,22
/.,/.,P
elle,il,51
le,le,52
hantait,hanter,18
sans,sans,81
qu',que,83
il,il,51
sût,savoir,18
pourquoi,pourquoi,60
",",",",p
avec,avec,81
la,le,71
sensation,sensation,22
confuse,confus,30
qu',que,52
elle,il,51
importait,importer,18
à,à,81
son,son,73
existence,existence,22
/.,/.,P
chaque,chaque,75
fois,fois,22
",",",",p
il,il,51
éprouvait,éprouver,18
",",",",p
d'abord,d'abord,60
comme,comme,83
une,un,71
peur,peur,22
de,de,81
ne,ne,60
plus,plus,60
la,le,52
retrouver,retrouver,14
là,là,60
",",",",p
ensuite,ensuite,60
comme,comme,83
un,un,71
malaise,malaise,21
à,à,81
constater,constater,14
qu',que,83
elle,il,51
y,y,52
était,être,18
toujours,toujours,60
/.,/.,P
jamais,jamais,60
il,il,51
n',ne,60
en,en,52
avait,avoir,18
vu,voir,12
ouvertes,ouvert,31
ni,ni,82
les,le,71
portes,porte,22
ni,ni,82
les,le,71
fenêtres,fenêtre,22
/.,/.,P
tout,tout,52
ce,ce,52
qu',que,52
on,on,51
lui,lui,51
avait,avoir,18
appris,apprendre,12
d',de,81
elle,il,51
",",",",p
c',ce,52
était,être,18
qu',que,83
elle,il,51
appartenait,appartenir,18
au,à,81
au,le,71
président,président,21
Grandmorin,Grandmorin,20
;,;,p
et,et,82
",",",",p
ce,ce,74
soir,soir,21
là,là,60
",",",",p
un,un,71
désir,désir,21
irrésistible,irrésistible,30
le,le,52
prenait,prendre,18
de,de,81
tourner,tourner,14
autour,autour,60
",",",",p
pour,pour,81
en,en,52
savoir,savoir,14
davantage,davantage,60
/.,/.,P
longtemps,longtemps,60
",",",",p
Jacques,Jacques,20
resta,rester,19
planté,planté,31
sur,sur,81
la,le,71
route,route,22
",",",",p
en,en,81
face,face,22
de,de,81
la,le,71
grille,grille,22
/.,/.,P
il,il,51
se,se,51
reculait,reculer,18
",",",",p
se,se,51
haussait,hausser,18
",",",",p
tâchant,tâcher,13
de,de,81
se,se,51
rendre,rendre,14
compte,compte,21
/.,/.,P
le,le,71
chemin,chemin,21
de,de,81
fer,fer,21
",",",",p
en,en,81
coupant,couper,13
le,le,71
jardin,jardin,21
",",",",p
n',ne,60
avait,avoir,18
d',de,81
ailleurs,ailleurs,60
laissé,laisser,12
devant,devant,81
le,le,71
perron,perron,21
qu',que,83
un,un,71
étroit,étroit,30
parterre,parterre,21
",",",",p
clos,clos,31
de,de,81
murs,mur,21
;,;,p
tandis que,tandis que,83
",",",",p
derrière,derrière,81
",",",",p
s',se,51
étendait,étendre,18
un,un,71
assez,assez,60
vaste,vaste,30
terrain,terrain,21
",",",",p
entouré,entouré,31
simplement,simplement,60
d',de,81
une,un,71
haie,haie,22
vive,vif,30
/.,/.,P
la,le,71
maison,maison,22
était,être,18
d',de,81
une,un,71
tristesse,tristesse,22
lugubre,lugubre,30
",",",",p
en,en,81
sa,son,73
détresse,détresse,22
",",",",p
sous,sous,81
le,le,71
rouge,rouge,30
reflet,reflet,21
de,de,81
cette,ce,74
nuit,nuit,22
fumeuse,fumeux,30
;,;,p
et,et,82
il,il,51
allait,aller,18
s',se,51
éloigner,éloigner,14
",",",",p
avec,avec,81
un,un,71
frisson,frisson,21
à,à,81
fleur,fleur,22
de,de,81
peau,peau,22
",",",",p
lorsqu',lorsque,83
il,il,51
remarqua,remarquer,19
un,un,71
trou,trou,21
dans,dans,81
la,le,71
haie,haie,22
/.,/.,P
l',le,71
idée,idée,22
que,que,52
ce,ce,52
serait,être,16
lâche,lâche,30
de,de,81
ne,ne,60
pas,pas,60
entrer,entrer,14
",",",",p
le,le,52
fit,faire,19
passer,passer,14
par,par,81
le,le,71
trou,trou,21
/.,/.,P
son,son,73
coeur,coeur,21
battait,battre,18
/.,/.,P
mais,mais,82
",",",",p
tout,tout,60
de,de,81
suite,suite,22
",",",",p
comme,comme,83
il,il,51
longeait,longer,18
une,un,71
petite,petit,30
serre,serre,22
en,en,81
ruine,ruine,22
",",",",p
la,le,71
vue,vue,22
d',de,81
une,un,71
ombre,ombre,22
",",",",p
accroupie,accroupi,31
à,à,81
la,le,71
porte,porte,22
",",",",p
l',le,52
arrêta,arrêter,19
/.,/.,P
-,-,p
comment,comment,60
",",",",p
c',ce,52
est,être,17
toi,toi,51
?,?,p
s',se,51
écria,écrier,19
t,t,94
il,il,51
étonné,étonné,31
",",",",p
en,en,81
reconnaissant,reconnaître,13
Flore,Flore,20
/.,/.,P
que,que,52
est,être,17
ce,ce,52
que,que,52
tu,tu,51
fais,faire,17
donc,donc,82
/?,/?,P
elle,il,51
aussi,aussi,60
avait,avoir,18
eu,avoir,12
une,un,71
secousse,secousse,22
de,de,81
surprise,surprise,22
/.,/.,P
puis,puis,60
",",",",p
tranquillement,tranquillement,60
:,:,p
-,-,p
tu,tu,51
vois,voir,17
bien,bien,60
",",",",p
je,je,51
prends,prendre,17
des,de,81
des,le,71
cordes,corde,22
…,…,p
ils,ils,51
ont,avoir,17
laissé,laisser,12
là,là,60
un,un,71
tas,tas,21
de,de,81
cordes,corde,22
qui,qui,52
pourrissent,pourrir,17
",",",",p
sans,sans,81
servir,servir,14
à,à,81
personne,personne,52
/.,/.,P
alors,alors,60
",",",",p
moi,moi,51
",",",",p
comme,comme,83
j',je,51
en,en,52
ai,avoir,17
toujours,toujours,60
besoin,besoin,21
",",",",p
je,je,51
viens,venir,17
en,en,52
prendre,prendre,14
/.,/.,P
en,en,81
effet,effet,21
",",",",p
une,un,71
paire,paire,22
de,de,81
forts,fort,30
ciseaux,ciseau,21
à,à,81
la,le,71
main,main,22
",",",",p
assise,assis,31
par,par,81
terre,terre,22
",",",",p
elle,il,51
démêlait,démêler,18
les,le,71
bouts,bout,21
de,de,81
corde,corde,22
",",",",p
coupait,couper,18
les,le,71
noeuds,noeud,21
",",",",p
quand,quand,83
ils,ils,51
résistaient,résister,18
/.,/.,P
-,-,p
le,le,71
propriétaire,propriétaire,21
ne,ne,60
vient,venir,17
donc,donc,82
plus,plus,60
/?,/?,P
demanda,demander,19
le,le,71
jeune,jeune,30
homme,homme,21
/.,/.,P
elle,il,51
se,se,51
mit,mettre,19
à,à,81
rire,rire,14
/.,/.,P
-,-,p
oh,oh,93
/!,/!,P
depuis,depuis,81
l',le,71
affaire,affaire,22
de,de,81
Louisette,Louisette,20
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
de,de,81
danger,danger,21
que,que,83
le,le,71
président,président,21
risque,risquer,17
le,le,71
bout,bout,21
de,de,81
son,son,73
nez,nez,21
à,à,81
la,le,71
Croix-de-Maufras,Croix-de-Maufras,20
/.,/.,P
va,aller,17
",",",",p
je,je,51
puis,pouvoir,17
prendre,prendre,14
ses,son,73
cordes,corde,22
/.,/.,P
il,il,51
se,se,51
tut,taire,19
un,un,71
instant,instant,21
",",",",p
l',le,71
air,air,21
troublé,troublé,31
par,par,81
le,le,71
souvenir,souvenir,21
de,de,81
l',le,71
aventure,aventure,22
tragique,tragique,30
qu',que,52
elle,il,51
évoquait,évoquer,18
/.,/.,P
-,-,p
et,et,82
toi,toi,51
",",",",p
tu,tu,51
crois,croire,17
ce,ce,52
que,que,52
Louisette,Louisette,20
a,avoir,17
raconté,raconter,12
",",",",p
tu,tu,51
crois,croire,17
qu',que,83
il,il,51
a,avoir,17
voulu,vouloir,12
l',le,52
avoir,avoir,14
",",",",p
et,et,82
que,que,52
c',ce,52
est,être,17
en,en,81
se,se,51
débattant,débattre,13
qu',que,83
elle,il,51
s',se,51
est,être,17
blessée,blesser,12
/?,/?,P
cessant,cesser,13
de,de,81
rire,rire,14
",",",",p
brusquement,brusquement,60
violente,violent,30
",",",",p
elle,il,51
cria,crier,19
:,:,p
-,-,p
jamais,jamais,60
Louisette,Louisette,20
n',ne,60
a,avoir,17
menti,mentir,12
",",",",p
ni,ni,82
Cabuche,Cabuche,20
non,non,60
plus,plus,60
/…,/…,P
c',ce,52
est,être,17
mon,mon,73
ami,ami,21
",",",",p
Cabuche,Cabuche,20
/.,/.,P
-,-,p
ton,ton,73
amoureux,amoureux,21
peut-être,peut-être,60
",",",",p
à,à,81
cette,ce,74
heure,heure,22
?,?,p
lui,lui,51
/!,/!,P
ah,ah,93
bien,bien,60
",",",",p
il,il,51
faudrait,falloir,16
être,être,14
une,un,71
fameuse,fameux,30
cateau,cateau,22
!,!,p
…,…,p
non,non,60
",",",",p
non,non,60
/!,/!,P
c',ce,52
est,être,17
mon,mon,73
ami,ami,21
",",",",p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
d',de,81
amoureux,amoureux,21
",",",",p
moi,moi,51
/!,/!,P
je,je,51
n',ne,60
en,en,52
veux,vouloir,17
pas,pas,60
avoir,avoir,14
/.,/.,P
elle,il,51
avait,avoir,18
relevé,relever,12
sa,son,73
tête,tête,22
puissante,puissant,30
",",",",p
dont,dont,52
l',le,71
épaisse,épais,30
toison,toison,22
blonde,blond,30
frisait,friser,18
très,très,60
bas,bas,30
sur,sur,81
le,le,71
front,front,21
;,;,p
et,et,82
",",",",p
de,de,81
tout,tout,75
son,son,73
être,être,14
solide,solide,30
et,et,82
souple,souple,30
",",",",p
montait,monter,18
une,un,71
sauvage,sauvage,30
énergie,énergie,22
de,de,81
volonté,volonté,22
/.,/.,P
déjà,déjà,60
une,un,71
légende,légende,22
se,se,51
formait,former,18
sur,sur,81
elle,il,51
",",",",p
dans,dans,81
le,le,71
pays,pays,21
/.,/.,P
on,on,51
contait,conter,18
des,de,81
des,le,71
histoires,histoire,22
",",",",p
des,de,81
des,le,71
sauvetages,sauvetage,21
:,:,p
une,un,71
charrette,charrette,22
retirée,retiré,31
d',de,81
une,un,71
secousse,secousse,22
",",",",p
au,à,81
au,le,71
passage,passage,21
d',de,81
un,un,71
train,train,21
;,;,p
un,un,71
wagon,wagon,21
",",",",p
qui,qui,52
descendait,descendre,18
tout,tout,60
seul,seul,30
la,le,71
pente,pente,22
de,de,81
Barentin,Barentin,20
",",",",p
arrêté,arrêté,31
ainsi,ainsi,60
qu',que,83
une,un,71
bête,bête,22
furieuse,furieux,30
",",",",p
galopant,galoper,13
à,à,81
la,le,71
rencontre,rencontre,22
d',de,81
un,un,71
express,express,21
/.,/.,P
et,et,82
ces,ce,74
preuves,preuve,22
de,de,81
force,force,22
étonnaient,étonner,18
",",",",p
la,le,52
faisaient,faire,18
désirer,désirer,14
des,de,81
des,le,71
hommes,homme,21
",",",",p
d'autant,d'autant,60
plus,plus,60
qu',que,83
on,on,51
l',le,52
avait,avoir,18
crue,croire,12
facile,facile,30
d'abord,d'abord,60
",",",",p
toujours,toujours,60
à,à,81
battre,battre,14
les,le,71
champs,champ,21
dès,dès,81
qu',que,83
elle,il,51
était,être,18
libre,libre,30
",",",",p
cherchant,chercher,13
des,de,81
des,le,71
coins,coin,21
perdus,perdu,31
",",",",p
se,se,51
couchant,coucher,13
au,à,81
au,le,71
fond,fond,21
des,de,81
des,le,71
trous,trou,21
",",",",p
les,le,71
yeux,oeil,21
en,en,81
l',le,71
air,air,21
",",",",p
muette,muet,30
",",",",p
immobile,immobile,30
/.,/.,P
mais,mais,82
les,le,71
premiers,premier,72
qui,qui,52
s',se,51
étaient,être,18
risqués,risquer,12
n',ne,60
avaient,avoir,18
pas,pas,60
eu,avoir,12
envie,envie,22
de,de,81
recommencer,recommencer,14
l',le,71
aventure,aventure,22
/.,/.,P
comme,comme,83
elle,il,51
aimait,aimer,18
à,à,81
se,se,51
baigner,baigner,14
pendant,pendant,81
des,de,81
des,le,71
heures,heure,22
",",",",p
nue,nu,30
dans,dans,81
un,un,71
ruisseau,ruisseau,21
voisin,voisin,30
",",",",p
des,de,81
des,le,71
gamins,gamin,21
de,de,81
son,son,73
âge,âge,21
étaient,être,18
allés,aller,12
faire,faire,14
la,le,71
partie,partie,22
de,de,81
la,le,52
regarder,regarder,14
;,;,p
et,et,82
elle,il,51
en,en,52
avait,avoir,18
empoigné,empoigner,12
un,un,52
",",",",p
sans,sans,81
même,même,60
prendre,prendre,14
la,le,71
peine,peine,22
de,de,81
remettre,remettre,14
sa,son,73
