11714
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Cinquante et unième extrait>,<>,<>
tremblante,tremblant,30
",",",",p
et,et,82
tous,tout,75
deux,deux,72
gagnèrent,gagner,19
le,le,71
haut,haut,21
de,de,81
la,le,71
rue,rue,22
de,de,81
la,le,71
Harpe,Harpe,20
/.,/.,P
arrivée,arrivé,31
là,là,60
",",",",p
la,le,71
jeune,jeune,30
femme,femme,22
parut,paraître,19
hésiter,hésiter,14
",",",",p
comme,comme,83
elle,il,51
avait,avoir,18
déjà,déjà,60
fait,faire,12
dans,dans,81
la,le,71
rue,rue,22
de,de,81
Vaugirard,Vaugirard,20
/.,/.,P
cependant,cependant,82
",",",",p
à,à,81
de,de,81
certains,certain,75
signes,signe,21
",",",",p
elle,il,51
sembla,sembler,19
reconnaître,reconnaître,14
une,un,71
porte,porte,22
;,;,p
et,et,82
s',se,51
approchant,approcher,13
de,de,81
cette,ce,74
porte,porte,22
:,:,p
“,“,p
et,et,82
maintenant,maintenant,60
",",",",p
monsieur,monsieur,21
",",",",p
dit,dire,19
elle,il,51
",",",",p
c',ce,52
est,être,17
ici,ici,60
que,que,83
j',je,51
ai,avoir,17
affaire,affaire,22
;,;,p
mille,mille,72
fois,fois,22
merci,merci,22
de,de,81
votre,votre,73
honorable,honorable,30
compagnie,compagnie,22
",",",",p
qui,qui,52
m',je,51
a,avoir,17
sauvée,sauver,12
de,de,81
tous,tout,75
les,le,71
dangers,danger,21
auxquels,à,81
auxquels,lequel,52
",",",",p
seule,seul,30
",",",",p
j',je,51
eusse,avoir,18
été,être,12
exposée,exposer,12
/.,/.,P
mais,mais,82
le,le,71
moment,moment,21
est,être,17
venu,venir,12
de,de,81
tenir,tenir,14
votre,votre,73
parole,parole,22
:,:,p
je,je,51
suis,être,17
arrivée,arriver,12
à,à,81
ma,mon,73
destination,destination,22
/.,/.,P
-,-,p
et,et,82
vous,vous,51
n',ne,60
aurez,avoir,15
plus,plus,60
rien,rien,52
à,à,81
craindre,craindre,14
en,en,81
revenant,revenir,13
/?,/?,P
je,je,51
n',ne,60
aurai,avoir,15
à,à,81
craindre,craindre,14
que,que,83
les,le,71
voleurs,voleur,21
/.,/.,P
-,-,p
n',ne,60
est,être,17
ce,ce,52
donc,donc,82
rien,rien,52
/?,/?,P
que,que,52
pourraient,pouvoir,16
ils,ils,51
me,je,51
prendre,prendre,14
?,?,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
un,un,71
denier,denier,21
sur,sur,81
moi,moi,51
/.,/.,P
-,-,p
vous,vous,51
oubliez,oublier,17
ce,ce,74
beau,beau,30
mouchoir,mouchoir,21
brodé,brodé,31
",",",",p
armorié,armorié,31
/.,/.,P
-,-,p
lequel,lequel,52
/?,/?,P
celui,celui,52
que,que,52
j',je,51
ai,avoir,17
trouvé,trouver,12
à,à,81
vos,votre,73
pieds,pied,21
et,et,82
que,que,52
j',je,51
ai,avoir,17
remis,remettre,12
dans,dans,81
votre,votre,73
poche,poche,22
/.,/.,P
-,-,p
taisez,taire,17
vous,vous,51
",",",",p
taisez,taire,17
vous,vous,51
",",",",p
malheureux,malheureux,30
!,!,p
s',se,51
écria,écrier,19
la,le,71
jeune,jeune,30
femme,femme,22
",",",",p
voulez,vouloir,17
vous,vous,51
me,je,51
perdre,perdre,14
/?,/?,P
vous,vous,51
voyez,voir,17
bien,bien,60
qu',que,83
il,il,51
y,y,52
a,avoir,17
encore,encore,60
du,de,81
du,le,71
danger,danger,21
pour,pour,81
vous,vous,51
",",",",p
puisqu',puisque,83
un,un,71
seul,seul,30
mot,mot,21
vous,vous,51
fait,faire,17
trembler,trembler,14
",",",",p
et,et,82
que,que,52
vous,vous,51
avouez,avouer,17
que,que,83
",",",",p
si,si,83
on,on,51
entendait,entendre,18
ce,ce,74
mot,mot,21
",",",",p
vous,vous,51
seriez,être,16
perdue,perdre,12
/.,/.,P
ah,ah,93
!,!,p
tenez,tenir,17
",",",",p
madame,madame,22
",",",",p
s',se,51
écria,écrier,19
d',de,81
Artagnan,Artagnan,20
en,en,81
lui,lui,51
saisissant,saisir,13
la,le,71
main,main,22
et,et,82
la,le,52
couvrant,couvrir,13
d',de,81
un,un,71
ardent,ardent,30
regard,regard,21
",",",",p
tenez,tenir,17
!,!,p
soyez,être,17
plus,plus,60
généreuse,généreux,30
",",",",p
confiez,confier,17
vous,vous,51
à,à,81
moi,moi,51
;,;,p
n',ne,60
avez,avoir,17
vous,vous,51
donc,donc,82
pas,pas,60
lu,lire,12
dans,dans,81
mes,mon,73
yeux,oeil,21
qu',que,52
il,il,51
n',ne,60
y,y,52
a,avoir,17
que,que,83
dévouement,dévouement,21
et,et,82
sympathie,sympathie,22
dans,dans,81
mon,mon,73
coeur,coeur,21
/?,/?,P
si,si,60
fait,fait,31
",",",",p
répondit,répondre,19
madame,madame,22
Bonacieux,Bonacieux,20
;,;,p
aussi,aussi,60
demandez,demander,17
moi,moi,51
mes,mon,73
secrets,secret,21
",",",",p
et,et,82
je,je,51
vous,vous,51
les,le,52
dirai,dire,15
;,;,p
mais,mais,82
ceux,celui,52
des,de,81
des,le,71
autres,autre,52
",",",",p
c',ce,52
est,être,17
autre,autre,75
chose,chose,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
bien,bien,60
",",",",p
dit,dire,12
d',de,81
Artagnan,Artagnan,20
",",",",p
je,je,51
les,le,52
découvrirai,découvrir,15
;,;,p
puisque,puisque,83
ces,ce,74
secrets,secret,21
peuvent,pouvoir,17
avoir,avoir,14
une,un,71
influence,influence,22
sur,sur,81
votre,votre,73
vie,vie,22
",",",",p
il,il,51
faut,falloir,17
que,que,83
ces,ce,74
secrets,secret,21
deviennent,devenir,17
les,le,71
miens,mien,52
/.,/.,P
-,-,p
gardez,garder,17
vous,vous,51
en,en,52
bien,bien,21
",",",",p
s',se,51
écria,écrier,19
la,le,71
jeune,jeune,30
femme,femme,22
avec,avec,81
un,un,71
sérieux,sérieux,21
qui,qui,52
fit,faire,19
frissonner,frissonner,14
d',de,81
Artagnan,Artagnan,20
malgré,malgré,81
lui,lui,51
/.,/.,P
oh,oh,93
!,!,p
ne,ne,60
vous,vous,51
mêlez,mêler,17
en,en,81
rien,rien,52
de,de,81
ce,ce,52
qui,qui,52
me,je,51
regarde,regarder,17
",",",",p
ne,ne,60
cherchez,chercher,17
point,point,60
à,à,81
m',je,51
aider,aider,14
dans,dans,81
ce,ce,52
que,que,52
j',je,51
accomplis,accomplir,17
;,;,p
et,et,82
cela,cela,52
",",",",p
je,je,51
vous,vous,51
le,le,52
demande,demander,17
au,à,81
au,le,71
nom,nom,21
de,de,81
l',le,71
intérêt,intérêt,21
que,que,52
je,je,51
vous,vous,51
inspire,inspirer,17
",",",",p
au,à,81
au,le,71
nom,nom,21
du,de,81
du,le,71
service,service,21
que,que,52
vous,vous,51
m',je,51
avez,avoir,17
rendu,rendre,12
!,!,p
et,et,82
que,que,52
je,je,51
n',ne,60
oublierai,oublier,15
de,de,81
ma,mon,73
vie,vie,22
/.,/.,P
croyez,croire,17
bien,bien,60
plutôt,plutôt,60
à,à,81
ce,ce,52
que,que,52
je,je,51
vous,vous,51
dis,dire,17
/.,/.,P
ne,ne,60
vous,vous,51
occupez,occuper,17
plus,plus,60
de,de,81
moi,moi,51
",",",",p
je,je,51
n',ne,60
existe,exister,17
plus,plus,60
pour,pour,81
vous,vous,51
",",",",p
que,que,83
ce,ce,52
soit,être,17
comme,comme,83
si,si,83
vous,vous,51
ne,ne,60
m',je,51
aviez,avoir,18
jamais,jamais,60
vue,voir,12
/.,/.,P
-,-,p
Aramis,Aramis,20
doit,devoir,17
il,il,51
en,en,52
faire,faire,14
autant,autant,60
que,que,83
moi,moi,51
",",",",p
madame,madame,22
?,?,p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
piqué,piqué,31
/.,/.,P
-,-,p
voilà,voilà,81
deux,deux,72
ou,ou,82
trois,trois,72
fois,fois,22
que,que,83
vous,vous,51
avez,avoir,17
prononcé,prononcer,12
ce,ce,74
nom,nom,21
",",",",p
monsieur,monsieur,21
",",",",p
et,et,82
cependant,cependant,82
je,je,51
vous,vous,51
ai,avoir,17
dit,dire,12
que,que,83
je,je,51
ne,ne,60
le,le,52
connaissais,connaître,18
pas,pas,60
/.,/.,P
-,-,p
vous,vous,51
ne,ne,60
connaissez,connaître,17
pas,pas,60
l',le,71
homme,homme,21
au,à,81
au,le,71
volet,volet,21
duquel,de,81
duquel,lequel,52
vous,vous,51
avez,avoir,17
été,être,12
frapper,frapper,14
/.,/.,P
allons,aller,17
donc,donc,82
",",",",p
madame,madame,22
!,!,p
vous,vous,51
me,je,51
croyez,croire,17
par,par,81
trop,trop,60
crédule,crédule,30
",",",",p
aussi,aussi,60
/!,/!,P
avouez,avouer,17
que,que,83
c',ce,52
est,être,17
pour,pour,81
me,je,51
faire,faire,14
parler,parler,14
que,que,83
vous,vous,51
inventez,inventer,17
cette,ce,74
histoire,histoire,22
",",",",p
et,et,82
que,que,83
vous,vous,51
créez,créer,17
ce,ce,74
personnage,personnage,21
/.,/.,P
-,-,p
je,je,51
n',ne,60
invente,inventer,17
rien,rien,52
",",",",p
madame,madame,22
",",",",p
je,je,51
ne,ne,60
crée,créer,17
rien,rien,52
",",",",p
je,je,51
dis,dire,17
l',le,71
exacte,exact,30
vérité,vérité,22
/.,/.,P
-,-,p
et,et,82
vous,vous,51
dites,dire,17
qu',que,83
un,un,52
de,de,81
vos,votre,73
amis,ami,21
demeure,demeurer,17
dans,dans,81
cette,ce,74
maison,maison,22
/?,/?,P
je,je,51
le,le,52
dis,dire,17
et,et,82
je,je,51
le,le,52
répète,répéter,17
pour,pour,81
la,le,71
troisième,troisième,72
fois,fois,22
",",",",p
cette,ce,74
maison,maison,22
est,être,17
celle,celui,52
qu',que,52
habite,habiter,17
mon,mon,73
ami,ami,21
",",",",p
et,et,82
cet,ce,74
ami,ami,21
est,être,17
Aramis,Aramis,20
/.,/.,P
-,-,p
tout,tout,75
cela,cela,52
s',se,51
éclaircira,éclaicir,15
plus,plus,60
tard,tard,60
",",",",p
murmura,murmurer,19
la,le,71
jeune,jeune,30
femme,femme,22
:,:,p
maintenant,maintenant,60
",",",",p
monsieur,monsieur,21
",",",",p
taisez,taire,17
vous,vous,51
/.,/.,P
-,-,p
si,si,83
vous,vous,51
pouviez,pouvoir,17
voir,voir,14
mon,mon,73
coeur,coeur,21
tout,tout,60
à,à,81
découvert,découvert,21
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
",",",",p
vous,vous,51
y,y,52
liriez,lire,16
tant,tant,60
de,de,81
curiosité,curiosité,22
",",",",p
que,que,83
vous,vous,51
auriez,avoir,16
pitié,pitié,22
de,de,81
moi,moi,51
",",",",p
et,et,82
tant,tant,60
d',de,81
amour,amour,21
",",",",p
que,que,83
vous,vous,51
satisferiez,satisfaire,16
à,à,81
l',le,71
instant,instant,21
même,même,30
ma,mon,73
curiosité,curiosité,22
/.,/.,P
on,on,51
n',ne,60
a,avoir,17
rien,rien,52
à,à,81
craindre,craindre,14
de,de,81
ceux,celui,52
qui,qui,52
vous,vous,51
aiment,aimer,17
/.,/.,P
-,-,p
vous,vous,51
parlez,parler,17
bien,bien,60
vite,vite,60
d',de,81
amour,amour,21
",",",",p
monsieur,monsieur,21
!,!,p
dit,dire,19
la,le,71
jeune,jeune,30
femme,femme,22
en,en,81
secouant,secouer,13
la,le,71
tête,tête,22
/.,/.,P
-,-,p
c',ce,52
est,être,17
que,que,83
l',le,71
amour,amour,21
m',je,51
est,être,17
venu,venir,12
vite,vite,60
et,et,82
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
",",",",p
et,et,82
que,que,52
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
vingt,vingt,72
ans,an,21
/.,/.,P
“,“,p
la,le,71
jeune,jeune,30
femme,femme,22
le,le,52
regarda,regarder,19
à la dérobée,à la dérobée,60
/.,/.,P
“,“,p
écoutez,écouter,17
",",",",p
je,je,51
suis,être,17
déjà,déjà,60
sur,sur,81
la,le,71
trace,trace,22
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
/.,/.,P
il,il,51
y,y,52
a,avoir,17
trois,trois,72
mois,mois,21
",",",",p
j',je,51
ai,avoir,17
manqué,manquer,12
avoir,avoir,14
un,un,71
duel,duel,21
avec,avec,81
Aramis,Aramis,20
pour,pour,81
un,un,71
mouchoir,mouchoir,21
pareil,pareil,30
à,à,81
celui,celui,52
que,que,52
vous,vous,51
avez,avoir,17
montré,montrer,12
à,à,81
cette,ce,74
femme,femme,22
qui,qui,52
était,être,18
chez,chez,81
lui,lui,51
",",",",p
pour,pour,81
un,un,71
mouchoir,mouchoir,21
marqué,marqué,31
de,de,81
la,le,71
même,même,75
manière,manière,22
",",",",p
j',je,51
en,en,52
suis,être,17
sûr,sûr,30
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
dit,dire,19
la,le,71
jeune,jeune,30
femme,femme,22
",",",",p
vous,vous,51
me,je,51
fatiguez,fatiguer,17
fort,fort,60
",",",",p
je,je,51
vous,vous,51
le,le,52
jure,jurer,17
",",",",p
avec,avec,81
ces,ce,74
questions,question,22
/.,/.,P
-,-,p
mais,mais,82
vous,vous,51
",",",",p
si,si,60
prudente,prudent,30
",",",",p
madame,madame,22
",",",",p
songez,songer,17
y,y,52
",",",",p
si,si,83
vous,vous,51
étiez,être,18
arrêtée,arrêter,12
avec,avec,81
ce,ce,74
mouchoir,mouchoir,21
",",",",p
et,et,82
que,que,52
ce,ce,74
mouchoir,mouchoir,21
fût,être,19
saisi,saisir,12
",",",",p
ne,ne,60
seriez,être,16
vous,vous,51
pas,pas,60
compromise,compromettre,12
/?,/?,P
pourquoi,pourquoi,60
cela,cela,52
",",",",p
les,le,71
initiales,initiale,22
ne,ne,60
sont,être,17
elles,ils,51
pas,pas,60
les,le,71
miennes,mien,52
:,:,p
CB,CB,20
Constance,Constance,20
Bonacieux,Bonacieux,20
/?,/?,P
ou,ou,82
Camille,Camille,20
de,de,81
Bois-Tracy,Bois-Tracy,20
/.,/.,P
-,-,p
silence,silence,21
",",",",p
monsieur,monsieur,21
",",",",p
encore,encore,60
une,un,71
fois,fois,22
silence,silence,21
/!,/!,P
ah,ah,93
!,!,p
puisque,puisque,83
les,le,71
dangers,danger,21
que,que,52
je,je,51
cours,courir,17
pour,pour,81
moi-même,moi-même,51
ne,ne,60
vous,vous,51
arrêtent,arrêter,17
pas,pas,60
",",",",p
songez,songer,17
à,à,81
ceux,celui,52
que,que,52
vous,vous,51
pouvez,pouvoir,17
courir,courir,14
",",",",p
vous,vous,51
/!,/!,P
moi,moi,51
/?,/?,P
oui,oui,60
",",",",p
vous,vous,51
/.,/.,P
il,il,51
y,y,52
a,avoir,17
danger,danger,21
de,de,81
la,le,71
prison,prison,22
",",",",p
il,il,51
y,y,52
a,avoir,17
danger,danger,21
de,de,81
la,le,71
vie,vie,22
à,à,81
me,je,51
connaître,connaître,14
/.,/.,P
-,-,p
alors,alors,60
",",",",p
je,je,51
ne,ne,60
vous,vous,51
quitte,quitter,17
plus,plus,60
/.,/.,P
-,-,p
monsieur,monsieur,21
",",",",p
dit,dire,19
la,le,71
jeune,jeune,30
femme,femme,22
suppliant,supplier,13
et,et,82
joignant,joindre,13
les,le,71
mains,main,22
",",",",p
monsieur,monsieur,21
",",",",p
au,à,81
au,le,71
nom,nom,21
du,de,81
du,le,71
ciel,ciel,21
",",",",p
au,à,81
au,le,71
nom,nom,21
de,de,81
l',le,71
honneur,honneur,21
d',de,81
un,un,71
militaire,militaire,21
",",",",p
au,à,81
au,le,71
nom,nom,21
de,de,81
la,le,71
courtoisie,courtoisie,22
d',de,81
un,un,71
gentilhomme,gentilhomme,21
",",",",p
éloignez,éloigner,17
vous,vous,51
;,;,p
tenez,tenir,17
",",",",p
voilà,voilà,81
minuit,minuit,21
qui,qui,52
sonne,sonner,17
",",",",p
c',ce,52
est,être,17
l',le,71
heure,heure,22
où,où,60
l',l',94
on,on,51
m',je,51
attend,attendre,17
/.,/.,P
-,-,p
madame,madame,22
",",",",p
dit,dire,19
le,le,71
jeune,jeune,30
homme,homme,21
en,en,81
s',se,51
inclinant,incliner,13
",",",",p
je,je,51
ne,ne,60
sais,savoir,17
rien,rien,52
refuser,refuser,14
à,à,81
qui,qui,52
me,je,51
demande,demander,17
ainsi,ainsi,60
;,;,p
soyez,être,17
contente,content,30
",",",",p
je,je,51
m',je,51
éloigne,éloigner,17
/.,/.,P
-,-,p
mais,mais,82
vous,vous,51
ne,ne,60
me,je,51
suivrez,suivre,15
pas,pas,60
",",",",p
vous,vous,51
ne,ne,60
m',je,51
épierez,épier,15
pas,pas,60
/?,/?,P
je,je,51
rentre,rentrer,17
chez,chez,81
moi,moi,51
à,à,81
l',le,71
instant,instant,21
/.,/.,P
-,-,p
ah,ah,93
!,!,p
je,je,51
le,le,52
savais,savoir,18
bien,bien,60
",",",",p
que,que,83
vous,vous,51
étiez,être,18
un,un,71
brave,brave,30
jeune,jeune,30
homme,homme,21
!,!,p
s',se,51
écria,écrier,19
madame,madame,22
Bonacieux,Bonacieux,20
en,en,81
lui,lui,51
tendant,tendre,13
une,un,71
main,main,22
et,et,82
en,en,81
posant,poser,13
l',le,71
autre,autre,52
sur,sur,81
le,le,71
marteau,marteau,21
d',de,81
une,un,71
petite,petit,30
porte,porte,22
presque,presque,60
perdue,perdu,31
dans,dans,81
la,le,71
muraille,muraille,22
/.,/.,P
d',de,81
Artagnan,Artagnan,20
saisit,saisir,19
la,le,71
main,main,22
qu',que,52
on,on,51
lui,lui,51
tendait,tendre,18
et,et,82
la,le,52
baisa,baiser,19
ardemment,ardemment,60
/.,/.,P
“,“,p
ah,ah,93
!,!,p
j',je,51
aimerais,aimer,16
mieux,mieux,60
ne,ne,60
vous,vous,51
avoir,avoir,14
jamais,jamais,60
vue,voir,12
",",",",p
s',se,51
écria,écrier,19
d',de,81
Artagnan,Artagnan,20
avec,avec,81
cette,ce,74
brutalité,brutalité,22
naïve,naïf,30
que,que,52
les,le,71
femmes,femme,22
préfèrent,préférer,17
souvent,souvent,60
aux,à,81
aux,le,71
afféteries,afféterie,22
de,de,81
la,le,71
politesse,politesse,22
",",",",p
parce qu',parce que,83
elle,il,51
découvre,découvrir,17
le,le,71
fond,fond,21
de,de,81
la,le,71
pensée,pensée,22
et,et,82
qu',que,83
elle,il,51
prouve,prouver,17
que,que,83
le,le,71
sentiment,sentiment,21
l',le,52
emporte,emporter,17
sur,sur,81
la,le,71
raison,raison,22
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
reprit,reprendre,19
madame,madame,22
Bonacieux,Bonacieux,20
d',de,81
une,un,71
voix,voix,22
presque,presque,60
caressante,caressant,30
",",",",p
et,et,82
en,en,81
serrant,serrer,13
la,le,71
main,main,22
de,de,81
d',de,81
Artagnan,Artagnan,20
qui,qui,52
n',ne,60
avait,avoir,18
pas,pas,60
abandonné,abandonner,12
la,le,71
sienne,sien,52
;,;,p
eh,eh,93
bien,bien,60
",",",",p
je,je,51
n',ne,60
en,en,52
dirai,dire,15
pas,pas,60
autant,autant,60
que,que,83
vous,vous,51
:,:,p
ce,ce,52
qui,qui,52
est,être,17
perdu,perdre,12
pour,pour,81
aujourd'hui,aujourd'hui,60
n',ne,60
est,être,17
pas,pas,60
perdu,perdre,12
pour,pour,81
l',le,71
avenir,avenir,21
/.,/.,P
qui,qui,52
sait,savoir,17
",",",",p
si,si,83
lorsque,lorsque,83
je,je,51
serai,être,16
déliée,délier,12
un,un,71
jour,jour,21
",",",",p
je,je,51
ne,ne,60
satisferai,satisfaire,15
pas,pas,60
votre,votre,73
curiosité,curiosité,22
/?,/?,P
et,et,82
faites,faire,17
vous,vous,51
la,le,71
même,même,75
promesse,promesse,22
à,à,81
mon,mon,73
amour,amour,21
?,?,p
s',se,51
écria,écrier,19
d',de,81
Artagnan,Artagnan,20
au,à,81
au,le,71
comble,comble,21
de,de,81
la,le,71
joie,joie,22
/.,/.,P
-,-,p
oh,oh,93
!,!,p
de,de,81
ce,ce,74
côté,côté,21
",",",",p
je,je,51
ne,ne,60
veux,vouloir,17
point,point,60
m',je,51
engager,engager,14
",",",",p
cela,cela,52
dépendra,dépendre,15
des,de,81
des,le,71
sentiments,sentiment,21
que,que,52
vous,vous,51
saurez,savoir,15
m',je,51
inspirer,inspirer,14
/.,/.,P
-,-,p
ainsi,ainsi,60
",",",",p
aujourd'hui,aujourd'hui,60
",",",",p
madame,madame,22
/…,/…,P
aujourd'hui,aujourd'hui,60
",",",",p
monsieur,monsieur,21
",",",",p
je,je,51
n',ne,60
en,en,52
suis,être,17
encore,encore,60
qu',que,83
à,à,81
la,le,71
reconnaissance,reconnaissance,22
/.,/.,P
-,-,p
ah,ah,93
!,!,p
vous,vous,51
êtes,être,17
trop,trop,60
charmante,charmant,30
",",",",p
dit,dire,19
d',de,81
Artagnan,Artagnan,20
avec,avec,81
tristesse,tristesse,22
",",",",p
et,et,82
vous,vous,51
abusez,abuser,17
de,de,81
mon,mon,73
amour,amour,21
/.,/.,P
-,-,p
non,non,60
",",",",p
j',je,51
use,user,17
de,de,81
votre,votre,73
générosité,générosité,22
",",",",p
voilà,voilà,81
tout,tout,52
/.,/.,P
mais,mais,82
croyez,croire,17
le,le,52
bien,bien,60
",",",",p
avec,avec,81
certaines,certain,75
gens,gens,21
tout,tout,52
se,se,51
retrouve,retrouver,17
/.,/.,P
-,-,p
oh,oh,93
!,!,p
vous,vous,51
me,je,51
rendez,rendre,17
le,le,71
plus,plus,60
heureux,heureux,30
des,de,81
des,le,71
hommes,homme,21
/.,/.,P
n',ne,60
oubliez,oublier,17
pas,pas,60
cette,ce,74
soirée,soirée,22
",",",",p
n',ne,60
oubliez,oublier,17
pas,pas,60
cette,ce,74
promesse,promesse,22
/.,/.,P
-,-,p
soyez,être,17
tranquille,tranquille,30
",",",",p
en,en,81
temps,temps,21
et,et,82
lieu,lieu,21
je,je,51
me,je,51
souviendrai,souvenir,15
de,de,81
tout,tout,52
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
partez,partir,17
donc,donc,82
",",",",p
partez,partir,17
",",",",p
au,à,81
au,le,71
nom,nom,21
du,de,81
du,le,71
ciel,ciel,21
/!,/!,P
on,on,51
m',je,51
attendait,attendre,18
à,à,81
minuit,minuit,21
juste,juste,30
",",",",p
et,et,82
je,je,51
suis,être,17
en,en,81
retard,retard,21
/.,/.,P
-,-,p
de,de,81
cinq,cinq,72
minutes,minute,22
/.,/.,P
-,-,p
oui,oui,60
;,;,p
mais,mais,82
dans,dans,81
certaines,certain,75
circonstances,circonstance,22
",",",",p
cinq,cinq,72
minutes,minute,22
sont,être,17
cinq,cinq,72
siècles,siècle,21
/.,/.,P
-,-,p
quand,quand,83
on,on,51
aime,aimer,17
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
",",",",p
qui,qui,52
vous,vous,51
dit,dire,17
que,que,83
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
affaire,affaire,22
à,à,81
un,un,71
amoureux,amoureux,21
/?,/?,P
c',ce,52
est,être,17
un,un,71
homme,homme,21
qui,qui,52
vous,vous,51
attend,attendre,17
?,?,p
s',se,51
écria,écrier,19
d',de,81
Artagnan,Artagnan,20
",",",",p
un,un,71
homme,homme,21
/!,/!,P
allons,aller,17
",",",",p
voilà,voilà,81
la,le,71
discussion,discussion,22
qui,qui,52
va,aller,17
recommencer,recommencer,14
",",",",p
fit,faire,19
madame,madame,22
Bonacieux,Bonacieux,20
avec,avec,81
un,un,71
demi-sourire,demi-sourire,21
qui,qui,52
n',ne,60
était,être,18
pas,pas,60
exempt,exempt,30
d',de,81
une,un,71
certaine,certain,75
teinte,teinte,22
d',de,81
impatience,impatience,22
/.,/.,P
-,-,p
non,non,60
",",",",p
non,non,60
",",",",p
je,je,51
m',je,51
en,en,52
vais,aller,17
",",",",p
je,je,51
pars,partir,17
;,;,p
je,je,51
crois,croire,17
en,en,81
vous,vous,51
",",",",p
je,je,51
veux,vouloir,17
avoir,avoir,14
tout,tout,75
le,le,71
mérite,mérite,21
de,de,81
mon,mon,73
dévouement,dévouement,21
",",",",p
ce,ce,74
dévouement,dévouement,21
dût,devoir,18
il,il,51
être,être,14
une,un,71
stupidité,stupidité,22
/.,/.,P
adieu,adieu,21
",",",",p
madame,madame,22
",",",",p
adieu,adieu,21
/!,/!,P
et,et,82
comme,comme,83
s',si,83
il,il,51
ne,ne,60
se,se,51
fût,être,19
senti,sentir,12
la,le,71
force,force,22
de,de,81
se,se,51
détacher,détacher,14
de,de,81
la,le,71
main,main,22
qu',que,52
il,il,51
tenait,tenir,18
que,que,83
par,par,81
une,un,71
secousse,secousse,22
",",",",p
il,il,51
s',se,51
éloigna,éloigner,19
tout,tout,60
courant,courir,13
",",",",p
tandis que,tandis que,83
madame,madame,22
Bonacieux,Bonacieux,20
frappait,frapper,18
",",",",p
comme,comme,83
au,à,81
au,le,71
volet,volet,21
",",",",p
trois,trois,72
coups,coup,21
lents,lent,30
et,et,82
réguliers,régulier,30
;,;,p
puis,puis,60
",",",",p
arrivé,arrivé,31
à,à,81
l',le,71
angle,angle,21
de,de,81
la,le,71
rue,rue,22
",",",",p
il,il,51
se,se,51
retourna,retourner,19
:,:,p
la,le,71
porte,porte,22
s',se,51
était,être,18
ouverte,ouvrir,12
et,et,82
refermée,refermer,12
",",",",p
la,le,71
jolie,joli,30
mercière,mercière,22
avait,avoir,18
disparu,disparaître,12
/.,/.,P
d',de,81
Artagnan,Artagnan,20
continua,continuer,19
son,son,73
chemin,chemin,21
",",",",p
il,il,51
avait,avoir,18
donné,donner,12
sa,son,73
parole,parole,22
de,de,81
ne,ne,60
pas,pas,60
épier,épier,14
madame,madame,22
Bonacieux,Bonacieux,20
",",",",p
et,et,82
sa,son,73
vie,vie,22
eût,avoir,19
elle,il,51
dépendu,dépendre,12
de,de,81
l',le,71
endroit,endroit,21
où,où,60
elle,il,51
allait,aller,18
se,se,51
rendre,rendre,14
",",",",p
ou,ou,82
de,de,81
la,le,71
personne,personne,22
qui,qui,52
devait,devoir,18
l',le,52
accompagner,accompagner,14
",",",",p
d',de,81
Artagnan,Artagnan,20
serait,être,16
rentré,rentrer,12
chez,chez,81
lui,lui,51
",",",",p
puisqu',puisque,83
il,il,51
avait,avoir,18
dit,dire,12
qu',que,83
il,il,51
y,y,52
rentrait,rentrer,18
/.,/.,P
cinq,cinq,72
minutes,minute,22
après,après,81
",",",",p
il,il,51
était,être,18
dans,dans,81
la,le,71
rue,rue,22
des,de,81
des,le,71
fossoyeurs,fossoyeur,21
/.,/.,P
“,“,p
pauvre,pauvre,30
Athos,Athos,20
",",",",p
disait,dire,18
il,il,51
",",",",p
il,il,51
ne,ne,60
saura,savoir,15
pas,pas,60
ce,ce,52
que,que,52
cela,cela,52
veut,vouloir,17
dire,dire,14
/.,/.,P
il,il,51
se,se,51
sera,être,15
endormi,endormir,12
en,en,81
m',je,51
attendant,attendre,13
",",",",p
ou,ou,82
il,il,51
sera,être,15
retourné,retourner,12
chez,chez,81
lui,lui,51
",",",",p
et,et,82
en,en,81
rentrant,rentrer,13
il,il,51
aura,avoir,15
appris,apprendre,12
qu',que,83
une,un,71
femme,femme,22
y,y,52
était,être,18
venue,venir,12
/.,/.,P
une,un,71
femme,femme,22
chez,chez,81
Athos,Athos,20
/!,/!,P
après,après,81
tout,tout,52
",",",",p
continua,continuer,19
d',de,81
Artagnan,Artagnan,20
",",",",p
il,il,51
y,y,52
en,en,52
avait,avoir,18
bien,bien,60
une,un,52
chez,chez,81
Aramis,Aramis,20
/.,/.,P
tout,tout,75
