11443
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-huitième extrait>,<>,<>
parlais,parler,18
",",",",p
c',ce,52
était,être,18
pour,pour,81
tourner,tourner,14
en,en,81
ridicule,ridicule,21
ce,ce,52
que,que,52
disaient,dire,18
les,le,71
autres,autre,52
",",",",p
ou,ou,82
ce,ce,52
que,que,52
je,je,51
pensais,penser,18
moi-même,moi-même,51
/.,/.,P
alors,alors,60
",",",",p
étendu,étendu,31
sur,sur,81
un,un,71
canapé,canapé,21
et,et,82
comme,comme,83
incapable,incapable,30
de,de,81
mouvement,mouvement,21
",",",",p
je,je,51
faisais,faire,18
manquer,manquer,14
de,de,81
propos,propos,21
délibéré,délibéré,31
toutes,tout,75
les,le,71
parties,partie,22
de,de,81
promenade,promenade,22
que,que,52
nous,nous,51
avions,avoir,18
concertées,concerter,12
la,le,71
veille,veille,22
;,;,p
j',je,51
imaginais,imaginer,18
de,de,81
rechercher,rechercher,14
dans,dans,81
ma,mon,73
mémoire,mémoire,22
ce,ce,52
que,que,52
",",",",p
durant,durant,81
mes,mon,73
bons,bon,30
moments,moment,21
",",",",p
j',je,51
avais,avoir,18
pu,pouvoir,12
dire,dire,14
de,de,81
mieux,mieux,60
senti,senti,31
et,et,82
de,de,81
plus,plus,60
sincèrement,sincèrement,60
tendre,tendre,14
à,à,81
ma,mon,73
chère,cher,30
maîtresse,maîtresse,22
",",",",p
et,et,82
je,je,51
n',ne,60
étais,être,18
satisfait,satisfaire,12
que,que,83
lorsque,lorsque,83
mes,mon,73
plaisanteries,plaisanterie,22
ironiques,ironique,30
avaient,avoir,18
gâté,gâter,12
et,et,82
empoisonné,empoisonner,12
ces,ce,74
souvenirs,souvenir,21
des,de,81
des,le,71
jours,jour,21
heureux,heureux,30
/.,/.,P
-,-,p
ne,ne,60
pourriez,pouvoir,16
vous,vous,51
me,je,51
laisser,laisser,14
cela,cela,52
?,?,p
me,je,51
demandait,demander,18
tristement,tristement,60
Brigitte,Brigitte,20
/.,/.,P
s',si,83
il,il,51
y,y,52
a,avoir,17
en,en,81
vous,vous,51
deux,deux,72
hommes,homme,21
si,si,60
différents,différent,30
",",",",p
ne,ne,60
pourriez,pouvoir,16
vous,vous,51
",",",",p
quand,quand,83
le,le,71
mauvais,mauvais,30
se,se,51
lève,lever,17
",",",",p
vous,vous,51
contenter,contenter,14
d',de,81
oublier,oublier,14
le,le,71
bon,bon,30
/?,/?,P
la,le,71
patience,patience,22
que,que,52
Brigitte,Brigitte,20
opposait,opposer,18
à,à,81
ces,ce,74
égarements,égarement,21
ne,ne,60
faisait,faire,18
cependant,cependant,82
qu',que,83
exciter,exciter,14
ma,mon,73
gaieté,gaieté,22
sinistre,sinistre,30
/.,/.,P
étrange,étrange,30
chose,chose,22
que,que,52
l',le,71
homme,homme,21
qui,qui,52
souffre,souffrir,17
veuille,vouloir,17
faire,faire,14
souffrir,souffrir,14
ce,ce,52
qu',que,52
il,il,51
aime,aimer,17
/!,/!,P
qu',que,52
on,on,51
ait,avoir,17
si,si,83
peu,peu,60
d',de,81
empire,empire,21
sur,sur,81
soi,soi,51
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
la,le,71
pire,pire,30
des,de,81
des,le,71
maladies,maladie,22
/?,/?,P
qu',que,52
y,y,52
a,avoir,17
t,t,94
il,il,51
de,de,81
plus,plus,60
cruel,cruel,30
pour,pour,81
une,un,71
femme,femme,22
que,que,52
de,de,81
voir,voir,14
un,un,71
homme,homme,21
qui,qui,52
sort,sortir,17
de,de,81
ses,son,73
bras,bras,21
tourner,tourner,14
en,en,81
dérision,dérision,22
",",",",p
par,par,81
une,un,71
bizarrerie,bizarrerie,22
sans,sans,81
excuse,excuse,22
",",",",p
ce,ce,52
que,que,52
les,le,71
nuits,nuit,22
heureuses,heureux,30
ont,avoir,17
de,de,81
plus,plus,60
sacré,sacrer,12
et,et,82
de,de,81
plus,plus,60
mystérieux,mystérieux,30
/?,/?,P
elle,il,51
ne,ne,60
me,je,51
fuyait,fuir,18
pourtant,pourtant,60
pas,pas,60
;,;,p
elle,il,51
restait,rester,18
auprès,auprès,60
de,de,81
moi,moi,51
",",",",p
courbée,courbé,31
sur,sur,81
sa,son,73
tapisserie,tapisserie,22
",",",",p
tandis que,tandis que,83
",",",",p
dans,dans,81
mon,mon,73
humeur,humeur,22
féroce,féroce,30
",",",",p
j',je,51
insultais,insulter,18
ainsi,ainsi,60
à,à,81
l',le,71
amour,amour,21
",",",",p
et,et,82
laissais,laisser,18
grommeler,grommeler,14
ma,mon,73
démence,démence,22
sur,sur,81
une,un,71
bouche,bouche,22
humide,humide,30
de,de,81
ses,son,73
baisers,baiser,21
/.,/.,P
ces,ce,74
jours,jour,21
là,là,60
",",",",p
contre,contre,81
l',le,71
ordinaire,ordinaire,21
",",",",p
je,je,51
me,je,51
sentais,sentir,18
en,en,81
train,train,21
de,de,81
parler,parler,14
de,de,81
Paris,Paris,20
",",",",p
et,et,82
de,de,81
représenter,représenter,14
ma,mon,73
vie,vie,22
débauchée,débauché,31
comme,comme,83
la,le,71
meilleure,meilleur,30
chose,chose,22
du,de,81
du,le,71
monde,monde,21
/.,/.,P
-,-,p
vous,vous,51
n',ne,60
êtes,être,17
qu',que,83
une,un,71
dévote,dévote,22
",",",",p
disais,dire,18
je,je,51
en,en,81
riant,rire,13
à,à,81
Brigitte,Brigitte,20
;,;,p
vous,vous,51
ne,ne,60
savez,savoir,17
pas,pas,60
ce,ce,52
que,que,52
c',ce,52
est,être,17
/.,/.,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
rien,rien,52
de,de,81
tel,tel,75
que,que,83
les,le,71
gens,gens,21
sans,sans,81
souci,souci,21
et,et,82
qui,qui,52
font,faire,17
l',le,71
amour,amour,21
sans,sans,81
y,y,52
croire,croire,14
/.,/.,P
n',ne,60
était,être,18
ce,ce,52
pas,pas,60
dire,dire,14
que,que,83
je,je,51
n',ne,60
y,y,52
croyais,croire,18
pas,pas,60
/?,/?,P
eh,eh,93
bien,bien,60
!,!,p
me,je,51
répondait,répondre,18
Brigitte,Brigitte,20
",",",",p
enseignez,enseigner,17
moi,moi,51
à,à,81
vous,vous,51
plaire,plaire,14
toujours,toujours,60
/.,/.,P
je,je,51
suis,être,17
peut-être,peut-être,60
aussi,aussi,60
jolie,joli,30
que,que,83
les,le,71
maîtresses,maîtresse,22
que,que,52
vous,vous,51
regrettez,regretter,17
;,;,p
si,si,83
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
l',le,71
esprit,esprit,21
qu',que,52
elles,ils,51
avaient,avoir,18
pour,pour,81
vous,vous,51
divertir,divertir,14
à,à,81
leur,leur,73
manière,manière,22
",",",",p
je,je,51
ne,ne,60
demande,demander,17
qu',que,83
à,à,81
apprendre,apprendre,14
/.,/.,P
faites,faire,17
comme,comme,83
si,si,83
vous,vous,51
ne,ne,60
m',je,51
aimiez,aimer,17
pas,pas,60
",",",",p
et,et,82
laissez,laisser,17
moi,moi,51
vous,vous,51
aimer,aimer,14
sans,sans,81
en,en,52
rien,rien,52
dire,dire,14
/.,/.,P
si,si,83
je,je,51
suis,être,17
dévote,dévot,30
à,à,81
l',le,71
église,église,22
",",",",p
je,je,51
le,le,52
suis,être,17
aussi,aussi,60
en,en,81
amour,amour,21
/.,/.,P
que,que,52
faut,falloir,17
il,il,51
faire,faire,14
pour,pour,81
que,que,83
vous,vous,51
le,le,52
croyiez,croire,17
/?,/?,P
la,le,52
voilà,voilà,81
devant,devant,81
son,son,73
miroir,miroir,21
",",",",p
s',se,51
habillant,habiller,13
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
jour,jour,21
comme,comme,83
pour,pour,81
un,un,71
bal,bal,21
ou,ou,82
une,un,71
fête,fête,22
",",",",p
affectant,affecter,13
une,un,71
coquetterie,coquetterie,22
qu',que,52
elle,il,51
ne,ne,60
pouvait,pouvoir,18
cependant,cependant,82
souffrir,souffrir,14
",",",",p
cherchant,chercher,13
à,à,81
prendre,prendre,14
le,le,71
même,même,75
ton,ton,21
que,que,83
moi,moi,51
",",",",p
riant,rire,13
et,et,82
sautant,sauter,13
par,par,81
la,le,71
chambre,chambre,22
/.,/.,P
-,-,p
suis,être,17
je,je,51
à,à,81
votre,votre,73
goût,goût,21
?,?,p
disait,dire,18
elle,il,51
/.,/.,P
à,à,81
laquelle,lequel,52
de,de,81
vos,votre,73
maîtresses,maîtresse,22
trouvez,trouver,17
vous,vous,51
que,que,83
je,je,51
ressemble,ressembler,17
/?,/?,P
suis,être,17
je,je,51
assez,assez,60
belle,beau,30
pour,pour,81
vous,vous,51
faire,faire,14
oublier,oublier,14
qu',que,83
on,on,51
peut,pouvoir,17
croire,croire,14
encore,encore,60
à,à,81
l',le,71
amour,amour,21
/?,/?,P
ai,avoir,17
je,je,51
l',le,71
air,air,21
d',de,81
une,un,71
sans-souci,sans-souci,30
/?,/?,P
puis,puis,60
",",",",p
au,à,81
au,le,71
milieu,milieu,21
de,de,81
cette,ce,74
joie,joie,22
factice,factice,30
",",",",p
je,je,51
la,le,52
voyais,voir,18
qui,qui,52
me,je,51
tournait,tourner,18
le,le,71
dos,dos,21
",",",",p
et,et,82
un,un,71
frisson,frisson,21
involontaire,involontaire,30
faisait,faire,18
trembler,trembler,14
sur,sur,81
ses,son,73
cheveux,cheveu,21
les,le,71
tristes,triste,30
fleurs,fleur,22
qu',que,52
elle,il,51
y,y,52
posait,poser,18
/.,/.,P
je,je,51
m',je,51
élançais,élancer,18
alors,alors,60
à,à,81
ses,son,73
pieds,pied,21
/.,/.,P
-,-,p
cesse,cesser,17
",",",",p
lui,lui,51
disais,dire,18
je,je,51
;,;,p
tu,tu,51
ressembles,ressembler,17
trop,trop,60
bien,bien,60
à,à,81
ce,ce,52
que,que,52
tu,tu,51
veux,vouloir,17
imiter,imiter,14
",",",",p
et,et,82
à,à,81
ce,ce,52
que,que,52
ma,mon,73
bouche,bouche,22
est,être,17
assez,assez,60
vile,vil,30
pour,pour,81
oser,oser,14
rappeler,rappeler,14
devant,devant,81
toi,toi,51
/.,/.,P
ôte,ôter,17
ces,ce,74
fleurs,fleur,22
",",",",p
ôte,ôter,17
cette,ce,74
robe,robe,22
/.,/.,P
lavons,laver,17
cette,ce,74
gaieté,gaieté,22
avec,avec,81
une,un,71
larme,larme,22
sincère,sincère,30
;,;,p
ne,ne,60
me,je,51
fais,faire,17
pas,pas,60
me,je,51
souvenir,souvenir,14
que,que,83
je,je,51
ne,ne,60
suis,être,17
que,que,83
l',le,71
enfant,enfant,21
prodigue,prodigue,30
;,;,p
je,je,51
ne,ne,60
sais,savoir,17
que,que,83
trop,trop,60
le,le,71
passé,passé,21
/.,/.,P
mais,mais,82
ce,ce,74
repentir,repentir,21
même,même,30
était,être,18
cruel,cruel,30
;,;,p
il,il,51
lui,lui,51
prouvait,prouver,18
que,que,83
les,le,71
fantômes,fantôme,21
que,que,52
j',je,51
avais,avoir,18
dans,dans,81
le,le,71
coeur,coeur,21
étaient,être,18
pleins,plein,30
de,de,81
réalité,réalité,22
/.,/.,P
en,en,81
cédant,céder,13
à,à,81
un,un,71
mouvement,mouvement,21
d',de,81
horreur,horreur,22
",",",",p
je,je,51
ne,ne,60
faisais,faire,18
que,que,83
lui,lui,51
dire,dire,14
clairement,clairement,60
que,que,83
sa,son,73
résignation,résignation,22
et,et,82
son,son,73
désir,désir,21
de,de,81
me,je,51
plaire,plaire,14
ne,ne,60
m',je,51
offraient,offrir,18
qu',que,83
une,un,71
image,image,22
impure,impur,30
/.,/.,P
et,et,82
c',ce,52
était,être,18
vrai,vrai,30
/.,/.,P
j',je,51
arrivais,arriver,18
chez,chez,81
Brigitte,Brigitte,20
transporté,transporté,31
de,de,81
joie,joie,22
",",",",p
jurant,jurer,13
d',de,81
oublier,oublier,14
dans,dans,81
ses,son,73
bras,bras,21
mes,mon,73
douleurs,douleur,22
et,et,82
ma,mon,73
vie,vie,22
passée,passé,31
;,;,p
je,je,51
protestais,protester,18
à,à,81
deux,deux,72
genoux,genou,21
de,de,81
mon,mon,73
respect,respect,21
pour,pour,81
elle,il,51
jusqu',jusque,81
au,à,81
au,le,71
pied,pied,21
de,de,81
son,son,73
lit,lit,21
;,;,p
j',je,51
y,y,52
entrais,entrer,18
comme,comme,83
dans,dans,81
un,un,71
sanctuaire,sanctuaire,21
;,;,p
je,je,51
lui,lui,51
tendais,tendre,18
les,le,71
bras,bras,21
en,en,81
répandant,répandre,13
des,de,81
des,le,71
larmes,larme,22
;,;,p
puis,puis,60
elle,il,51
faisait,faire,18
un,un,71
certain,certain,75
geste,geste,21
",",",",p
elle,il,51
quittait,quitter,18
sa,son,73
robe,robe,22
d',de,81
une,un,71
certaine,certain,75
façon,façon,22
",",",",p
elle,il,51
disait,dire,18
un,un,71
certain,certain,75
mot,mot,21
en,en,81
s',se,51
approchant,approcher,13
de,de,81
moi,moi,51
;,;,p
et,et,82
je,je,51
me,je,51
souvenais,souvenir,18
tout,tout,60
à,à,81
coup,coup,21
de,de,81
telle,tel,75
fille,fille,22
qui,qui,52
",",",",p
en,en,81
quittant,quitter,13
sa,son,73
robe,robe,22
un,un,71
soir,soir,21
et,et,82
approchant,approcher,13
de,de,81
mon,mon,73
lit,lit,21
",",",",p
avait,avoir,18
fait,faire,12
ce,ce,74
geste,geste,21
",",",",p
avait,avoir,18
dit,dire,12
ce,ce,74
mot,mot,21
/.,/.,P
pauvre,pauvre,30
âme,âme,22
dévouée,dévoué,31
!,!,p
que,que,52
souffrais,souffrir,18
tu,tu,51
alors,alors,60
en,en,81
me,je,51
voyant,voir,13
pâlir,pâlir,14
devant,devant,81
toi,toi,51
!,!,p
lorsque,lorsque,83
mes,mon,73
bras,bras,21
",",",",p
prêts,prêt,30
à,à,81
te,tu,51
recevoir,recevoir,14
",",",",p
tombaient,tomber,18
comme,comme,83
privés,privé,21
de,de,81
vie,vie,22
sur,sur,81
ton,ton,73
épaule,épaule,22
douce,doux,30
et,et,82
fraîche,frais,30
!,!,p
lorsque,lorsque,83
le,le,71
baiser,baiser,21
se,se,51
fermait,fermer,18
sur,sur,81
ma,mon,73
lèvre,lèvre,22
",",",",p
et,et,82
que,que,83
le,le,71
plein,plein,30
regard,regard,21
de,de,81
l',le,71
amour,amour,21
",",",",p
ce,ce,74
pur,pur,30
rayon,rayon,21
de,de,81
la,le,71
lumière,lumière,22
de,de,81
dieu,dieu,21
",",",",p
reculait,reculer,18
dans,dans,81
mes,mon,73
yeux,oeil,21
comme,comme,83
une,un,71
flèche,flèche,22
que,que,52
le,le,71
vent,vent,21
détourne,détourner,17
/!,/!,P
ah,ah,93
/!,/!,P
Brigitte,Brigitte,20
",",",",p
quels,quel,75
diamants,diamant,21
coulaient,couler,18
de,de,81
tes,ton,73
paupières,paupière,22
!,!,p
dans,dans,81
quel,quel,75
trésor,trésor,21
de,de,81
charité,charité,22
sublime,sublime,30
tu,tu,51
puisais,puiser,18
",",",",p
d',de,81
une,un,71
main,main,22
patiente,patient,30
",",",",p
ton,ton,73
triste,triste,30
amour,amour,21
plein,plein,30
de,de,81
pitié,pitié,22
/!,/!,P
pendant,pendant,81
longtemps,longtemps,60
",",",",p
les,le,71
bons,bon,30
et,et,82
les,le,71
mauvais,mauvais,30
jours,jour,21
se,se,51
succédèrent,succéder,19
presque,presque,60
régulièrement,régulièrement,60
;,;,p
je,je,51
me,je,51
montrais,montrer,18
alternativement,alternativement,60
dur,dur,30
et,et,82
railleur,railleur,30
",",",",p
tendre,tendre,30
et,et,82
dévoué,dévoué,31
",",",",p
sec,sec,30
et,et,82
orgueilleux,orgueilleux,30
",",",",p
repentant,repentant,30
et,et,82
soumis,soumis,31
/.,/.,P
la,le,71
figure,figure,22
de,de,81
Desgenais,Desgenais,20
",",",",p
qui,qui,52
la,le,71
première,premier,72
m',je,51
avait,avoir,18
apparu,apparaître,12
comme,comme,83
pour,pour,81
m',je,51
avertir,avertir,14
de,de,81
ce,ce,52
que,que,52
j',je,51
allais,aller,18
faire,faire,14
",",",",p
était,être,18
sans,sans,81
cesse,cesse,22
présente,présent,30
à,à,81
ma,mon,73
pensée,pensée,22
/.,/.,P
durant,durant,81
mes,mon,73
jours,jour,21
de,de,81
doute,doute,21
et,et,82
de,de,81
froideur,froideur,22
",",",",p
je,je,51
m',je,51
entretenais,entretenir,18
",",",",p
pour,pour,81
ainsi,ainsi,60
dire,dire,14
",",",",p
avec,avec,81
lui,lui,51
;,;,p
souvent,souvent,60
",",",",p
au,à,81
au,le,71
moment,moment,21
même,même,30
où,où,60
je,je,51
venais,venir,18
d',de,81
offenser,offenser,14
Brigitte,Brigitte,20
par,par,81
quelque,quelque,75
raillerie,raillerie,22
cruelle,cruel,30
",",",",p
je,je,51
me,je,51
disais,dire,18
:,:,p
-,-,p
s',si,83
il,il,51
était,être,18
à,à,81
ma,mon,73
place,place,22
",",",",p
il,il,51
en,en,52
ferait,faire,16
bien,bien,60
d',de,81
autres,autre,52
que,que,83
moi,moi,51
/.,/.,P
quelquefois,quelquefois,60
aussi,aussi,60
",",",",p
en,en,81
mettant,mettre,13
mon,mon,73
chapeau,chapeau,21
pour,pour,81
aller,aller,14
chez,chez,81
Brigitte,Brigitte,20
",",",",p
je,je,51
me,je,51
regardais,regarder,18
dans,dans,81
la,le,71
glace,glace,22
et,et,82
je,je,51
me,je,51
disais,dire,18
:,:,p
-,-,p
quel,quel,75
grand,grand,30
mal,mal,21
y,y,52
a,avoir,17
t,t,94
il,il,51
/?,/?,P
j',je,51
ai,avoir,17
après,après,81
tout,tout,52
une,un,71
jolie,joli,30
maîtresse,maîtresse,22
;,;,p
elle,il,51
s',se,51
est,être,17
donnée,donner,12
à,à,81
un,un,71
libertin,libertin,21
;,;,p
qu',que,52
elle,il,51
me,je,51
prenne,prendre,17
tel,tel,75
que,que,83
je,je,51
suis,être,17
/.,/.,P
j',je,51
arrivais,arriver,18
le,le,71
sourire,sourire,21
sur,sur,81
les,le,71
lèvres,lèvre,22
",",",",p
je,je,51
me,je,51
jetais,jeter,18
dans,dans,81
un,un,71
fauteuil,fauteuil,21
d',de,81
un,un,71
air,air,21
indolent,indolent,30
et,et,82
délibéré,délibéré,31
;,;,p
puis,puis,60
je,je,51
voyais,voir,18
approcher,approcher,14
Brigitte,Brigitte,20
avec,avec,81
ses,son,73
grands,grand,30
yeux,oeil,21
doux,doux,30
et,et,82
inquiets,inquiet,30
;,;,p
je,je,51
prenais,prendre,18
dans,dans,81
mes,mon,73
mains,main,22
ses,son,73
petites,petit,30
mains,main,22
blanches,blanc,30
",",",",p
et,et,82
je,je,51
me,je,51
perdais,perdre,18
dans,dans,81
un,un,71
rêve,rêve,21
infini,infini,30
/.,/.,P
comment,comment,60
donner,donner,14
un,un,71
nom,nom,21
à,à,81
une,un,71
chose,chose,22
sans,sans,81
nom,nom,21
/?,/?,P
étais,être,18
je,je,51
bon,bon,30
ou,ou,82
étais,être,18
je,je,51
méchant,méchant,30
?,?,p
étais,être,18
je,je,51
défiant,défiant,30
ou,ou,82
étais,être,18
je,je,51
fou,fou,30
/?,/?,P
il,il,51
ne,ne,60
faut,falloir,17
pas,pas,60
y,y,52
réfléchir,réfléchir,14
",",",",p
il,il,51
faut,falloir,17
aller,aller,14
;,;,p
cela,cela,52
était,être,18
ainsi,ainsi,60
/.,/.,P
nous,nous,51
avions,avoir,18
pour,pour,81
voisine,voisine,22
une,un,71
jeune,jeune,30
femme,femme,22
qui,qui,52
s',se,51
appelait,appeler,18
madame,madame,22
Daniel,Daniel,20
;,;,p
elle,il,51
ne,ne,60
manquait,manquer,18
pas,pas,60
de,de,81
beauté,beauté,22
",",",",p
encore,encore,60
moins,moins,60
de,de,81
coquetterie,coquetterie,22
;,;,p
elle,il,51
était,être,18
pauvre,pauvre,30
et,et,82
voulait,vouloir,18
passer,passer,14
pour,pour,81
riche,riche,30
;,;,p
elle,il,51
venait,venir,18
nous,nous,51
voir,voir,14
après,après,81
dîner,dîner,21
",",",",p
et,et,82
jouait,jouer,18
toujours,toujours,60
gros,gros,30
jeu,jeu,21
contre,contre,81
nous,nous,51
",",",",p
quoique,quoique,83
ses,son,73
pertes,perte,22
la,le,52
missent,mettre,18
mal,mal,60
à,à,81
l',le,71
aise,aise,22
;,;,p
elle,il,51
chantait,chanter,18
et,et,82
n',ne,60
avait,avoir,18
point,point,60
de,de,81
voix,voix,22
/.,/.,P
au,à,81
au,le,71
fond,fond,21
de,de,81
ce,ce,74
village,village,21
ignoré,ignoré,31
",",",",p
où,où,60
sa,son,73
mauvaise,mauvais,30
destinée,destinée,22
la,le,52
forçait,forcer,18
à,à,81
s',se,51
ensevelir,ensevelir,14
",",",",p
elle,il,51
se,se,51
sentait,sentir,18
dévorée,dévoré,31
d',de,81
une,un,71
soif,soif,22
inouïe,inouï,30
de,de,81
plaisir,plaisir,21
/.,/.,P
elle,il,51
ne,ne,60
parlait,parler,18
que,que,83
de,de,81
Paris,Paris,20
",",",",p
où,où,60
elle,il,51
mettait,mettre,18
les,le,71
pieds,pied,21
deux,deux,72
ou,ou,82
trois,trois,72
jours,jour,21
par,par,81
an,an,21
;,;,p
elle,il,51
prétendait,prétendre,18
suivre,suivre,14
les,le,71
modes,mode,22
;,;,p
ma,mon,73
chère,cher,30
Brigitte,Brigitte,20
l',le,52
y,y,52
aidait,aider,18
de,de,81
son,son,73
mieux,mieux,60
",",",",p
tout,tout,60
en,en,81
souriant,sourire,13
de,de,81
pitié,pitié,22
/.,/.,P
son,son,73
mari,mari,21
était,être,18
employé,employer,12
au,à,81
au,le,71
cadastre,cadastre,21
;,;,p
il,il,51
la,le,52
menait,mener,18
",",",",p
les,le,71
jours,jour,21
de,de,81
fête,fête,22
",",",",p
au,à,81
au,le,71
chef-lieu,chef-lieu,21
du,de,81
du,le,71
département,département,21
",",",",p
et,et,82
",",",",p
affublée,affublé,31
de,de,81
tous,tout,75
ses,son,73
atours,atour,21
",",",",p
la,le,71
petite,petit,30
femme,femme,22
dansait,danser,18
là,là,60
de,de,81
tout,tout,75
son,son,73
coeur,coeur,21
avec,avec,81
la,le,71
garnison,garnison,22
",",",",p
dans,dans,81
les,le,71
salons,salon,21
de,de,81
la,le,71
préfecture,préfecture,22
/.,/.,P
elle,il,51
en,en,52
revenait,revenir,18
les,le,71
yeux,oeil,21
brillants,brillant,30
et,et,82
le,le,71
corps,corps,21
brisé,brisé,31
;,;,p
elle,il,51
arrivait,arriver,18
alors,alors,60
chez,chez,81
nous,nous,51
",",",",p
afin,afin,81
d',de,81
avoir,avoir,14
à,à,81
conter,conter,14
ses,son,73
prouesses,prouesse,22
",",",",p
et,et,82
les,le,71
petits,petit,30
chagrins,chagrin,21
qu',que,52
elle,il,51
avait,avoir,18
causés,causer,12
/.,/.,P
le,le,71
reste,reste,21
du,de,81
du,le,71
temps,temps,21
",",",",p
elle,il,51
lisait,lire,18
des,de,81
des,le,71
romans,roman,21
",",",",p
n',ne,60
ayant,avoir,13
jamais,jamais,60
rien,rien,52
vu,voir,12
de,de,81
son,son,73
ménage,ménage,21
",",",",p
qui,qui,52
du,de,81
du,le,71
reste,reste,21
n',ne,60
était,être,18
pas,pas,60
ragoûtant,ragoûtant,30
/.,/.,P
toutes,tout,75
les,le,71
fois,fois,22
que,que,83
je,je,51
la,le,52
voyais,voir,18
",",",",p
je,je,51
ne,ne,60
manquais,manquer,18
pas,pas,60
de,de,81
me,je,51
moquer,moquer,14
d',de,81
elle,il,51
",",",",p
ne,ne,60
trouvant,trouver,13
rien,rien,52
de,de,81
si,si,60
ridicule,ridicule,30
que,que,83
cette,ce,74
vie,vie,22
qu',que,52
elle,il,51
croyait,croire,18
mener,mener,14
;,;,p
j',je,51
interrompais,interrompre,18
ses,son,73
récits,récit,21
de,de,81
fête,fête,22
pour,pour,81
lui,lui,51
demander,demander,14
des,de,81
des,le,71
nouvelles,nouvelle,22
de,de,81
son,son,73
mari,mari,21
et,et,82
de,de,81
son,son,73
beau-père,beau-père,21
",",",",p
qu',que,52
elle,il,51
détestait,détester,18
par-dessus,par-dessus,60
tout,tout,52
",",",",p
l',le,71
un,un,52
parce qu',parce que,83
il,il,51
était,être,18
son,son,73
mari,mari,21
",",",",p
et,et,82
l',le,71
autre,autre,52
parce qu',parce que,83
il,il,51
n',ne,60
était,être,18
qu',que,83
un,un,71
paysan,paysan,21
;,;,p
enfin,enfin,60
nous,nous,51
n',ne,60
étions,être,18
guère,guère,60
ensemble,ensemble,60
sans,sans,81
nous,nous,51
disputer,disputer,14
sur,sur,81
quelque,quelque,75
sujet,sujet,21
/.,/.,P
je,je,51
m',je,51
avisai,aviser,19
",",",",p
dans,dans,81
mes,mon,73
mauvais,mauvais,30
jours,jour,21
",",",",p
de,de,81
faire,faire,14
la,le,71
cour,cour,22
à,à,81
cette,ce,74
femme,femme,22
uniquement,uniquement,60
pour,pour,81
chagriner,chagriner,14
Brigitte,Brigitte,20
/.,/.,P
-,-,p
voyez,voir,17
",",",",p
disais,dire,18
je,je,51
",",",",p
comme,comme,83
madame,madame,22
Daniel,Daniel,20
entend,entendre,17
parfaitement,parfaitement,60
la,le,71
vie,vie,22
/!,/!,P
de,de,81
l',le,71
humeur,humeur,22
enjouée,enjoué,30
dont,dont,52
elle,il,51
est,être,17
peut,pouvoir,17
on,on,51
souhaiter,souhaiter,14
une,un,71
plus,plus,60
charmante,charmant,30
maîtresse,maîtresse,22
/?,/?,P
j',je,51
entreprenais,entreprendre,18
alors,alors,60
son,son,73
éloge,éloge,21
;,;,p
son,son,73
babillage,babillage,21
insignifiant,insignifiant,30
devenait,devenir,18
un,un,71
laisser-aller,laisser-aller,21
plein,plein,30
de,de,81
finesse,finesse,22
",",",",p
ses,son,73
prétentions,prétention,22
exagérées,exagéré,31
une,un,71
envie,envie,22
de,de,81
plaire,plaire,14
toute,tout,60
naturelle,naturel,30
;,;,p
était,être,18
ce,ce,52
sa,son,73
faute,faute,22
si,si,83
elle,il,51
était,être,18
pauvre,pauvre,30
?,?,p
du,de,81
du,le,71
moins,moins,60
elle,il,51
ne,ne,60
pensait,penser,18
qu',que,83
au,à,81
au,le,71
plaisir,plaisir,21
et,et,82
le,le,52
confessait,confesser,18
franchement,franchement,60
;,;,p
elle,il,51
ne,ne,60
faisait,faire,18
pas,pas,60
de,de,81
sermons,sermon,21
ni,ni,82
n',ne,60
écoutait,écouter,18
pas,pas,60
ceux,celui,52
des,de,81
des,le,71
autres,autre,52
/.,/.,P
j',je,51
allais,aller,18
jusqu',jusque,81
à,à,81
dire,dire,14
à,à,81
Brigitte,Brigitte,20
qu',que,83
elle,il,51
devait,devoir,18
la,le,52
prendre,prendre,14
pour,pour,81
modèle,modèle,21
",",",",p
et,et,82
que,que,52
c',ce,52
était,être,18
là,là,60
tout,tout,60
à,à,81
fait,fait,21
le,le,71
genre,genre,21
de,de,81
femmes,femme,22
qui,qui,52
me,je,51
plaisait,plaire,18
/.,/.,P
la,le,71
pauvre,pauvre,30
madame,madame,22
Daniel,Daniel,20
surprit,surprendre,19
dans,dans,81
les,le,71
yeux,oeil,21
de,de,81
Brigitte,Brigitte,20
quelques,quelque,75
signes,signe,21
de,de,81
mélancolie,mélancolie,22
/.,/.,P
c',ce,52
était,être,18
une,un,71
étrange,étrange,30
créature,créature,22
",",",",p
aussi,aussi,60
bonne,bon,30
et,et,82
aussi,aussi,60
sincère,sincère,30
",",",",p
quand,quand,83
on,on,51
la,le,52
tirait,tirer,18
de,de,81
ses,son,73
chiffons,chiffon,21
",",",",p
qu',que,83
elle,il,51
était,être,18
sotte,sot,30
quand,quand,83
elle,il,51
les,le,52
avait,avoir,18
en,en,81
tête,tête,22
/.,/.,P
elle,il,51
