11953
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-septième extrait>,<>,<>
donner,donner,14
relatif,relatif,30
au,à,81
au,le,71
service,service,21
rendu,rendu,31
",",",",p
et,et,82
non,non,60
le,le,71
pourboire,pourboire,21
de,de,81
fantaisie,fantaisie,22
que,que,52
vous,vous,51
jetez,jeter,17
",",",",p
sans,sans,81
savoir,savoir,14
pourquoi,pourquoi,60
",",",",p
et,et,82
qui,qui,52
va,aller,17
de,de,81
cinq,cinq,72
sous,sou,21
à,à,81
cent,cent,72
sous,sou,21
",",",",p
selon,selon,81
le,le,71
caprice,caprice,21
de,de,81
votre,votre,73
humeur,humeur,22
/!,/!,P
comprenez,comprendre,17
vous,vous,51
/?,/?,P
Gontran,Gontran,20
s',se,51
était,être,18
levé,lever,12
",",",",p
et,et,82
",",",",p
souriant,sourire,13
avec,avec,81
cette,ce,74
ironie,ironie,22
fine,fin,30
qui,qui,52
allait,aller,18
bien,bien,60
sur,sur,81
sa,son,73
lèvre,lèvre,22
:,:,p
“,“,p
oui,oui,60
",",",",p
mon,mon,73
cher,cher,30
",",",",p
je,je,51
comprends,comprendre,17
",",",",p
et,et,82
vous,vous,51
avez,avoir,17
tout,tout,60
à,à,81
fait,fait,21
raison,raison,22
",",",",p
d'autant,d'autant,60
plus,plus,60
raison,raison,22
que,que,83
mon,mon,73
grand-père,grand-père,21
",",",",p
le,le,71
vieux,vieux,30
marquis,marquis,21
de,de,81
Ravenel,Ravenel,20
",",",",p
n',ne,60
a,avoir,17
presque,presque,60
rien,rien,52
laissé,laisser,12
à,à,81
mon,mon,73
pauvre,pauvre,30
père,père,21
",",",",p
par,par,81
suite,suite,22
de,de,81
la,le,71
mauvaise,mauvais,30
habitude,habitude,22
qu',que,52
il,il,51
avait,avoir,18
de,de,81
ne,ne,60
jamais,jamais,60
ramasser,ramasser,14
la,le,71
monnaie,monnaie,22
rendue,rendu,31
par,par,81
les,le,71
marchands,marchand,21
quand,quand,83
il,il,51
payait,payer,18
un,un,71
objet,objet,21
quelconque,quelconque,30
/.,/.,P
il,il,51
trouvait,trouver,18
cela,cela,52
indigne,indigne,30
d',de,81
un,un,71
gentilhomme,gentilhomme,21
",",",",p
et,et,82
donnait,donner,18
toujours,toujours,60
la,le,71
somme,somme,22
ronde,rond,30
et,et,82
la,le,71
pièce,pièce,22
entière,entier,30
/.,/.,P
“,“,p
et,et,82
Gontran,Gontran,20
sortit,sortir,19
d',de,81
un,un,71
air,air,21
très,très,60
content,content,30
/.,/.,P
<III>,<>,<>
on,on,51
allait,aller,18
se,se,51
mettre,mettre,14
à,à,81
table,table,22
pour,pour,81
dîner,dîner,14
",",",",p
le,le,71
lendemain,lendemain,21
",",",",p
dans,dans,81
la,le,71
salle,salle,22
à,à,81
manger,manger,14
particulière,particulière,22
des,de,81
des,le,71
familles,famille,22
Andermatt,Andermatt,20
et,et,82
de,de,81
Ravenel,Ravenel,20
",",",",p
quand,quand,83
Gontran,Gontran,20
ouvrit,ouvrir,19
la,le,71
porte,porte,22
en,en,81
annonçant,annoncer,13
:,:,p
“,“,p
mesdemoiselles,mademoiselle,22
Oriol,Oriol,20
/.,/.,P
“,“,p
elles,ils,51
entrèrent,entrer,19
",",",",p
gênées,gêné,31
",",",",p
poussées,poussé,31
par,par,81
lui,lui,51
qui,qui,52
riait,rire,18
en,en,81
s',se,51
expliquant,expliquer,13
:,:,p
“,“,p
voilà,voilà,81
",",",",p
je,je,51
les,le,52
ai,avoir,17
enlevées,enlever,12
toutes,tout,75
les,le,71
deux,deux,72
",",",",p
en,en,81
pleine,plein,30
rue,rue,22
/.,/.,P
ça,ça,52
a,avoir,17
fait,faire,12
scandale,scandale,21
",",",",p
d',de,81
ailleurs,ailleurs,60
/.,/.,P
je,je,51
vous,vous,51
les,le,52
amène,amener,17
de,de,81
force,force,22
",",",",p
parce que,parce que,83
j',je,51
ai,avoir,17
à,à,81
m',je,51
expliquer,expliquer,14
avec,avec,81
mademoiselle,mademoiselle,22
Louise,Louise,20
et,et,82
que,que,83
je,je,51
ne,ne,60
pouvais,pouvoir,18
le,le,52
faire,faire,14
au,à,81
au,le,71
milieu,milieu,21
du,de,81
du,le,71
pays,pays,21
/.,/.,P
“,“,p
il,il,51
leur,leur,52
ôta,ôter,19
leurs,leur,73
chapeaux,chapeau,21
",",",",p
leurs,leur,73
ombrelles,ombrelle,22
",",",",p
qu',que,52
elles,ils,51
avaient,avoir,18
encore,encore,60
",",",",p
car,car,82
elles,ils,51
revenaient,revenir,18
d',de,81
une,un,71
promenade,promenade,22
",",",",p
les,le,52
fit,faire,19
asseoir,asseoir,14
",",",",p
embrassa,embrasser,19
sa,son,73
soeur,soeur,22
",",",",p
serra,serrer,19
les,le,71
mains,main,22
de,de,81
son,son,73
père,père,21
",",",",p
de,de,81
son,son,73
beau-frère,beau-frère,21
et,et,82
de,de,81
Paul,Paul,20
",",",",p
puis,puis,60
",",",",p
revenant,revenir,13
vers,vers,81
Louise,Louise,20
Oriol,Oriol,20
:,:,p
“,“,p
ah,ah,93
çà,çà,60
",",",",p
mademoiselle,mademoiselle,22
",",",",p
voulez,vouloir,17
vous,vous,51
me,je,51
dire,dire,14
",",",",p
à,à,81
présent,présent,21
",",",",p
ce,ce,52
que,que,52
vous,vous,51
avez,avoir,17
contre,contre,81
nous,nous,51
depuis,depuis,81
quelque,quelque,75
temps,temps,21
/?,/?,P
elle,il,51
semblait,sembler,18
effarée,effaré,31
comme,comme,83
un,un,71
oiseau,oiseau,21
pris,pris,31
au,à,81
au,le,71
filet,filet,21
et,et,82
que,que,83
le,le,71
chasseur,chasseur,21
emporte,emporter,17
/.,/.,P
“,“,p
mais,mais,82
rien,rien,52
",",",",p
monsieur,monsieur,21
",",",",p
rien,rien,52
de,de,81
rien,rien,52
/!,/!,P
qu',que,52
est,être,17
ce,ce,52
qui,qui,52
vous,vous,51
a,avoir,17
fait,faire,12
croire,croire,14
ça,ça,52
/?,/?,P
mais,mais,82
tout,tout,52
",",",",p
mademoiselle,mademoiselle,22
",",",",p
tout,tout,52
de,de,81
tout,tout,52
/!,/!,P
vous,vous,51
ne,ne,60
venez,venir,17
plus,plus,60
ici,ici,60
",",",",p
vous,vous,51
ne,ne,60
venez,venir,17
plus,plus,60
dans,dans,81
l',le,71
arche,arche,22
de,de,81
Noé,Noé,20
(,(,p
il,il,51
avait,avoir,18
ainsi,ainsi,60
baptisé,baptiser,12
le,le,71
grand,grand,30
landau,landau,21
),),p
/.,/.,P
vous,vous,51
prenez,prendre,17
des,de,81
des,le,71
airs,air,21
revêches,revêche,30
quand,quand,83
je,je,51
vous,vous,51
rencontre,rencontrer,17
et,et,82
quand,quand,83
je,je,51
vous,vous,51
parle,parler,17
/.,/.,P
-,-,p
mais,mais,82
non,non,60
",",",",p
monsieur,monsieur,21
",",",",p
je,je,51
vous,vous,51
assure,assurer,17
/.,/.,P
-,-,p
mais,mais,82
oui,oui,60
",",",",p
mam'zelle,mademoiselle,22
",",",",p
je,je,51
vous,vous,51
l',le,52
affirme,affirmer,17
/.,/.,P
en,en,81
tout,tout,75
cas,cas,21
je,je,51
ne,ne,60
veux,vouloir,17
point,point,60
que,que,83
cela,cela,52
dure,durer,17
et,et,82
je,je,51
vais,aller,17
signer,signer,14
la,le,71
paix,paix,22
avec,avec,81
vous,vous,51
",",",",p
aujourd'hui,aujourd'hui,60
même,même,60
/.,/.,P
oh,oh,93
!,!,p
vous,vous,51
savez,savoir,17
",",",",p
je,je,51
suis,être,17
entêté,entêter,12
",",",",p
moi,moi,51
/.,/.,P
vous,vous,51
aurez,avoir,15
beau,beau,60
me,je,51
faire,faire,14
grise,gris,30
mine,mine,22
",",",",p
je,je,51
saurai,savoir,15
bien,bien,60
venir,venir,14
à,à,81
bout,bout,21
de,de,81
ces,ce,74
manières,manière,22
là,là,60
et,et,82
vous,vous,51
forcer,forcer,14
à,à,81
devenir,devenir,14
gracieuse,gracieux,30
avec,avec,81
nous,nous,51
comme,comme,83
votre,votre,73
soeur,soeur,22
",",",",p
qui,qui,52
est,être,17
un,un,71
ange,ange,21
de,de,81
gentillesse,gentillesse,22
/.,/.,P
“,“,p
on,on,51
annonça,annoncer,19
le,le,71
dîner,dîner,21
servi,servi,31
et,et,82
ils,ils,51
passèrent,passer,19
dans,dans,81
la,le,71
salle,salle,22
à,à,81
manger,manger,14
/.,/.,P
Gontran,Gontran,20
prit,prendre,19
le,le,71
bras,bras,21
de,de,81
Louise,Louise,20
/.,/.,P
il,il,51
fut,être,19
plein,plein,30
d',de,81
attentions,attention,22
pour,pour,81
elle,il,51
et,et,82
pour,pour,81
sa,son,73
soeur,soeur,22
",",",",p
partageant,partager,13
ses,son,73
compliments,compliment,21
avec,avec,81
un,un,71
tact,tact,21
admirable,admirable,30
",",",",p
disant,dire,13
à,à,81
la,le,71
cadette,cadette,22
:,:,p
“,“,p
vous,vous,51
",",",",p
vous,vous,51
êtes,être,17
notre,notre,73
camarade,camarade,21
",",",",p
je,je,51
vais,aller,17
vous,vous,51
négliger,négliger,14
pendant,pendant,81
quelques,quelque,75
jours,jour,21
/.,/.,P
on,on,51
fait,faire,17
moins,moins,60
de,de,81
frais,frais,21
pour,pour,81
les,le,71
amis,ami,21
que,que,83
pour,pour,81
les,le,71
autres,autre,52
",",",",p
vous,vous,51
savez,savoir,17
/.,/.,P
“,“,p
et,et,82
il,il,51
disait,dire,18
à,à,81
l',le,71
aînée,aînée,22
:,:,p
“,“,p
vous,vous,51
",",",",p
je,je,51
veux,vouloir,17
vous,vous,51
séduire,séduire,14
",",",",p
mademoiselle,mademoiselle,22
",",",",p
et,et,82
je,je,51
vous,vous,51
préviens,prévenir,17
en,en,81
ennemi,ennemi,21
loyal,loyal,30
/.,/.,P
je,je,51
vous,vous,51
ferai,faire,15
même,même,60
la,le,71
cour,cour,22
/.,/.,P
ah,ah,93
!,!,p
vous,vous,51
rougissez,rougir,17
",",",",p
c',ce,52
est,être,17
bon,bon,30
signe,signe,21
/.,/.,P
vous,vous,51
verrez,voir,15
que,que,83
je,je,51
suis,être,17
très,très,60
gentil,gentil,30
quand,quand,83
je,je,51
m',je,51
en,en,52
donne,donner,17
la,le,71
peine,peine,22
/.,/.,P
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
",",",",p
mademoiselle,mademoiselle,22
Charlotte,Charlotte,20
/?,/?,P
et,et,82
elles,ils,51
rougissaient,rougir,18
",",",",p
en,en,81
effet,effet,21
",",",",p
toutes,tout,75
les,le,71
deux,deux,72
;,;,p
et,et,82
Louise,Louise,20
balbutiait,balbutier,18
de,de,81
son,son,73
air,air,21
grave,grave,30
:,:,p
“,“,p
oh,oh,93
/!,/!,P
monsieur,monsieur,21
",",",",p
comme,comme,83
vous,vous,51
êtes,être,17
fou,fou,30
/!,/!,P
il,il,51
répondait,répondre,18
:,:,p
“,“,p
bah,bah,93
!,!,p
vous,vous,51
en,en,52
entendrez,entendre,15
bien,bien,60
d',de,81
autres,autre,52
plus,plus,60
tard,tard,60
",",",",p
dans,dans,81
le,le,71
monde,monde,21
",",",",p
quand,quand,83
vous,vous,51
serez,être,15
mariée,marier,12
",",",",p
ce,ce,52
qui,qui,52
ne,ne,60
tardera,tarder,15
pas,pas,60
/.,/.,P
c',ce,52
est,être,17
alors,alors,60
qu',que,83
on,on,51
vous,vous,51
en,en,52
fera,faire,15
",",",",p
des,de,81
des,le,71
compliments,compliment,21
/!,/!,P
Christiane,Christiane,20
et,et,82
Paul,Paul,20
Brétigny,Brétigny,20
l',le,52
approuvaient,approuver,18
d',de,81
avoir,avoir,14
ramené,ramener,12
Louise,Louise,20
Oriol,Oriol,20
;,;,p
le,le,71
marquis,marquis,21
souriait,sourire,18
",",",",p
amusé,amuser,12
par,par,81
ce,ce,74
marivaudage,marivaudage,21
enfantin,enfantin,30
;,;,p
Andermatt,Andermatt,20
pensait,penser,18
:,:,p
“,“,p
pas,pas,60
bête,bête,30
",",",",p
le,le,71
gaillard,gaillard,21
/.,/.,P
“,“,p
et,et,82
Gontran,Gontran,20
",",",",p
irrité,irrité,31
du,de,81
du,le,71
rôle,rôle,21
qu',que,52
il,il,51
lui,lui,51
fallait,falloir,18
jouer,jouer,14
",",",",p
porté,porté,31
par,par,81
ses,son,73
sens,sens,21
vers,vers,81
Charlotte,Charlotte,20
et,et,82
par,par,81
son,son,73
intérêt,intérêt,21
vers,vers,81
Louise,Louise,20
",",",",p
murmurait,murmurer,18
entre,entre,81
ses,son,73
dents,dent,22
",",",",p
avec,avec,81
des,de,81
des,le,71
sourires,sourire,21
pour,pour,81
celle-ci,celui-ci,52
:,:,p
“,“,p
ah,ah,93
!,!,p
ton,ton,73
gredin,gredin,21
de,de,81
père,père,21
a,avoir,17
cru,croire,12
me,je,51
jouer,jouer,14
;,;,p
mais,mais,82
je,je,51
vais,aller,17
te,tu,51
mener,mener,14
tambour,tambour,21
battant,battant,30
",",",",p
ma,mon,73
petite,petite,22
;,;,p
et,et,82
tu,tu,51
verras,voir,15
si,si,83
je,je,51
m',je,51
y,y,52
prends,prendre,17
bien,bien,60
/.,/.,P
“,“,p
et,et,82
il,il,51
les,le,52
comparait,comparer,18
en,en,81
les,le,52
regardant,regarder,13
l',le,71
une,un,52
après,après,81
l',le,71
autre,autre,52
/.,/.,P
certes,certes,60
",",",",p
la,le,71
plus,plus,60
jeune,jeune,30
lui,lui,51
plaisait,plaire,18
davantage,davantage,60
;,;,p
elle,il,51
était,être,18
plus,plus,60
drôle,drôle,30
",",",",p
plus,plus,60
vivante,vivant,30
",",",",p
avec,avec,81
son,son,73
nez,nez,21
un,un,71
peu,peu,60
relevé,relevé,31
",",",",p
ses,son,73
yeux,oeil,21
vifs,vif,30
",",",",p
son,son,73
front,front,21
étroit,étroit,30
et,et,82
ses,son,73
belles,beau,30
dents,dent,22
un,un,71
peu,peu,60
trop,trop,60
grandes,grand,30
",",",",p
dans,dans,81
sa,son,73
bouche,bouche,22
un,un,71
peu,peu,60
trop,trop,60
large,large,30
/.,/.,P
cependant,cependant,82
",",",",p
l',le,71
autre,autre,52
était,être,18
aussi,aussi,60
jolie,joli,30
",",",",p
plus,plus,60
froide,froid,30
",",",",p
moins,moins,60
gaie,gai,30
/.,/.,P
elle,il,51
n',ne,60
aurait,avoir,16
jamais,jamais,60
d',de,81
esprit,esprit,21
",",",",p
celle-là,celui-là,52
",",",",p
ni,ni,82
de,de,81
charme,charme,21
dans,dans,81
la,le,71
vie,vie,22
intime,intime,30
",",",",p
mais,mais,82
quand,quand,83
on,on,51
annoncerait,annoncer,16
à,à,81
l',le,71
entrée,entrée,22
d',de,81
un,un,71
bal,bal,21
:,:,p
“,“,p
madame,madame,22
la,le,71
comtesse,comtesse,22
de,de,81
Ravenel,Ravenel,20
“,“,p
",",",",p
elle,il,51
pourrait,pouvoir,16
bien,bien,60
porter,porter,14
son,son,73
nom,nom,21
",",",",p
mieux,mieux,60
que,que,83
la,le,71
cadette,cadette,22
peut-être,peut-être,60
",",",",p
avec,avec,81
un,un,71
peu,peu,60
d',de,81
habitude,habitude,22
et,et,82
de,de,81
frottement,frottement,21
aux,à,81
aux,le,71
gens,gens,21
bien,bien,60
nés,né,31
/.,/.,P
n',ne,60
importe,importer,17
",",",",p
il,il,51
rageait,rager,18
;,;,p
il,il,51
leur,leur,52
en,en,52
voulait,vouloir,18
à,à,81
toutes,tout,75
les,le,71
deux,deux,72
",",",",p
au,à,81
au,le,71
père,père,21
et,et,82
au,à,81
au,le,71
frère,frère,21
aussi,aussi,60
",",",",p
et,et,82
il,il,51
se,se,51
promettait,promettre,18
de,de,81
leur,leur,52
faire,faire,14
payer,payer,14
sa,son,73
mésaventure,mésaventure,22
plus,plus,60
tard,tard,60
",",",",p
quand,quand,83
il,il,51
serait,être,16
le,le,71
maître,maître,21
/.,/.,P
lorsqu',lorsque,83
on,on,51
fut,être,19
revenu,revenir,12
dans,dans,81
le,le,71
salon,salon,21
",",",",p
il,il,51
se,se,51
fit,faire,19
dire,dire,14
les,le,71
cartes,carte,22
par,par,81
Louise,Louise,20
",",",",p
qui,qui,52
savait,savoir,18
fort,fort,60
bien,bien,60
annoncer,annoncer,14
l',le,71
avenir,avenir,21
/.,/.,P
le,le,71
marquis,marquis,21
",",",",p
Andermatt,Andermatt,20
et,et,82
Charlotte,Charlotte,20
écoutaient,écouter,18
avec,avec,81
attention,attention,22
",",",",p
attirés,attiré,31
malgré,malgré,81
eux,ils,51
par,par,81
le,le,71
mystère,mystère,21
de,de,81
l',le,71
inconnu,inconnu,21
",",",",p
par,par,81
le,le,71
possible,possible,21
de,de,81
l',le,71
invraisemblable,invraisemblable,30
",",",",p
par,par,81
cette,ce,74
crédulité,crédulité,22
invincible,invincible,30
au,à,81
au,le,71
merveilleux,merveilleux,30
qui,qui,52
hante,hanter,17
l',le,71
homme,homme,21
et,et,82
trouble,trouble,21
souvent,souvent,60
les,le,71
plus,plus,60
forts,fort,30
esprits,esprit,21
devant,devant,81
les,le,71
plus,plus,60
niaises,niais,30
inventions,invention,22
des,de,81
des,le,71
charlatans,charlatan,21
/.,/.,P
Paul,Paul,20
et,et,82
Christiane,Christiane,20
causaient,causer,18
dans,dans,81
l',le,71
embrasure,embrasure,22
d',de,81
une,un,71
fenêtre,fenêtre,22
ouverte,ouvert,31
/.,/.,P
elle,il,51
était,être,18
misérable,misérable,30
depuis,depuis,81
quelque,quelque,75
temps,temps,21
",",",",p
ne,ne,60
se,se,51
sentant,sentir,13
plus,plus,60
chérie,chéri,31
de,de,81
la,le,71
même,même,75
façon,façon,22
;,;,p
et,et,82
leur,leur,73
malentendu,malentendu,21
d',de,81
amour,amour,21
s',se,51
accentuait,accentuer,18
chaque,chaque,75
jour,jour,21
par,par,81
leur,leur,73
faute,faute,22
mutuelle,mutuel,30
/.,/.,P
elle,il,51
avait,avoir,18
soupçonné,soupçonner,12
ce,ce,74
malheur,malheur,21
pour,pour,81
la,le,71
première,premier,72
fois,fois,22
",",",",p
le,le,71
soir,soir,21
de,de,81
la,le,71
fête,fête,22
",",",",p
en,en,81
emmenant,emmener,13
Paul,Paul,20
sur,sur,81
la,le,71
route,route,22
/.,/.,P
mais,mais,82
comprenant,comprendre,13
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
plus,plus,60
la,le,71
même,même,75
tendresse,tendresse,22
dans,dans,81
le,le,71
regard,regard,21
",",",",p
la,le,71
même,même,75
caresse,caresse,22
dans,dans,81
la,le,71
voix,voix,22
",",",",p
le,le,71
même,même,75
souci,souci,21
passionné,passionné,21
qu',que,52
autrefois,autrefois,60
",",",",p
elle,il,51
n',ne,60
avait,avoir,18
pu,pouvoir,12
deviner,deviner,14
la,le,71
cause,cause,22
de,de,81
ce,ce,74
changement,changement,21
/.,/.,P
il,il,51
existait,exister,18
depuis,depuis,81
longtemps,longtemps,60
",",",",p
depuis,depuis,81
le,le,71
jour,jour,21
où,où,60
elle,il,51
lui,lui,51
avait,avoir,18
crié,crier,12
",",",",p
avec,avec,81
bonheur,bonheur,21
",",",",p
en,en,81
arrivant,arriver,13
au,à,81
au,le,71
rendez-vous,rendez-vous,21
quotidien,quotidien,30
:,:,p
“,“,p
tu,tu,51
sais,savoir,17
",",",",p
je,je,51
me,je,51
crois,croire,17
enceinte,enceinte,31
vraiment,vraiment,60
/.,/.,P
“,“,p
il,il,51
avait,avoir,18
éprouvé,éprouver,12
alors,alors,60
",",",",p
à,à,81
fleur,fleur,22
de,de,81
peau,peau,22
",",",",p
un,un,71
petit,petit,30
frisson,frisson,21
désagréable,désagréable,30
/.,/.,P
puis,puis,60
",",",",p
à,à,81
chacune,chacun,52
de,de,81
leurs,leur,73
rencontres,rencontre,22
",",",",p
elle,il,51
lui,lui,51
parla,parler,19
de,de,81
cette,ce,74
grossesse,grossesse,22
qui,qui,52
faisait,faire,18
bondir,bondir,14
son,son,73
coeur,coeur,21
de,de,81
joie,joie,22
;,;,p
mais,mais,82
cette,ce,74
préoccupation,préoccupation,22
d',de,81
une,un,71
chose,chose,22
qu',que,83
il,il,51
jugeait,juger,18
",",",",p
lui,lui,51
",",",",p
fâcheuse,fâcheux,30
",",",",p
vilaine,vilain,30
",",",",p
malpropre,malpropre,30
",",",",p
froissait,froisser,18
son,son,73
exaltation,exaltation,22
dévote,dévot,30
pour,pour,81
l',le,71
idole,idole,22
qu',que,83
il,il,51
adorait,adorer,18
/.,/.,P
plus,plus,60
tard,tard,60
",",",",p
quand,quand,83
il,il,51
la,le,52
vit,voir,19
changée,changé,31
",",",",p
maigrie,maigri,31
",",",",p
les,le,71
joues,joue,22
creuses,creux,30
",",",",p
le,le,71
teint,teint,21
jaune,jaune,30
",",",",p
il,il,51
pensa,penser,19
qu',que,83
elle,il,51
aurait,avoir,16
dû,devoir,12
lui,lui,51
épargner,épargner,14
ce,ce,74
spectacle,spectacle,21
et,et,82
disparaître,disparaître,14
quelques,quelque,75
mois,mois,21
",",",",p
pour,pour,81
reparaître,reparaître,14
ensuite,ensuite,60
plus,plus,60
fraîche,frais,30
et,et,82
plus,plus,60
jolie,joli,30
que,que,83
jamais,jamais,60
",",",",p
en,en,81
sachant,savoir,13
faire,faire,14
oublier,oublier,14
cet,ce,74
accident,accident,21
",",",",p
ou,ou,82
peut-être,peut-être,60
en,en,81
sachant,savoir,13
unir,unir,14
à,à,81
son,son,73
charme,charme,21
coquet,coquet,30
de,de,81
maîtresse,maîtresse,22
",",",",p
un,un,71
autre,autre,75
charme,charme,21
",",",",p
savant,savant,30
et,et,82
discret,discret,30
",",",",p
de,de,81
jeune,jeune,30
mère,mère,22
",",",",p
qui,qui,52
ne,ne,60
laisse,laisser,17
voir,voir,14
son,son,73
enfant,enfant,21
que,que,83
de,de,81
loin,loin,60
",",",",p
enveloppé,enveloppé,31
de,de,81
rubans,ruban,21
roses,rose,30
/.,/.,P
elle,il,51
avait,avoir,18
d',de,81
ailleurs,ailleurs,60
une,un,71
occasion,occasion,22
rare,rare,30
de,de,81
montrer,montrer,14
ce,ce,74
tact,tact,21
qu',que,83
il,il,51
attendait,attendre,18
d',de,81
elle,il,51
",",",",p
en,en,81
allant,aller,13
passer,passer,14
l',le,71
été,été,21
à,à,81
Mont-Oriol,Mont-Oriol,20
et,et,82
en,en,81
le,le,52
laissant,laisser,13
à,à,81
Paris,Paris,20
",",",",p
lui,lui,51
",",",",p
pour,pour,81
qu',que,83
il,il,51
ne,ne,60
la,le,52
vît,voir,18
pas,pas,60
défraîchie,défraîchi,31
et,et,82
déformée,déformé,31
/.,/.,P
il,il,51
espérait,espérer,18
bien,bien,60
qu',que,83
elle,il,51
le,le,52
comprendrait,comprendre,16
/!,/!,P
mais,mais,82
",",",",p
à,à,81
peine,peine,22
arrivée,arrivé,31
en,en,81
Auvergne,Auvergne,20
elle,il,51
l',le,52
avait,avoir,18
appelé,appeler,12
en,en,81
des,de,81
des,le,71
lettres,lettre,22
incessantes,incessant,30
et,et,82
désespérées,désespéré,31
",",",",p
si,si,60
nombreuses,nombreux,30
et,et,82
si,si,60
pressantes,pressant,30
qu',que,83
il,il,51
était,être,18
venu,venir,12
par,par,81
faiblesse,faiblesse,22
",",",",p
par,par,81
pitié,pitié,22
/.,/.,P
et,et,82
maintenant,maintenant,60
",",",",p
elle,il,51
l',le,52
accablait,accabler,18
de,de,81
sa,son,73
tendresse,tendresse,22
disgracieuse,disgracieux,30
et,et,82
gémissante,gémissant,30
;,;,p
et,et,82
il,il,51
éprouvait,éprouver,18
un,un,71
désir,désir,21
immodéré,immodéré,30
de,de,81
la,le,52
quitter,quitter,14
",",",",p
de,de,81
ne,ne,60
plus,plus,60
la,le,52
voir,voir,14
",",",",p
de,de,81
ne,ne,60
plus,plus,60
l',le,52
entendre,entendre,14
chanter,chanter,14
sa,son,73
chanson,chanson,22
amoureuse,amoureux,30
",",",",p
irritante,irritant,30
et,et,82
déplacée,déplacé,31
/.,/.,P
il,il,51
aurait,avoir,16
voulu,vouloir,12
lui,lui,51
crier,crier,14
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
avait,avoir,18
sur,sur,81
le,le,71
coeur,coeur,21
",",",",p
lui,lui,51
expliquer,expliquer,14
combien,combien,60
elle,il,51
se,se,51
montrait,montrer,18
maladroite,maladroit,30
et,et,82
sotte,sot,30
",",",",p
mais,mais,82
il,il,51
ne,ne,60
le,le,52
pouvait,pouvoir,18
faire,faire,14
",",",",p
et,et,82
il,il,51
n',ne,60
osait,oser,18
pas,pas,60
s',se,51
en,en,52
aller,aller,14
",",",",p
et,et,82
il,il,51
ne,ne,60
pouvait,pouvoir,18
non,non,60
plus,plus,60
s',se,51
abstenir,abstenir,14
de,de,81
lui,lui,51
témoigner,témoigner,14
son,son,73
impatience,impatience,22
par,par,81
des,de,81
des,le,71
paroles,parole,22
amères,amer,30
et,et,82
blessantes,blessant,30
/.,/.,P
elle,il,51
en,en,52
souffrait,souffrir,18
d'autant,d'autant,60
plus,plus,60
que,que,83
",",",",p
malade,malade,30
",",",",p
alourdie,alourdi,31
chaque,chaque,75
jour,jour,21
davantage,davantage,60
",",",",p
travaillée,travaillé,31
par,par,81
toutes,tout,75
les,le,71
misères,misère,22
des,de,81
des,le,71
femmes,femme,22
grosses,gros,30
",",",",p
elle,il,51
avait,avoir,18
plus,plus,60
besoin,besoin,21
que,que,83
jamais,jamais,60
d',de,81
être,être,14
consolée,consoler,12
",",",",p
dorlotée,dorloter,12
",",",",p
enveloppée,envelopper,12
d',de,81
affection,affection,22
/.,/.,P
elle,il,51
l',le,52
aimait,aimer,18
avec,avec,81
cet,ce,74
abandon,abandon,21
complet,complet,30
du,de,81
du,le,71
corps,corps,21
",",",",p
de,de,81
l',le,71
âme,âme,22
",",",",p
de,de,81
son,son,73
être,être,21
entier,entier,30
",",",",p
qui,qui,52
fait,faire,17
de,de,81
l',le,71
amour,amour,21
",",",",p
quelquefois,quelquefois,60
",",",",p
un,un,71
sacrifice,sacrifice,21
sans,sans,81
réserves,réserve,22
et,et,82
sans,sans,81
limites,limite,22
/.,/.,P
elle,il,51
ne,ne,60
se,se,51
croyait,croire,18
plus,plus,60
sa,son,73
maîtresse,maîtresse,22
",",",",p
mais,mais,82
sa,son,73
femme,femme,22
",",",",p
sa,son,73
compagne,compagne,22
",",",",p
sa,son,73
dévouée,dévoué,31
",",",",p
sa,son,73
fidèle,fidèle,22
",",",",p
son,son,73
esclave,esclave,22
prosternée,prosterné,31
",",",",p
sa,son,73
chose,chose,22
/.,/.,P
pour,pour,81
elle,il,51
",",",",p
il,il,51
ne,ne,60
s',se,51
agissait,agir,18
plus,plus,60
entre,entre,81
eux,ils,51
de,de,81
galanterie,galanterie,22
",",",",p
de,de,81
coquetterie,coquetterie,22
",",",",p
de,de,81
désir,désir,21
de,de,81
plaire,plaire,14
toujours,toujours,60
",",",",p
de,de,81
frais,frais,21
de,de,81
grâce,grâce,22
à,à,81
faire,faire,14
encore,encore,60
",",",",p
puisqu',puisque,83
elle,il,51
lui,lui,51
appartenait,appartenir,18
complètement,complètement,60
",",",",p
puisqu',puisque,83
ils,ils,51
étaient,être,18
liés,lier,12
par,par,81
cette,ce,74
chaîne,chaîne,22
si,si,60
douce,doux,30
et,et,82
si,si,60
puissante,puissant,30
:,:,p
l',le,71
enfant,enfant,21
qui,qui,52
naîtrait,naître,16
bientôt,bientôt,60
/.,/.,P
dès,dès,81
qu',que,83
ils,ils,51
furent,être,19
seuls,seul,30
dans,dans,81
la,le,71
fenêtre,fenêtre,22
",",",",p
elle,il,51
recommença,recommencer,19
sa,son,73
tendre,tendre,30
lamentation,lamentation,22
:,:,p
“,“,p
Paul,Paul,20
",",",",p
mon,mon,73
cher,cher,30
Paul,Paul,20
",",",",p
