12334
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatre-vingt-deuxième extrait>,<>,<>
",",",",p
ses,son,73
politesses,politesse,22
/.,/.,P
voulant,vouloir,13
donc,donc,82
faire,faire,14
les,le,71
choses,chose,22
très,très,60
bien,bien,60
",",",",p
il,il,51
vendit,vendre,19
à,à,81
un,un,71
brocanteur,brocanteur,21
tous,tout,75
ses,son,73
habits,habit,21
neufs,neuf,30
",",",",p
moyennant,moyennant,81
la,le,71
somme,somme,22
de,de,81
quatre,quatre,72
vingts,vingt,72
francs,franc,21
;,;,p
et,et,82
",",",",p
l',le,52
ayant,avoir,13
grossie,grossir,12
de,de,81
cent,cent,72
autres,autre,52
qui,qui,52
lui,lui,51
restaient,rester,18
",",",",p
il,il,51
vint,venir,19
chez,chez,81
Arnoux,Arnoux,20
le,le,52
prendre,prendre,14
pour,pour,81
dîner,dîner,14
/.,/.,P
Regimbart,Regimbart,20
s',se,51
y,y,52
trouvait,trouver,18
/.,/.,P
ils,ils,51
s',se,51
en,en,52
allèrent,aller,19
aux,à,81
aux,le,71
Trois-Frères-Provençaux,Trois-Frères-Provençaux,20
/.,/.,P
le,le,71
citoyen,citoyen,21
commença,commencer,19
par,par,81
retirer,retirer,14
sa,son,73
redingote,redingote,22
",",",",p
et,et,82
",",",",p
sûr,sûr,30
de,de,81
la,le,71
déférence,déférence,22
des,de,81
des,le,71
deux,deux,72
autres,autre,52
",",",",p
écrivit,écrire,19
la,le,71
carte,carte,22
/.,/.,P
mais,mais,82
il,il,51
eut,avoir,19
beau,beau,60
se,se,51
transporter,transporter,14
dans,dans,81
la,le,71
cuisine,cuisine,22
pour,pour,81
parler,parler,14
lui-même,lui-même,51
au,à,81
au,le,71
chef,chef,21
",",",",p
descendre,descendre,14
à,à,81
la,le,71
cave,cave,22
dont,dont,52
il,il,51
connaissait,connaître,18
tous,tout,75
les,le,71
coins,coin,21
",",",",p
et,et,82
faire,faire,14
monter,monter,14
le,le,71
maître,maître,21
de,de,81
l',le,71
établissement,établissement,21
",",",",p
auquel,à,81
auquel,lequel,52
il,il,51
“,“,p
donna,donner,19
un,un,71
savon,savon,21
“,“,p
",",",",p
il,il,51
ne,ne,60
fut,être,19
content,content,30
ni,ni,82
des,de,81
des,le,71
mets,mets,21
",",",",p
ni,ni,82
des,de,81
des,le,71
vins,vin,21
",",",",p
ni,ni,82
du,de,81
du,le,71
service,service,21
/!,/!,P
à,à,81
chaque,chaque,75
plat,plat,21
nouveau,nouveau,30
",",",",p
à,à,81
chaque,chaque,75
bouteille,bouteille,22
différente,différent,30
",",",",p
dès,dès,81
la,le,71
première,premier,72
bouchée,bouchée,22
",",",",p
la,le,71
première,premier,72
gorgée,gorgée,22
",",",",p
il,il,51
laissait,laisser,18
tomber,tomber,14
sa,son,73
fourchette,fourchette,22
",",",",p
ou,ou,82
repoussait,repousser,18
au,à,81
au,le,71
loin,loin,60
son,son,73
verre,verre,21
;,;,p
puis,puis,60
s',se,51
accoudant,accouder,13
sur,sur,81
la,le,71
nappe,nappe,22
de,de,81
toute,tout,75
la,le,71
longueur,longueur,22
de,de,81
son,son,73
bras,bras,21
",",",",p
il,il,51
s',se,51
écriait,écrier,18
qu',que,83
on,on,51
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
dîner,dîner,14
à,à,81
Paris,Paris,20
/!,/!,P
enfin,enfin,60
",",",",p
ne,ne,60
sachant,savoir,13
qu',que,83
imaginer,imaginer,14
pour,pour,81
sa,son,73
bouche,bouche,22
",",",",p
Regimbart,Regimbart,20
se,se,51
commanda,commander,19
des,de,81
des,le,71
haricots,haricot,21
à,à,81
l',le,71
huile,huile,22
",",",",p
“,“,p
tout,tout,60
bonnement,bonnement,60
“,“,p
",",",",p
lesquels,lequel,52
",",",",p
bien,bien,60
qu',que,83
à,à,81
moitié,moitié,22
réussis,réussi,31
",",",",p
l',le,52
apaisèrent,apaiser,19
un,un,71
peu,peu,60
/.,/.,P
puis,puis,60
il,il,51
eut,avoir,19
",",",",p
avec,avec,81
le,le,71
garçon,garçon,21
",",",",p
un,un,71
dialogue,dialogue,21
",",",",p
roulant,rouler,13
sur,sur,81
les,le,71
anciens,ancien,30
garçons,garçon,21
des,de,81
des,le,71
Provençaux,Provençal,20
:,:,p
“,“,p
qu',que,52
était,être,18
devenu,devenir,12
Antoine,Antoine,20
/?,/?,P
et,et,82
un,un,71
nommé,nommé,31
Eugène,Eugène,20
/?,/?,P
et,et,82
Théodore,Théodore,20
",",",",p
le,le,71
petit,petit,21
",",",",p
qui,qui,52
servait,servir,18
toujours,toujours,60
en,en,81
bas,bas,21
/?,/?,P
il,il,51
y,y,52
avait,avoir,18
dans,dans,81
ce,ce,74
temps,temps,21
là,là,60
une,un,71
chère,chère,22
autrement,autrement,60
distinguée,distingué,31
",",",",p
et,et,82
des,de,81
des,le,71
têtes,tête,22
de,de,81
Bourgogne,Bourgogne,20
comme,comme,83
on,on,51
n',ne,60
en,en,52
reverra,revoir,15
plus,plus,60
!,!,p
“,“,p
ensuite,ensuite,60
",",",",p
il,il,51
fut,être,19
question,question,22
de,de,81
la,le,71
valeur,valeur,22
des,de,81
des,le,71
terrains,terrain,21
dans,dans,81
la,le,71
banlieue,banlieue,22
",",",",p
une,un,71
spéculation,spéculation,22
d',de,81
Arnoux,Arnoux,20
",",",",p
infaillible,infaillible,30
/.,/.,P
en,en,81
attendant,attendre,13
",",",",p
il,il,51
perdait,perdre,18
ses,son,73
intérêts,intérêt,21
/.,/.,P
puisqu',puisque,83
il,il,51
ne,ne,60
voulait,vouloir,18
vendre,vendre,14
à,à,81
aucun,aucun,75
prix,prix,21
",",",",p
Regimbart,Regimbart,20
lui,lui,51
découvrirait,découvrir,16
quelqu'un,quelqu'un,52
;,;,p
et,et,82
ces,ce,74
deux,deux,72
messieurs,monsieur,21
firent,faire,19
",",",",p
avec,avec,81
un,un,71
crayon,crayon,21
",",",",p
des,de,81
des,le,71
calculs,calcul,21
jusqu',jusque,81
à,à,81
la,le,71
fin,fin,22
du,de,81
du,le,71
dessert,dessert,21
/.,/.,P
on,on,51
s',se,51
en,en,52
alla,aller,19
prendre,prendre,14
le,le,71
café,café,21
",",",",p
passage,passage,21
du,de,81
du,le,71
saumon,saumon,21
",",",",p
dans,dans,81
un,un,71
estaminet,estaminet,21
",",",",p
à,à,81
l',le,71
entresol,entresol,21
/.,/.,P
Frédéric,Frédéric,20
assista,assister,19
",",",",p
sur,sur,81
ses,son,73
jambes,jambe,22
",",",",p
à,à,81
d',de,81
interminables,interminable,30
parties,partie,22
de,de,81
billard,billard,21
",",",",p
abreuvées,abreuvé,31
d',de,81
innombrables,innombrable,30
chopes,chope,22
;,;,p
-,-,p
et,et,82
il,il,51
resta,rester,19
là,là,60
",",",",p
jusqu',jusque,81
à,à,81
minuit,minuit,21
",",",",p
sans,sans,81
savoir,savoir,14
pourquoi,pourquoi,60
",",",",p
par,par,81
lâcheté,lâcheté,22
",",",",p
par,par,81
bêtise,bêtise,22
",",",",p
dans,dans,81
l',le,71
espérance,espérance,22
confuse,confus,30
d',de,81
un,un,71
événement,événement,21
quelconque,quelconque,30
favorable,favorable,30
à,à,81
son,son,73
amour,amour,21
/.,/.,P
quand,quand,83
donc,donc,82
la,le,52
reverrait,revoir,16
il,il,51
/?,/?,P
Frédéric,Frédéric,20
se,se,51
désespérait,désespérer,18
/.,/.,P
mais,mais,82
",",",",p
un,un,71
soir,soir,21
",",",",p
vers,vers,81
la,le,71
fin,fin,22
de,de,81
novembre,novembre,21
",",",",p
Arnoux,Arnoux,20
lui,lui,51
dit,dire,19
:,:,p
-,-,p
“,“,p
ma,mon,73
femme,femme,22
est,être,17
revenue,revenir,12
hier,hier,60
",",",",p
vous,vous,51
savez,savoir,17
!,!,p
“,“,p
le,le,71
lendemain,lendemain,21
",",",",p
à,à,81
cinq,cinq,72
heures,heure,22
",",",",p
il,il,51
entrait,entrer,18
chez,chez,81
elle,il,51
/.,/.,P
il,il,51
débuta,débuter,19
par,par,81
des,de,81
des,le,71
félicitations,félicitation,22
",",",",p
à,à,81
propos,propos,21
de,de,81
sa,son,73
mère,mère,22
",",",",p
dont,dont,52
la,le,71
maladie,maladie,22
avait,avoir,18
été,être,12
si,si,60
grave,grave,30
/.,/.,P
-,-,p
“,“,p
mais,mais,82
non,non,60
/!,/!,P
qui,qui,52
vous,vous,51
l',le,52
a,avoir,17
dit,dire,12
?,?,p
“,“,p
-,-,p
“,“,p
Arnoux,Arnoux,20
!,!,p
“,“,p
elle,il,51
fit,faire,19
un,un,71
“,“,p
ah,ah,93
“,“,p
léger,léger,30
",",",",p
puis,puis,60
ajouta,ajouter,19
qu',que,83
elle,il,51
avait,avoir,18
eu,avoir,12
d'abord,d'abord,60
",",",",p
des,de,81
des,le,71
craintes,crainte,22
sérieuses,sérieux,30
",",",",p
maintenant,maintenant,60
disparues,disparu,22
/.,/.,P
elle,il,51
se,se,51
tenait,tenir,18
près,près,81
du,de,81
du,le,71
feu,feu,21
",",",",p
dans,dans,81
la,le,71
bergère,bergère,22
de,de,81
tapisserie,tapisserie,22
/.,/.,P
il,il,51
était,être,18
sur,sur,81
le,le,71
canapé,canapé,21
",",",",p
avec,avec,81
son,son,73
chapeau,chapeau,21
entre,entre,81
ses,son,73
genoux,genou,21
;,;,p
et,et,82
l',le,71
entretien,entretien,21
fut,être,19
pénible,pénible,30
",",",",p
elle,il,51
l',le,52
abandonnait,abandonner,18
à,à,81
chaque,chaque,75
minute,minute,22
;,;,p
il,il,51
ne,ne,60
trouvait,trouver,18
pas,pas,60
de,de,81
joint,joint,21
pour,pour,81
y,y,52
introduire,introduire,14
ses,son,73
sentiments,sentiment,21
/.,/.,P
mais,mais,82
",",",",p
comme,comme,83
il,il,51
se,se,51
plaignait,plaindre,18
d',de,81
étudier,étudier,14
la,le,71
chicane,chicane,22
",",",",p
elle,il,51
répliqua,répliquer,19
:,:,p
-,-,p
“,“,p
oui,oui,60
…,…,p
je,je,51
conçois,concevoir,17
…,…,p
les,le,71
affaires,affaire,22
!,!,p
/…,/…,P
“,“,p
en,en,81
baissant,baisser,13
la,le,71
figure,figure,22
",",",",p
absorbée,absorbé,31
tout,tout,60
à,à,81
coup,coup,21
par,par,81
des,de,81
des,le,71
réflexions,réflexion,22
/.,/.,P
il,il,51
avait,avoir,18
soif,soif,22
de,de,81
les,le,52
connaître,connaître,14
",",",",p
et,et,82
même,même,60
ne,ne,60
songeait,songer,18
pas,pas,60
à,à,81
autre,autre,75
chose,chose,22
/.,/.,P
le,le,71
crépuscule,crépuscule,21
amassait,amasser,18
de,de,81
l',le,71
ombre,ombre,22
autour,autour,60
d',de,81
eux,ils,51
/.,/.,P
elle,il,51
se,se,51
leva,lever,19
",",",",p
ayant,avoir,13
une,un,71
course,course,22
à,à,81
faire,faire,14
",",",",p
puis,puis,60
reparut,reparaître,19
avec,avec,81
une,un,71
capote,capote,22
de,de,81
velours,velours,21
",",",",p
et,et,82
une,un,71
mante,mante,22
noire,noir,30
",",",",p
bordée,bordé,31
de,de,81
petit-gris,petit-gris,21
/.,/.,P
il,il,51
osa,oser,19
offrir,offrir,14
de,de,81
l',le,52
accompagner,accompagner,14
/.,/.,P
on,on,51
n',ne,60
y,y,52
voyait,voir,18
plus,plus,60
;,;,p
le,le,71
temps,temps,21
était,être,18
froid,froid,30
",",",",p
et,et,82
un,un,71
lourd,lourd,30
brouillard,brouillard,21
",",",",p
estompant,estomper,13
la,le,71
façade,façade,22
des,de,81
des,le,71
maisons,maison,22
",",",",p
puait,puer,18
dans,dans,81
l',le,71
air,air,21
/.,/.,P
Frédéric,Frédéric,20
le,le,52
humait,humer,18
avec,avec,81
délices,délice,21
;,;,p
car,car,82
il,il,51
sentait,sentir,18
à,à,81
travers,travers,21
la,le,71
ouate,ouate,22
du,de,81
du,le,71
vêtement,vêtement,21
la,le,71
forme,forme,22
de,de,81
son,son,73
bras,bras,21
;,;,p
et,et,82
sa,son,73
main,main,22
",",",",p
prise,pris,31
dans,dans,81
un,un,71
gant,gant,21
chamois,chamois,21
à,à,81
deux,deux,72
boutons,bouton,21
",",",",p
sa,son,73
petite,petit,30
main,main,22
qu',que,52
il,il,51
aurait,avoir,16
voulu,vouloir,12
couvrir,couvrir,14
de,de,81
baisers,baiser,21
",",",",p
s',se,51
appuyait,appuyer,18
sur,sur,81
sa,son,73
manche,manche,22
/.,/.,P
à,à,81
cause,cause,22
du,de,81
du,le,71
pavé,pavé,21
glissant,glissant,30
",",",",p
ils,ils,51
oscillaient,osciller,18
un,un,71
peu,peu,60
;,;,p
il,il,51
lui,lui,51
semblait,sembler,18
qu',que,83
ils,ils,51
étaient,être,18
tous,tout,75
les,le,71
deux,deux,72
comme,comme,83
bercés,bercer,12
par,par,81
le,le,71
vent,vent,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
d',de,81
un,un,71
nuage,nuage,21
/.,/.,P
l',le,71
éclat,éclat,21
des,de,81
des,le,71
lumières,lumière,22
sur,sur,81
le,le,71
boulevard,boulevard,21
",",",",p
le,le,52
remit,remettre,19
dans,dans,81
la,le,71
réalité,réalité,22
/.,/.,P
l',le,71
occasion,occasion,22
était,être,18
bonne,bon,30
",",",",p
le,le,71
temps,temps,21
pressait,presser,18
/.,/.,P
il,il,51
se,se,51
donna,donner,19
jusqu',jusque,81
à,à,81
la,le,71
rue,rue,22
de,de,81
Richelieu,Richelieu,20
pour,pour,81
déclarer,déclarer,14
son,son,73
amour,amour,21
/.,/.,P
mais,mais,82
",",",",p
presque,presque,60
aussitôt,aussitôt,60
",",",",p
devant,devant,81
un,un,71
magasin,magasin,21
de,de,81
porcelaines,porcelaine,22
",",",",p
elle,il,51
s',se,51
arrêta,arrêter,19
net,net,60
",",",",p
en,en,81
lui,lui,51
disant,dire,13
:,:,p
-,-,p
“,“,p
nous,nous,51
y,y,52
sommes,être,17
",",",",p
je,je,51
vous,vous,51
remercie,remercier,17
/!,/!,P
à,à,81
jeudi,jeudi,21
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
",",",",p
comme,comme,83
d',de,81
habitude,habitude,22
?,?,p
“,“,p
les,le,71
dîners,dîner,21
recommencèrent,recommencer,19
;,;,p
et,et,82
plus,plus,60
il,il,51
fréquentait,fréquenter,18
madame,madame,22
Arnoux,Arnoux,20
",",",",p
plus,plus,60
ses,son,73
langueurs,langueur,22
augmentaient,augmenter,18
/.,/.,P
la,le,71
contemplation,contemplation,22
de,de,81
cette,ce,74
femme,femme,22
l',le,52
énervait,énerver,18
",",",",p
comme,comme,83
l',le,71
usage,usage,21
d',de,81
un,un,71
parfum,parfum,21
trop,trop,60
fort,fort,30
/.,/.,P
cela,cela,52
descendit,descendre,19
dans,dans,81
les,le,71
profondeurs,profondeur,22
de,de,81
son,son,73
tempérament,tempérament,21
",",",",p
et,et,82
devenait,devenir,18
presque,presque,60
une,un,71
manière,manière,22
générale,général,30
de,de,81
sentir,sentir,14
",",",",p
un,un,71
mode,mode,21
nouveau,nouveau,30
d',de,81
exister,exister,14
/.,/.,P
les,le,71
prostituées,prostituée,22
qu',que,52
il,il,51
rencontrait,rencontrer,18
aux,à,81
aux,le,71
feux,feu,21
du,de,81
du,le,71
gaz,gaz,21
",",",",p
les,le,71
cantatrices,cantatrice,22
poussant,pousser,13
leurs,leur,73
roulades,roulade,22
",",",",p
les,le,71
écuyères,écuyère,22
sur,sur,81
leurs,leur,73
chevaux,cheval,21
au,à,81
au,le,71
galop,galop,21
",",",",p
les,le,71
bourgeoises,bourgeoise,22
à,à,81
pied,pied,21
",",",",p
les,le,71
grisettes,grisette,22
à,à,81
leur,leur,73
fenêtre,fenêtre,22
",",",",p
toutes,tout,75
les,le,71
femmes,femme,22
lui,lui,51
rappelaient,rappeler,18
celle-là,celui-là,52
",",",",p
par,par,81
des,de,81
des,le,71
similitudes,similitude,22
ou,ou,82
par,par,81
des,de,81
des,le,71
contrastes,contraste,21
violents,violent,30
/.,/.,P
il,il,51
regardait,regarder,18
",",",",p
le,le,71
long,long,21
des,de,81
des,le,71
boutiques,boutique,22
",",",",p
les,le,71
cachemires,cachemire,21
",",",",p
les,le,71
dentelles,dentelle,22
et,et,82
les,le,71
pendeloques,pendeloque,22
de,de,81
pierreries,pierreries,22
",",",",p
en,en,81
les,le,52
imaginant,imaginer,13
drapés,drapé,31
autour,autour,60
de,de,81
ses,son,73
reins,rein,21
",",",",p
cousues,cousu,31
à,à,81
son,son,73
corsage,corsage,21
",",",",p
faisant,faire,13
des,de,81
des,le,71
feux,feu,21
dans,dans,81
sa,son,73
chevelure,chevelure,22
noire,noir,30
/.,/.,P
à,à,81
l',le,71
éventaire,éventaire,21
des,de,81
des,le,71
marchandes,marchande,22
",",",",p
les,le,71
fleurs,fleur,22
s',se,51
épanouissaient,épanouir,18
pour,pour,81
qu',que,83
elle,il,51
les,le,52
choisît,choisir,18
en,en,81
passant,passer,13
;,;,p
dans,dans,81
la,le,71
montre,montre,22
des,de,81
des,le,71
cordonniers,cordonnier,21
",",",",p
les,le,71
petites,petit,30
pantoufles,pantoufle,22
de,de,81
satin,satin,21
à,à,81
bordure,bordure,22
de,de,81
cygne,cygne,21
semblaient,sembler,18
attendre,attendre,14
son,son,73
pied,pied,21
;,;,p
toutes,tout,75
les,le,71
rues,rue,22
conduisaient,conduire,18
vers,vers,81
sa,son,73
maison,maison,22
;,;,p
les,le,71
voitures,voiture,22
ne,ne,60
stationnaient,stationner,18
sur,sur,81
les,le,71
places,place,22
que,que,83
pour,pour,81
y,y,52
mener,mener,14
plus,plus,60
vite,vite,60
;,;,p
Paris,Paris,20
se,se,51
rapportait,rapporter,18
à,à,81
sa,son,73
personne,personne,22
",",",",p
et,et,82
la,le,71
grande,grand,30
ville,ville,22
avec,avec,81
toutes,tout,75
ses,son,73
voix,voix,22
bruissait,bruire,18
",",",",p
comme,comme,83
un,un,71
immense,immense,30
orchestre,orchestre,21
",",",",p
autour,autour,60
d',de,81
elle,il,51
/.,/.,P
quand,quand,83
il,il,51
allait,aller,18
au,à,81
au,le,71
Jardin des Plantes,Jardin des Plantes,20
",",",",p
la,le,71
vue,vue,22
d',de,81
un,un,71
palmier,palmier,21
l',le,52
entraînait,entraîner,18
vers,vers,81
des,de,81
des,le,71
pays,pays,21
lointains,lointain,30
/.,/.,P
ils,ils,51
voyageaient,voyager,18
ensemble,ensemble,60
",",",",p
au,à,81
au,le,71
dos,dos,21
des,de,81
des,le,71
dromadaires,dromadaire,21
",",",",p
sous,sous,81
le,le,71
tendelet,tendelet,21
des,de,81
des,le,71
éléphants,éléphant,21
",",",",p
dans,dans,81
la,le,71
cabine,cabine,22
d',de,81
un,un,71
yacht,yacht,21
parmi,parmi,81
des,de,81
des,le,71
archipels,archipel,21
bleus,bleu,30
",",",",p
ou,ou,82
côte,côte,22
à,à,81
côte,côte,22
sur,sur,81
deux,deux,72
mulets,mulet,21
à,à,81
clochettes,clochette,22
",",",",p
qui,qui,52
trébuchent,trébucher,17
dans,dans,81
les,le,71
herbes,herbe,22
contre,contre,81
des,de,81
des,le,71
colonnes,colonne,22
brisées,brisé,31
/.,/.,P
quelquefois,quelquefois,60
",",",",p
il,il,51
s',se,51
arrêtait,arrêter,18
au,à,81
au,le,71
Louvre,Louvre,20
devant,devant,81
de,de,81
vieux,vieux,30
tableaux,tableau,21
;,;,p
et,et,82
son,son,73
amour,amour,21
l',le,52
embrassant,embrasser,13
jusque,jusque,81
dans,dans,81
les,le,71
siècles,siècle,21
disparus,disparu,31
",",",",p
il,il,51
la,le,52
substituait,substituer,18
aux,à,81
aux,le,71
personnages,personnage,21
des,de,81
des,le,71
peintures,peinture,22
/.,/.,P
coiffée,coiffé,31
d',de,81
un,un,71
hennin,hennin,21
",",",",p
elle,il,51
priait,prier,18
à,à,81
deux,deux,72
genoux,genou,21
derrière,derrière,81
un,un,71
vitrage,vitrage,21
de,de,81
plomb,plomb,21
/.,/.,P
seigneuresse,seigneuresse,22
des,de,81
des,le,71
Castilles,Castille,20
ou,ou,82
des,de,81
des,le,71
Flandres,Flandres,20
",",",",p
elle,il,51
se,se,51
tenait,tenir,18
assise,assis,31
",",",",p
avec,avec,81
une,un,71
fraise,fraise,22
empesée,empesé,31
et,et,82
un,un,71
corps,corps,21
de,de,81
baleines,baleine,22
à,à,81
gros,gros,30
bouillons,bouillon,21
/.,/.,P
puis,puis,60
elle,il,51
descendait,descendre,18
quelque,quelque,75
grand,grand,30
escalier,escalier,21
de,de,81
porphyre,porphyre,21
",",",",p
au,à,81
au,le,71
milieu,milieu,21
des,de,81
des,le,71
sénateurs,sénateur,21
",",",",p
sous,sous,81
un,un,71
dais,dais,21
de,de,81
plumes,plume,22
d',de,81
autruche,autruche,22
",",",",p
dans,dans,81
une,un,71
robe,robe,22
de,de,81
brocart,brocart,21
/.,/.,P
d',de,81
autres,autre,75
fois,fois,22
",",",",p
il,il,51
la,le,52
rêvait,rêver,18
en,en,81
pantalon,pantalon,21
de,de,81
soie,soie,22
jaune,jaune,30
",",",",p
sur,sur,81
les,le,71
coussins,coussin,21
d',de,81
un,un,71
harem,harem,21
;,;,p
-,-,p
et,et,82
tout,tout,52
ce,ce,52
qui,qui,52
était,être,18
beau,beau,30
",",",",p
le,le,71
scintillement,scintillement,21
des,de,81
des,le,71
étoiles,étoile,22
",",",",p
certains,certain,75
airs,air,21
de,de,81
musique,musique,22
",",",",p
l',le,71
allure,allure,22
d',de,81
une,un,71
phrase,phrase,22
",",",",p
un,un,71
contour,contour,21
",",",",p
l',le,52
amenaient,amener,18
à,à,81
sa,son,73
pensée,pensée,22
d',de,81
une,un,71
façon,façon,22
brusque,brusque,30
et,et,82
insensible,insensible,30
/.,/.,P
quant,quand,83
à,à,81
essayer,essayer,14
d',de,81
en,en,52
faire,faire,14
sa,son,73
maîtresse,maîtresse,22
",",",",p
il,il,51
était,être,18
sûr,sûr,30
que,que,83
toute,tout,75
tentative,tentative,22
serait,être,16
vaine,vain,30
/.,/.,P
un,un,71
soir,soir,21
",",",",p
Dittmer,Dittmer,20
",",",",p
qui,qui,52
arrivait,arriver,18
",",",",p
la,le,52
baisa,baiser,19
sur,sur,81
le,le,71
front,front,21
;,;,p
Lovarias,Lovarias,20
fit,faire,19
de,de,81
même,même,60
",",",",p
en,en,81
disant,dire,13
:,:,p
-,-,p
“,“,p
vous,vous,51
permettez,permettre,17
",",",",p
n',ne,60
est,être,17
ce,ce,52
pas,pas,60
",",",",p
selon,selon,81
le,le,71
privilège,privilège,21
des,de,81
des,le,71
amis,ami,21
?,?,p
“,“,p
Frédéric,Frédéric,20
balbutia,balbutier,19
:,:,p
-,-,p
“,“,p
il,il,51
me,je,51
semble,sembler,17
que,que,83
nous,nous,51
sommes,être,17
tous,tout,52
des,de,81
des,le,71
amis,ami,21
?,?,p
“,“,p
-,-,p
“,“,p
pas,pas,60
tous,tout,52
des,de,81
des,le,71
vieux,vieux,21
!,!,p
“,“,p
reprit,reprendre,19
elle,il,51
/.,/.,P
c',ce,52
était,être,18
le,le,52
repousser,repousser,14
d',de,81
avance,avance,22
",",",",p
indirectement,indirectement,60
/.,/.,P
que,que,52
faire,faire,14
",",",",p
d',de,81
ailleurs,ailleurs,60
/?,/?,P
lui,lui,51
dire,dire,14
qu',que,83
il,il,51
l',le,52
aimait,aimer,18
/?,/?,P
elle,il,51
l',le,52
éconduirait,éconduire,16
sans,sans,81
doute,doute,21
:,:,p
ou,ou,82
bien,bien,60
",",",",p
s',se,51
indignant,indigner,13
",",",",p
le,le,52
chasserait,chasser,16
de,de,81
sa,son,73
maison,maison,22
/!,/!,P
or,or,82
",",",",p
il,il,51
préférait,préférer,18
toutes,tout,75
les,le,71
douleurs,douleur,22
à,à,81
l',le,71
horrible,horrible,30
chance,chance,22
de,de,81
ne,ne,60
plus,plus,60
la,le,52
voir,voir,14
/.,/.,P
il,il,51
enviait,envier,18
le,le,71
talent,talent,21
des,de,81
des,le,71
pianistes,pianiste,21
",",",",p
les,le,71
balafres,balafre,22
des,de,81
des,le,71
soldats,soldat,21
/.,/.,P
il,il,51
souhaitait,souhaiter,18
une,un,71
maladie,maladie,22
dangereuse,dangereux,30
",",",",p
espérant,espérer,13
de,de,81
cette,ce,74
façon,façon,22
l',le,52
intéresser,intéresser,14
/.,/.,P
une,un,71
chose,chose,22
l',le,52
étonnait,étonner,18
",",",",p
c',ce,52
est,être,17
qu',que,83
il,il,51
n',ne,60
était,être,18
plus,plus,60
jaloux,jaloux,30
d',de,81
Arnoux,Arnoux,20
;,;,p
et,et,82
il,il,51
ne,ne,60
pouvait,pouvoir,18
se,se,51
la,le,52
figurer,figurer,14
autrement,autrement,60
que,que,83
vêtue,vêtu,31
",",",",p
-,-,p
tant,tant,60
sa,son,73
pudeur,pudeur,22
semblait,sembler,18
naturelle,naturel,30
",",",",p
et,et,82
reculait,reculer,18
son,son,73
sexe,sexe,21
dans,dans,81
une,un,71
ombre,ombre,22
mystérieuse,mystérieux,30
/.,/.,P
cependant,cependant,82
",",",",p
il,il,51
songeait,songer,18
au,à,81
au,le,71
bonheur,bonheur,21
de,de,81
vivre,vivre,14
avec,avec,81
elle,il,51
",",",",p
de,de,81
la,le,52
tutoyer,tutoyer,14
",",",",p
de,de,81
lui,lui,51
passer,passer,14
la,le,71
main,main,22
sur,sur,81
les,le,71
bandeaux,bandeau,21
longuement,longuement,60
",",",",p
ou,ou,82
de,de,81
se,se,51
tenir,tenir,14
par,par,81
terre,terre,22
",",",",p
à,à,81
genoux,genou,21
",",",",p
les,le,52
deux,deux,72
bras,bras,21
autour,autour,60
de,de,81
sa,son,73
taille,taille,22
",",",",p
à,à,81
boire,boire,14
son,son,73
âme,âme,22
dans,dans,81
ses,son,73
yeux,oeil,21
/!,/!,P
il,il,51
aurait,avoir,16
fallu,falloir,12
",",",",p
pour,pour,81
cela,cela,52
",",",",p
subvertir,subvertir,14
la,le,71
destinée,destinée,22
;,;,p
et,et,82
",",",",p
incapable,incapable,30
d',de,81
action,action,22
",",",",p
maudissant,maudire,13
dieu,dieu,21
et,et,82
s',se,51
accusant,accuser,13
d',de,81
être,être,14
lâche,lâche,30
",",",",p
il,il,51
tournait,tourner,18
dans,dans,81
son,son,73
désir,désir,21
",",",",p
comme,comme,83
un,un,71
prisonnier,prisonnier,21
dans,dans,81
son,son,73
cachot,cachot,21
/.,/.,P
une,un,71
angoisse,angoisse,22
permanente,permanent,30
l',le,52
étouffait,étouffer,18
/.,/.,P
il,il,51
restait,rester,18
pendant,pendant,81
des,de,81
des,le,71
heures,heure,22
immobile,immobile,30
",",",",p
ou,ou,82
bien,bien,60
",",",",p
il,il,51
éclatait,éclater,18
en,en,81
larmes,larme,22
;,;,p
et,et,82
",",",",p
un,un,71
jour,jour,21
qu',que,83
il,il,51
n',ne,60
avait,avoir,18
pas,pas,60
eu,avoir,12
la,le,71
force,force,22
de,de,81
se,se,51
contenir,contenir,14
",",",",p
Deslauriers,Deslauriers,20
lui,lui,51
dit,dire,19
:,:,p
-,-,p
“,“,p
mais,mais,82
",",",",p
saprelotte,saprelotte,93
!,!,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
tu,tu,51
as,avoir,17
?,?,p
“,“,p
Frédéric,Frédéric,20
souffrait,souffrir,18
des,de,81
des,le,71
nerfs,nerf,21
/.,/.,P
Deslauriers,Deslauriers,20
n',ne,60
en,en,52
crut,croire,19
rien,rien,52
/.,/.,P
devant,devant,81
une,un,71
pareille,pareil,30
douleur,douleur,22
",",",",p
il,il,51
avait,avoir,18
senti,sentir,12
se,se,51
réveiller,réveiller,14
sa,son,73
tendresse,tendresse,22
",",",",p
et,et,82
il,il,51
le,le,52
réconforta,réconforter,19
