11885
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarantième extrait>,<>,<>
/.,/.,P
quelquefois,quelquefois,60
",",",",p
dans,dans,81
ces,ce,74
moments,moment,21
là,là,60
",",",",p
mademoiselle,mademoiselle,22
lui,lui,51
disait,dire,18
:,:,p
-,-,p
voyons,voir,17
",",",",p
ma,mon,73
fille,fille,22
…,…,p
tu,tu,51
as,avoir,17
quelque,quelque,75
chose,chose,22
/…,/…,P
voyons,voir,17
",",",",p
dis,dire,17
/?,/?,P
et,et,82
Germinie,Germinie,20
répondait,répondre,18
:,:,p
-,-,p
non,non,60
",",",",p
mademoiselle,mademoiselle,22
",",",",p
c',ce,52
est,être,17
le,le,71
temps,temps,21
/…,/…,P
-,-,p
le,le,71
temps,temps,21
!,!,p
répétait,répéter,18
mademoiselle,mademoiselle,22
d',de,81
un,un,71
air,air,21
de,de,81
doute,doute,21
",",",",p
le,le,71
temps,temps,21
/…,/…,P
<XXIX.>,<>,<>
par,par,81
une,un,71
soirée,soirée,22
de,de,81
mars,mars,21
",",",",p
la,le,71
mère,mère,22
et,et,82
le,le,71
fils,fils,21
Jupillon,Jupillon,20
causaient,causer,18
",",",",p
au,à,81
au,le,71
coin,coin,21
du,de,81
du,le,71
poêle,poêle,21
de,de,81
leur,leur,73
arrière-boutique,arrière-boutique,22
/.,/.,P
Jupillon,Jupillon,20
venait,venir,18
de,de,81
tomber,tomber,14
au,à,81
au,le,71
sort,sort,21
/.,/.,P
l',le,71
argent,argent,21
que,que,52
la,le,71
mère,mère,22
avait,avoir,18
mis,mettre,12
de,de,81
côté,côté,21
pour,pour,81
le,le,52
racheter,racheter,14
avait,avoir,18
été,être,12
mangé,manger,12
par,par,81
six,six,72
mois,mois,21
de,de,81
mauvaises,mauvais,30
affaires,affaire,22
",",",",p
par,par,81
des,de,81
des,le,71
crédits,crédit,21
à,à,81
des,de,81
des,le,71
lorettes,lorette,22
de,de,81
la,le,71
rue,rue,22
",",",",p
qui,qui,52
avaient,avoir,18
mis,mettre,12
un,un,71
beau,beau,30
matin,matin,21
la,le,71
clef,clé,22
sous,sous,81
le,le,71
paillasson,paillasson,21
de,de,81
leur,leur,73
porte,porte,22
/.,/.,P
lui-même,lui-même,51
",",",",p
en,en,81
mauvaises,mauvais,30
affaires,affaire,22
",",",",p
était,être,18
sous,sous,81
le,le,71
coup,coup,21
d',de,81
une,un,71
saisie,saisie,22
/.,/.,P
dans,dans,81
la,le,71
journée,journée,22
",",",",p
il,il,51
était,être,18
allé,aller,12
demander,demander,14
à,à,81
un,un,71
ancien,ancien,30
patron,patron,21
de,de,81
lui,lui,51
avancer,avancer,14
de,de,81
quoi,quoi,52
s',se,51
acheter,acheter,14
un,un,71
homme,homme,21
/.,/.,P
mais,mais,82
le,le,71
vieux,vieux,30
parfumeur,parfumeur,21
ne,ne,60
lui,lui,51
pardonnait,pardonner,18
pas,pas,60
de,de,81
l',le,52
avoir,avoir,14
quitté,quitter,12
et,et,82
de,de,81
s',se,51
être,être,14
établi,établir,12
:,:,p
il,il,51
avait,avoir,18
refusé,refuser,12
net,net,60
/.,/.,P
la,le,71
mère,mère,22
Jupillon,Jupillon,20
désolée,désolé,31
se,se,51
lamentait,lamenter,18
en,en,81
larmoyant,larmoyer,13
/.,/.,P
elle,il,51
répétait,répéter,18
le,le,71
numéro,numéro,21
tiré,tiré,31
par,par,81
son,son,73
fils,fils,21
;,;,p
-,-,p
vingt,vingt,72
deux,deux,72
!,!,p
vingt,vingt,72
deux,deux,72
!,!,p
/…,/…,P
et,et,82
elle,il,51
disait,dire,18
:,:,p
-,-,p
je,je,51
t',tu,51
avais,avoir,18
pourtant,pourtant,60
cousu,coudre,12
dans,dans,81
ton,ton,73
paletot,paletot,21
une,un,71
araignée,araignée,22
noire,noir,30
",",",",p
velouteuse,velouteux,30
",",",",p
avec,avec,81
sa,son,73
toile,toile,22
!,!,p
/…,/…,P
ah,ah,93
!,!,p
j',je,51
aurais,avoir,16
bien,bien,60
plutôt,plutôt,60
dû,devoir,12
faire,faire,14
comme,comme,83
on,on,51
m',je,51
avait,avoir,18
dit,dire,12
",",",",p
te,tu,51
mettre,mettre,14
ton,ton,73
béguin,béguin,21
avec,avec,81
lequel,lequel,52
on,on,51
t',tu,51
a,avoir,17
baptisé,baptiser,12
/…,/…,P
ah,ah,93
!,!,p
le,le,71
bon,bon,30
dieu,dieu,21
n',ne,60
est,être,17
pas,pas,60
juste,juste,30
!,!,p
/…,/…,P
et,et,82
le,le,71
fils,fils,21
de,de,81
la,le,71
fruitière,fruitière,22
qui,qui,52
en,en,52
a,avoir,17
eu,avoir,12
un,un,52
de,de,81
bon,bon,21
!,!,p
/…,/…,P
soyez,être,17
donc,donc,82
honnête,honnête,30
!,!,p
/…,/…,P
et,et,82
ces,ce,74
deux,deux,72
coquines,coquine,22
du,de,81
du,le,71
<Nombre 18>,<>,<>
dix,dix,72
huit,huit,72
<Fin nombre>,<>,<>
qui,qui,52
lèvent,lever,17
justement,justement,60
le,le,71
pied,pied,21
avec,avec,81
mon,mon,73
argent,argent,21
!,!,p
/…,/…,P
je,je,51
crois,croire,17
bien,bien,60
qu',que,83
elles,ils,51
m',je,51
en,en,52
donnaient,donner,18
de,de,81
ces,ce,74
poignées,poignée,22
de,de,81
main,main,22
/…,/…,P
elles,ils,51
me,je,51
refont,refaire,17
de,de,81
plus,plus,60
de,de,81
sept,sept,72
cents,cent,72
francs,franc,21
",",",",p
sais,savoir,17
tu,tu,51
/?,/?,P
et,et,82
la,le,71
moricaude,moricaude,22
d',de,81
en,en,81
face,face,22
…,…,p
et,et,82
cette,ce,74
affreuse,affreux,30
petite,petite,22
qui,qui,52
avait,avoir,18
le,le,71
front,front,21
de,de,81
manger,manger,14
des,de,81
des,le,71
pots,pot,21
de,de,81
fraises,fraise,22
de,de,81
vingt,vingt,72
francs,franc,21
…,…,p
ce,ce,52
qu',que,52
elles,ils,51
m',je,51
en,en,52
emportent,emporter,17
encore,encore,60
",",",",p
celles-là,celui-là,52
/!,/!,P
mais,mais,82
va,aller,17
",",",",p
tu,tu,51
n',ne,60
es,être,17
pas,pas,60
encore,encore,60
parti,partir,12
",",",",p
tout,tout,60
de,de,81
même,même,60
/…,/…,P
je,je,51
vendrai,vendre,15
plutôt,plutôt,60
la,le,71
crèmerie,crèmerie,92
…,…,p
je,je,51
me,je,51
remettrai,remettre,15
en,en,81
service,service,21
",",",",p
je,je,51
ferai,faire,15
la,le,71
cuisine,cuisine,22
",",",",p
je,je,51
ferai,faire,15
des,de,81
des,le,71
ménages,ménage,21
",",",",p
je,je,51
ferai,faire,15
tout,tout,52
!,!,p
/…,/…,P
pour,pour,81
toi,toi,51
",",",",p
mais,mais,82
je,je,51
tirerais,tirer,16
de,de,81
l',le,71
argent,argent,21
d',de,81
un,un,71
caillou,caillou,21
/!,/!,P
Jupillon,Jupillon,20
fumait,fumer,18
et,et,82
laissait,laisser,18
dire,dire,14
sa,son,73
mère,mère,22
/.,/.,P
quand,quand,83
elle,il,51
eut,avoir,19
fini,finir,12
:,:,p
-,-,p
assez,assez,60
causé,causé,31
!,!,p
maman,maman,22
…,…,p
tout,tout,75
ça,ça,52
",",",",p
c',ce,52
est,être,17
des,de,81
des,le,71
mots,mot,21
",",",",p
fit,faire,19
il,il,51
/.,/.,P
tu,tu,51
te,tu,51
tourmentes,tourmenter,17
la,le,71
digestion,digestion,22
",",",",p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
la,le,71
peine,peine,22
/…,/…,P
tu,tu,51
n',ne,60
as,avoir,17
besoin,besoin,21
de,de,81
rien,rien,52
vendre,vendre,14
…,…,p
t',tu,51
as,avoir,17
pas,pas,60
besoin,besoin,21
de,de,81
te,tu,51
fouler,fouler,14
…,…,p
je,je,51
me,je,51
rachèterai,racheter,15
et,et,82
sans,sans,81
que,que,83
ça,ça,52
te,tu,51
coûte,coûter,17
un,un,71
sou,sou,21
",",",",p
veux,vouloir,17
tu,tu,51
parier,parier,14
/?,/?,P
-,-,p
Jésus,Jésus,20
!,!,p
fit,faire,19
madame,madame,22
Jupillon,Jupillon,20
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
mon,mon,73
idée,idée,22
/.,/.,P
et,et,82
après,après,81
un,un,71
silence,silence,21
",",",",p
Jupillon,Jupillon,20
reprit,reprendre,19
:,:,p
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
voulu,vouloir,12
te,tu,51
contrarier,contrarier,14
",",",",p
à,à,81
cause,cause,22
de,de,81
Germinie,Germinie,20
…,…,p
tu,tu,51
sais,savoir,17
",",",",p
lors,lors,60
des,de,81
des,le,71
histoires,histoire,22
…,…,p
t',tu,51
as,avoir,17
cru,croire,12
qu',que,83
il,il,51
était,être,18
temps,temps,21
de,de,81
me,je,51
la,le,52
casser,casser,14
avec,avec,81
elle,il,51
…,…,p
qu',que,52
elle,il,51
nous,nous,51
ferait,faire,16
des,de,81
des,le,71
affaires,affaire,22
…,…,p
et,et,82
tu,tu,51
l',le,52
as,avoir,17
flanquée,flanquer,12
à,à,81
la,le,71
porte,porte,22
",",",",p
raide,raide,30
/…,/…,P
moi,moi,51
",",",",p
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
mon,mon,73
plan,plan,21
…,…,p
je,je,51
trouvais,trouver,18
qu',que,83
elle,il,51
n',ne,60
était,être,18
pas,pas,60
si,si,60
mauvaise,mauvais,30
que,que,83
cela,cela,52
pour,pour,81
le,le,71
beurre,beurre,21
de,de,81
la,le,71
maison,maison,22
/…,/…,P
mais,mais,82
enfin,enfin,60
",",",",p
t',tu,51
as,avoir,17
cru,croire,12
bien,bien,60
faire,faire,14
/…,/…,P
et,et,82
puis,puis,60
",",",",p
peut-être,peut-être,60
",",",",p
au,à,81
au,le,71
fait,fait,21
",",",",p
tu,tu,51
as,avoir,17
bien,bien,60
fait,faire,12
:,:,p
au,à,81
au,le,71
lieu,lieu,21
de,de,81
la,le,52
calmer,calmer,14
",",",",p
tu,tu,51
l',le,52
as,avoir,17
chauffée,chauffer,12
pour,pour,81
moi,moi,51
…,…,p
mais,mais,82
chauffée,chauffer,12
…,…,p
je,je,51
l',le,52
ai,avoir,17
rencontrée,rencontrer,12
une,un,72
ou,ou,82
deux,deux,72
fois,fois,22
…,…,p
elle,il,51
est,être,17
d',de,81
un,un,71
changé,changé,31
/…,/…,P
elle,il,51
sèche,sécher,17
",",",",p
quoi,quoi,52
/!,/!,P
-,-,p
mais,mais,82
tu,tu,51
sais,savoir,17
bien,bien,60
",",",",p
elle,il,51
n',ne,60
a,avoir,17
plus,plus,60
le,le,71
sou,sou,21
/…,/…,P
-,-,p
à,à,81
elle,il,51
",",",",p
je,je,51
ne,ne,60
dis,dire,17
pas,pas,60
/…,/…,P
mais,mais,82
que,que,52
que,que,52
ça,ça,52
fait,faire,17
/?,/?,P
elle,il,51
trouvera,trouver,15
/…,/…,P
elle,il,51
est,être,17
encore,encore,60
bonne,bon,30
pour,pour,81
<Nombre 2.300>,<>,<>
deux,deux,72
virgule,virgule,22
trois,trois,72
cent,cent,72
<Fin nombre>,<>,<>
balles,balle,22
",",",",p
va,aller,17
/!,/!,P
-,-,p
et,et,82
si,si,83
tu,tu,51
es,être,17
compromis,compromettre,12
/?,/?,P
-,-,p
oh,oh,93
!,!,p
elle,il,51
ne,ne,60
les,le,52
volera,voler,15
pas,pas,60
/…,/…,P
-,-,p
savoir,savoir,14
/!,/!,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
ça,ça,52
ne,ne,60
sera,être,15
qu',que,83
à,à,81
sa,son,73
maîtresse,maîtresse,22
/…,/…,P
est,être,17
ce,ce,52
que,que,83
tu,tu,51
crois,croire,17
que,que,83
sa,son,73
mademoiselle,mademoiselle,22
la,le,52
fera,faire,15
pincer,pincer,14
pour,pour,81
ça,ça,52
/?,/?,P
elle,il,51
la,le,52
chassera,chasser,15
",",",",p
et,et,82
puis,puis,60
ça,ça,52
restera,rester,15
là,là,60
/…,/…,P
nous,nous,51
lui,lui,51
conseillerons,conseiller,15
de,de,81
prendre,prendre,14
l',le,71
air,air,21
d',de,81
un,un,71
autre,autre,75
quartier,quartier,21
…,…,p
voilà,voilà,81
“,“,p
…,…,p
et,et,82
nous,nous,51
ne,ne,60
la,le,52
verrons,voir,15
plus,plus,60
/…,/…,P
mais,mais,82
ce,ce,52
serait,être,16
trop,trop,60
bête,bête,30
qu',que,52
elle,il,51
voie,voir,17
/…,/…,P
elle,il,51
s',se,51
arrangera,arranger,15
",",",",p
elle,il,51
cherchera,chercher,15
",",",",p
elle,il,51
se,se,51
retournera,retourner,15
…,…,p
je,je,51
ne,ne,60
sais,savoir,17
pas,pas,60
comment,comment,60
",",",",p
par,par,81
exemple,exemple,21
",",",",p
mais,mais,82
tu,tu,51
comprends,comprendre,17
",",",",p
ça,ça,52
la,le,52
regarde,regarder,17
/.,/.,P
c',ce,52
est,être,17
le,le,71
moment,moment,21
de,de,81
montrer,montrer,14
ses,son,73
talents,talent,21
/…,/…,P
au,à,81
au,le,71
fait,fait,21
",",",",p
tu,tu,51
ne,ne,60
sais,savoir,17
pas,pas,60
",",",",p
on,on,51
dit,dire,17
que,que,83
sa,son,73
vieille,vieille,22
est,être,17
souffrante,souffrant,30
/…,/…,P
si,si,83
elle,il,51
venait,venir,18
à,à,81
s',se,51
en,en,52
aller,aller,14
",",",",p
cette,ce,74
bonne,bon,30
demoiselle,demoiselle,22
",",",",p
et,et,82
qu',que,52
elle,il,51
lui,lui,51
laisse,laisser,17
tout,tout,75
le,le,71
bibelot,bibelot,21
",",",",p
comme,comme,83
ça,ça,52
court,courir,17
dans,dans,81
le,le,71
quartier,quartier,21
…,…,p
hein,hein,93
?,?,p
m'man,maman,22
",",",",p
ça,ça,52
serait,être,16
encore,encore,60
pas,pas,60
mal,mal,60
bête,bête,30
de,de,81
l',le,52
avoir,avoir,14
envoyée,envoyer,12
à,à,81
la,le,71
balançoire,balançoire,22
/?,/?,P
il,il,51
faut,falloir,17
mettre,mettre,14
des,de,81
des,le,71
gants,gant,21
",",",",p
vois,voir,17
tu,tu,51
",",",",p
m'man,maman,22
",",",",p
quand,quand,83
c',ce,52
est,être,17
des,de,81
des,le,71
personnes,personne,22
auxquelles,à,81
auxquelles,lequel,52
il,il,51
peut,pouvoir,17
tomber,tomber,14
comme,comme,83
ça,ça,52
quatre,quatre,72
ou,ou,82
cinq,cinq,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
sur,sur,81
le,le,71
casaquin,casaquin,21
/…,/…,P
-,-,p
ah,ah,93
!,!,p
mon,mon,73
dieu,dieu,21
…,…,p
qu',que,52
est,être,17
ce,ce,52
que,que,52
tu,tu,51
me,je,51
dis,dire,17
/!,/!,P
mais,mais,82
après,après,81
la,le,71
scène,scène,22
que,que,52
je,je,51
lui,lui,51
ai,avoir,17
faite,faire,12
…,…,p
oh,oh,93
!,!,p
non,non,60
",",",",p
elle,il,51
ne,ne,60
voudra,vouloir,15
jamais,jamais,60
revenir,revenir,14
ici,ici,60
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
moi,moi,51
je,je,51
te,tu,51
la,le,52
ramènerai,ramener,15
…,…,p
et,et,82
pas,pas,60
plus,plus,60
tard,tard,60
que,que,83
ce,ce,74
soir,soir,21
",",",",p
fit,faire,19
Jupillon,Jupillon,20
en,en,81
se,se,51
levant,lever,13
",",",",p
et,et,82
roulant,rouler,13
une,un,71
cigarette,cigarette,22
entre,entre,81
les,le,71
doigts,doigt,21
:,:,p
-,-,p
tu,tu,51
sais,savoir,17
",",",",p
dit,dire,19
il,il,51
à,à,81
sa,son,73
mère,mère,22
",",",",p
pas,pas,60
d',de,81
excuses,excuse,22
",",",",p
c',ce,52
est,être,17
inutile,inutile,30
/…,/…,P
et,et,82
de,de,81
la,le,71
froideur,froideur,22
/…,/…,P
aie,avoir,17
l',le,71
air,air,21
de,de,81
la,le,52
recevoir,recevoir,14
seulement,seulement,60
pour,pour,81
moi,moi,51
",",",",p
par,par,81
faiblesse,faiblesse,22
/…,/…,P
on,on,51
ne,ne,60
sait,savoir,17
pas,pas,60
ce,ce,52
qui,qui,52
peut,pouvoir,17
arriver,arriver,14
;,;,p
faut,falloir,17
toujours,toujours,60
se,se,51
garder,garder,14
à,à,81
carreau,carreau,21
/.,/.,P
<XXX.>,<>,<>
Jupillon,Jupillon,20
se,se,51
promenait,promener,18
de,de,81
long,long,21
en,en,81
large,large,21
",",",",p
sur,sur,81
le,le,71
trottoir,trottoir,21
",",",",p
devant,devant,81
la,le,71
maison,maison,22
de,de,81
Germinie,Germinie,20
",",",",p
quand,quand,83
Germinie,Germinie,20
sortit,sortir,19
/.,/.,P
-,-,p
bonsoir,bonsoir,21
",",",",p
Germinie,Germinie,20
",",",",p
lui,lui,51
dit,dire,19
il,il,51
dans,dans,81
le,le,71
dos,dos,21
/.,/.,P
elle,il,51
se,se,51
retourna,retourner,19
comme,comme,83
sous,sous,81
un,un,71
coup,coup,21
",",",",p
et,et,82
fit,faire,19
instinctivement,instinctivement,60
en,en,81
avant,avant,21
",",",",p
sans,sans,81
lui,lui,51
répondre,répondre,14
",",",",p
deux,deux,72
ou,ou,82
trois,trois,72
pas,pas,21
qui,qui,52
se,se,51
sauvaient,sauver,18
/.,/.,P
-,-,p
Germinie,Germinie,20
/!,/!,P
Jupillon,Jupillon,20
ne,ne,60
lui,lui,51
dit,dire,17
que,que,83
cela,cela,52
",",",",p
sans,sans,81
bouger,bouger,14
",",",",p
sans,sans,81
la,le,52
suivre,suivre,14
/.,/.,P
elle,il,51
revint,revenir,19
à,à,81
lui,lui,51
comme,comme,83
une,un,71
bête,bête,22
ramenée,ramené,31
à,à,81
la,le,71
main,main,22
et,et,82
dont,dont,52
on,on,51
retire,retirer,17
la,le,71
corde,corde,22
/.,/.,P
-,-,p
quoi,quoi,52
?,?,p
fit,faire,19
elle,il,51
/.,/.,P
c',ce,52
est,être,17
il,il,51
encore,encore,60
de,de,81
l',le,71
argent,argent,21
",",",",p
hein,hein,93
?,?,p
…,…,p
ou,ou,82
des,de,81
des,le,71
sottises,sottise,22
de,de,81
ta,ton,73
mère,mère,22
à,à,81
me,je,51
dire,dire,14
/?,/?,P
-,-,p
non,non,60
",",",",p
c',ce,52
est,être,17
que,que,83
je,je,51
m',je,51
en,en,52
vais,aller,17
",",",",p
lui,lui,51
dit,dire,17
Jupillon,Jupillon,20
d',de,81
un,un,71
air,air,21
sérieux,sérieux,30
/.,/.,P
je,je,51
suis,être,17
tombé,tomber,12
au,à,81
au,le,71
sort,sort,21
…,…,p
et,et,82
je,je,51
pars,partir,17
/.,/.,P
-,-,p
tu,tu,51
pars,partir,17
?,?,p
dit,dire,19
elle,il,51
/.,/.,P
ses,son,73
idées,idée,22
avaient,avoir,18
l',le,71
air,air,21
de,de,81
n',ne,60
être,être,14
pas,pas,60
éveillées,éveiller,12
/.,/.,P
-,-,p
tiens,tenir,17
",",",",p
Germinie,Germinie,20
",",",",p
reprit,reprendre,19
Jupillon,Jupillon,20
/…,/…,P
je,je,51
t',tu,51
ai,avoir,17
fait,faire,12
de,de,81
la,le,71
peine,peine,22
/…,/…,P
je,je,51
n',ne,60
ai,avoir,17
pas,pas,60
été,être,12
gentil,gentil,30
avec,avec,81
toi,toi,51
…,…,p
je,je,51
sais,savoir,17
bien,bien,60
/…,/…,P
il,il,51
y,y,52
a,avoir,17
eu,avoir,12
un,un,71
peu,peu,60
de,de,81
ma,mon,73
cousine,cousine,22
/…,/…,P
qu',que,52
est,être,17
ce,ce,52
que,que,52
tu,tu,51
veux,vouloir,17
?,?,p
/…,/…,P
-,-,p
tu,tu,51
pars,partir,17
?,?,p
reprit,reprendre,19
Germinie,Germinie,20
en,en,81
lui,lui,51
prenant,prendre,13
le,le,71
bras,bras,21
/.,/.,P
ne,ne,60
mens,mentir,17
pas,pas,60
…,…,p
tu,tu,51
pars,partir,17
/?,/?,P
-,-,p
puisque,puisque,83
je,je,51
te,tu,51
dis,dire,17
qu',que,83
oui,oui,60
…,…,p
et,et,82
que,que,52
c',ce,52
est,être,17
vrai,vrai,30
/…,/…,P
je,je,51
n',ne,60
attends,attendre,17
plus,plus,60
que,que,83
ma,mon,73
feuille,feuille,22
de,de,81
route,route,22
/…,/…,P
il,il,51
faut,falloir,17
plus,plus,60
de,de,81
deux,deux,72
mille,mille,72
francs,franc,21
pour,pour,81
un,un,71
homme,homme,21
cette,ce,74
année,année,22
/…,/…,P
on,on,51
dit,dire,17
qu',que,83
il,il,51
va,aller,17
y,y,52
avoir,avoir,14
la,le,71
guerre,guerre,22
:,:,p
enfin,enfin,60
",",",",p
c',ce,52
est,être,17
une,un,71
chance,chance,22
/…,/…,P
et,et,82
",",",",p
tout,tout,60
en,en,81
parlant,parler,13
",",",",p
il,il,51
faisait,faire,18
descendre,descendre,14
la,le,71
rue,rue,22
à,à,81
Germinie,Germinie,20
/.,/.,P
-,-,p
où,où,60
me,je,51
mènes,mener,17
tu,tu,51
?,?,p
lui,lui,51
dit,dire,19
elle,il,51
/.,/.,P
-,-,p
chez,chez,81
m'man,maman,22
donc,donc,82
…,…,p
pour,pour,81
qu',que,83
on,on,51
se,se,51
raccommode,raccommoder,17
toutes,tout,75
les,le,71
deux,deux,72
",",",",p
et,et,82
que,que,52
ça,ça,52
finisse,finir,18
",",",",p
les,le,71
histoires,histoire,22
/…,/…,P
-,-,p
après,après,81
ce,ce,52
qu',que,52
elle,il,51
m',je,51
a,avoir,17
dit,dire,12
/?,/?,P
jamais,jamais,60
/!,/!,P
et,et,82
Germinie,Germinie,20
repoussa,repousser,19
le,le,71
bras,bras,21
de,de,81
Jupillon,Jupillon,20
/.,/.,P
-,-,p
alors,alors,60
",",",",p
si,si,83
c',ce,52
est,être,17
comme,comme,83
ça,ça,52
",",",",p
adieu,adieu,21
/…,/…,P
et,et,82
Jupillon,Jupillon,20
leva,lever,19
sa,son,73
casquette,casquette,22
/.,/.,P
-,-,p
faudra,falloir,15
t,t,94
il,il,51
que,que,83
je,je,51
t',tu,51
écrive,écrire,17
du,de,81
du,le,71
régiment,régiment,21
/?,/?,P
Germinie,Germinie,20
eut,avoir,19
un,un,71
instant,instant,21
de,de,81
silence,silence,21
",",",",p
un,un,71
moment,moment,21
d',de,81
hésitation,hésitation,22
/.,/.,P
puis,puis,60
brusquement,brusquement,60
:,:,p
-,-,p
marchons,marcher,17
",",",",p
dit,dire,19
elle,il,51
",",",",p
et,et,82
faisant,faire,13
signe,signe,21
à,à,81
Jupillon,Jupillon,20
de,de,81
marcher,marcher,14
à,à,81
côté,côté,21
d',de,81
elle,il,51
",",",",p
elle,il,51
remonta,remonter,19
la,le,71
rue,rue,22
/.,/.,P
tous,tout,75
deux,deux,72
se,se,51
mirent,mettre,17
à,à,81
aller,aller,14
à,à,81
côté,côté,21
l',le,71
un,un,52
de,de,81
l',le,71
autre,autre,52
",",",",p
sans,sans,81
rien,rien,52
se,se,51
dire,dire,14
/.,/.,P
ils,ils,51
arrivèrent,arriver,19
à,à,81
une,un,71
route,route,22
pavée,pavé,31
qui,qui,52
se,se,51
reculait,reculer,18
et,et,82
s',se,51
allongeait,allonger,18
éternellement,éternellement,60
entre,entre,81
deux,deux,72
lignes,ligne,22
de,de,81
réverbères,réverbère,21
",",",",p
entre,entre,81
deux,deux,72
rangées,rangée,22
d',de,81
arbres,arbre,21
tortillés,tortillé,31
jetant,jeter,13
au,à,81
au,le,71
ciel,ciel,21
une,un,71
poignée,poignée,22
de,de,81
branches,branche,22
sèches,sec,30
et,et,82
plaquant,plaquer,13
à,à,81
de,de,81
grands,grand,30
murs,mur,21
plats,plat,30
leur,leur,73
ombre,ombre,22
immobile,immobile,30
et,et,82
maigre,maigre,30
/.,/.,P
là,là,60
",",",",p
sous,sous,81
le,le,71
ciel,ciel,21
aigu,aigu,30
et,et,82
glacé,glacé,31
d',de,81
une,un,71
réverbération,réverbération,22
de,de,81
neige,neige,22
",",",",p
ils,ils,51
marchaient,marcher,18
longtemps,longtemps,60
",",",",p
s',se,51
enfonçant,enfoncer,13
dans,dans,81
le,le,71
vague,vague,21
",",",",p
l',le,71
infini,infini,21
",",",",p
l',le,71
inconnu,inconnu,21
d',de,81
une,un,71
rue,rue,22
qui,qui,52
suit,suivre,17
toujours,toujours,60
le,le,71
même,même,75
mur,mur,21
",",",",p
les,le,71
mêmes,même,75
arbres,arbre,21
",",",",p
les,le,71
mêmes,même,75
réverbères,réverbère,21
",",",",p
et,et,82
conduit,conduire,17
toujours,toujours,60
à,à,81
la,le,71
même,même,75
nuit,nuit,22
/.,/.,P
l',le,71
air,air,21
humide,humide,30
et,et,82
chargé,chargé,31
qu',que,52
ils,ils,51
respiraient,respirer,18
sentait,sentir,18
le,le,71
sucre,sucre,21
",",",",p
le,le,71
suif,suif,21
et,et,82
la,le,71
charogne,charogne,22
/.,/.,P
par,par,81
moments,moment,21
",",",",p
il,il,51
leur,leur,52
passait,passer,18
comme,comme,83
un,un,71
flamboiement,flamboiement,21
devant,devant,81
les,le,71
yeux,oeil,21
:,:,p
c',ce,52
était,être,18
une,un,71
tapissière,tapissière,22
dont,dont,52
la,le,71
lanterne,lanterne,22
donnait,donner,18
sur,sur,81
des,de,81
des,le,71
bestiaux,bestiau,21
éventrés,éventré,31
et,et,82
des,de,81
des,le,71
carrés,carré,21
de,de,81
viande,viande,22
saignante,saignant,30
jetés,jeté,31
sur,sur,81
la,le,71
croupe,croupe,22
d',de,81
un,un,71
cheval,cheval,21
blanc,blanc,30
:,:,p
ce,ce,74
feu,feu,21
sur,sur,81
ces,ce,74
chairs,chair,22
",",",",p
dans,dans,81
l',le,71
obscurité,obscurité,22
",",",",p
ruisselait,ruisseler,18
en,en,52
incendie,incendier,17
de,de,81
pourpre,pourpre,22
",",",",p
en,en,81
fournaise,fournaise,22
de,de,81
sang,sang,21
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
as,avoir,17
tu,tu,51
fait,faire,12
tes,ton,73
réflexions,réflexion,22
?,?,p
fit,faire,19
Jupillon,Jupillon,20
/.,/.,P
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
gai,gai,30
",",",",p
sais,savoir,17
tu,tu,51
?,?,p
ta,ton,73
petite,petit,30
avenue,avenue,22
Trudaine,Trudaine,20
/.,/.,P
-,-,p
marchons,marcher,17
",",",",p
répondit,répondre,19
Germinie,Germinie,20
/.,/.,P
et,et,82
elle,il,51
recommença,recommencer,19
",",",",p
sans,sans,81
parler,parler,14
",",",",p
sa,son,73
marche,marche,22
saccadée,saccadé,31
",",",",p
violente,violent,30
",",",",p
agitée,agité,31
de,de,81
tous,tout,75
les,le,71
tumultes,tumulte,21
de,de,81
son,son,73
âme,âme,22
/.,/.,P
ses,son,73
pensées,pensée,22
passaient,passer,18
dans,dans,81
ses,son,73
gestes,geste,21
/.,/.,P
l',le,71
égarement,égarement,21
venait,venir,18
à,à,81
son,son,73
pas,pas,21
",",",",p
la,le,71
folie,folie,22
à,à,81
ses,son,73
mains,main,22
/.,/.,P
par,par,81
moments,moment,21
",",",",p
elle,il,51
avait,avoir,18
",",",",p
derrière,derrière,81
elle,il,51
",",",",p
l',le,71
ombre,ombre,22
d',de,81
une,un,71
femme,femme,22
de,de,81
la,le,71
Salpêtrière,Salpêtrière,20
/.,/.,P
deux,deux,72
ou,ou,82
trois,trois,72
passants,passant,21
s',se,51
arrêtèrent,arrêter,19
un,un,71
instant,instant,21
",",",",p
la,le,52
regardèrent,regarder,19
",",",",p
puis,puis,60
",",",",p
comme,comme,83
ils,ils,51
étaient,être,18
de,de,81
Paris,Paris,20
",",",",p
passèrent,passer,19
