11421
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Vingt-deuxième extrait>,<>,<>
renard,renard,21
bleu,bleu,30
",",",",p
les,le,71
chapeaux,chapeau,21
aux,à,81
aux,le,71
mille,mille,72
formes,forme,22
",",",",p
tout,tout,75
l',le,71
attirail,attirail,21
de,de,81
la,le,71
jolie,joli,30
femme,femme,22
/.,/.,P
en,en,81
face,face,22
se,se,51
répétait,répéter,18
le,le,71
même,même,75
motif,motif,21
",",",",p
avec,avec,81
cette,ce,74
différence,différence,22
que,que,83
les,le,71
panneaux,panneau,21
pleins,plein,30
étaient,être,18
remplacés,remplacer,12
par,par,81
des,de,81
des,le,71
glaces,glace,22
jouant,jouer,13
sur,sur,81
des,de,81
des,le,71
charnières,charnière,22
comme,comme,83
des,de,81
des,le,71
feuilles,feuille,22
de,de,81
paravent,paravent,21
",",",",p
de,de,81
façon,façon,22
que,que,83
l',l',94
on,on,51
pût,pouvoir,18
s',se,51
y,y,52
voir,voir,14
de,de,81
face,face,22
",",",",p
de,de,81
profil,profil,21
",",",",p
par-derrière,par-derrière,60
",",",",p
et,et,82
juger,juger,14
de,de,81
l',le,71
effet,effet,21
d',de,81
un,un,71
corsage,corsage,21
ou,ou,82
d',de,81
une,un,71
coiffure,coiffure,22
/.,/.,P
sur,sur,81
la,le,71
troisième,troisième,72
face,face,22
régnait,régner,18
une,un,71
longue,long,30
toilette,toilette,22
plaquée,plaqué,31
d',de,81
albâtre,albâtre,22
onyx,onyx,21
",",",",p
où,où,60
des,de,81
des,le,71
robinets,robinet,21
d',de,81
argent,argent,21
dégorgeaient,dégorger,18
l',le,71
eau,eau,22
chaude,chaud,30
et,et,82
froide,froid,30
dans,dans,81
d',de,81
immense,immense,30
jattes,jatte,22
du,de,81
du,le,71
Japon,Japon,20
enchâssées,enchâssé,31
par,par,81
des,de,81
des,le,71
découpures,découpure,22
circulaires,circulaire,30
du,de,81
du,le,71
même,même,75
métal,métal,21
;,;,p
des,de,81
des,le,71
flacons,flacon,21
en,en,81
cristal,cristal,21
de,de,81
Bohême,Bohême,20
",",",",p
qui,qui,52
",",",",p
aux,à,81
aux,le,71
feux,feu,21
des,de,81
des,le,71
bougies,bougie,22
",",",",p
étincelaient,étinceler,18
comme,comme,83
des,de,81
des,le,71
diamants,diamant,21
et,et,82
des,de,81
des,le,71
rubis,rubis,21
",",",",p
contenaient,contenir,18
les,le,71
essences,essence,22
et,et,82
les,le,71
parfums,parfum,21
/.,/.,P
les,le,71
murailles,muraille,22
et,et,82
le,le,71
plafond,plafond,21
étaient,être,18
capitonnés,capitonner,12
de,de,81
satin,satin,21
vert,vert,21
d',de,81
eau,eau,22
",",",",p
comme,comme,83
l',le,71
intérieur,intérieur,21
d',de,81
un,un,71
écrin,écrin,21
/.,/.,P
un,un,71
épais,épais,30
tapis,tapis,21
de,de,81
Smyrne,Smyrne,20
;,;,p
aux,à,81
aux,le,71
teintes,teinte,22
moelleusement,moelleusement,60
assorties,assorti,31
",",",",p
ouatait,ouater,18
le,le,71
plancher,plancher,21
/.,/.,P
au,à,81
au,le,71
milieu,milieu,21
de,de,81
la,le,71
chambre,chambre,22
",",",",p
sur,sur,81
un,un,71
socle,socle,21
de,de,81
velours,velours,21
vert,vert,30
",",",",p
était,être,18
posé,poser,12
un,un,71
grand,grand,30
coffre,coffre,21
de,de,81
forme,forme,22
bizarre,bizarre,30
",",",",p
en,en,81
acier,acier,21
de,de,81
Khorassan,Khorassan,20
ciselé,ciselé,31
",",",",p
niellé,niellé,30
et,et,82
ramagé,ramagé,30
d',de,81
arabesques,arabesque,22
d',de,81
une,un,71
complication,complication,22
à,à,81
faire,faire,14
trouver,trouver,14
simples,simple,30
les,le,71
ornements,ornement,21
de,de,81
la,le,71
salle,salle,22
des,de,81
des,le,71
ambassadeurs,ambassadeur,21
à,à,81
l',le,71
Alhambra,Alhambra,20
/.,/.,P
l',le,71
art,art,21
oriental,oriental,30
semblait,sembler,18
avoir,avoir,14
dit,dire,12
son,son,73
dernier,dernier,30
mot,mot,21
dans,dans,81
ce,ce,74
travail,travail,21
merveilleux,merveilleux,30
",",",",p
auquel,à,81
auquel,lequel,52
les,le,71
doigts,doigt,21
de,de,81
fée,fée,22
des,de,81
des,le,71
Péris,Péri,20
avaient,avoir,18
dû,devoir,12
prendre,prendre,14
part,part,22
/.,/.,P
c',ce,52
était,être,18
dans,dans,81
ce,ce,74
coffre,coffre,21
que,que,83
la,le,71
comtesse,comtesse,22
Prascovie,Prascovie,20
Labinska,Labinska,20
enfermait,enfermer,18
ses,son,73
parures,parure,22
",",",",p
des,de,81
des,le,71
joyaux,joyau,21
dignes,digne,30
d',de,81
une,un,71
reine,reine,22
",",",",p
et,et,82
qu',que,83
elle,il,51
ne,ne,60
mettait,mettre,18
que,que,83
fort,fort,60
rarement,rarement,60
",",",",p
trouvant,trouver,13
avec,avec,81
raison,raison,22
qu',que,83
ils,ils,51
ne,ne,60
valaient,valoir,18
pas,pas,60
la,le,71
place,place,22
qu',que,83
ils,ils,51
couvraient,couvrir,18
/.,/.,P
elle,il,51
était,être,18
trop,trop,60
belle,beau,30
pour,pour,81
avoir,avoir,14
besoin,besoin,21
d',de,81
être,être,14
riche,riche,30
:,:,p
son,son,73
instinct,instinct,21
de,de,81
femme,femme,22
le,le,52
lui,lui,51
disait,dire,18
/.,/.,P
aussi,aussi,60
ne,ne,60
leur,leur,52
faisait,faire,18
elle,il,51
voir,voir,14
les,le,71
lumières,lumière,22
que,que,83
dans,dans,81
les,le,71
occasions,occasion,22
solennelles,solennel,30
où,où,60
le,le,71
faste,faste,21
héréditaire,héréditaire,30
de,de,81
l',le,71
antique,antique,30
maison,maison,22
Labinski,Labinski,20
devait,devoir,18
paraître,paraître,14
avec,avec,81
toute,tout,75
sa,son,73
splendeur,splendeur,22
/.,/.,P
jamais,jamais,60
diamants,diamant,21
ne,ne,60
furent,être,19
moins,moins,60
occupés,occuper,12
/.,/.,P
près,près,81
de,de,81
la,le,71
fenêtre,fenêtre,22
",",",",p
dont,dont,52
les,le,71
amples,ample,30
rideaux,rideau,21
retombaient,retomber,18
en,en,81
plis,pli,21
puissants,puissant,30
",",",",p
devant,devant,81
une,un,71
toilette,toilette,22
à,à,81
la,le,71
duchesse,duchesse,22
",",",",p
en,en,81
face,face,22
d',de,81
un,un,71
miroir,miroir,21
que,que,52
lui,lui,51
penchaient,pencher,18
deux,deux,72
anges,ange,21
sculptés,sculpté,31
par,par,81
mademoiselle,mademoiselle,22
de,de,81
Fauveau,Fauveau,20
avec,avec,81
cette,ce,74
élégance,élégance,22
longue,long,30
et,et,82
fluette,fluet,30
qui,qui,52
caractérise,caractériser,17
son,son,73
talent,talent,21
",",",",p
illuminée,illuminé,22
de,de,81
la,le,71
lumière,lumière,22
blanche,blanc,30
de,de,81
deux,deux,72
torchères,torchère,22
à,à,81
six,six,72
bougies,bougie,22
",",",",p
se,se,51
tenait,tenir,18
assise,assis,31
la,le,71
comtesse,comtesse,22
Prascovie,Prascovie,20
Labinska,Labinska,20
",",",",p
radieuse,radieux,30
de,de,81
fraîcheur,fraîcheur,22
et,et,82
de,de,81
beauté,beauté,22
/.,/.,P
un,un,71
bournous,burnous,21
de,de,81
Tunis,Tunis,20
d',de,81
une,un,71
finesse,finesse,22
idéale,idéal,30
",",",",p
rubané,rubané,31
de,de,81
raies,raie,22
bleues,bleu,30
et,et,82
blanches,blanc,30
alternativement,alternativement,60
opaques,opaque,30
et,et,82
transparentes,transparent,30
",",",",p
l',le,52
enveloppait,envelopper,18
comme,comme,83
un,un,71
nuage,nuage,21
souple,souple,30
;,;,p
la,le,71
légère,léger,30
étoffe,étoffe,22
avait,avoir,18
glissé,glisser,12
sur,sur,81
le,le,71
tissu,tissu,21
satiné,satiné,30
des,de,81
des,le,71
épaules,épaule,22
et,et,82
laissait,laisser,18
voir,voir,14
la,le,71
naissance,naissance,22
et,et,82
les,le,71
attaches,attache,22
d',de,81
un,un,71
col,col,21
qui,qui,52
eût,avoir,19
fait,faire,12
paraître,paraître,14
gris,gris,30
le,le,71
col,col,21
de,de,81
neige,neige,22
du,de,81
du,le,71
cygne,cygne,21
/.,/.,P
dans,dans,81
l',le,71
interstice,interstice,21
des,de,81
des,le,71
plis,pli,21
bouillonnaient,bouillonner,18
les,le,71
dentelles,dentelle,22
d',de,81
un,un,71
peignoir,peignoir,21
de,de,81
batiste,batiste,22
",",",",p
parure,parure,22
nocturne,nocturne,30
que,que,83
ne,ne,60
retenait,retenir,18
aucune,aucun,75
ceinture,ceinture,22
;,;,p
les,le,71
cheveux,cheveu,21
de,de,81
la,le,71
comtesse,comtesse,22
étaient,être,18
défaits,défaire,12
et,et,82
s',se,51
allongeaient,allonger,18
derrière,derrière,81
elle,il,51
en,en,81
nappes,nappe,22
opulentes,opulent,30
comme,comme,83
le,le,71
manteau,manteau,21
d',de,81
une,un,71
impératrice,impératrice,22
/.,/.,P
-,-,p
certes,certes,60
",",",",p
les,le,71
torsades,torsade,22
d',de,81
or,or,21
fluide,fluide,30
dont,dont,52
la,le,71
Vénus,Vénus,20
Aphrodite,Aphrodite,20
exprimait,exprimer,18
des,de,81
des,le,71
perles,perle,22
",",",",p
agenouillée,agenouillé,31
dans,dans,81
sa,son,73
conque,conque,22
de,de,81
nacre,nacre,22
",",",",p
lorsqu',lorsque,83
elle,il,51
sortit,sortir,19
comme,comme,83
une,un,71
fleur,fleur,22
des,de,81
des,le,71
mers,mer,22
de,de,81
l',le,71
azur,azur,21
ionien,ionien,30
",",",",p
étaient,être,18
moins,moins,60
blondes,blond,30
",",",",p
moins,moins,60
épaisses,épais,30
",",",",p
moins,moins,60
lourdes,lourd,30
/!,/!,P
mêlez,mêler,17
l',le,71
ambre,ambre,22
du,de,81
du,le,71
Titien,Titien,20
et,et,82
l',le,71
argent,argent,21
de,de,81
Paul,Paul,20
Véronèse,Véronèse,20
avec,avec,81
le,le,71
vernis,vernis,21
d',de,81
or,or,21
de,de,81
Rembrandt,Rembrandt,20
;,;,p
faites,faire,17
passer,passer,14
le,le,71
soleil,soleil,21
à,à,81
travers,travers,21
la,le,71
topaze,topaze,22
",",",",p
et,et,82
vous,vous,51
n',ne,60
obtiendrez,obtenir,15
pas,pas,60
encore,encore,60
le,le,71
ton,ton,21
merveilleux,merveilleux,30
de,de,81
cette,ce,74
opulente,opulent,30
chevelure,chevelure,22
",",",",p
qui,qui,52
semblait,sembler,18
envoyer,envoyer,14
la,le,71
lumière,lumière,22
au,à,81
au,le,71
lieu,lieu,21
de,de,81
la,le,52
recevoir,recevoir,14
",",",",p
et,et,82
qui,qui,52
eût,avoir,19
mérité,mériter,12
mieux,mieux,60
que,que,83
celle,celui,52
de,de,81
Bérénice,Bérénice,20
de,de,81
flamboyer,flamboyer,14
",",",",p
constellation,constellation,22
nouvelle,nouveau,30
",",",",p
parmi,parmi,81
les,le,71
anciens,ancien,30
astres,astre,21
/!,/!,P
deux,deux,72
femmes,femme,22
la,le,52
divisaient,diviser,18
",",",",p
la,le,52
polissaient,polir,18
",",",",p
la,le,52
crespelaient,crêpeler,18
et,et,82
l',le,52
arrangeaient,arranger,18
en,en,81
boucles,boucle,22
soigneusement,soigneusement,60
massées,massé,31
pour,pour,81
que,que,83
le,le,71
contact,contact,21
de,de,81
l',le,71
oreiller,oreiller,21
ne,ne,60
la,le,52
froissât,froisser,18
pas,pas,60
/.,/.,P
pendant,pendant,81
cette,ce,74
opération,opération,22
délicate,délicat,30
",",",",p
la,le,71
comtesse,comtesse,22
faisait,faire,18
danser,danser,14
au,à,81
au,le,71
bout,bout,21
de,de,81
son,son,73
pied,pied,21
une,un,71
babouche,babouche,22
de,de,81
velours,velours,21
blanc,blanc,30
brodée,brodé,31
de,de,81
cannetille,cannetille,22
d',de,81
or,or,21
",",",",p
petite,petite,22
à,à,81
rendre,rendre,14
jalouses,jaloux,30
les,le,71
khanouns,khanoun,22
et,et,82
les,le,71
odalisques,odalisque,22
du,de,81
du,le,71
Padischah,Padischah,20
/.,/.,P
parfois,parfois,60
",",",",p
rejetant,rejeter,13
les,le,71
plis,pli,21
soyeux,soyeux,30
du,de,81
du,le,71
bournous,burnous,21
",",",",p
elle,il,51
découvrait,découvrir,18
son,son,73
bras,bras,21
blanc,blanc,30
",",",",p
et,et,82
repoussait,repousser,18
de,de,81
la,le,71
main,main,22
quelques,quelque,75
cheveux,cheveu,21
échappés,échappé,31
",",",",p
avec,avec,81
un,un,71
mouvement,mouvement,21
d',de,81
une,un,71
grâce,grâce,22
mutine,mutiner,17
/.,/.,P
ainsi,ainsi,60
abandonnée,abandonné,31
dans,dans,81
sa,son,73
pose,pose,22
nonchalante,nonchalant,30
",",",",p
elle,il,51
rappelait,rappeler,18
ces,ce,74
sveltes,svelte,30
figures,figure,22
de,de,81
toilettes,toilette,22
grecques,grec,30
qui,qui,52
ornent,orner,17
les,le,71
vases,vase,21
antiques,antique,30
et,et,82
dont,dont,52
aucun,aucun,75
artiste,artiste,21
n',ne,60
a,avoir,17
pu,pouvoir,12
retrouver,retrouver,14
le,le,71
pur,pur,30
et,et,82
suave,suave,30
contour,contour,21
",",",",p
la,le,71
beauté,beauté,22
jeune,jeune,30
et,et,82
légère,léger,30
;,;,p
elle,il,51
était,être,18
mille,mille,72
fois,fois,22
plus,plus,60
séduisante,séduisant,30
encore,encore,60
que,que,83
dans,dans,81
le,le,71
jardin,jardin,21
de,de,81
la,le,71
villa,villa,22
Salviati,Salviati,20
à,à,81
Florence,Florence,20
;,;,p
et,et,82
si,si,83
Octave,Octave,20
n',ne,60
avait,avoir,18
pas,pas,60
été,être,12
déjà,déjà,60
fou,fou,30
d',de,81
amour,amour,21
",",",",p
il,il,51
le,le,52
serait,être,16
infailliblement,infailliblement,60
devenu,devenir,12
;,;,p
mais,mais,82
",",",",p
par,par,81
bonheur,bonheur,21
",",",",p
on,on,51
ne,ne,60
peut,pouvoir,17
rien,rien,52
ajouter,ajouter,14
à,à,81
l',le,71
infini,infini,30
/.,/.,P
Octave,Octave,20
Labinski,Labinski,20
sentit,sentir,19
à,à,81
cet,ce,74
aspect,aspect,21
",",",",p
comme,comme,83
s',si,83
il,il,51
eût,avoir,19
vu,voir,12
le,le,71
spectacle,spectacle,21
le,le,71
plus,plus,60
terrible,terrible,30
",",",",p
ses,son,73
genoux,genou,21
s',se,51
entrechoquer,entrechoquer,14
et,et,82
se,se,51
dérober,dérober,14
sous,sous,81
lui,lui,51
/.,/.,P
sa,son,73
bouche,bouche,22
se,se,51
sécha,sécher,19
",",",",p
et,et,82
l',le,71
angoisse,angoisse,22
lui,lui,51
étreignit,étreindre,19
la,le,71
gorge,gorge,22
comme,comme,83
la,le,71
main,main,22
d',de,81
un,un,71
Thugg,Thugg,20
;,;,p
des,de,81
des,le,71
flammes,flamme,22
rouges,rouge,30
tourbillonnèrent,tourbillonner,19
autour,autour,60
de,de,81
ses,son,73
yeux,oeil,21
/.,/.,P
cette,ce,74
beauté,beauté,22
le,le,52
médusait,méduser,18
/.,/.,P
il,il,51
fit,faire,19
un,un,71
effort,effort,21
de,de,81
courage,courage,21
",",",",p
se,se,51
disant,dire,13
que,que,83
ces,ce,74
manières,manière,22
effarées,effaré,31
et,et,82
stupides,stupide,30
",",",",p
convenables,convenable,30
à,à,81
un,un,71
amant,amant,21
repoussé,repoussé,31
",",",",p
seraient,être,16
parfaitement,parfaitement,60
ridicules,ridicule,30
de,de,81
la,le,71
part,part,22
d',de,81
un,un,71
mari,mari,21
",",",",p
quelque,quelque,75
épris,épris,31
qu',que,83
il,il,51
pût,pouvoir,18
être,être,14
encore,encore,60
de,de,81
sa,son,73
femme,femme,22
",",",",p
et,et,82
il,il,51
marcha,marcher,19
assez,assez,60
résolument,résolument,60
vers,vers,81
la,le,71
comtesse,comtesse,22
/.,/.,P
“,“,p
ah,ah,93
!,!,p
c',ce,52
est,être,17
vous,vous,51
",",",",p
Olaf,Olaf,20
!,!,p
comme,comme,83
vous,vous,51
rentrez,rentrer,17
tard,tard,60
ce,ce,74
soir,soir,21
!,!,p
dit,dire,19
la,le,71
comtesse,comtesse,22
sans,sans,81
se,se,51
retourner,retourner,14
",",",",p
car,car,82
sa,son,73
tête,tête,22
était,être,18
maintenue,maintenir,12
par,par,81
les,le,71
longues,long,30
nattes,natte,22
que,que,52
tressaient,tresser,18
ses,son,73
femmes,femme,22
",",",",p
et,et,82
la,le,52
dégageant,dégager,13
des,de,81
des,le,71
plis,pli,21
du,de,81
du,le,71
bournous,burnous,21
",",",",p
elle,il,51
lui,lui,51
tendit,tendre,19
une,un,52
de,de,81
ses,son,73
belles,beau,30
mains,main,22
/.,/.,P
Octave,Octave,20
Labinski,Labinski,20
saisit,saisir,19
cette,ce,74
main,main,22
plus,plus,60
douce,doux,30
et,et,82
plus,plus,60
fraîche,frais,30
qu',que,83
une,un,71
fleur,fleur,22
",",",",p
la,le,52
porta,porter,19
à,à,81
ses,son,73
lèvres,lèvre,22
et,et,82
y,y,52
imprima,imprimer,19
un,un,71
long,long,30
",",",",p
un,un,71
ardent,ardent,30
baiser,baiser,21
",",",",p
-,-,p
toute,tout,75
son,son,73
âme,âme,22
se,se,51
concentrait,concentrer,18
sur,sur,81
cette,ce,74
petite,petit,30
place,place,22
/.,/.,P
nous,nous,51
ne,ne,60
savons,savoir,17
quelle,quel,75
délicatesse,délicatesse,22
de,de,81
sensitive,sensitif,30
",",",",p
quel,quel,75
instinct,instinct,21
de,de,81
pudeur,pudeur,22
divine,divin,30
",",",",p
quelle,quel,75
intuition,intuition,22
irraisonnée,irraisonné,30
du,de,81
du,le,71
coeur,coeur,21
avertit,avertir,19
la,le,71
comtesse,comtesse,22
:,:,p
mais,mais,82
un,un,71
nuage,nuage,21
rose,rose,30
couvrit,couvrir,19
subitement,subitement,60
sa,son,73
figure,figure,22
",",",",p
son,son,73
col,col,21
et,et,82
ses,son,73
bras,bras,21
",",",",p
qui,qui,52
prirent,prendre,19
cette,ce,74
teinte,teinte,22
dont,dont,52
se,se,51
colore,colorer,17
sur,sur,81
les,le,71
hautes,haut,30
montagnes,montagne,22
la,le,71
neige,neige,22
vierge,vierge,30
surprise,surpris,31
par,par,81
le,le,71
premier,premier,72
baiser,baiser,21
du,de,81
du,le,71
soleil,soleil,21
/.,/.,P
elle,il,51
tressaillit,tressaillir,17
et,et,82
dégagea,dégager,19
lentement,lentement,60
sa,son,73
main,main,22
",",",",p
demi,demi,60
fâchée,fâché,31
",",",",p
demi-honteuse,demi-honteux,30
;,;,p
les,le,71
lèvres,lèvre,22
d',de,81
Octave,Octave,20
lui,lui,51
avaient,avoir,18
produit,produire,12
comme,comme,83
une,un,71
impression,impression,22
de,de,81
fer,fer,21
rouge,rouge,30
/.,/.,P
cependant,cependant,82
elle,il,51
se,se,51
remit,remettre,19
bientôt,bientôt,60
et,et,82
sourit,sourire,19
de,de,81
son,son,73
enfantillage,enfantillage,21
/.,/.,P
“,“,p
vous,vous,51
ne,ne,60
me,je,51
répondez,répondre,17
pas,pas,60
",",",",p
cher,cher,30
Olaf,Olaf,20
;,;,p
savez,savoir,17
vous,vous,51
qu',que,83
il,il,51
y,y,52
a,avoir,17
plus,plus,60
de,de,81
six,six,72
heures,heure,22
que,que,83
je,je,51
ne,ne,60
vous,vous,51
ai,avoir,17
vu,voir,12
;,;,p
vous,vous,51
me,je,51
négligez,négliger,17
",",",",p
dit,dire,19
elle,il,51
d',de,81
un,un,71
ton,ton,21
de,de,81
reproche,reproche,21
;,;,p
autrefois,autrefois,60
vous,vous,51
ne,ne,60
m',je,51
auriez,avoir,16
pas,pas,60
abandonnée,abandonner,12
ainsi,ainsi,60
toute,tout,75
une,un,71
longue,long,30
soirée,soirée,22
/.,/.,P
avez,avoir,17
vous,vous,51
pensé,penser,12
à,à,81
moi,moi,51
seulement,seulement,60
/?,/?,P
toujours,toujours,60
",",",",p
répondit,répondre,19
Octave,Octave,20
Labinski,Labinski,20
/.,/.,P
-,-,p
oh,oh,93
!,!,p
non,non,60
",",",",p
pas,pas,60
toujours,toujours,60
;,;,p
je,je,51
sens,sentir,17
quand,quand,83
vous,vous,51
pensez,penser,17
à,à,81
moi,moi,51
",",",",p
même,même,60
de,de,81
loin,loin,60
/.,/.,P
ce,ce,74
soir,soir,21
",",",",p
par,par,81
exemple,exemple,21
",",",",p
j',je,51
étais,être,18
seule,seul,30
",",",",p
assise,assis,31
à,à,81
mon,mon,73
piano,piano,21
",",",",p
jouant,jouer,13
un,un,71
morceau,morceau,21
de,de,81
Weber,Weber,20
et,et,82
berçant,bercer,13
mon,mon,73
ennui,ennui,21
de,de,81
musique,musique,22
;,;,p
votre,votre,73
âme,âme,22
a,avoir,17
voltigé,voltiger,12
quelques,quelque,75
minutes,minute,22
autour,autour,60
de,de,81
moi,moi,51
dans,dans,81
le,le,71
tourbillon,tourbillon,21
sonore,sonore,30
des,de,81
des,le,71
notes,note,22
;,;,p
puis,puis,60
elle,il,51
s',se,51
est,être,17
envolée,envoler,12
je,je,51
ne,ne,60
sais,savoir,17
où,où,60
sur,sur,81
le,le,71
dernier,dernier,30
accord,accord,21
",",",",p
et,et,82
n',ne,60
est,être,17
pas,pas,60
revenue,revenir,12
/.,/.,P
ne,ne,60
mentez,mentir,17
pas,pas,60
",",",",p
je,je,51
suis,être,17
sûre,sûr,30
de,de,81
ce,ce,52
que,que,52
je,je,51
dis,dire,17
/.,/.,P
“,“,p
Prascovie,Prascovie,20
",",",",p
en,en,81
effet,effet,21
",",",",p
ne,ne,60
se,se,51
trompait,tromper,18
pas,pas,60
;,;,p
c',ce,52
était,être,18
le,le,71
moment,moment,21
où,où,60
chez,chez,81
le,le,71
docteur,docteur,21
Balthazar,Balthazar,20
Cherbonneau,Cherbonneau,20
le,le,71
comte,comte,21
Olaf,Olaf,20
Labinski,Labinski,20
se,se,51
penchait,pencher,18
sur,sur,81
le,le,71
verre,verre,21
d',de,81
eau,eau,22
magique,magique,30
",",",",p
évoquant,évoquer,13
une,un,71
image,image,22
adorée,adoré,31
de,de,81
toute,tout,75
la,le,71
force,force,22
d',de,81
une,un,71
pensée,pensée,22
fixe,fixer,17
/.,/.,P
à,à,81
dater,dater,14
de,de,81
là,là,60
",",",",p
le,le,71
comte,comte,21
",",",",p
submergé,submergé,31
dans,dans,81
l',le,71
océan,océan,21
sans,sans,81
fond,fond,21
du,de,81
du,le,71
sommeil,sommeil,21
magnétique,magnétique,30
",",",",p
n',ne,60
avait,avoir,18
plus,plus,60
eu,avoir,12
ni,ni,82
idée,idée,22
",",",",p
ni,ni,82
sentiment,sentiment,21
",",",",p
ni,ni,82
volition,volition,22
/.,/.,P
les,le,71
femmes,femme,22
",",",",p
ayant,avoir,13
achevé,achever,12
la,le,71
toilette,toilette,22
nocturne,nocturne,30
de,de,81
la,le,71
comtesse,comtesse,22
",",",",p
se,se,51
retirèrent,retirer,19
;,;,p
Octave,Octave,20
Labsinki,Labsinki,20
restait,rester,18
toujours,toujours,60
debout,debout,60
",",",",p
suivant,suivant,81
Prascovie,Prascovie,20
d',de,81
un,un,71
regard,regard,21
enflammé,enflammé,31
/.,/.,P
-,-,p
gênée,gêné,31
et,et,82
brûlée,brûlé,31
par,par,81
ce,ce,74
regard,regard,21
",",",",p
la,le,71
comtesse,comtesse,22
s',se,51
enveloppa,envelopper,19
de,de,81
son,son,73
bournous,burnous,21
comme,comme,83
la,le,71
Polymnie,Polymnie,20
de,de,81
sa,son,73
draperie,draperie,22
/.,/.,P
sa,son,73
tête,tête,22
seul,seul,30
apparaissait,apparaître,18
au-dessus,au-dessus,60
des,de,81
des,le,71
plis,pli,21
blancs,blanc,30
et,et,82
bleus,bleu,30
",",",",p
inquiète,inquiet,30
",",",",p
mais,mais,82
charmante,charmant,30
/.,/.,P
bien,bien,60
qu',que,83
aucune,aucun,75
pénétration,pénétration,22
humaine,humain,30
n',ne,60
eût,avoir,19
pu,pouvoir,12
deviner,deviner,14
le,le,71
mystérieux,mystérieux,30
déplacement,déplacement,21
d',de,81
âmes,âme,22
opéré,opéré,31
par,par,81
le,le,71
docteur,docteur,21
Cherbonneau,Cherbonneau,20
au,à,81
au,le,71
moyen,moyen,21
de,de,81
la,le,71
formule,formule,22
du,de,81
du,le,71
sannyâsi,sannyâsi,92
Brahma,Brahma,20
Logum,Logum,20
",",",",p
Prascovie,Prascovie,20
ne,ne,60
reconnaissait,reconnaître,18
pas,pas,60
",",",",p
dans,dans,81
les,le,71
yeux,oeil,21
d',de,81
Octave,Octave,20
Labinski,Labinski,20
",",",",p
l',le,71
expression,expression,22
ordinaire,ordinaire,30
des,de,81
des,le,71
yeux,oeil,21
d',de,81
Olaf,Olaf,20
",",",",p
celle,celui,52
d',de,81
un,un,71
amour,amour,21
pur,pur,30
",",",",p
calme,calme,30
",",",",p
égal,égal,30
",",",",p
éternel,éternel,30
comme,comme,83
l',le,71
amour,amour,21
des,de,81
des,le,71
anges,ange,21
;,;,p
-,-,p
une,un,71
passion,passion,22
terrestre,terrestre,30
incendiait,incendier,18
ce,ce,74
regard,regard,21
",",",",p
qui,qui,52
la,le,52
troublait,troubler,18
et,et,82
la,le,52
faisait,faire,18
rougir,rougir,14
/.,/.,P
-,-,p
elle,il,51
ne,ne,60
se,se,51
rendait,rendre,18
pas,pas,60
compte,compte,21
de,de,81
ce,ce,52
qui,qui,52
s',se,51
était,être,18
passé,passer,12
",",",",p
mais,mais,82
il,il,51
s',se,51
était,être,18
passé,passer,12
quelque,quelque,75
chose,chose,22
/.,/.,P
mille,mille,72
suppositions,supposition,22
étranges,étrange,30
lui,lui,51
traversèrent,traverser,19
la,le,71
pensée,pensée,22
:,:,p
n',ne,60
était,être,18
elle,il,51
plus,plus,60
pour,pour,81
Olaf,Olaf,20
qu',que,83
une,un,71
femme,femme,22
vulgaire,vulgaire,30
",",",",p
désirée,désiré,31
pour,pour,81
sa,son,73
beauté,beauté,22
comme,comme,83
une,un,71
courtisane,courtisane,22
?,?,p
l',le,71
accord,accord,21
sublime,sublimer,17
de,de,81
leurs,leur,73
âmes,âme,22
avait,avoir,18
il,il,51
été,être,12
rompu,rompu,31
par,par,81
quelque,quelque,75
dissonance,dissonance,22
qu',que,83
elle,il,51
ignorait,ignorer,18
/?,/?,P
Olaf,Olaf,20
en,en,52
aimait,aimer,18
il,il,51
une,un,71
autre,autre,52
?,?,p
les,le,71
corruptions,corruption,22
de,de,81
Paris,Paris,20
avaient,avoir,18
elles,ils,51
souillé,souiller,12
ce,ce,74
chaste,chaste,30
coeur,coeur,21
/?,/?,P
elle,il,51
se,se,51
posa,poser,19
rapidement,rapidement,60
ces,ce,74
questions,question,22
sans,sans,81
pouvoir,pouvoir,14
y,y,52
répondre,répondre,14
d',de,81
une,un,71
manière,manière,22
satisfaisante,satisfaisant,30
",",",",p
et,et,82
se,se,51
dit,dire,19
qu',que,83
elle,il,51
était,être,18
folle,fou,30
:,:,p
mais,mais,82
",",",",p
au,à,81
au,le,71
fond,fond,21
",",",",p
elle,il,51
sentait,sentir,18
qu',que,83
elle,il,51
avait,avoir,18
raison,raison,22
/.,/.,P
une,un,71
terreur,terreur,22
secrète,secret,30
l',le,52
envahissait,envahir,18
comme,comme,83
si,si,83
elle,il,51
eût,avoir,19
été,être,12
en,en,81
présence,présence,22
d',de,81
un,un,71
danger,danger,21
inconnu,inconnu,30
",",",",p
mais,mais,82
deviné,deviné,31
par,par,81
cette,ce,74
seconde,second,72
vue,vue,22
de,de,81
l',le,71
âme,âme,22
",",",",p
à,à,81
laquelle,lequel,52
on,on,51
a,avoir,17
toujours,toujours,60
tort,tort,21
de,de,81
ne,ne,60
pas,pas,60
obéir,obéir,14
/.,/.,P
elle,il,51
se,se,51
