11362
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quatorzième extrait>,<>,<>
riant,rire,13
/.,/.,P
à,à,81
peine,peine,22
de,de,81
retour,retour,21
au,à,81
au,le,71
ministère,ministère,21
",",",",p
il,il,51
fit,faire,19
appeler,appeler,14
l',le,71
abbé,abbé,21
Dugnani,Dugnani,20
/.,/.,P
-,-,p
vous,vous,51
dirigez,diriger,17
la,le,71
conscience,conscience,22
de,de,81
mon,mon,73
excellent,excellent,30
ami,ami,21
le,le,71
fiscal,fiscal,21
général,général,30
Rassi,Rassi,20
",",",",p
n',ne,60
aurait,avoir,16
il,il,51
rien,rien,52
à,à,81
me,je,51
dire,dire,14
/?,/?,P
et,et,82
",",",",p
sans,sans,81
autres,autre,75
paroles,parole,22
ou,ou,82
plus,plus,60
de,de,81
cérémonie,cérémonie,22
",",",",p
il,il,51
renvoya,renvoyer,19
le,le,71
Dugnani,Dugnani,20
/.,/.,P
<Livre Second - Chapitre XVII>,<>,<>
le,le,71
comte,comte,21
se,se,51
regardait,regarder,18
comme,comme,83
hors,hors,81
du,de,81
du,le,71
ministère,ministère,21
/.,/.,P
voyons,voir,17
un,un,71
peu,peu,60
",",",",p
se,se,51
dit,dire,19
il,il,51
",",",",p
combien,combien,60
nous,nous,51
pourrons,pouvoir,15
avoir,avoir,14
de,de,81
chevaux,cheval,21
après,après,81
ma,mon,73
disgrâce,disgrâce,22
",",",",p
car,car,82
c',ce,52
est,être,17
ainsi,ainsi,60
qu',que,83
on,on,51
appellera,appeler,15
ma,mon,73
retraite,retraite,22
/.,/.,P
le,le,71
comte,comte,21
fit,faire,19
l',le,71
état,état,21
de,de,81
sa,son,73
fortune,fortune,22
:,:,p
il,il,51
était,être,18
entré,entrer,12
au,à,81
au,le,71
ministère,ministère,21
avec,avec,81
quatre,quatre,72
vingt,vingt,72
mille,mille,72
francs,franc,21
de,de,81
bien,bien,21
;,;,p
à,à,81
son,son,73
grand,grand,30
étonnement,étonnement,21
",",",",p
il,il,51
trouva,trouver,19
que,que,83
",",",",p
tout,tout,52
compté,compté,31
",",",",p
son,son,73
avoir,avoir,21
actuel,actuel,30
ne,ne,60
s',se,51
élevait,élever,18
pas,pas,60
à,à,81
cinq,cinq,72
cent,cent,72
mille,mille,72
francs,franc,21
:,:,p
c',ce,52
est,être,17
vingt,vingt,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
tout,tout,60
au,à,81
au,le,71
plus,plus,60
",",",",p
se,se,51
dit,dire,19
il,il,51
/.,/.,P
il,il,51
faut,falloir,17
convenir,convenir,14
que,que,83
je,je,51
suis,être,17
un,un,71
grand,grand,30
étourdi,étourdi,21
/!,/!,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
un,un,71
bourgeois,bourgeois,21
à,à,81
Parme,Parme,20
qui,qui,52
ne,ne,60
me,je,51
croie,croire,17
cent,cent,72
cinquante,cinquante,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
;,;,p
et,et,82
le,le,71
prince,prince,21
",",",",p
sur,sur,81
ce,ce,74
sujet,sujet,21
",",",",p
est,être,17
plus,plus,60
bourgeois,bourgeois,30
qu',que,83
un,un,71
autre,autre,52
/.,/.,P
quand,quand,83
ils,ils,51
me,je,51
verront,voir,15
dans,dans,81
la,le,71
crotte,crotte,22
",",",",p
ils,ils,51
diront,dire,15
que,que,83
je,je,51
sais,savoir,17
bien,bien,60
cacher,cacher,14
ma,mon,73
fortune,fortune,22
/.,/.,P
pardieu,pardieu,93
",",",",p
s',se,51
écria,écrier,19
t,t,94
il,il,51
",",",",p
si,si,83
je,je,51
suis,être,17
encore,encore,60
ministre,ministre,21
trois,trois,72
mois,mois,21
",",",",p
nous,nous,51
la,le,52
verrons,voir,15
doublée,doublé,31
cette,ce,74
fortune,fortune,22
/.,/.,P
il,il,51
trouva,trouver,19
dans,dans,81
cette,ce,74
idée,idée,22
l',le,71
occasion,occasion,22
d',de,81
écrire,écrire,14
à,à,81
la,le,71
duchesse,duchesse,22
",",",",p
et,et,82
la,le,52
saisit,saisir,19
avec,avec,81
avidité,avidité,22
;,;,p
mais,mais,82
pour,pour,81
se,se,51
faire,faire,14
pardonner,pardonner,14
une,un,71
lettre,lettre,22
dans,dans,81
les,le,71
termes,terme,21
où,où,60
ils,ils,51
en,en,52
étaient,être,18
",",",",p
il,il,51
remplit,remplir,19
celle-ci,celui-ci,52
de,de,81
chiffres,chiffre,21
et,et,82
de,de,81
calculs,calcul,21
/.,/.,P
nous,nous,51
n',ne,60
aurons,avoir,15
que,que,83
vingt,vingt,72
mille,mille,72
livres,livre,22
de,de,81
rente,rente,22
",",",",p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
pour,pour,81
vivre,vivre,14
tous,tout,75
trois,trois,72
à,à,81
Naples,Naples,20
",",",",p
Fabrice,Fabrice,20
",",",",p
vous,vous,51
et,et,82
moi,moi,51
/.,/.,P
Fabrice,Fabrice,20
et,et,82
moi,moi,51
nous,nous,51
aurons,avoir,15
un,un,71
cheval,cheval,21
de,de,81
selle,selle,22
à,à,81
nous,nous,51
deux,deux,72
/.,/.,P
le,le,71
ministre,ministre,21
venait,venir,18
à,à,81
peine,peine,22
d',de,81
envoyer,envoyer,14
sa,son,73
lettre,lettre,22
",",",",p
lorsqu',lorsque,83
on,on,51
annonça,annoncer,19
le,le,71
fiscal,fiscal,21
général,général,30
Rassi,Rassi,20
;,;,p
il,il,51
le,le,52
reçut,recevoir,19
avec,avec,81
une,un,71
hauteur,hauteur,22
qui,qui,52
frisait,friser,18
l',le,71
impertinence,impertinence,22
/.,/.,P
-,-,p
comment,comment,60
",",",",p
monsieur,monsieur,21
",",",",p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
vous,vous,51
faites,faire,17
enlever,enlever,14
à,à,81
Bologne,Bologne,20
un,un,71
conspirateur,conspirateur,21
que,que,52
je,je,51
protège,protéger,17
",",",",p
de,de,81
plus,plus,60
vous,vous,51
voulez,vouloir,17
lui,lui,51
couper,couper,14
le,le,71
cou,cou,21
",",",",p
et,et,82
vous,vous,51
ne,ne,60
me,je,51
dites,dire,17
rien,rien,52
/!,/!,P
savez,savoir,17
vous,vous,51
au,à,81
au,le,71
moins,moins,60
le,le,71
nom,nom,21
de,de,81
mon,mon,73
successeur,successeur,21
/?,/?,P
est,être,17
ce,ce,52
le,le,71
général,général,21
Conti,Conti,20
",",",",p
ou,ou,82
vous-même,vous-même,51
/?,/?,P
le,le,71
Rassi,Rassi,20
fut,être,19
atterré,atterrer,12
;,;,p
il,il,51
avait,avoir,18
trop,trop,60
peu,peu,60
d',de,81
habitude,habitude,22
de,de,81
la,le,71
bonne,bon,30
compagnie,compagnie,22
pour,pour,81
deviner,deviner,14
si,si,83
le,le,71
comte,comte,21
parlait,parler,18
sérieusement,sérieusement,60
:,:,p
il,il,51
rougit,rougir,19
beaucoup,beaucoup,60
",",",",p
ânonna,ânonner,19
quelques,quelque,75
mots,mot,21
peu,peu,60
intelligibles,intelligible,30
;,;,p
le,le,71
comte,comte,21
le,le,52
regardait,regarder,18
et,et,82
jouissait,jouir,18
de,de,81
son,son,73
embarras,embarras,21
/.,/.,P
tout,tout,60
à,à,81
coup,coup,21
le,le,71
Rassi,Rassi,20
se,se,51
secoua,secouer,19
et,et,82
s',se,51
écria,écrier,19
avec,avec,81
une,un,71
aisance,aisance,22
parfaite,parfait,31
et,et,82
de,de,81
l',le,71
air,air,21
de,de,81
Figaro,Figaro,20
pris,pris,31
en,en,81
flagrant,flagrant,30
délit,délit,21
par,par,81
Almaviva,Almaviva,20
:,:,p
-,-,p
ma,mon,73
foi,foi,22
",",",",p
monsieur,monsieur,21
le,le,71
comte,comte,21
",",",",p
je,je,51
n',ne,60
irai,aller,15
point,point,60
par,par,81
quatre,quatre,72
chemins,chemin,21
avec,avec,81
votre,votre,73
excellence,excellence,22
:,:,p
que,que,52
me,je,51
donnerez,donner,15
vous,vous,51
pour,pour,81
répondre,répondre,14
à,à,81
toutes,tout,75
vos,votre,73
questions,question,22
comme,comme,83
je,je,51
ferais,faire,16
à,à,81
celles,celui,52
de,de,81
mon,mon,73
confesseur,confesseur,21
/?,/?,P
-,-,p
la,le,71
croix,croix,22
de,de,81
Saint-Paul,Saint-Paul,20
(,(,p
c',ce,52
est,être,17
l',le,71
ordre,ordre,21
de,de,81
Parme,Parme,20
),),p
",",",",p
ou,ou,82
de,de,81
l',le,71
argent,argent,21
",",",",p
si,si,83
vous,vous,51
pouvez,pouvoir,17
me,je,51
fournir,fournir,14
un,un,71
prétexte,prétexte,21
pour,pour,81
vous,vous,51
en,en,52
accorder,accorder,14
/.,/.,P
-,-,p
j',je,51
aime,aimer,17
mieux,mieux,60
la,le,71
croix,croix,22
de,de,81
Saint-Paul,Saint-Paul,20
",",",",p
parce qu',parce que,83
elle,il,51
m',je,51
anoblit,anoblir,17
/.,/.,P
-,-,p
comment,comment,60
",",",",p
cher,cher,30
fiscal,fiscal,21
",",",",p
vous,vous,51
faites,faire,17
encore,encore,60
quelque,quelque,75
cas,cas,21
de,de,81
notre,notre,73
pauvre,pauvre,30
noblesse,noblesse,22
/?,/?,P
-,-,p
si,si,83
j',je,51
étais,être,18
né,naître,12
noble,noble,30
",",",",p
répondit,répondre,19
le,le,71
Rassi,Rassi,20
avec,avec,81
toute,tout,75
l',le,71
impudence,impudence,22
de,de,81
son,son,73
métier,métier,21
",",",",p
les,le,71
parents,parent,21
des,de,81
des,le,71
gens,gens,21
que,que,52
j',je,51
ai,avoir,17
fait,faire,12
pendre,pendre,14
me,je,51
haïraient,haïr,16
",",",",p
mais,mais,82
ils,ils,51
ne,ne,60
me,je,51
mépriseraient,mépriser,16
pas,pas,60
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
je,je,51
vous,vous,51
sauverai,sauver,15
du,de,81
du,le,71
mépris,mépris,21
",",",",p
dit,dire,19
le,le,71
comte,comte,21
",",",",p
guérissez,guérir,17
moi,moi,51
de,de,81
mon,mon,73
ignorance,ignorance,22
/.,/.,P
que,que,52
comptez,compter,17
vous,vous,51
faire,faire,14
de,de,81
Fabrice,Fabrice,20
/?,/?,P
-,-,p
ma,mon,73
foi,foi,22
",",",",p
le,le,71
prince,prince,21
est,être,17
fort,fort,60
embarrassé,embarrasser,12
:,:,p
il,il,51
craint,craindre,17
que,que,83
",",",",p
séduit,séduit,31
par,par,81
les,le,71
beaux,beau,30
yeux,oeil,21
d',de,81
Armide,Armide,20
",",",",p
pardonnez,pardonner,17
à,à,81
ce,ce,74
langage,langage,21
un,un,71
peu,peu,60
vif,vif,30
",",",",p
ce,ce,52
sont,être,17
les,le,71
termes,terme,21
précis,précis,30
du,de,81
du,le,71
souverain,souverain,21
;,;,p
il,il,51
craint,craindre,17
que,que,83
",",",",p
séduit,séduit,31
par,par,81
de,de,81
fort,fort,60
beaux,beau,30
yeux,oeil,21
qui,qui,52
l',le,52
ont,avoir,17
un,un,71
peu,peu,60
touché,toucher,12
lui-même,lui-même,51
",",",",p
vous,vous,51
ne,ne,60
le,le,52
plantiez,planter,17
là,là,60
",",",",p
et,et,82
il,il,51
n',ne,60
y,y,52
a,avoir,17
que,que,83
vous,vous,51
pour,pour,81
les,le,71
affaires,affaire,22
de,de,81
Lombardie,Lombardie,20
/.,/.,P
je,je,51
vous,vous,51
dirai,dire,15
même,même,60
",",",",p
ajouta,ajouter,19
Rassi,Rassi,20
en,en,81
baissant,baisser,13
la,le,71
voix,voix,22
",",",",p
qu',que,83
il,il,51
y,y,52
a,avoir,17
là,là,60
une,un,71
fière,fier,30
occasion,occasion,22
pour,pour,81
vous,vous,51
",",",",p
et,et,82
qui,qui,52
vaut,valoir,17
bien,bien,60
la,le,71
croix,croix,22
de,de,81
Saint-Paul,Saint-Paul,20
que,que,83
vous,vous,51
me,je,51
donnez,donner,17
/.,/.,P
le,le,71
prince,prince,21
vous,vous,51
accorderait,accorder,16
",",",",p
comme,comme,83
récompense,récompense,22
nationale,national,30
",",",",p
une,un,71
jolie,joli,30
terre,terre,22
valant,valoir,13
six,six,72
cent,cent,72
mille,mille,72
francs,franc,21
qu',que,52
il,il,51
distrairait,distraire,16
de,de,81
son,son,73
domaine,domaine,21
",",",",p
ou,ou,82
une,un,71
gratification,gratification,22
de,de,81
trois,trois,72
cent,cent,72
mille,mille,72
francs,franc,30
écus,écu,21
",",",",p
si,si,83
vous,vous,51
vouliez,vouloir,17
consentir,consentir,14
à,à,81
ne,ne,60
pas,pas,60
vous,vous,51
mêler,mêler,14
du,de,81
du,le,71
sort,sort,21
de,de,81
Fabrice,Fabrice,20
del,del,92
Dongo,Dongo,20
",",",",p
ou,ou,82
du,de,81
du,le,71
moins,moins,60
à,à,81
ne,ne,60
lui,lui,51
en,en,52
parler,parler,14
qu',que,83
en,en,81
public,public,21
/.,/.,P
-,-,p
je,je,51
m',je,51
attendais,attendre,18
à,à,81
mieux,mieux,60
que,que,83
ça,ça,52
",",",",p
dit,dire,19
le,le,71
comte,comte,21
;,;,p
ne,ne,60
pas,pas,60
me,je,51
mêler,mêler,14
de,de,81
Fabrice,Fabrice,20
c',ce,52
est,être,17
me,je,51
brouiller,brouiller,14
avec,avec,81
la,le,71
duchesse,duchesse,22
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
c',ce,52
est,être,17
encore,encore,60
ce,ce,52
que,que,52
dit,dire,17
le,le,71
prince,prince,21
:,:,p
le,le,71
fait,fait,21
est,être,17
qu',que,83
il,il,51
est,être,17
horriblement,horriblement,60
monté,monter,12
contre,contre,81
madame,madame,22
la,le,71
duchesse,duchesse,22
",",",",p
entre,entre,81
nous,nous,51
soit,être,17
dit,dire,12
;,;,p
et,et,82
il,il,51
craint,craindre,17
que,que,83
",",",",p
pour,pour,81
dédommagement,dédommagement,21
de,de,81
la,le,71
brouille,brouille,22
avec,avec,81
cette,ce,74
dame,dame,22
aimable,aimable,30
",",",",p
maintenant,maintenant,60
que,que,83
vous,vous,51
voilà,voilà,81
veuf,veuf,21
",",",",p
vous,vous,51
ne,ne,60
lui,lui,51
demandiez,demander,17
la,le,71
main,main,22
de,de,81
sa,son,73
cousine,cousine,22
",",",",p
la,le,71
vieille,vieux,30
princesse,princesse,22
Isota,Isota,20
",",",",p
laquelle,lequel,52
n',ne,60
est,être,17
âgée,âgé,30
que,que,83
de,de,81
cinquante,cinquante,72
ans,an,21
/.,/.,P
-,-,p
il,il,51
a,avoir,17
deviné,deviner,12
juste,juste,60
",",",",p
s',se,51
écria,écrier,19
le,le,71
comte,comte,21
",",",",p
notre,notre,73
maître,maître,21
est,être,17
l',le,71
homme,homme,21
le,le,71
plus,plus,60
fin,fin,30
de,de,81
ses,son,73
états,état,21
/.,/.,P
jamais,jamais,60
le,le,71
comte,comte,21
n',ne,60
avait,avoir,18
eu,avoir,12
l',le,71
idée,idée,22
baroque,baroque,30
d',de,81
épouser,épouser,14
cette,ce,74
vieille,vieux,30
princesse,princesse,22
;,;,p
rien,rien,52
ne,ne,60
fût,être,19
allé,aller,12
plus,plus,60
mal,mal,60
à,à,81
un,un,71
homme,homme,21
que,que,83
les,le,71
cérémonies,cérémonie,22
de,de,81
cour,cour,22
ennuyaient,ennuyer,18
à,à,81
la,le,71
mort,mort,22
/.,/.,P
il,il,51
se,se,51
mit,mettre,19
à,à,81
jouer,jouer,14
avec,avec,81
sa,son,73
tabatière,tabatière,22
sur,sur,81
le,le,71
marbre,marbre,21
d',de,81
une,un,71
petite,petit,30
table,table,22
voisine,voisin,30
de,de,81
son,son,73
fauteuil,fauteuil,21
/.,/.,P
Rassi,Rassi,20
vit,voir,19
dans,dans,81
ce,ce,74
geste,geste,21
d',de,81
embarras,embarras,21
la,le,71
possibilité,possibilité,22
d',de,81
une,un,71
bonne,bon,30
aubaine,aubaine,22
;,;,p
son,son,73
oeil,oeil,21
brilla,briller,19
/.,/.,P
-,-,p
de,de,81
grâce,grâce,22
",",",",p
monsieur,monsieur,21
le,le,71
comte,comte,21
",",",",p
s',se,51
écria,écrier,19
t,t,94
il,il,51
si,si,83
votre,votre,73
excellence,excellence,22
veut,vouloir,17
accepter,accepter,14
",",",",p
ou,ou,82
la,le,71
terre,terre,22
de,de,81
six,six,72
cent,cent,72
mille,mille,72
francs,franc,21
",",",",p
ou,ou,82
la,le,71
gratification,gratification,22
en,en,81
argent,argent,21
",",",",p
je,je,51
la,le,52
prie,prier,17
de,de,81
ne,ne,60
point,point,60
choisir,choisir,14
d',de,81
autre,autre,75
négociateur,négociateur,21
que,que,83
moi,moi,51
/.,/.,P
je,je,51
me,je,51
ferais,faire,16
fort,fort,60
",",",",p
ajouta,ajouter,19
t,t,94
il,il,51
en,en,81
baissant,baisser,13
la,le,71
voix,voix,22
",",",",p
de,de,81
faire,faire,14
augmenter,augmenter,14
la,le,71
gratification,gratification,22
en,en,81
argent,argent,21
ou,ou,82
même,même,60
de,de,81
faire,faire,14
joindre,joindre,14
une,un,71
forêt,forêt,22
assez,assez,60
importante,important,30
à,à,81
la,le,71
terre,terre,22
domaniale,domanial,30
/.,/.,P
si,si,83
votre,votre,73
excellence,excellence,22
daignait,daigner,18
mettre,mettre,14
un,un,71
peu,peu,60
de,de,81
douceur,douceur,22
et,et,82
de,de,81
ménagement,ménagement,21
dans,dans,81
sa,son,73
façon,façon,22
de,de,81
parler,parler,14
au,à,81
au,le,71
prince,prince,21
de,de,81
ce,ce,74
morveux,morveux,21
qu',que,52
on,on,51
a,avoir,17
coffré,coffrer,12
",",",",p
on,on,51
pourrait,pouvoir,16
peut-être,peut-être,60
ériger,ériger,14
en,en,81
duché,duché,21
la,le,71
terre,terre,22
que,que,52
lui,lui,51
offrirait,offrir,16
la,le,71
reconnaissance,reconnaissance,22
nationale,national,30
/.,/.,P
je,je,51
le,le,52
répète,répéter,17
à,à,81
votre,votre,73
excellence,excellence,22
;,;,p
le,le,71
prince,prince,21
",",",",p
pour,pour,81
le,le,71
quart,quart,21
d',de,81
heure,heure,22
",",",",p
exècre,exécrer,17
la,le,71
duchesse,duchesse,22
",",",",p
mais,mais,82
il,il,51
est,être,17
fort,fort,60
embarrassé,embarrasser,12
",",",",p
et,et,82
même,même,60
au,à,81
au,le,71
point,point,21
que,que,83
j',je,51
ai,avoir,17
cru,croire,12
parfois,parfois,60
qu',que,83
il,il,51
y,y,52
avait,avoir,18
quelque,quelque,75
circonstance,circonstance,22
secrète,secret,30
qu',que,52
il,il,51
n',ne,60
osait,oser,18
pas,pas,60
m',je,51
avouer,avouer,14
/.,/.,P
au,à,81
au,le,71
fond,fond,21
on,on,51
peut,pouvoir,17
trouver,trouver,14
ici,ici,60
une,un,71
mine,mine,22
d',de,81
or,or,21
",",",",p
moi,moi,51
vous,vous,51
vendant,vendre,13
ses,son,73
secrets,secret,21
les,le,71
plus,plus,60
intimes,intime,30
et,et,82
fort,fort,60
librement,librement,60
",",",",p
car,car,82
on,on,51
me,je,51
croit,croire,17
votre,votre,73
ennemi,ennemi,21
juré,juré,31
/.,/.,P
au,à,81
au,le,71
fond,fond,21
",",",",p
s',si,83
il,il,51
est,être,17
furieux,furieux,30
contre,contre,81
la,le,71
duchesse,duchesse,22
",",",",p
il,il,51
croit,croire,17
aussi,aussi,60
",",",",p
et,et,82
comme,comme,83
nous,nous,51
tous,tout,52
",",",",p
que,que,83
vous,vous,51
seul,seul,30
au,à,81
au,le,71
monde,monde,21
pouvez,pouvoir,17
conduire,conduire,14
à,à,81
bien,bien,21
toutes,tout,75
les,le,71
démarches,démarche,22
secrètes,secret,30
relatives,relatif,30
au,à,81
au,le,71
Milanais,Milanais,20
/.,/.,P
votre,votre,73
excellence,excellence,22
me,je,51
permet,permettre,17
elle,il,51
de,de,81
lui,lui,51
répéter,répéter,14
textuellement,textuellement,60
les,le,71
paroles,parole,22
du,de,81
du,le,71
souverain,souverain,21
?,?,p
dit,dire,19
le,le,71
Rassi,Rassi,20
en,en,81
s',se,51
échauffant,échauffer,13
",",",",p
il,il,51
y,y,52
a,avoir,17
souvent,souvent,60
une,un,71
physionomie,physionomie,22
dans,dans,81
la,le,71
position,position,22
des,de,81
des,le,71
mots,mot,21
",",",",p
qu',que,52
aucune,aucun,75
traduction,traduction,22
ne,ne,60
saurait,savoir,16
rendre,rendre,14
",",",",p
et,et,82
vous,vous,51
pourrez,pouvoir,15
y,y,52
voir,voir,14
plus,plus,60
que,que,83
je,je,51
n',ne,60
y,y,52
vois,voir,17
/.,/.,P
-,-,p
je,je,51
permets,permettre,17
tout,tout,52
",",",",p
dit,dire,19
le,le,71
comte,comte,21
en,en,81
continuant,continuer,13
",",",",p
d',de,81
un,un,71
air,air,21
distrait,distrait,31
",",",",p
à,à,81
frapper,frapper,14
la,le,71
table,table,22
de,de,81
marbre,marbre,21
avec,avec,81
sa,son,73
tabatière,tabatière,22
d',de,81
or,or,21
",",",",p
je,je,51
permets,permettre,17
tout,tout,52
et,et,82
je,je,51
serai,être,16
reconnaissant,reconnaissant,30
/.,/.,P
-,-,p
donnez,donner,17
moi,moi,51
des,de,81
des,le,71
lettres,lettre,22
de,de,81
noblesse,noblesse,22
transmissible,transmissible,30
",",",",p
indépendamment,indépendamment,60
de,de,81
la,le,71
croix,croix,22
",",",",p
et,et,82
je,je,51
serai,être,16
plus,plus,60
que,que,83
satisfait,satisfaire,12
/.,/.,P
quand,quand,83
je,je,51
parle,parler,17
d',de,81
anoblissement,anoblissement,21
au,à,81
au,le,71
prince,prince,21
",",",",p
il,il,51
me,je,51
répond,répondre,17
:,:,p
un,un,71
coquin,coquin,21
tel,tel,75
que,que,83
toi,toi,51
",",",",p
noble,noble,30
/?,/?,P
il,il,51
faudrait,falloir,16
fermer,fermer,14
boutique,boutique,22
dès,dès,81
le,le,71
lendemain,lendemain,21
;,;,p
personne,personne,52
à,à,81
Parme,Parme,20
ne,ne,60
voudrait,vouloir,16
plus,plus,60
se,se,51
faire,faire,14
anoblir,anoblir,14
/.,/.,P
pour,pour,81
en,en,52
revenir,revenir,14
à,à,81
l',le,71
affaire,affaire,22
du,de,81
du,le,71
Milanais,Milanais,20
",",",",p
le,le,71
prince,prince,21
me,je,51
disait,dire,18
",",",",p
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
trois,trois,72
jours,jour,21
:,:,p
il,il,51
n',ne,60
y,y,52
a,avoir,17
que,que,83
ce,ce,74
fripon,fripon,30
là,là,60
pour,pour,81
suivre,suivre,14
le,le,71
fil,fil,21
de,de,81
nos,notre,73
intrigues,intrigue,22
;,;,p
si,si,83
je,je,51
le,le,52
chasse,chasser,17
ou,ou,82
s',si,83
il,il,51
suit,suivre,17
la,le,71
duchesse,duchesse,22
",",",",p
il,il,51
vaut,valoir,17
autant,autant,60
que,que,83
je,je,51
renonce,renoncer,17
à,à,81
l',le,71
espoir,espoir,21
de,de,81
me,je,51
voir,voir,14
un,un,71
jour,jour,21
le,le,71
chef,chef,21
libéral,libéral,30
et,et,82
adoré,adoré,31
de,de,81
toute,tout,75
l',le,71
Italie,Italie,20
/.,/.,P
à,à,81
ce,ce,74
mot,mot,21
le,le,71
comte,comte,21
respira,respirer,19
:,:,p
Fabrice,Fabrice,20
ne,ne,60
mourra,mourir,15
pas,pas,60
",",",",p
se,se,51
dit,dire,19
il,il,51
/.,/.,P
de,de,81
sa,son,73
vie,vie,22
le,le,71
Rassi,Rassi,20
n',ne,60
avait,avoir,18
pu,pouvoir,12
arriver,arriver,14
à,à,81
une,un,71
conversation,conversation,22
intime,intime,30
avec,avec,81
le,le,71
premier,premier,72
ministre,ministre,21
:,:,p
il,il,51
était,être,18
hors,hors,81
de,de,81
lui,lui,51
de,de,81
bonheur,bonheur,21
;,;,p
il,il,51
se,se,51
voyait,voir,18
à,à,81
la,le,71
veille,veille,22
de,de,81
pouvoir,pouvoir,14
quitter,quitter,14
ce,ce,74
nom,nom,21
de,de,81
Rassi,Rassi,20
",",",",p
devenu,devenu,31
dans,dans,81
le,le,71
pays,pays,21
synonyme,synonyme,21
de,de,81
tout,tout,52
ce,ce,52
qu',que,52
il,il,51
y,y,52
a,avoir,17
de,de,81
bas,bas,30
et,et,82
de,de,81
vil,vil,30
;,;,p
le,le,71
petit,petit,30
peuple,peuple,21
donnait,donner,18
le,le,71
nom,nom,21
de,de,81
Rassi,Rassi,20
aux,à,81
aux,le,71
chiens,chien,21
enragés,enragé,31
;,;,p
depuis,depuis,81
peu,peu,60
des,de,81
des,le,71
soldats,soldat,21
s',se,51
étaient,être,18
battus,battre,12
en,en,81
duel,duel,21
parce qu',parce que,83
un,un,52
de,de,81
leurs,leur,73
camarades,camarade,21
les,le,52
avait,avoir,18
appelés,appeler,12
Rassi,Rassi,20
/.,/.,P
enfin,enfin,60
il,il,51
ne,ne,60
se,se,51
passait,passer,18
pas,pas,60
de,de,81
semaine,semaine,22
sans,sans,81
que,que,83
ce,ce,74
malheureux,malheureux,30
nom,nom,21
ne,ne,60
vînt,venir,18
s',se,51
enchâsser,enchâsser,14
dans,dans,81
quelque,quelque,75
sonnet,sonnet,21
atroce,atroce,30
/.,/.,P
son,son,73
fils,fils,21
",",",",p
jeune,jeune,30
et,et,82
innocent,innocent,30
écolier,écolier,21
de,de,81
seize,seize,72
ans,an,21
",",",",p
était,être,18
chassé,chasser,12
des,de,81
des,le,71
cafés,café,21
",",",",p
sur,sur,81
son,son,73
nom,nom,21
/.,/.,P
c',ce,52
est,être,17
le,le,71
souvenir,souvenir,21
brûlant,brûlant,30
de,de,81
tous,tout,75
ces,ce,74
agréments,agrément,21
de,de,81
sa,son,73
position,position,22
qui,qui,52
lui,lui,51
fit,faire,19
commettre,commettre,14
une,un,71
imprudence,imprudence,22
/.,/.,P
-,-,p
j',je,51
ai,avoir,17
une,un,71
terre,terre,22
",",",",p
dit,dire,19
il,il,51
au,à,81
au,le,71
comte,comte,21
en,en,81
rapprochant,rapprocher,13
sa,son,73
chaise,chaise,22
du,de,81
du,le,71
fauteuil,fauteuil,21
du,de,81
du,le,71
ministre,ministre,21
",",",",p
elle,il,51
s',se,51
appelle,appeler,17
Riva,Riva,20
",",",",p
je,je,51
voudrais,vouloir,16
être,être,14
baron,baron,21
Riva,Riva,20
/.,/.,P
-,-,p
pourquoi,pourquoi,60
pas,pas,60
?,?,p
dit,dire,19
le,le,71
ministre,ministre,21
/.,/.,P
Rassi,Rassi,20
était,être,18
hors,hors,81
de,de,81
lui,lui,51
/.,/.,P
-,-,p
eh,eh,93
bien,bien,60
!,!,p
monsieur,monsieur,21
le,le,71
comte,comte,21
",",",",p
je,je,51
me,je,51
permettrai,permettre,15
d',de,81
être,être,14
indiscret,indiscret,30
",",",",p
j',je,51
oserai,oser,15
deviner,deviner,14
le,le,71
but,but,21
de,de,81
vos,votre,73
désirs,désir,21
",",",",p
vous,vous,51
aspirez,aspirer,17
à,à,81
la,le,71
main,main,22
de,de,81
la,le,71
princesse,princesse,22
Isota,Isota,20
",",",",p
et,et,82
c',ce,52
est,être,17
une,un,71
noble,noble,30
ambition,ambition,22
/.,/.,P
une,un,71
fois,fois,22
parent,parent,21
",",",",p
vous,vous,51
êtes,être,17
à,à,81
l',le,71
abri,abri,21
de,de,81
la,le,71
disgrâce,disgrâce,22
",",",",p
vous,vous,51
bouclez,boucler,17
notre,notre,73
homme,homme,21
/.,/.,P
je,je,51
ne,ne,60
vous,vous,51
cacherai,cacher,15
pas,pas,60
qu',que,83
il,il,51
a,avoir,17
ce,ce,74
mariage,mariage,21
avec,avec,81
la,le,71
princesse,princesse,22
Isota,Isota,20
en,en,81
horreur,horreur,22
;,;,p
mais,mais,82
si,si,83
vos,votre,73
affaires,affaire,22
étaient,être,18
confiées,confier,12
à,à,81
