11335
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente et unième extrait>,<>,<>
loin,loin,60
à,à,81
travers,travers,21
le,le,71
bois,bois,21
/.,/.,P
à,à,81
un,un,71
détour,détour,21
imprévu,imprévu,30
que,que,52
fit,faire,19
la,le,71
duchesse,duchesse,22
en,en,81
continuant,continuer,13
sa,son,73
promenade,promenade,22
",",",",p
cet,ce,74
inconnu,inconnu,21
se,se,51
trouva,trouver,19
tellement,tellement,60
près,près,81
d',de,81
elle,il,51
qu',que,83
elle,il,51
eut,avoir,19
peur,peur,22
/.,/.,P
dans,dans,81
le,le,71
premier,premier,72
mouvement,mouvement,21
elle,il,51
appela,appeler,19
son,son,73
garde-chasse,garde-chasse,21
qu',que,52
elle,il,51
avait,avoir,18
laissé,laisser,12
à,à,81
mille,mille,72
pas,pas,21
de,de,81
là,là,60
",",",",p
dans,dans,81
le,le,71
parterre,parterre,21
de,de,81
fleurs,fleur,22
tout,tout,60
près,près,81
du,de,81
du,le,71
château,château,21
/.,/.,P
l',le,71
inconnu,inconnu,21
eut,avoir,19
le,le,71
temps,temps,21
de,de,81
s',se,51
approcher,approcher,14
d',de,81
elle,il,51
et,et,82
se,se,51
jeta,jeter,19
à,à,81
ses,son,73
pieds,pied,21
/.,/.,P
il,il,51
était,être,18
jeune,jeune,30
",",",",p
fort,fort,60
bel,beau,30
homme,homme,21
",",",",p
mais,mais,82
horriblement,horriblement,60
mal,mal,60
mis,mettre,12
;,;,p
ses,son,73
habits,habit,21
avaient,avoir,18
des,de,81
des,le,71
déchirures,déchirure,22
d',de,81
un,un,71
pied,pied,21
de,de,81
long,long,21
",",",",p
mais,mais,82
ses,son,73
yeux,oeil,21
respiraient,respirer,18
le,le,71
feu,feu,21
d',de,81
une,un,71
âme,âme,22
ardente,ardent,30
/.,/.,P
-,-,p
je,je,51
suis,être,17
condamné,condamner,12
à,à,81
mort,mort,22
",",",",p
je,je,51
suis,être,17
le,le,71
médecin,médecin,21
Ferrante,Ferrante,20
Palla,Palla,20
",",",",p
je,je,51
meurs,mourir,17
de,de,81
faim,faim,22
ainsi,ainsi,60
que,que,83
mes,mon,73
cinq,cinq,72
enfants,enfant,21
/.,/.,P
la,le,71
duchesse,duchesse,22
avait,avoir,18
remarqué,remarquer,12
qu',que,83
il,il,51
était,être,18
horriblement,horriblement,60
maigre,maigre,30
;,;,p
mais,mais,82
ses,son,73
yeux,oeil,21
étaient,être,18
tellement,tellement,60
beaux,beau,30
et,et,82
remplis,remplir,12
d',de,81
une,un,71
exaltation,exaltation,22
si,si,60
tendre,tendre,30
",",",",p
qu',que,83
ils,ils,51
lui,lui,51
ôtèrent,ôter,19
l',le,71
idée,idée,22
du,de,81
du,le,71
crime,crime,21
/.,/.,P
Pallagi,Pallagi,20
",",",",p
pensa,penser,19
t,t,94
elle,il,51
",",",",p
aurait,avoir,16
bien,bien,60
dû,devoir,12
donner,donner,14
de,de,81
tels,tel,75
yeux,oeil,21
au,à,81
au,le,71
Saint Jean,Saint Jean,20
dans,dans,81
le,le,71
désert,désert,21
qu',que,52
il,il,51
vient,venir,17
de,de,81
placer,placer,14
à,à,81
la,le,71
cathédrale,cathédrale,22
/.,/.,P
l',le,71
idée,idée,22
de,de,81
Saint Jean,Saint Jean,20
Jean,Jean,20
lui,lui,51
était,être,18
suggérée,suggérer,12
par,par,81
l',le,71
incroyable,incroyable,30
maigreur,maigreur,22
de,de,81
Ferrante,Ferrante,20
/.,/.,P
la,le,71
duchesse,duchesse,22
lui,lui,51
donna,donner,19
trois,trois,72
sequins,sequin,21
qu',que,83
elle,il,51
avait,avoir,18
dans,dans,81
sa,son,73
bourse,bourse,22
",",",",p
s',se,51
excusant,excuser,13
de,de,81
lui,lui,51
offrir,offrir,14
si,si,83
peu,peu,60
sur,sur,81
ce,ce,52
qu',que,52
elle,il,51
venait,venir,18
de,de,81
payer,payer,14
un,un,71
compte,compte,21
à,à,81
son,son,73
jardinier,jardinier,21
/.,/.,P
Ferrante,Ferrante,20
la,le,52
remercia,remercier,19
avec,avec,81
effusion,effusion,22
/.,/.,P
-,-,p
hélas,hélas,60
",",",",p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
autrefois,autrefois,60
j',je,51
habitais,habiter,18
les,le,71
villes,ville,22
",",",",p
je,je,51
voyais,voir,18
des,de,81
des,le,71
femmes,femme,22
élégantes,élégant,30
;,;,p
depuis,depuis,81
qu',que,83
en,en,81
remplissant,remplir,13
mes,mon,73
devoirs,devoir,21
de,de,81
citoyen,citoyen,21
je,je,51
me,je,51
suis,être,17
fait,faire,12
condamner,condamner,14
à,à,81
mort,mort,22
",",",",p
je,je,51
vis,vivre,17
dans,dans,81
les,le,71
bois,bois,21
",",",",p
et,et,82
je,je,51
vous,vous,51
suivais,suivre,18
",",",",p
non,non,60
pour,pour,81
vous,vous,51
demander,demander,14
l',le,71
aumône,aumône,22
ou,ou,82
vous,vous,51
voler,voler,14
",",",",p
mais,mais,82
comme,comme,83
un,un,71
sauvage,sauvage,21
fasciné,fasciné,31
par,par,81
une,un,71
angélique,angélique,22
beauté,beauté,22
/.,/.,P
il,il,51
y,y,52
a,avoir,17
si,si,60
longtemps,longtemps,60
que,que,83
je,je,51
n',ne,60
ai,avoir,17
vu,voir,12
deux,deux,72
belles,belle,22
mains,main,22
blanches,blanc,30
/!,/!,P
-,-,p
levez,lever,17
vous,vous,51
donc,donc,82
",",",",p
lui,lui,51
dit,dire,19
la,le,71
duchesse,duchesse,22
;,;,p
car,car,82
il,il,51
était,être,18
resté,rester,12
à,à,81
genoux,genou,21
/.,/.,P
-,-,p
permettez,permettre,17
que,que,83
je,je,51
reste,rester,17
ainsi,ainsi,60
",",",",p
lui,lui,51
dit,dire,19
Ferrante,Ferrante,20
;,;,p
cette,ce,74
position,position,22
me,je,51
prouve,prouver,17
que,que,83
je,je,51
ne,ne,60
suis,être,17
pas,pas,60
occupé,occuper,12
actuellement,actuellement,60
à,à,81
voler,voler,14
",",",",p
et,et,82
elle,il,51
me,je,51
tranquillise,tranquilliser,17
;,;,p
car,car,82
vous,vous,51
saurez,savoir,15
que,que,83
je,je,51
vole,voler,17
pour,pour,81
vivre,vivre,14
depuis,depuis,81
que,que,83
l',l',94
on,on,51
m',je,51
empêche,empêcher,17
d',de,81
exercer,exercer,14
ma,mon,73
profession,profession,22
/.,/.,P
mais,mais,82
dans,dans,81
ce,ce,74
moment,moment,21
ci,ci,60
je,je,51
ne,ne,60
suis,être,17
qu',que,83
un,un,71
simple,simple,30
mortel,mortel,21
qui,qui,52
adore,adorer,17
la,le,71
sublime,sublime,30
beauté,beauté,22
/.,/.,P
la,le,71
duchesse,duchesse,22
comprit,comprendre,19
qu',que,83
il,il,51
était,être,18
un,un,71
peu,peu,60
fou,fou,30
",",",",p
mais,mais,82
elle,il,51
n',ne,60
eut,avoir,19
point,point,60
peur,peur,22
;,;,p
elle,il,51
voyait,voir,18
dans,dans,81
les,le,71
yeux,oeil,21
de,de,81
cet,ce,74
homme,homme,21
qu',que,83
il,il,51
avait,avoir,18
une,un,71
âme,âme,22
ardente,ardent,30
et,et,82
bonne,bon,30
",",",",p
et,et,82
d',de,81
ailleurs,ailleurs,60
elle,il,51
ne,ne,60
haïssait,haïr,18
pas,pas,60
les,le,71
physionomies,physionomie,22
extraordinaires,extraordinaire,30
/.,/.,P
-,-,p
je,je,51
suis,être,17
donc,donc,82
médecin,médecin,21
",",",",p
et,et,82
je,je,51
faisais,faire,18
la,le,71
cour,cour,22
à,à,81
la,le,71
femme,femme,22
de,de,81
l',le,71
apothicaire,apothicaire,21
Sarasine,Sarasine,20
de,de,81
Parme,Parme,20
:,:,p
il,il,51
nous,nous,51
a,avoir,17
surpris,surprendre,12
et,et,82
l',le,52
a,avoir,17
chassée,chasser,12
",",",",p
ainsi,ainsi,60
que,que,83
trois,trois,72
enfants,enfant,21
qu',que,52
il,il,51
soupçonnait,soupçonner,18
avec,avec,81
raison,raison,22
être,être,14
de,de,81
moi,moi,51
et,et,82
non,non,60
de,de,81
lui,lui,51
/.,/.,P
j',je,51
en,en,52
ai,avoir,17
eu,avoir,12
deux,deux,72
depuis,depuis,81
/.,/.,P
la,le,71
mère,mère,22
et,et,82
les,le,71
cinq,cinq,72
enfants,enfant,21
vivent,vivre,17
dans,dans,81
la,le,71
dernière,dernier,30
misère,misère,22
",",",",p
au,à,81
au,le,71
fond,fond,21
d',de,81
une,un,71
sorte,sorte,22
de,de,81
cabane,cabane,22
construite,construit,31
de,de,81
mes,mon,73
mains,main,22
à,à,81
une,un,71
lieue,lieue,22
d',de,81
ici,ici,60
",",",",p
dans,dans,81
le,le,71
bois,bois,21
/.,/.,P
car,car,82
je,je,51
dois,devoir,17
me,je,51
préserver,préserver,14
des,de,81
des,le,71
gendarmes,gendarme,21
",",",",p
et,et,82
la,le,71
pauvre,pauvre,30
femme,femme,22
ne,ne,60
veut,vouloir,17
pas,pas,60
se,se,51
séparer,séparer,14
de,de,81
moi,moi,51
/.,/.,P
je,je,51
fus,être,19
condamné,condamner,12
à,à,81
mort,mort,22
",",",",p
et,et,82
fort,fort,60
justement,justement,60
:,:,p
je,je,51
conspirais,conspirer,18
/.,/.,P
j',je,51
exècre,exécrer,17
le,le,71
prince,prince,21
",",",",p
qui,qui,52
est,être,17
un,un,71
tyran,tyran,21
/.,/.,P
je,je,51
ne,ne,60
pris,prendre,19
pas,pas,60
la,le,71
fuite,fuite,22
faute,faute,22
d',de,81
argent,argent,21
/.,/.,P
mes,mon,73
malheurs,malheur,21
sont,être,17
bien,bien,60
plus,plus,60
grands,grand,30
",",",",p
et,et,82
j',je,51
aurais,avoir,16
dû,devoir,12
mille,mille,72
fois,fois,22
me,je,51
tuer,tuer,14
;,;,p
je,je,51
n',ne,60
aime,aimer,17
plus,plus,60
la,le,71
malheureuse,malheureux,30
femme,femme,22
qui,qui,52
m',je,51
a,avoir,17
donné,donner,12
ces,ce,74
cinq,cinq,72
enfants,enfant,21
et,et,82
s',se,51
est,être,17
perdue,perdre,12
pour,pour,81
moi,moi,51
;,;,p
j',je,51
en,en,52
aime,aimer,17
une,un,71
autre,autre,52
/.,/.,P
mais,mais,82
si,si,83
je,je,51
me,je,51
tue,tuer,17
",",",",p
les,le,71
cinq,cinq,72
enfants,enfant,21
et,et,82
la,le,71
mère,mère,22
mourront,mourir,15
littéralement,littéralement,60
de,de,81
faim,faim,22
/.,/.,P
cet,ce,74
homme,homme,21
avait,avoir,18
l',le,71
accent,accent,21
de,de,81
la,le,71
sincérité,sincérité,22
/.,/.,P
-,-,p
mais,mais,82
comment,comment,60
vivez,vivre,17
vous,vous,51
?,?,p
lui,lui,51
dit,dire,19
la,le,71
duchesse,duchesse,22
attendrie,attendri,31
/.,/.,P
-,-,p
la,le,71
mère,mère,22
des,de,81
des,le,71
enfants,enfant,21
file,filer,17
;,;,p
la,le,71
fille,fille,22
aînée,aîné,30
est,être,17
nourrie,nourrir,12
dans,dans,81
une,un,71
ferme,ferme,22
de,de,81
libéraux,libéral,21
",",",",p
où,où,60
elle,il,51
garde,garder,17
les,le,71
moutons,mouton,21
;,;,p
moi,moi,51
",",",",p
je,je,51
vole,voler,17
sur,sur,81
la,le,71
route,route,22
de,de,81
Plaisance,Plaisance,20
à,à,81
Gênes,Gênes,20
/.,/.,P
-,-,p
comment,comment,60
accordez,accorder,17
vous,vous,51
le,le,71
vol,vol,21
avec,avec,81
vos,votre,73
principes,principe,21
libéraux,libéral,30
/?,/?,P
-,-,p
je,je,51
tiens,tenir,17
note,note,22
des,de,81
des,le,71
gens,gens,21
que,que,52
je,je,51
vole,voler,17
",",",",p
et,et,82
si,si,83
jamais,jamais,60
j',je,51
ai,avoir,17
quelque,quelque,75
chose,chose,22
",",",",p
je,je,51
leur,leur,52
rendrai,rendre,15
les,le,71
sommes,somme,22
volées,volé,31
/.,/.,P
j',je,51
estime,estimer,17
qu',que,83
un,un,71
tribun,tribun,21
du,de,81
du,le,71
peuple,peuple,21
tel,tel,75
que,que,83
moi,moi,51
exécute,exécuter,17
un,un,71
travail,travail,21
qui,qui,52
",",",",p
à,à,81
raison,raison,22
de,de,81
son,son,73
danger,danger,21
",",",",p
vaut,valoir,17
bien,bien,60
cent,cent,72
francs,franc,21
par,par,81
mois,mois,21
;,;,p
ainsi,ainsi,60
je,je,51
me,je,51
garde,garder,17
bien,bien,60
de,de,81
prendre,prendre,14
plus,plus,60
de,de,81
douze,douze,72
cents,cent,72
francs,franc,21
par,par,81
an,an,21
/.,/.,P
je,je,51
me,je,51
trompe,tromper,17
",",",",p
je,je,51
vole,voler,17
quelque,quelque,75
petite,petit,30
somme,somme,22
au-delà,au-delà,60
",",",",p
car,car,82
je,je,51
fais,faire,17
face,face,22
par,par,81
ce,ce,74
moyen,moyen,21
aux,à,81
aux,le,71
frais,frais,21
d',de,81
impression,impression,22
de,de,81
mes,mon,73
ouvrages,ouvrage,21
/.,/.,P
-,-,p
quels,quel,75
ouvrages,ouvrage,21
/?,/?,P
-,-,p
la,le,71
…,…,p
aura,avoir,15
t,t,94
elle,il,51
jamais,jamais,60
une,un,71
chambre,chambre,22
et,et,82
un,un,71
budget,budget,21
/?,/?,P
-,-,p
quoi,quoi,52
!,!,p
dit,dire,19
la,le,71
duchesse,duchesse,22
étonnée,étonné,31
",",",",p
c',ce,52
est,être,17
vous,vous,51
",",",",p
monsieur,monsieur,21
",",",",p
qui,qui,52
êtes,être,17
l',le,71
un,un,52
des,de,81
des,le,71
plus,plus,60
grands,grand,30
poètes,poète,21
du,de,81
du,le,71
siècle,siècle,21
",",",",p
le,le,71
fameux,fameux,30
Ferrante,Ferrante,20
Palla,Palla,20
/!,/!,P
-,-,p
fameux,fameux,30
peut-être,peut-être,60
",",",",p
mais,mais,82
fort,fort,60
malheureux,malheureux,30
",",",",p
c',ce,52
est,être,17
sûr,sûr,30
/.,/.,P
-,-,p
et,et,82
un,un,71
homme,homme,21
de,de,81
votre,votre,73
talent,talent,21
",",",",p
monsieur,monsieur,21
",",",",p
est,être,17
obligé,obliger,12
de,de,81
voler,voler,14
pour,pour,81
vivre,vivre,14
/!,/!,P
-,-,p
c',ce,52
est,être,17
peut-être,peut-être,60
pour,pour,81
cela,cela,52
que,que,83
j',je,51
ai,avoir,17
quelque,quelque,75
talent,talent,21
/.,/.,P
jusqu',jusque,81
ici,ici,60
tous,tout,75
nos,notre,73
auteurs,auteur,21
qui,qui,52
se,se,51
sont,être,17
fait,faire,12
connaître,connaître,14
étaient,être,18
des,de,81
des,le,71
gens,gens,21
payés,payer,12
par,par,81
le,le,71
gouvernement,gouvernement,21
ou,ou,82
par,par,81
le,le,71
culte,culte,21
qu',que,52
ils,ils,51
voulaient,vouloir,18
saper,saper,14
/.,/.,P
moi,moi,51
",",",",p
primo,primo,60
",",",",p
j',je,51
expose,exposer,17
ma,mon,73
vie,vie,22
;,;,p
secundo,secundo,60
",",",",p
songez,songer,17
",",",",p
madame,madame,22
",",",",p
aux,à,81
aux,le,71
réflexions,réflexion,22
qui,qui,52
m',je,51
agitent,agiter,17
lorsque,lorsque,83
je,je,51
vais,aller,17
voler,voler,14
/!,/!,P
suis,être,17
je,je,51
dans,dans,81
le,le,71
vrai,vrai,30
",",",",p
me,je,51
dis,dire,17
je,je,51
/?,/?,P
la,le,71
place,place,22
de,de,81
tribun,tribun,21
rend,rendre,17
elle,il,51
des,de,81
des,le,71
services,service,21
valant,valoir,13
réellement,réellement,60
cent,cent,72
francs,franc,21
par,par,81
mois,mois,21
/?,/?,P
j',je,51
ai,avoir,17
deux,deux,72
chemises,chemise,22
",",",",p
l',le,71
habit,habit,21
que,que,52
vous,vous,51
voyez,voir,17
",",",",p
quelques,quelque,75
mauvaises,mauvais,30
armes,arme,22
",",",",p
et,et,82
je,je,51
suis,être,17
sûr,sûr,30
de,de,81
finir,finir,14
par,par,81
la,le,71
corde,corde,22
:,:,p
j',je,51
ose,oser,17
croire,croire,14
que,que,83
je,je,51
suis,être,17
désintéressé,désintéresser,12
/.,/.,P
je,je,51
serais,être,16
heureux,heureux,30
sans,sans,81
ce,ce,74
fatal,fatal,30
amour,amour,21
qui,qui,52
ne,ne,60
me,je,51
laisse,laisser,17
plus,plus,60
trouver,trouver,14
que,que,83
malheur,malheur,21
auprès,auprès,60
de,de,81
la,le,71
mère,mère,22
de,de,81
mes,mon,73
enfants,enfant,21
/.,/.,P
la,le,71
pauvreté,pauvreté,22
me,je,51
pèse,peser,17
comme,comme,83
laide,laid,30
:,:,p
j',je,51
aime,aimer,17
les,le,71
beaux,beau,30
habits,habit,21
",",",",p
les,le,71
mains,main,22
blanches,blanc,30
/…,/…,P
il,il,51
regardait,regarder,18
celles,celui,52
de,de,81
la,le,71
duchesse,duchesse,22
de,de,81
telle,tel,75
sorte,sorte,22
que,que,83
la,le,71
peur,peur,22
la,le,52
saisit,saisir,19
/.,/.,P
-,-,p
adieu,adieu,21
",",",",p
monsieur,monsieur,21
",",",",p
lui,lui,51
dit,dire,19
elle,il,51
:,:,p
puis,pouvoir,17
je,je,51
vous,vous,51
être,être,14
bonne,bon,30
à,à,81
quelque,quelque,75
chose,chose,22
à,à,81
Parme,Parme,20
/?,/?,P
-,-,p
pensez,penser,17
quelquefois,quelquefois,60
à,à,81
cette,ce,74
question,question,22
:,:,p
son,son,73
emploi,emploi,21
est,être,17
de,de,81
réveiller,réveiller,14
les,le,71
coeurs,coeur,21
et,et,82
de,de,81
les,le,52
empêcher,empêcher,14
de,de,81
s',se,51
endormir,endormir,14
dans,dans,81
ce,ce,74
faux,faux,30
bonheur,bonheur,21
tout,tout,60
matériel,matériel,30
que,que,52
donnent,donner,17
les,le,71
monarchies,monarchie,22
/.,/.,P
le,le,71
service,service,21
qu',que,52
il,il,51
rend,rendre,17
à,à,81
ses,son,73
concitoyens,concitoyen,21
vaut,valoir,17
il,il,51
cent,cent,72
francs,franc,21
par,par,81
mois,mois,21
?,?,p
/…,/…,P
mon,mon,73
malheur,malheur,21
est,être,17
d',de,81
aimer,aimer,14
",",",",p
dit,dire,19
il,il,51
d',de,81
un,un,71
air,air,21
fort,fort,60
doux,doux,30
",",",",p
et,et,82
depuis,depuis,81
près,près,81
de,de,81
deux,deux,72
ans,an,21
mon,mon,73
âme,âme,22
n',ne,60
est,être,17
occupée,occuper,12
que,que,83
de,de,81
vous,vous,51
",",",",p
mais,mais,82
jusqu'ici,jusqu'ici,81
je,je,51
vous,vous,51
avais,avoir,18
vue,voir,12
sans,sans,81
vous,vous,51
faire,faire,14
peur,peur,22
/.,/.,P
et,et,82
il,il,51
prit,prendre,19
la,le,71
fuite,fuite,22
avec,avec,81
une,un,71
rapidité,rapidité,22
prodigieuse,prodigieux,30
qui,qui,52
étonna,étonner,19
la,le,71
duchesse,duchesse,22
et,et,82
la,le,52
rassura,rassurer,19
/.,/.,P
les,le,71
gendarmes,gendarme,21
auraient,avoir,16
de,de,81
la,le,71
peine,peine,22
à,à,81
l',le,52
atteindre,atteindre,14
",",",",p
pensa,penser,19
t,t,94
elle,il,51
;,;,p
en,en,81
effet,effet,21
",",",",p
il,il,51
est,être,17
fou,fou,30
/.,/.,P
il,il,51
est,être,17
fou,fou,30
",",",",p
lui,lui,51
dirent,dire,19
ses,son,73
gens,gens,21
;,;,p
nous,nous,51
savons,savoir,17
tous,tout,52
depuis,depuis,81
longtemps,longtemps,60
que,que,83
le,le,71
pauvre,pauvre,30
homme,homme,21
est,être,17
amoureux,amoureux,30
de,de,81
madame,madame,22
;,;,p
quand,quand,83
madame,madame,22
est,être,17
ici,ici,60
nous,nous,51
le,le,52
voyons,voir,17
errer,errer,14
dans,dans,81
les,le,71
parties,partie,22
les,le,71
plus,plus,60
élevées,élevé,31
du,de,81
du,le,71
bois,bois,21
",",",",p
et,et,82
dès,dès,81
que,que,83
madame,madame,22
est,être,17
partie,partir,12
",",",",p
il,il,51
ne,ne,60
manque,manquer,17
pas,pas,60
de,de,81
venir,venir,14
s',se,51
asseoir,asseoir,14
aux,à,81
aux,le,71
mêmes,même,75
endroits,endroit,21
où,où,60
elle,il,51
s',se,51
est,être,17
arrêtée,arrêter,12
;,;,p
il,il,51
ramasse,ramasser,17
curieusement,curieusement,60
les,le,71
fleurs,fleur,22
qui,qui,52
ont,avoir,17
pu,pouvoir,12
tomber,tomber,14
de,de,81
son,son,73
bouquet,bouquet,21
et,et,82
les,le,52
conserve,conserver,17
longtemps,longtemps,60
attachées,attaché,31
à,à,81
son,son,73
mauvais,mauvais,30
chapeau,chapeau,21
/.,/.,P
-,-,p
et,et,82
vous,vous,51
ne,ne,60
m',je,51
avez,avoir,17
jamais,jamais,60
parlé,parler,12
de,de,81
ces,ce,74
folies,folie,22
",",",",p
dit,dire,19
la,le,71
duchesse,duchesse,22
presque,presque,60
du,de,81
du,le,71
ton,ton,21
du,de,81
du,le,71
reproche,reproche,21
/.,/.,P
-,-,p
nous,nous,51
craignions,craindre,18
que,que,83
madame,madame,22
ne,ne,60
le,le,52
dît,dire,18
au,à,81
au,le,71
ministre,ministre,21
Mosca,Mosca,20
/.,/.,P
le,le,71
pauvre,pauvre,30
Ferrante,Ferrante,20
est,être,17
si,si,60
bon,bon,30
enfant,enfant,21
!,!,p
ça,ça,52
n',ne,60
a,avoir,17
jamais,jamais,60
fait,faire,12
de,de,81
mal,mal,21
à,à,81
personne,personne,52
",",",",p
et,et,82
parce qu',parce que,83
il,il,51
aime,aimer,17
notre,notre,73
Napoléon,Napoléon,20
",",",",p
on,on,51
l',le,52
a,avoir,17
condamné,condamner,12
à,à,81
mort,mort,22
/.,/.,P
elle,il,51
ne,ne,60
dit,dire,19
mot,mot,21
au,à,81
au,le,71
ministre,ministre,21
de,de,81
cette,ce,74
rencontre,rencontre,22
",",",",p
et,et,82
comme,comme,83
depuis,depuis,81
quatre,quatre,72
ans,an,21
c',ce,52
était,être,18
le,le,71
premier,premier,72
secret,secret,21
qu',que,52
elle,il,51
lui,lui,51
faisait,faire,18
",",",",p
dix,dix,72
fois,fois,22
elle,il,51
fut,être,19
obligée,obliger,12
de,de,81
s',se,51
arrêter,arrêter,14
court,court,30
au,à,81
au,le,71
milieu,milieu,21
d',de,81
une,un,71
phrase,phrase,22
/.,/.,P
elle,il,51
revint,revenir,19
à,à,81
Sacca,Sacca,20
avec,avec,81
de,de,81
l',le,71
or,or,21
/.,/.,P
Ferrante,Ferrante,20
ne,ne,60
se,se,51
montra,montrer,19
point,point,60
/.,/.,P
elle,il,51
revint,revenir,19
quinze,quinze,72
jours,jour,21
plus,plus,60
tard,tard,60
:,:,p
Ferrante,Ferrante,20
",",",",p
après,après,81
l',le,52
avoir,avoir,14
suivie,suivre,12
quelque,quelque,75
temps,temps,21
en,en,81
gambadant,gambader,13
dans,dans,81
le,le,71
bois,bois,21
à,à,81
cent,cent,72
pas,pas,21
de,de,81
distance,distance,22
",",",",p
fondit,fondre,19
sur,sur,81
elle,il,51
avec,avec,81
la,le,71
rapidité,rapidité,22
de,de,81
l',le,71
épervier,épervier,21
",",",",p
et,et,82
se,se,51
précipita,précipiter,19
à,à,81
ses,son,73
genoux,genou,21
comme,comme,83
la,le,71
première,premier,72
fois,fois,22
/.,/.,P
-,-,p
où,où,60
étiez,être,18
vous,vous,51
il,il,51
y,y,52
a,avoir,17
quinze,quinze,72
jours,jour,21
/?,/?,P
-,-,p
dans,dans,81
la,le,71
montagne,montagne,22
au-delà,au-delà,60
de,de,81
Novi,Novi,20
",",",",p
pour,pour,81
voler,voler,14
des,de,81
des,le,71
muletiers,muletier,21
qui,qui,52
revenaient,revenir,18
de,de,81
Milan,Milan,20
où,où,60
ils,ils,51
avaient,avoir,18
vendu,vendre,12
de,de,81
l',le,71
huile,huile,22
/.,/.,P
-,-,p
acceptez,accepter,17
cette,ce,74
bourse,bourse,22
/.,/.,P
Ferrante,Ferrante,20
ouvrit,ouvrir,19
la,le,71
bourse,bourse,22
",",",",p
y,y,52
prit,prendre,19
un,un,71
sequin,sequin,21
qu',que,52
il,il,51
baisa,baiser,19
et,et,82
qu',que,52
il,il,51
mit,mettre,19
dans,dans,81
son,son,73
sein,sein,21
",",",",p
puis,puis,60
la,le,52
rendit,rendre,19
/.,/.,P
-,-,p
vous,vous,51
me,je,51
rendez,rendre,17
cette,ce,74
bourse,bourse,22
et,et,82
vous,vous,51
volez,voler,17
/!,/!,P
-,-,p
sans,sans,81
doute,doute,21
;,;,p
mon,mon,73
institution,institution,22
est,être,17
telle,tel,75
",",",",p
jamais,jamais,60
je,je,51
ne,ne,60
dois,devoir,17
avoir,avoir,14
plus,plus,60
de,de,81
cent,cent,72
francs,franc,21
;,;,p
or,or,82
",",",",p
maintenant,maintenant,60
",",",",p
la,le,71
mère,mère,22
de,de,81
mes,mon,73
enfants,enfant,21
a,avoir,17
quatre,quatre,72
vingts,vingt,72
francs,franc,21
et,et,82
moi,moi,51
j',je,51
en,en,52
ai,avoir,17
vingt,vingt,72
cinq,cinq,72
",",",",p
je,je,51
suis,être,17
en,en,81
faute,faute,22
de,de,81
cinq,cinq,72
francs,franc,21
",",",",p
et,et,82
si,si,83
l',l',94
on,on,51
me,je,51
pendait,pendre,18
en,en,81
ce,ce,74
moment,moment,21
j',je,51
aurais,avoir,16
des,de,81
des,le,71
remords,remords,21
/.,/.,P
j',je,51
ai,avoir,17
pris,prendre,12
ce,ce,74
sequin,sequin,21
parce qu',parce que,83
il,il,51
vient,venir,17
de,de,81
vous,vous,51
et,et,82
que,que,83
je,je,51
vous,vous,51
aime,aimer,17
/.,/.,P
l',le,71
intonation,intonation,22
de,de,81
ce,ce,74
mot,mot,21
fort,fort,60
simple,simple,30
fut,être,19
parfaite,parfaire,12
/.,/.,P
il,il,51
aime,aimer,17
réellement,réellement,60
",",",",p
se,se,51
dit,dire,19
la,le,71
duchesse,duchesse,22
/.,/.,P
ce,ce,74
jour,jour,21
là,là,60
",",",",p
il,il,51
avait,avoir,18
l',le,71
air,air,21
tout,tout,60
à,à,81
fait,fait,21
égaré,égaré,31
/.,/.,P
il,il,51
dit,dire,19
qu',que,83
il,il,51
y,y,52
avait,avoir,18
à,à,81
Parme,Parme,20
des,de,81
des,le,71
gens,gens,21
qui,qui,52
lui,lui,51
devaient,devoir,18
six,six,72
cents,cent,72
francs,franc,21
",",",",p
et,et,82
qu',que,83
avec,avec,81
cette,ce,74
somme,somme,22
il,il,51
réparerait,réparer,16
sa,son,73
cabane,cabane,22
où,où,60
maintenant,maintenir,13
ses,son,73
pauvres,pauvre,30
petits,petit,30
enfants,enfant,21
s',se,51
enrhumaient,enrhumer,18
/.,/.,P
-,-,p
mais,mais,82
je,je,51
vous,vous,51
ferai,faire,15
l',le,71
avance,avance,22
de,de,81
ces,ce,74
six,six,72
cents,cent,72
francs,franc,21
",",",",p
dit,dire,19
la,le,71
duchesse,duchesse,22
tout,tout,60
émue,ému,31
/.,/.,P
-,-,p
mais,mais,82
alors,alors,60
",",",",p
moi,moi,51
",",",",p
homme,homme,21
public,public,30
",",",",p
le,le,71
parti,parti,21
contraire,contraire,30
ne,ne,60
pourra,pouvoir,15
t,t,94
il,il,51
pas,pas,60
me,je,51
calomnier,calomnier,14
",",",",p
et,et,82
dire,dire,14
que,que,83
je,je,51
me,je,51
vends,vendre,17
/?,/?,P
la,le,71
duchesse,duchesse,22
attendrie,attendri,31
lui,lui,51
offrit,offrir,19
une,un,71
cachette,cachette,22
à,à,81
Parme,Parme,20
s',si,83
il,il,51
voulait,vouloir,18
lui,lui,51
jurer,jurer,14
que,que,83
pour,pour,81
le,le,71
moment,moment,21
il,il,51
n',ne,60
exercerait,exercer,16
point,point,60
sa,son,73
magistrature,magistrature,22
dans,dans,81
cette,ce,74
ville,ville,22
