11441
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Quarante-quatrième extrait>,<>,<>
son,son,73
tour,tour,21
",",",",p
la,le,52
voir,voir,14
partir,partir,14
sans,sans,81
crainte,crainte,22
",",",",p
sans,sans,81
songer,songer,14
malgré,malgré,81
lui,lui,51
aux,à,81
aux,le,71
chances,chance,22
d',de,81
un,un,71
long,long,30
voyage,voyage,21
",",",",p
aux,à,81
aux,le,71
risques,risque,21
d',de,81
une,un,71
vie,vie,22
désormais,désormais,60
errante,errant,30
",",",",p
presque,presque,60
proscrite,proscrit,31
et,et,82
abandonnée,abandonné,31
/?,/?,P
sans,sans,81
doute,doute,21
",",",",p
cela,cela,52
devait,devoir,18
être,être,14
",",",",p
et,et,82
je,je,51
sentais,sentir,18
",",",",p
quand,quand,83
j',je,51
y,y,52
pensais,penser,18
",",",",p
que,que,83
c',ce,52
était,être,18
à,à,81
moi,moi,51
à,à,81
me,je,51
lever,lever,14
",",",",p
à,à,81
me,je,51
mettre,mettre,14
entre,entre,81
eux,ils,51
deux,deux,72
",",",",p
à,à,81
les,le,52
rassurer,rassurer,14
",",",",p
à,à,81
les,le,52
faire,faire,14
croire,croire,14
en,en,81
moi,moi,51
",",",",p
à,à,81
dire,dire,14
à,à,81
l',le,71
une,un,52
que,que,83
mon,mon,73
bras,bras,21
la,le,52
soutiendrait,soutenir,16
tant,tant,60
qu',que,83
elle,il,51
voudrait,vouloir,16
s',se,51
y,y,52
appuyer,appuyer,14
",",",",p
à,à,81
l',le,71
autre,autre,52
que,que,83
je,je,51
lui,lui,51
étais,étai,21
reconnaissant,reconnaître,13
de,de,81
l',le,71
affection,affection,22
qu',que,52
il,il,51
nous,nous,51
témoignait,témoigner,18
et,et,82
des,de,81
des,le,71
services,service,21
qu',que,52
il,il,51
allait,aller,18
nous,nous,51
rendre,rendre,14
/.,/.,P
je,je,51
le,le,52
sentais,sentir,18
",",",",p
et,et,82
ne,ne,60
pouvais,pouvoir,18
le,le,52
faire,faire,14
/.,/.,P
un,un,71
froid,froid,21
mortel,mortel,30
me,je,51
serrait,serrer,18
le,le,71
coeur,coeur,21
",",",",p
et,et,82
je,je,51
restais,rester,18
sur,sur,81
mon,mon,73
fauteuil,fauteuil,21
/.,/.,P
Smith,Smith,20
parti,parti,31
le,le,71
soir,soir,21
",",",",p
ou,ou,82
nous,nous,51
nous,nous,51
taisions,taire,18
",",",",p
ou,ou,82
nous,nous,51
parlions,parler,18
de,de,81
lui,lui,51
/.,/.,P
je,je,51
ne,ne,60
sais,savoir,17
quel,quel,75
attrait,attrait,21
bizarre,bizarre,30
me,je,51
faisait,faire,18
demander,demander,14
tous,tout,75
les,le,71
jours,jour,21
à,à,81
Brigitte,Brigitte,20
de,de,81
nouveaux,nouveau,30
détails,détail,21
sur,sur,81
son,son,73
compte,compte,21
/.,/.,P
elle,il,51
n',ne,60
avait,avoir,18
cependant,cependant,82
à,à,81
m',je,51
en,en,52
dire,dire,14
que,que,83
ce,ce,52
que,que,52
j',je,51
en,en,52
ai,avoir,17
dit,dire,12
au,à,81
au,le,71
lecteur,lecteur,21
;,;,p
sa,son,73
vie,vie,22
n',ne,60
avait,avoir,18
jamais,jamais,60
été,être,12
autre,autre,75
chose,chose,22
que,que,83
ce,ce,52
qu',que,52
elle,il,51
était,être,18
",",",",p
pauvre,pauvre,30
",",",",p
obscure,obscur,30
et,et,82
honnête,honnête,30
/.,/.,P
pour,pour,81
la,le,52
raconter,raconter,14
tout,tout,60
entière,entier,30
",",",",p
il,il,51
suffisait,suffire,18
de,de,81
peu,peu,60
de,de,81
mots,mot,21
;,;,p
mais,mais,82
je,je,51
me,je,51
les,le,52
faisais,faire,18
répéter,répéter,14
sans,sans,81
cesse,cesse,22
",",",",p
et,et,82
",",",",p
sans,sans,81
savoir,savoir,14
pourquoi,pourquoi,60
",",",",p
j',je,51
y,y,52
prenais,prendre,18
intérêt,intérêt,21
/.,/.,P
en,en,81
y,y,52
réfléchissant,réfléchir,13
",",",",p
il,il,51
y,y,52
avait,avoir,18
au,à,81
au,le,71
fond,fond,21
de,de,81
mon,mon,73
coeur,coeur,21
une,un,71
souffrance,souffrance,22
secrète,secret,30
que,que,52
je,je,51
ne,ne,60
m',je,51
avouais,avouer,18
pas,pas,60
/.,/.,P
si,si,83
ce,ce,74
jeune,jeune,30
homme,homme,21
fût,être,19
arrivé,arriver,12
au,à,81
au,le,71
moment,moment,21
de,de,81
notre,notre,73
joie,joie,22
",",",",p
qu',que,83
il,il,51
eût,avoir,19
apporté,apporter,12
à,à,81
Brigitte,Brigitte,20
une,un,71
lettre,lettre,22
insignifiante,insignifiant,30
",",",",p
qu',que,83
il,il,51
lui,lui,51
eût,avoir,19
serré,serrer,12
la,le,71
main,main,22
en,en,81
montant,monter,13
en,en,81
voiture,voiture,22
",",",",p
y,y,52
aurais,avoir,16
je,je,51
fait,faire,12
la,le,71
moindre,moindre,30
attention,attention,22
/?,/?,P
qu',que,52
il,il,51
m',je,51
eût,avoir,19
reconnu,reconnaître,12
ou,ou,82
non,non,60
à,à,81
l',le,71
Opéra,Opéra,20
",",",",p
qu',que,52
il,il,51
lui,lui,51
fût,être,19
échappé,échapper,12
devant,devant,81
moi,moi,51
des,de,81
des,le,71
larmes,larme,22
dont,dont,52
j',je,51
ignorais,ignorer,18
la,le,71
cause,cause,22
",",",",p
que,que,52
m',je,51
importait,importer,18
si,si,83
j',je,51
étais,être,18
heureux,heureux,30
/?,/?,P
mais,mais,82
",",",",p
tout,tout,60
en,en,81
ne,ne,60
pouvant,pouvoir,13
deviner,deviner,14
le,le,71
motif,motif,21
de,de,81
la,le,71
tristesse,tristesse,22
de,de,81
Brigitte,Brigitte,20
",",",",p
je,je,51
voyais,voir,18
bien,bien,60
que,que,83
ma,mon,73
conduite,conduite,22
passée,passé,31
",",",",p
quoi,quoi,52
qu',que,52
elle,il,51
en,en,52
pût,pouvoir,18
dire,dire,14
",",",",p
n',ne,60
était,être,18
pas,pas,60
maintenant,maintenant,60
étrangère,étranger,30
à,à,81
ses,son,73
chagrins,chagrin,21
/.,/.,P
si,si,83
j',je,51
avais,avoir,18
été,être,12
ce,ce,52
que,que,52
j',je,51
aurais,avoir,16
dû,devoir,12
être,être,14
depuis,depuis,81
six,six,72
mois,mois,21
que,que,83
nous,nous,51
vivions,vivre,17
ensemble,ensemble,60
",",",",p
rien,rien,52
au,à,81
au,le,71
monde,monde,21
",",",",p
je,je,51
le,le,52
savais,savoir,18
",",",",p
n',ne,60
aurait,avoir,16
pu,pouvoir,12
troubler,troubler,14
notre,notre,73
amour,amour,21
/.,/.,P
Smith,Smith,20
n',ne,60
était,être,18
qu',que,83
un,un,71
homme,homme,21
ordinaire,ordinaire,30
",",",",p
mais,mais,82
il,il,51
était,être,18
bon,bon,30
et,et,82
dévoué,dévouer,12
;,;,p
ses,son,73
qualités,qualité,22
simples,simple,30
et,et,82
modestes,modeste,30
ressemblaient,ressembler,18
à,à,81
de,de,81
grandes,grand,30
lignes,ligne,22
pures,pur,30
que,que,52
l',le,71
oeil,oeil,21
saisit,saisir,17
sans,sans,81
peine,peine,22
et,et,82
tout,tout,60
d'abord,d'abord,60
;,;,p
en,en,81
un,un,71
quart,quart,21
d',de,81
heure,heure,22
",",",",p
on,on,51
le,le,52
connaissait,connaître,18
",",",",p
et,et,82
il,il,51
inspirait,inspirer,18
la,le,71
confiance,confiance,22
",",",",p
sinon,sinon,83
l',le,71
admiration,admiration,22
/.,/.,P
je,je,51
ne,ne,60
pouvais,pouvoir,18
m',je,51
empêcher,empêcher,14
de,de,81
me,je,51
dire,dire,14
que,que,83
",",",",p
s',si,83
il,il,51
eût,avoir,19
été,être,12
l',le,71
amant,amant,21
de,de,81
Brigitte,Brigitte,20
",",",",p
elle,il,51
serait,être,16
partie,partir,12
joyeuse,joyeux,30
avec,avec,81
lui,lui,51
/.,/.,P
c',ce,52
était,être,18
de,de,81
ma,mon,73
propre,propre,30
volonté,volonté,22
que,que,52
j',je,51
avais,avoir,18
retardé,retarder,12
notre,notre,73
départ,départ,21
",",",",p
et,et,82
déjà,déjà,60
je,je,51
m',je,51
en,en,52
repentais,repentir,18
/.,/.,P
Brigitte,Brigitte,20
aussi,aussi,60
",",",",p
quelquefois,quelquefois,60
",",",",p
me,je,51
pressait,presser,18
/.,/.,P
-,-,p
qui,qui,52
nous,nous,51
arrête,arrêter,17
?,?,p
disait,dire,18
elle,il,51
;,;,p
me,je,51
voilà,voilà,81
guérie,guéri,31
",",",",p
tout,tout,52
est,être,17
prêt,prêt,30
/.,/.,P
qui,qui,52
m',je,51
arrêtait,arrêter,18
",",",",p
en,en,81
effet,effet,21
/?,/?,P
je,je,51
ne,ne,60
sais,savoir,17
/.,/.,P
assis,assis,31
près,près,81
de,de,81
la,le,71
cheminée,cheminée,22
",",",",p
je,je,51
fixais,fixer,18
mes,mon,73
yeux,oeil,21
alternativement,alternativement,60
sur,sur,81
Smith,Smith,20
et,et,82
sur,sur,81
ma,mon,73
maîtresse,maîtresse,22
/.,/.,P
je,je,51
les,le,52
voyais,voir,18
tous,tout,75
deux,deux,72
pâles,pâle,30
",",",",p
sérieux,sérieux,30
",",",",p
muets,muet,30
/.,/.,P
j',je,51
ignorais,ignorer,18
pourquoi,pourquoi,60
ils,ils,51
étaient,être,18
ainsi,ainsi,60
",",",",p
et,et,82
",",",",p
malgré,malgré,81
moi,moi,51
",",",",p
je,je,51
me,je,51
répétais,répéter,18
que,que,83
ce,ce,52
pouvait,pouvoir,18
bien,bien,60
être,être,14
pour,pour,81
la,le,71
même,même,75
cause,cause,22
",",",",p
et,et,82
qu',que,52
il,il,51
n',ne,60
y,y,52
avait,avoir,18
pas,pas,60
là,là,60
deux,deux,72
secrets,secret,21
à,à,81
apprendre,apprendre,14
/.,/.,P
mais,mais,82
ce,ce,52
n',ne,60
était,être,18
pas,pas,60
un,un,52
de,de,81
ces,ce,74
soupçons,soupçon,21
vagues,vague,30
et,et,82
maladifs,maladif,30
qui,qui,52
m',je,51
avaient,avoir,18
tourmenté,tourmenter,12
autrefois,autrefois,60
",",",",p
c',ce,52
était,être,18
un,un,71
instinct,instinct,21
invincible,invincible,30
",",",",p
fatal,fatal,30
/.,/.,P
quelle,quel,75
étrange,étrange,30
chose,chose,22
que,que,52
nous,nous,51
!,!,p
je,je,51
me,je,51
plaisais,plaire,18
à,à,81
les,le,52
laisser,laisser,14
seuls,seul,30
",",",",p
et,et,82
à,à,81
les,le,52
quitter,quitter,14
au,à,81
au,le,71
coin,coin,21
du,de,81
du,le,71
feu,feu,21
pour,pour,81
aller,aller,14
rêver,rêver,14
sur,sur,81
le,le,71
quai,quai,21
",",",",p
m',je,51
appuyer,appuyer,14
sur,sur,81
le,le,71
parapet,parapet,21
",",",",p
et,et,82
regarder,regarder,14
l',le,71
eau,eau,22
comme,comme,83
un,un,71
oisif,oisif,21
des,de,81
des,le,71
rues,rue,22
/.,/.,P
lorsqu',lorsque,83
ils,ils,51
parlaient,parler,18
de,de,81
leur,leur,73
séjour,séjour,21
à,à,81
N,N,20
",",",",p
et,et,82
que,que,83
Brigitte,Brigitte,20
",",",",p
presque,presque,60
enjouée,enjoué,30
",",",",p
prenait,prendre,18
un,un,71
petit,petit,30
ton,ton,21
de,de,81
mère,mère,22
",",",",p
pour,pour,81
lui,lui,51
rappeler,rappeler,14
les,le,71
jours,jour,21
passés,passé,31
ensemble,ensemble,60
",",",",p
il,il,51
me,je,51
semblait,sembler,18
que,que,83
je,je,51
souffrais,souffrir,18
",",",",p
et,et,82
cependant,cependant,82
j',je,51
y,y,52
prenais,prendre,18
plaisir,plaisir,21
/.,/.,P
je,je,51
leur,leur,52
faisais,faire,18
des,de,81
des,le,71
questions,question,22
;,;,p
je,je,51
parlais,parler,18
à,à,81
Smith,Smith,20
de,de,81
sa,son,73
mère,mère,22
",",",",p
de,de,81
ses,son,73
occupations,occupation,22
",",",",p
de,de,81
ses,son,73
projets,projet,21
/.,/.,P
je,je,51
lui,lui,51
donnais,donner,18
occasion,occasion,22
de,de,81
se,se,51
montrer,montrer,14
dans,dans,81
un,un,71
jour,jour,21
favorable,favorable,30
",",",",p
et,et,82
je,je,51
forçais,forcer,18
sa,son,73
modestie,modestie,22
à,à,81
nous,nous,51
révéler,révéler,14
son,son,73
mérite,mérite,21
/.,/.,P
-,-,p
vous,vous,51
aimez,aimer,17
beaucoup,beaucoup,60
votre,votre,73
soeur,soeur,22
",",",",p
n',ne,60
est,être,17
il,il,51
pas,pas,60
vrai,vrai,30
?,?,p
lui,lui,51
demandais,demander,18
je,je,51
/.,/.,P
quand,quand,83
comptez,compter,17
vous,vous,51
la,le,52
marier,marier,14
/?,/?,P
il,il,51
nous,nous,51
disait,dire,18
alors,alors,60
en,en,81
rougissant,rougir,13
que,que,83
le,le,71
ménage,ménage,21
coûtait,coûter,18
beaucoup,beaucoup,60
",",",",p
que,que,83
ce,ce,52
serait,être,16
fait,faire,12
peut-être,peut-être,60
dans,dans,81
deux,deux,72
ans,an,21
",",",",p
peut-être,peut-être,60
plus,plus,60
tôt,tôt,60
",",",",p
si,si,83
sa,son,73
santé,santé,22
lui,lui,51
permettait,permettre,18
quelques,quelque,75
travaux,travail,21
extraordinaires,extraordinaire,30
qui,qui,52
lui,lui,51
valaient,valoir,18
des,de,81
des,le,71
gratifications,gratification,22
;,;,p
qu',que,83
il,il,51
y,y,52
avait,avoir,18
dans,dans,81
le,le,71
pays,pays,21
une,un,71
famille,famille,22
assez,assez,60
à,à,81
l',le,71
aise,aise,22
dont,dont,52
le,le,71
fils,fils,21
aîné,aîné,30
était,être,18
son,son,73
ami,ami,21
;,;,p
qu',que,83
ils,ils,51
étaient,être,18
presque,presque,60
d'accord,d'accord,60
ensemble,ensemble,60
",",",",p
et,et,82
que,que,83
le,le,71
bonheur,bonheur,21
pouvait,pouvoir,18
venir,venir,14
un,un,71
jour,jour,21
",",",",p
comme,comme,83
le,le,71
repos,repos,21
",",",",p
sans,sans,81
y,y,52
songer,songer,14
;,;,p
qu',que,83
il,il,51
avait,avoir,18
renoncé,renoncer,12
pour,pour,81
sa,son,73
soeur,soeur,22
à,à,81
la,le,71
petite,petit,30
part,part,22
de,de,81
l',le,71
héritage,héritage,21
que,que,52
le,le,71
père,père,21
leur,leur,52
avait,avoir,18
laissé,laisser,12
;,;,p
que,que,83
la,le,71
mère,mère,22
s',se,51
y,y,52
opposait,opposer,18
",",",",p
mais,mais,82
qu',que,83
il,il,51
tiendrait,tenir,16
bon,bon,60
malgré,malgré,81
elle,il,51
;,;,p
qu',que,83
un,un,71
jeune,jeune,30
homme,homme,21
devait,devoir,18
vivre,vivre,14
de,de,81
ses,son,73
mains,main,22
",",",",p
tandis que,tandis que,83
l',le,71
existence,existence,22
d',de,81
une,un,71
fille,fille,22
se,se,51
décidait,décider,18
le,le,71
jour,jour,21
de,de,81
son,son,73
contrat,contrat,21
/.,/.,P
ainsi,ainsi,60
",",",",p
peu,peu,60
à,à,81
peu,peu,60
",",",",p
il,il,51
nous,nous,51
déroulait,dérouler,18
toute,tout,75
sa,son,73
vie,vie,22
et,et,82
toute,tout,75
son,son,73
âme,âme,22
",",",",p
et,et,82
je,je,51
regardais,regarder,18
Brigitte,Brigitte,20
l',le,52
écouter,écouter,14
/.,/.,P
puis,puis,60
",",",",p
quand,quand,83
il,il,51
se,se,51
levait,lever,18
pour,pour,81
se,se,51
retirer,retirer,14
",",",",p
je,je,51
l',le,52
accompagnais,accompagner,18
à,à,81
la,le,71
porte,porte,22
",",",",p
et,et,82
j',je,51
y,y,52
restais,rester,18
pensif,pensif,30
",",",",p
immobile,immobile,30
",",",",p
jusqu',jusque,81
à,à,81
ce,ce,52
que,que,52
le,le,71
bruit,bruit,21
de,de,81
ses,son,73
pas,pas,21
se,se,51
fût,être,19
perdu,perdre,12
dans,dans,81
l',le,71
escalier,escalier,21
/.,/.,P
je,je,51
rentrais,rentrer,18
alors,alors,60
dans,dans,81
la,le,71
chambre,chambre,22
et,et,82
je,je,51
trouvais,trouver,18
Brigitte,Brigitte,20
se,se,51
disposant,disposer,13
à,à,81
se,se,51
déshabiller,déshabiller,14
/.,/.,P
je,je,51
contemplais,contempler,18
avidement,avidement,60
ce,ce,74
corps,corps,21
charmant,charmant,30
",",",",p
ces,ce,74
trésors,trésor,21
de,de,81
beauté,beauté,22
",",",",p
que,que,83
tant,tant,60
de,de,81
fois,fois,22
j',je,51
avais,avoir,18
possédés,posséder,12
/.,/.,P
je,je,51
la,le,52
regardais,regarder,18
peigner,peigner,14
ses,son,73
longs,long,30
cheveux,cheveu,21
",",",",p
nouer,nouer,14
son,son,73
mouchoir,mouchoir,21
",",",",p
et,et,82
se,se,51
détourner,détourner,14
lorsque,lorsque,83
sa,son,73
robe,robe,22
glissait,glisser,18
à,à,81
terre,terre,22
",",",",p
comme,comme,83
une,un,71
Diane,Diane,20
qui,qui,52
entre,entrer,17
au,à,81
au,le,71
bain,bain,21
/.,/.,P
elle,il,51
se,se,51
mettait,mettre,18
au,à,81
au,le,71
lit,lit,21
;,;,p
je,je,51
courais,courir,18
au,à,81
au,le,71
mien,mien,52
;,;,p
il,il,51
ne,ne,60
pouvait,pouvoir,18
me,je,51
venir,venir,14
à,à,81
l',le,71
esprit,esprit,21
que,que,83
Brigitte,Brigitte,20
me,je,51
trompât,tromper,18
ni,ni,82
que,que,83
Smith,Smith,20
fût,être,19
amoureux,amoureux,30
d',de,81
elle,il,51
;,;,p
je,je,51
ne,ne,60
pensais,penser,18
ni,ni,82
à,à,81
les,le,52
observer,observer,14
ni,ni,82
à,à,81
les,le,52
surprendre,surprendre,14
;,;,p
je,je,51
ne,ne,60
me,je,51
rendais,rendre,18
compte,compte,21
de,de,81
rien,rien,52
/.,/.,P
je,je,51
me,je,51
disais,dire,18
:,:,p
-,-,p
elle,il,51
est,être,17
bien,bien,60
belle,beau,30
",",",",p
et,et,82
ce,ce,74
pauvre,pauvre,30
Smith,Smith,20
est,être,17
un,un,71
honnête,honnête,30
garçon,garçon,21
;,;,p
ils,ils,51
ont,avoir,17
tous,tout,52
deux,deux,72
un,un,71
grand,grand,30
chagrin,chagrin,21
",",",",p
et,et,82
moi,moi,51
aussi,aussi,60
/.,/.,P
cela,cela,52
me,je,51
brisait,briser,18
le,le,71
coeur,coeur,21
",",",",p
et,et,82
en,en,81
même,même,75
temps,temps,21
me,je,51
soulageait,soulager,18
/.,/.,P
nous,nous,51
avions,avoir,18
trouvé,trouver,12
",",",",p
en,en,81
rouvrant,rouvrir,13
nos,notre,73
malles,malle,22
",",",",p
qu',que,83
il,il,51
y,y,52
manquait,manquer,18
encore,encore,60
quelques,quelque,75
bagatelles,bagatelle,22
;,;,p
Smith,Smith,20
s',se,51
était,être,18
chargé,charger,12
d',de,81
y,y,52
pourvoir,pourvoir,14
/.,/.,P
il,il,51
avait,avoir,18
une,un,71
activité,activité,22
infatigable,infatigable,30
",",",",p
et,et,82
on,on,51
l',le,52
obligeait,obliger,18
",",",",p
disait,dire,18
il,il,51
",",",",p
quand,quand,83
on,on,51
lui,lui,51
confiait,confier,18
le,le,71
soin,soin,21
de,de,81
quelques,quelque,75
commissions,commission,22
/.,/.,P
comme,comme,83
je,je,51
revenais,revenir,18
un,un,71
jour,jour,21
au,à,81
au,le,71
logis,logis,21
",",",",p
je,je,51
le,le,52
vis,voir,19
à,à,81
terre,terre,22
",",",",p
fermant,fermer,13
un,un,71
porte-manteau,portemanteau,21
/.,/.,P
Brigitte,Brigitte,20
était,être,18
devant,devant,81
un,un,71
clavecin,clavecin,21
que,que,52
nous,nous,51
avions,avoir,18
loué,louer,12
à,à,81
la,le,71
semaine,semaine,22
pour,pour,81
notre,notre,73
séjour,séjour,21
à,à,81
Paris,Paris,20
/.,/.,P
elle,il,51
jouait,jouer,18
un,un,52
de,de,81
ces,ce,74
anciens,ancien,30
airs,air,21
où,où,60
elle,il,51
mettait,mettre,18
tant,tant,60
d',de,81
expression,expression,22
et,et,82
qui,qui,52
m',je,51
avaient,avoir,18
été,être,12
si,si,60
chers,cher,30
/.,/.,P
je,je,51
m',je,51
arrêtai,arrêter,19
dans,dans,81
l',le,71
antichambre,antichambre,22
près,près,81
de,de,81
la,le,71
porte,porte,22
",",",",p
qui,qui,52
était,être,18
ouverte,ouvrir,12
;,;,p
chaque,chaque,75
note,note,22
m',je,51
entrait,entrer,18
dans,dans,81
l',le,71
âme,âme,22
;,;,p
jamais,jamais,60
elle,il,51
n',ne,60
avait,avoir,18
chanté,chanter,12
si,si,60
tristement,tristement,60
et,et,82
si,si,60
saintement,saintement,60
/.,/.,P
Smith,Smith,20
l',le,52
écoutait,écouter,18
avec,avec,81
délices,délice,21
;,;,p
il,il,51
était,être,18
à,à,81
genoux,genou,21
",",",",p
tenant,tenir,13
la,le,71
boucle,boucle,22
du,de,81
du,le,71
porte-manteau,portemanteau,21
/.,/.,P
il,il,51
la,le,52
froissa,froisser,19
",",",",p
puis,puis,60
la,le,52
laissa,laisser,19
tomber,tomber,14
",",",",p
et,et,82
regarda,regarder,19
les,le,71
hardes,harde,22
qu',que,52
il,il,51
venait,venir,18
de,de,81
plier,plier,14
lui-même,lui-même,51
et,et,82
de,de,81
couvrir,couvrir,14
d',de,81
un,un,71
linge,linge,21
blanc,blanc,30
/.,/.,P
l',le,71
air,air,21
terminé,terminé,31
",",",",p
il,il,51
resta,rester,19
ainsi,ainsi,60
;,;,p
Brigitte,Brigitte,20
",",",",p
les,le,71
mains,main,22
sur,sur,81
le,le,71
clavier,clavier,21
",",",",p
regardait,regarder,18
au,à,81
au,le,71
loin,loin,60
l',le,71
horizon,horizon,21
/.,/.,P
je,je,51
vis,voir,19
pour,pour,81
la,le,71
seconde,second,72
fois,fois,22
tomber,tomber,14
des,de,81
des,le,71
larmes,larme,22
des,de,81
des,le,71
yeux,oeil,21
du,de,81
du,le,71
jeune,jeune,30
homme,homme,21
;,;,p
j',je,51
étais,être,18
près,près,81
d',de,81
en,en,52
verser,verser,14
moi-même,moi-même,51
",",",",p
et,et,82
",",",",p
ne,ne,60
sachant,savoir,13
ce,ce,52
qui,qui,52
se,se,51
passait,passer,18
en,en,81
moi,moi,51
",",",",p
j',je,51
entrai,entrer,19
et,et,82
lui,lui,51
tendis,tendre,19
la,le,71
main,main,22
/.,/.,P
-,-,p
étiez,être,18
vous,vous,51
là,là,60
?,?,p
demanda,demander,19
Brigitte,Brigitte,20
/.,/.,P
elle,il,51
tressaillit,tressaillir,17
et,et,82
parut,paraître,19
surprise,surprise,22
/.,/.,P
-,-,p
oui,oui,60
",",",",p
j',je,51
étais,être,18
là,là,60
",",",",p
lui,lui,51
répondis,répondre,19
je,je,51
/.,/.,P
chantez,chanter,17
",",",",p
ma,mon,73
chère,cher,30
",",",",p
je,je,51
vous,vous,51
en,en,52
supplie,supplier,17
/.,/.,P
que,que,52
j',je,51
entende,entendre,17
encore,encore,60
votre,votre,73
voix,voix,22
/!,/!,P
elle,il,51
recommença,recommencer,19
sans,sans,81
répondre,répondre,14
;,;,p
c',ce,52
était,être,18
aussi,aussi,60
pour,pour,81
elle,il,51
un,un,71
souvenir,souvenir,21
/.,/.,P
elle,il,51
voyait,voir,18
mon,mon,73
émotion,émotion,22
",",",",p
celle,celui,52
de,de,81
Smith,Smith,20
;,;,p
sa,son,73
voix,voix,22
s',se,51
altéra,altérer,19
/.,/.,P
les,le,71
derniers,dernier,30
sons,son,21
",",",",p
à,à,81
peine,peine,22
articulés,articulé,31
",",",",p
semblèrent,sembler,19
se,se,51
perdre,perdre,14
dans,dans,81
les,le,71
cieux,ciel,21
;,;,p
elle,il,51
se,se,51
leva,lever,19
et,et,82
me,je,51
donna,donner,19
un,un,71
baiser,baiser,21
/.,/.,P
Smith,Smith,20
tenait,tenir,18
encore,encore,60
ma,mon,73
main,main,22
;,;,p
je,je,51
le,le,52
sentis,sentir,19
me,je,51
la,le,52
serrer,serrer,14
avec,avec,81
force,force,22
et,et,82
convulsivement,convulsivement,60
;,;,p
il,il,51
était,être,18
pâle,pâle,30
comme,comme,83
la,le,71
mort,mort,22
/.,/.,P
un,un,71
autre,autre,75
jour,jour,21
",",",",p
j',je,51
avais,avoir,18
apporté,apporter,12
un,un,71
album,album,21
lithographié,lithographié,31
qui,qui,52
représentait,représenter,18
plusieurs,plusieurs,75
vues,vue,22
de,de,81
Suisse,Suisse,20
/.,/.,P
nous,nous,51
le,le,52
regardions,regarder,18
tous,tout,75
les,le,71
trois,trois,72
",",",",p
et,et,82
",",",",p
de,de,81
temps,temps,21
en,en,81
temps,temps,21
",",",",p
lorsque,lorsque,83
Brigitte,Brigitte,20
trouvait,trouver,18
un,un,71
site,site,21
qui,qui,52
lui,lui,51
plaisait,plaire,18
",",",",p
elle,il,51
s',se,51
y,y,52
arrêtait,arrêter,18
pour,pour,81
l',le,52
observer,observer,14
/.,/.,P
il,il,51
y,y,52
en,en,52
eut,avoir,19
un,un,52
qui,qui,52
lui,lui,51
parut,paraître,19
surpasser,surpasser,14
de,de,81
beaucoup,beaucoup,60
tous,tout,75
les,le,71
autres,autre,52
:,:,p
c',ce,52
était,être,18
un,un,71
paysage,paysage,21
du,de,81
du,le,71
canton,canton,21
de,de,81
Vaud,Vaud,20
",",",",p
à,à,81
quelque,quelque,75
distance,distance,22
de,de,81
la,le,71
route,route,22
de,de,81
brigue,brigue,22
;,;,p
une,un,71
vallée,vallée,22
verte,vert,30
plantée,planté,31
de,de,81
pommiers,pommier,21
où,où,60
des,de,81
des,le,71
bestiaux,bestiau,21
paissaient,paître,18
à,à,81
l',le,71
ombre,ombre,22
;,;,p
dans,dans,81
l',le,71
éloignement,éloignement,21
",",",",p
un,un,71
village,village,21
consistant,consister,13
en,en,81
une,un,71
douzaine,douzaine,22
de,de,81
maisons,maison,22
de,de,81
bois,bois,21
semées,semé,31
en,en,81
désordre,désordre,21
dans,dans,81
la,le,71
prairie,prairie,22
",",",",p
et,et,82
étagées,étagé,31
sur,sur,81
les,le,71
collines,colline,22
environnantes,environnant,30
/.,/.,P
sur,sur,81
le,le,71
premier,premier,72
plan,plan,21
",",",",p
une,un,71
jeune,jeune,30
fille,fille,22
",",",",p
coiffée,coiffé,31
d',de,81
un,un,71
large,large,30
chapeau,chapeau,21
de,de,81
paille,paille,22
",",",",p
était,être,18
assise,asseoir,12
au,à,81
au,le,71
pied,pied,21
d',de,81
un,un,71
arbre,arbre,21
",",",",p
et,et,82
un,un,71
garçon,garçon,21
de,de,81
ferme,ferme,22
",",",",p
debout,debout,60
devant,devant,81
elle,il,51
",",",",p
semblait,sembler,18
lui,lui,51
montrer,montrer,14
",",",",p
un,un,71
bâton,bâton,21
ferré,ferré,31
à,à,81
la,le,71
main,main,22
",",",",p
la,le,71
route,route,22
qu',que,52
il,il,51
avait,avoir,18
parcourue,parcourir,12
;,;,p
il,il,51
indiquait,indiquer,18
un,un,71
sentier,sentier,21
tortueux,tortueux,30
qui,qui,52
se,se,51
perdait,perdre,18
dans,dans,81
la,le,71
montagne,montagne,22
/.,/.,P
au-dessus,au-dessus,60
d',de,81
eux,ils,51
paraissaient,paraître,18
les,le,71
Alpes,Alpe,20
",",",",p
et,et,82
le,le,71
tableau,tableau,21
était,être,18
couronné,couronner,12
par,par,81
trois,trois,72
sommets,sommet,21
couverts,couvert,31
de,de,81
neige,neige,22
",",",",p
teints,teint,31
des,de,81
des,le,71
nuances,nuance,22
du,de,81
du,le,71
soleil,soleil,21
couchant,couchant,30
/.,/.,P
rien,rien,52
n',ne,60
était,être,18
plus,plus,60
simple,simple,30
",",",",p
et,et,82
en,en,81
même,même,75
temps,temps,21
rien,rien,52
n',ne,60
était,être,18
plus,plus,60
beau,beau,30
