11802
<Corpus Saint-Jean (Dominique Labbé et Jacques Savoy 2017) - Trente-septième extrait>,<>,<>
était,être,18
arrivé,arriver,12
à,à,81
la,le,71
hauteur,hauteur,22
de,de,81
l',le,71
anse,anse,22
des,de,81
des,le,71
Catalans,Catalan,20
/.,/.,P
là,là,60
",",",",p
les,le,71
regards,regard,21
du,de,81
du,le,71
prisonnier,prisonnier,21
redoublèrent,redoubler,19
d',de,81
énergie,énergie,22
:,:,p
c',ce,52
était,être,18
là,là,60
qu',que,83
était,être,18
Mercédès,Mercédès,20
",",",",p
et,et,82
il,il,51
lui,lui,51
semblait,sembler,18
à,à,81
chaque,chaque,75
instant,instant,21
voir,voir,14
se,se,51
dessiner,dessiner,14
sur,sur,81
le,le,71
rivage,rivage,21
sombre,sombre,30
la,le,71
forme,forme,22
vague,vague,30
et,et,82
indécise,indécis,30
d',de,81
une,un,71
femme,femme,22
/.,/.,P
comment,comment,60
un,un,71
pressentiment,pressentiment,21
ne,ne,60
disait,dire,18
il,il,51
pas,pas,60
à,à,81
Mercédès,Mercédès,20
que,que,83
son,son,73
amant,amant,21
passait,passer,18
à,à,81
trois,trois,72
cents,cent,72
pas,pas,21
d',de,81
elle,il,51
/?,/?,P
une,un,71
seule,seul,30
lumière,lumière,22
brillait,briller,18
aux,à,81
aux,le,71
Catalans,Catalan,20
/.,/.,P
en,en,81
interrogeant,interroger,13
la,le,71
position,position,22
de,de,81
cette,ce,74
lumière,lumière,22
",",",",p
Dantès,Dantès,20
reconnut,reconnaître,19
qu',que,83
elle,il,51
éclairait,éclairer,18
la,le,71
chambre,chambre,22
de,de,81
sa,son,73
fiancée,fiancée,22
/.,/.,P
Mercédès,Mercédès,20
était,être,18
la,le,71
seule,seul,30
qui,qui,52
veillât,veiller,18
dans,dans,81
toute,tout,75
la,le,71
petite,petit,30
colonie,colonie,22
/.,/.,P
en,en,81
poussant,pousser,13
un,un,71
grand,grand,30
cri,cri,21
le,le,71
jeune,jeune,30
homme,homme,21
pouvait,pouvoir,18
être,être,14
entendu,entendre,12
de,de,81
sa,son,73
fiancée,fiancée,22
/.,/.,P
une,un,71
fausse,faux,30
honte,honte,22
le,le,52
retint,retenir,19
/.,/.,P
que,que,52
diraient,dire,16
ces,ce,74
hommes,homme,21
qui,qui,52
le,le,52
regardaient,regarder,18
",",",",p
en,en,81
l',le,52
entendant,entendre,13
crier,crier,14
comme,comme,83
un,un,71
insensé,insensé,30
/?,/?,P
il,il,51
resta,rester,19
donc,donc,82
muet,muet,30
et,et,82
les,le,71
yeux,oeil,21
fixes,fixe,30
sur,sur,81
cette,ce,74
lumière,lumière,22
/.,/.,P
pendant,pendant,81
ce,ce,74
temps,temps,21
",",",",p
la,le,71
barque,barque,22
continuait,continuer,18
son,son,73
chemin,chemin,21
;,;,p
mais,mais,82
le,le,71
prisonnier,prisonnier,21
ne,ne,60
pensait,penser,18
point,point,60
à,à,81
la,le,71
barque,barque,22
",",",",p
il,il,51
pensait,penser,18
à,à,81
Mercédès,Mercédès,20
/.,/.,P
un,un,71
accident,accident,21
de,de,81
terrain,terrain,21
fit,faire,19
disparaître,disparaître,14
la,le,71
lumière,lumière,22
/.,/.,P
Dantès,Dantès,20
se,se,51
retourna,retourner,19
et,et,82
s',se,51
aperçut,apercevoir,19
que,que,83
la,le,71
barque,barque,22
gagnait,gagner,18
le,le,71
large,large,21
/.,/.,P
pendant,pendant,81
qu',que,83
il,il,51
regardait,regarder,18
",",",",p
absorbé,absorbé,31
dans,dans,81
sa,son,73
propre,propre,30
pensée,pensée,22
",",",",p
on,on,51
avait,avoir,18
substitué,substituer,12
les,le,71
voiles,voile,22
aux,à,81
aux,le,71
rames,rame,22
",",",",p
et,et,82
la,le,71
barque,barque,22
s',se,51
avançait,avancer,18
maintenant,maintenant,60
",",",",p
poussée,poussé,31
par,par,81
le,le,71
vent,vent,21
/.,/.,P
malgré,malgré,81
la,le,71
répugnance,répugnance,22
qu',que,52
éprouvait,éprouver,18
Dantès,Dantès,20
à,à,81
adresser,adresser,14
au,à,81
au,le,71
gendarme,gendarme,21
de,de,81
nouvelles,nouveau,30
questions,question,22
",",",",p
il,il,51
se,se,51
rapprocha,rapprocher,19
de,de,81
lui,lui,51
",",",",p
et,et,82
lui,lui,51
prenant,prendre,13
la,le,71
main,main,22
:,:,p
“,“,p
camarade,camarade,21
",",",",p
lui,lui,51
dit,dire,19
il,il,51
",",",",p
au,à,81
au,le,71
nom,nom,21
de,de,81
votre,votre,73
conscience,conscience,22
et,et,82
de,de,81
par,par,81
votre,votre,73
qualité,qualité,22
de,de,81
soldat,soldat,21
",",",",p
je,je,51
vous,vous,51
adjure,adjurer,17
d',de,81
avoir,avoir,14
pitié,pitié,22
de,de,81
moi,moi,51
et,et,82
de,de,81
me,je,51
répondre,répondre,14
/.,/.,P
je,je,51
suis,être,17
le,le,71
capitaine,capitaine,21
Dantès,Dantès,20
",",",",p
bon,bon,30
et,et,82
loyal,loyal,30
Français,Français,20
",",",",p
quoique,quoique,83
accusé,accusé,31
de,de,81
je,je,51
ne,ne,60
sais,savoir,17
quelle,quel,75
trahison,trahison,22
:,:,p
où,où,60
me,je,51
menez,mener,17
vous,vous,51
?,?,p
dites,dire,17
le,le,52
",",",",p
et,et,82
",",",",p
foi,foi,22
de,de,81
marin,marin,21
",",",",p
je,je,51
me,je,51
rangerai,ranger,15
à,à,81
mon,mon,73
devoir,devoir,21
et,et,82
me,je,51
résignerai,résigner,15
à,à,81
mon,mon,73
sort,sort,21
/.,/.,P
“,“,p
le,le,71
gendarme,gendarme,21
se,se,51
gratta,gratter,19
l',le,71
oreille,oreille,22
",",",",p
regarda,regarder,19
son,son,73
camarade,camarade,21
/.,/.,P
celui-ci,celui-ci,52
fit,faire,19
un,un,71
mouvement,mouvement,21
qui,qui,52
voulait,vouloir,18
dire,dire,14
à,à,81
peu,peu,60
près,près,81
:,:,p
il,il,51
me,je,51
semble,sembler,17
qu',que,83
au,à,81
au,le,71
point,point,21
où,où,60
nous,nous,51
en,en,52
sommes,être,17
il,il,51
n',ne,60
y,y,52
a,avoir,17
pas,pas,60
d',de,81
inconvénient,inconvénient,21
",",",",p
et,et,82
le,le,71
gendarme,gendarme,21
se,se,51
retourna,retourner,19
vers,vers,81
Dantès,Dantès,20
:,:,p
“,“,p
vous,vous,51
êtes,être,17
Marseillais,Marseillais,20
et,et,82
marin,marin,21
",",",",p
dit,dire,19
il,il,51
",",",",p
et,et,82
vous,vous,51
me,je,51
demandez,demander,17
où,où,60
nous,nous,51
allons,aller,17
/?,/?,P
oui,oui,60
",",",",p
car,car,82
",",",",p
sur,sur,81
mon,mon,73
honneur,honneur,21
",",",",p
je,je,51
l',le,52
ignore,ignorer,17
/.,/.,P
-,-,p
ne,ne,60
vous,vous,51
en,en,52
doutez,douter,17
vous,vous,51
pas,pas,60
/?,/?,P
aucunement,aucunement,60
/.,/.,P
-,-,p
ce,ce,52
n',ne,60
est,être,17
pas,pas,60
possible,possible,30
/.,/.,P
-,-,p
je,je,51
vous,vous,51
le,le,52
jure,jurer,17
sur,sur,81
ce,ce,52
que,que,52
j',je,51
ai,avoir,17
de,de,81
plus,plus,60
sacré,sacrer,12
au,à,81
au,le,71
monde,monde,21
/.,/.,P
répondez,répondre,17
moi,moi,51
donc,donc,82
",",",",p
de,de,81
grâce,grâce,22
/.,/.,P
-,-,p
mais,mais,82
la,le,71
consigne,consigne,22
/?,/?,P
la,le,71
consigne,consigne,22
ne,ne,60
vous,vous,51
défend,défendre,17
pas,pas,60
de,de,81
m',je,51
apprendre,apprendre,14
ce,ce,52
que,que,52
je,je,51
saurai,savoir,15
dans,dans,81
dix,dix,72
minutes,minute,22
",",",",p
dans,dans,81
une,un,71
demi-heure,demi-heure,22
",",",",p
dans,dans,81
une,un,71
heure,heure,22
peut-être,peut-être,60
/.,/.,P
seulement,seulement,60
vous,vous,51
m',je,51
épargnez,épargner,17
d',de,81
ici,ici,60
là,là,60
des,de,81
des,le,71
siècles,siècle,21
d',de,81
incertitude,incertitude,22
/.,/.,P
je,je,51
vous,vous,51
le,le,52
demande,demander,17
",",",",p
comme,comme,83
si,si,83
vous,vous,51
étiez,être,18
mon,mon,73
ami,ami,21
",",",",p
regardez,regarder,17
:,:,p
je,je,51
ne,ne,60
veux,vouloir,17
ni,ni,82
me,je,51
révolter,révolter,14
ni,ni,82
fuir,fuir,14
;,;,p
d',de,81
ailleurs,ailleurs,60
",",",",p
je,je,51
ne,ne,60
le,le,52
puis,pouvoir,17
:,:,p
où,où,60
allons,aller,17
nous,nous,51
/?,/?,P
<Nombre 7>,<>,<>
sept,sept,72
<Fin nombre>,<>,<>
moins,moins,60
que,que,83
vous,vous,51
n',ne,60
ayez,avoir,17
un,un,71
bandeau,bandeau,21
sur,sur,81
les,le,71
yeux,oeil,21
",",",",p
ou,ou,82
que,que,83
vous,vous,51
ne,ne,60
soyez,être,17
jamais,jamais,60
sorti,sortir,12
du,de,81
du,le,71
port,port,21
de,de,81
Marseille,Marseille,20
",",",",p
vous,vous,51
devez,devoir,17
cependant,cependant,82
deviner,deviner,14
où,où,60
vous,vous,51
allez,aller,17
/?,/?,P
non,non,60
/.,/.,P
-,-,p
regardez,regarder,17
autour,autour,60
de,de,81
vous,vous,51
",",",",p
alors,alors,60
/.,/.,P
“,“,p
Dantès,Dantès,20
se,se,51
leva,lever,19
",",",",p
jeta,jeter,19
naturellement,naturellement,60
les,le,71
yeux,oeil,21
sur,sur,81
le,le,71
point,point,21
où,où,60
paraissait,paraître,18
se,se,51
diriger,diriger,14
le,le,71
bateau,bateau,21
",",",",p
et,et,82
à,à,81
cent,cent,72
toises,toise,22
devant,devant,81
lui,lui,51
il,il,51
vit,voir,19
s',se,51
élever,élever,14
la,le,71
roche,roche,22
noire,noir,30
et,et,82
ardue,ardu,30
sur,sur,81
laquelle,lequel,75
monte,monte,22
",",",",p
comme,comme,83
une,un,71
superfétation,superfétation,22
du,de,81
du,le,71
silex,silex,21
",",",",p
le,le,71
sombre,sombre,30
château,château,21
d',de,81
If,If,20
/.,/.,P
cette,ce,74
forme,forme,22
étrange,étrange,30
",",",",p
cette,ce,74
prison,prison,22
autour,autour,60
de,de,81
laquelle,lequel,52
règne,régner,17
une,un,71
si,si,60
profonde,profond,30
terreur,terreur,22
",",",",p
cette,ce,74
forteresse,forteresse,22
qui,qui,52
fait,faire,17
vivre,vivre,14
depuis,depuis,81
trois,trois,72
cents,cent,72
ans,an,21
Marseille,Marseille,20
de,de,81
ses,son,73
lugubres,lugubre,30
traditions,tradition,22
",",",",p
apparaissant,apparaître,13
ainsi,ainsi,60
tout,tout,60
à,à,81
coup,coup,21
à,à,81
Dantès,Dantès,20
qui,qui,52
ne,ne,60
songeait,songer,18
point,point,60
à,à,81
elle,il,51
",",",",p
lui,lui,51
fit,faire,19
l',le,71
effet,effet,21
que,que,52
fait,faire,17
au,à,81
au,le,71
condamné,condamné,21
à,à,81
mort,mort,22
l',le,71
aspect,aspect,21
de,de,81
l',le,71
échafaud,échafaud,21
/.,/.,P
“,“,p
ah,ah,93
!,!,p
mon,mon,73
dieu,dieu,21
!,!,p
s',se,51
écria,écrier,19
t,t,94
il,il,51
",",",",p
le,le,71
château,château,21
d',de,81
If,If,20
/!,/!,P
et,et,82
qu',que,52
allons,aller,17
nous,nous,51
faire,faire,14
là,là,60
/?,/?,P
le,le,71
gendarme,gendarme,21
sourit,sourire,19
/.,/.,P
“,“,p
mais,mais,82
on,on,51
ne,ne,60
me,je,51
mène,mener,17
pas,pas,60
là,là,60
pour,pour,81
être,être,14
emprisonné,emprisonner,12
?,?,p
continua,continuer,19
Dantès,Dantès,20
/.,/.,P
le,le,71
château,château,21
d',de,81
If,If,20
est,être,17
une,un,71
prison,prison,22
d',de,81
Etat,état,21
",",",",p
destinée,destiné,31
seulement,seulement,60
aux,à,81
aux,le,71
grands,grand,30
coupables,coupable,21
politiques,politique,30
/.,/.,P
je,je,51
n',ne,60
ai,avoir,17
commis,commettre,12
aucun,aucun,75
crime,crime,21
/.,/.,P
est,être,17
ce,ce,52
qu',que,83
il,il,51
y,y,52
a,avoir,17
des,de,81
des,le,71
juges,juge,21
d',de,81
instruction,instruction,22
",",",",p
des,de,81
des,le,71
magistrats,magistrat,21
quelconques,quelconque,30
au,à,81
au,le,71
château,château,21
d',de,81
If,If,20
/?,/?,P
il,il,51
n',ne,60
y,y,52
a,avoir,17
",",",",p
je,je,51
suppose,supposer,17
",",",",p
dit,dire,12
le,le,71
gendarme,gendarme,21
",",",",p
qu',que,83
un,un,71
gouverneur,gouverneur,21
",",",",p
des,de,81
des,le,71
geôliers,geôlier,21
",",",",p
une,un,71
garnison,garnison,22
et,et,82
de,de,81
bons,bon,30
murs,mur,21
/.,/.,P
allons,aller,17
",",",",p
allons,aller,17
",",",",p
l',le,71
ami,ami,21
",",",",p
ne,ne,60
faites,faire,17
pas,pas,60
tant,tant,60
l',le,71
étonné,étonné,31
;,;,p
car,car,82
",",",",p
en,en,81
vérité,vérité,22
",",",",p
vous,vous,51
me,je,51
feriez,faire,16
croire,croire,14
que,que,83
vous,vous,51
reconnaissez,reconnaître,17
ma,mon,73
complaisance,complaisance,22
en,en,81
vous,vous,51
moquant,moquer,13
de,de,81
moi,moi,51
“,“,p
Dantès,Dantès,20
serra,serrer,19
la,le,71
main,main,22
du,de,81
du,le,71
gendarme,gendarme,21
à,à,81
la,le,52
lui,lui,51
briser,briser,14
/.,/.,P
“,“,p
vous,vous,51
prétendez,prétendre,17
donc,donc,82
",",",",p
dit,dire,19
il,il,51
",",",",p
que,que,83
l',l',94
on,on,51
me,je,51
conduit,conduire,17
au,à,81
au,le,71
château,château,21
d',de,81
If,If,20
pour,pour,81
m',je,51
y,y,52
emprisonner,emprisonner,14
/?,/?,P
c',ce,52
est,être,17
probable,probable,30
",",",",p
dit,dire,19
le,le,71
gendarme,gendarme,21
;,;,p
mais,mais,82
en,en,81
tout,tout,75
cas,cas,21
",",",",p
camarade,camarade,21
",",",",p
il,il,51
est,être,17
inutile,inutile,30
de,de,81
me,je,51
serrer,serrer,14
si,si,60
fort,fort,60
/.,/.,P
-,-,p
sans,sans,81
autre,autre,75
information,information,22
",",",",p
sans,sans,81
autre,autre,75
formalité,formalité,22
?,?,p
demanda,demander,19
le,le,71
jeune,jeune,30
homme,homme,21
/.,/.,P
-,-,p
les,le,71
formalités,formalité,22
sont,être,17
remplies,remplir,12
",",",",p
l',le,71
information,information,22
est,être,17
faite,faire,12
/.,/.,P
-,-,p
ainsi,ainsi,60
",",",",p
malgré,malgré,81
la,le,71
promesse,promesse,22
de,de,81
monsieur,monsieur,21
de,de,81
Villefort,Villefort,20
/?,/?,P
je,je,51
ne,ne,60
sais,savoir,17
si,si,83
monsieur,monsieur,21
de,de,81
Villefort,Villefort,20
vous,vous,51
a,avoir,17
fait,faire,12
une,un,71
promesse,promesse,22
",",",",p
dit,dire,19
le,le,71
gendarme,gendarme,21
",",",",p
mais,mais,82
ce,ce,52
que,que,52
je,je,51
sais,savoir,17
",",",",p
c',ce,52
est,être,17
que,que,83
nous,nous,51
allons,aller,17
au,à,81
au,le,71
château,château,21
d',de,81
If,If,20
/.,/.,P
eh,eh,93
bien,bien,60
",",",",p
que,que,52
faites,faire,17
vous,vous,51
donc,donc,82
/?,/?,P
holà,holà,93
!,!,p
camarades,camarade,21
",",",",p
à,à,81
moi,moi,51
/!,/!,P
par,par,81
un,un,71
mouvement,mouvement,21
prompt,prompt,30
comme,comme,83
l',le,71
éclair,éclair,21
",",",",p
qui,qui,52
cependant,cependant,82
avait,avoir,18
été,être,12
prévu,prévoir,12
par,par,81
l',le,71
oeil,oeil,21
exercé,exercé,31
du,de,81
du,le,71
gendarme,gendarme,21
",",",",p
Dantès,Dantès,20
avait,avoir,18
voulu,vouloir,12
s',se,51
élancer,élancer,14
à,à,81
la,le,71
mer,mer,22
;,;,p
mais,mais,82
quatre,quatre,72
poignets,poignet,21
vigoureux,vigoureux,30
le,le,52
retinrent,retenir,19
au,à,81
au,le,71
moment,moment,21
où,où,60
ses,son,73
pieds,pied,21
quittaient,quitter,18
le,le,71
plancher,plancher,21
du,de,81
du,le,71
bateau,bateau,21
/.,/.,P
il,il,51
retomba,retomber,19
au,à,81
au,le,71
fond,fond,21
de,de,81
la,le,71
barque,barque,22
en,en,81
hurlant,hurler,13
de,de,81
rage,rage,22
/.,/.,P
“,“,p
bon,bon,60
!,!,p
s',se,51
écria,écrier,19
le,le,71
gendarme,gendarme,21
en,en,81
lui,lui,51
mettant,mettre,13
un,un,71
genou,genou,21
sur,sur,81
la,le,71
poitrine,poitrine,22
",",",",p
bon,bon,60
!,!,p
voilà,voilà,81
comme,comme,83
vous,vous,51
tenez,tenir,17
votre,votre,73
parole,parole,22
de,de,81
marin,marin,21
/.,/.,P
fiez,fier,17
vous,vous,51
donc,donc,82
aux,à,81
aux,le,71
gens,gens,21
doucereux,doucereux,30
/!,/!,P
eh,eh,93
bien,bien,60
",",",",p
maintenant,maintenant,60
",",",",p
mon,mon,73
cher,cher,30
ami,ami,21
",",",",p
faites,faire,17
un,un,71
mouvement,mouvement,21
",",",",p
un,un,71
seul,seul,30
",",",",p
et,et,82
je,je,51
vous,vous,51
loge,loger,17
une,un,71
balle,balle,22
dans,dans,81
la,le,71
tête,tête,22
/.,/.,P
j',je,51
ai,avoir,17
manqué,manquer,12
à,à,81
ma,mon,73
première,premier,72
consigne,consigne,22
",",",",p
mais,mais,82
",",",",p
je,je,51
vous,vous,51
en,en,52
réponds,répondre,17
",",",",p
je,je,51
ne,ne,60
manquerai,manquer,15
pas,pas,60
à,à,81
la,le,71
seconde,seconde,22
/.,/.,P
“,“,p
et,et,82
il,il,51
abaissa,abaisser,19
effectivement,effectivement,60
sa,son,73
carabine,carabine,22
vers,vers,81
Dantès,Dantès,20
",",",",p
qui,qui,52
sentit,sentir,19
s',se,51
appuyer,appuyer,14
le,le,71
bout,bout,21
du,de,81
du,le,71
canon,canon,21
contre,contre,81
sa,son,73
tempe,tempe,22
/.,/.,P
un,un,71
instant,instant,21
",",",",p
il,il,51
eut,avoir,19
l',le,71
idée,idée,22
de,de,81
faire,faire,14
ce,ce,74
mouvement,mouvement,21
défendu,défendu,31
et,et,82
d',de,81
en,en,52
finir,finir,14
ainsi,ainsi,60
violemment,violemment,60
avec,avec,81
le,le,71
malheur,malheur,21
inattendu,inattendu,30
qui,qui,52
s',se,51
était,être,18
abattu,abattre,12
sur,sur,81
lui,lui,51
et,et,82
l',le,52
avait,avoir,18
pris,prendre,12
tout,tout,60
à,à,81
coup,coup,21
dans,dans,81
ses,son,73
serres,serre,22
de,de,81
vautour,vautour,21
/.,/.,P
mais,mais,82
",",",",p
justement,justement,60
parce que,parce que,83
ce,ce,74
malheur,malheur,21
était,être,18
inattendu,inattendu,30
",",",",p
Dantès,Dantès,20
songea,songer,19
qu',que,83
il,il,51
ne,ne,60
pouvait,pouvoir,18
être,être,14
durable,durable,30
;,;,p
puis,puis,60
les,le,71
promesses,promesse,22
de,de,81
monsieur,monsieur,21
de,de,81
Villefort,Villefort,20
lui,lui,51
revinrent,revenir,19
à,à,81
l',le,71
esprit,esprit,21
;,;,p
puis,puis,60
",",",",p
s',si,83
il,il,51
faut,falloir,17
le,le,71
dire,dire,21
enfin,enfin,60
",",",",p
cette,ce,74
mort,mort,22
au,à,81
au,le,71
fond,fond,21
d',de,81
un,un,71
bateau,bateau,21
",",",",p
venant,venir,13
de,de,81
la,le,71
main,main,22
d',de,81
un,un,71
gendarme,gendarme,21
",",",",p
lui,lui,51
apparut,apparaître,19
laide,laid,30
et,et,82
nue,nu,30
/.,/.,P
il,il,51
retomba,retomber,19
donc,donc,82
sur,sur,81
le,le,71
plancher,plancher,21
de,de,81
la,le,71
barque,barque,22
en,en,81
poussant,pousser,13
un,un,71
hurlement,hurlement,21
de,de,81
rage,rage,22
et,et,82
en,en,81
se,se,51
rongeant,ronger,13
les,le,71
mains,main,22
avec,avec,81
fureur,fureur,22
/.,/.,P
presque,presque,60
au,à,81
au,le,71
même,même,75
instant,instant,21
",",",",p
un,un,71
choc,choc,21
violent,violent,30
ébranla,ébranler,19
le,le,71
canot,canot,21
/.,/.,P
un,un,52
des,de,81
des,le,71
bateliers,batelier,21
sauta,sauter,19
sur,sur,81
le,le,71
roc,roc,21
que,que,52
la,le,71
proue,proue,22
de,de,81
la,le,71
petite,petit,30
barque,barque,22
venait,venir,18
de,de,81
toucher,toucher,14
",",",",p
une,un,71
corde,corde,22
grinça,grincer,19
en,en,81
se,se,51
déroulant,dérouler,13
autour,autour,60
d',de,81
une,un,71
poulie,poulie,22
",",",",p
et,et,82
Dantès,Dantès,20
comprit,comprendre,19
qu',que,83
on,on,51
était,être,18
arrivé,arriver,12
et,et,82
qu',que,83
on,on,51
amarrait,amarrer,18
l',le,71
esquif,esquif,21
/.,/.,P
en,en,81
effet,effet,21
",",",",p
ses,son,73
gardiens,gardien,21
",",",",p
qui,qui,52
le,le,52
tenaient,tenir,18
à,à,81
la,le,71
fois,fois,22
par,par,81
les,le,71
bras,bras,21
et,et,82
par,par,81
le,le,71
collet,collet,21
de,de,81
son,son,73
habit,habit,21
",",",",p
le,le,52
forcèrent,forcer,19
de,de,81
se,se,51
relever,relever,14
",",",",p
le,le,52
contraignirent,contraindre,19
à,à,81
descendre,descendre,14
à,à,81
terre,terre,22
",",",",p
et,et,82
le,le,52
traînèrent,traîner,19
vers,vers,81
les,le,71
degrés,degré,21
qui,qui,52
montent,monter,17
à,à,81
la,le,71
porte,porte,22
de,de,81
la,le,71
citadelle,citadelle,22
",",",",p
tandis que,tandis que,83
l',le,71
exempt,exempt,21
",",",",p
armé,armé,31
d',de,81
un,un,71
mousqueton,mousqueton,21
à,à,81
baïonnette,baïonnette,22
",",",",p
le,le,52
suivait,suivre,18
par-derrière,par-derrière,60
/.,/.,P
Dantès,Dantès,20
",",",",p
au,à,81
au,le,71
reste,reste,21
",",",",p
ne,ne,60
fit,faire,19
point,point,60
une,un,71
résistance,résistance,22
inutile,inutile,30
;,;,p
sa,son,73
lenteur,lenteur,22
venait,venir,18
plutôt,plutôt,60
d',de,81
inertie,inertie,22
que,que,83
d',de,81
opposition,opposition,22
;,;,p
il,il,51
était,être,18
étourdi,étourdir,12
et,et,82
chancelant,chancelant,30
comme,comme,83
un,un,71
homme,homme,21
ivre,ivre,30
/.,/.,P
il,il,51
vit,voir,19
de,de,81
nouveau,nouveau,21
des,de,81
des,le,71
soldats,soldat,21
qui,qui,52
s',se,51
échelonnaient,échelonner,18
sur,sur,81
le,le,71
talus,talus,21
rapide,rapide,30
",",",",p
il,il,51
sentit,sentir,19
des,de,81
des,le,71
escaliers,escalier,21
qui,qui,52
le,le,52
forçaient,forcer,18
de,de,81
lever,lever,14
les,le,71
pieds,pied,21
",",",",p
il,il,51
s',se,51
aperçut,apercevoir,19
qu',que,83
il,il,51
passait,passer,18
sous,sous,81
une,un,71
porte,porte,22
et,et,82
que,que,83
cette,ce,74
porte,porte,22
se,se,51
refermait,refermer,18
derrière,derrière,81
lui,lui,51
",",",",p
mais,mais,82
tout,tout,75
cela,cela,52
machinalement,machinalement,60
",",",",p
comme,comme,83
à,à,81
travers,travers,21
un,un,71
brouillard,brouillard,21
",",",",p
sans,sans,81
rien,rien,52
distinguer,distinguer,14
de,de,81
positif,positif,30
/.,/.,P
il,il,51
ne,ne,60
voyait,voir,18
même,même,60
plus,plus,60
la,le,71
mer,mer,22
",",",",p
cette,ce,74
immense,immense,30
douleur,douleur,22
des,de,81
des,le,71
prisonniers,prisonnier,21
",",",",p
qui,qui,52
regardent,regarder,17
l',le,71
espace,espace,21
avec,avec,81
le,le,71
sentiment,sentiment,21
terrible,terrible,30
qu',que,52
ils,ils,51
sont,être,17
impuissants,impuissant,30
à,à,81
le,le,52
franchir,franchir,14
/.,/.,P
il,il,51
y,y,52
eut,avoir,19
une,un,71
halte,halte,22
d',de,81
un,un,71
moment,moment,21
",",",",p
pendant,pendant,81
laquelle,lequel,52
il,il,51
essaya,essayer,19
de,de,81
recueillir,recueillir,14
ses,son,73
esprits,esprit,21
/.,/.,P
il,il,51
regarda,regarder,19
autour,autour,60
de,de,81
lui,lui,51
:,:,p
il,il,51
était,être,18
dans,dans,81
une,un,71
cour,cour,22
carrée,carré,31
",",",",p
formée,formé,31
par,par,81
quatre,quatre,72
hautes,haut,30
murailles,muraille,22
;,;,p
on,on,51
entendait,entendre,18
le,le,71
pas,pas,21
lent,lent,30
et,et,82
régulier,régulier,30
des,de,81
des,le,71
sentinelles,sentinelle,22
;,;,p
et,et,82
chaque,chaque,75
fois,fois,22
qu',que,83
elles,ils,51
passaient,passer,18
devant,devant,81
deux,deux,72
ou,ou,82
trois,trois,72
reflets,reflet,21
que,que,52
projetait,projeter,18
sur,sur,81
les,le,71
murailles,muraille,22
la,le,71
lueur,lueur,22
de,de,81
deux,deux,72
ou,ou,82
trois,trois,72
lumières,lumière,22
qui,qui,52
brillaient,briller,18
dans,dans,81
l',le,71
intérieur,intérieur,21
du,de,81
du,le,71
château,château,21
",",",",p
on,on,51
voyait,voir,18
scintiller,scintiller,14
le,le,71
canon,canon,21
de,de,81
leurs,leur,73
fusils,fusil,21
/.,/.,P
on,on,51
attendit,attendre,19
là,là,60
dix,dix,72
minutes,minute,22
à,à,81
peu,peu,60
près,près,81
;,;,p
certains,certain,30
que,que,83
Dantès,Dantès,20
ne,ne,60
pouvait,pouvoir,18
plus,plus,60
fuir,fuir,14
",",",",p
les,le,71
gendarmes,gendarme,21
l',le,52
avaient,avoir,18
lâché,lâcher,12
/.,/.,P
on,on,51
semblait,sembler,18
attendre,attendre,14
des,de,81
des,le,71
ordres,ordre,21
",",",",p
ces,ce,74
ordres,ordre,21
arrivèrent,arriver,19
/.,/.,P
“,“,p
où,où,60
est,être,17
le,le,71
prisonnier,prisonnier,21
?,?,p
demanda,demander,19
une,un,71
voix,voix,22
/.,/.,P
-,-,p
le,le,52
voici,voici,81
",",",",p
répondirent,répondre,19
les,le,71
gendarmes,gendarme,21
/.,/.,P
-,-,p
qu',que,52
il,il,51
me,je,51
suive,suivre,17
",",",",p
je,je,51
vais,aller,17
le,le,71
conduire,conduire,14
à,à,81
son,son,73
logement,logement,21
/.,/.,P
-,-,p
allez,aller,17
“,“,p
",",",",p
dirent,dire,19
les,le,71
gendarmes,gendarme,21
en,en,81
poussant,pousser,13
Dantès,Dantès,20
/.,/.,P
le,le,71
prisonnier,prisonnier,21
suivit,suivre,19
son,son,73
conducteur,conducteur,21
",",",",p
qui,qui,52
le,le,52
conduisit,conduire,19
effectivement,effectivement,60
dans,dans,81
une,un,71
salle,salle,22
presque,presque,60
souterraine,souterrain,30
",",",",p
dont,dont,52
les,le,71
murailles,muraille,22
nues,nu,30
et,et,82
suantes,suant,30
semblaient,sembler,18
imprégnées,imprégné,31
d',de,81
une,un,71
vapeur,vapeur,22
de,de,81
larmes,larme,22
/.,/.,P
une,un,71
espèce,espèce,22
de,de,81
lampion,lampion,21
posé,posé,31
sur,sur,81
un,un,71
escabeau,escabeau,21
",",",",p
et,et,82
dont,dont,52
la,le,71
mèche,mèche,22
nageait,nager,18
dans,dans,81
une,un,71
graisse,graisse,22
fétide,fétide,30
",",",",p
illuminait,illuminer,18
les,le,71
parois,paroi,22
lustrées,lustré,31
de,de,81
cet,ce,74
affreux,affreux,30
séjour,séjour,21
",",",",p
et,et,82
montrait,montrer,18
à,à,81
Dantès,Dantès,20
son,son,73
conducteur,conducteur,21
",",",",p
espèce,espèce,22
de,de,81
geôlier,geôlier,21
subalterne,subalterne,30
",",",",p
mal,mal,60
vêtu,vêtu,31
et,et,82
de,de,81
basse,bas,30
